Date,DBC,EEM,EFA,EWZ,SHY,TLT,TQQQ,UPRO,UVXY
2014-12-19,18.87,39.38,62.0,36.61,84.47,126.12,101.42,136.4,20.72
2014-12-22,19.06,39.02,61.8,36.47,84.41,123.54,100.45,137.15,20.83
2014-12-23,18.81,39.11,62.08,36.56,84.4,124.0,100.66,137.14,20.43
2014-12-24,18.79,39.42,62.24,36.49,84.38,124.4,102.7,138.36,20.78
2014-12-26,18.61,39.18,61.79,36.53,84.44,125.37,102.72,138.86,20.7
2014-12-29,18.59,39.26,61.22,36.76,84.48,125.68,100.6,136.73,21.7
2014-12-30,18.45,39.29,60.84,36.57,84.49,125.97,97.45,132.61,25.18
2014-12-31,18.23,38.77,60.58,35.36,84.54,127.29,96.65,132.25,24.34
2015-01-02,17.97,38.08,59.15,34.15,84.54,129.3,92.3,125.27,27.89
2015-01-05,17.8,37.92,58.48,34.78,84.59,131.62,88.64,121.74,29.14
2015-01-06,17.69,38.74,59.13,35.7,84.61,131.36,92.05,126.23,27.25
2015-01-07,17.76,39.4,59.93,36.27,84.62,129.64,97.3,132.89,23.82
2015-01-08,17.73,39.27,59.64,36.17,84.69,131.06,95.33,129.63,25.54
2015-01-09,17.34,38.95,59.5,35.34,84.75,131.81,92.4,126.59,28.01
2015-01-12,17.27,39.29,59.8,35.71,84.77,131.82,92.32,125.46,29.68
2015-01-13,17.46,39.07,59.63,36.07,84.83,132.81,90.9,123.26,30.77
2015-01-14,17.22,39.16,60.01,35.54,84.95,134.89,87.29,119.89,32.54
2015-01-15,17.55,39.49,60.79,36.72,84.87,133.2,90.4,124.36,31.25
2015-01-16,17.31,39.44,61.0,36.11,84.85,134.97,92.4,125.35,30.68
2015-01-20,17.42,40.3,61.48,37.31,84.84,133.4,93.82,127.19,27.89
2015-01-21,17.4,41.07,61.72,37.91,84.81,132.96,99.04,132.93,24.17
2015-01-22,17.29,40.76,61.36,36.8,84.85,134.73,99.7,130.61,25.42
2015-01-23,17.23,40.78,62.2,36.53,84.81,134.34,99.48,131.7,23.11
2015-01-26,17.32,40.56,62.29,36.97,84.83,134.54,91.78,126.45,25.04
2015-01-27,17.07,40.12,61.36,35.97,84.9,136.74,90.2,121.3,29.18
2015-01-28,16.99,40.12,62.2,36.0,84.87,135.89,92.81,124.81,27.12
2015-01-29,17.4,39.02,61.21,34.31,84.97,138.28,90.68,120.05,32.39
2015-01-30,17.64,39.72,61.96,34.71,84.91,137.52,93.06,124.44,29.03
2015-02-02,18.13,40.47,62.95,35.69,84.85,134.57,95.6,129.83,26.25
2015-02-03,17.73,40.27,62.43,35.22,84.86,134.77,95.35,128.41,27.77
2015-02-04,17.97,40.53,63.29,35.5,84.83,133.35,97.88,132.41,25.64
2015-02-05,18.02,39.82,62.49,34.42,84.63,131.02,96.1,131.24,27.86
2015-02-06,18.2,39.76,62.2,34.86,84.63,130.76,95.04,129.45,28.16
2015-02-09,17.97,39.66,62.77,33.84,84.61,129.73,99.59,133.62,25.98
2015-02-10,17.83,39.37,62.43,33.18,84.61,129.94,100.71,133.84,26.26
2015-02-11,18.1,40.21,63.39,34.49,84.66,129.5,104.23,137.66,23.2
2015-02-12,18.3,40.67,63.82,35.05,84.65,128.17,106.86,139.44,22.6
2015-02-13,18.31,40.57,63.97,35.37,84.61,126.3,107.15,140.16,22.73
2015-02-17,18.09,40.58,64.35,35.39,84.69,126.94,107.61,140.02,22.33
2015-02-18,18.03,40.4,64.43,34.98,84.66,126.21,109.23,139.75,21.35
2015-02-19,17.96,40.67,65.03,34.86,84.63,126.59,111.33,142.29,19.8
2015-02-20,17.84,40.26,64.8,34.75,84.69,127.89,111.77,142.19,19.95
2015-02-23,17.85,40.84,65.2,35.77,84.76,129.66,112.0,143.39,18.27
2015-02-24,18.12,40.76,65.25,35.14,84.75,130.23,111.1,142.92,18.49
2015-02-25,17.97,40.77,65.07,34.92,84.66,128.43,112.79,142.45,18.06
2015-02-26,18.17,40.69,65.07,35.38,84.71,129.49,111.3,141.04,17.85
2015-02-27,17.91,40.68,65.2,34.5,84.61,126.86,114.3,143.68,16.67
2015-03-02,18.02,40.35,64.8,34.23,84.59,126.41,112.66,141.9,17.37
2015-03-03,17.86,39.93,64.54,33.26,84.62,126.56,111.41,140.03,17.32
2015-03-04,17.79,39.87,64.69,32.8,84.64,126.34,111.9,140.52,16.88
2015-03-05,17.57,39.26,63.81,31.87,84.52,123.51,108.05,134.49,18.36
2015-03-06,17.52,39.11,63.91,30.77,84.57,124.66,109.09,136.26,17.84
2015-03-09,17.29,38.22,62.52,30.46,84.59,126.27,103.05,129.6,18.99
2015-03-10,17.38,38.53,62.68,30.61,84.61,127.22,101.24,128.65,19.83
2015-03-11,17.3,38.77,63.46,30.36,84.63,127.11,103.18,133.56,17.49
2015-03-12,16.95,38.3,63.09,29.31,84.63,126.71,101.85,131.1,18.25
2015-03-13,16.93,38.75,63.8,29.52,84.64,127.93,105.75,136.45,17.4
2015-03-16,16.81,39.21,63.64,30.46,84.64,128.97,106.34,135.14,17.22
2015-03-17,17.27,40.18,65.0,31.34,84.82,131.48,109.4,139.89,15.71
2015-03-18,16.98,39.49,64.24,30.22,84.72,130.86,109.93,138.02,15.73
2015-03-19,17.21,40.08,65.66,31.54,84.77,131.55,112.21,141.67,15.25
2015-03-20,17.41,40.2,65.99,32.17,84.8,131.38,111.27,140.91,14.69
2015-03-23,17.27,40.36,65.87,32.15,84.82,132.61,110.14,138.43,14.56
2015-03-24,17.32,39.71,65.54,31.64,84.8,131.46,102.45,132.21,15.83
2015-03-25,17.53,39.35,64.98,30.96,84.77,129.48,101.61,131.34,15.62
2015-03-26,17.18,39.46,65.14,30.29,84.79,131.02,102.59,132.14,15.25
2015-03-27,17.27,40.22,65.18,31.09,84.82,130.38,106.28,137.02,14.31
2015-03-30,17.07,40.13,64.17,31.37,84.87,130.71,102.99,133.46,15.03
2015-03-31,17.38,40.63,64.63,32.25,84.87,132.13,101.25,132.06,15.0
2015-04-01,17.29,41.24,65.19,33.24,84.87,130.77,101.42,133.25,14.41
2015-04-02,17.51,41.79,65.83,33.67,84.94,130.04,103.86,136.09,13.81
2015-04-06,17.6,41.56,65.76,33.5,84.9,131.08,103.38,134.99,13.72
2015-04-07,17.26,42.43,66.04,34.27,84.89,131.08,105.84,136.38,13.19
2015-04-08,17.26,42.85,66.13,34.17,84.86,129.45,107.81,138.23,12.32
2015-04-09,17.44,42.88,66.26,34.45,84.84,129.61,109.1,140.39,11.21
2015-04-10,17.36,42.63,65.84,33.79,84.87,129.8,108.29,138.56,11.81
2015-04-13,17.44,42.82,66.33,34.38,84.9,130.67,107.36,139.3,11.53
2015-04-14,17.79,43.12,66.63,35.24,84.915,130.62,109.26,141.14,11.03
2015-04-15,17.98,43.46,66.81,35.28,84.96,129.91,108.88,141.01,10.6
2015-04-16,17.94,42.7,65.97,34.53,84.93,131.43,103.79,136.14,11.32
2015-04-17,17.86,42.65,66.04,34.5,84.9,130.3,108.43,139.84,10.54
2015-04-20,17.73,42.91,66.63,34.49,84.91,129.72,109.82,139.37,10.53
2015-04-21,17.79,43.37,66.76,35.38,84.86,127.7,111.6,141.4,10.33
2015-04-22,18.01,43.69,67.01,36.27,84.88,128.29,112.94,142.47,10.11
2015-04-23,18.0,43.85,67.4,37.17,84.92,129.11,117.36,143.49,9.92
2015-04-24,18.0,44.02,67.75,36.81,84.91,129.05,116.61,141.6,10.51
2015-04-27,18.03,44.09,67.81,36.84,84.875,127.3,115.85,142.9,9.765
2015-04-28,18.15,43.54,67.22,36.4,84.87,125.73,113.64,141.16,10.26
2015-04-29,18.29,42.88,66.51,36.21,84.87,126.01,108.3,136.92,10.82
2015-04-30,18.27,43.14,67.16,36.21,84.8,124.03,112.68,141.3,9.77
2015-05-01,18.26,43.39,67.18,36.13,84.8,122.86,113.08,142.67,9.81
2015-05-04,18.41,42.92,66.18,36.59,84.76,122.71,107.72,137.59,10.44
2015-05-05,18.41,42.39,66.35,36.31,84.75,120.59,105.42,135.94,10.8
2015-05-06,18.12,42.33,66.13,36.47,84.73,122.17,107.23,137.59,10.63
2015-05-07,18.22,42.87,67.66,37.19,84.84,122.54,111.16,142.94,9.54
2015-05-08,18.14,42.46,67.07,36.37,84.79,119.5,109.94,140.97,10.05
2015-05-11,18.33,42.32,67.03,36.52,84.78,119.84,108.52,139.62,9.97
2015-05-12,18.34,42.4,67.53,36.1,84.82,118.88,109.08,139.78,9.63
2015-05-13,18.46,42.82,68.34,36.81,84.89,119.17,113.91,144.16,9.25
2015-05-14,18.45,43.15,68.42,37.13,84.91,121.59,113.9,144.59,9.07
2015-05-15,18.4,42.71,68.19,36.13,84.85,119.58,115.3,145.93,8.47
2015-05-18,18.01,42.78,67.93,35.54,84.78,118.51,114.97,145.67,8.21
2015-05-19,17.97,42.75,68.06,35.57,84.82,118.69,115.16,72.73,41.34
2015-05-20,18.19,42.6,68.42,35.23,84.85,120.35,116.97,73.35,39.07
2015-05-21,17.99,42.74,67.98,34.2,84.8,120.36,116.65,72.86,39.14
2015-05-22,17.64,42.06,66.75,33.04,84.81,122.42,112.61,70.56,42.07
2015-05-26,17.4,42.07,67.41,33.44,84.82,122.74,118.03,72.42,39.06
2015-05-27,17.49,41.49,67.29,33.16,84.85,122.45,117.16,72.23,39.92
2015-05-28,17.71,41.12,66.64,32.24,84.87,122.72,115.18,70.81,40.49
2015-05-29,17.67,40.96,66.45,32.49,84.78,121.13,116.19,71.27,39.73
2015-06-01,17.88,41.12,66.77,33.58,84.76,119.42,115.13,71.07,40.96
2015-06-02,17.65,40.88,67.14,33.27,84.73,117.55,116.14,71.62,39.54
2015-06-03,17.49,40.29,66.42,32.79,84.75,119.01,113.61,69.96,42.09
2015-06-04,17.57,40.09,65.67,32.72,84.66,117.6,112.75,69.51,40.78
2015-06-05,17.58,40.1,65.54,33.05,84.72,117.46,109.3,68.21,42.47
2015-06-08,17.86,39.86,65.18,33.17,84.67,116.56,108.76,68.1,41.45
2015-06-09,17.93,40.44,66.55,33.63,84.66,115.53,113.07,70.61,37.89
2015-06-10,17.77,40.24,66.73,33.65,84.68,117.91,113.69,71.25,36.22
2015-06-11,17.59,40.24,66.2,33.36,84.67,117.97,110.8,69.57,37.15
2015-06-12,17.51,39.79,65.8,33.09,84.69,118.13,109.27,68.65,40.39
2015-06-15,17.56,39.8,65.78,33.82,84.72,119.06,110.94,69.86,38.79
2015-06-16,17.61,40.04,65.63,33.92,84.79,118.16,111.87,70.2,38.57
2015-06-17,17.61,40.41,66.22,34.53,84.81,117.58,116.6,72.27,36.3
2015-06-18,17.45,40.06,66.06,33.8,84.84,119.06,114.82,71.02,36.95
2015-06-19,17.51,40.64,67.31,34.09,84.77,116.67,117.59,72.47,33.64
2015-06-22,17.72,41.04,67.49,34.12,84.75,115.95,117.88,72.63,31.84
2015-06-23,17.6,40.75,66.91,33.84,84.79,116.91,116.07,71.02,33.05
2015-06-24,17.62,40.31,65.77,32.6,84.77,116.53,115.31,70.32,33.54
2015-06-25,17.7,39.93,65.74,33.08,84.74,115.25,113.17,70.33,33.15
2015-06-26,17.62,39.04,63.72,32.52,84.87,118.21,105.17,65.94,44.47
2015-06-29,18.0,39.62,63.49,32.77,84.85,117.53,106.37,66.4,43.9
2015-06-30,17.78,39.59,63.9,32.26,84.75,115.62,108.55,67.88,37.82
2015-07-01,17.75,39.78,63.98,32.98,84.84,116.07,108.96,67.67,42.45
2015-07-02,17.17,38.67,62.69,31.9,84.9,118.13,108.04,67.12,44.81
2015-07-06,17.07,38.09,62.71,31.77,84.92,119.28,108.59,68.32,40.14
2015-07-07,16.99,36.78,61.25,30.76,84.98,120.3,103.15,64.94,48.1
2015-07-08,17.19,37.49,62.26,31.1,84.92,117.92,102.85,65.26,48.86
2015-07-09,17.27,38.44,64.3,32.06,84.84,116.05,107.63,67.74,41.21
2015-07-10,17.28,38.7,64.54,32.61,84.79,115.69,113.13,69.95,33.18
2015-07-13,17.22,38.77,65.08,32.71,84.84,116.07,115.4,70.93,32.58
2015-07-14,17.02,38.33,64.84,32.46,84.87,117.29,115.95,70.8,32.34
2015-07-15,16.94,38.81,65.4,32.33,84.83,118.14,120.48,72.41,28.06
2015-07-16,16.85,38.76,65.29,31.52,84.8,118.7,125.99,72.64,27.56
2015-07-17,16.58,38.51,65.46,31.14,84.76,118.24,127.4,72.79,27.42
2015-07-20,16.65,38.52,65.27,31.29,84.77,118.86,127.05,71.87,26.93
2015-07-21,16.41,37.97,64.77,30.46,84.75,119.6,122.88,71.44,26.7
2015-07-22,16.27,37.6,64.6,29.22,84.77,121.1,121.41,70.26,27.27
2015-07-23,16.14,37.06,63.89,28.5,84.81,121.43,117.96,68.13,29.12
2015-07-24,15.83,36.36,63.42,28.05,84.85,122.06,114.93,66.91,32.17
2015-07-27,15.96,36.73,64.22,28.53,84.83,121.14,117.96,69.35,27.42
2015-07-28,16.01,37.09,64.45,29.09,84.81,120.74,119.28,70.78,26.45
2015-07-29,15.95,36.72,64.4,28.51,84.78,121.64,120.94,70.79,26.1
2015-07-30,15.73,37.12,64.78,28.69,84.85,122.59,120.57,70.5,26.0
2015-07-31,15.47,36.5,64.61,28.04,84.84,123.59,119.46,69.73,25.25
2015-08-03,15.56,36.63,64.66,28.0,84.73,122.59,118.69,69.35,25.49
2015-08-04,15.5,36.64,65.0,27.77,84.73,121.65,121.47,70.03,25.05
2015-08-05,15.49,36.32,64.73,27.21,84.75,122.69,115.64,68.5,26.86
2015-08-06,15.43,36.3,64.61,26.78,84.73,124.32,115.18,67.91,26.39
2015-08-07,15.76,36.91,65.4,27.74,84.72,122.81,119.07,70.45,24.47
2015-08-10,15.55,36.1,64.4,26.99,84.8,124.72,114.53,68.56,26.65
2015-08-11,15.5,35.54,63.94,26.78,84.81,124.06,115.54,68.75,26.63
2015-08-12,15.43,35.48,63.9,26.17,84.75,123.65,115.02,68.55,25.94
2015-08-13,15.33,35.53,64.0,26.29,84.73,123.96,115.64,69.27,25.86
2015-08-14,15.27,35.14,63.88,26.16,84.75,124.5,118.48,70.44,25.23
2015-08-17,15.19,34.76,63.4,26.36,84.74,123.54,116.59,69.83,25.79
2015-08-18,15.02,34.33,62.84,25.75,84.83,124.73,114.4,68.21,26.77
2015-08-19,15.06,33.79,61.32,26.01,84.82,126.02,104.98,63.9,31.39
2015-08-20,14.81,32.75,59.92,25.1,84.89,126.39,91.92,57.91,42.01
2015-08-21,14.44,31.32,57.85,24.01,84.93,126.38,81.03,51.24,57.27
2015-08-24,14.5,31.72,58.4,23.8,84.89,124.37,79.96,48.84,66.28
2015-08-25,14.41,32.77,59.78,24.76,84.85,121.9,91.5,54.6,54.35
2015-08-26,14.93,34.22,60.51,25.98,84.85,122.02,98.65,58.68,57.31
2015-08-27,15.32,33.78,60.42,25.39,84.81,122.36,98.57,58.69,63.0
2015-08-28,15.69,33.84,59.97,24.88,84.78,121.43,94.91,57.2,67.6
2015-08-31,15.17,32.53,57.96,23.73,84.78,122.02,86.3,52.12,87.28
2015-09-01,15.3,33.0,58.82,23.94,84.78,120.98,93.32,55.02,69.1
2015-09-02,15.4,33.13,58.96,24.23,84.8,121.51,91.78,55.11,68.46
2015-09-03,15.21,32.14,57.61,23.1,84.81,122.66,88.71,52.66,78.34
2015-09-04,15.32,33.16,59.3,23.57,84.76,120.88,96.24,56.63,64.31
2015-09-08,15.12,32.99,59.06,23.49,84.76,121.42,92.89,54.33,67.09
2015-09-09,15.25,33.33,59.45,23.15,84.77,120.65,95.86,55.21,63.8
2015-09-10,15.23,33.46,59.44,22.9,84.82,121.37,97.41,55.99,60.76
2015-09-11,15.04,33.41,58.99,23.77,84.8,121.56,96.54,55.3,60.84
2015-09-14,15.09,33.73,59.39,23.59,84.69,119.29,99.91,57.48,48.92
2015-09-15,15.34,34.55,60.3,24.42,84.67,118.8,101.58,58.88,42.86
2015-09-16,15.24,34.47,60.33,24.14,84.87,120.3,101.86,58.58,42.4
2015-09-17,15.01,33.83,58.82,22.73,84.88,122.05,97.55,55.65,52.84
2015-09-18,15.18,33.77,58.79,22.51,84.83,120.14,98.38,56.51,46.19
2015-09-21,15.09,33.14,57.39,21.9,84.89,121.76,94.04,54.34,50.84
2015-09-22,14.97,32.61,57.12,20.99,84.87,121.76,94.19,53.99,48.72
2015-09-23,15.06,32.47,56.96,21.77,84.91,122.59,93.1,53.52,51.18
2015-09-24,15.15,32.4,57.46,21.64,84.88,121.55,90.84,53.38,53.78
2015-09-25,14.94,31.71,56.33,20.64,84.94,123.61,83.01,49.34,61.46
2015-09-28,15.04,31.86,56.25,20.98,84.98,123.97,81.78,49.45,61.55
2015-09-29,15.15,32.78,57.32,21.95,84.995,123.56,87.19,52.26,55.86
2015-09-30,15.05,32.96,57.5,21.94,84.95,123.82,88.41,52.68,54.71
2015-10-01,15.15,33.84,58.48,23.02,85.06,124.54,93.0,54.88,49.05
2015-10-02,15.35,34.57,59.64,23.62,85.0,122.92,97.24,57.9,43.52
2015-10-05,15.65,34.51,59.71,23.85,85.0,123.4,95.85,57.3,44.44
2015-10-06,15.62,35.43,60.46,24.31,84.97,123.01,97.39,58.78,42.23
2015-10-07,15.69,35.81,60.94,24.96,84.96,122.01,98.58,60.3,38.21
2015-10-08,15.76,35.94,61.05,25.25,84.94,122.29,99.78,60.41,38.16
2015-10-09,15.51,35.67,60.93,24.69,84.98,123.21,100.62,60.67,33.46
2015-10-12,15.41,35.09,60.16,23.41,84.97,123.39,98.65,59.46,36.7
2015-10-13,15.45,35.36,60.28,23.65,85.09,124.46,98.23,58.55,38.25
2015-10-14,15.41,36.22,61.31,23.95,85.03,123.94,103.03,61.22,32.81
2015-10-15,15.42,36.25,61.26,23.73,85.01,123.92,104.31,62.05,31.95
2015-10-16,15.14,35.88,61.05,23.55,85.03,123.58,106.18,62.18,27.53
2015-10-19,15.17,35.87,60.8,23.19,84.98,122.81,104.42,61.91,29.44
2015-10-20,15.04,35.35,60.77,22.89,85.0,124.03,102.74,60.83,33.53
2015-10-21,15.09,36.08,61.45,23.67,85.04,124.25,108.83,63.84,27.33
2015-10-22,15.0,36.29,62.06,23.6,84.97,123.25,117.88,65.96,27.7
2015-10-23,14.96,35.96,61.83,23.29,84.98,124.0,118.23,65.54,29.52
2015-10-26,14.89,35.55,61.29,23.16,85.0,124.33,119.0,65.06,28.33
2015-10-27,15.14,35.14,61.69,22.96,84.88,123.84,121.76,67.31,26.74
2015-10-28,15.05,34.81,61.24,22.78,84.84,121.89,121.31,67.3,27.36
2015-10-29,15.2,34.87,61.11,22.87,84.83,122.74,119.65,66.26,28.2
2015-10-30,15.12,35.56,61.69,23.44,84.75,121.96,123.73,68.63,25.27
2015-11-02,15.39,36.03,61.67,24.77,84.72,120.98,124.91,69.22,26.45
2015-11-03,15.13,35.74,61.33,24.12,84.65,121.1,124.96,68.72,28.1
2015-11-04,15.01,35.8,61.22,24.46,84.64,120.79,123.86,68.44,26.9
2015-11-05,14.92,35.3,60.94,24.1,84.57,119.01,124.27,68.3,25.76
2015-11-06,14.79,34.42,60.31,23.36,84.55,118.37,120.27,66.42,28.42
2015-11-09,14.76,34.27,60.27,23.78,84.58,118.69,119.42,66.77,26.84
2015-11-10,14.61,34.34,60.58,24.28,84.59,118.44,118.89,66.05,27.96
2015-11-11,14.4,34.04,59.79,23.62,84.59,118.99,115.44,63.32,32.93
2015-11-12,14.29,33.51,59.29,23.23,84.66,119.67,108.65,61.22,37.48
2015-11-13,14.36,34.19,60.01,23.96,84.65,119.58,113.18,63.95,29.91
2015-11-16,14.14,34.1,60.2,23.88,84.64,119.75,113.57,63.73,33.16
2015-11-17,14.2,34.47,60.75,24.64,84.62,120.01,120.08,66.79,28.9
2015-11-18,14.21,34.77,61.06,25.13,84.61,120.81,120.26,66.69,30.92
2015-11-19,14.18,35.12,60.92,25.5,84.58,120.47,122.65,67.42,28.9
2015-11-20,14.29,34.79,60.54,24.82,84.57,120.83,121.66,67.13,27.28
2015-11-23,14.52,34.98,60.55,25.23,84.58,120.82,121.28,67.45,27.61
2015-11-24,14.5,34.7,60.7,24.06,84.58,121.08,121.55,67.37,26.72
2015-11-25,14.28,33.95,60.69,23.31,84.6,121.01,121.99,67.56,27.15
2015-11-27,14.19,33.99,60.65,22.52,84.58,121.45,121.22,66.78,26.88
2015-11-30,14.35,34.25,61.29,22.6,84.58,122.84,124.82,68.69,24.63
2015-12-01,14.05,33.84,60.67,23.14,84.53,122.86,122.55,66.51,26.4
2015-12-02,14.21,33.64,60.36,23.93,84.5,119.55,116.3,63.74,30.24
2015-12-03,14.19,33.88,60.84,23.48,84.53,120.6,124.29,67.47,24.82
2015-12-04,13.78,33.31,60.47,23.29,84.52,121.73,122.77,66.24,26.02
2015-12-07,13.71,32.95,59.56,23.31,84.51,121.8,122.78,64.95,27.53
2015-12-08,13.72,32.68,59.29,23.9,84.53,121.68,117.06,63.42,29.8
2015-12-09,13.67,32.46,59.3,22.88,84.49,121.82,118.72,63.79,30.47
2015-12-10,13.53,31.55,58.17,22.47,84.6,123.74,110.58,60.16,39.76
2015-12-11,13.44,32.05,58.26,22.39,84.51,122.16,113.06,61.09,33.89
2015-12-14,13.41,32.55,58.55,22.37,84.47,121.48,114.98,62.97,31.12
2015-12-15,13.35,33.2,59.73,22.85,84.41,121.18,120.06,65.72,26.92
2015-12-16,13.21,32.76,58.97,22.24,84.42,122.55,115.06,62.8,29.21
2015-12-17,13.27,32.65,58.39,21.22,84.52,123.23,108.74,59.4,33.98
2015-12-18,13.21,32.4,58.1,20.74,84.52,123.19,111.97,60.86,30.71
2015-12-21,13.13,32.65,58.55,20.92,84.48,122.34,114.09,62.36,27.62
2015-12-22,13.39,33.12,59.53,21.53,84.47,121.4,116.7,64.64,26.28
2015-12-23,13.39,33.0,59.43,21.49,84.43,121.82,116.49,64.19,27.17
2015-12-24,13.2,32.77,59.29,21.72,84.4,122.19,116.43,63.9,26.6
2015-12-28,13.42,32.8,59.88,21.6,84.38,120.19,121.74,65.91,25.71
2015-12-29,13.29,32.29,59.52,20.79,84.38,120.03,118.63,64.54,27.19
2015-12-30,13.36,32.19,58.75,20.68,84.39,120.6,114.23,62.56,28.4
2015-12-31,13.26,31.31,57.8,19.94,84.45,121.47,107.25,59.89,32.04
2016-01-04,13.13,31.38,57.73,20.22,84.44,120.96,106.29,60.25,30.11
2016-01-05,12.92,30.77,56.78,19.92,84.48,122.57,103.44,57.89,31.95
2016-01-06,12.86,29.83,55.6,19.18,84.53,122.82,93.6,53.78,38.81
2016-01-07,12.8,29.51,54.93,19.09,84.57,123.34,91.39,51.99,42.9
2016-01-08,12.45,29.49,55.16,18.93,84.59,122.01,92.19,52.08,39.84
2016-01-11,12.37,29.55,55.43,19.02,84.6,123.77,95.3,53.42,36.11
2016-01-12,12.3,29.24,54.56,18.58,84.64,124.99,85.33,49.39,43.52
2016-01-13,12.33,29.63,55.26,19.05,84.67,123.83,90.85,51.8,40.07
2016-01-14,12.07,28.45,53.22,18.32,84.75,125.76,82.5,48.41,48.16
2016-01-15,11.97,28.88,53.75,18.23,84.72,125.36,82.85,48.69,48.31
2016-01-19,11.88,28.25,52.55,17.79,84.78,126.72,82.1,46.84,50.71
2016-01-20,12.04,28.36,52.92,17.33,84.77,125.83,82.4,47.52,50.27
2016-01-21,12.4,29.33,54.48,18.08,84.74,125.35,89.5,50.52,41.8
2016-01-22,12.13,28.81,53.74,17.63,84.75,126.0,85.47,48.27,45.96
2016-01-25,12.37,29.25,54.71,17.94,84.79,126.08,87.91,50.19,41.53
2016-01-26,12.52,29.15,54.36,18.18,84.79,126.03,81.37,48.51,45.01
2016-01-27,12.66,29.61,54.52,18.49,84.81,126.23,84.58,49.31,41.98
2016-01-28,12.78,30.58,55.48,19.83,84.9,127.24,90.09,52.82,38.52
2016-01-29,12.54,30.28,55.42,19.88,84.82,126.64,90.6,52.83,37.45
2016-02-01,12.32,29.3,54.13,18.57,84.93,129.02,84.85,50.0,42.5
2016-02-02,12.63,30.13,54.57,19.72,84.95,127.95,83.65,50.74,41.56
2016-02-03,12.61,30.36,54.66,20.55,84.97,128.57,83.5,51.03,42.34
2016-02-04,12.53,30.01,53.81,20.06,84.95,128.72,74.91,48.14,45.62
2016-02-05,12.47,29.6,52.83,19.59,85.05,131.49,71.49,46.16,50.03
2016-02-08,12.15,29.16,52.21,19.32,85.01,131.63,70.66,46.15,50.88
2016-02-09,12.17,29.31,52.15,19.73,85.03,132.79,71.5,46.09,51.64
2016-02-10,12.32,28.82,51.38,18.9,85.09,133.72,71.33,44.43,57.92
2016-02-11,12.5,29.32,52.28,19.34,85.02,131.5,74.37,47.03,53.3
2016-02-12,12.36,29.97,53.37,19.48,84.96,130.11,79.32,49.36,48.31
2016-02-16,12.62,30.56,54.27,20.21,84.94,129.31,84.8,51.81,44.58
2016-02-17,12.55,30.38,53.98,19.69,85.03,130.9,81.92,51.17,44.28
2016-02-18,12.44,30.22,53.92,19.81,84.97,131.01,82.77,51.16,42.01
2016-02-19,12.63,30.99,54.53,21.1,84.96,130.94,86.68,53.31,37.17
2016-02-22,12.46,30.3,53.64,20.55,84.98,131.47,82.36,51.37,40.94
2016-02-23,12.62,30.25,53.45,20.39,84.99,131.21,84.81,52.05,40.42
2016-02-24,12.61,30.35,54.09,20.36,85.03,131.68,87.15,53.88,37.63
2016-02-25,12.59,30.06,53.95,20.01,84.93,130.41,86.95,53.56,38.65
2016-02-26,12.75,30.31,53.6,20.49,84.93,130.98,84.65,52.24,39.69
2016-02-29,12.76,31.41,55.0,21.57,84.8,128.43,92.75,55.97,32.96
2016-03-01,12.83,31.82,55.41,22.11,84.78,128.96,92.85,56.74,31.69
2016-03-02,12.9,32.18,55.95,23.74,84.8,129.43,92.33,57.32,29.57
2016-03-03,13.15,32.82,56.35,24.99,84.77,128.6,92.49,57.93,30.26
2016-03-04,13.39,32.74,56.29,24.81,84.7,128.56,90.77,58.05,30.41
2016-03-07,13.21,32.21,55.74,24.95,84.76,129.98,88.37,56.12,32.63
2016-03-08,13.41,32.41,55.95,25.2,84.75,129.19,90.06,56.99,31.8
2016-03-09,13.39,32.46,55.86,25.97,84.72,128.66,89.72,57.09,30.66
2016-03-10,13.44,33.14,57.32,26.16,84.64,127.36,94.37,59.88,27.58
2016-03-11,13.32,32.94,57.2,25.4,84.65,127.76,94.92,59.66,26.7
2016-03-14,13.21,32.47,56.66,23.78,84.65,127.88,94.86,59.39,27.41
2016-03-15,13.44,33.12,57.16,24.3,84.8,128.26,97.28,60.46,25.46
2016-03-16,13.59,33.86,57.58,26.45,84.81,128.79,97.0,61.58,23.91
2016-03-17,13.58,34.03,57.5,26.8,84.86,129.06,97.56,62.3,23.5
2016-03-18,13.62,34.1,57.41,26.91,84.82,128.07,98.72,62.53,22.18
2016-03-21,13.72,34.02,57.31,26.93,84.79,128.04,99.6,62.47,21.54
2016-03-22,13.43,33.44,56.73,25.67,84.85,129.49,97.23,61.24,23.56
2016-03-23,13.35,33.36,56.35,25.68,84.82,129.54,97.2,61.1,23.3
2016-03-24,13.39,33.47,56.69,26.68,84.83,129.71,96.85,61.24,22.72
2016-03-28,13.36,33.93,57.29,26.74,84.98,131.07,101.48,62.87,20.1
2016-03-29,13.31,34.28,57.7,26.86,85.0,129.69,103.0,63.73,19.08
2016-03-30,13.29,34.25,57.13,26.3,85.04,130.61,102.4,63.3,19.33
2016-03-31,13.06,34.16,56.56,26.89,84.93,130.68,105.81,64.48,18.18
2016-04-01,12.88,33.72,56.47,25.55,84.96,130.76,104.5,63.89,19.15
2016-04-04,12.85,33.05,55.33,25.39,85.01,132.19,101.69,62.02,21.35
2016-04-05,12.99,33.49,56.22,25.17,84.99,131.23,106.56,63.95,18.64
