Date,BIL,SQQQ,TQQQ,UPRO
2012-07-06,45.81,47.17,49.57,74.81
2012-07-09,45.81,48.48,48.05,72.83
2012-07-10,45.81,49.3,47.39,72.8
2012-07-11,45.81,50.75,46.02,71.86
2012-07-12,45.82,48.45,48.02,75.4
2012-07-13,45.81,48.85,47.66,74.77
2012-07-16,45.82,48.07,48.38,76.38
2012-07-17,45.81,46.08,50.36,78.12
2012-07-18,45.82,44.58,52.0,78.65
2012-07-19,45.81,46.26,50.05,76.58
2012-07-20,45.81,48.0,48.15,74.18
2012-07-23,45.82,49.12,47.05,72.36
2012-07-24,45.83,50.12,46.0,72.3
2012-07-25,45.82,48.24,47.55,75.85
2012-07-26,45.83,44.63,51.42,80.17
2012-07-27,45.83,44.86,51.11,80.01
2012-07-30,45.81,44.9,51.14,78.83
2012-07-31,45.82,45.15,50.64,78.21
2012-08-01,45.82,45.68,50.13,76.57
2012-08-02,45.82,43.08,52.96,81.11
2012-08-03,45.83,42.11,54.15,81.51
2012-08-06,45.82,41.07,55.49,82.74
2012-08-07,45.81,41.12,55.4,83.1
2012-08-08,45.81,40.78,55.87,83.35
2012-08-09,45.81,40.62,56.06,83.76
2012-08-10,45.81,40.34,56.4,83.51
2012-08-13,45.81,40.3,56.52,83.65
2012-08-14,45.81,40.0,56.92,83.87
2012-08-15,45.81,38.56,58.96,85.71
2012-08-16,45.81,38.04,59.77,86.14
2012-08-17,45.81,37.86,60.0,86.14
2012-08-20,45.81,38.38,59.31,85.34
2012-08-21,45.81,37.88,59.95,85.34
2012-08-22,45.81,38.72,58.62,83.35
2012-08-23,45.81,38.08,59.66,84.88
2012-08-24,45.81,37.88,59.95,84.88
2012-08-27,45.82,37.85,59.94,84.62
2012-08-28,45.81,37.85,59.96,84.79
2012-08-29,45.82,39.0,58.13,82.96
2012-08-30,45.81,38.3,59.37,84.06
2012-08-31,45.81,38.28,59.12,83.66
2012-09-04,45.82,38.44,58.85,83.69
2012-09-05,45.82,35.9,62.74,88.72
2012-09-06,45.81,36.02,62.47,89.9
2012-09-07,45.81,37.36,60.15,88.34
2012-09-10,45.81,37.54,59.91,89.02
2012-09-11,45.81,37.19,60.43,89.87
2012-09-12,45.81,35.72,62.74,94.19
2012-09-13,45.81,34.75,64.45,95.35
2012-09-14,45.81,34.72,64.57,94.5
2012-09-17,45.81,34.62,64.69,94.16
2012-09-18,45.81,34.41,65.12,94.31
2012-09-19,45.81,34.51,64.97,94.3
2012-09-20,45.82,34.5,64.97,94.1
2012-09-21,45.81,35.16,63.83,93.69
2012-09-24,45.81,36.53,61.21,91.01
2012-09-25,45.82,37.45,59.6,89.19
2012-09-26,45.82,35.91,62.13,91.81
2012-09-27,45.81,36.78,60.8,90.38
2012-09-28,45.81,36.91,60.38,90.98
2012-10-01,45.82,36.61,60.77,91.38
2012-10-02,45.81,35.95,61.99,92.49
2012-10-03,45.82,35.55,62.64,94.72
2012-10-04,45.81,36.11,61.56,94.46
2012-10-05,45.81,37.08,59.93,93.45
2012-10-08,45.81,38.88,56.85,90.76
2012-10-09,45.82,39.45,56.16,89.14
2012-10-10,45.82,39.88,55.66,89.23
2012-10-11,45.81,39.87,55.65,88.14
2012-10-12,45.82,39.0,56.76,90.53
2012-10-15,45.81,37.27,59.23,93.22
2012-10-16,45.82,37.41,59.05,94.45
2012-10-17,45.81,38.66,57.1,93.77
2012-10-18,45.81,41.48,52.91,88.96
2012-10-19,45.82,40.84,53.74,89.06
2012-10-22,45.82,42.02,52.29,85.28
2012-10-23,45.82,42.5,51.63,84.68
2012-10-24,45.82,42.39,51.63,85.39
2012-10-25,45.81,42.0,52.17,85.22
2012-10-26,45.82,42.79,51.16,85.02
2012-10-31,45.81,40.96,53.33,87.9
2012-11-01,45.82,42.35,51.38,85.41
2012-11-02,45.81,41.43,52.64,86.04
2012-11-05,45.82,41.17,52.96,87.94
2012-11-06,45.82,44.07,49.16,82.05
2012-11-07,45.82,46.19,46.86,79.01
2012-11-08,45.82,45.6,47.37,79.15
2012-11-09,45.82,45.59,47.44,79.45
2012-11-12,45.82,46.55,46.41,78.62
2012-11-13,45.82,48.2,44.75,75.51
2012-11-14,45.82,48.72,44.35,75.12
2012-11-15,45.82,48.17,44.85,76.15
2012-11-16,45.82,44.6,48.08,80.66
2012-11-19,45.82,44.59,48.09,81.03
2012-11-20,45.81,44.28,48.43,81.46
2012-11-21,45.81,42.27,50.65,84.6
2012-11-23,45.82,41.67,51.3,84.16
2012-11-26,45.82,42.14,50.72,82.98
2012-11-27,45.81,41.1,52.08,84.82
2012-11-28,45.81,40.34,52.98,86.12
2012-11-29,45.81,40.47,52.79,85.85
2012-11-30,45.81,40.7,52.53,84.73
2012-12-03,45.81,40.92,52.19,84.31
2012-12-04,45.81,42.16,50.58,84.79
2012-12-05,45.81,41.4,51.51,85.65
2012-12-06,45.81,42.09,50.62,86.45
2012-12-07,45.81,41.69,51.08,86.7
2012-12-10,45.81,40.08,53.05,88.38
2012-12-11,45.81,40.38,52.69,88.58
2012-12-12,45.81,41.27,51.5,87.04
2012-12-13,45.82,42.44,50.04,85.86
2012-12-14,45.81,40.74,51.99,88.89
2012-12-17,45.82,38.88,54.4,92.0
2012-12-18,45.81,39.43,53.62,90.07
2012-12-19,45.81,39.4,53.66,91.43
2012-12-20,45.81,40.63,51.99,89.04
2012-12-21,45.81,40.95,51.55,87.86
2012-12-24,45.81,41.91,50.33,86.87
2012-12-26,45.82,42.12,50.05,86.66
2012-12-27,45.82,43.34,48.6,83.67
2012-12-28,45.81,40.55,51.77,87.86
2012-12-31,45.81,36.69,56.6,94.81
2013-01-02,45.815,37.24,55.78,94.04
2013-01-03,45.82,37.61,55.21,95.45
2013-01-04,45.8,37.54,55.29,94.75
2013-01-07,45.8,37.75,54.97,93.71
2013-01-08,45.8,37.41,55.53,94.6
2013-01-09,45.8,36.73,56.51,96.6
2013-01-10,45.8,36.58,56.72,96.81
2013-01-11,45.8,37.05,55.99,96.38
2013-01-14,45.8,37.59,55.16,96.6
2013-01-15,45.8,37.14,55.78,96.59
2013-01-16,45.81,36.59,56.64,98.36
2013-01-17,45.8,36.86,56.32,99.22
2013-01-18,45.8,36.64,56.55,100.62
2013-01-22,45.8,36.02,57.47,101.08
2013-01-23,45.81,37.47,55.18,101.24
2013-01-24,45.8,36.92,56.0,102.96
2013-01-25,45.8,36.72,56.4,102.58
2013-01-28,45.8,36.64,56.4,103.78
2013-01-29,45.8,36.8,56.09,102.67
2013-01-30,45.81,37.1,55.73,101.83
2013-01-31,45.8,35.81,57.56,104.99
2013-02-01,45.8,37.67,54.63,101.44
2013-02-04,45.81,36.03,57.03,104.49
2013-02-05,45.81,36.36,56.5,104.7
2013-02-06,45.81,36.28,56.64,104.39
2013-02-07,45.81,35.14,58.36,106.05
2013-02-08,45.81,35.15,58.34,105.9
2013-02-11,45.81,35.55,57.66,106.42
2013-02-12,45.8,35.15,58.31,106.79
2013-02-13,45.81,35.21,58.21,107.08
2013-02-14,45.8,35.51,57.71,106.78
2013-02-15,45.8,34.72,58.97,109.02
2013-02-19,45.81,36.27,56.28,104.87
2013-02-20,45.8,37.51,54.45,103.04
2013-02-21,45.81,36.39,56.05,106.05
2013-02-22,45.8,37.74,53.96,100.06
2013-02-25,45.8,37.3,54.59,102.1
2013-02-26,45.81,36.13,56.27,105.84
2013-02-27,45.81,36.32,56.06,105.06
2013-02-28,45.81,35.83,56.64,106.35
2013-03-01,45.8,35.36,57.37,107.99
2013-03-04,45.81,33.84,59.89,110.85
2013-03-05,45.8,34.09,59.51,111.42
2013-03-06,45.81,33.82,60.03,112.04
2013-03-07,45.81,33.69,60.1,113.45
2013-03-08,45.81,33.41,60.72,114.65
2013-03-11,45.8,33.82,60.08,113.84
2013-03-12,45.81,33.91,59.79,114.29
2013-03-13,45.81,33.57,60.4,116.16
2013-03-14,45.81,33.84,59.83,115.62
2013-03-15,45.8,34.09,59.42,113.68
2013-03-18,45.8,34.2,59.18,112.97
2013-03-19,45.8,33.57,60.31,115.29
2013-03-20,45.8,34.67,58.38,112.36
2013-03-21,45.81,33.69,59.99,114.96
2013-03-22,45.8,34.03,59.38,113.82
2013-03-25,45.81,33.48,60.29,116.45
2013-03-26,45.8,33.31,60.61,116.3
2013-03-27,45.81,33.1,60.96,117.13
2013-03-28,45.81,33.76,59.78,116.07
2013-04-01,45.81,32.96,61.13,117.64
2013-04-02,45.8,33.78,59.51,113.99
2013-04-03,45.8,33.79,59.54,115.53
2013-04-04,45.81,34.67,58.08,113.88
2013-04-05,45.81,34.12,58.97,116.0
2013-04-08,45.81,33.43,60.13,117.51
2013-04-09,45.81,31.48,63.65,121.9
2013-04-10,45.8,31.54,63.54,123.06
2013-04-11,45.81,31.54,63.47,122.05
2013-04-12,45.81,33.46,59.61,113.5
2013-04-15,45.81,32.06,62.1,118.48
2013-04-16,45.81,33.97,58.43,113.35
2013-04-17,45.8,35.41,55.94,111.26
2013-04-18,45.81,33.95,58.26,114.12
2013-04-19,45.81,32.9,60.15,115.79
2013-04-22,45.81,31.96,61.82,119.27
2013-04-23,45.81,31.99,61.67,119.5
2013-04-24,45.8,31.47,62.67,120.99
2013-04-25,45.8,31.76,62.14,120.29
2013-04-26,45.8,30.89,63.79,122.65
2013-04-29,45.8,30.21,64.98,123.48
2013-04-30,45.8,30.67,64.36,120.17
2013-05-01,45.81,29.49,66.69,123.49
2013-05-02,45.8,28.45,69.02,127.33
2013-05-03,45.8,28.11,69.91,128.37
2013-05-06,45.8,28.18,69.74,130.31
2013-05-07,45.81,27.72,70.83,132.07
2013-05-08,45.81,27.81,70.58,131.03
2013-05-09,45.8,27.32,71.78,132.27
2013-05-10,45.81,27.22,72.06,132.51
2013-05-13,45.8,26.81,73.12,136.74
2013-05-14,45.8,26.66,73.66,138.77
2013-05-15,45.8,26.75,73.39,136.8
2013-05-16,45.8,25.95,75.46,140.89
2013-05-17,45.8,26.12,75.12,140.85
2013-05-20,45.81,26.0,75.38,141.41
2013-05-21,45.81,26.65,73.56,138.1
2013-05-22,45.81,26.85,72.76,137.04
2013-05-23,45.81,26.91,72.72,136.55
2013-05-24,45.8,26.35,74.22,139.09
2013-05-28,45.81,26.75,73.1,137.27
2013-05-29,45.8,26.32,74.23,137.82
2013-05-30,45.81,27.12,72.17,131.83
2013-05-31,45.81,26.87,72.59,133.98
2013-06-03,45.81,27.31,71.5,132.21
2013-06-04,45.81,28.35,68.76,126.3
2013-06-05,45.8,27.97,69.6,129.89
2013-06-06,45.81,26.81,72.51,134.89
2013-06-07,45.8,26.8,72.54,67.45
2013-06-10,45.81,27.58,70.44,65.44
2013-06-11,45.8,28.52,68.0,63.73
2013-06-12,45.81,27.45,70.44,66.68
2013-06-13,45.8,27.96,69.2,65.43
2013-06-14,45.81,27.2,71.12,66.94
2013-06-17,45.8,26.53,72.8,68.47
2013-06-18,45.8,27.4,70.51,65.71
2013-06-19,45.8,29.4,65.45,60.76
2013-06-20,45.81,29.75,64.39,61.26
2013-06-21,45.81,30.65,62.4,58.96
2013-06-24,45.81,30.05,63.73,60.76
2013-06-25,45.81,29.23,65.47,62.42
2013-06-26,45.8,28.81,66.2,63.61
2013-06-27,45.8,28.78,66.38,62.46
2013-06-28,45.81,28.19,67.81,63.88
2013-07-01,45.8,28.2,67.83,63.63
2013-07-02,45.81,27.81,68.75,63.88
2013-07-03,45.81,27.18,70.27,65.82
2013-07-05,45.79,27.09,70.5,66.93
2013-07-08,45.79,26.6,71.82,68.28
2013-07-09,45.79,26.13,73.0,68.42
2013-07-10,45.79,24.51,77.55,71.31
2013-07-11,45.79,24.24,78.36,71.33
2013-07-12,45.79,24.08,78.97,72.26
2013-07-15,45.8,24.17,78.66,71.38
2013-07-16,45.79,24.01,79.22,71.87
2013-07-17,45.8,24.16,78.64,73.04
2013-07-18,45.8,24.9,76.25,73.52
2013-07-19,45.8,24.69,76.8,73.9
2013-07-22,45.8,25.24,75.09,73.46
2013-07-23,45.81,25.01,75.78,72.65
2013-07-24,45.79,24.51,77.17,73.1
2013-07-25,45.8,24.13,78.45,73.34
2013-07-26,45.8,24.27,78.09,72.63
2013-07-29,45.79,23.88,79.25,72.7
2013-07-30,45.8,23.77,79.75,72.67
2013-07-31,45.79,23.02,82.12,75.29
2013-08-01,45.8,22.62,83.55,75.68
2013-08-02,45.8,22.59,83.73,75.45
2013-08-05,45.8,23.0,82.24,74.16
2013-08-06,45.79,23.06,81.74,73.38
2013-08-07,45.79,22.74,82.86,74.16
2013-08-08,45.8,23.03,81.97,73.52
2013-08-09,45.8,22.9,82.5,73.21
2013-08-12,45.8,22.49,83.85,73.97
2013-08-13,45.8,22.75,82.92,72.78
2013-08-14,45.8,23.91,78.76,69.61
2013-08-15,45.79,23.94,78.48,69.07
2013-08-16,45.79,24.05,78.17,67.73
2013-08-19,45.8,23.72,79.24,68.68
2013-08-20,45.8,23.97,78.45,67.38
2013-08-21,45.79,23.29,80.69,69.15
2013-08-22,45.79,22.82,82.39,69.98
2013-08-23,45.79,22.79,82.46,69.23
2013-08-26,45.79,24.17,77.27,65.73
2013-08-27,45.79,23.87,78.27,66.47
2013-08-28,45.79,23.39,79.89,66.8
2013-08-29,45.8,23.81,78.4,66.01
2013-08-30,45.8,23.43,79.69,67.02
2013-09-03,45.8,22.64,82.29,68.71
2013-09-04,45.8,22.56,82.65,68.91
2013-09-05,45.8,22.43,82.95,68.99
2013-09-06,45.78,21.65,85.87,71.06
2013-09-09,45.79,21.35,87.17,72.62
2013-09-10,45.79,21.49,86.73,73.28
2013-09-11,45.79,21.55,86.39,72.79
2013-09-12,45.8,21.48,86.63,73.17
2013-09-13,45.79,21.66,85.89,74.51
2013-09-16,45.79,21.21,87.6,75.4
2013-09-17,45.8,20.45,90.83,78.08
2013-09-18,45.8,20.31,91.39,77.79
2013-09-19,45.79,20.51,90.39,75.99
2013-09-20,45.79,20.63,89.88,75.04
2013-09-23,45.79,20.63,89.9,74.5
2013-09-24,45.79,20.82,89.05,73.78
2013-09-25,45.79,20.34,91.09,74.61
2013-09-26,45.79,20.4,90.66,73.71
2013-09-27,45.79,20.54,90.09,72.34
2013-09-30,45.8,19.96,92.77,74.14
2013-10-01,45.8,19.97,92.62,73.84
2013-10-02,45.8,20.67,89.33,71.9
2013-10-03,45.8,20.14,91.7,73.44
2013-10-04,45.8,20.63,89.49,71.61
2013-10-07,45.8,21.79,84.37,69.04
2013-10-08,45.79,22.04,83.44,69.16
2013-10-09,45.78,20.66,88.74,73.69
2013-10-10,45.77,20.15,90.74,75.07
2013-10-11,45.77,19.71,92.65,76.05
2013-10-14,45.77,19.94,91.63,74.25
2013-10-15,45.79,19.25,94.76,77.35
2013-10-16,45.78,18.95,96.29,79.0
2013-10-17,45.79,18.03,101.07,80.4
2013-10-18,45.79,17.92,101.63,80.6
2013-10-21,45.78,17.86,101.98,81.92
2013-10-22,45.79,18.13,100.34,80.81
2013-10-23,45.78,17.9,101.59,81.58
2013-10-24,45.79,17.54,103.59,82.61
2013-10-25,45.78,17.51,103.83,82.99
2013-10-28,45.78,17.43,104.37,84.49
2013-10-29,45.78,17.49,104.0,83.13
2013-10-30,45.78,17.57,103.34,82.25
2013-10-31,45.78,17.58,103.28,82.93
2013-11-01,45.78,17.51,103.78,83.85
2013-11-04,45.78,17.41,104.22,83.05
2013-11-05,45.79,17.45,104.04,84.23
2013-11-06,45.78,18.43,98.27,81.14
2013-11-07,45.79,17.69,102.15,84.29
2013-11-08,45.79,17.76,101.73,84.3
2013-11-11,45.79,17.68,102.16,83.9
2013-11-12,45.79,17.0,105.82,85.8
2013-11-13,45.78,16.93,106.64,87.18
2013-11-14,45.79,16.78,107.38,88.32
2013-11-15,45.78,17.26,104.43,87.51
2013-11-18,45.78,17.41,103.38,86.85
2013-11-19,45.78,17.54,102.66,86.08
2013-11-20,45.79,17.01,105.8,88.05
2013-11-21,45.78,16.73,107.47,89.3
2013-11-22,45.78,16.62,108.18,89.26
2013-11-25,45.78,16.36,109.86,89.12
2013-11-26,45.79,16.0,112.17,89.76
2013-11-27,45.77,15.75,114.01,89.55
2013-11-29,45.78,15.87,113.3,88.92
2013-12-02,45.79,15.87,112.97,87.91
2013-12-03,45.79,15.84,113.26,87.62
2013-12-04,45.79,15.9,112.89,86.63
2013-12-05,45.78,15.57,115.24,89.39
2013-12-06,45.79,15.39,116.62,90.06
2013-12-09,45.79,15.41,116.41,89.21
2013-12-10,45.79,16.0,112.06,86.08
2013-12-11,45.78,16.1,111.15,85.34
2013-12-12,45.79,16.18,110.62,85.13
2013-12-13,45.78,15.9,112.52,86.75
2013-12-16,45.78,15.98,111.81,85.89
2013-12-17,45.79,15.43,115.67,90.35
2013-12-18,45.79,15.57,114.63,90.14
2013-12-19,45.78,15.12,118.08,91.64
2013-12-20,45.78,14.63,121.9,93.03
2013-12-23,45.78,14.59,122.07,93.73
2013-12-24,45.78,14.47,123.32,95.14
2013-12-26,45.79,14.57,122.36,95.08
2013-12-27,45.78,14.62,121.72,94.99
2013-12-30,45.77,14.35,124.11,96.33
2013-12-31,45.77,14.69,121.21,93.56
2014-01-02,45.78,14.99,118.57,93.4
2014-01-03,45.77,15.16,117.31,92.78
2014-01-06,45.78,14.75,120.35,94.39
2014-01-07,45.78,14.63,121.25,94.49
2014-01-08,45.77,14.8,119.97,94.56
2014-01-09,45.78,14.64,121.2,95.37
2014-01-10,45.78,15.29,115.81,91.66
2014-01-13,45.78,14.42,121.99,94.52
2014-01-14,45.78,14.07,125.3,96.09
2014-01-15,45.78,14.04,125.59,95.69
2014-01-16,45.78,14.29,123.33,94.45
2014-01-17,45.78,13.98,126.09,95.28
2014-01-21,45.78,13.85,127.19,95.49
2014-01-22,45.78,14.0,125.83,93.2
2014-01-23,45.78,59.4,59.14,87.1
2014-01-24,45.78,61.01,57.42,85.85
2014-01-27,45.78,61.15,57.4,87.39
2014-01-28,45.78,63.13,55.59,84.75
2014-01-29,45.78,59.7,58.52,87.62
2014-01-30,45.77,60.1,58.11,85.99
2014-01-31,45.77,64.24,54.26,80.17
2014-02-03,45.78,62.64,55.31,81.79
2014-02-04,45.77,63.32,54.81,81.51
2014-02-05,45.78,60.84,56.91,84.66
2014-02-06,45.78,57.59,59.93,88.0
2014-02-07,45.77,56.59,61.07,88.4
2014-02-10,45.77,54.67,63.12,91.25
2014-02-11,45.77,54.35,63.42,91.5
2014-02-12,45.78,53.1,65.05,92.89
2014-02-13,45.78,52.82,65.24,94.3
2014-02-14,45.77,52.03,66.26,94.72
2014-02-18,45.78,53.11,64.81,92.77
2014-02-19,45.78,52.34,65.75,94.31
2014-02-20,45.77,52.64,65.41,94.1
2014-02-21,45.78,51.64,66.58,95.58
2014-02-24,45.77,51.89,66.32,95.52
2014-02-25,45.77,52.02,66.1,95.53
2014-02-26,45.77,51.01,67.4,97.11
2014-02-27,45.78,51.16,67.06,97.73
2014-02-28,45.78,52.37,65.64,95.7
2014-03-03,45.77,50.2,68.23,99.76
2014-03-04,45.78,49.85,68.79,99.83
2014-03-05,45.78,50.04,68.53,100.75
2014-03-06,45.78,50.74,67.55,100.74
2014-03-07,45.77,50.61,67.69,100.66
2014-03-10,45.77,51.25,66.85,99.16
2014-03-11,45.77,50.64,67.6,99.23
2014-03-12,45.77,52.81,64.73,95.93
2014-03-13,45.77,53.92,63.4,95.05
2014-03-14,45.77,52.45,65.09,97.55
2014-03-17,45.77,50.54,67.43,99.72
2014-03-18,45.77,51.38,66.32,98.23
2014-03-19,45.77,50.95,66.84,99.78
2014-03-20,45.77,52.81,64.39,98.67
2014-03-21,45.78,54.13,62.77,97.39
2014-03-24,45.78,53.64,63.35,98.83
2014-03-25,45.77,55.72,60.94,96.62
2014-03-26,45.78,56.67,59.86,96.05
2014-03-27,45.77,56.28,60.25,97.45
2014-03-28,45.77,55.11,61.45,99.88
2014-03-31,45.77,52.21,64.78,101.83
2014-04-01,45.77,51.78,65.29,102.88
2014-04-02,45.78,53.01,63.75,102.38
2014-04-03,45.78,57.34,58.69,98.82
2014-04-04,45.77,58.89,56.93,95.43
2014-04-07,45.77,57.26,58.52,96.7
2014-04-08,45.77,54.31,61.52,99.81
2014-04-09,45.77,59.31,55.84,93.48
2014-04-10,45.77,61.45,53.89,90.94
2014-04-11,45.77,59.96,55.1,93.06
2014-04-14,45.77,59.37,55.65,94.98
2014-04-15,45.77,57.07,57.81,97.97
2014-04-16,45.78,56.96,57.84,98.35
2014-04-17,45.76,55.73,59.15,99.47
2014-04-21,45.76,54.35,60.6,100.71
2014-04-22,45.76,55.8,58.95,100.09
2014-04-23,45.76,54.2,60.69,100.69
2014-04-24,45.77,56.78,57.76,98.17
2014-04-25,45.77,56.19,58.38,99.09
2014-04-28,45.77,54.9,59.67,100.48
2014-04-29,45.77,54.42,60.2,101.48
2014-04-30,45.76,53.97,60.75,101.43
2014-05-01,45.76,54.24,60.44,101.02
2014-05-02,45.77,53.43,61.3,101.55
2014-05-05,45.76,55.45,58.93,98.9
2014-05-06,45.76,55.96,58.4,100.65
2014-05-07,45.76,56.15,58.2,100.31
2014-05-08,45.76,55.48,58.91,100.79
2014-05-09,45.76,52.79,61.75,103.63
2014-05-12,45.77,52.65,61.88,103.93
2014-05-13,45.77,53.46,60.96,102.44
2014-05-14,45.77,54.68,59.55,99.64
2014-05-15,45.77,53.65,60.66,100.79
2014-05-16,45.77,52.5,61.96,101.89
2014-05-19,45.76,53.08,61.27,99.91
2014-05-20,45.76,51.59,63.01,102.4
2014-05-21,45.77,50.9,63.79,103.22
2014-05-22,45.77,49.75,65.24,104.43
2014-05-23,45.76,47.83,67.67,106.4
2014-05-27,45.77,48.32,67.03,106.1
2014-05-28,45.76,47.42,68.39,107.75
2014-05-29,45.77,47.39,68.35,108.2
2014-05-30,45.76,47.51,68.16,108.68
2014-06-02,45.76,47.57,68.06,108.51
2014-06-03,45.76,47.04,68.79,109.04
2014-06-04,45.76,45.86,70.57,111.3
2014-06-05,45.76,45.07,71.78,112.88
2014-06-06,45.77,45.19,71.58,113.19
2014-06-09,45.77,44.94,71.99,113.27
2014-06-10,45.76,44.98,71.88,112.13
2014-06-11,45.76,46.15,70.0,109.68
2014-06-12,45.76,45.78,70.48,110.68
2014-06-13,45.77,45.65,70.74,110.87
2014-06-16,45.76,45.56,70.84,111.76
2014-06-17,45.77,44.77,71.96,114.31
2014-06-18,45.77,44.87,71.85,114.69
2014-06-19,45.77,44.75,72.11,115.39
2014-06-20,45.77,44.68,72.19,115.25
2014-06-23,45.77,44.83,71.99,113.16
2014-06-24,45.76,43.95,73.3,114.57
2014-06-25,45.76,43.9,73.5,114.4
2014-06-26,45.77,43.3,74.23,115.04
2014-06-27,45.76,43.11,74.75,114.86
2014-06-30,45.77,41.64,77.29,117.1
2014-07-01,45.77,41.47,77.59,117.41
2014-07-02,45.76,40.73,78.52,119.29
2014-07-03,45.77,41.04,78.48,118.0
2014-07-07,45.77,42.49,75.59,115.75
2014-07-08,45.76,41.57,77.3,117.2
2014-07-09,45.76,41.96,76.57,115.79
2014-07-10,45.76,41.18,77.9,116.34
2014-07-11,45.76,40.4,79.39,117.97
2014-07-14,45.75,40.82,78.56,117.36
2014-07-15,45.76,40.33,79.45,118.64
2014-07-16,45.76,41.93,76.28,114.57
2014-07-17,45.75,39.96,79.89,118.06
2014-07-18,45.76,40.1,79.6,117.34
2014-07-21,45.75,39.28,81.18,118.92
2014-07-22,45.76,38.56,82.7,119.72
2014-07-23,45.76,38.67,82.45,119.75
2014-07-24,45.76,39.15,81.4,118.11
2014-07-25,45.76,39.09,81.5,118.18
2014-07-28,45.76,39.29,81.09,116.68
2014-07-29,45.76,38.82,82.06,116.68
2014-07-30,45.75,41.18,77.06,109.76
2014-07-31,45.76,41.64,76.17,108.7
2014-08-01,45.76,40.78,77.73,111.04
2014-08-04,45.75,41.7,75.91,107.75
2014-08-05,45.75,41.79,75.78,107.86
2014-08-06,45.75,42.21,75.05,106.09
2014-08-07,45.75,41.3,76.61,109.79
2014-08-08,45.75,40.52,78.04,110.84
2014-08-11,45.75,40.6,77.86,110.31
2014-08-12,45.76,39.3,80.39,112.7
2014-08-13,45.75,38.69,81.63,114.12
2014-08-14,45.76,38.14,82.74,114.07
2014-08-15,45.75,37.25,84.74,116.88
2014-08-18,45.76,36.58,86.2,118.72
2014-08-19,45.76,36.59,86.2,119.72
2014-08-20,45.76,36.42,86.69,120.78
2014-08-21,45.76,36.24,87.03,120.14
2014-08-22,45.76,35.85,88.0,121.95
2014-08-25,45.76,35.7,88.3,122.28
2014-08-26,45.75,35.72,88.31,122.15
2014-08-27,45.76,35.84,87.95,121.89
2014-08-28,45.76,35.41,88.98,122.88
2014-08-29,45.75,35.11,89.72,122.63
2014-09-02,45.76,35.71,88.18,122.56
2014-09-03,45.75,35.82,87.9,121.87
2014-09-04,45.76,35.26,89.26,123.6
2014-09-05,45.75,35.06,89.71,122.65
2014-09-08,45.75,35.93,87.53,120.34
2014-09-09,45.76,35.05,89.56,121.7
2014-09-10,45.75,35.12,89.49,122.04
2014-09-11,45.75,35.66,88.08,119.9
2014-09-12,45.75,36.71,85.43,119.61
2014-09-15,45.75,35.76,87.74,122.33
2014-09-16,45.75,35.58,88.17,122.78
2014-09-17,45.76,34.79,90.07,124.7
2014-09-18,45.76,34.86,89.87,124.5
2014-09-19,45.76,35.8,87.43,121.46
2014-09-22,45.76,36.09,86.67,119.4
2014-09-23,45.76,34.99,89.48,122.16
2014-09-24,45.76,37.13,83.8,116.23
2014-09-25,45.76,35.92,86.48,119.07
2014-09-26,45.75,36.06,86.19,118.33
2014-09-29,45.76,35.91,86.51,117.36
2014-09-30,45.76,37.65,82.37,112.64
2014-10-01,45.76,37.68,82.33,112.57
2014-10-02,45.74,36.55,84.81,116.3
2014-10-03,45.74,36.75,84.23,115.87
2014-10-06,45.75,38.32,80.67,110.58
2014-10-07,45.75,36.1,85.33,116.33
2014-10-08,45.75,37.83,81.08,109.33
2014-10-09,45.75,40.66,75.01,105.61
2014-10-10,45.75,42.52,71.5,100.4
2014-10-13,45.74,42.56,71.63,100.92
2014-10-14,45.74,43.38,70.1,98.46
2014-10-15,45.75,44.19,69.01,98.4
2014-10-16,45.75,42.47,71.71,102.1
2014-10-17,45.75,40.56,74.8,104.99
2014-10-20,45.74,37.35,80.65,111.19
2014-10-21,45.74,37.95,79.4,108.87
2014-10-22,45.74,36.16,83.03,112.69
2014-10-23,45.74,35.33,84.94,115.07
2014-10-24,45.74,35.22,85.26,114.67
2014-10-27,45.74,33.66,89.07,118.49
2014-10-28,45.75,34.02,88.0,118.18
2014-10-29,45.74,33.77,88.55,120.47
2014-10-30,45.75,32.4,92.2,124.44
2014-10-31,45.74,32.09,93.15,124.64
2014-11-03,45.75,32.42,92.16,123.44
2014-11-04,45.74,32.39,92.15,125.68
2014-11-05,45.75,32.11,92.94,127.26
2014-11-06,45.74,32.2,92.71,127.6
2014-11-07,45.75,31.85,93.66,128.67
2014-11-10,45.75,31.54,94.55,129.05
2014-11-11,45.75,31.38,95.07,128.68
2014-11-12,45.74,30.99,96.29,129.06
2014-11-13,45.74,30.69,97.18,129.2
2014-11-14,45.75,30.98,96.27,129.45
2014-11-17,45.74,30.27,98.43,131.66
2014-11-18,45.74,30.66,97.18,130.99
2014-11-19,45.74,30.26,98.47,131.67
2014-11-20,45.74,30.07,99.18,133.89
2014-11-21,45.75,29.34,101.42,134.93
2014-11-24,45.75,29.23,101.75,134.81
2014-11-25,45.74,28.65,103.83,135.71
2014-11-26,45.75,28.24,105.38,134.82
2014-11-28,45.74,29.22,101.49,132.07
2014-12-01,45.74,28.86,102.58,134.42
2014-12-02,45.74,28.7,103.51,136.14
2014-12-03,45.74,28.77,103.2,135.61
