Date,BSV,QLD,QQQ,TECL,TMF,TQQQ,UPRO,UVXY,VIXM,VIXY
2012-06-29,81.09,53.42,64.25,48.66,79.11,50.17,76.82,9.45,54.86,31.7
2012-07-02,81.03,53.64,64.39,49.01,80.17,50.47,76.8,8.4,53.66,30.0
2012-07-03,81.09,54.34,64.83,49.8,79.08,51.56,77.53,8.26,53.55,29.82
2012-07-05,81.13,54.1,64.63,49.2,81.49,51.14,75.02,9.22,54.15,31.5
2012-07-06,81.15,53.09,64.05,47.75,82.93,49.71,74.88,8.45,52.45,30.08
2012-07-09,81.15,53.53,64.35,48.42,83.82,50.39,75.99,8.15,51.98,29.55
2012-07-10,81.22,51.84,63.29,45.94,85.38,47.97,72.94,8.82,52.59,30.82
2012-07-11,81.19,50.56,62.52,44.34,86.21,46.26,71.58,8.7,53.12,30.57
2012-07-12,81.19,50.69,62.6,44.49,86.55,46.35,72.36,8.19,51.47,29.61
2012-07-13,81.28,51.69,63.24,45.74,88.64,47.74,74.83,7.45,50.89,28.32
2012-07-16,81.28,52.29,63.6,46.64,86.61,48.53,75.78,7.05,51.03,27.62
2012-07-17,81.31,51.97,63.41,46.18,86.61,48.09,75.87,6.83,50.48,27.24
2012-07-18,81.32,54.31,64.84,49.61,84.9,51.44,78.6,6.8,50.24,27.16
2012-07-19,81.32,54.71,65.08,49.67,87.25,51.99,77.36,6.97,50.75,27.53
2012-07-20,81.35,51.24,62.99,45.58,90.64,47.06,73.1,8.43,53.33,30.37
2012-07-23,81.35,52.22,63.57,47.0,88.75,48.46,74.37,8.22,52.66,29.92
2012-07-24,81.41,50.46,62.47,44.49,91.28,45.99,72.78,8.79,52.96,31.0
2012-07-25,81.39,52.01,63.44,46.74,91.12,48.07,75.48,7.59,51.47,28.89
2012-07-26,81.35,52.57,63.83,47.69,87.66,48.92,77.1,6.71,50.41,27.16
2012-07-27,81.34,54.58,65.03,50.02,84.63,51.69,79.86,6.81,50.72,27.43
2012-07-30,81.43,54.36,64.92,50.26,87.5,51.42,79.73,7.48,51.37,28.8
2012-07-31,81.37,54.9,65.26,51.44,85.45,52.16,80.03,7.3,51.67,28.48
2012-08-01,81.29,53.0,64.12,48.75,87.48,49.45,76.4,7.63,51.93,29.11
2012-08-02,81.26,55.2,65.42,51.5,84.0,52.56,79.9,6.42,51.02,26.71
2012-08-03,81.23,56.07,65.94,52.44,83.57,53.83,81.81,5.82,49.51,25.46
2012-08-06,81.24,56.82,66.37,53.55,80.29,54.96,82.61,5.53,49.42,24.82
2012-08-07,81.22,56.94,66.48,53.7,80.68,55.05,81.98,5.97,50.14,25.87
2012-08-08,81.17,57.23,66.61,54.46,78.0,55.42,82.73,5.59,49.75,25.05
2012-08-09,81.24,57.16,66.58,54.12,80.66,55.41,82.35,5.58,49.81,25.02
2012-08-10,81.18,57.65,66.84,55.02,80.39,56.06,83.33,5.32,49.18,24.38
2012-08-13,81.14,58.36,67.27,56.02,76.42,57.1,84.57,5.06,48.69,23.84
2012-08-14,81.12,57.84,67.0,55.19,74.69,56.38,83.39,5.57,49.21,25.02
2012-08-15,81.13,58.7,67.47,56.2,73.12,57.61,84.23,5.52,49.93,24.89
2012-08-16,81.13,59.85,68.17,57.87,71.69,59.35,86.23,5.22,50.06,24.26
2012-08-17,81.15,60.08,68.27,58.4,71.84,59.66,85.75,5.12,49.56,23.98
2012-08-20,81.1,60.7,68.6,59.29,71.87,60.6,86.73,4.91,49.7,23.49
2012-08-21,81.2,59.52,68.0,57.05,75.4,58.86,84.65,5.48,50.93,24.86
2012-08-22,81.26,59.83,68.12,57.06,77.58,59.28,84.83,5.44,51.17,24.8
2012-08-23,81.32,59.06,67.71,55.99,79.09,58.12,82.75,5.74,51.5,25.47
2012-08-24,81.3,60.63,68.58,58.2,78.74,60.44,85.51,5.07,50.46,23.9
2012-08-27,81.31,60.15,68.34,57.28,79.68,59.76,84.25,5.38,50.9,24.64
2012-08-28,81.31,60.28,68.4,57.75,79.28,60.01,84.86,5.39,50.71,24.66
2012-08-29,81.34,59.79,68.1,56.96,80.5,59.16,83.68,5.71,51.25,25.37
2012-08-30,81.38,59.87,68.2,56.93,79.53,59.4,84.39,5.5,50.8,24.86
2012-08-31,81.4,59.67,68.03,56.67,82.26,59.04,83.95,5.37,50.58,24.6
2012-09-04,81.33,59.6,68.06,56.93,82.0,58.99,84.05,5.19,49.94,24.27
2012-09-05,81.28,60.3,68.44,57.93,79.5,59.99,85.22,4.74,48.88,23.12
2012-09-06,81.32,61.97,69.37,60.07,80.54,62.43,89.27,37.7,46.88,20.81
2012-09-07,81.33,61.77,69.25,60.0,76.0,62.12,89.6,35.94,46.47,20.26
2012-09-10,81.33,60.47,68.55,58.62,76.6,60.22,88.54,38.35,46.74,21.04
2012-09-11,81.25,60.71,68.68,59.5,73.23,60.53,89.95,36.46,45.23,20.53
2012-09-12,81.3,60.76,68.69,60.0,73.59,60.59,89.87,35.91,45.18,20.4
2012-09-13,81.35,62.77,69.81,62.78,68.92,63.6,94.65,29.56,42.33,18.52
2012-09-14,81.27,63.43,70.22,63.09,67.26,64.66,94.77,33.93,42.5,19.89
2012-09-17,81.36,63.09,70.03,62.81,70.34,64.08,94.0,32.57,42.68,19.5
2012-09-18,81.36,63.54,70.26,63.4,71.48,64.82,94.44,29.39,41.82,18.53
2012-09-19,81.33,63.09,70.06,62.65,72.89,64.17,92.93,30.87,41.8,19.03
2012-09-20,81.35,64.21,70.48,64.18,70.48,65.92,95.65,29.78,41.23,18.7
2012-09-21,81.4,62.58,69.57,61.89,73.12,63.34,92.7,29.98,41.52,18.74
2012-09-24,81.37,63.28,69.92,62.74,74.06,64.4,94.36,27.85,40.79,18.09
2012-09-25,81.39,60.91,68.67,59.14,77.15,60.86,90.58,34.11,42.41,20.04
2012-09-26,81.42,60.43,68.37,58.6,77.16,60.08,90.35,33.21,41.71,19.76
2012-09-27,81.47,61.36,68.91,59.97,77.62,61.46,90.61,30.51,41.54,19.03
2012-09-28,81.39,61.4,68.9,59.86,76.61,61.5,91.6,29.43,41.1,18.7
2012-10-01,81.37,61.16,68.77,59.66,76.34,61.1,92.2,30.7,41.18,19.15
2012-10-02,81.36,61.3,68.86,59.48,76.41,61.32,92.08,30.4,41.17,19.04
2012-10-03,81.4,61.95,69.22,60.26,75.64,62.35,93.6,29.53,40.57,18.75
2012-10-04,81.39,62.76,69.7,61.49,72.16,63.56,96.1,26.86,39.18,17.89
2012-10-05,81.39,60.7,68.57,58.3,72.78,60.54,93.53,28.57,39.89,18.44
2012-10-08,81.4,60.05,68.14,57.52,72.0,59.43,93.25,28.55,39.77,18.46
2012-10-09,81.31,58.4,67.24,55.31,71.99,57.0,90.72,30.31,39.97,19.01
2012-10-10,81.35,58.7,67.42,56.16,72.87,57.52,90.96,29.27,39.7,18.71
2012-10-11,81.38,57.5,66.7,54.18,76.66,55.72,89.37,28.4,39.08,18.44
2012-10-12,81.4,57.84,66.93,54.46,76.12,56.22,88.95,29.36,38.81,18.79
2012-10-15,81.4,58.46,67.27,55.2,74.44,57.05,91.76,26.82,38.03,17.94
2012-10-16,81.37,59.24,67.77,55.94,71.37,58.3,93.5,26.42,38.04,17.79
2012-10-17,81.29,59.42,67.86,55.71,71.19,58.53,93.82,26.11,37.91,17.71
2012-10-18,81.23,58.33,67.21,54.14,69.72,56.87,93.2,26.12,37.77,17.71
2012-10-19,81.25,55.54,65.65,50.53,71.78,52.86,88.67,28.78,38.76,18.62
2012-10-22,81.23,55.31,65.48,50.51,72.92,52.48,86.19,31.37,39.63,19.49
2012-10-23,81.3,55.77,65.74,50.34,72.52,53.12,86.31,31.58,38.94,19.6
2012-10-24,81.24,55.54,65.63,50.08,70.16,52.75,86.5,30.66,38.36,19.31
2012-10-25,81.26,54.75,65.16,48.55,71.74,51.7,85.18,31.14,38.62,19.44
2012-10-26,81.29,55.0,65.27,48.98,73.81,51.95,86.22,29.73,38.3,19.0
2012-10-31,81.26,55.05,65.36,49.09,74.48,52.09,85.76,31.51,38.39,19.59
2012-11-01,81.28,56.5,66.17,51.4,71.69,54.05,89.5,26.12,36.78,17.9
2012-11-02,81.32,54.7,65.18,48.72,74.41,51.67,85.15,28.91,38.3,18.89
2012-11-05,81.25,55.64,65.71,50.19,74.02,52.91,86.83,28.74,37.68,18.85
2012-11-06,81.33,54.45,65.02,48.45,76.46,51.22,85.58,28.4,37.91,18.77
2012-11-07,81.29,53.31,64.35,46.98,76.23,49.56,82.09,31.2,37.88,19.7
2012-11-08,81.23,51.41,63.2,44.22,79.57,46.92,78.37,32.4,39.11,20.09
2012-11-09,81.23,52.4,63.8,45.5,79.73,48.26,80.08,30.87,38.97,19.63
2012-11-12,81.35,50.91,62.93,43.92,81.85,46.33,78.25,28.84,38.51,19.03
2012-11-13,81.32,51.58,63.29,44.71,79.62,47.08,79.43,26.12,37.66,18.11
2012-11-14,81.3,49.94,62.28,43.01,80.52,44.86,75.51,29.45,38.89,19.25
2012-11-15,81.36,49.57,62.08,42.23,80.84,44.47,75.41,29.35,39.01,19.22
2012-11-16,81.35,51.02,62.98,44.0,79.22,46.33,78.76,25.34,37.48,17.85
2012-11-19,81.35,52.31,63.76,45.65,79.28,48.08,80.43,22.02,36.48,16.72
2012-11-20,81.32,52.43,63.87,45.22,76.76,48.25,81.15,21.62,36.14,16.49
2012-11-21,81.34,53.22,64.29,46.5,77.06,49.31,82.64,21.04,36.1,16.32
2012-11-23,81.32,53.87,64.74,47.6,78.64,50.3,83.38,20.93,35.54,16.3
2012-11-26,81.31,54.62,65.17,48.22,78.16,51.27,83.88,19.56,35.37,15.83
2012-11-27,81.33,53.69,64.65,46.72,80.13,49.97,81.76,21.35,35.93,16.49
2012-11-28,81.37,55.73,65.87,49.25,78.09,52.9,85.84,18.87,34.82,15.48
2012-11-29,81.39,55.82,65.94,49.25,79.26,53.05,86.01,18.59,34.61,15.45
2012-11-30,81.31,56.53,66.31,50.13,76.36,53.99,87.23,18.65,34.37,15.41
2012-12-03,81.35,55.43,65.7,48.79,78.67,52.55,84.75,20.66,35.11,16.26
2012-12-04,81.35,55.21,65.53,48.33,79.33,52.13,84.68,21.09,35.12,16.41
2012-12-05,81.32,53.82,64.7,46.67,80.49,50.12,84.63,20.33,34.63,16.18
2012-12-06,81.35,55.36,65.64,48.85,77.8,52.36,86.74,20.11,34.75,16.06
2012-12-07,81.35,53.9,64.75,46.91,78.53,50.25,86.01,19.75,34.15,15.9
2012-12-10,81.3,55.23,65.57,48.64,77.32,52.23,87.76,19.41,33.75,15.79
2012-12-11,81.34,56.49,66.32,50.39,76.46,53.88,89.45,18.4,33.8,15.39
2012-12-12,81.27,55.5,65.7,49.21,73.68,52.44,88.4,19.37,33.74,15.79
2012-12-13,81.24,54.09,64.87,47.28,75.28,50.52,86.31,20.38,34.44,16.21
2012-12-14,81.29,53.78,64.75,47.07,75.8,50.14,86.62,20.6,34.69,16.29
2012-12-17,81.2,55.88,65.88,49.31,72.02,52.97,89.42,18.43,33.42,15.42
2012-12-18,81.13,57.18,66.74,51.0,71.12,54.84,92.19,17.58,32.67,15.05
2012-12-19,81.17,56.54,66.38,50.15,71.67,53.91,90.0,19.51,33.34,15.88
2012-12-20,81.22,54.56,64.88,48.24,73.5,51.19,87.59,23.97,35.04,17.63
2012-12-21,80.89,54.85,65.03,48.9,73.02,51.72,88.53,22.6,34.59,17.1
2012-12-24,80.88,54.79,65.12,48.44,73.2,51.71,88.58,23.32,34.62,17.39
2012-12-26,80.92,53.96,64.56,47.61,73.16,50.41,87.06,24.94,34.99,18.07
2012-12-27,81.0,52.97,63.91,46.27,75.54,49.02,85.0,26.66,35.36,18.6
2012-12-28,81.02,52.53,63.71,45.46,74.9,48.5,83.22,28.54,35.26,19.46
2012-12-31,80.97,57.5,66.73,52.35,69.28,55.5,93.53,16.73,32.56,15.33
2013-01-02,81.0,58.47,67.19,53.07,68.75,56.6,94.63,16.09,32.11,15.13
2013-01-03,80.93,57.8,66.88,51.96,65.66,55.76,94.57,15.92,31.81,15.03
2013-01-04,80.96,57.06,66.45,50.86,66.94,54.75,94.38,15.69,32.09,14.93
2013-01-07,80.96,57.41,66.64,51.4,68.0,55.19,94.05,15.11,32.14,14.67
2013-01-08,80.99,57.36,66.62,50.84,68.3,55.15,94.39,14.47,31.64,14.3
2013-01-09,80.98,58.43,67.23,51.82,67.28,56.65,96.05,14.43,31.45,14.33
2013-01-10,80.97,58.26,67.14,51.67,67.05,56.47,96.69,14.3,31.55,14.27
2013-01-11,81.01,57.84,66.92,50.86,69.75,55.82,96.43,14.09,31.42,14.16
2013-01-14,81.02,57.38,66.63,49.99,70.68,55.22,95.17,14.04,30.84,14.14
2013-01-15,81.05,57.55,66.72,50.02,70.74,55.48,96.14,13.47,30.86,13.86
2013-01-16,81.01,58.35,67.17,51.21,68.4,56.59,97.91,12.76,30.42,13.46
2013-01-17,80.96,58.01,67.02,50.3,68.93,56.12,98.49,13.0,30.04,13.6
2013-01-18,80.99,58.26,67.14,50.87,68.72,56.47,99.1,11.58,29.18,12.86
2013-01-22,81.02,58.94,67.56,52.32,70.1,57.5,100.78,10.86,28.33,12.48
2013-01-23,81.04,57.38,66.66,50.32,69.45,55.17,100.66,10.42,27.81,12.22
2013-01-24,80.97,57.78,66.87,50.64,66.93,55.75,102.33,10.48,27.68,12.25
2013-01-25,80.88,58.01,67.01,50.31,64.53,56.07,103.11,10.5,27.69,12.28
2013-01-28,80.85,58.1,67.07,50.44,65.56,56.1,102.08,11.45,27.97,12.82
2013-01-29,80.89,58.43,67.28,50.91,63.78,56.77,103.84,10.96,27.73,12.56
2013-01-30,80.87,57.96,66.99,50.88,64.58,56.0,102.3,11.92,28.08,13.12
2013-01-31,80.93,58.52,67.34,51.83,66.04,56.85,103.82,10.91,27.86,12.52
2013-02-01,80.88,58.44,67.27,51.75,64.08,56.57,103.1,11.28,28.08,12.77
2013-02-04,80.89,57.49,66.77,51.12,63.46,55.32,103.17,11.61,28.14,12.96
2013-02-05,80.91,58.37,67.24,51.46,63.88,56.52,103.47,11.59,28.36,12.95
2013-02-06,80.92,58.44,67.32,52.18,64.43,56.67,104.87,10.74,27.86,12.48
2013-02-07,80.91,58.98,67.64,52.56,64.38,57.42,104.87,10.78,27.82,12.5
2013-02-08,80.92,59.77,68.03,53.66,64.8,58.49,105.9,10.43,27.36,12.29
2013-02-11,80.9,59.53,67.92,53.53,64.09,58.24,106.0,10.11,27.01,12.09
2013-02-12,80.87,59.5,67.93,53.35,62.71,58.18,107.16,9.89,26.92,11.97
2013-02-13,80.88,59.0,67.66,52.19,63.55,57.53,105.82,10.17,27.33,12.14
2013-02-14,80.88,59.52,67.94,52.87,64.2,58.29,107.4,9.55,27.04,11.76
2013-02-15,80.9,59.46,67.88,52.75,64.41,58.15,107.2,9.44,26.85,11.69
2013-02-19,80.85,60.06,68.22,53.51,62.4,58.96,108.79,8.83,26.38,11.32
2013-02-20,80.89,57.76,66.94,50.81,64.37,55.67,104.2,10.26,27.3,12.27
2013-02-21,80.91,57.63,66.85,50.95,64.61,55.39,104.5,10.15,26.9,12.19
2013-02-22,80.93,58.86,67.57,52.96,63.63,57.19,107.63,9.24,26.31,11.65
2013-02-25,80.99,56.8,66.4,50.22,67.45,54.29,101.51,12.3,27.67,13.58
2013-02-26,81.04,57.07,66.56,50.5,68.83,54.63,101.84,12.12,27.67,13.49
2013-02-27,81.05,58.22,67.25,51.85,67.08,56.27,105.89,10.27,26.99,12.47
2013-02-28,81.0,57.61,66.87,50.81,67.99,55.37,104.13,11.94,27.8,13.48
2013-03-01,81.01,58.1,67.16,51.49,68.02,56.07,105.53,11.6,27.44,13.26
2013-03-04,81.0,59.74,68.08,53.22,66.71,58.42,109.54,9.42,26.61,11.99
2013-03-05,80.97,61.14,68.89,55.14,65.21,60.5,112.15,9.16,26.37,11.84
2013-03-06,80.93,60.55,68.59,54.59,64.0,59.72,111.78,9.41,26.28,12.01
2013-03-07,80.85,61.15,68.92,55.49,61.43,60.58,113.42,8.79,26.27,11.58
2013-03-08,80.89,60.76,68.68,54.78,61.92,59.99,113.11,8.84,26.49,11.61
2013-03-11,80.89,60.91,68.77,54.77,61.98,60.18,114.47,8.15,26.4,11.16
2013-03-12,80.9,60.91,68.81,54.85,61.99,60.2,114.11,8.3,26.75,11.28
2013-03-13,80.88,61.07,68.87,55.39,61.75,60.43,115.24,8.05,26.51,11.11
2013-03-14,80.91,61.12,68.75,55.8,62.04,60.5,115.8,8.03,26.57,11.14
2013-03-15,80.95,59.62,67.88,53.79,64.5,58.24,112.38,8.96,27.3,11.74
2013-03-18,81.0,60.81,68.57,55.63,64.38,59.99,114.46,8.39,26.76,11.36
2013-03-19,81.0,60.9,68.71,55.93,64.18,60.39,114.87,8.17,26.3,11.21
2013-03-20,80.96,59.86,68.08,54.37,64.47,58.8,113.25,8.26,26.88,11.28
2013-03-21,81.0,60.0,68.21,54.41,65.02,59.02,113.4,8.01,26.64,11.13
2013-03-22,80.95,61.03,68.81,55.5,64.22,60.58,116.0,7.82,26.64,11.0
2013-03-25,80.97,60.7,68.6,55.42,64.5,60.0,115.07,7.76,26.02,10.96
2013-03-26,80.98,60.08,68.24,54.5,66.79,59.15,114.26,7.96,26.49,11.1
2013-03-27,80.99,61.04,68.8,54.67,66.68,60.57,116.14,7.7,26.28,10.9
2013-03-28,80.83,61.43,69.02,55.39,66.2,61.17,117.3,7.62,26.45,10.83
2013-04-01,80.89,61.1,68.83,54.8,66.96,60.57,117.19,7.5,26.28,10.77
2013-04-02,80.91,61.56,69.08,55.22,67.4,61.26,117.9,7.23,26.27,10.58
2013-04-03,80.93,60.29,68.38,53.67,69.5,59.44,114.41,7.73,26.38,10.96
2013-04-04,80.98,58.53,67.35,51.49,75.24,56.74,111.33,8.35,27.11,11.4
2013-04-05,81.02,59.37,67.89,52.56,74.81,58.1,114.21,7.44,26.28,10.75
2013-04-08,81.01,60.31,68.4,53.49,73.61,59.46,116.84,7.01,25.81,10.43
2013-04-09,80.99,61.16,68.92,54.82,71.1,60.76,118.43,6.79,25.45,10.28
2013-04-10,80.95,62.82,69.85,56.38,70.39,63.22,121.78,6.53,25.23,10.07
2013-04-11,81.01,62.82,69.82,55.84,72.4,63.13,121.75,6.69,25.44,10.21
2013-04-12,81.02,62.48,69.65,55.2,73.8,62.68,120.22,6.37,25.02,9.97
2013-04-15,81.03,61.25,68.95,54.4,73.46,60.79,116.2,6.94,25.77,10.6
2013-04-16,81.02,61.06,68.87,53.85,74.16,60.43,116.01,6.89,25.61,10.6
2013-04-17,81.05,60.03,68.29,52.56,75.02,58.96,113.91,7.84,26.05,11.35
2013-04-18,81.03,58.27,67.3,49.83,75.26,56.39,112.0,8.32,26.44,11.71
2013-04-19,81.01,60.06,68.33,50.83,75.02,58.95,114.83,7.42,26.34,11.09
2013-04-22,81.06,61.52,69.18,52.2,75.74,61.1,117.4,6.58,25.24,10.45
2013-04-23,81.05,61.7,69.28,52.28,74.32,61.34,119.3,6.34,24.94,10.25
2013-04-24,81.03,62.26,69.6,53.78,73.93,62.27,120.5,6.22,24.7,10.17
2013-04-25,81.07,62.28,69.62,53.62,75.56,62.28,120.43,6.63,25.07,10.51
2013-04-26,81.12,62.62,69.79,54.35,76.3,62.67,121.15,6.28,24.64,10.23
2013-04-29,81.12,63.53,70.3,56.51,75.87,64.08,122.53,6.41,24.7201,10.34
2013-04-30,81.07,64.33,70.74,57.84,76.64,65.19,122.69,6.4,24.82,10.32
2013-05-01,81.08,63.9,70.51,56.9,76.84,64.61,121.1,6.59,25.1,10.49
2013-05-02,81.04,66.54,71.97,60.04,74.22,68.66,126.83,6.07,24.51,10.07
2013-05-03,80.99,67.06,72.25,60.68,72.16,69.42,127.6,6.07,24.7,10.08
2013-05-06,80.99,67.58,72.52,61.5,70.44,70.23,129.07,5.71,24.05,9.76
2013-05-07,80.99,67.16,72.32,60.95,70.6,69.57,129.78,5.87,24.1,9.91
2013-05-08,81.0,67.65,72.57,62.14,71.06,70.29,131.78,5.95,24.26,9.95
2013-05-09,80.95,67.99,72.76,62.21,69.77,70.89,131.15,6.14,24.65,10.13
2013-05-10,80.88,68.34,72.93,62.34,66.36,71.43,131.62,5.95,24.8,10.0
2013-05-13,80.93,68.72,73.16,62.07,67.22,72.05,132.81,5.81,24.7,9.84
2013-05-14,80.88,69.15,73.38,62.25,65.79,72.79,136.03,5.89,24.84,9.93
2013-05-15,80.91,69.85,73.73,63.62,66.65,73.81,137.98,5.94,25.02,9.96
2013-05-16,80.94,70.21,73.97,64.84,66.54,74.47,138.3,5.91,25.03,9.95
2013-05-17,80.92,70.51,74.16,65.42,65.9,74.87,140.39,5.8,25.01,9.86
2013-05-20,80.89,70.62,74.15,65.91,64.75,75.06,141.18,5.75,25.33,9.81
2013-05-21,80.9,71.0,74.36,65.6,66.55,75.69,141.77,5.81,25.31,9.86
2013-05-22,80.83,68.23,72.97,61.67,65.02,71.39,133.84,6.61,26.23,10.54
2013-05-23,80.8,68.29,72.96,62.3,64.8,71.4,134.59,6.28,25.82,10.26
2013-05-24,80.8,70.84,74.27,64.87,63.22,75.26,141.0,5.75,25.52,9.82
2013-05-28,80.65,69.5,73.6,63.0,60.77,73.3,136.9,5.98,25.59,10.02
2013-05-29,80.68,69.47,73.57,63.35,61.64,73.12,136.75,5.99,25.65,10.02
2013-05-30,80.71,69.62,73.66,63.78,61.34,73.39,136.65,6.08,25.5,10.11
2013-05-31,80.48,68.94,73.26,62.9,59.81,72.29,132.53,6.34,25.93,10.31
2013-06-03,80.52,69.32,73.53,63.93,60.25,73.0,134.2,6.42,26.26,10.37
2013-06-04,80.53,67.96,72.76,62.35,60.61,70.75,130.95,6.73,26.51,10.63
2013-06-05,80.55,66.78,72.15,61.12,61.46,68.94,126.35,7.15,26.78,10.98
2013-06-06,80.54,67.85,72.7,62.29,60.4,70.59,132.62,6.48,26.06,10.45
2013-06-07,80.41,69.33,73.53,63.8,58.32,72.97,68.11,60.79,25.93,50.67
2013-06-10,80.33,67.7,72.69,61.72,57.32,70.41,65.53,66.13,26.37,52.89
2013-06-11,80.38,68.53,73.11,62.51,58.49,71.73,66.78,65.97,26.28,52.88
2013-06-12,80.39,66.0,71.75,59.88,58.55,67.7,63.6,77.16,27.19,57.25
2013-06-13,80.56,67.86,72.76,62.46,60.13,70.54,66.4,70.24,26.9,54.65
2013-06-14,80.61,68.02,72.85,62.4,60.04,70.8,66.71,70.04,27.08,54.66
2013-06-17,80.51,68.43,73.08,62.81,58.04,71.44,67.02,70.04,27.25,54.71
2013-06-18,80.54,69.4,73.6,64.08,59.37,72.87,68.38,69.72,27.24,54.54
2013-06-19,80.15,66.3,71.92,60.19,54.71,68.05,63.75,74.13,27.91,56.38
2013-06-20,80.08,64.53,70.78,58.0,53.88,65.45,62.0,78.88,27.6,58.41
2013-06-21,79.75,62.81,69.85,55.18,50.5,62.8,59.44,86.43,28.93,61.08
2013-06-24,79.89,63.8,70.4,56.34,52.04,64.24,60.62,81.98,28.17,59.69
2013-06-25,80.04,64.61,70.84,57.75,52.11,65.38,62.21,78.2,28.65,58.32
2013-06-26,80.02,65.34,71.24,58.0,52.99,66.54,63.55,74.8,28.41,56.96
2013-06-27,80.0,64.77,70.95,56.45,52.24,65.72,62.99,75.18,28.46,57.27
2013-06-28,80.02,66.26,71.75,58.79,53.5,68.0,63.82,69.45,27.69,54.92
2013-07-01,80.06,66.12,71.68,58.17,54.69,67.8,63.52,68.65,27.8,54.68
2013-07-02,80.06,65.74,71.48,57.82,54.4,67.18,62.82,70.6,28.09,55.41
2013-07-03,79.85,67.55,72.44,60.31,49.98,69.8,65.21,64.05,27.74,52.78
2013-07-05,79.86,68.44,72.96,61.23,49.49,71.25,66.8,57.2,27.18,49.9
2013-07-08,79.99,68.52,72.99,61.36,50.02,71.42,68.18,52.13,26.05,47.74
2013-07-09,79.94,68.58,73.02,60.88,50.01,71.53,68.18,52.76,25.93,47.84
2013-07-10,80.12,71.0,74.3,63.32,50.03,75.33,70.82,48.36,25.17,45.97
2013-07-11,80.21,72.37,75.03,64.97,51.25,77.57,71.19,48.91,25.15,46.08
2013-07-12,80.17,73.07,75.38,64.93,50.45,78.65,71.88,48.88,25.28,46.16
2013-07-15,80.22,73.35,75.53,64.99,51.34,79.14,72.27,47.55,25.23,45.55
2013-07-16,80.34,73.5,75.6,65.77,52.43,79.27,72.15,48.77,25.45,46.22
2013-07-17,80.34,73.41,75.55,65.51,51.64,79.18,72.35,46.01,25.24,44.95
2013-07-18,80.33,71.77,74.72,63.14,51.2,76.59,72.57,45.77,25.36,44.81
2013-07-19,80.31,72.07,74.91,62.33,52.55,77.06,73.75,42.61,25.13,43.27
2013-07-22,80.35,72.24,74.95,62.58,51.59,77.23,74.34,40.52,24.69,42.18
2013-07-23,80.26,72.28,74.99,63.52,50.11,77.32,74.24,40.34,24.68,42.1
2013-07-24,80.15,72.05,74.85,62.95,49.22,76.92,72.13,42.83,24.95,43.4
2013-07-25,80.33,71.7,74.67,62.09,50.76,76.34,72.2,40.67,24.53,42.3
2013-07-26,80.28,72.71,75.22,62.87,50.2,78.09,72.77,40.43,24.44,42.16
2013-07-29,80.31,73.26,75.5,63.92,50.22,78.95,73.35,40.3,24.28,42.12
2013-07-30,80.22,73.81,75.78,64.37,47.91,79.75,73.06,38.92,23.99,41.36
2013-07-31,80.21,74.77,76.29,64.92,48.79,81.36,74.42,35.4,23.23,39.5
2013-08-01,80.25,75.34,76.55,65.39,48.13,82.26,74.86,35.12,23.16,39.34
2013-08-02,80.31,75.97,76.9,66.09,48.36,83.29,75.28,33.02,22.72,38.15
2013-08-05,80.28,76.0,76.93,66.58,47.55,83.36,74.9,32.8,22.73,38.02
2013-08-06,80.28,74.87,76.34,65.02,48.46,81.51,73.36,35.45,23.38,39.56
2013-08-07,80.31,75.89,76.84,65.9,49.44,83.07,74.42,33.81,22.76,38.55
2013-08-08,80.3,75.58,76.67,65.6,48.96,82.66,73.82,34.1,22.94,38.73
2013-08-09,80.33,74.55,76.2,65.19,50.31,81.07,72.38,36.44,23.39,40.16
2013-08-12,80.2,75.65,76.77,66.26,47.23,82.82,73.57,33.92,23.1,38.7
2013-08-13,80.15,76.28,77.07,67.35,46.68,83.8,73.73,33.51,23.29,38.32
2013-08-14,80.07,74.13,75.95,65.28,45.53,80.21,70.98,36.87,24.07,40.42
2013-08-15,80.05,73.16,75.52,64.1,45.37,78.68,69.28,38.03,24.18,40.97
2013-08-16,79.98,73.21,75.49,63.88,44.02,78.76,68.74,37.06,23.93,40.55
2013-08-19,79.99,73.18,75.49,63.45,43.98,78.71,68.01,39.11,24.28,41.63
2013-08-20,80.0,73.04,75.44,63.07,43.79,78.55,68.09,39.12,23.99,41.65
2013-08-21,79.92,73.64,75.75,63.61,43.39,79.37,67.8,38.15,23.546,41.1225
2013-08-22,79.82,75.49,76.7,65.28,44.02,82.45,69.82,36.5,23.27,40.24
2013-08-23,79.99,75.52,76.73,65.07,46.01,82.55,70.12,35.02,23.0,39.44
2013-08-26,80.01,73.73,75.8,62.22,47.02,79.55,67.11,41.59,24.21,43.01
2013-08-27,80.02,72.29,75.05,60.64,47.22,77.19,65.75,44.82,24.86,44.75
2013-08-28,79.97,72.94,75.41,61.42,46.39,78.22,65.99,45.24,24.4811,45.03
2013-08-29,80.04,74.12,76.04,62.34,47.88,80.16,67.14,45.22,24.82,44.93
2013-08-30,79.89,74.25,76.09,62.05,46.3,80.34,68.07,42.78,24.54,43.65
2013-09-03,79.86,74.32,76.16,61.79,46.24,80.45,67.12,43.46,24.539,44.12
2013-09-04,79.64,75.57,76.76,63.26,44.82,82.45,68.78,42.97,24.33,43.88
