Date,AGG,BIL,CURE,DBC,EEM,EFA,EPI,ERX,EUO,EWZ,GLD,IYK,MVV,PUI,QLD,SHY,SOXL,SOXS,SPXL,SPXS,SPXU,SQQQ,TECL,TECS,TMF,TMV,TQQQ,UCO,UGE,UPRO,USD,UUP,UVXY,VIXY,YCS
2016-10-12,111.62,45.73,28.75,15.13,36.59,57.13,21.4,32.65,24.68,35.23,120.02,111.47,78.47,24.77,83.52,84.86,42.98,16.49,91.5,12.99,24.51,14.07,46.66,19.66,25.49,17.87,121.83,11.3,36.7,69.32,115.0,25.27,18.23,29.71,63.3
2016-10-13,111.47,45.72,29.48,15.25,37.14,57.96,21.71,33.15,24.74,36.23,119.38,112.06,79.77,24.88,84.84,84.87,44.15,16.27,94.07,12.63,23.83,13.72,47.28,19.17,24.7,18.43,124.85,11.41,37.36,71.33,116.12,25.31,16.9,28.61,64.14
2016-10-14,111.45,45.73,28.6,15.25,36.84,57.54,21.52,32.03,24.8,36.1,119.68,111.7,79.25,24.99,84.14,84.89,43.42,16.34,92.6,12.81,24.22,13.91,47.15,19.33,24.62,18.48,123.3,11.3,37.3,70.12,119.47,25.33,17.36,29.0,63.81
2016-10-17,111.54,45.72,29.14,15.35,37.48,58.18,21.85,32.48,24.84,36.96,120.1,112.04,80.39,25.18,85.7,84.92,44.88,15.77,94.19,12.6,23.8,13.49,48.11,19.01,24.43,18.56,126.84,11.41,37.36,71.3,119.53,25.3,16.44,28.23,63.96
2016-10-18,111.68,45.72,29.3,15.33,37.67,58.16,21.91,32.75,24.92,37.49,121.11,111.75,80.0,25.12,85.09,84.93,43.26,16.3,93.78,12.66,23.89,13.64,47.61,19.16,24.73,18.36,125.26,11.56,37.4,71.06,116.0,25.31,15.32,27.29,63.03
2016-10-19,111.81,45.73,29.01,15.33,37.9,58.35,21.95,32.5,25.3,38.42,121.27,111.93,80.76,25.26,86.74,84.92,45.4,15.63,95.0,12.49,23.57,13.25,48.31,18.84,25.3,17.9,128.96,11.18,36.6,72.0,119.83,25.49,13.59,25.7,63.75
2016-10-24,111.58,45.73,28.53,15.33,37.72,58.03,21.89,32.16,25.42,37.9,120.9,112.53,80.35,25.09,87.78,84.88,47.27,14.98,94.64,12.53,23.65,13.01,49.25,18.58,24.82,18.29,131.34,11.18,37.36,71.75,120.46,25.6,13.19,25.35,64.82
2016-10-25,111.57,45.72,28.2,15.16,37.39,57.85,21.69,31.16,25.09,37.66,121.39,111.91,78.45,25.1,86.03,84.87,45.85,15.31,92.73,12.78,24.13,13.43,47.97,19.2,24.77,18.31,127.24,10.66,37.55,70.28,119.94,25.45,14.07,26.18,63.98
2016-10-26,111.28,45.73,28.2,15.25,37.41,58.01,21.77,32.45,25.17,38.22,121.09,112.22,78.98,25.14,86.7,84.87,47.86,14.75,94.51,12.55,23.7,13.23,48.37,18.98,23.99,18.89,128.87,10.93,37.36,71.59,120.38,25.5,13.68,25.81,64.83
2016-10-27,111.08,45.74,27.44,15.2,37.12,57.71,21.7,31.57,25.14,37.62,121.19,111.26,77.17,25.15,84.62,84.87,45.97,15.27,92.6,12.8,24.18,13.73,47.39,18.9,23.57,19.2,124.34,10.71,37.7,70.14,118.17,25.54,14.72,26.79,65.38
2016-10-28,111.3,45.73,26.25,15.1,37.1,57.74,21.63,31.21,25.04,37.92,121.51,111.76,77.17,25.36,84.67,84.92,45.96,15.47,92.31,12.85,24.23,13.71,47.66,19.13,23.89,18.98,124.56,10.21,37.71,69.94,120.17,25.48,15.69,27.67,65.06
2016-10-31,110.88,45.74,25.87,15.15,37.28,57.95,21.72,31.07,24.69,37.63,122.79,112.17,78.33,25.48,84.19,84.87,46.16,15.27,92.19,12.85,24.27,13.84,47.48,19.2,23.62,19.19,123.45,9.85,37.02,69.9,117.35,25.34,16.62,28.49,64.8
2016-11-01,111.12,45.74,25.36,14.91,36.7,57.55,21.4,29.63,24.41,36.1,123.78,111.15,75.93,24.74,82.55,84.92,44.62,15.8,89.29,13.27,25.02,14.23,46.08,19.83,24.24,18.67,119.74,9.3,36.81,67.7,114.38,25.19,17.74,29.4,62.91
2016-11-02,111.03,45.74,25.2,14.85,36.45,57.38,21.19,29.65,24.49,36.2,123.4,111.2,75.12,24.66,81.07,84.93,43.8,16.06,88.41,13.39,25.29,14.64,44.96,20.28,23.96,18.88,116.45,9.09,36.55,67.08,117.0,25.18,18.29,29.91,62.83
2016-11-03,111.15,45.73,24.44,14.67,36.0,56.74,20.96,29.37,24.38,35.51,124.4,110.47,74.73,25.21,79.32,84.95,42.51,16.48,87.14,13.59,25.67,15.1,43.85,20.7,24.19,18.68,112.78,8.61,36.34,66.0,111.67,25.14,19.85,31.22,62.46
2016-11-04,111.14,45.74,25.71,14.75,36.79,57.27,21.13,30.34,24.51,36.79,122.66,110.7,77.39,24.94,81.67,84.92,44.96,15.53,90.25,13.06,24.71,14.41,45.14,19.98,23.96,18.9,118.0,8.78,36.9,68.43,112.0,25.25,16.9,28.85,64.14
2016-11-07,111.13,45.73,26.42,14.65,37.06,57.18,21.31,30.76,24.58,36.88,122.12,111.55,77.46,25.53,82.74,84.92,46.3,15.07,91.77,12.83,24.25,14.12,46.04,19.59,24.05,18.78,120.0,8.78,37.89,69.54,115.07,25.27,15.32,27.79,64.65
2016-11-08,110.57,45.73,30.18,14.79,36.34,57.01,20.94,31.24,24.92,36.16,124.35,110.34,76.96,24.86,81.94,84.89,43.3,15.91,91.16,12.93,24.37,14.32,44.65,20.45,22.01,20.4,118.51,8.92,36.0,69.1,113.0,25.38,15.86,28.3,63.85
2016-11-09,109.66,45.72,31.48,14.74,35.94,57.54,21.03,32.58,25.3,34.51,121.54,110.54,82.16,24.7,85.5,84.79,46.83,14.89,97.86,12.01,22.68,13.4,47.52,19.05,20.21,21.88,126.15,8.85,35.66,74.18,120.34,25.57,12.75,25.37,67.22
2016-11-10,109.46,45.73,30.29,14.58,34.54,57.13,20.13,32.61,25.3,32.48,119.66,108.3,81.92,24.34,81.29,84.75,44.34,15.65,96.11,12.24,23.1,14.47,44.17,20.51,19.73,22.45,116.7,8.47,34.96,72.96,114.89,25.52,14.67,27.22,66.55
2016-11-11,108.64,45.72,29.73,14.4,34.33,56.63,20.03,31.09,25.97,31.98,116.08,108.82,84.77,24.22,82.21,84.64,48.0,14.04,97.37,12.07,22.78,14.2,45.22,19.9,18.93,23.38,118.72,8.23,34.81,73.83,118.66,25.83,13.69,26.33,68.61
2016-11-14,109.0,45.73,29.04,14.49,34.58,56.59,19.8,32.74,26.05,32.82,116.48,108.53,86.36,24.66,81.61,84.6,47.78,14.27,97.38,12.08,22.8,14.34,43.86,20.58,19.35,22.85,117.36,8.81,34.91,73.88,119.56,25.88,13.12,25.78,69.69
2016-11-15,109.01,45.73,29.19,14.63,34.58,56.42,19.73,34.25,26.17,32.68,117.27,108.78,86.7,24.77,81.95,84.59,49.44,13.81,98.1,11.96,22.63,14.25,44.39,20.24,19.43,22.76,117.95,9.14,35.05,74.35,120.25,25.91,12.73,25.42,70.03
2016-11-16,109.01,45.73,28.96,14.66,34.81,56.64,19.77,34.76,26.13,32.93,116.89,108.95,87.56,24.79,83.57,84.62,52.81,13.17,98.74,11.91,22.46,13.82,46.2,19.5,19.21,22.95,121.73,9.41,35.31,74.87,126.24,25.91,12.33,25.01,70.32
2016-11-17,108.81,45.73,29.33,14.63,34.82,56.31,19.86,33.58,26.66,32.87,115.52,109.45,88.47,24.78,84.97,84.59,53.34,12.9,100.1,11.72,22.18,13.48,47.45,19.0,19.09,23.12,124.75,9.09,35.72,75.91,125.33,26.16,11.62,24.31,71.64
2016-11-18,108.56,45.74,28.41,14.89,34.89,56.43,19.51,35.04,26.6,33.36,115.72,108.97,88.84,24.79,84.62,84.56,54.61,12.41,100.23,11.7,22.12,13.59,47.07,19.07,18.87,23.32,124.0,9.72,34.76,76.0,128.5,26.11,11.25,23.93,72.44
2016-11-21,108.59,45.72,28.42,15.1,35.45,56.79,19.68,36.03,26.6,34.45,115.72,109.76,90.0,24.98,86.59,84.55,56.45,12.15,102.1,11.49,21.69,13.1,48.59,18.4,19.05,23.12,128.35,9.96,35.39,77.42,129.75,26.11,10.49,23.11,72.38
2016-11-22,108.18,45.72,26.06,15.0,34.95,56.25,19.48,35.49,26.92,33.21,113.86,109.76,90.46,25.01,85.86,84.48,56.87,11.93,101.25,11.59,21.86,13.24,47.85,18.64,18.27,24.06,126.8,9.7,36.96,76.79,133.8,26.3,10.79,23.5,74.11
2016-11-23,108.3,45.73,27.89,15.07,35.27,56.81,19.93,36.05,26.62,33.04,113.42,109.92,91.96,25.28,85.94,84.48,57.84,11.84,102.85,11.4,21.55,13.23,48.48,18.51,18.88,23.37,127.03,9.54,36.51,78.0,131.13,26.19,10.62,23.27,74.84
2016-11-25,108.38,45.74,27.76,15.09,35.38,56.62,19.98,36.3,26.83,33.36,113.23,110.38,91.83,25.53,86.05,84.51,57.25,11.83,102.85,11.4,21.53,13.2,48.47,18.42,18.94,23.25,127.07,9.46,37.12,78.0,132.36,26.24,10.79,23.45,74.53
2016-11-28,108.52,45.73,27.63,14.84,35.27,56.52,20.0,32.78,26.76,33.5,112.77,110.4,90.75,25.72,86.01,84.52,56.82,11.91,101.97,11.51,21.71,13.2,48.78,18.37,19.01,23.19,127.05,8.78,37.17,77.38,131.5,26.21,10.75,23.4,74.96
2016-11-29,108.23,45.72,27.93,15.03,35.59,56.97,20.32,36.51,26.63,33.83,112.68,110.2,91.86,25.16,86.66,84.52,56.81,11.88,103.57,11.31,21.37,13.05,49.13,18.27,18.28,24.06,128.42,9.78,36.12,78.55,133.38,26.21,10.28,22.88,75.52
2016-11-30,107.75,45.7,27.13,15.46,35.41,56.73,20.11,40.08,26.67,32.63,111.11,108.72,91.4,24.84,84.32,84.41,55.51,12.18,102.22,11.46,21.65,13.59,47.12,18.98,17.72,24.78,123.22,10.94,36.26,77.53,129.13,26.2,10.55,23.19,77.16
2016-12-01,107.93,45.72,26.54,15.52,35.08,56.48,19.9,38.49,26.45,31.51,111.91,108.33,90.51,24.99,81.61,84.47,47.28,14.15,100.7,11.64,21.99,14.27,44.49,20.22,18.0,24.32,117.25,11.09,35.24,76.41,117.5,26.07,11.55,24.26,75.78
2016-12-02,107.94,45.72,27.11,15.73,35.29,57.0,20.0,39.65,26.14,31.79,111.18,108.75,91.42,24.75,82.63,84.47,50.55,13.16,102.13,11.48,21.67,13.96,45.86,19.61,17.92,24.46,119.65,11.5,34.7,77.45,121.42,25.96,10.63,23.31,76.61
2016-12-05,108.14,45.71,26.71,15.63,35.54,57.34,20.27,39.05,26.04,31.93,111.68,109.24,92.54,24.97,83.43,84.5,51.63,12.83,102.88,11.37,21.47,13.75,46.18,19.2,18.28,24.0,121.32,10.74,35.47,78.06,123.24,25.94,9.53,22.13,76.34
2016-12-06,108.22,45.71,26.15,15.6,35.82,57.86,20.31,39.29,26.0,33.04,112.14,109.5,94.26,24.96,83.11,84.52,53.0,12.42,103.29,11.34,21.42,13.85,46.16,19.21,18.32,23.94,120.56,10.63,36.0,78.38,125.0,25.96,9.15,21.69,76.37
2016-12-07,108.18,45.71,25.78,15.5,36.1,58.4,20.7,40.9,26.43,32.98,111.71,111.3,96.93,25.08,85.65,84.5,56.74,11.6,107.59,10.85,20.51,13.22,49.0,18.12,18.09,24.29,126.0,10.6,36.7,81.59,129.73,26.08,9.3,21.86,76.38
2016-12-08,108.08,45.72,26.5,15.6,36.15,58.5,20.63,41.68,26.87,32.88,111.17,111.59,98.59,25.45,86.53,84.5,59.7,11.09,108.8,10.75,20.28,13.03,49.62,17.81,17.77,24.62,127.96,11.13,36.66,82.54,138.93,26.23,9.49,22.06,77.62
2016-12-09,107.7,45.71,27.09,15.82,35.98,58.5,20.47,44.41,26.59,32.73,110.59,112.28,97.5,25.65,86.42,84.46,56.62,11.57,110.18,10.61,20.04,13.03,49.8,17.68,17.11,25.49,127.72,12.01,37.75,83.62,131.64,26.12,9.13,21.67,78.13
2016-12-12,107.87,45.7,27.87,15.8,36.13,58.98,20.51,43.18,26.62,32.72,110.56,112.72,97.77,25.77,86.95,84.46,56.8,11.52,111.04,10.51,19.87,12.9,50.47,17.69,17.64,24.78,128.9,11.84,38.15,84.25,135.83,26.1,9.21,21.76,77.87
2016-12-13,108.07,45.72,28.22,15.7,36.03,58.96,20.4,42.92,26.5,32.67,110.96,112.97,97.22,26.05,88.74,84.44,58.0,11.28,111.64,10.46,19.77,12.5,51.81,17.04,17.94,24.33,132.94,11.42,37.61,84.65,135.44,26.08,9.53,22.14,77.55
2016-12-14,107.37,45.72,28.12,15.46,35.27,58.0,20.3,40.57,27.5,31.51,107.84,111.76,95.33,25.43,88.4,84.27,58.32,11.26,109.83,10.63,20.07,12.57,51.48,17.14,17.23,25.27,132.07,10.7,37.49,83.32,137.77,26.59,9.08,21.61,81.54
2016-12-15,107.3,45.71,28.31,15.62,35.02,58.11,20.09,41.9,27.87,31.64,107.47,112.18,97.1,25.65,89.08,84.3,59.94,10.51,111.75,10.43,19.71,12.45,52.44,16.79,17.27,25.23,133.54,11.58,37.43,84.72,139.91,26.75,8.07,20.4,81.73
2016-12-20,107.5,45.72,27.94,15.63,34.69,57.65,20.1,41.44,27.49,31.58,108.25,111.35,97.21,25.66,89.22,84.36,60.01,10.5,111.88,10.42,19.68,12.39,52.44,16.78,17.44,25.01,134.15,11.52,37.9,84.86,140.9,26.59,7.81,20.07,80.72
2016-12-21,107.34,45.72,27.49,15.52,34.11,57.62,19.79,41.22,27.4,31.31,107.68,111.42,96.41,25.65,89.03,84.31,61.42,10.09,110.85,10.5,19.87,12.42,52.18,17.0,17.36,25.02,133.69,11.25,37.2,84.09,141.95,26.59,7.65,19.88,81.22
2016-12-22,107.54,45.71,27.64,15.5,34.12,57.58,19.77,41.41,27.51,32.09,107.84,111.22,95.3,25.71,88.23,84.32,60.1,10.26,110.58,10.54,19.92,12.6,51.59,17.02,17.68,24.59,131.93,11.19,37.69,83.84,140.5,26.65,7.98,20.28,80.86
2016-12-23,107.19,45.71,28.39,15.66,34.37,57.64,19.8,41.92,27.43,32.5,108.6,111.39,95.7,25.74,89.0,84.3,61.56,10.13,111.31,10.47,19.76,12.45,52.12,16.91,17.26,25.09,133.53,11.53,37.58,84.54,143.19,26.65,7.83,20.09,80.94
2016-12-27,107.33,45.71,28.46,15.78,34.72,57.56,19.85,42.03,27.67,32.72,108.39,111.44,96.63,25.73,89.9,84.28,64.88,9.56,112.13,10.38,19.62,12.25,53.35,16.58,17.47,24.84,135.75,11.79,37.3,85.08,142.0,26.73,7.54,19.75,81.25
2016-12-28,107.88,45.71,27.73,15.82,35.26,57.97,20.25,40.11,27.0,33.62,110.4,111.33,95.41,25.82,88.14,84.43,61.2,10.18,109.45,10.64,20.11,12.61,51.52,17.11,17.94,24.27,131.81,11.59,38.25,83.05,141.25,26.44,8.21,20.61,80.21
2016-12-30,107.73,45.72,28.3,15.97,35.39,57.95,20.3,41.19,27.73,34.02,109.63,111.11,96.07,25.68,87.27,84.38,58.63,10.57,109.92,10.59,20.0,12.78,50.75,17.32,17.74,24.49,129.75,12.2,36.22,83.38,137.01,26.71,8.02,20.4,82.08
2017-01-03,108.37,45.72,29.3,15.84,35.95,58.9,20.73,41.0,27.05,34.97,112.14,112.17,97.78,25.88,88.44,84.42,57.86,10.64,111.63,10.42,19.7,12.51,51.95,16.97,18.66,23.27,132.42,11.65,37.78,84.68,135.05,26.37,6.84,18.89,79.18
2017-01-05,108.43,45.72,29.95,15.85,35.97,58.97,20.56,41.08,27.04,35.03,111.83,112.15,96.83,25.69,89.73,84.41,56.51,10.86,112.01,10.37,19.61,12.24,52.15,16.74,19.0,22.84,135.24,11.72,38.0,84.99,133.55,26.39,6.54,18.47,80.03
2017-01-06,108.54,45.71,30.16,15.71,35.92,58.82,20.54,40.06,27.05,35.18,112.41,111.94,96.31,25.86,91.19,84.43,58.0,10.63,112.53,10.33,19.54,11.93,53.28,16.45,19.28,22.41,138.69,11.28,38.0,85.37,137.27,26.42,6.56,18.51,79.59
2017-01-09,108.45,45.72,30.61,15.66,36.13,58.92,20.57,39.07,26.81,35.37,112.93,111.5,95.7,25.35,91.72,84.45,59.3,10.36,111.9,10.39,19.63,11.85,53.18,16.5,19.12,22.56,139.64,10.96,37.26,84.92,140.36,26.33,6.34,18.19,78.96
2017-01-10,108.53,45.71,30.8,15.63,36.19,58.85,20.77,38.25,27.24,34.75,112.88,111.11,96.57,25.43,92.08,84.46,60.04,10.18,111.68,10.41,19.68,11.75,53.06,16.5,19.33,22.39,140.6,10.64,37.26,84.69,139.8,26.5,6.41,18.26,79.3
2017-01-11,108.5,45.71,29.83,15.85,36.57,59.42,20.93,38.29,26.51,35.88,113.67,111.21,96.49,25.54,92.42,84.44,59.4,10.25,112.21,10.35,19.56,46.82,53.71,16.27,19.0,22.65,70.68,22.19,37.17,85.15,70.09,26.18,30.23,17.78,77.57
2017-01-13,108.81,45.71,28.99,16.06,36.6,59.41,20.92,38.6,26.15,35.73,115.89,111.4,96.81,25.73,92.37,84.55,59.78,10.26,111.5,10.42,19.7,46.84,53.45,16.4,19.7,21.88,70.65,22.8,37.66,84.61,69.99,25.94,31.48,18.14,74.93
2017-01-17,108.6,45.71,29.69,15.8,36.69,59.2,20.94,38.42,26.32,35.99,115.71,112.5,95.84,25.81,92.59,84.5,57.61,10.61,111.9,10.38,19.63,46.67,53.77,16.31,19.24,22.4,70.9,21.19,38.55,84.93,68.79,26.02,30.01,17.71,75.32
2017-01-18,108.06,45.72,29.35,15.77,36.48,59.1,20.91,38.71,26.63,36.13,114.32,112.82,96.52,25.88,92.9,84.39,58.98,10.32,112.3,10.34,19.56,46.4,53.86,16.23,18.61,23.15,71.25,21.38,38.42,85.2,68.96,26.21,29.79,17.65,77.75
2017-01-19,108.22,45.71,28.5,15.77,36.66,59.31,20.87,38.07,26.07,36.92,115.52,113.21,95.55,25.68,92.84,84.52,60.41,10.08,111.52,10.41,19.68,46.46,54.6,16.16,18.5,23.23,71.1,21.26,38.19,84.6,70.74,25.95,28.5,17.26,75.62
2017-01-23,108.33,45.71,28.13,15.95,37.13,59.45,20.99,37.71,25.97,37.3,115.69,113.54,96.14,25.64,93.5,84.53,60.77,10.0,111.58,10.4,19.65,45.97,54.71,15.91,18.74,22.92,71.87,21.84,39.1,84.72,68.82,25.89,27.24,16.89,75.24
2017-01-24,107.98,45.71,27.62,15.8,37.44,60.01,21.29,38.56,26.1,37.69,114.14,114.85,99.14,25.72,95.57,84.48,66.14,9.18,114.96,10.07,19.06,44.45,56.87,15.51,18.06,23.8,74.29,21.56,39.72,87.32,71.53,25.89,24.6,16.05,75.84
2017-01-25,107.86,45.72,28.3,15.89,37.58,60.18,21.32,39.49,26.3,37.5,113.24,115.04,100.0,25.76,96.59,84.46,66.72,9.06,116.0,9.99,18.9,43.75,57.46,15.21,17.82,23.98,75.49,22.13,39.85,88.07,73.62,25.96,24.29,15.97,76.42
2017-01-26,108.03,45.72,27.9,15.9,37.43,60.02,21.42,38.67,26.16,37.63,112.93,114.21,99.37,25.81,96.83,84.5,66.36,9.12,115.99,9.99,18.89,43.55,57.59,15.3,18.07,23.72,75.79,21.96,39.43,88.06,71.7,25.95,24.23,15.95,77.53
2017-01-27,108.16,45.71,28.14,15.68,37.19,59.45,21.41,37.51,26.52,37.33,113.58,113.44,97.05,25.7,96.19,84.51,66.74,9.08,114.13,10.15,19.21,44.01,56.78,15.37,18.11,23.67,74.97,21.78,39.18,86.61,73.77,26.05,24.83,16.15,76.71
2017-01-30,108.08,45.72,27.58,15.78,37.3,59.63,21.26,35.95,25.87,37.24,115.25,113.11,96.15,25.67,94.66,84.51,65.59,9.18,112.33,10.32,19.52,45.02,55.48,15.72,18.08,23.75,73.24,21.92,38.71,85.23,71.48,25.77,25.6,16.41,74.59
2017-01-31,107.77,45.7,29.48,15.8,37.49,60.01,21.66,36.48,25.96,37.26,114.65,113.67,98.32,26.02,96.2,84.41,66.62,9.08,114.24,10.12,19.16,43.9,56.86,15.31,18.08,23.74,75.16,22.04,38.75,86.72,71.49,25.82,23.97,15.85,75.65
2017-02-01,108.06,45.7,29.7,15.97,37.48,59.92,21.82,35.25,25.68,37.29,116.25,113.76,96.75,25.67,95.92,84.48,65.33,9.09,112.62,10.29,19.44,44.16,55.99,15.58,18.42,23.23,74.66,22.61,39.0,85.53,71.44,25.69,24.51,16.04,74.0
2017-02-02,108.12,45.71,30.35,15.85,37.68,60.01,21.94,36.01,25.95,37.55,115.74,114.17,98.17,26.02,96.29,84.53,67.92,8.85,114.94,10.05,19.03,43.85,57.0,15.4,18.22,23.48,75.19,22.29,39.25,87.24,72.5,25.82,23.47,15.73,74.51
2017-02-03,108.22,45.71,30.36,15.91,37.7,59.52,22.02,36.67,26.14,37.35,117.07,114.21,98.7,26.08,96.25,84.53,68.63,8.78,115.02,10.06,19.04,43.93,57.1,15.27,18.31,23.34,75.13,22.4,39.33,87.37,72.56,25.86,24.01,15.88,73.7
2017-02-06,108.3,45.72,30.67,15.71,37.58,59.58,21.92,35.22,26.31,37.23,117.3,113.95,98.9,25.97,97.19,84.55,69.99,8.63,115.82,9.98,18.87,43.26,57.78,15.1,18.33,23.33,76.18,21.18,39.17,87.97,73.0,25.96,23.37,15.67,73.8
2017-02-07,108.61,45.71,30.15,15.75,37.49,59.58,21.99,33.76,26.28,36.93,118.11,114.3,97.37,26.01,97.27,84.57,70.4,8.56,114.62,10.1,19.11,43.2,58.1,15.02,19.08,22.38,76.28,20.86,39.51,87.05,73.06,25.9,23.97,15.87,73.3
2017-02-08,108.61,45.71,30.41,15.91,37.86,59.83,22.24,35.01,26.3,37.53,118.32,114.83,98.44,26.11,98.09,84.56,70.33,8.56,116.0,9.97,18.85,42.67,58.71,14.91,19.11,22.36,77.2,21.85,40.2,88.1,73.0,25.9,23.4,15.69,73.85
2017-02-09,108.26,45.72,30.83,16.01,37.95,59.93,22.23,36.39,26.67,37.84,116.68,115.75,100.88,26.04,98.97,84.53,69.57,8.63,118.22,9.79,18.49,42.08,59.45,14.66,18.46,23.04,78.33,22.38,40.32,89.84,72.68,26.09,22.16,15.25,75.6
2017-02-10,108.34,45.71,31.25,15.9,38.22,60.38,22.19,36.23,26.64,38.36,116.72,116.2,101.92,26.27,99.83,84.5,68.69,8.74,119.92,9.63,18.23,41.57,59.77,14.59,18.5,23.0,79.23,21.81,40.58,91.03,72.38,26.08,21.15,14.92,75.77
2017-02-13,108.3,45.72,31.54,15.97,38.34,60.17,22.17,36.94,26.66,38.55,117.5,115.99,101.29,26.3,100.37,84.51,68.21,8.81,120.62,9.58,18.12,41.19,60.29,14.44,18.55,22.95,79.94,22.19,40.5,91.58,71.96,26.06,20.5,14.68,75.25
2017-02-14,107.92,45.72,32.11,15.87,38.38,60.04,21.92,36.42,27.01,39.2,116.34,116.42,101.53,25.99,100.82,84.42,68.09,8.79,122.0,9.47,17.91,40.87,60.85,14.33,17.88,23.86,80.59,21.63,40.74,92.59,71.84,26.24,18.73,14.07,77.07
2017-02-15,108.01,45.71,33.33,15.91,38.73,60.54,22.17,36.58,26.5,40.27,117.94,117.04,102.77,26.09,102.31,84.45,69.65,8.64,124.27,9.3,17.59,40.01,61.62,14.12,18.05,23.57,82.28,21.99,41.3,94.39,73.1,26.0,19.9,14.51,75.53
2017-02-16,108.37,45.72,32.9,15.71,38.24,60.3,22.1,34.48,26.4,39.09,118.2,116.49,101.96,26.37,101.85,84.52,68.83,8.71,122.67,9.41,17.82,40.3,61.58,14.14,18.66,22.77,81.67,21.51,41.29,93.17,73.0,25.96,21.11,14.95,74.41
2017-02-17,108.24,45.71,33.46,15.85,38.61,60.44,22.43,35.33,27.06,39.96,117.04,117.74,103.0,26.32,103.38,84.5,72.19,8.39,125.19,9.23,17.45,39.39,63.23,13.86,18.27,23.27,83.62,22.64,41.27,95.09,74.7,26.21,19.66,14.43,75.68
2017-02-21,108.54,45.71,33.8,15.69,38.75,60.39,22.55,34.6,27.13,39.97,117.86,118.55,104.19,26.6,103.81,84.56,73.89,8.14,125.96,9.17,17.34,39.15,63.14,13.77,18.76,22.66,84.1,21.71,42.31,95.67,76.16,26.23,21.05,14.93,74.82
2017-02-22,108.56,45.71,33.91,15.83,39.14,60.88,22.78,34.59,26.88,40.75,118.77,118.68,104.15,26.81,104.37,84.58,73.12,8.12,127.4,9.07,17.15,38.83,64.05,13.58,18.66,22.78,84.71,22.55,42.83,96.73,75.22,26.11,20.96,14.9,74.43
2017-02-23,108.88,45.72,34.08,15.74,38.46,60.17,22.63,33.3,26.83,38.84,119.75,118.12,101.37,26.98,102.41,84.63,66.78,8.89,124.93,9.24,17.47,39.93,62.48,13.88,19.02,22.32,82.26,21.99,42.25,94.92,73.98,26.08,23.61,15.83,73.76
2017-02-24,108.95,45.71,34.93,15.72,38.37,60.19,22.75,33.08,26.73,38.44,119.73,118.54,102.82,27.25,103.3,84.64,70.2,8.5,126.94,9.09,17.21,39.41,64.01,13.61,19.25,22.09,83.38,22.41,42.17,96.41,74.0,26.07,21.42,15.08,73.66
2017-02-27,108.8,45.73,35.3,15.63,38.32,60.32,22.82,33.45,26.73,38.48,119.7,118.33,103.86,27.13,103.85,84.58,72.4,8.23,126.93,9.1,17.2,39.07,63.88,13.63,19.11,22.25,84.17,21.71,42.65,96.4,74.3,26.08,21.46,15.03,73.45
2017-02-28,108.13,45.7,35.8,15.81,38.31,60.75,22.85,34.43,27.11,38.3,117.98,119.0,104.13,26.95,104.56,84.37,71.9,8.26,129.66,8.88,16.82,38.69,64.0,13.52,18.16,23.25,84.95,22.3,43.19,98.49,74.17,26.32,20.33,14.71,75.82
2017-03-01,107.93,45.7,36.18,15.62,38.21,60.7,22.59,35.1,27.24,38.37,117.75,119.69,105.3,27.2,105.48,84.35,73.11,8.09,131.55,8.75,16.57,38.12,65.71,13.26,18.02,23.48,86.16,21.2,43.44,99.93,75.75,26.39,21.38,15.06,76.59
2017-03-02,107.92,45.71,35.78,15.56,38.08,60.7,22.78,34.6,26.94,37.94,116.95,119.51,103.0,27.23,104.28,84.32,70.4,8.37,129.25,8.91,16.85,38.81,64.3,13.47,18.15,23.36,84.64,21.12,42.74,98.18,73.83,26.31,20.8,14.87,76.53
2017-03-03,107.94,45.7,36.45,15.69,38.26,60.71,22.92,34.01,26.73,38.62,117.35,119.04,102.3,27.25,104.13,84.35,69.04,8.5,128.06,8.99,17.0,38.89,64.01,13.52,18.08,23.41,84.36,21.6,43.27,97.23,74.33,26.2,20.06,14.6,75.61
2017-03-06,107.8,45.72,35.24,15.64,38.33,60.47,22.9,34.8,26.93,38.46,116.11,118.77,101.71,27.1,103.95,84.34,69.88,8.44,127.92,9.01,17.03,38.99,64.63,13.5,17.78,23.82,84.16,21.85,42.97,97.09,73.79,26.31,19.41,14.36,76.09
2017-03-07,107.39,45.71,35.0,15.48,38.17,60.5,22.74,33.24,26.98,37.39,114.99,118.58,101.24,27.0,104.06,84.24,71.78,8.26,127.79,9.0,17.04,38.91,64.74,13.43,17.27,24.48,84.48,20.88,43.02,97.07,75.26,26.34,19.02,14.21,76.91
2017-03-08,107.32,45.7,35.54,15.11,37.7,60.47,22.72,30.66,26.8,36.82,114.78,118.75,99.78,26.62,104.33,84.27,71.09,8.34,126.73,9.07,17.18,38.76,64.64,13.47,17.24,24.51,84.71,18.83,42.42,96.22,75.33,26.31,19.46,14.38,77.09
2017-03-09,107.23,45.71,36.78,15.05,37.9,60.95,22.78,32.06,26.58,37.27,114.45,119.27,100.39,26.73,105.4,84.23,72.88,8.1,128.83,8.92,16.89,38.14,65.57,13.19,17.16,24.6,86.0,18.65,42.54,97.85,76.0,26.26,19.1,14.25,77.75
