Date,BSV,SQQQ,TECL,TQQQ,UPRO,UVXY
2014-04-10,80.26,61.45,86.67,53.89,90.94,66.9
2014-04-11,80.2,59.96,89.26,55.1,93.06,65.96
2014-04-14,80.2,59.37,90.24,55.65,94.98,64.41
2014-04-15,80.18,57.07,93.18,57.81,97.97,59.78
2014-04-16,80.09,56.96,92.27,57.84,98.35,58.16
2014-04-17,80.09,55.73,93.52,59.15,99.47,55.86
2014-04-21,80.08,54.35,94.83,60.6,100.71,55.69
2014-04-22,80.09,55.8,91.51,58.95,100.09,56.16
2014-04-23,80.09,54.2,93.8,60.69,100.69,57.48
2014-04-24,80.14,56.78,90.28,57.76,98.17,58.42
2014-04-25,80.14,56.19,92.65,58.38,99.09,55.8
2014-04-28,80.13,54.9,94.66,59.67,100.48,53.83
2014-04-29,80.2,54.42,95.36,60.2,101.48,54.0
2014-04-30,80.17,53.97,95.71,60.75,101.43,53.84
2014-05-01,80.16,54.24,95.23,60.44,101.02,53.4
2014-05-02,80.15,53.43,96.39,61.3,101.55,52.15
2014-05-05,80.15,55.45,93.29,58.93,98.9,52.89
2014-05-06,80.2,55.96,93.54,58.4,100.65,50.84
2014-05-07,80.26,56.15,94.04,58.2,100.31,51.05
2014-05-08,80.24,55.48,94.52,58.91,100.79,48.8
2014-05-09,80.22,52.79,98.16,61.75,103.63,45.91
2014-05-12,80.29,52.65,98.27,61.88,103.93,46.15
2014-05-13,80.36,53.46,97.17,60.96,102.44,45.66
2014-05-14,80.4,54.68,95.37,59.55,99.64,46.59
2014-05-15,80.37,53.65,97.48,60.66,100.79,44.46
2014-05-16,80.4,52.5,99.2,61.96,101.89,43.35
2014-05-19,80.45,53.08,97.31,61.27,99.91,42.57
2014-05-20,80.43,51.59,99.32,63.01,102.4,41.21
2014-05-21,80.4,50.9,99.96,63.79,103.22,41.22
2014-05-22,80.41,49.75,102.42,65.24,104.43,40.54
2014-05-23,80.42,47.83,105.01,67.67,106.4,38.08
2014-05-27,80.5,48.32,104.49,67.03,106.1,37.89
2014-05-28,80.48,47.42,105.89,68.39,107.75,37.56
2014-05-29,80.45,47.39,106.17,68.35,108.2,37.4
2014-05-30,80.3,47.51,105.84,68.16,108.68,36.96
2014-06-02,80.25,47.57,105.28,68.06,108.51,37.25
2014-06-03,80.26,47.04,105.98,68.79,109.04,36.52
2014-06-04,80.29,45.86,108.32,70.57,111.3,33.81
2014-06-05,80.26,45.07,109.43,71.78,112.88,30.46
2014-06-06,80.2,45.19,110.36,71.58,113.19,31.18
2014-06-09,80.16,44.94,110.56,71.99,113.27,30.11
2014-06-10,80.17,44.98,109.93,71.88,112.13,31.46
2014-06-11,80.22,46.15,107.09,70.0,109.68,34.5
2014-06-12,80.17,45.78,108.79,70.48,110.68,33.27
2014-06-13,80.15,45.65,109.1,70.74,110.87,33.15
2014-06-16,80.08,45.56,109.68,70.84,111.76,30.94
2014-06-17,80.15,44.77,111.4,71.96,114.31,27.63
2014-06-18,80.17,44.87,110.72,71.85,114.69,27.85
2014-06-19,80.15,44.75,110.07,72.11,115.39,28.58
2014-06-20,80.13,44.68,110.66,72.19,115.25,27.14
2014-06-23,80.19,44.83,109.07,71.99,113.16,29.18
2014-06-24,80.21,43.95,110.67,73.3,114.57,27.02
2014-06-25,80.27,43.9,110.02,73.5,114.4,27.73
2014-06-26,80.3,43.3,111.84,74.23,115.04,27.21
2014-06-27,80.34,43.11,112.36,74.75,114.86,26.66
2014-06-30,80.23,41.64,115.76,77.29,117.1,25.3
2014-07-01,80.15,41.47,116.0,77.59,117.41,24.74
2014-07-02,80.07,40.73,117.61,78.52,119.29,24.08
2014-07-03,80.08,41.04,117.59,78.48,118.0,25.07
2014-07-07,80.14,42.49,114.61,75.59,115.75,25.89
2014-07-08,80.18,41.57,116.07,77.3,117.2,24.87
2014-07-09,80.22,41.96,115.56,76.57,115.79,26.63
2014-07-10,80.25,41.18,116.85,77.9,116.34,25.98
2014-07-11,80.21,40.4,119.65,79.39,117.97,24.53
2014-07-14,80.16,40.82,119.31,78.56,117.36,25.39
2014-07-15,80.17,40.33,122.19,79.45,118.64,24.13
2014-07-16,80.26,41.93,117.45,76.28,114.57,28.81
2014-07-17,80.2,39.96,122.03,79.89,118.06,24.96
2014-07-18,80.16,40.1,121.35,79.6,117.34,26.17
2014-07-21,80.21,39.28,124.49,81.18,118.92,25.06
2014-07-22,80.21,38.56,125.03,82.7,119.72,25.48
2014-07-23,80.16,38.67,124.44,82.45,119.75,25.14
2014-07-24,80.18,39.15,124.0,81.4,118.11,26.68
2014-07-25,80.14,39.09,124.9,81.5,118.18,26.37
2014-07-28,80.15,39.29,124.27,81.09,116.68,26.25
2014-07-29,80.08,38.82,124.64,82.06,116.68,27.15
2014-07-30,80.07,41.18,117.36,77.06,109.76,31.74
2014-07-31,80.18,41.64,115.49,76.17,108.7,34.77
2014-08-01,80.22,40.78,117.92,77.73,111.04,31.48
2014-08-04,80.18,41.7,114.95,75.91,107.75,35.98
2014-08-05,80.24,41.79,113.55,75.78,107.86,36.24
2014-08-06,80.31,42.21,112.22,75.05,106.09,37.72
2014-08-07,80.28,41.3,114.11,76.61,109.79,34.71
2014-08-08,80.3,40.52,116.06,78.04,110.84,31.85
2014-08-11,80.26,40.6,115.67,77.86,110.31,31.39
2014-08-12,80.32,39.3,119.06,80.39,112.7,27.9
2014-08-13,80.36,38.69,119.75,81.63,114.12,26.06
2014-08-14,80.3,38.14,119.98,82.74,114.07,26.01
2014-08-15,80.29,37.25,123.06,84.74,116.88,24.08
2014-08-18,80.3,36.58,125.43,86.2,118.72,23.6
2014-08-19,80.2,36.59,125.76,86.2,119.72,23.95
2014-08-20,80.21,36.42,127.45,86.69,120.78,24.08
2014-08-21,80.21,36.24,127.28,87.03,120.14,23.88
2014-08-22,80.15,35.85,127.64,88.0,121.95,23.41
2014-08-25,80.21,35.7,127.83,88.3,122.28,23.81
2014-08-26,80.22,35.72,127.88,88.31,122.15,24.13
2014-08-27,80.22,35.84,127.25,87.95,121.89,24.98
2014-08-28,80.27,35.41,128.87,88.98,122.88,24.6
2014-08-29,80.11,35.11,129.26,89.72,122.63,24.94
2014-09-02,80.11,35.71,127.17,88.18,122.56,24.32
2014-09-03,80.12,35.82,126.56,87.9,121.87,24.4
2014-09-04,80.15,35.26,129.02,89.26,123.6,23.44
2014-09-05,80.11,35.06,129.19,89.71,122.65,23.54
2014-09-08,80.03,35.93,126.55,87.53,120.34,24.76
2014-09-09,79.94,35.05,129.23,89.56,121.7,24.42
2014-09-10,79.99,35.12,129.81,89.49,122.04,24.3
2014-09-11,79.94,35.66,127.82,88.08,119.9,25.41
2014-09-12,80.0,36.71,126.05,85.43,119.61,26.68
2014-09-15,80.03,35.76,128.49,87.74,122.33,24.04
2014-09-16,79.97,35.58,129.31,88.17,122.78,23.59
2014-09-17,79.95,34.79,131.91,90.07,124.7,22.92
2014-09-18,79.96,34.86,131.05,89.87,124.5,22.91
2014-09-19,80.01,35.8,128.11,87.43,121.46,24.51
2014-09-22,80.05,36.09,127.3,86.67,119.4,26.31
2014-09-23,80.04,34.99,129.63,89.48,122.16,24.59
2014-09-24,80.09,37.13,121.6,83.8,116.23,28.23
2014-09-25,80.05,35.92,125.26,86.48,119.07,26.31
2014-09-26,80.07,36.06,125.01,86.19,118.33,28.91
2014-09-29,80.07,35.91,126.18,86.51,117.36,29.6
2014-09-30,80.17,37.65,120.31,82.37,112.64,31.0
2014-10-01,80.14,37.68,120.31,82.33,112.57,30.25
2014-10-02,80.04,36.55,123.15,84.81,116.3,26.56
2014-10-03,80.14,36.75,123.19,84.23,115.87,27.39
2014-10-06,80.2,38.32,117.58,80.67,110.58,31.29
2014-10-07,80.38,36.1,124.06,85.33,116.33,26.0
2014-10-08,80.33,37.83,117.94,81.08,109.33,30.64
2014-10-09,80.37,40.66,109.04,75.01,105.61,37.52
2014-10-10,80.52,42.52,105.05,71.5,100.4,45.24
2014-10-13,80.52,42.56,105.38,71.63,100.92,43.65
2014-10-14,80.7,43.38,103.49,70.1,98.46,44.6
2014-10-15,80.66,44.19,101.42,69.01,98.4,45.83
2014-10-16,80.58,42.47,105.38,71.71,102.1,41.8
2014-10-17,80.6,40.56,107.51,74.8,104.99,35.57
2014-10-20,80.57,37.35,113.9,80.65,111.19,30.21
2014-10-21,80.57,37.95,111.78,79.4,108.87,34.72
2014-10-22,80.48,36.16,115.84,83.03,112.69,30.91
2014-10-23,80.43,35.33,118.92,84.94,115.07,30.21
2014-10-24,80.46,35.22,119.4,85.26,114.67,29.35
2014-10-27,80.42,33.66,124.33,89.07,118.49,25.53
2014-10-28,80.3,34.02,123.52,88.0,118.18,26.27
2014-10-29,80.3,33.77,124.7,88.55,120.47,26.43
2014-10-30,80.31,32.4,130.56,92.2,124.44,25.11
2014-10-31,80.17,32.09,132.18,93.15,124.64,25.91
2014-11-03,80.17,32.42,132.31,92.16,123.44,25.59
2014-11-04,80.12,32.39,133.29,92.15,125.68,24.95
2014-11-05,80.1,32.11,133.22,92.94,127.26,23.61
2014-11-06,80.21,32.2,133.48,92.71,127.6,22.95
2014-11-07,80.15,31.85,134.5,93.66,128.67,21.19
2014-11-10,80.13,31.54,134.84,94.55,129.05,21.15
2014-11-11,80.15,31.38,136.25,95.07,128.68,21.67
2014-11-12,80.18,30.99,138.35,96.29,129.06,22.15
2014-11-13,80.23,30.69,141.34,97.18,129.2,22.31
2014-11-14,80.19,30.98,140.43,96.27,129.45,22.24
2014-11-17,80.22,30.27,142.12,98.43,131.66,21.41
2014-11-18,80.21,30.66,139.14,97.18,130.99,22.47
2014-11-19,80.24,30.26,141.23,98.47,131.67,22.03
2014-11-20,80.27,30.07,141.8,99.18,133.89,21.17
2014-11-21,80.3,29.34,144.08,101.42,134.93,20.2
2014-11-24,80.33,29.23,144.54,101.75,134.81,19.96
2014-11-25,80.36,28.65,148.0,103.83,135.71,19.25
2014-11-26,80.44,28.24,150.19,105.38,134.82,20.25
2014-11-28,80.38,29.22,145.36,101.49,132.07,22.02
2014-12-01,80.23,28.86,145.1,102.58,134.42,19.55
2014-12-02,80.24,28.7,146.6,103.51,136.14,18.85
2014-12-03,80.28,28.77,146.8,103.2,135.61,18.82
2014-12-04,80.04,28.74,146.27,103.27,136.21,18.24
2014-12-05,80.08,29.39,141.91,101.04,133.56,19.59
2014-12-08,80.13,29.05,142.11,102.02,133.16,20.02
2014-12-09,80.2,30.46,135.44,97.08,126.86,24.31
2014-12-10,80.13,30.02,137.12,98.6,128.61,27.26
2014-12-11,80.3,30.99,130.87,95.34,122.5,30.12
2014-12-12,80.16,31.95,128.51,92.48,119.76,28.74
2014-12-15,80.27,33.5,123.16,87.89,117.09,31.43
2014-12-16,80.2,31.76,130.41,92.61,124.18,24.77
2014-12-17,80.06,29.37,141.69,99.4,133.03,23.36
2014-12-18,80.04,29.0,142.24,100.51,134.91,22.87
2014-12-19,80.04,28.78,146.99,101.42,136.4,20.72
2014-12-22,79.73,29.06,148.0,100.45,137.15,20.83
2014-12-23,79.72,28.99,147.49,100.66,137.14,20.43
2014-12-24,79.77,28.38,149.48,102.7,138.36,20.78
2014-12-26,79.88,28.4,147.07,102.72,138.86,20.7
2014-12-29,79.91,28.94,144.35,100.6,136.73,21.7
2014-12-30,79.95,29.84,139.2,97.45,132.61,25.18
2014-12-31,79.95,30.03,138.81,96.65,132.25,24.34
2015-01-02,80.02,31.51,132.55,92.3,125.27,27.89
2015-01-05,80.09,32.67,127.61,88.64,121.74,29.14
2015-01-06,80.16,31.46,130.51,92.05,126.23,27.25
2015-01-07,80.17,29.62,138.84,97.3,132.89,23.82
2015-01-08,80.25,30.2,137.72,95.33,129.63,25.54
2015-01-09,80.27,31.15,133.16,92.4,126.59,28.01
2015-01-12,80.35,31.17,133.01,92.32,125.46,29.68
2015-01-13,80.48,31.7,130.46,90.9,123.26,30.77
2015-01-14,80.64,32.94,125.76,87.29,119.89,32.54
2015-01-15,80.58,31.78,129.71,90.4,124.36,31.25
2015-01-16,80.5,31.01,132.46,92.4,125.35,30.68
2015-01-20,80.41,30.52,132.68,93.82,127.19,27.89
2015-01-21,80.39,28.85,139.33,99.04,132.93,24.17
2015-01-22,80.44,28.68,139.73,99.7,130.61,25.42
2015-01-23,80.41,28.74,137.78,99.48,131.7,23.11
2015-01-26,80.45,30.96,125.61,91.78,126.45,25.04
2015-01-27,80.53,31.45,125.0,90.2,121.3,29.18
2015-01-28,80.51,30.56,128.5,92.81,124.81,27.12
2015-01-29,80.71,31.28,124.1,90.68,120.05,32.39
2015-01-30,80.56,30.47,127.54,93.06,124.44,29.03
2015-02-02,80.46,29.55,131.98,95.6,129.83,26.25
2015-02-03,80.5,29.65,132.62,95.35,128.41,27.77
2015-02-04,80.49,28.91,136.2,97.88,132.41,25.64
2015-02-05,80.18,29.41,135.07,96.1,131.24,27.86
2015-02-06,80.16,29.7,134.5,95.04,129.45,28.16
2015-02-09,80.09,28.28,140.22,99.59,133.62,25.98
2015-02-10,80.09,28.0,141.92,100.71,133.84,26.26
2015-02-11,80.14,27.01,147.95,104.23,137.66,23.2
2015-02-12,80.11,26.3,150.75,106.86,139.44,22.6
2015-02-13,80.04,26.23,150.78,107.15,140.16,22.73
2015-02-17,80.16,26.14,151.28,107.61,140.02,22.33
2015-02-18,80.11,25.74,152.63,109.23,139.75,21.35
2015-02-19,80.11,25.23,155.21,111.33,142.29,19.8
2015-02-20,80.15,25.13,155.75,111.77,142.19,19.95
2015-02-23,80.31,25.07,156.78,112.0,143.39,18.27
2015-02-24,80.3,25.27,154.15,111.1,142.92,18.49
2015-02-25,80.19,24.89,157.32,112.79,142.45,18.06
2015-02-26,80.24,25.2,155.28,111.3,141.04,17.85
2015-02-27,80.08,24.52,159.3,114.3,143.68,16.67
2015-03-02,79.98,24.86,155.89,112.66,141.9,17.37
2015-03-03,80.02,25.13,153.71,111.41,140.03,17.32
2015-03-04,80.1,25.03,153.31,111.9,140.52,16.88
2015-03-05,79.91,25.91,147.72,108.05,134.49,18.36
2015-03-06,79.98,25.67,149.73,109.09,136.26,17.84
2015-03-09,80.04,27.07,140.79,103.05,129.6,18.99
2015-03-10,80.06,27.56,137.78,101.24,128.65,19.83
2015-03-11,80.14,26.99,140.54,103.18,133.56,17.49
2015-03-12,80.13,27.34,138.14,101.85,131.1,18.25
2015-03-13,80.11,26.3,142.97,105.75,136.45,17.4
2015-03-16,80.09,26.16,143.24,106.34,135.14,17.22
2015-03-17,80.4,25.35,148.5,109.4,139.89,15.71
2015-03-18,80.25,25.26,147.79,109.93,138.02,15.73
2015-03-19,80.4,24.71,150.01,112.21,141.67,15.25
2015-03-20,80.41,24.92,150.33,111.27,140.91,14.69
2015-03-23,80.41,25.18,148.81,110.14,138.43,14.56
2015-03-24,80.38,26.93,137.57,102.45,132.21,15.83
2015-03-25,80.35,27.21,137.68,101.61,131.34,15.62
2015-03-26,80.41,26.87,138.18,102.59,132.14,15.25
2015-03-27,80.44,25.92,142.97,106.28,137.02,14.31
2015-03-30,80.52,26.76,139.07,102.99,133.46,15.03
2015-03-31,80.46,27.17,137.89,101.25,132.06,15.0
2015-04-01,80.48,27.11,138.55,101.42,133.25,14.41
2015-04-02,80.61,26.48,141.55,103.86,136.09,13.81
2015-04-06,80.55,26.6,140.71,103.38,134.99,13.72
2015-04-07,80.49,25.97,142.24,105.84,136.38,13.19
2015-04-08,80.41,25.48,143.67,107.81,138.23,12.32
2015-04-09,80.41,25.16,145.04,109.1,140.39,11.21
2015-04-10,80.46,25.36,143.86,108.29,138.56,11.81
2015-04-13,80.48,25.58,142.29,107.36,139.3,11.53
2015-04-14,80.55,25.1,145.92,109.26,141.14,11.03
2015-04-15,80.57,25.19,144.59,108.88,141.01,10.6
2015-04-16,80.56,26.34,138.37,103.79,136.14,11.32
2015-04-17,80.52,25.18,145.53,108.43,139.84,10.54
2015-04-20,80.52,24.85,145.07,109.82,139.37,10.53
2015-04-21,80.41,24.47,149.55,111.6,141.4,10.33
2015-04-22,80.48,24.18,151.64,112.94,142.47,10.11
2015-04-23,80.53,23.21,155.18,117.36,143.49,9.92
2015-04-24,80.51,23.36,156.9,116.61,141.6,10.51
2015-04-27,80.45,23.51,158.29,115.85,142.9,9.765
2015-04-28,80.43,23.94,156.17,113.64,141.16,10.26
2015-04-29,80.37,25.08,149.72,108.3,136.92,10.82
2015-04-30,80.21,24.07,154.86,112.68,141.3,9.77
2015-05-01,80.22,23.95,155.23,113.08,142.67,9.81
2015-05-04,80.24,25.11,148.8,107.72,137.59,10.44
2015-05-05,80.17,25.65,144.92,105.42,135.94,10.8
2015-05-06,80.22,25.21,147.59,107.23,137.59,10.63
2015-05-07,80.34,24.26,153.53,111.16,142.94,9.54
2015-05-08,80.22,24.54,151.23,109.94,140.97,10.05
2015-05-11,80.21,24.88,149.06,108.52,139.62,9.97
2015-05-12,80.26,24.71,151.2,109.08,139.78,9.63
2015-05-13,80.34,23.63,158.18,113.91,144.16,9.25
2015-05-14,80.42,23.59,156.69,113.9,144.59,9.07
2015-05-15,80.34,23.33,158.81,115.3,145.93,8.47
2015-05-18,80.2,23.4,157.36,114.97,145.67,8.21
2015-05-19,80.27,23.34,39.56,115.16,72.73,41.34
2015-05-20,80.31,22.99,39.96,116.97,73.35,39.07
2015-05-21,80.27,23.04,39.93,116.65,72.86,39.14
2015-05-22,80.3,23.85,38.34,112.61,70.56,42.07
2015-05-26,80.32,22.67,40.21,118.03,72.42,39.06
2015-05-27,80.36,22.82,40.14,117.16,72.23,39.92
2015-05-28,80.38,23.23,39.3,115.18,70.81,40.49
2015-05-29,80.21,23.02,39.55,116.19,71.27,39.73
2015-06-01,80.16,23.24,39.31,115.13,71.07,40.96
2015-06-02,80.07,23.04,39.55,116.14,71.62,39.54
2015-06-03,80.1,23.53,38.5,113.61,69.96,42.09
2015-06-04,79.97,23.69,38.11,112.75,69.51,40.78
2015-06-05,80.01,24.43,36.88,109.3,68.21,42.47
2015-06-08,79.97,24.54,36.64,108.76,68.1,41.45
2015-06-09,79.92,23.56,38.19,113.07,70.61,37.89
2015-06-10,80.0,23.43,38.31,113.69,71.25,36.22
2015-06-11,79.97,24.0,37.32,110.8,69.57,37.15
2015-06-12,80.0,24.34,36.65,109.27,68.65,40.39
2015-06-15,80.05,24.0,37.25,110.94,69.86,38.79
2015-06-16,80.1,23.77,37.48,111.87,70.2,38.57
2015-06-17,80.15,22.8,38.32,116.6,72.27,36.3
2015-06-18,80.18,23.12,37.54,114.82,71.02,36.95
2015-06-19,80.07,22.59,38.25,117.59,72.47,33.64
2015-06-22,80.06,22.5,38.44,117.88,72.63,31.84
2015-06-23,80.07,22.85,37.92,116.07,71.02,33.05
2015-06-24,80.03,23.0,37.66,115.31,70.32,33.54
2015-06-25,79.98,23.42,36.73,113.17,70.33,33.15
2015-06-26,80.2,25.07,34.37,105.17,65.94,44.47
2015-06-29,80.19,24.79,34.48,106.37,66.4,43.9
2015-06-30,79.95,24.27,35.17,108.55,67.88,37.82
2015-07-01,80.09,24.2,35.2,108.96,67.67,42.45
2015-07-02,80.17,24.37,34.84,108.04,67.12,44.81
2015-07-06,80.18,24.2,34.97,108.59,68.32,40.14
2015-07-07,80.3,25.5,33.27,103.15,64.94,48.1
2015-07-08,80.23,25.55,32.88,102.85,65.26,48.86
2015-07-09,80.09,24.37,34.43,107.63,67.74,41.21
2015-07-10,80.01,23.08,36.0,113.13,69.95,33.18
2015-07-13,80.09,22.62,36.41,115.4,70.93,32.58
2015-07-14,80.16,22.55,36.43,115.95,70.8,32.34
2015-07-15,80.14,21.61,37.81,120.48,72.41,28.06
2015-07-16,80.09,20.66,39.49,125.99,72.64,27.56
2015-07-17,80.02,20.42,40.06,127.4,72.79,27.42
2015-07-20,80.04,20.48,39.41,127.05,71.87,26.93
2015-07-21,80.01,21.12,37.5,122.88,71.44,26.7
2015-07-22,80.07,21.38,37.19,121.41,70.26,27.27
2015-07-23,80.11,22.01,36.61,117.96,68.13,29.12
2015-07-24,80.19,22.54,35.65,114.93,66.91,32.17
2015-07-27,80.17,21.95,36.57,117.96,69.35,27.42
2015-07-28,80.11,21.68,37.33,119.28,70.78,26.45
2015-07-29,80.12,21.41,37.47,120.94,70.79,26.1
2015-07-30,80.22,21.48,37.15,120.57,70.5,26.0
2015-07-31,80.21,21.65,36.57,119.46,69.73,25.25
2015-08-03,80.03,21.82,35.89,118.69,69.35,25.49
2015-08-04,79.96,21.31,36.83,121.47,70.03,25.05
2015-08-05,80.01,22.3,35.86,115.64,68.5,26.86
2015-08-06,80.03,22.43,35.86,115.18,67.91,26.39
2015-08-07,80.02,21.65,37.58,119.07,70.45,24.47
2015-08-10,80.15,22.45,35.91,114.53,68.56,26.65
2015-08-11,80.15,22.24,36.48,115.54,68.75,26.63
2015-08-12,80.07,22.36,36.12,115.02,68.55,25.94
2015-08-13,79.99,22.23,36.57,115.64,69.27,25.86
2015-08-14,80.08,21.7,37.21,118.48,70.44,25.23
2015-08-17,80.04,22.0,36.68,116.59,69.83,25.79
2015-08-18,80.2,22.42,35.92,114.4,68.21,26.77
2015-08-19,80.19,24.33,33.38,104.98,63.9,31.39
2015-08-20,80.29,27.42,29.61,91.92,57.91,42.01
2015-08-21,80.3,30.71,26.51,81.03,51.24,57.27
2015-08-24,80.29,31.1,25.47,79.96,48.84,66.28
2015-08-25,80.2,26.38,29.22,91.5,54.6,54.35
2015-08-26,80.2,24.36,31.27,98.65,58.68,57.31
2015-08-27,80.1,24.4,31.38,98.57,58.69,63.0
2015-08-28,80.07,25.3,30.65,94.91,57.2,67.6
2015-08-31,80.11,27.65,27.73,86.3,52.12,87.28
2015-09-01,80.13,25.37,29.71,93.32,55.02,69.1
2015-09-02,80.13,25.73,29.71,91.78,55.11,68.46
2015-09-03,80.18,26.58,28.36,88.71,52.66,78.34
2015-09-04,80.11,24.34,30.63,96.24,56.63,64.31
2015-09-08,80.13,25.19,29.53,92.89,54.33,67.09
2015-09-09,80.11,24.39,30.27,95.86,55.21,63.8
2015-09-10,80.18,23.94,30.75,97.41,55.99,60.76
2015-09-11,80.15,24.18,30.54,96.54,55.3,60.84
2015-09-14,79.96,23.29,31.73,99.91,57.48,48.92
2015-09-15,80.01,22.94,32.1,101.58,58.88,42.86
2015-09-16,80.22,22.86,31.42,101.86,58.58,42.4
2015-09-17,80.33,23.82,30.2,97.55,55.65,52.84
2015-09-18,80.2,23.64,31.12,98.38,56.51,46.19
2015-09-21,80.28,24.67,29.65,94.04,54.34,50.84
2015-09-22,80.28,24.69,29.76,94.19,53.99,48.72
2015-09-23,80.27,24.86,29.81,93.1,53.52,51.18
2015-09-24,80.23,25.54,29.67,90.84,53.38,53.78
2015-09-25,80.29,27.77,27.63,83.01,49.34,61.46
2015-09-28,80.36,28.1,27.22,81.78,49.45,61.55
2015-09-29,80.39,26.27,28.82,87.19,52.26,55.86
2015-09-30,80.3,25.9,28.87,88.41,52.68,54.71
2015-10-01,80.49,24.48,30.02,93.0,54.88,49.05
2015-10-02,80.4,23.43,31.8,97.24,57.9,43.52
2015-10-05,80.42,23.72,31.99,95.85,57.3,44.44
2015-10-06,80.37,23.36,32.39,97.39,58.78,42.23
2015-10-07,80.38,23.07,32.94,98.58,60.3,38.21
2015-10-08,80.36,22.74,33.29,99.78,60.41,38.16
2015-10-09,80.42,22.6,33.42,100.62,60.67,33.46
2015-10-12,80.45,23.04,33.18,98.65,59.46,36.7
2015-10-13,80.59,23.1,33.05,98.23,58.55,38.25
2015-10-14,80.51,21.99,34.2,103.03,61.22,32.81
2015-10-15,80.47,21.67,34.49,104.31,62.05,31.95
2015-10-16,80.51,21.32,34.83,106.18,62.18,27.53
2015-10-19,80.36,21.66,34.55,104.42,61.91,29.44
2015-10-20,80.42,22.02,33.75,102.74,60.83,33.53
2015-10-21,80.48,20.71,36.02,108.83,63.84,27.33
2015-10-22,80.4,18.98,38.95,117.88,65.96,27.7
2015-10-23,80.39,18.93,38.66,118.23,65.54,29.52
2015-10-26,80.43,18.78,37.97,119.0,65.06,28.33
2015-10-27,80.31,18.36,39.59,121.76,67.31,26.74
2015-10-28,80.2,18.45,39.31,121.31,67.3,27.36
2015-10-29,80.24,18.65,38.6,119.65,66.26,28.2
2015-10-30,80.05,18.05,39.59,123.73,68.63,25.27
2015-11-02,80.04,17.85,40.18,124.91,69.22,26.45
2015-11-03,79.9,17.83,40.24,124.96,68.72,28.1
2015-11-04,79.93,18.0,40.01,123.86,68.44,26.9
2015-11-05,79.78,17.95,40.34,124.27,68.3,25.76
2015-11-06,79.77,18.51,39.23,120.27,66.42,28.42
2015-11-09,79.87,18.68,38.54,119.42,66.77,26.84
2015-11-10,79.85,18.73,38.42,118.89,66.05,27.96
2015-11-11,79.82,19.3,37.42,115.44,63.32,32.93
2015-11-12,79.92,20.41,35.22,108.65,61.22,37.48
2015-11-13,79.96,19.56,36.81,113.18,63.95,29.91
2015-11-16,79.96,19.52,36.81,113.57,63.73,33.16
2015-11-17,79.92,18.35,38.46,120.08,66.79,28.9
2015-11-18,79.92,18.36,38.92,120.26,66.69,30.92
2015-11-19,79.92,17.97,39.79,122.65,67.42,28.9
2015-11-20,79.91,18.12,39.17,121.66,67.13,27.28
2015-11-23,79.97,18.15,39.18,121.28,67.45,27.61
2015-11-24,79.95,18.13,38.8,121.55,67.37,26.72
2015-11-25,79.95,18.05,39.01,121.99,67.56,27.15
2015-11-27,79.92,18.17,39.15,121.22,66.78,26.88
2015-11-30,79.95,17.63,40.19,124.82,68.69,24.63
2015-12-01,79.88,17.95,39.45,122.55,66.51,26.4
2015-12-02,79.8,18.87,37.95,116.3,63.74,30.24
2015-12-03,79.8,17.55,40.68,124.29,67.47,24.82
2015-12-04,79.86,17.78,40.15,122.77,66.24,26.02
2015-12-07,79.82,17.75,39.8,122.78,64.95,27.53
2015-12-08,79.83,18.57,38.15,117.06,63.42,29.8
2015-12-09,79.79,18.32,38.39,118.72,63.79,30.47
2015-12-10,79.96,19.57,35.99,110.58,60.16,39.76
2015-12-11,79.82,19.15,36.73,113.06,61.09,33.89
2015-12-14,79.7,18.81,37.24,114.98,62.97,31.12
2015-12-15,79.59,17.98,38.82,120.06,65.72,26.92
2015-12-16,79.61,18.55,37.0,115.06,62.8,29.21
2015-12-17,79.71,19.8,34.84,108.74,59.4,33.98
2015-12-18,79.74,19.16,35.9,111.97,60.86,30.71
2015-12-21,79.73,18.82,36.66,114.09,62.36,27.62
2015-12-22,79.54,18.39,37.56,116.7,64.64,26.28
2015-12-23,79.6,18.37,37.48,116.49,64.19,27.17
2015-12-24,79.59,18.41,37.47,116.43,63.9,26.6
2015-12-28,79.5,17.58,38.88,121.74,65.91,25.71
2015-12-29,79.52,18.04,38.0,118.63,64.54,27.19
2015-12-30,79.57,18.65,36.43,114.23,62.56,28.4
2015-12-31,79.62,19.82,34.96,107.25,59.89,32.04
2016-01-04,79.59,20.02,34.58,106.29,60.25,30.11
2016-01-05,79.68,20.58,33.4,103.44,57.89,31.95
2016-01-06,79.8,22.5,30.44,93.6,53.78,38.81
2016-01-07,79.89,23.02,29.71,91.39,51.99,42.9
2016-01-08,79.88,22.86,30.27,92.19,52.08,39.84
2016-01-11,79.89,21.99,31.26,95.3,53.42,36.11
2016-01-12,79.98,24.32,28.88,85.33,49.39,43.52
2016-01-13,79.95,22.75,30.49,90.85,51.8,40.07
2016-01-14,80.05,24.87,27.82,82.5,48.41,48.16
2016-01-15,79.98,24.76,27.94,82.85,48.69,48.31
2016-01-19,80.07,24.96,27.3,82.1,46.84,50.71
2016-01-20,80.09,24.86,27.73,82.4,47.52,50.27
2016-01-21,79.96,22.72,29.99,89.5,50.52,41.8
2016-01-22,79.97,23.73,28.9,85.47,48.27,45.96
