Date,DBC,EEM,EFA,EWZ,SHY,TLT,TQQQ,UPRO,UVXY
2011-10-04,25.65,34.75,47.25,51.39,84.5,121.67,57.57,44.87,32.86
2011-10-05,25.99,35.76,48.0,53.16,84.47,120.62,62.19,46.92,30.11
2011-10-06,26.48,37.07,49.54,55.8,84.46,117.75,65.29,50.45,28.43
2011-10-07,26.71,37.45,50.17,55.66,84.41,116.84,67.4,51.01,27.48
2011-10-10,26.65,37.54,50.2,55.72,84.4,117.3,70.22,52.55,26.14
2011-10-11,27.25,38.91,51.44,57.65,84.37,114.7,74.37,54.85,23.21
2011-10-12,27.04,38.84,51.15,57.7,84.46,115.05,72.94,54.0,22.24
2011-10-13,27.73,39.4,52.05,58.75,84.43,113.82,78.24,56.67,19.56
2011-10-14,27.47,39.17,51.71,57.96,84.46,114.34,78.37,56.7,19.35
2011-10-17,27.24,38.33,50.81,56.5,84.47,116.14,75.55,54.05,23.57
2011-10-18,27.55,39.04,51.36,57.42,84.48,114.54,77.46,57.08,21.13
2011-10-19,26.95,38.2,50.83,56.71,84.48,114.45,73.99,55.79,24.39
2011-10-20,27.42,38.37,51.67,56.94,84.51,113.88,75.31,58.05,22.5
2011-10-21,27.39,39.33,52.08,57.76,84.49,113.93,76.56,59.5,20.5
2011-10-24,27.61,39.92,52.49,59.65,84.47,113.32,79.72,60.61,19.57
2011-10-25,27.83,40.39,52.88,59.86,84.51,115.39,77.0,59.76,19.83
2011-10-26,28.1,42.1,55.05,62.55,84.45,112.5,80.84,64.86,15.18
2011-10-27,28.0,42.03,54.88,62.65,84.43,110.91,80.16,64.82,15.08
2011-10-28,27.7,41.59,53.65,63.41,84.51,113.61,79.74,63.58,15.59
2011-10-31,27.04,39.29,50.27,59.1,84.52,118.73,72.25,55.91,22.59
2011-11-01,27.73,40.94,51.18,61.79,84.54,116.63,74.1,58.5,20.79
2011-11-02,27.82,41.26,52.01,62.36,84.52,116.32,75.44,60.64,19.83
2011-11-03,27.94,41.12,51.88,61.52,84.52,115.7,76.98,60.35,19.96
2011-11-04,28.23,41.14,51.73,62.39,84.54,116.64,76.89,60.57,19.96
2011-11-07,28.42,41.63,52.32,62.66,84.52,116.73,80.25,62.81,18.81
2011-11-08,28.13,40.4,50.68,61.08,84.52,118.26,76.49,59.7,20.21
2011-11-09,28.04,40.17,50.92,61.28,84.54,116.77,75.03,59.38,21.11
2011-11-10,27.93,40.39,51.34,61.3,84.51,115.76,74.49,60.81,19.5
2011-11-11,28.0,40.49,51.21,61.27,84.52,116.38,76.13,61.3,19.9
2011-11-14,27.96,40.12,50.72,60.66,84.54,117.7,74.71,59.94,20.91
2011-11-15,27.94,39.77,50.18,60.46,84.53,117.96,76.04,59.35,21.02
2011-11-16,27.8,39.58,50.0,60.78,84.5,118.11,73.37,57.93,22.07
2011-11-17,27.4,38.96,49.8,59.58,84.49,119.18,68.86,55.99,22.51
2011-11-18,27.12,37.5,48.4,57.74,84.5,120.37,64.41,52.81,24.45
2011-11-21,27.14,37.45,48.04,57.51,84.5,120.35,62.69,51.72,22.98
2011-11-22,26.96,36.78,47.45,55.94,84.47,121.14,62.48,50.0,22.8
2011-11-23,26.72,36.23,46.59,54.39,84.51,121.8,58.9,47.8,23.8
2011-11-25,27.13,37.73,48.47,56.15,84.48,118.63,62.46,51.62,20.86
2011-11-28,27.15,37.72,48.65,55.9,84.52,120.05,64.18,52.35,21.7833
2011-11-29,27.65,39.51,50.66,59.09,84.52,118.34,68.24,56.79,18.22
2011-11-30,27.56,40.03,51.0,59.81,84.49,116.3,69.98,58.48,17.419
2011-12-01,27.74,40.38,51.45,61.06,84.49,116.62,73.63,60.65,15.61
2011-12-02,27.94,40.5,51.72,61.38,84.48,117.0,74.19,61.43,15.13
2011-12-05,27.57,39.85,51.07,60.91,84.48,117.82,73.46,60.55,16.42
2011-12-06,27.73,39.77,50.78,61.08,84.5,117.34,72.0,59.96,16.74
2011-12-07,27.42,39.45,50.79,60.03,84.53,117.68,71.31,60.06,18.29
2011-12-08,27.18,38.72,50.25,59.13,84.53,119.05,69.57,58.03,18.4
2011-12-09,26.98,38.21,49.96,59.03,84.53,117.88,70.0,58.52,16.89
2011-12-12,26.95,38.24,49.78,58.72,84.53,117.34,71.2,58.42,15.64
2011-12-13,26.53,37.4,48.62,57.18,84.49,119.84,66.69,55.2,16.14
2011-12-14,26.29,37.75,48.89,57.69,84.51,120.66,66.18,55.83,15.11
2011-12-15,26.06,37.64,48.71,57.21,84.51,121.38,64.88,55.76,14.05
2011-12-16,26.16,37.25,48.6,56.58,84.53,122.32,65.45,55.52,14.5
2011-12-19,26.51,37.15,48.42,56.99,84.52,122.66,65.9,55.61,13.22
2011-12-20,26.63,37.62,48.67,56.9,84.51,120.63,67.19,57.88,12.5
2011-12-21,26.89,37.89,48.74,57.2,84.48,120.03,65.9,58.98,10.51
2011-12-22,26.92,38.32,49.21,58.1,84.46,118.57,67.58,60.46,11.23
2011-12-23,26.94,38.16,49.34,58.1,84.4,117.94,68.69,61.06,11.58
2011-12-27,27.07,37.95,49.15,57.62,84.4,118.74,69.35,61.53,11.35
2011-12-28,26.79,37.68,48.54,56.84,84.44,120.47,67.43,59.67,12.22
2011-12-29,26.8,37.87,49.23,57.02,84.48,121.11,68.16,60.76,11.77
2011-12-30,27.35,38.99,50.51,59.13,84.49,119.43,71.98,63.3,11.04
2012-01-03,27.64,38.72,50.57,59.58,84.46,119.26,71.52,62.45,11.13
2012-01-04,27.69,38.66,49.76,59.42,84.45,118.17,72.35,62.24,10.69
2012-01-05,27.59,38.65,49.68,59.5,84.46,117.74,74.71,63.94,9.84
2012-01-06,27.63,38.59,49.44,59.32,84.49,118.47,75.91,63.69,9.48
2012-01-09,27.88,39.51,50.17,61.27,84.47,117.71,77.06,65.72,8.81
2012-01-10,27.77,39.22,49.7,60.86,84.51,119.01,76.23,64.72,9.2
2012-01-11,27.66,39.68,50.14,61.59,84.52,119.92,77.32,65.97,9.21
2012-01-12,27.25,39.37,49.56,60.85,84.54,121.05,76.42,64.49,9.4
2012-01-13,27.46,40.13,50.22,62.98,84.54,120.95,78.88,66.77,8.85
2012-01-17,27.49,40.23,50.48,63.29,84.54,121.54,79.36,65.63,9.24
2012-01-18,27.54,41.26,51.4,64.59,84.52,119.36,83.11,68.48,8.39
2012-01-19,27.43,41.29,51.59,64.7,84.52,117.71,82.44,68.59,8.27
2012-01-20,27.53,41.57,52.0,64.85,84.51,116.13,83.17,68.96,7.68
2012-01-23,27.53,41.4,51.55,64.74,84.51,116.67,82.19,67.89,7.65
2012-01-24,27.67,41.52,51.64,65.01,84.52,116.04,85.25,68.5,7.35
2012-01-25,28.21,42.61,52.89,66.83,84.57,116.65,86.98,71.5,6.45
2012-01-26,28.0,42.17,52.24,65.77,84.59,117.83,84.52,68.52,6.94
2012-01-27,28.0,41.51,51.66,64.9,84.58,119.82,83.62,67.33,6.93
2012-01-30,28.05,42.26,52.38,66.17,84.56,119.26,87.21,69.73,6.54
2012-01-31,28.0,42.74,52.82,66.56,84.53,119.75,87.73,70.07,6.53
2012-02-01,27.89,43.27,53.1,67.74,84.52,118.96,89.2,70.83,6.24
2012-02-02,28.18,43.73,53.39,68.56,84.52,116.46,91.75,72.89,5.58
2012-02-03,28.27,43.29,53.38,67.92,84.52,116.71,91.78,72.76,5.52
2012-02-06,28.42,43.31,53.67,68.5,84.5,116.62,92.5,73.07,5.34
2012-02-07,28.55,43.88,54.1,69.32,84.46,116.2,93.36,74.25,5.38
2012-02-08,28.7,43.98,54.37,68.85,84.46,115.86,95.84,75.1,5.69
2012-02-09,28.37,42.94,53.31,67.36,84.45,116.81,94.59,72.95,6.86
2012-02-10,28.58,43.64,53.93,68.34,84.45,116.63,96.92,74.95,6.43
2012-02-13,28.56,43.33,53.62,68.18,84.42,117.44,96.66,74.39,6.35
2012-02-14,28.61,43.77,53.92,68.22,84.41,117.66,99.69,75.49,6.64
2012-02-15,28.52,43.22,53.4,67.0,84.43,117.25,96.11,73.66,7.59
2012-02-16,28.77,43.99,54.57,68.84,84.41,115.84,100.13,76.94,6.44
2012-02-17,28.96,44.04,54.71,68.96,84.4,115.78,99.47,77.25,6.32
2012-02-21,29.16,43.79,54.46,68.82,84.39,115.89,99.32,76.44,6.55
2012-02-22,29.4,43.72,54.43,68.89,84.39,116.14,98.95,75.94,6.11
2012-02-23,29.52,43.97,55.04,69.11,84.41,117.23,101.32,77.57,5.21
2012-02-24,29.56,43.57,54.41,68.71,84.41,118.5,99.72,76.05,6.12
2012-02-27,29.57,44.03,55.02,69.36,84.41,118.88,102.24,78.08,5.94
2012-02-28,29.5,44.64,55.48,70.04,84.42,118.35,105.32,79.0,5.49
2012-02-29,29.4,44.49,54.94,69.59,84.37,116.17,104.94,78.17,5.41
2012-03-01,29.57,44.61,54.87,70.31,84.39,116.59,105.78,78.77,5.27
2012-03-02,29.36,44.23,54.65,70.03,84.38,116.97,105.71,77.81,5.43
2012-03-05,28.86,42.74,53.22,67.35,84.41,117.45,99.65,74.8,5.99
2012-03-06,28.85,42.74,53.12,66.34,84.39,117.46,100.96,74.34,5.97
2012-03-07,29.14,43.57,54.24,67.93,84.37,116.31,103.62,76.75,31.39
2012-03-08,29.14,43.81,54.3,67.52,84.36,115.46,105.69,78.01,29.67
2012-03-09,29.13,43.49,54.19,66.17,84.36,116.32,106.23,78.44,28.48
2012-03-12,29.22,43.75,54.44,66.31,84.32,115.3,108.38,79.77,25.05
2012-03-13,29.31,44.27,54.99,67.86,84.26,112.7,112.93,82.91,23.84
2012-03-14,29.2,44.02,54.83,67.97,84.22,110.9,114.81,82.9,26.3
2012-03-15,29.34,44.08,55.52,67.6,84.27,110.5,115.22,84.41,24.57
2012-03-16,29.56,43.7,55.34,67.22,84.24,111.36,114.96,84.17,24.51
2012-03-19,29.26,43.17,54.99,66.19,84.23,110.42,115.04,83.8,22.74
2012-03-20,29.17,43.17,54.93,66.52,84.23,110.86,117.63,84.68,18.91
2012-03-21,28.8,42.81,54.19,65.68,84.27,112.25,115.33,82.26,19.25
2012-03-22,28.97,42.63,54.32,65.58,84.28,112.67,117.18,82.51,18.0
2012-03-23,29.31,43.19,55.19,66.36,84.28,112.81,118.78,84.85,14.48
2012-03-26,29.28,43.65,55.55,66.85,84.31,112.78,122.94,86.83,13.19
2012-03-27,28.93,43.21,55.15,66.09,84.32,112.9,123.4,85.69,15.23
2012-03-28,28.82,42.23,54.21,64.18,84.33,114.03,119.98,82.97,17.36
2012-03-29,28.67,43.04,54.84,65.34,84.33,114.2,122.06,85.25,14.05
2012-03-30,28.64,42.89,54.66,64.45,84.33,113.02,119.31,84.75,14.71
2012-04-02,29.2,43.61,55.21,65.53,84.31,113.01,123.83,86.57,14.38
2012-04-03,28.79,42.56,53.5,63.95,84.3,111.76,120.41,83.93,16.5
2012-04-04,28.51,42.51,52.9,63.32,84.3,113.04,117.57,82.48,16.46
2012-04-05,28.46,42.11,52.44,62.6,84.35,115.57,115.81,79.99,18.36
2012-04-09,28.53,41.96,52.65,62.67,84.38,115.98,117.44,79.92,18.6
2012-04-10,28.23,41.88,52.65,62.55,84.37,115.71,115.08,78.71,19.33
2012-04-11,28.33,41.95,52.63,62.18,84.41,115.67,114.27,78.36,19.89
2012-04-12,28.5,42.58,52.87,63.12,84.42,116.17,116.33,80.65,16.65
2012-04-13,28.21,42.47,52.71,63.15,84.42,116.7,113.97,79.54,17.23
2012-04-16,28.18,42.16,53.18,62.42,84.42,116.53,109.92,79.5,16.67
2012-04-17,28.03,42.06,53.14,61.64,84.44,117.04,113.94,80.54,16.31
2012-04-18,28.04,42.15,53.23,61.72,84.43,117.25,112.89,80.87,16.32
2012-04-19,28.12,42.32,53.32,62.11,84.43,116.58,112.04,80.31,15.98
2012-04-20,27.81,41.57,52.42,60.84,84.46,118.1,106.33,77.18,17.14
2012-04-23,28.09,41.62,52.58,61.12,84.46,117.58,105.92,77.8,16.47
2012-04-24,28.13,41.94,53.41,61.54,84.44,116.42,111.12,80.81,14.56
2012-04-25,28.2,41.85,53.32,60.15,84.46,117.42,112.93,81.2,13.96
2012-04-26,28.26,42.26,54.0,61.18,84.47,117.02,116.5,84.22,12.8
2012-04-27,28.23,42.31,53.82,60.87,84.47,117.56,115.83,83.27,13.17
2012-04-30,28.32,42.23,53.58,60.15,84.43,117.43,114.3,82.73,13.36
2012-05-01,28.28,42.38,53.32,60.28,84.44,117.22,113.25,82.86,13.14
2012-05-02,27.92,42.43,53.44,60.3,84.43,116.64,116.3,83.75,12.6
2012-05-03,27.42,41.86,52.8,59.97,84.46,117.45,109.12,80.48,13.63
2012-05-04,27.04,41.28,52.27,58.25,84.46,118.32,102.02,76.86,15.23
2012-05-07,26.98,41.13,52.03,58.23,84.46,118.69,102.24,76.53,14.63
2012-05-08,26.76,40.1,50.83,56.5,84.46,119.45,99.49,74.5,15.73
2012-05-09,26.95,40.74,51.75,57.42,84.46,118.02,103.37,77.16,14.5
2012-05-10,26.72,39.99,50.91,56.49,84.46,119.49,50.11,74.95,15.15
2012-05-11,26.41,39.26,50.36,54.95,84.45,120.87,49.48,73.31,16.13
2012-05-14,26.47,39.09,49.93,54.24,84.45,121.1,49.83,72.71,16.63
2012-05-15,26.36,38.51,49.56,54.53,84.42,120.97,49.4,72.6,17.63
2012-05-16,26.43,38.14,48.98,52.98,84.42,122.03,47.86,70.88,19.19
2012-05-17,26.37,37.74,48.69,51.8,84.39,123.29,45.21,68.43,20.99
2012-05-18,26.38,37.48,48.46,51.46,84.4,123.9,43.29,66.49,23.73
2012-05-21,26.45,38.15,49.25,52.24,84.4,122.73,46.95,69.85,18.04
2012-05-22,26.0,37.4,48.42,51.0,84.41,123.55,45.3,68.13,20.94
2012-05-23,26.1,37.64,48.48,51.51,84.39,123.23,47.0,70.37,18.94
2012-05-24,26.0,37.17,48.04,51.37,84.42,123.43,45.99,70.07,19.46
2012-05-25,26.18,38.16,48.68,53.22,84.43,123.39,46.95,71.07,17.97
2012-05-29,25.6,37.46,47.98,51.16,84.43,125.32,46.15,70.15,18.14
2012-05-30,25.44,37.64,47.75,51.29,84.48,127.01,46.04,68.81,19.78
2012-05-31,24.86,36.92,46.92,50.84,84.49,128.86,43.14,65.17,23.05
2012-06-01,24.7,36.75,46.97,50.85,84.46,129.33,42.33,63.54,22.49
2012-06-04,24.76,36.86,46.92,51.21,84.46,128.53,42.47,62.72,22.02
2012-06-05,25.08,37.37,47.61,51.13,84.47,127.57,44.39,65.89,19.32
2012-06-06,25.54,38.84,49.27,53.0,84.44,124.66,47.85,71.26,16.02
2012-06-07,24.82,37.7,47.95,51.79,84.44,126.74,45.61,68.6,17.4
2012-06-08,25.15,38.29,49.02,52.68,84.42,124.81,48.29,72.38,14.23
2012-06-11,24.89,37.91,48.51,51.23,84.42,124.97,45.36,68.53,17.54
2012-06-12,24.65,38.08,48.49,51.37,84.4,124.85,45.99,69.68,18.05
2012-06-13,24.68,37.96,48.44,51.55,84.41,125.95,45.45,69.37,18.65
2012-06-14,24.86,38.47,49.1,52.16,84.42,126.57,46.33,72.16,16.28
2012-06-15,24.67,38.74,49.22,51.88,84.41,127.15,47.16,72.42,14.97
2012-06-18,25.07,39.4,49.87,53.06,84.4,126.26,49.76,74.92,11.72
2012-06-19,24.95,39.68,50.44,54.46,84.4,124.55,50.86,75.94,12.05
2012-06-20,24.59,38.85,49.24,52.83,84.38,125.95,50.48,75.78,11.06
2012-06-21,24.29,37.97,48.51,51.54,84.38,125.91,47.31,71.47,12.46
2012-06-22,24.4,37.24,47.65,49.78,84.39,126.38,47.15,69.82,12.36
2012-06-25,24.7,37.34,47.62,49.28,84.39,126.09,45.98,69.08,11.91
2012-06-26,25.0,37.64,47.81,49.46,84.38,126.56,46.93,70.31,11.54
2012-06-27,24.83,37.32,47.79,48.85,84.39,127.3,46.16,70.0,12.33
2012-06-28,25.31,38.67,49.75,51.08,84.37,125.04,48.32,74.7,10.03
2012-06-29,25.66,39.06,50.13,52.07,84.38,125.38,50.17,76.82,9.45
2012-07-02,26.25,39.49,50.35,53.02,84.36,125.96,50.47,76.8,8.4
2012-07-03,26.37,39.56,49.98,53.01,84.37,125.32,51.56,77.53,8.26
2012-07-05,26.13,38.91,49.47,52.39,84.42,126.65,51.14,75.02,9.22
2012-07-06,26.19,38.6,49.19,52.06,84.44,127.37,49.71,74.88,8.45
2012-07-09,26.29,38.99,49.53,52.35,84.43,127.86,50.39,75.99,8.15
2012-07-10,26.26,38.35,49.24,50.83,84.42,128.63,47.97,72.94,8.82
2012-07-11,26.09,37.67,48.55,49.86,84.43,129.05,46.26,71.58,8.7
2012-07-12,26.53,38.05,48.7,51.07,84.45,129.23,46.35,72.36,8.19
2012-07-13,26.9,38.27,49.2,51.3,84.49,130.3,47.74,74.83,7.45
2012-07-16,27.13,38.64,49.49,51.3,84.5,129.24,48.53,75.78,7.05
2012-07-17,27.05,38.33,49.34,51.15,84.5,129.31,48.09,75.87,6.83
2012-07-18,27.6,39.0,50.12,52.12,84.53,128.46,51.44,78.6,6.8
2012-07-19,27.56,38.68,49.41,52.0,84.51,129.59,51.99,77.36,6.97
2012-07-20,26.99,37.48,47.85,50.1,84.54,131.32,47.06,73.1,8.43
2012-07-23,26.95,37.74,48.08,50.68,84.54,130.35,48.46,74.37,8.22
2012-07-24,27.04,37.7,48.04,50.44,84.55,131.63,45.99,72.78,8.79
2012-07-25,27.32,38.2,49.19,51.0,84.52,131.51,48.07,75.48,7.59
2012-07-26,27.29,38.86,49.8,52.3,84.5,129.91,48.92,77.1,6.71
2012-07-27,27.53,39.25,50.08,53.27,84.5,128.39,51.69,79.86,6.81
2012-07-30,27.58,39.51,50.24,53.45,84.55,129.8,51.42,79.73,7.48
2012-07-31,27.33,39.55,50.33,52.64,84.54,128.53,52.16,80.03,7.3
2012-08-01,27.02,38.75,49.45,52.01,84.51,129.6,49.45,76.4,7.63
2012-08-02,27.36,39.52,50.36,53.25,84.49,127.84,52.56,79.9,6.42
2012-08-03,27.45,39.99,51.19,53.38,84.49,127.69,53.83,81.81,5.82
2012-08-06,27.8,40.23,51.77,54.63,84.47,125.97,54.96,82.61,5.53
2012-08-07,27.92,40.15,51.47,54.32,84.44,126.15,55.05,81.98,5.97
2012-08-08,28.03,40.5,51.61,54.99,84.42,124.74,55.42,82.73,5.59
2012-08-09,27.97,40.37,51.37,54.69,84.44,126.2,55.41,82.35,5.58
2012-08-10,27.98,40.47,51.73,54.95,84.45,126.11,56.06,83.33,5.32
2012-08-13,27.92,40.6,51.79,55.24,84.43,123.96,57.1,84.57,5.06
2012-08-14,27.89,40.25,51.55,54.41,84.41,123.03,56.38,83.39,5.57
2012-08-15,28.16,40.4,51.84,55.13,84.41,122.21,57.61,84.23,5.52
2012-08-16,28.27,40.49,52.35,55.47,84.39,121.4,59.35,86.23,5.22
2012-08-17,28.28,40.2,52.16,55.21,84.4,121.5,59.66,85.75,5.12
2012-08-20,28.66,40.67,52.67,55.65,84.4,121.47,60.6,86.73,4.91
2012-08-21,28.65,40.14,52.07,54.75,84.42,123.53,58.86,84.65,5.48
2012-08-22,28.92,40.32,52.26,54.68,84.46,124.73,59.28,84.83,5.44
2012-08-23,28.75,39.87,51.81,53.88,84.46,125.48,58.12,82.75,5.74
2012-08-24,28.48,39.82,52.24,53.8,84.45,125.34,60.44,85.51,5.07
2012-08-27,28.39,39.6,51.91,53.63,84.45,125.79,59.76,84.25,5.38
2012-08-28,28.44,39.59,52.0,53.28,84.46,125.61,60.01,84.86,5.39
2012-08-29,28.52,39.1,51.62,52.27,84.47,126.29,59.16,83.68,5.71
2012-08-30,28.61,39.19,51.79,52.5,84.49,125.74,59.4,84.39,5.5
2012-08-31,29.06,39.29,51.51,52.55,84.52,126.9,59.04,83.95,5.37
2012-09-04,28.78,38.9,51.36,52.07,84.49,126.81,58.99,84.05,5.19
2012-09-05,28.76,39.11,51.64,52.67,84.44,125.51,59.99,85.22,4.74
2012-09-06,28.79,40.25,53.04,54.41,84.49,126.14,62.43,89.27,37.7
2012-09-07,29.0,40.41,53.05,54.79,84.47,123.69,62.12,89.6,35.94
2012-09-10,29.13,40.34,53.07,54.42,84.46,124.03,60.22,88.54,38.35
2012-09-11,29.13,40.84,53.9,55.03,84.46,122.23,60.53,89.95,36.46
2012-09-12,29.36,40.59,53.73,54.63,84.47,122.4,60.59,89.87,35.91
2012-09-13,29.71,42.32,55.19,56.92,84.48,119.77,63.6,94.65,29.56
2012-09-14,29.54,42.16,55.09,56.74,84.44,118.87,64.66,94.77,33.93
2012-09-17,28.96,41.9,54.56,56.4,84.44,120.71,64.08,94.0,32.57
2012-09-18,28.6,41.92,54.72,56.55,84.46,121.34,64.82,94.44,29.39
2012-09-19,28.29,41.46,54.17,55.78,84.46,122.15,64.17,92.93,30.87
2012-09-20,28.57,42.03,54.86,56.43,84.44,120.74,65.92,95.65,29.78
2012-09-21,28.32,41.59,54.12,55.8,84.45,122.25,63.34,92.7,29.98
2012-09-24,28.54,41.8,54.49,55.84,84.43,122.77,64.4,94.36,27.85
2012-09-25,28.18,40.98,53.55,54.48,84.44,124.52,60.86,90.58,34.11
2012-09-26,28.39,41.43,53.79,55.0,84.45,124.55,60.08,90.35,33.21
2012-09-27,28.61,41.49,53.5,54.19,84.48,124.75,61.46,90.61,30.51
2012-09-28,28.8,41.67,53.55,54.31,84.48,123.97,61.5,91.6,29.43
2012-10-01,28.64,41.99,53.93,55.0,84.47,123.87,61.1,92.2,30.7
2012-10-02,28.3,41.83,53.6,54.59,84.47,123.86,61.32,92.08,30.4
2012-10-03,28.41,41.67,53.78,54.03,84.47,123.43,62.35,93.6,29.53
2012-10-04,28.65,42.16,54.48,54.94,84.45,121.49,63.56,96.1,26.86
2012-10-05,28.41,41.42,53.8,54.05,84.44,121.98,60.54,93.53,28.57
2012-10-08,28.56,41.51,53.47,54.62,84.42,121.44,59.43,93.25,28.55
2012-10-09,28.67,41.32,53.05,54.46,84.42,121.49,57.0,90.72,30.31
2012-10-10,28.86,41.46,53.42,54.27,84.43,121.93,57.52,90.96,29.27
2012-10-11,28.71,41.34,53.37,54.44,84.43,124.1,55.72,89.37,28.4
2012-10-12,28.35,41.38,53.53,54.33,84.44,123.72,56.22,88.95,29.36
2012-10-15,28.44,41.79,54.25,54.96,84.43,122.92,57.05,91.76,26.82
2012-10-16,28.47,42.05,54.85,55.12,84.42,121.17,58.3,93.5,26.42
2012-10-17,28.26,42.06,54.91,55.0,84.38,121.13,58.53,93.82,26.11
2012-10-18,28.48,41.89,54.73,55.08,84.36,120.33,56.87,93.2,26.12
2012-10-19,28.06,41.87,54.5,54.27,84.37,121.44,52.86,88.67,28.78
2012-10-22,27.53,41.24,53.42,53.8,84.38,122.11,52.48,86.19,31.37
2012-10-23,27.52,41.4,53.65,53.61,84.38,121.86,53.12,86.31,31.58
2012-10-24,27.62,41.66,54.0,54.19,84.37,120.51,52.75,86.5,30.66
2012-10-25,27.52,41.27,53.55,53.9,84.38,121.47,51.7,85.18,31.14
2012-10-26,27.62,41.32,53.92,53.75,84.38,122.68,51.95,86.22,29.73
2012-10-31,27.66,41.54,53.88,53.6,84.41,122.77,52.09,85.76,31.51
2012-11-01,27.58,42.05,54.17,54.86,84.39,121.26,54.05,89.5,26.12
2012-11-02,27.13,41.54,53.56,53.95,84.4,122.79,51.67,85.15,28.91
2012-11-05,27.54,41.92,53.77,54.57,84.4,122.53,52.91,86.83,28.74
2012-11-06,27.61,41.8,53.5,54.5,84.42,123.95,51.22,85.58,28.4
2012-11-07,27.37,41.41,53.06,54.05,84.42,123.79,49.56,82.09,31.2
2012-11-08,27.33,40.94,52.51,52.8,84.44,125.62,46.92,78.37,32.4
2012-11-09,27.59,41.16,52.83,52.85,84.43,125.92,48.26,80.08,30.87
2012-11-12,27.33,40.65,52.25,52.05,84.45,126.78,46.33,78.25,28.84
2012-11-13,27.51,40.86,52.68,52.07,84.45,125.72,47.08,79.43,26.12
2012-11-14,27.63,40.21,52.18,51.22,84.45,126.13,44.86,75.51,29.45
2012-11-15,27.44,40.26,52.13,51.41,84.46,126.36,44.47,75.41,29.35
2012-11-16,27.86,40.77,52.8,51.63,84.46,125.46,46.33,78.76,25.34
2012-11-19,27.91,40.81,53.0,51.6,84.44,125.45,48.08,80.43,22.02
2012-11-20,27.89,40.88,53.36,51.5,84.41,124.22,48.25,81.15,21.62
2012-11-21,27.91,41.48,54.19,51.78,84.4,124.3,49.31,82.64,21.04
2012-11-23,28.0,41.46,54.25,51.99,84.42,125.18,50.3,83.38,20.93
2012-11-26,28.01,41.59,54.29,52.42,84.41,124.94,51.27,83.88,19.56
2012-11-27,27.65,41.01,53.84,51.06,84.43,125.97,49.97,81.76,21.35
2012-11-28,28.12,41.75,54.97,51.37,84.43,124.89,52.9,85.84,18.87
2012-11-29,28.12,41.89,55.03,51.64,84.44,125.48,53.05,86.01,18.59
2012-11-30,28.38,42.05,55.36,52.08,84.41,123.66,53.99,87.23,18.65
2012-12-03,27.94,41.93,55.32,52.03,84.44,124.99,52.55,84.75,20.66
2012-12-04,27.94,42.32,55.29,51.92,84.45,125.4,52.13,84.68,21.09
2012-12-05,27.71,42.39,55.44,52.2,84.45,125.85,50.12,84.63,20.33
2012-12-06,27.65,42.75,55.37,53.11,84.43,124.44,52.36,86.74,20.11
2012-12-07,27.63,42.78,55.34,53.06,84.44,124.95,50.25,86.01,19.75
2012-12-10,27.54,43.07,55.72,53.6,84.44,124.27,52.23,87.76,19.41
2012-12-11,27.68,43.4,56.06,53.98,84.45,123.84,53.88,89.45,18.4
2012-12-12,27.44,43.36,55.95,54.07,84.44,122.27,52.44,88.4,19.37
2012-12-13,27.42,43.27,55.96,53.92,84.44,123.19,50.52,86.31,20.38
2012-12-14,27.53,43.29,56.04,54.13,84.45,123.47,50.14,86.62,20.6
2012-12-17,27.54,43.19,55.98,53.81,84.42,121.46,52.97,89.42,18.43
2012-12-18,27.63,43.59,56.74,54.74,84.4,120.97,54.84,92.19,17.58
2012-12-19,27.51,43.53,56.67,55.19,84.41,121.29,53.91,90.0,19.51
2012-12-20,27.48,43.04,56.1,54.6,84.42,122.28,51.19,87.59,23.97
2012-12-21,27.4,43.22,56.44,54.9,84.42,122.0,51.72,88.53,22.6
2012-12-24,27.71,43.47,56.54,55.4,84.39,121.91,51.71,88.58,23.32
2012-12-26,27.67,43.53,56.67,55.21,84.39,121.92,50.41,87.06,24.94
2012-12-27,27.68,43.5,56.11,54.99,84.42,123.17,49.02,85.0,26.66
2012-12-28,27.53,43.76,56.21,54.76,84.43,122.84,48.5,83.22,28.54
2012-12-31,28.11,44.91,57.67,56.67,84.41,119.75,55.5,93.53,16.73
2013-01-02,27.75,44.9,57.32,56.71,84.42,119.4,56.6,94.63,16.09
2013-01-03,27.53,44.68,57.09,56.96,84.4,117.7,55.76,94.57,15.92
2013-01-04,27.45,44.65,57.05,56.92,84.39,118.37,54.75,94.38,15.69
2013-01-07,27.64,44.41,57.03,56.46,84.4,119.05,55.19,94.05,15.11
2013-01-08,27.65,44.4,57.1,56.36,84.43,119.19,55.15,94.39,14.47
2013-01-09,27.8,44.72,57.8,56.82,84.43,118.63,56.65,96.05,14.43
2013-01-10,27.57,44.49,58.01,56.51,84.43,118.49,56.47,96.69,14.3
2013-01-11,27.7,44.65,58.04,56.89,84.44,120.04,55.82,96.43,14.09
2013-01-14,27.76,44.36,57.73,56.38,84.46,120.55,55.22,95.17,14.04
2013-01-15,27.61,44.11,57.58,55.97,84.45,120.63,55.48,96.14,13.47
2013-01-16,27.78,44.63,58.14,56.88,84.43,119.33,56.59,97.91,12.76
2013-01-17,27.88,44.7,58.16,56.59,84.44,119.59,56.12,98.49,13.0
