Date,AAPL,AMD,AMGN,AMZN,AVGO,CSCO,GD,GOOGL,INTC,META,MSFT,MSTR,NFLX,NOC,NVDA,PEP,RTX,SBUX,SOXL,SOXS,SPXL,TECL,TMUS,TNA,TSLA,UVXY,VIXM,VIXY
2012-06-29,17.5736,5.75,51.5612,11.465,2.5877,11.4583,48.8497,14.4733,18.6016,31.0795,24.3824,129.42,9.8243,50.3489,0.3184,48.0053,34.8069,20.9567,28.75,38.05,76.87,48.66,9.8002,54.63,2.09,9.45,54.86,31.7
2012-07-02,17.8786,5.78,52.2743,11.457,2.5725,11.398,48.8201,14.4282,18.7489,30.7413,24.0718,129.98,9.7843,50.1518,0.3083,48.0599,34.553,20.5764,28.4,38.58,76.87,49.01,10.2523,55.9,2.04,8.4,53.66,30.0
2012-07-03,18.0493,5.8,52.2884,11.431,2.5856,11.3779,49.3266,14.6459,18.8121,31.1491,24.3585,132.63,10.6186,50.2937,0.3143,48.1145,34.8946,20.4077,28.73,38.0,77.45,49.8,10.559,58.03,2.054,8.26,53.55,29.82
2012-07-05,18.2456,5.8,52.4367,11.3175,2.5682,11.3042,49.0063,14.7377,18.5524,31.2685,24.3744,128.01,11.9629,50.0256,0.3108,47.705,34.493,20.4509,27.79,39.42,75.05,49.2,10.2038,56.24,2.066,9.22,54.15,31.5
2012-07-06,18.1918,5.69,52.3026,11.25,2.4959,11.2038,48.6115,14.5511,18.2788,31.9249,23.9842,119.49,11.8543,50.0572,0.3053,47.862,34.1606,20.3018,26.18,41.6,74.97,47.75,10.2523,55.58,2.0627,8.45,52.45,30.08
2012-07-09,18.5726,5.08,52.8462,11.3125,2.4307,11.2239,47.591,14.6815,18.1385,32.2531,23.9524,119.27,11.96,50.3253,0.2998,47.8825,34.9593,20.6862,25.0,43.37,75.95,48.42,10.2523,56.35,2.1027,8.15,51.98,29.55
2012-07-10,18.2164,5.02,52.7968,10.9475,2.417,10.9828,48.0826,14.3359,17.942,31.3082,23.6578,113.66,11.4429,49.8442,0.2948,47.6026,34.1976,20.4626,23.98,44.83,72.96,45.94,10.446,53.47,2.1047,8.82,52.59,30.82
2012-07-11,18.0397,4.85,53.0086,10.8305,2.3816,10.8221,47.3005,14.1076,17.6543,30.5325,23.2118,113.08,11.6457,49.2765,0.2859,47.746,33.0804,20.2352,22.49,47.76,71.58,44.34,10.333,51.48,2.086,8.7,53.12,30.57
2012-07-12,18.1212,4.89,53.4887,10.7815,2.3548,10.7082,47.4867,14.2327,17.4017,30.8706,22.9013,114.88,12.2543,49.3002,0.2845,47.7664,33.2097,20.5607,22.15,48.5,72.34,44.49,10.0747,52.84,2.198,8.19,51.47,29.61
2012-07-13,18.1864,4.85,54.0535,10.83,2.3852,10.8556,48.0826,14.3377,17.7034,30.3336,23.4746,116.85,12.1586,50.0966,0.2861,48.0053,33.9021,20.9646,22.24,48.35,74.8,45.74,10.0908,53.77,2.288,7.45,50.89,28.32
2012-07-16,18.3568,4.85,54.8019,10.8725,2.3946,10.9627,47.7698,14.3889,17.7736,28.3246,23.602,116.66,11.8929,50.1281,0.2898,48.2032,33.9529,20.8979,22.25,48.33,75.76,46.64,10.3653,54.61,2.3333,7.05,51.03,27.62
2012-07-17,18.2306,4.83,55.4867,10.8075,2.3866,10.8823,47.8145,14.3529,17.6824,28.1555,23.5702,114.78,11.6071,50.3884,0.2829,47.8893,34.0037,20.7175,21.23,50.16,75.86,46.18,10.5752,53.76,2.0947,6.83,50.48,27.24
2012-07-18,18.3715,4.93,56.0586,11.0365,2.498,11.2038,49.1031,14.5807,18.4893,29.2495,24.2948,120.87,11.7086,51.1611,0.3014,48.019,34.5853,20.9136,24.7,42.5,78.6,49.61,10.6075,55.75,2.1813,6.8,50.24,27.16
2012-07-19,18.4241,4.62,56.2139,11.268,2.6008,11.1033,48.619,15.1434,18.1525,28.8418,24.685,118.29,11.8086,50.8299,0.3005,47.8006,34.7838,20.9097,25.04,42.0,77.35,49.67,10.4783,53.17,2.138,6.97,50.75,27.53
2012-07-20,17.8642,4.15,54.2724,11.236,2.506,10.7551,47.7474,14.9374,17.5771,27.9666,23.5463,113.06,11.5329,50.4987,0.2859,47.4798,34.0498,20.0509,22.4,46.71,73.13,45.58,10.107,49.56,2.07,8.43,53.33,30.37
2012-07-23,18.2543,4.18,55.0066,11.3135,2.5089,10.5475,47.5612,15.2986,17.6753,28.6628,23.2835,116.88,11.5814,50.0572,0.298,47.1864,33.7452,19.8156,23.4,45.37,74.41,47.0,10.4299,50.41,2.044,8.22,52.66,29.92
2012-07-24,17.2649,4.11,54.9219,11.1,2.4691,10.1792,47.4867,15.1325,17.5561,28.2351,23.2835,114.31,9.1729,50.7038,0.2934,47.1317,33.4405,19.8038,23.48,44.7,72.8,44.49,10.6398,48.61,1.9947,8.79,52.96,31.0
2012-07-25,17.4242,4.05,55.7762,11.0,2.5327,10.514,46.8163,15.2986,17.956,27.5986,23.2755,115.95,8.4729,51.3819,0.3056,48.2647,33.6898,20.2783,25.73,40.56,75.48,46.74,11.6569,50.4,1.9933,7.59,51.47,28.89
2012-07-26,17.2815,4.09,56.8423,11.2625,2.5892,10.3868,46.9653,15.3954,18.0192,23.0635,23.4746,114.26,8.1943,51.3267,0.3026,48.1759,33.9067,18.3921,26.3,40.07,77.05,47.69,14.1271,50.17,1.914,6.71,50.41,27.16
2012-07-27,17.7596,4.08,58.7203,11.85,2.6275,10.5207,47.4271,15.8223,18.2297,23.8691,23.6896,116.7,8.4186,51.7683,0.309,49.1041,34.2853,18.6077,27.83,37.59,79.78,50.02,14.5954,53.32,1.9673,6.81,50.72,27.43
2012-07-30,18.1296,4.09,58.6921,11.755,2.6217,10.6279,47.1441,15.6285,18.0753,23.2425,23.4746,110.51,8.2071,52.4307,0.3056,49.3498,34.4561,18.4195,27.86,37.88,79.71,50.26,14.3855,51.75,1.836,7.48,51.37,28.8
2012-07-31,18.5107,4.09,58.8969,11.707,2.6847,10.7216,47.4495,15.8534,18.1244,21.3827,23.5622,117.65,8.2043,52.3519,0.3122,49.6774,34.5761,17.8313,28.09,36.95,80.05,51.44,14.2563,52.13,1.866,7.3,51.67,28.48
2012-08-01,18.1179,4.03,56.9976,11.528,2.6297,10.581,46.8461,15.5601,18.0613,20.6567,23.2596,116.25,7.7543,51.7526,0.3053,49.2133,34.2807,17.0979,26.76,38.73,76.31,48.75,14.0787,47.09,1.7893,7.63,51.93,29.11
2012-08-02,18.4422,4.01,58.2756,11.7015,2.6876,10.7685,46.7642,15.9205,18.5805,20.2489,23.5144,120.24,7.8371,52.6436,0.3129,49.459,34.5853,17.1881,28.6,36.14,79.83,51.5,14.111,50.13,1.7933,6.42,51.02,26.71
2012-08-03,18.5521,4.1,58.0214,11.778,2.6905,11.0431,47.2484,15.9108,18.5592,21.2733,23.8887,124.83,7.7914,52.5884,0.3175,49.7252,35.6471,17.3967,29.55,35.15,81.7,52.44,14.0626,51.55,1.8367,5.82,49.51,25.46
2012-08-06,18.7168,4.04,58.6003,11.7065,2.697,11.2775,46.9802,15.9651,18.7291,22.0789,23.9444,124.59,8.1357,52.5727,0.3251,49.5682,35.6378,17.2471,30.08,34.24,82.56,53.55,13.9334,53.79,1.918,5.53,49.42,24.82
2012-08-07,18.6153,4.05,57.3012,11.7645,2.71,11.4114,47.4718,15.8969,18.7433,20.597,24.0559,125.74,8.2243,52.825,0.3241,49.1997,36.0349,17.8258,31.0,33.08,81.88,53.7,13.9173,53.2,1.9933,5.97,50.14,25.87
2012-08-08,18.6487,4.41,57.1883,11.6965,2.6796,11.7931,47.4271,16.0327,18.8565,20.6368,24.1992,126.11,8.2271,53.306,0.3267,49.4249,35.7625,17.9478,31.54,32.61,82.64,54.46,13.9818,53.62,1.968,5.59,49.75,25.05
2012-08-09,18.6747,4.23,57.8449,11.654,2.6934,11.7128,47.2111,15.8855,18.899,21.2932,24.2868,126.1,8.2371,53.7634,0.3461,49.1451,35.4163,17.814,32.2,31.75,82.32,54.12,14.0787,53.62,1.954,5.58,49.81,25.02
2012-08-10,18.8159,4.31,58.1555,11.6115,2.6876,11.7462,47.2633,16.1051,18.9415,22.0291,24.1674,127.26,8.7457,53.8816,0.3356,49.0768,35.8779,18.0069,32.71,31.33,83.22,55.02,14.5469,53.82,1.9793,5.32,49.18,24.38
2012-08-13,19.0719,4.31,58.3261,11.7355,2.6572,11.6525,47.3974,16.3994,18.9698,21.2932,24.2874,127.7,8.66,54.4178,0.3406,49.2338,35.864,18.3061,32.72,31.35,84.49,56.02,14.7891,54.66,2.05,5.06,48.69,23.84
2012-08-14,19.0547,4.11,59.0566,11.613,2.608,11.4851,47.4346,16.6738,18.5663,20.5274,24.1351,124.09,8.8614,53.6608,0.3356,49.1451,35.9079,18.4045,30.7,33.3,83.35,55.19,14.773,52.81,1.9593,5.57,49.21,25.02
2012-08-15,19.052,4.19,59.2906,11.886,2.655,12.4762,47.8145,16.6049,18.715,20.3285,24.3355,124.86,9.0657,53.8422,0.3349,49.4385,35.9869,18.9517,31.72,32.1,84.17,56.2,15.7901,54.4,1.9687,5.52,49.93,24.89
2012-08-16,19.3173,4.17,59.1842,12.03,2.731,12.7441,48.2689,16.7693,18.807,19.9008,24.7844,126.66,9.2686,54.3469,0.3388,50.2097,36.9305,19.1367,33.18,30.73,86.14,57.87,15.4995,56.5,2.0193,5.22,50.06,24.26
2012-08-17,19.6194,4.1,59.0566,12.0685,2.6731,12.724,48.753,16.8036,18.5592,18.9461,24.7042,126.88,9.0914,54.7096,0.3347,50.005,37.3163,18.995,32.51,31.48,85.7,58.4,16.1453,57.3,2.01,5.12,49.56,23.98
2012-08-20,20.2475,4.1,58.8651,12.044,2.6044,12.724,49.2745,16.7442,18.6371,19.4732,24.6561,126.45,9.3057,55.0881,0.337,50.0255,37.2373,19.0226,32.21,31.59,86.65,59.29,16.1292,57.95,1.972,4.91,49.7,23.49
2012-08-21,19.7525,4.05,58.9856,11.97,2.6225,12.7709,49.349,16.6016,18.3257,19.2544,24.5199,128.15,9.3029,54.6544,0.3328,49.6569,36.7446,18.9163,31.43,32.2,84.6,57.05,16.2099,56.64,1.934,5.48,50.93,24.86
2012-08-22,20.1054,3.98,59.248,12.107,2.6217,12.8244,49.1702,16.773,18.1062,19.3936,24.3596,125.86,9.4314,53.5954,0.3349,49.7866,36.9073,18.9517,30.98,32.85,84.74,57.06,15.6771,56.16,2.0,5.44,51.17,24.8
2012-08-23,19.9061,3.88,59.2055,12.084,2.6058,12.7508,48.7381,16.8061,17.7311,19.4135,24.2473,124.16,9.0129,53.1184,0.328,49.5887,36.7446,18.7745,30.3,33.16,82.61,55.99,15.6125,54.76,2.004,5.74,51.5,25.47
2012-08-24,20.5243,3.95,59.8224,12.2895,2.6094,12.8847,49.349,16.4924,17.5966,19.3837,24.7924,124.97,9.0457,53.6908,0.3345,49.8275,37.3256,19.2903,31.47,32.07,85.46,58.2,15.9031,56.5,1.9713,5.07,50.46,23.9
2012-08-27,20.3731,3.84,59.6522,12.1985,2.5921,12.9316,48.6786,16.5424,17.547,18.9958,24.608,125.29,8.8914,53.2138,0.3264,49.8344,37.3535,19.2666,30.46,33.22,84.17,57.28,15.6448,55.94,1.8933,5.38,50.9,24.64
2012-08-28,20.3812,3.8,59.3402,12.339,2.6326,12.8713,49.0659,16.8501,17.6461,19.2146,24.568,125.66,9.0071,53.3967,0.3273,49.8412,37.5441,19.4635,30.65,32.95,84.75,57.75,15.6609,57.05,1.8993,5.39,50.71,24.66
2012-08-29,20.2421,3.75,59.0282,12.3495,2.6405,12.7775,48.753,17.021,17.3913,19.1649,24.4718,125.99,9.0229,53.2217,0.3276,49.4863,36.9677,19.4674,30.3,33.37,83.57,56.96,15.6448,56.29,1.9067,5.71,51.25,25.37
2012-08-30,20.1398,3.77,59.4324,12.4035,2.6253,12.7909,49.0435,17.0151,17.3418,18.5781,24.5279,127.19,8.7586,53.2218,0.3244,49.4385,37.0886,19.6918,30.17,33.93,84.31,56.93,15.6932,56.92,1.9073,5.5,50.8,24.86
2012-08-31,20.0948,3.69,59.4253,12.4135,2.6311,12.7173,48.8275,17.0288,17.7169,17.9814,24.4077,126.08,8.2857,53.1741,0.3163,49.5136,37.0468,19.4674,30.36,33.2,83.89,56.67,15.6609,56.44,1.9013,5.37,50.58,24.6
2012-09-04,20.3909,3.57,59.8366,12.3805,2.5762,12.724,48.321,16.9156,17.271,18.1703,24.2233,124.99,7.9429,53.031,0.3056,49.4026,36.4053,19.5147,29.58,34.01,83.9,56.93,15.9354,58.43,1.8673,5.19,49.94,24.27
2012-09-05,20.3184,3.55,59.9359,12.4115,2.5783,12.7708,48.6413,17.0638,17.3205,18.6377,24.4477,126.64,7.9443,53.3172,0.3076,49.4095,36.6005,19.7863,30.0,33.62,85.04,57.93,16.0646,59.23,1.8667,4.74,48.88,23.12
2012-09-06,20.4657,3.62,60.2762,12.6925,2.6557,13.0923,49.8257,17.4131,17.0799,18.9958,24.8806,129.0,8.0971,53.818,0.3067,49.6089,37.2327,20.0658,31.94,31.41,89.14,60.07,15.8547,61.95,1.9033,37.7,46.88,20.81
2012-09-07,20.5382,3.49,60.099,12.95,2.6015,13.0119,49.8704,17.6559,16.9525,18.956,24.7122,129.79,8.0486,53.5795,0.3065,49.5057,36.8143,20.1485,31.08,32.0,89.45,60.0,16.0323,62.61,1.9467,35.94,46.47,20.26
2012-09-10,20.0752,3.52,59.4608,12.88,2.5349,12.8043,49.3862,17.3623,16.4924,18.8168,24.6,128.71,7.9857,53.3887,0.3042,49.3545,36.5447,20.0776,30.24,32.78,88.4,58.62,15.8547,62.02,1.8507,38.35,46.74,21.04
2012-09-11,20.1277,3.83,58.858,12.825,2.5479,12.7976,49.3192,17.1497,16.5561,20.6467,24.8004,129.76,8.2143,53.8736,0.3106,49.1757,36.647,20.0737,30.88,32.26,89.81,59.5,16.339,63.31,1.86,36.46,45.23,20.53
2012-09-12,20.4452,3.82,58.7942,12.747,2.5523,12.7642,48.9244,17.2412,16.2871,20.8456,24.7603,130.38,8.1243,53.0787,0.3143,48.3162,36.6888,20.1445,30.51,32.66,89.77,60.0,16.4198,63.65,1.9047,35.91,45.18,20.4
2012-09-13,20.8252,3.96,59.2764,13.07,2.5385,12.9651,49.3415,17.6519,16.5986,21.0147,24.8565,132.7,8.3571,53.19,0.3134,48.7562,37.651,20.4122,32.01,30.96,94.44,62.78,16.9849,66.5,2.0,29.56,42.33,18.52
2012-09-14,21.1086,3.9,57.4965,13.0625,2.5458,12.8311,49.5873,17.6148,16.4853,22.5463,25.0008,132.87,8.4257,52.5858,0.3179,48.4331,38.2925,19.6643,32.69,30.29,94.57,63.09,17.1463,66.7,2.1567,33.93,42.5,19.89
2012-09-17,21.1246,3.7,58.3262,12.924,2.5494,12.7642,49.5948,17.6066,16.4995,21.4821,24.9287,134.41,8.1843,52.7766,0.3051,48.3987,37.9206,19.5107,31.55,31.49,93.77,62.81,17.1463,66.14,2.1253,32.57,42.68,19.5
2012-09-18,21.1361,3.66,58.312,12.9725,2.553,12.8445,49.5724,17.8484,16.6339,21.87,24.9207,134.85,8.1057,53.1741,0.3113,48.7081,37.8184,19.4241,31.39,31.49,94.25,63.4,17.2432,66.57,2.0667,29.39,41.82,18.53
2012-09-19,21.1029,3.64,57.773,13.0015,2.513,12.7441,49.267,18.0218,16.3437,22.8944,24.8084,133.68,8.06,52.9992,0.3136,48.6737,37.8323,19.6091,30.51,32.71,92.78,62.65,18.002,64.72,2.062,30.87,41.8,19.03
2012-09-20,21.201,3.63,58.4822,13.087,2.4949,12.8244,49.5203,18.2143,16.4358,22.8447,25.1932,136.5,8.49,53.182,0.3124,49.1619,37.7393,20.2705,30.66,32.34,95.53,64.18,18.6963,66.77,2.0733,29.78,41.23,18.7
2012-09-21,20.7317,3.54,58.1985,12.761,2.5436,12.6302,48.9542,18.1842,16.2305,21.6612,24.8485,134.31,8.1229,52.864,0.3083,48.5225,37.3861,20.0383,29.2,33.76,92.54,61.89,18.6478,64.86,1.9673,29.98,41.52,18.74
2012-09-24,20.7739,3.48,58.8651,12.8165,2.5116,12.6905,49.5352,18.7327,16.2446,21.0843,24.8084,135.47,8.1071,53.0548,0.3173,48.7769,37.228,20.1997,28.98,33.86,94.11,62.74,19.0837,66.19,1.908,27.85,40.79,18.09
2012-09-25,20.1847,3.27,59.6309,12.62,2.3793,12.5164,49.6022,18.6531,15.9757,20.0401,24.2714,133.29,7.7129,52.3394,0.3063,48.5637,36.6749,19.8965,26.06,37.62,90.51,59.14,18.5833,62.47,1.844,34.11,42.41,20.04
2012-09-26,20.0504,3.36,59.2409,12.527,2.4113,12.5097,49.7363,18.9044,16.1102,20.8755,24.1832,131.72,7.98,52.9118,0.3028,48.4606,36.6516,19.8139,26.61,36.77,90.15,58.6,18.3249,61.78,1.8547,33.21,41.71,19.76
2012-09-27,20.4869,3.43,59.56,12.807,2.5036,12.724,49.2447,18.7601,16.3225,20.4578,24.1912,132.94,7.8629,52.6256,0.303,48.5569,36.0148,19.9044,27.39,35.56,90.35,59.97,19.2936,62.33,1.9153,30.51,41.54,19.03
2012-09-28,20.2578,3.39,59.9217,12.77,2.5537,12.878,49.1851,18.882,16.1031,21.9595,23.8947,134.58,7.8,52.9435,0.3072,48.6118,36.5168,20.0501,27.42,35.29,91.29,59.86,18.9707,62.73,1.9667,29.43,41.1,18.7
2012-10-01,19.9756,3.3,60.6096,12.64,2.5363,12.8789,50.2428,19.035,16.2022,21.9595,23.7904,133.33,8.0643,53.8975,0.3028,48.715,36.5261,19.8572,27.37,35.84,92.01,59.66,18.7447,63.1,1.952,30.7,41.18,19.15
2012-10-02,20.0676,3.28,61.0847,12.5605,2.5094,12.7912,50.4163,18.7992,16.1809,22.1783,23.8466,131.41,8.3414,54.0167,0.3026,48.6669,36.5215,19.5462,27.52,35.48,91.97,59.48,21.1826,62.61,1.9833,30.4,41.17,19.04
2012-10-03,20.2605,3.17,61.6803,12.8005,2.5123,12.825,50.0936,18.974,15.9827,22.1982,24.0229,128.82,8.95,54.2949,0.2996,48.6669,36.6888,19.6406,27.01,36.0,93.42,60.26,19.4551,62.72,2.0,29.53,40.57,18.75
2012-10-04,20.0779,3.24,61.5882,13.06,2.5232,12.8452,50.4238,19.1721,16.0394,21.3727,24.2313,126.94,9.58,55.0343,0.3131,48.8938,36.7679,19.4753,27.79,35.1,95.76,61.49,20.5853,63.92,1.98,26.86,39.18,17.89
2012-10-05,19.5249,3.21,61.4251,12.8835,2.4709,12.744,50.2887,18.9305,16.0111,20.2887,23.7584,123.95,10.1986,55.0422,0.3037,48.8181,36.3448,19.1564,26.8,36.2,93.19,58.3,20.44,61.9,1.924,28.57,39.89,18.44
2012-10-08,19.2765,3.18,60.7656,12.9335,2.4346,12.771,49.9284,18.8974,15.6855,20.2788,23.7904,122.36,9.8429,54.9389,0.3014,48.9488,36.3542,19.1643,26.15,37.08,93.11,57.52,20.3269,61.97,1.9413,28.55,39.77,18.46
2012-10-09,19.3094,3.22,60.489,12.6,2.4476,12.6833,49.4781,18.4544,15.5014,19.8213,23.3656,119.98,9.4043,54.8594,0.2941,48.9419,35.8847,18.7942,25.11,39.06,90.56,55.31,19.9072,59.75,1.8927,30.31,39.97,19.01
2012-10-10,19.5135,3.19,60.4323,12.4,2.3989,12.4607,49.2154,18.729,15.4802,19.7715,23.4217,120.47,9.5571,54.597,0.2932,48.6462,35.5686,18.5816,24.89,39.13,90.6,56.16,17.7598,60.7,1.9293,29.27,39.7,18.71
2012-10-11,19.0022,2.86,60.1841,12.159,2.3786,12.319,49.4105,18.7029,15.2749,19.6422,23.2213,118.73,9.4,54.6288,0.29,48.1993,35.3269,18.7076,24.14,40.01,89.08,54.18,18.9869,59.97,1.888,28.4,39.08,18.44
2012-10-12,19.0864,2.79,59.9217,12.1425,2.4055,12.4742,49.7258,18.4564,15.2395,19.5726,23.542,118.28,9.3071,54.7004,0.29,48.158,35.3873,18.6879,24.16,40.02,88.65,54.46,18.9384,59.07,1.868,29.36,38.81,18.79
2012-10-15,19.1775,2.77,61.3967,12.2435,2.42,12.5686,49.9434,18.4114,15.5651,19.5726,23.6061,120.07,9.2714,55.3522,0.2957,48.4743,35.643,18.9084,25.15,38.32,91.49,55.2,18.3249,60.64,1.8447,26.82,38.03,17.94
2012-10-16,19.585,2.66,62.3965,12.1685,2.4774,12.5281,50.5965,18.5064,15.0555,19.3936,23.4859,121.0,9.43,56.0359,0.298,48.2887,36.131,19.2076,25.78,36.88,93.25,55.94,17.9213,61.36,1.8833,26.42,38.04,17.79
2012-10-17,19.3049,2.76,63.1412,12.3885,2.476,12.5551,50.6715,18.7947,15.4448,19.5925,23.7664,118.89,9.7843,56.0359,0.2987,48.2199,36.4099,19.0659,25.96,37.11,93.57,55.71,17.6953,62.45,1.9327,26.11,37.91,17.71
2012-10-18,19.0471,2.54,63.6943,12.258,2.4796,12.5349,51.2344,17.5519,15.3386,18.8963,23.2855,118.23,9.5986,56.1631,0.2904,48.5568,36.6377,18.4754,25.43,37.76,92.96,54.14,18.002,60.04,1.8553,26.12,37.77,17.71
2012-10-19,18.4848,2.23,61.652,11.9405,2.4331,12.2245,50.3638,16.9407,15.1475,19.0952,23.029,118.22,9.1943,55.853,0.2787,47.9105,36.0938,18.0029,23.75,40.21,88.45,50.53,17.7437,57.48,1.866,28.78,38.76,18.62
2012-10-22,19.0456,2.06,61.8222,11.5525,2.3953,12.1436,49.8308,16.7168,15.0909,19.145,22.2595,115.02,9.6143,55.4158,0.2719,47.5599,35.5639,17.6998,22.79,41.76,85.96,50.51,17.6791,56.39,1.8253,31.37,39.63,19.49
2012-10-23,18.7571,2.17,62.7795,11.794,2.4367,12.1638,49.2229,17.0847,15.3811,23.9983,22.5721,111.18,8.2657,55.8531,0.2845,47.1404,36.0706,17.8336,24.32,39.13,86.09,50.34,17.3078,57.6,1.9013,31.58,38.94,19.6
2012-10-24,18.7136,2.1,62.4462,11.546,2.4033,11.8265,51.2119,16.9156,15.2749,23.1629,22.5961,111.76,8.5786,55.6464,0.2813,47.1954,36.3681,18.1407,23.65,40.38,86.25,50.08,17.5338,57.88,1.8533,30.66,38.36,19.31
2012-10-25,18.3946,2.13,62.0704,11.43,2.4491,11.6039,50.709,16.8285,15.4094,22.2778,22.3316,112.88,8.7929,54.8912,0.2797,47.5324,36.0009,18.1289,23.4,40.53,84.94,48.55,17.2432,56.98,1.8353,31.14,38.62,19.44
2012-10-26,17.9554,2.13,62.198,11.816,2.4433,11.7253,50.8817,16.9121,15.5793,20.7064,22.8847,94.74,9.4871,54.3108,0.2774,47.5599,36.805,18.058,24.0,39.24,85.95,48.98,17.1302,56.38,1.8467,29.73,38.3,19.0
2012-10-31,18.0562,2.07,61.6733,11.7115,2.4193,11.5836,51.257,16.9031,15.4023,20.965,23.1171,94.83,11.1214,54.7163,0.276,47.6148,36.4704,18.0069,24.0,39.56,85.58,49.09,16.4682,57.72,1.8833,31.51,38.39,19.59
2012-11-01,17.9859,2.15,61.9498,11.7005,2.5225,11.9007,52.3453,17.2835,15.8483,21.144,23.7183,97.16,11.0357,55.1058,0.2907,47.9174,36.8562,19.8887,26.23,35.69,89.15,51.4,16.775,60.0,1.9513,26.12,36.78,17.9
2012-11-02,17.6125,2.1,61.1414,11.602,2.3982,11.6916,51.6472,17.0275,15.747,20.9849,23.7423,96.03,10.6529,54.5175,0.2856,47.1473,36.2566,19.9989,24.65,37.8,84.87,48.72,16.3875,56.46,1.9867,28.91,38.3,18.89
2012-11-05,17.815,2.12,61.5598,11.7705,2.4941,11.7658,51.4896,17.0519,15.5396,21.1241,23.9027,98.49,11.0086,54.8673,0.2992,47.4636,36.2844,20.113,26.16,35.48,86.57,50.19,16.339,58.18,2.0407,28.74,37.68,18.85
2012-11-06,17.3995,2.07,61.5172,11.7825,2.5276,11.7725,51.0918,16.7912,15.4037,20.7362,23.6702,98.31,10.9186,54.8196,0.2959,47.5598,36.7957,20.1721,25.81,35.66,85.45,48.45,16.2422,56.67,2.0667,28.4,37.91,18.77
2012-11-07,16.9989,2.03,60.3188,11.611,2.5428,11.6174,49.8759,16.6718,14.946,20.408,23.3416,96.47,11.1643,52.8561,0.2923,47.3673,35.9962,20.3296,25.3,36.87,81.8,46.98,16.3229,54.16,2.0673,31.2,37.88,19.7
2012-11-08,16.3861,2.0,59.7941,11.313,2.4709,11.2665,48.2697,16.285,14.8817,19.8511,23.1492,94.94,10.9014,51.9021,0.2923,47.1886,35.3315,20.054,23.91,38.47,78.13,44.22,15.9193,51.59,2.04,32.4,39.11,20.09
2012-11-09,16.8024,2.04,60.5457,11.3295,2.4404,11.3745,48.3973,16.5113,14.9317,19.0455,23.1973,95.84,11.2857,52.1486,0.2799,47.2917,35.4059,20.0619,24.74,37.08,79.83,45.5,16.4359,52.9,2.0193,30.87,38.97,19.63
2012-11-12,16.3403,1.98,60.5097,11.256,2.4171,11.2733,47.7743,16.4927,14.71,19.503,21.8363,94.68,11.12,51.7829,0.2719,47.2504,35.5035,19.9319,23.75,38.93,77.9,43.92,16.0484,51.28,2.086,28.84,38.51,19.03
2012-11-13,16.5401,2.04,61.0367,11.325,2.4476,12.1773,47.9769,16.4345,14.6028,19.9903,22.014,95.1,11.4286,51.9021,0.2728,47.1404,35.9438,19.7658,24.35,37.98,79.18,44.71,16.4521,51.54,2.1307,26.12,37.66,18.11
2012-11-14,16.2985,1.93,59.7192,11.115,2.4084,11.9749,46.6109,16.1693,14.3096,22.2181,21.7231,92.82,11.4443,50.4553,0.2661,46.8379,35.0451,19.3705,22.74,40.6,75.32,43.01,16.4198,48.04,2.0867,29.45,38.89,19.25
2012-11-15,15.9246,1.87,60.0184,11.0655,2.3408,12.0964,46.6709,16.0695,14.3525,22.1286,21.5534,93.05,11.6114,50.4951,0.2657,46.7691,35.0919,19.3033,21.84,41.52,75.17,42.23,16.8718,47.5,2.0767,29.35,39.01,19.22
2012-11-16,16.3949,1.9,60.8729,11.416,2.3459,12.3257,47.1438,16.3111,14.2953,23.8293,21.6585,89.92,11.7157,51.0516,0.2657,47.1473,35.6115,19.3587,22.7,40.04,78.5,44.0,18.3411,50.3,2.138,25.34,37.48,17.85
2012-11-19,17.3409,1.92,60.6877,11.5,2.4215,12.3392,47.9094,16.6546,14.2166,22.606,21.6261,86.63,11.6443,51.3854,0.2672,47.1679,35.677,19.5998,22.56,40.46,80.18,45.65,17.7114,51.58,2.1867,22.02,36.48,16.72
2012-11-20,17.1087,1.89,61.6847,11.692,2.3822,12.3932,47.8869,16.6417,13.9592,23.0933,21.5857,85.03,11.7857,52.096,0.2651,47.4292,35.9532,19.7461,22.8,39.97,80.88,45.22,17.0172,52.4,2.174,21.62,36.14,16.49
2012-11-21,17.1972,1.92,61.9553,11.9945,2.3982,12.5484,48.4798,16.6661,13.9663,24.4459,22.006,85.77,11.9157,52.2002,0.2739,47.7868,36.426,19.9833,23.25,38.95,82.34,46.5,17.1625,53.35,2.1733,21.04,36.1,16.32
2012-11-23,17.4619,1.96,62.0906,12.0195,2.4527,12.6765,48.7876,16.5783,14.0807,24.8039,22.2565,86.11,11.8,52.1441,0.275,47.9862,36.4026,20.1019,23.94,38.08,83.18,47.6,17.0817,54.2,2.14,20.93,35.54,16.3
2012-11-26,17.8758,1.87,62.2402,12.161,2.4607,12.8451,48.765,16.4223,14.2667,25.8979,22.111,86.49,11.7186,52.1361,0.2782,48.0755,36.7162,20.1137,24.5,37.19,83.53,48.22,16.9849,54.96,2.142,19.56,35.37,15.83
2012-11-27,17.5035,1.88,61.7915,12.1225,2.4433,12.8383,48.3973,16.6173,14.2238,25.7985,21.8282,86.16,11.8214,52.2483,0.2794,48.0687,36.7443,19.8409,23.76,38.1,81.55,46.72,16.9203,54.08,2.1333,21.35,35.93,16.49
