Date,QID,SHV,SHY,SOXL,SPLV,SQQQ,STIP,TECL,TLT,TMF,TMV,TQQQ,UDN,UGL,UPRO,UUP,VIXY,XLP
2012-06-29,32.25,110.22,84.38,28.75,27.66,46.77,102.19,48.66,125.38,79.11,54.29,50.17,26.56,79.32,76.82,22.51,31.7,34.75
2012-07-02,32.1,110.2,84.36,28.4,27.74,46.46,102.13,49.01,125.96,80.17,53.46,50.47,26.51,81.6,76.8,22.56,30.0,34.99
2012-07-03,31.64,110.2,84.37,28.73,27.77,45.51,102.34,49.8,125.32,79.08,54.31,51.56,26.22,80.0,77.53,22.79,29.82,35.11
2012-07-05,31.83,110.21,84.42,27.79,27.58,45.84,102.37,49.2,126.65,81.49,52.58,51.14,26.14,78.79,75.02,22.88,31.5,34.89
2012-07-06,32.42,110.2,84.44,26.18,27.63,47.12,102.36,47.75,127.37,82.93,51.64,49.71,26.07,78.13,74.88,22.93,30.08,34.99
2012-07-09,32.13,110.2,84.43,25.0,27.72,46.38,102.34,48.42,127.86,83.82,51.07,50.39,26.11,79.61,75.99,22.88,29.55,35.05
2012-07-10,33.17,110.2,84.42,23.98,27.63,48.74,102.42,45.94,128.63,85.38,50.18,47.97,26.06,77.07,72.94,22.93,30.82,35.03
2012-07-11,33.98,110.2,84.43,22.49,27.56,50.51,102.42,44.34,129.05,86.21,49.62,46.26,25.92,75.68,71.58,23.04,30.57,34.85
2012-07-12,33.92,110.2,84.45,22.15,27.64,50.32,102.28,44.49,129.23,86.55,49.39,46.35,25.93,77.91,72.36,23.03,29.61,35.04
2012-07-13,33.22,110.21,84.49,22.24,27.84,48.8,102.44,45.74,130.3,88.64,48.17,47.74,26.08,78.81,74.83,22.91,28.32,35.31
2012-07-16,32.82,110.2,84.5,22.25,27.86,47.91,102.51,46.64,129.24,86.61,49.35,48.53,26.13,78.39,75.78,22.87,27.62,35.28
2012-07-17,33.02,110.2,84.5,21.23,27.89,48.36,102.51,46.18,129.31,86.61,49.27,48.09,26.1,77.05,75.87,22.9,27.24,35.3
2012-07-18,31.57,110.2,84.53,24.7,28.05,45.1,102.67,49.61,128.46,84.9,50.22,51.44,26.16,78.05,78.6,22.85,27.16,35.38
2012-07-19,31.3,110.2,84.51,25.04,27.94,44.61,102.6,49.67,129.59,87.25,48.91,51.99,26.06,77.29,77.36,22.93,27.53,35.09
2012-07-20,33.31,110.2,84.54,22.4,27.68,49.01,102.63,45.58,131.32,90.64,47.0,47.06,25.87,76.77,73.1,23.09,30.37,34.8
2012-07-23,32.78,110.2,84.54,23.4,27.65,47.82,102.49,47.0,130.35,88.75,48.0,48.46,25.93,77.97,74.37,23.03,29.92,34.81
2012-07-24,33.86,110.2,84.55,23.48,27.5,50.22,102.48,44.49,131.63,91.28,46.6,45.99,25.98,79.64,72.78,23.0,31.0,34.76
2012-07-25,32.83,110.2,84.52,25.73,27.7,47.94,102.35,46.74,131.51,91.12,46.76,48.07,26.25,81.03,75.48,22.75,28.89,34.95
2012-07-26,32.46,110.2,84.5,26.3,27.91,47.09,102.47,47.69,129.91,87.66,48.41,48.92,26.3,82.02,77.1,22.71,27.16,35.3
2012-07-27,31.23,110.21,84.5,27.83,28.21,44.34,102.57,50.02,128.39,84.63,50.09,51.69,26.19,81.24,79.86,22.81,27.43,35.65
2012-07-30,31.33,110.21,84.55,27.86,28.32,44.61,102.7,50.26,129.8,87.5,48.46,51.42,26.25,82.02,79.73,22.75,28.8,35.82
2012-07-31,31.0,110.2,84.54,28.09,28.25,43.9,102.71,51.44,128.53,85.45,49.54,52.16,26.3,79.39,80.03,22.71,28.48,35.79
2012-08-01,32.09,110.22,84.51,26.76,27.89,46.34,102.75,48.75,129.6,87.48,48.38,49.45,26.09,78.97,76.4,22.9,29.11,35.32
2012-08-02,30.84,110.2,84.49,28.6,28.06,43.5,102.66,51.5,127.84,84.0,50.26,52.56,26.22,78.87,79.9,22.78,26.71,35.5
2012-08-03,30.34,110.22,84.49,29.55,28.14,42.47,102.76,52.44,127.69,83.57,50.42,53.83,26.38,80.23,81.81,22.63,25.46,35.88
2012-08-06,29.9,110.21,84.47,30.08,28.12,41.55,102.82,53.55,125.97,80.29,52.48,54.96,26.49,80.64,82.61,22.56,24.82,35.87
2012-08-07,29.82,110.21,84.44,31.0,27.9,41.39,102.88,53.7,126.15,80.68,52.22,55.05,26.35,80.75,81.98,22.67,25.87,35.58
2012-08-08,29.7,110.2,84.42,31.54,27.98,41.11,102.78,54.46,124.74,78.0,54.0,55.42,26.28,80.58,82.73,22.72,25.05,35.74
2012-08-09,29.7,110.2,84.44,32.2,27.92,41.15,102.79,54.12,126.2,80.66,52.18,55.41,26.24,81.2,82.35,22.77,25.02,35.57
2012-08-10,29.46,110.21,84.45,32.71,28.03,40.64,102.82,55.02,126.11,80.39,52.29,56.06,26.39,81.34,83.33,22.63,24.38,35.64
2012-08-13,29.08,110.2,84.43,32.72,28.07,39.92,102.76,56.02,123.96,76.42,54.97,57.1,26.3,79.24,84.57,22.66,23.84,35.73
2012-08-14,29.34,110.2,84.41,30.7,27.99,40.38,102.53,55.19,123.03,74.69,56.18,56.38,26.28,79.47,83.39,22.72,25.02,35.8
2012-08-15,28.91,110.19,84.41,31.72,27.99,39.56,102.56,56.2,122.21,73.12,57.29,57.61,26.32,80.0,84.23,22.68,24.89,35.76
2012-08-16,28.33,110.21,84.39,33.18,28.02,38.32,102.44,57.87,121.4,71.69,58.36,59.35,26.35,81.28,86.23,22.65,24.26,35.86
2012-08-17,28.25,110.21,84.4,32.51,28.0,38.12,102.37,58.4,121.5,71.84,58.15,59.66,26.3,80.72,85.75,22.71,23.98,35.85
2012-08-20,27.92,110.21,84.4,32.21,28.0,37.52,102.35,59.29,121.47,71.87,58.28,60.6,26.52,83.12,86.73,22.5,23.49,35.92
2012-08-21,28.47,110.21,84.42,31.43,27.83,38.59,102.47,57.05,123.53,75.4,55.4,58.86,26.5,83.5,84.65,22.53,24.86,35.65
2012-08-22,28.35,110.2,84.46,30.98,27.77,38.34,102.71,57.06,124.73,77.58,53.7,59.28,26.7,85.8,84.83,22.37,24.8,35.57
2012-08-23,28.69,110.21,84.46,30.3,27.61,39.04,102.83,55.99,125.48,79.09,52.72,58.12,26.62,86.34,82.75,22.43,25.47,35.27
2012-08-24,27.96,110.22,84.45,31.47,27.88,37.52,102.81,58.2,125.34,78.74,52.96,60.44,26.66,86.19,85.51,22.4,23.9,35.67
2012-08-27,28.14,110.22,84.45,30.46,27.81,37.95,102.88,57.28,125.79,79.68,52.31,59.76,26.72,86.0,84.25,22.34,24.64,35.65
2012-08-28,28.09,110.22,84.46,30.65,27.86,37.86,102.84,57.75,125.61,79.28,52.58,60.01,26.68,86.02,84.86,22.37,24.66,35.74
2012-08-29,28.35,110.22,84.47,30.3,27.8,38.33,102.82,56.96,126.29,80.5,51.73,59.16,26.68,85.61,83.68,22.37,25.37,35.55
2012-08-30,28.26,110.21,84.49,30.17,27.83,38.12,102.78,56.93,125.74,79.53,52.36,59.4,26.79,85.5,84.39,22.27,24.86,35.6
2012-08-31,28.38,110.23,84.52,30.36,27.8,38.38,102.98,56.67,126.9,82.26,50.55,59.04,26.74,88.6,83.95,22.31,24.6,35.47
2012-09-04,28.38,110.21,84.49,29.58,27.92,38.41,102.93,56.93,126.81,82.0,50.68,58.99,26.76,88.55,84.05,22.29,24.27,35.69
2012-09-05,28.03,110.22,84.44,30.0,27.93,37.76,102.96,57.93,125.51,79.5,52.19,59.99,26.7,89.74,85.22,22.33,23.12,35.7
2012-09-06,27.26,110.21,84.49,31.94,28.21,36.09,103.07,60.07,126.14,80.54,51.32,62.43,27.02,92.5,89.27,22.08,20.81,36.07
2012-09-07,27.35,110.21,84.47,31.08,28.02,36.3,103.05,60.0,123.69,76.0,54.52,62.12,27.06,92.6,89.6,22.04,20.26,35.72
2012-09-10,27.89,110.21,84.46,30.24,28.02,37.4,103.17,58.62,124.03,76.6,54.03,60.22,27.15,93.0,88.54,21.97,21.04,35.71
2012-09-11,27.77,110.21,84.46,30.88,28.02,37.19,103.21,59.5,122.23,73.23,56.38,60.53,27.27,93.67,89.95,21.86,20.53,35.64
2012-09-12,27.75,110.22,84.47,30.51,27.95,37.13,103.27,60.0,122.4,73.59,56.15,60.59,27.27,92.58,89.87,21.87,20.4,35.41
2012-09-13,26.83,110.23,84.48,32.01,28.19,35.3,103.92,62.78,119.77,68.92,59.84,63.6,27.54,96.99,94.65,21.63,18.52,36.09
2012-09-14,26.58,110.22,84.44,32.69,27.99,34.7,103.75,63.09,118.87,67.26,61.04,64.66,27.54,96.93,94.77,21.64,19.89,35.83
2012-09-17,26.7,110.23,84.44,31.55,27.96,35.01,103.59,62.81,120.71,70.34,58.16,64.08,27.46,95.74,94.0,21.71,19.5,35.9
2012-09-18,26.53,110.22,84.46,31.39,28.06,34.63,103.41,63.4,121.34,71.48,57.26,64.82,27.42,97.02,94.44,21.73,18.53,36.1
2012-09-19,26.68,110.22,84.46,30.51,28.01,34.95,103.33,62.65,122.15,72.89,56.09,64.17,27.3,96.06,92.93,21.82,19.03,36.19
2012-09-20,26.19,110.21,84.44,30.66,28.3,34.03,103.26,64.18,120.74,70.48,58.14,65.92,27.45,98.1,95.65,21.7,18.7,36.27
2012-09-21,26.91,110.21,84.45,29.2,28.21,35.35,103.27,61.89,122.25,73.12,56.01,63.34,27.28,95.6,92.7,21.84,18.74,35.79
2012-09-24,26.57,110.22,84.43,28.98,28.39,34.81,103.19,62.74,122.77,74.06,55.25,64.4,27.36,96.75,94.36,21.77,18.09,36.11
2012-09-25,27.6,110.21,84.44,26.06,28.2,36.73,103.19,59.14,124.52,77.15,52.9,60.86,27.2,94.13,90.58,21.89,20.04,35.82
2012-09-26,27.81,110.22,84.45,26.61,28.25,37.17,103.07,58.6,124.55,77.16,52.86,60.08,27.25,95.93,90.35,21.85,19.76,35.89
2012-09-27,27.34,110.22,84.48,27.39,28.12,36.27,103.06,59.97,124.75,77.62,52.58,61.46,27.31,97.04,90.61,21.82,19.03,35.89
2012-09-28,27.33,110.21,84.48,27.42,28.19,36.26,103.09,59.86,123.97,76.61,53.23,61.5,27.26,97.9,91.6,21.85,18.7,35.94
2012-10-01,27.46,110.21,84.47,27.37,28.2,36.47,103.12,59.66,123.87,76.34,53.3,61.1,27.29,97.52,92.2,21.83,19.15,36.14
2012-10-02,27.4,110.22,84.47,27.52,28.29,36.3,103.25,59.48,123.86,76.41,53.24,61.32,27.18,97.44,92.08,21.9,19.04,36.13
2012-10-03,27.08,110.22,84.47,27.01,28.53,35.73,103.29,60.26,123.43,75.64,53.89,62.35,27.3,98.33,93.6,21.82,18.75,36.25
2012-10-04,26.72,110.22,84.45,27.79,28.64,35.04,103.49,61.49,121.49,72.16,56.37,63.56,27.42,97.92,96.1,21.71,17.89,36.48
2012-10-05,27.62,110.21,84.44,26.8,28.54,36.77,103.54,58.3,121.98,72.78,55.67,60.54,27.3,96.59,93.53,21.82,18.44,36.46
2012-10-08,27.96,110.22,84.42,26.15,28.56,37.46,103.45,57.52,121.44,72.0,56.38,59.43,27.21,96.7,93.25,21.88,18.46,36.3
2012-10-09,28.65,110.22,84.42,25.11,28.4,38.91,103.47,55.31,121.49,71.99,56.42,57.0,27.15,95.22,90.72,21.91,19.01,36.11
2012-10-10,28.49,110.21,84.43,24.89,28.35,38.57,103.41,56.16,121.93,72.87,55.66,57.52,27.22,96.11,90.96,21.85,18.71,36.02
2012-10-11,29.1,110.21,84.43,24.14,28.17,39.83,103.31,54.18,124.1,76.66,52.87,55.72,27.3,95.84,89.37,21.8,18.44,35.93
2012-10-12,28.9,110.21,84.44,24.16,28.11,39.42,103.33,54.46,123.72,76.12,53.3,56.22,27.25,93.55,88.95,21.83,18.79,35.93
2012-10-15,28.62,110.22,84.43,25.15,28.37,38.84,103.39,55.2,122.92,74.44,54.33,57.05,27.36,93.25,91.76,21.75,17.94,36.18
2012-10-16,28.18,110.22,84.42,25.78,28.44,37.94,103.3,55.94,121.17,71.37,56.68,58.3,27.49,93.73,93.5,21.66,17.79,36.21
2012-10-17,28.14,110.212,84.38,25.96,28.58,37.81,103.14,55.71,121.13,71.19,56.68,58.53,27.45,93.17,93.82,21.68,17.71,36.24
2012-10-18,28.63,110.2,84.36,25.43,28.58,38.81,103.18,54.14,120.33,69.72,57.78,56.87,27.35,92.8,93.2,21.76,17.71,36.12
2012-10-19,29.98,110.21,84.37,23.75,28.26,41.57,103.06,50.53,121.44,71.78,56.1,52.86,27.27,91.25,88.67,21.8,18.62,35.66
2012-10-22,30.11,110.21,84.38,22.79,28.06,41.81,103.0,50.51,122.11,72.92,55.3,52.48,27.15,90.1,86.19,21.9,19.49,35.51
2012-10-23,29.84,110.22,84.38,24.32,28.0,41.32,102.94,50.34,121.86,72.52,55.52,53.12,27.15,89.89,86.31,21.89,19.6,35.24
2012-10-24,29.97,110.21,84.37,23.65,28.04,41.48,102.84,50.08,120.51,70.16,57.34,52.75,27.16,90.45,86.5,21.89,19.31,35.46
2012-10-25,30.42,110.21,84.38,23.4,28.0,42.43,102.89,48.55,121.47,71.74,55.92,51.7,27.1,90.38,85.18,21.94,19.44,35.49
2012-10-26,30.33,110.21,84.38,24.0,28.08,42.17,103.07,48.98,122.68,73.81,54.24,51.95,27.18,90.54,86.22,21.88,19.0,35.61
2012-10-31,30.22,110.22,84.41,24.0,28.17,42.02,102.84,49.09,122.77,74.48,53.84,52.09,27.16,91.21,85.76,21.89,19.59,35.46
2012-11-01,29.42,110.22,84.39,26.23,28.24,40.43,102.97,51.4,121.26,71.69,55.78,54.05,26.98,88.3,89.5,22.03,17.9,35.53
2012-11-02,30.35,110.2,84.4,24.65,27.92,42.26,102.92,48.72,122.79,74.41,53.69,51.67,26.85,86.85,85.15,22.12,18.89,35.15
2012-11-05,29.85,110.2,84.4,26.16,27.88,41.2,102.93,50.19,122.53,74.02,54.1,52.91,26.9,87.75,86.83,22.09,18.85,35.18
2012-11-06,30.48,110.2,84.42,25.81,27.77,42.52,102.99,48.45,123.95,76.46,52.09,51.22,26.84,90.95,85.58,22.14,18.77,35.2
2012-11-07,31.06,110.21,84.42,25.3,27.5,43.75,102.93,46.98,123.79,76.23,52.25,49.56,26.81,90.15,82.09,22.15,19.7,34.95
2012-11-08,32.19,110.2,84.44,23.91,27.23,46.1,102.95,44.22,125.62,79.57,49.92,46.92,26.77,92.39,78.37,22.19,20.09,34.5
2012-11-09,31.57,110.21,84.43,24.74,27.31,44.78,102.81,45.5,125.92,79.73,49.6,48.26,26.78,92.3,80.08,22.18,19.63,34.66
2012-11-12,32.47,110.21,84.45,23.75,27.11,46.76,102.93,43.92,126.78,81.85,48.48,46.33,26.72,90.65,78.25,22.22,19.03,34.47
2012-11-13,32.08,110.21,84.45,24.35,27.34,45.93,102.88,44.71,125.72,79.62,49.85,47.08,26.76,91.59,79.43,22.19,18.11,34.68
2012-11-14,33.12,110.21,84.45,22.74,26.93,48.15,102.85,43.01,126.13,80.52,49.3,44.86,26.74,91.08,75.51,22.19,19.25,34.19
2012-11-15,33.33,110.21,84.46,21.84,26.89,48.56,102.94,42.23,126.36,80.84,49.03,44.47,26.71,89.65,75.41,22.23,19.22,34.11
2012-11-16,32.35,110.21,84.46,22.7,27.19,46.48,102.96,44.0,125.46,79.22,50.13,46.33,26.77,91.89,78.76,22.17,17.85,34.67
2012-11-19,31.52,110.21,84.44,22.56,27.27,44.61,103.01,45.65,125.45,79.28,50.1,48.08,26.8,91.8,80.43,22.16,16.72,34.99
2012-11-20,31.43,110.22,84.41,22.8,27.37,44.49,102.96,45.22,124.22,76.76,51.55,48.25,26.8,91.23,81.15,22.16,16.49,35.2
2012-11-21,30.95,110.21,84.4,23.25,27.4,43.44,102.99,46.5,124.3,77.06,51.4,49.31,26.97,92.07,82.64,22.01,16.32,35.23
2012-11-23,30.55,110.22,84.42,23.94,27.46,42.57,102.99,47.6,125.18,78.64,50.33,50.3,27.06,93.82,83.38,21.96,16.3,35.5
2012-11-26,30.16,110.22,84.41,24.5,27.55,41.82,103.07,48.22,124.94,78.16,50.66,51.27,27.01,93.33,83.88,21.98,15.83,35.4
2012-11-27,30.65,110.22,84.43,23.76,27.41,42.78,103.1,46.72,125.97,80.13,49.38,49.97,26.93,89.2,81.76,22.04,16.49,35.37
2012-11-28,29.53,110.23,84.43,25.33,27.74,40.41,103.09,49.25,124.89,78.09,50.7,52.9,27.1,91.05,85.84,21.91,15.48,35.82
2012-11-29,29.44,110.22,84.44,25.12,27.81,40.28,103.21,49.25,125.48,79.26,49.93,53.05,27.04,90.76,86.01,21.95,15.45,35.88
2012-11-30,29.1,110.22,84.41,25.51,27.99,39.57,103.06,50.13,123.66,76.36,51.77,53.99,27.16,89.93,87.23,21.88,15.41,36.11
2012-12-03,29.66,110.21,84.44,24.82,27.81,40.7,103.19,48.79,124.99,78.67,50.28,52.55,27.27,87.65,84.75,21.79,16.26,35.84
2012-12-04,29.81,110.21,84.45,24.92,27.79,41.01,103.12,48.33,125.4,79.33,49.78,52.13,27.22,87.84,84.68,21.83,16.41,35.81
2012-12-05,30.53,110.21,84.45,25.09,27.92,42.54,103.2,46.67,125.85,80.49,49.21,50.12,27.17,87.25,84.63,21.86,16.18,35.91
2012-12-06,29.65,110.21,84.43,26.14,27.98,40.72,103.24,48.85,124.44,77.8,50.77,52.36,26.95,88.49,86.74,22.02,16.06,36.07
2012-12-07,30.48,110.22,84.44,25.92,27.99,42.43,103.18,46.91,124.95,78.53,50.25,50.25,27.04,89.88,86.01,21.95,15.9,36.1
2012-12-10,29.72,110.21,84.44,26.89,28.08,40.8,103.14,48.64,124.27,77.32,50.98,52.23,27.1,89.15,87.76,21.9,15.79,36.27
2012-12-11,29.06,110.22,84.45,28.66,28.19,39.43,103.16,50.39,123.84,76.46,51.61,53.88,27.15,89.98,89.45,21.86,15.39,36.28
2012-12-12,29.56,110.23,84.44,27.61,28.09,40.58,103.22,49.21,122.27,73.68,53.5,52.44,27.19,87.41,88.4,21.85,15.79,36.19
2012-12-13,30.32,110.23,84.44,26.63,27.84,42.12,103.08,47.28,123.19,75.28,52.31,50.52,27.18,87.74,86.31,21.83,16.21,35.93
2012-12-14,30.47,110.23,84.45,26.56,27.83,42.41,103.1,47.07,123.47,75.8,51.95,50.14,27.3,87.71,86.62,21.75,16.29,36.02
2012-12-17,29.43,110.23,84.42,27.42,28.08,40.08,103.05,49.31,121.46,72.02,54.56,52.97,27.32,87.92,89.42,21.72,15.42,36.13
2012-12-18,28.62,110.23,84.4,28.5,28.2,38.58,103.04,51.0,120.97,71.12,55.11,54.84,27.47,84.69,92.19,21.61,15.05,36.1
2012-12-19,28.93,110.23,84.41,28.32,28.02,39.24,103.05,50.15,121.29,71.67,54.67,53.91,27.46,83.05,90.0,21.62,15.88,35.72
2012-12-20,29.91,110.23,84.42,26.09,27.88,41.22,103.06,48.24,122.28,73.5,53.31,51.19,27.33,83.01,87.59,21.71,17.63,35.18
2012-12-21,29.8,110.24,84.42,27.72,27.91,40.97,103.05,48.9,122.0,73.02,53.63,51.72,27.3,84.1,88.53,21.73,17.1,35.05
2012-12-24,29.78,110.23,84.39,27.12,27.88,40.87,103.01,48.44,121.91,73.2,53.34,51.71,27.28,84.68,88.58,21.75,17.39,35.05
2012-12-26,30.22,110.24,84.39,26.34,27.6,41.85,103.13,47.61,121.92,73.16,53.35,50.41,27.33,83.46,87.06,21.71,18.07,34.76
2012-12-27,30.81,110.23,84.42,25.4,27.5,43.0,103.17,46.27,123.17,75.54,51.82,49.02,27.24,84.16,85.0,21.78,18.6,34.63
2012-12-28,31.02,110.24,84.43,25.79,27.29,43.55,103.08,45.46,122.84,74.9,52.09,48.5,27.24,84.15,83.22,21.77,19.46,34.38
2012-12-31,28.19,110.24,84.41,28.5,28.03,37.6,103.05,52.35,119.75,69.28,56.19,55.5,27.28,86.88,93.53,21.74,15.33,35.42
2013-01-02,27.75,110.24,84.42,30.2,28.27,36.79,103.15,53.07,119.4,68.75,56.58,56.6,27.08,85.78,94.63,21.9,15.13,35.67
2013-01-03,28.03,110.24,84.4,29.85,28.32,37.27,102.99,51.96,117.7,65.66,59.04,55.76,26.9,82.6,94.57,22.03,15.03,35.67
2013-01-04,28.37,110.23,84.39,29.48,28.38,37.97,102.91,50.86,118.37,66.94,57.98,54.75,26.94,82.44,94.38,21.99,14.93,35.79
2013-01-07,28.21,110.23,84.4,29.19,28.22,37.64,103.02,51.4,119.05,68.0,57.08,55.19,26.99,83.5,94.05,21.96,14.67,35.55
2013-01-08,28.22,110.23,84.43,28.58,28.24,37.66,103.07,50.84,119.19,68.3,56.8,55.15,26.91,83.9,94.39,22.02,14.3,35.56
2013-01-09,27.72,110.23,84.43,30.01,28.35,36.66,103.19,51.82,118.63,67.28,57.68,56.65,27.11,84.78,96.05,21.87,14.33,35.66
2013-01-10,27.78,110.23,84.43,30.08,28.44,36.79,103.08,51.67,118.49,67.05,57.76,56.47,27.32,85.06,96.69,21.71,14.27,35.8
2013-01-11,27.98,110.24,84.44,30.21,28.44,37.15,103.07,50.86,120.04,69.75,55.53,55.82,27.28,85.0,96.43,21.73,14.16,35.91
2013-01-14,28.19,110.23,84.46,30.32,28.3,37.6,103.16,49.99,120.55,70.68,54.87,55.22,27.26,86.0,95.17,21.75,14.14,35.96
2013-01-15,28.09,110.23,84.45,30.35,28.35,37.47,103.17,50.02,120.63,70.74,54.82,55.48,27.21,85.61,96.14,21.78,13.86,36.05
2013-01-16,27.71,110.23,84.43,31.94,28.36,36.69,103.16,51.21,119.33,68.4,56.55,56.59,27.21,85.03,97.91,21.77,13.46,36.25
2013-01-17,27.87,110.22,84.44,32.45,28.52,36.98,103.17,50.3,119.59,68.93,56.17,56.12,27.13,87.23,98.49,21.84,13.6,36.4
2013-01-18,27.76,110.23,84.44,32.65,28.61,36.75,103.11,50.87,119.52,68.72,56.26,56.47,27.14,86.7,99.1,21.82,12.86,36.38
2013-01-22,27.4,110.23,84.45,32.75,28.75,36.04,103.17,52.32,120.33,70.1,55.03,57.5,27.19,87.18,100.78,21.79,12.48,36.5
2013-01-23,28.14,110.23,84.45,32.06,28.77,37.5,103.12,50.32,119.91,69.45,55.72,55.17,27.1,85.07,100.66,21.86,12.22,36.58
2013-01-24,27.93,110.22,84.44,33.37,28.89,37.14,103.11,50.64,118.46,66.93,57.66,55.75,27.2,83.57,102.33,21.78,12.25,36.79
2013-01-25,27.84,110.22,84.38,33.92,28.94,36.86,103.06,50.31,117.02,64.53,59.8,56.07,27.21,83.2,103.11,21.78,12.28,36.72
2013-01-28,27.81,110.23,84.42,33.65,28.85,36.84,103.09,50.44,117.62,65.56,58.9,56.1,27.22,83.96,102.08,21.75,12.82,36.79
2013-01-29,27.62,110.23,84.41,33.2,29.08,36.47,103.22,50.91,116.67,63.78,60.42,56.77,27.33,85.71,103.84,21.67,12.56,36.97
2013-01-30,27.85,110.22,84.44,33.42,28.96,36.85,103.3,50.88,117.03,64.58,59.76,56.0,27.39,84.66,102.3,21.63,13.12,36.95
2013-01-31,27.59,110.24,84.42,34.04,29.11,36.3,103.45,51.83,117.73,66.04,58.24,56.85,27.44,85.66,103.82,21.59,12.52,37.1
2013-02-01,27.57,110.23,84.42,34.2,29.12,36.4,103.39,51.75,116.59,64.08,59.92,56.57,27.32,84.11,103.1,21.69,12.77,37.05
2013-02-04,28.0,110.23,84.41,34.1,29.09,37.23,103.36,51.12,116.23,63.46,60.44,55.32,27.22,85.76,103.17,21.76,12.96,37.03
2013-02-05,27.61,110.23,84.43,34.51,29.07,36.4,103.32,51.46,116.52,63.88,60.0,56.52,27.2,85.11,103.47,21.78,12.95,37.16
2013-02-06,27.52,110.22,84.43,35.56,29.21,36.2,103.37,52.18,116.79,64.43,59.52,56.67,27.12,84.2,104.87,21.84,12.48,37.28
2013-02-07,27.27,110.23,84.42,35.0,29.23,35.78,103.29,52.56,116.81,64.38,59.47,57.42,27.06,84.46,104.87,21.88,12.5,37.56
2013-02-08,26.92,110.22,84.44,36.34,29.3,35.07,103.18,53.66,117.01,64.8,59.16,58.49,27.0,82.58,105.9,21.92,12.29,37.53
2013-02-11,27.0,110.23,84.4,36.18,29.31,35.24,103.13,53.53,116.69,64.09,59.61,58.24,27.01,82.13,106.0,21.91,12.09,37.52
2013-02-12,27.01,110.23,84.4,36.99,29.38,35.24,103.18,53.35,115.78,62.71,60.98,58.18,27.11,82.41,107.16,21.85,11.97,37.51
2013-02-13,27.23,110.23,84.4,36.26,29.35,35.61,103.25,52.19,116.31,63.55,60.28,57.53,26.93,82.1,105.82,21.98,12.14,37.59
2013-02-14,26.99,110.22,84.4,38.05,29.28,35.19,103.24,52.87,116.7,64.2,59.6,58.29,26.94,79.16,107.4,21.98,11.76,37.5
2013-02-15,27.02,110.21,84.41,37.27,29.37,35.25,103.19,52.75,116.86,64.41,59.25,58.15,26.9,78.5,107.2,22.0,11.69,37.71
2013-02-19,26.74,110.21,84.41,38.5,29.54,34.73,103.16,53.51,115.67,62.4,61.19,58.96,26.9,76.57,108.79,22.0,11.32,38.03
2013-02-20,27.78,110.21,84.43,35.05,29.38,36.74,103.1,50.81,116.86,64.37,59.25,55.67,26.62,74.71,104.2,22.2,12.27,37.88
2013-02-21,27.87,110.22,84.44,34.87,29.46,36.85,103.23,50.95,117.01,64.61,59.04,55.39,26.58,75.0,104.5,22.24,12.19,38.12
2013-02-22,27.24,110.21,84.42,36.9,29.77,35.65,103.22,52.96,116.33,63.63,59.94,57.19,26.67,76.22,107.63,22.17,11.65,38.39
2013-02-25,28.19,110.22,84.45,34.44,29.34,37.54,103.23,50.22,118.78,67.45,56.34,54.29,26.5,77.12,101.51,22.31,13.58,37.83
2013-02-26,28.07,110.22,84.46,34.84,29.42,37.29,103.22,50.5,119.51,68.83,55.22,54.63,26.51,78.17,101.84,22.29,13.49,37.88
2013-02-27,27.5,110.22,84.47,36.4,29.69,36.15,103.17,51.85,118.43,67.08,56.74,56.27,26.51,76.8,105.89,22.3,12.47,38.15
2013-02-28,27.77,110.21,84.46,35.56,29.62,36.72,103.26,50.81,118.8,67.99,55.73,55.37,26.31,75.89,104.13,22.47,13.48,38.0
2013-03-01,27.54,110.22,84.45,36.32,29.77,36.26,103.29,51.49,118.76,68.02,55.86,56.07,26.3,75.07,105.53,22.47,13.26,38.15
2013-03-04,26.76,110.22,84.44,36.82,30.09,34.74,103.25,53.22,118.07,66.71,56.84,58.42,26.41,75.72,109.54,22.38,11.99,38.64
2013-03-05,26.18,110.22,84.42,38.7,30.23,33.52,103.26,55.14,117.11,65.21,58.15,60.5,26.33,74.85,112.15,22.44,11.84,38.7
2013-03-06,26.41,110.22,84.42,38.47,30.15,34.01,103.23,54.59,116.43,64.0,59.19,59.72,26.37,75.71,111.78,22.41,12.01,38.65
2013-03-07,26.12,110.21,84.4,39.5,30.14,33.5,103.14,55.49,114.86,61.43,61.58,60.58,26.28,74.3,113.42,22.57,11.58,38.67
2013-03-08,26.31,110.22,84.41,38.45,30.14,33.8,103.23,54.78,115.17,61.92,61.2,59.99,26.15,75.47,113.11,22.57,11.61,38.68
2013-03-11,26.22,110.21,84.41,38.29,30.26,33.69,103.29,54.77,115.27,61.98,60.89,60.18,26.28,76.72,114.47,22.47,11.16,38.65
2013-03-12,26.2,110.22,84.42,39.3,30.21,33.65,103.3,54.85,115.21,61.99,60.94,60.2,26.16,76.88,114.11,22.57,11.28,38.7
2013-03-13,26.18,110.23,84.4,40.01,30.35,33.57,103.33,55.39,115.07,61.75,61.25,60.43,26.08,75.68,115.24,22.63,11.11,38.8
2013-03-14,26.15,110.23,84.41,40.31,30.32,33.48,103.47,55.8,115.33,62.04,60.85,60.5,26.38,76.69,115.8,22.39,11.14,38.59
