Date,QID,SHV,SHY,SOXL,SPLV,SQQQ,STIP,TECL,TLT,TMF,TMV,TQQQ,UDN,UGL,UPRO,UUP,VIXY,XLP
2012-06-29,32.13,110.21,84.36,28.09,27.68,46.45,102.15,49.01,126.21,80.71,53.14,50.4,26.55,79.72,76.73,22.52,30.14,34.96
2012-07-02,31.6,110.21,84.36,29.37,27.74,45.37,102.26,50.09,125.28,78.99,54.32,51.6,26.57,82.13,78.33,22.5,29.55,35.13
2012-07-03,31.55,110.2,84.38,28.57,27.7,45.25,102.36,50.25,125.89,80.08,53.5,51.78,26.23,80.23,77.23,22.8,30.62,35.0
2012-07-05,32.37,110.21,84.41,26.48,27.63,46.92,102.32,48.01,127.02,82.29,52.09,49.74,26.04,78.25,75.04,22.95,30.29,34.96
2012-07-06,32.45,110.19,84.42,25.56,27.58,47.17,102.32,47.65,128.16,84.4,50.67,49.57,26.1,78.54,74.81,22.88,30.05,34.92
2012-07-09,33.06,110.21,84.41,23.77,27.57,48.48,102.44,46.15,128.44,84.94,50.34,48.05,26.03,76.68,72.83,22.96,30.88,34.96
2012-07-10,33.44,110.19,84.43,23.03,27.61,49.3,102.36,45.45,128.58,85.2,50.2,47.39,26.02,77.4,72.8,22.98,29.83,34.91
2012-07-11,34.06,110.2,84.44,21.99,27.62,50.75,102.44,44.02,129.47,87.06,49.14,46.02,25.96,76.98,71.86,23.03,30.14,34.94
2012-07-12,33.03,110.2,84.46,22.55,27.85,48.45,102.37,45.98,129.19,86.34,49.5,48.02,26.05,78.5,75.4,22.93,28.4,35.33
2012-07-13,33.22,110.21,84.5,21.8,27.77,48.85,102.53,45.73,129.78,87.65,48.78,47.66,26.13,78.61,74.77,22.86,28.02,35.15
2012-07-16,32.86,110.21,84.48,21.5,27.92,48.07,102.57,46.18,128.78,85.65,49.87,48.38,26.15,77.81,76.38,22.84,27.01,35.3
2012-07-17,31.97,110.22,84.5,23.68,28.0,46.08,102.62,48.59,128.82,85.56,49.79,50.36,26.18,77.37,78.12,22.82,27.3,35.31
2012-07-18,31.28,110.2,84.52,25.19,28.01,44.58,102.65,49.89,128.46,85.08,50.16,52.0,26.22,77.76,78.65,22.81,26.65,35.25
2012-07-19,32.08,110.2,84.54,23.93,27.86,46.26,102.65,48.27,130.02,88.05,48.43,50.05,26.01,78.07,76.58,22.98,28.09,35.07
2012-07-20,32.83,110.22,84.54,23.22,27.63,48.0,102.54,46.89,130.78,89.56,47.53,48.15,25.96,77.39,74.18,23.01,29.88,34.74
2012-07-23,33.4,110.21,84.53,23.0,27.38,49.12,102.49,45.31,131.81,91.64,46.43,47.05,25.85,77.79,72.36,23.1,31.15,34.63
2012-07-24,33.83,110.2,84.53,24.22,27.41,50.12,102.36,44.69,132.14,92.42,46.09,46.0,25.98,80.04,72.3,22.98,30.79,34.64
2012-07-25,32.91,110.2,84.53,25.92,27.78,48.24,102.45,46.8,130.91,89.87,47.31,47.55,26.25,81.15,75.85,22.75,28.48,35.21
2012-07-26,31.3,110.2,84.48,27.72,28.17,44.63,102.56,49.96,128.53,84.98,49.91,51.42,26.26,81.95,80.17,22.74,27.64,35.62
2012-07-27,31.41,110.2,84.51,26.99,28.26,44.86,102.62,50.1,129.42,86.55,48.89,51.11,26.23,81.78,80.01,22.77,28.16,35.79
2012-07-30,31.45,110.21,84.53,27.63,28.07,44.9,102.76,50.63,129.69,87.24,48.56,51.14,26.28,80.84,78.83,22.71,28.98,35.63
2012-07-31,31.62,110.21,84.49,27.58,27.96,45.15,102.76,50.1,128.82,85.78,49.23,50.64,26.11,79.4,78.21,22.87,28.32,35.45
2012-08-01,31.83,110.21,84.49,27.32,27.74,45.68,102.62,49.25,129.5,87.39,48.46,50.13,26.07,78.38,76.57,22.91,27.75,35.16
2012-08-02,30.63,110.21,84.47,29.0,28.05,43.08,102.71,51.95,127.42,83.19,50.74,52.96,26.37,79.8,81.11,22.63,25.85,35.75
2012-08-03,30.16,110.2,84.48,29.51,28.02,42.11,102.77,52.98,127.47,83.27,50.69,54.15,26.43,80.6,81.51,22.6,25.22,35.73
2012-08-06,29.66,110.2,84.45,31.29,27.92,41.07,102.9,54.04,125.85,80.08,52.62,55.49,26.42,80.59,82.74,22.6,25.94,35.54
2012-08-07,29.68,110.2,84.4,31.71,27.98,41.12,102.81,54.22,125.19,78.86,53.41,55.4,26.39,80.68,83.1,22.64,24.84,35.79
2012-08-08,29.53,110.21,84.41,32.29,27.93,40.78,102.77,54.79,125.08,78.62,53.53,55.87,26.3,81.19,83.35,22.72,24.78,35.64
2012-08-09,29.46,110.2,84.44,32.71,28.02,40.62,102.78,55.09,125.68,79.61,52.76,56.06,26.31,81.48,83.76,22.68,24.31,35.63
2012-08-10,29.32,110.2,84.43,32.08,27.99,40.34,102.79,55.55,125.49,79.3,53.04,56.4,26.36,80.19,83.51,22.65,23.69,35.62
2012-08-13,29.31,110.2,84.42,31.2,28.05,40.3,102.67,55.18,123.79,76.16,55.16,56.52,26.34,79.28,83.65,22.66,24.98,35.76
2012-08-14,29.16,110.19,84.39,31.73,27.97,40.0,102.49,55.34,122.07,72.98,57.44,56.92,26.28,79.77,83.87,22.72,25.01,35.78
2012-08-15,28.45,110.21,84.38,33.38,27.97,38.56,102.51,57.56,121.02,70.98,58.98,58.96,26.37,80.75,85.71,22.64,24.47,35.87
2012-08-16,28.18,110.21,84.4,32.71,27.98,38.04,102.43,58.5,121.6,72.0,58.14,59.77,26.32,80.97,86.14,22.68,23.78,35.9
2012-08-17,28.12,110.2,84.4,31.85,27.96,37.86,102.38,58.7,121.84,72.43,57.77,60.0,26.35,81.48,86.14,22.65,23.77,35.9
2012-08-20,28.32,110.2,84.39,31.92,27.85,38.38,102.46,57.53,122.38,73.41,57.06,59.31,26.52,83.11,85.34,22.5,24.43,35.68
2012-08-21,28.14,110.2,84.44,31.25,27.76,37.88,102.63,57.87,124.39,77.0,54.18,59.95,26.66,84.87,85.34,22.39,24.6,35.57
2012-08-22,28.55,110.21,84.44,30.62,27.63,38.72,102.84,56.44,124.93,77.99,53.48,58.62,26.72,86.34,83.35,22.35,25.13,35.28
2012-08-23,28.22,110.22,84.44,31.12,27.83,38.08,102.74,57.39,124.84,77.88,53.6,59.66,26.63,86.38,84.88,22.42,24.11,35.6
2012-08-24,28.11,110.22,84.45,30.84,27.85,37.88,102.82,57.53,125.51,79.16,52.68,59.95,26.61,85.75,84.88,22.44,24.35,35.65
2012-08-27,28.11,110.21,84.44,30.76,27.85,37.85,102.88,57.24,125.82,79.67,52.29,59.94,26.72,86.09,84.62,22.35,24.75,35.67
2012-08-28,28.07,110.21,84.45,30.82,27.84,37.85,102.71,57.67,125.3,78.73,52.89,59.96,26.65,84.91,84.79,22.39,24.82,35.59
2012-08-29,28.66,110.22,84.46,29.29,27.73,39.0,102.72,55.68,125.92,79.91,52.19,58.13,26.61,84.91,82.96,22.44,25.39,35.45
2012-08-30,28.26,110.23,84.51,30.48,27.76,38.3,102.96,56.82,127.65,83.22,50.38,59.37,26.76,88.59,84.06,22.3,24.56,35.46
2012-08-31,28.33,110.22,84.48,29.74,27.87,38.28,102.9,56.93,127.33,83.0,49.99,59.12,26.71,88.98,83.66,22.33,24.3,35.67
2012-09-04,28.39,110.22,84.48,29.08,27.8,38.44,102.95,56.8,126.73,81.83,50.77,58.85,26.75,88.79,83.69,22.31,23.66,35.58
2012-09-05,27.14,110.22,84.44,32.18,28.18,35.9,102.86,60.52,124.61,77.76,53.25,62.74,26.8,89.43,88.72,22.25,21.24,36.03
2012-09-06,27.21,110.22,84.45,31.58,28.04,36.02,103.03,60.28,124.03,76.7,54.02,62.47,27.09,93.23,89.9,22.01,20.03,35.76
2012-09-07,27.89,110.22,84.45,29.93,28.0,37.36,103.13,58.43,124.31,77.13,53.69,60.15,27.03,92.05,88.34,22.08,21.16,35.72
2012-09-10,27.99,110.22,84.45,30.44,27.97,37.54,103.23,58.87,123.56,75.73,54.65,59.91,27.21,92.71,89.02,21.91,20.96,35.61
2012-09-11,27.79,110.21,84.46,30.63,27.92,37.19,103.19,59.64,122.01,72.94,56.63,60.43,27.25,92.7,89.87,21.89,20.41,35.42
2012-09-12,27.09,110.22,84.48,31.48,28.25,35.72,103.63,62.14,121.56,72.09,57.28,62.74,27.41,96.42,94.19,21.75,18.92,36.05
2012-09-13,26.56,110.22,84.45,32.69,28.0,34.75,103.87,63.06,118.3,66.34,61.92,64.45,27.54,96.99,95.35,21.64,19.54,35.78
2012-09-14,26.55,110.23,84.44,31.79,27.98,34.72,103.68,63.19,119.71,68.69,59.68,64.57,27.51,95.34,94.5,21.67,19.39,35.88
2012-09-17,26.52,110.23,84.44,31.35,27.96,34.62,103.42,63.26,120.32,69.67,58.82,64.69,27.43,96.84,94.16,21.74,18.93,36.08
2012-09-18,26.4,110.22,84.44,30.75,28.06,34.41,103.3,63.49,121.08,71.07,57.71,65.12,27.49,96.82,94.31,21.67,18.86,36.18
2012-09-19,26.45,110.21,84.44,29.95,28.21,34.51,103.24,63.19,121.39,71.6,57.19,64.97,27.37,96.48,94.3,21.77,18.71,36.38
2012-09-20,26.41,110.21,84.44,29.98,28.22,34.5,103.28,63.38,121.58,71.95,56.85,64.97,27.39,97.04,94.1,21.75,18.52,35.96
2012-09-21,26.77,110.21,84.45,28.63,28.34,35.16,103.2,62.19,122.5,73.54,55.63,63.83,27.32,96.05,93.69,21.8,18.28,36.08
2012-09-24,27.51,110.21,84.43,26.44,28.25,36.53,103.14,59.58,123.73,75.75,53.92,61.21,27.28,95.62,91.01,21.84,19.68,35.83
2012-09-25,27.94,110.21,84.44,25.98,28.19,37.45,103.04,58.27,125.04,78.15,52.24,59.6,27.2,94.56,89.19,21.88,20.45,35.8
2012-09-26,27.14,110.22,84.46,27.72,28.2,35.91,103.07,60.65,124.16,76.52,53.3,62.13,27.31,97.36,91.81,21.82,18.63,35.95
2012-09-27,27.58,110.21,84.5,26.96,28.17,36.78,103.08,59.2,124.21,76.67,53.25,60.8,27.17,96.92,90.38,21.91,19.19,35.83
2012-09-28,27.66,110.22,84.48,26.73,28.21,36.91,103.13,58.86,124.42,77.43,52.68,60.38,27.22,97.3,90.98,21.87,19.38,36.07
2012-10-01,27.54,110.21,84.47,27.21,28.24,36.61,103.25,59.13,124.26,77.09,52.88,60.77,27.25,97.06,91.38,21.85,18.98,36.09
2012-10-02,27.18,110.21,84.46,26.76,28.41,35.95,103.29,60.08,124.28,77.11,52.81,61.99,27.17,97.4,92.49,21.91,18.97,36.2
2012-10-03,27.0,110.21,84.45,27.38,28.53,35.55,103.43,60.55,122.73,74.38,54.79,62.64,27.38,98.83,94.72,21.76,18.44,36.39
2012-10-04,27.27,110.21,84.43,27.27,28.58,36.11,103.478,59.53,121.17,71.31,56.83,61.56,27.38,97.64,94.46,21.76,18.2,36.51
2012-10-05,27.76,110.22,84.44,26.36,28.55,37.08,103.49,57.82,122.17,73.33,55.33,59.93,27.3,96.87,93.45,21.81,18.41,36.39
2012-10-08,28.63,110.22,84.43,25.12,28.35,38.88,103.48,55.49,121.96,72.85,55.71,56.85,27.13,95.77,90.76,21.95,19.19,36.05
2012-10-09,28.96,110.21,84.42,24.08,28.24,39.45,103.35,54.87,122.78,74.27,54.56,56.16,27.18,95.61,89.14,21.9,19.03,35.9
2012-10-10,29.11,110.21,84.42,24.23,28.18,39.88,103.34,54.3,123.66,75.88,53.42,55.66,27.23,96.07,89.23,21.86,18.73,35.82
2012-10-11,29.15,110.21,84.44,23.82,28.07,39.87,103.33,54.1,123.96,76.49,53.01,55.65,27.26,94.65,88.14,21.83,18.93,35.85
2012-10-12,28.73,110.21,84.43,24.86,28.26,39.0,103.32,54.85,123.69,75.88,53.33,56.76,27.26,92.68,90.53,21.84,18.25,36.09
2012-10-15,27.9,110.2,84.42,26.46,28.41,37.27,103.29,57.07,121.97,72.79,55.58,59.23,27.36,93.9,93.22,21.75,17.84,36.19
2012-10-16,27.91,110.21,84.37,26.28,28.6,37.41,103.16,56.21,120.84,70.82,57.1,59.05,27.49,94.0,94.45,21.64,17.6,36.34
2012-10-17,28.58,110.21,84.37,25.62,28.63,38.66,103.15,54.23,120.1,69.49,58.12,57.1,27.39,93.21,93.77,21.73,17.54,36.14
2012-10-18,29.95,110.22,84.37,23.39,28.28,41.48,103.07,50.5,121.7,72.16,55.77,52.91,27.26,91.13,88.96,21.81,18.68,35.68
2012-10-19,29.6,110.21,84.35,23.38,28.21,40.84,103.04,51.79,120.96,70.9,56.86,53.74,27.28,91.83,89.06,21.81,18.49,35.71
2012-10-22,30.18,110.22,84.38,23.6,27.99,42.02,103.02,49.84,122.69,73.86,54.45,52.29,27.15,89.47,85.28,21.91,19.86,35.25
2012-10-23,30.44,110.21,84.39,22.51,27.89,42.5,102.94,49.12,121.49,71.78,55.98,51.63,27.14,88.86,84.68,21.91,20.05,35.25
2012-10-24,30.39,110.21,84.36,23.42,28.0,42.39,102.82,48.6,120.88,70.64,56.81,51.63,27.11,90.12,85.39,21.93,19.49,35.47
2012-10-25,30.23,110.22,84.38,23.75,27.99,42.0,102.95,48.92,122.64,73.67,54.37,52.17,27.12,89.99,85.22,21.93,19.42,35.35
2012-10-26,30.61,110.21,84.42,23.72,28.11,42.79,103.07,48.41,123.36,75.04,53.46,51.16,27.16,90.99,85.02,21.89,19.74,35.39
2012-10-31,29.7,110.21,84.4,26.14,28.12,40.96,102.92,50.66,122.34,73.69,54.29,53.33,27.12,90.14,87.9,21.92,18.19,35.41
2012-11-01,30.42,110.21,84.39,24.68,27.96,42.35,102.84,48.81,122.25,73.54,54.46,51.38,26.92,86.34,85.41,22.07,18.65,35.2
2012-11-02,29.94,110.2,84.39,25.91,27.84,41.43,102.9,49.47,122.95,74.77,53.48,52.64,26.87,87.02,86.04,22.12,18.97,35.14
2012-11-05,29.81,110.21,84.38,26.94,27.96,41.17,102.89,50.25,121.8,72.63,54.98,52.96,26.91,90.29,87.94,22.09,18.32,35.39
2012-11-06,31.24,110.2,84.43,24.89,27.51,44.07,102.93,46.3,124.01,76.57,51.97,49.16,26.86,90.53,82.05,22.13,19.77,34.97
2012-11-07,32.17,110.21,84.44,24.0,27.31,46.19,102.98,44.26,125.85,80.0,49.66,46.86,26.84,92.15,79.01,22.13,19.9,34.59
2012-11-08,31.96,110.2,84.43,24.17,27.29,45.6,102.97,45.05,125.94,80.13,49.5,47.37,26.77,91.93,79.15,22.18,19.85,34.6
2012-11-09,31.96,110.21,84.43,24.19,27.23,45.59,103.02,44.8,126.19,80.62,49.25,47.44,26.76,91.58,79.45,22.19,18.62,34.6
2012-11-12,32.37,110.21,84.44,23.67,27.27,46.55,102.95,44.02,126.61,81.44,48.75,46.41,26.75,91.2,78.62,22.21,18.64,34.58
2012-11-13,33.12,110.21,84.46,22.51,27.04,48.2,102.91,42.82,126.67,81.63,48.65,44.75,26.73,91.18,75.51,22.2,19.27,34.2
2012-11-14,33.43,110.21,84.46,21.59,26.87,48.72,102.91,42.05,126.49,81.33,48.82,44.35,26.76,90.02,75.12,22.2,19.42,34.18
2012-11-15,33.1,110.22,84.47,21.62,27.07,48.17,102.95,42.3,126.41,81.03,48.91,44.85,26.72,89.78,76.15,22.24,18.54,34.41
2012-11-16,31.51,110.22,84.45,22.89,27.3,44.6,102.99,45.58,125.66,79.67,49.84,48.08,26.83,91.93,80.66,22.14,16.93,34.98
2012-11-19,31.47,110.21,84.43,22.7,27.31,44.59,102.97,45.04,124.42,77.28,51.27,48.09,26.82,91.45,81.03,22.13,16.62,35.11
2012-11-20,31.34,110.22,84.42,22.81,27.33,44.28,102.96,45.65,124.33,77.13,51.38,48.43,26.81,91.56,81.46,22.14,16.75,35.15
2012-11-21,30.38,110.22,84.41,23.98,27.49,42.27,102.99,47.8,124.18,76.81,51.54,50.65,27.07,93.85,84.6,21.93,16.02,35.67
2012-11-23,30.12,110.22,84.41,24.38,27.54,41.67,103.04,48.38,124.8,77.83,50.85,51.3,27.06,93.61,84.16,21.94,15.88,35.41
2012-11-26,30.33,110.23,84.42,24.09,27.52,42.14,103.07,47.73,125.27,78.75,50.22,50.72,26.99,92.82,82.98,22.0,16.22,35.38
2012-11-27,29.83,110.23,84.42,24.93,27.68,41.1,103.08,48.52,125.09,78.52,50.35,52.08,27.04,90.43,84.82,21.97,15.72,35.72
2012-11-28,29.45,110.23,84.44,25.14,27.77,40.34,103.2,49.32,125.12,78.54,50.36,52.98,27.07,91.05,86.12,21.94,15.53,35.91
2012-11-29,29.51,110.23,84.45,25.04,27.98,40.47,103.28,49.08,124.78,78.03,50.79,52.79,27.09,89.83,85.85,21.92,15.81,36.04
2012-11-30,29.62,110.21,84.44,24.71,27.79,40.7,103.13,48.91,124.65,78.14,50.6,52.53,27.18,89.92,84.73,21.85,16.16,35.91
2012-12-03,29.74,110.21,84.43,25.13,27.76,40.92,103.16,48.59,125.37,79.47,49.78,52.19,27.27,88.01,84.31,21.78,16.43,35.82
2012-12-04,30.34,110.21,84.45,24.97,27.93,42.16,103.19,47.14,125.33,79.36,49.82,50.58,27.21,87.66,84.79,21.83,16.15,35.89
2012-12-05,29.98,110.22,84.45,25.86,27.95,41.4,103.16,48.07,125.56,79.79,49.59,51.51,27.06,88.1,85.65,21.95,16.33,35.93
2012-12-06,30.33,110.21,84.44,26.03,28.0,42.09,103.16,47.31,124.43,77.68,50.82,50.62,26.99,88.76,86.45,21.98,15.73,36.17
2012-12-07,30.13,110.22,84.44,26.51,28.04,41.69,103.16,47.7,124.99,78.7,50.2,51.08,27.03,89.51,86.7,21.96,15.97,36.15
2012-12-10,29.35,110.22,84.45,28.11,28.12,40.08,103.14,49.67,124.03,76.91,51.26,53.05,27.12,89.33,88.38,21.88,15.44,36.16
2012-12-11,29.51,110.22,84.44,27.78,28.08,40.38,103.18,49.29,122.57,74.32,53.04,52.69,27.21,89.48,88.58,21.84,15.83,36.08
2012-12-12,29.95,110.22,84.43,27.0,27.95,41.27,103.15,48.26,122.68,74.3,52.99,51.5,27.18,87.92,87.04,21.86,16.12,36.02
2012-12-13,30.48,110.23,84.46,26.44,27.74,42.44,103.16,46.86,123.59,75.94,51.86,50.04,27.28,87.68,85.86,21.75,16.23,35.97
2012-12-14,29.66,110.23,84.44,26.75,28.03,40.74,103.06,48.62,121.76,72.64,54.03,51.99,27.29,88.0,88.89,21.75,15.66,36.04
2012-12-17,28.75,110.24,84.39,27.99,28.18,38.88,103.05,50.65,120.51,70.45,55.76,54.4,27.38,85.42,92.0,21.68,15.07,36.06
2012-12-18,29.02,110.23,84.4,28.21,27.98,39.43,103.09,49.92,120.94,71.09,55.17,53.62,27.39,84.98,90.07,21.67,15.92,35.67
2012-12-19,29.04,110.24,84.4,28.2,28.11,39.4,103.13,50.22,120.94,71.05,55.07,53.66,27.4,82.98,91.43,21.65,16.29,35.87
2012-12-20,29.62,110.23,84.41,27.27,27.89,40.63,103.08,48.94,122.24,73.32,53.42,51.99,27.28,83.52,89.04,21.76,17.37,35.17
2012-12-21,29.78,110.24,84.42,27.03,27.84,40.95,103.04,48.39,122.01,72.95,53.6,51.55,27.26,83.93,87.86,21.76,17.1,35.06
2012-12-24,30.26,110.24,84.4,26.42,27.66,41.91,103.08,47.65,122.18,73.74,53.05,50.33,27.27,84.07,86.87,21.76,18.03,34.76
2012-12-26,30.35,110.24,84.41,26.0,27.6,42.12,103.16,47.46,122.57,74.4,52.48,50.05,27.26,84.49,86.66,21.76,18.05,34.82
2012-12-27,30.94,110.23,84.43,25.55,27.32,43.34,103.1,45.92,123.32,75.77,51.59,48.6,27.22,83.79,83.67,21.78,18.91,34.45
2012-12-28,29.65,110.26,84.4,26.89,27.68,40.55,103.08,48.73,121.19,71.81,54.24,51.77,27.2,85.26,87.86,21.81,17.05,34.83
2012-12-31,27.79,110.25,84.41,30.31,28.26,36.69,103.08,53.1,119.57,69.0,56.38,56.6,27.18,86.52,94.81,21.81,15.01,35.82
2013-01-02,28.01,110.23,84.4,29.77,28.29,37.24,103.02,52.12,117.93,66.2,58.69,55.78,26.96,84.44,94.04,21.98,15.1,35.71
2013-01-03,28.22,110.24,84.4,29.67,28.43,37.61,103.0,51.46,118.4,66.79,58.07,55.21,26.95,83.49,95.45,21.99,14.77,35.81
2013-01-04,28.16,110.23,84.41,29.37,28.28,37.54,103.06,51.33,118.45,67.01,57.96,55.29,27.04,82.51,94.75,21.92,14.74,35.58
2013-01-07,28.26,110.23,84.43,28.4,28.19,37.75,103.1,50.65,119.22,68.26,56.78,54.97,27.01,83.67,93.71,21.95,14.59,35.47
2013-01-08,28.11,110.23,84.44,29.24,28.26,37.41,103.19,50.84,119.08,68.14,56.92,55.53,26.92,83.58,94.6,22.02,14.62,35.55
2013-01-09,27.75,110.24,84.44,30.41,28.42,36.73,103.16,51.65,118.8,67.53,57.43,56.51,27.21,85.2,96.6,21.8,14.27,35.76
2013-01-10,27.67,110.23,84.44,30.95,28.38,36.58,103.12,51.95,119.84,69.43,55.86,56.72,27.28,84.18,96.81,21.74,14.19,35.92
2013-01-11,27.91,110.23,84.43,30.69,28.45,37.05,103.18,50.82,119.53,68.79,56.26,55.99,27.33,84.69,96.38,21.71,14.02,36.03
2013-01-14,28.2,110.23,84.45,30.23,28.41,37.59,103.24,49.83,120.04,69.59,55.61,55.16,27.22,85.77,96.6,21.77,13.95,36.14
2013-01-15,27.98,110.23,84.44,31.21,28.28,37.14,103.18,50.52,120.34,70.18,55.13,55.78,27.2,85.79,96.59,21.79,13.65,36.09
2013-01-16,27.68,110.23,84.42,33.19,28.48,36.59,103.14,51.06,119.14,68.16,56.73,56.64,27.23,86.52,98.36,21.75,13.72,36.35
2013-01-17,27.8,110.23,84.44,32.66,28.62,36.86,103.17,50.81,120.03,69.56,55.53,56.32,27.12,86.22,99.22,21.85,12.88,36.48
2013-01-18,27.7,110.23,84.45,32.37,28.78,36.64,103.21,51.19,120.26,70.02,55.22,56.55,27.15,86.92,100.62,21.83,12.46,36.49
2013-01-22,27.42,110.22,84.46,33.49,28.72,36.02,103.19,52.84,120.11,69.74,55.43,57.47,27.16,86.39,101.08,21.83,12.14,36.48
2013-01-23,28.12,110.22,84.45,32.54,28.83,37.47,103.19,50.1,119.69,69.02,56.03,55.18,27.13,84.5,101.24,21.83,12.19,36.56
2013-01-24,27.86,110.22,84.4,33.75,28.9,36.92,103.1,50.37,118.03,66.25,58.22,56.0,27.21,83.61,102.96,21.78,12.32,36.76
2013-01-25,27.71,110.22,84.38,33.98,28.87,36.72,103.1,50.67,117.6,65.51,58.91,56.4,27.19,83.22,102.58,21.79,12.65,36.79
2013-01-28,27.68,110.23,84.39,33.35,29.05,36.64,103.11,51.02,116.96,64.44,59.83,56.4,27.27,83.97,103.78,21.73,12.25,36.99
2013-01-29,27.79,110.23,84.41,33.52,28.96,36.8,103.24,50.59,116.75,64.02,60.13,56.09,27.39,85.24,102.67,21.64,13.05,36.92
2013-01-30,27.96,110.24,84.42,33.22,28.95,37.1,103.33,50.67,117.27,64.93,59.39,55.73,27.42,84.14,101.83,21.62,13.05,36.87
2013-01-31,27.27,110.24,84.41,34.99,29.2,35.81,103.36,52.5,115.54,62.48,61.62,57.56,27.43,84.47,104.99,21.6,12.41,37.17
2013-02-01,28.27,110.23,84.42,33.47,28.94,37.67,103.4,50.33,117.02,64.76,59.26,54.63,27.29,85.0,101.44,21.71,13.23,36.82
2013-02-04,27.38,110.23,84.42,35.05,29.13,36.03,103.36,52.25,115.99,63.16,60.77,57.03,27.28,84.94,104.49,21.7,12.71,37.24
2013-02-05,27.59,110.22,84.44,35.24,29.2,36.36,103.38,52.06,116.92,64.54,59.24,56.5,27.22,85.41,104.7,21.77,12.63,37.31
2013-02-06,27.54,110.23,84.44,34.78,29.24,36.28,103.32,52.08,116.65,64.08,59.75,56.64,27.04,84.83,104.39,21.89,12.59,37.51
2013-02-07,26.95,110.23,84.45,36.13,29.29,35.14,103.24,53.39,117.1,64.88,58.99,58.36,27.04,84.46,106.05,21.9,12.33,37.5
2013-02-08,26.95,110.22,84.43,36.29,29.31,35.15,103.22,53.56,117.04,64.72,59.05,58.34,27.0,82.55,105.9,21.92,12.12,37.48
2013-02-11,27.17,110.23,84.41,36.52,29.35,35.55,103.22,53.13,116.75,64.28,59.52,57.66,27.09,82.72,106.42,21.87,12.0,37.44
2013-02-12,26.96,110.22,84.4,36.81,29.36,35.15,103.22,53.04,115.79,62.8,60.94,58.31,27.08,81.85,106.79,21.88,12.08,37.48
2013-02-13,27.01,110.22,84.41,37.86,29.3,35.21,103.31,52.74,116.82,64.39,59.41,58.21,26.97,81.11,107.08,21.94,11.88,37.57
2013-02-14,27.13,110.22,84.41,37.13,29.29,35.51,103.24,52.57,116.5,63.78,59.88,57.71,26.93,78.51,106.78,21.96,11.78,37.61
2013-02-15,26.75,110.22,84.4,38.47,29.53,34.72,103.22,53.58,115.93,62.94,60.68,58.97,26.93,78.05,109.02,21.97,11.27,37.98
2013-02-19,27.55,110.22,84.41,35.89,29.43,36.27,103.22,51.37,116.28,63.39,60.13,56.28,26.71,74.15,104.87,22.13,12.27,37.91
2013-02-20,28.17,110.21,84.43,33.93,29.37,37.51,103.22,50.16,116.94,64.49,59.15,54.45,26.6,75.34,103.04,22.22,12.48,38.02
2013-02-21,27.58,110.21,84.43,36.05,29.62,36.39,103.19,51.98,117.04,64.73,58.93,56.05,26.59,75.7,106.05,22.23,12.08,38.24
2013-02-22,28.29,110.22,84.46,33.99,29.25,37.74,103.28,49.75,119.32,68.46,55.43,53.96,26.48,77.01,100.06,22.32,13.73,37.74
2013-02-25,28.04,110.22,84.47,34.81,29.38,37.3,103.26,50.62,118.64,67.34,56.43,54.59,26.47,78.89,102.1,22.34,13.42,37.85
2013-02-26,27.47,110.22,84.47,36.4,29.69,36.13,103.24,51.97,118.34,66.78,56.84,56.27,26.56,77.27,105.84,22.25,12.48,38.11
2013-02-27,27.56,110.22,84.46,37.33,29.7,36.32,103.25,51.6,118.51,67.13,56.63,56.06,26.41,75.64,105.06,22.37,12.86,38.07
2013-02-28,27.34,110.23,84.45,36.01,29.8,35.83,103.27,51.84,118.89,68.22,55.65,56.64,26.32,75.14,106.35,22.44,13.08,38.21
2013-03-01,27.1,110.22,84.45,35.86,29.99,35.36,103.26,52.25,118.28,67.09,56.49,57.37,26.33,74.96,107.99,22.43,12.38,38.5
2013-03-04,26.29,110.21,84.44,37.9,30.19,33.84,103.29,54.49,117.92,66.5,56.99,59.89,26.39,75.08,110.85,22.4,11.99,38.62
2013-03-05,26.42,110.22,84.42,38.07,30.11,34.09,103.24,54.36,116.87,64.78,58.53,59.51,26.26,75.87,111.42,22.49,12.04,38.55
2013-03-06,26.3,110.21,84.42,38.56,30.05,33.82,103.16,54.87,115.95,63.22,59.91,60.03,26.38,75.31,112.04,22.39,11.79,38.54
2013-03-07,26.23,110.21,84.41,38.65,30.16,33.69,103.25,55.05,114.75,61.29,61.73,60.1,26.17,75.37,113.45,22.56,11.63,38.62
2013-03-08,26.08,110.22,84.41,38.83,30.24,33.41,103.22,55.49,114.84,61.4,61.65,60.72,26.21,75.64,114.65,22.51,11.16,38.66
2013-03-11,26.26,110.23,84.41,39.41,30.21,33.82,103.31,54.83,115.68,62.7,60.26,60.08,26.23,76.77,113.84,22.5,11.32,38.64
2013-03-12,26.34,110.23,84.42,39.76,30.31,33.91,103.34,54.69,115.57,62.48,60.4,59.79,26.12,76.26,114.29,22.59,11.27,38.72
2013-03-13,26.14,110.23,84.42,40.31,30.41,33.57,103.46,55.84,115.22,61.97,61.03,60.4,26.23,76.3,116.16,22.5,11.03,38.83
2013-03-14,26.31,110.22,84.43,38.35,30.32,33.84,103.53,55.28,115.74,62.71,60.22,59.83,26.36,76.59,115.62,22.4,11.05,38.53
