Date,QID,SHV,SHY,SOXL,SPLV,SQQQ,STIP,TECL,TLT,TMF,TMV,TQQQ,UDN,UGL,UPRO,UUP,VIXY,XLP
2014-05-15,57.8,110.27,84.61,83.88,34.41,53.65,102.2,97.48,113.54,61.22,49.22,60.66,27.09,46.93,100.79,21.39,24.37,44.28
2014-05-16,56.93,110.27,84.63,86.57,34.31,52.5,102.18,99.2,112.71,59.93,50.24,61.96,27.1,46.92,101.89,21.38,24.05,44.19
2014-05-19,57.37,110.27,84.63,85.35,34.12,53.08,102.26,97.31,112.95,60.23,49.96,61.27,27.08,47.0,99.91,21.4,23.86,44.03
2014-05-20,56.28,110.26,84.63,86.55,34.36,51.59,102.3,99.32,112.26,59.23,50.84,63.01,27.07,46.78,102.4,21.4,23.5,44.28
2014-05-21,55.79,110.27,84.62,87.84,34.4,50.9,102.35,99.96,112.12,58.99,51.04,63.79,27.02,47.0,103.22,21.44,23.48,44.21
2014-05-22,54.98,110.27,84.6,90.29,34.45,49.75,102.34,102.42,112.7,59.81,50.26,65.24,26.96,46.85,104.43,21.48,23.26,44.28
2014-05-23,53.58,110.27,84.63,93.66,34.57,47.83,102.35,105.01,113.37,60.93,49.3,67.67,26.99,44.9,106.4,21.47,22.58,44.4
2014-05-27,53.92,110.27,84.65,93.95,34.62,48.32,102.39,104.49,114.75,63.11,47.57,67.03,26.91,44.4,106.1,21.53,22.52,44.34
2014-05-28,53.23,110.27,84.64,94.54,34.75,47.42,102.4,105.89,114.14,62.23,48.24,68.39,26.93,44.24,107.75,21.52,22.42,44.69
2014-05-29,53.23,110.27,84.64,94.93,34.89,47.39,102.35,106.17,114.1,62.1,48.32,68.35,26.97,43.85,108.2,21.47,22.38,45.0
2014-05-30,53.32,110.27,84.57,96.47,34.89,47.51,102.08,105.84,112.97,60.74,49.34,68.16,26.89,43.3,108.68,21.55,22.25,44.93
2014-06-02,53.34,110.27,84.56,99.19,34.86,47.57,101.96,105.28,111.57,58.48,51.18,68.06,26.9,43.51,108.51,21.53,22.33,44.77
2014-06-03,52.96,110.27,84.57,100.54,34.96,47.04,101.93,105.98,111.52,58.42,51.25,68.79,26.86,43.33,109.04,21.55,22.11,44.93
2014-06-04,52.07,110.27,84.6,101.93,35.15,45.86,102.06,108.32,111.61,58.55,51.12,70.57,26.97,43.96,111.3,21.46,21.31,45.11
2014-06-05,51.49,110.27,84.56,103.45,35.21,45.07,102.01,109.43,111.59,58.59,51.16,71.78,26.96,44.0,112.88,21.47,20.24,45.23
2014-06-06,51.55,110.27,84.52,104.19,35.24,45.19,101.98,110.36,111.46,58.28,51.32,71.58,26.88,44.0,113.19,21.55,20.51,45.16
2014-06-09,51.38,110.27,84.51,105.23,35.18,44.94,101.98,110.56,111.05,57.63,51.9,71.99,26.81,44.51,113.27,21.59,20.15,45.16
2014-06-10,51.41,110.26,84.52,106.76,34.95,44.98,101.99,109.93,111.22,57.88,51.69,71.88,26.83,44.54,112.13,21.59,20.59,45.04
2014-06-11,52.31,110.26,84.55,105.65,34.81,46.15,102.15,107.09,112.18,59.03,50.33,70.0,26.87,45.45,109.68,21.54,21.58,44.72
2014-06-12,52.01,110.26,84.49,108.83,34.85,45.78,102.07,108.79,112.16,59.37,50.33,70.48,26.88,45.67,110.68,21.54,21.2,44.71
2014-06-13,51.9,110.26,84.48,110.68,34.98,45.65,102.03,109.1,112.44,59.76,49.97,70.74,26.92,45.3,110.87,21.48,21.16,44.9
2014-06-16,51.84,110.26,84.44,113.17,35.04,45.56,101.99,109.68,111.53,58.35,51.14,70.84,26.88,45.2,111.76,21.54,20.46,44.88
2014-06-17,51.24,110.25,84.47,111.81,35.4,44.77,102.18,111.4,112.39,59.73,49.93,71.96,26.95,45.5,114.31,21.47,19.36,45.41
2014-06-18,51.31,110.26,84.47,112.12,35.57,44.87,102.27,110.72,110.96,57.41,51.79,71.85,26.98,48.66,114.69,21.43,19.44,45.67
2014-06-19,51.22,110.26,84.47,113.1,35.56,44.75,102.4,110.07,111.77,58.69,50.72,72.11,26.98,48.39,115.39,21.44,19.71,45.22
2014-06-20,51.18,110.26,84.47,111.85,35.49,44.68,102.36,110.66,111.44,58.11,51.13,72.19,27.01,48.53,115.25,21.4,19.21,44.97
2014-06-23,51.32,110.26,84.49,109.36,35.4,44.83,102.43,109.07,112.6,60.0,49.56,71.99,26.99,48.68,113.16,21.42,19.92,44.81
2014-06-24,50.63,110.26,84.51,110.54,35.47,43.95,102.37,110.67,112.85,60.38,49.2,73.3,27.03,48.69,114.57,21.4,19.17,44.74
2014-06-25,50.56,110.27,84.55,109.13,35.45,43.9,102.43,110.02,113.41,61.23,48.48,73.5,27.03,48.41,114.4,21.41,19.41,44.58
2014-06-26,50.15,110.27,84.55,109.65,35.55,43.3,102.48,111.84,113.23,60.97,48.72,74.23,27.09,48.44,115.04,21.34,19.24,44.74
2014-06-27,49.95,110.27,84.55,113.08,35.59,43.11,102.49,112.36,113.53,61.48,48.27,74.75,27.19,49.41,114.86,21.26,19.04,44.62
2014-06-30,48.83,110.26,84.51,117.74,35.62,41.64,102.21,115.76,112.29,59.89,49.47,77.29,27.18,49.25,117.1,21.27,18.56,44.72
2014-07-01,48.69,110.27,84.48,118.63,35.4,41.47,102.15,116.0,111.09,57.99,51.12,77.59,27.13,49.28,117.41,21.31,18.35,44.84
2014-07-02,48.1,110.27,84.45,121.02,35.48,40.73,102.17,117.61,110.68,57.42,51.6,78.52,27.02,48.7,119.29,21.39,18.1,45.09
2014-07-03,48.38,110.27,84.44,118.49,35.41,41.04,102.14,117.59,111.5,58.62,50.48,78.48,27.02,48.74,118.0,21.4,18.5,45.16
2014-07-07,49.52,110.26,84.45,116.7,35.42,42.49,102.15,114.61,112.73,60.56,48.8,75.59,27.04,48.69,115.75,21.39,18.77,45.07
2014-07-08,48.78,110.27,84.48,118.73,35.44,41.57,102.18,116.07,112.83,60.74,48.68,77.3,27.09,49.31,117.2,21.34,18.41,45.27
2014-07-09,49.09,110.26,84.52,117.01,35.4,41.96,102.17,115.56,112.86,60.75,48.68,76.57,27.05,49.87,115.79,21.37,19.08,45.2
2014-07-10,48.49,110.27,84.54,117.25,35.39,41.18,102.22,116.85,113.58,61.91,47.71,77.9,27.04,50.05,116.34,21.38,18.84,45.26
2014-07-11,47.85,110.26,84.52,118.83,35.38,40.4,102.14,119.65,113.1,61.08,48.32,79.39,27.04,47.67,117.97,21.37,18.29,45.42
2014-07-14,48.19,110.27,84.49,117.89,35.33,40.82,102.01,119.31,112.89,60.76,48.56,78.56,26.96,46.71,117.36,21.44,18.65,45.02
2014-07-15,47.79,110.27,84.47,121.97,35.33,40.33,101.97,122.19,113.5,61.74,47.82,79.45,26.89,47.03,118.64,21.49,18.17,45.03
2014-07-16,49.07,110.27,84.54,112.55,34.96,41.93,102.18,117.45,114.91,64.04,46.0,76.28,26.9,48.63,114.57,21.48,19.91,44.75
2014-07-17,47.52,110.27,84.47,116.96,35.32,39.96,102.11,122.03,114.55,63.48,46.4,79.89,26.91,47.96,118.06,21.48,18.58,45.2
2014-07-18,47.66,110.27,84.48,117.92,35.22,40.1,102.11,121.35,115.09,64.36,45.75,79.6,26.89,48.09,117.34,21.47,19.03,44.99
2014-07-21,47.01,110.27,84.48,120.17,35.21,39.28,102.04,124.49,115.34,64.75,45.36,81.18,26.81,47.6,118.92,21.54,18.61,44.91
2014-07-22,46.43,110.27,84.51,111.87,35.2,38.56,102.03,125.03,115.19,64.5,45.61,82.7,26.8,47.55,119.72,21.55,18.79,44.85
2014-07-23,46.52,110.27,84.47,109.04,35.29,38.67,101.97,124.44,114.34,63.09,46.58,82.45,26.78,46.58,119.75,21.58,18.66,44.97
2014-07-24,46.91,110.27,84.49,102.51,35.1,39.15,102.04,124.0,115.65,65.21,44.99,81.4,26.72,47.65,118.11,21.62,19.2,44.79
2014-07-25,46.88,110.27,84.45,102.15,35.2,39.09,102.0,124.9,115.49,64.99,45.15,81.5,26.72,47.59,118.18,21.62,19.11,44.56
2014-07-28,47.03,110.27,84.46,101.68,34.95,39.29,102.07,124.27,115.91,65.66,44.67,81.09,26.66,47.17,116.68,21.66,19.06,44.36
2014-07-29,46.67,110.26,84.42,104.68,34.75,38.82,101.92,124.64,114.31,62.94,46.54,82.06,26.58,46.9,116.68,21.71,19.39,43.89
2014-07-30,48.54,110.27,84.46,97.58,34.1,41.18,101.93,117.36,113.99,62.47,46.85,77.06,26.59,45.91,109.76,21.74,21.05,43.11
2014-07-31,48.87,110.27,84.55,99.04,34.18,41.64,101.86,115.49,114.58,63.86,45.77,76.17,26.62,46.62,108.7,21.71,22.06,43.5
2014-08-01,48.2,110.27,84.55,100.43,34.2,40.78,101.83,117.92,114.28,63.33,46.15,77.73,26.63,46.29,111.04,21.7,21.06,43.61
2014-08-04,48.96,110.26,84.55,97.29,33.88,41.7,101.8,114.95,114.6,63.95,45.75,75.91,26.56,46.25,107.75,21.75,22.53,43.42
2014-08-05,49.05,110.27,84.56,98.16,33.91,41.79,101.81,113.55,114.69,64.02,45.65,75.78,26.58,47.62,107.86,21.72,22.61,43.79
2014-08-06,49.31,110.27,84.6,94.31,33.84,42.21,101.9,112.22,115.71,65.75,44.38,75.05,26.56,47.93,106.09,21.75,23.08,43.45
2014-08-07,48.62,110.27,84.56,97.61,34.36,41.3,101.86,114.11,115.52,65.44,44.61,76.61,26.6,47.94,109.79,21.7,22.15,43.87
2014-08-08,48.01,110.27,84.57,100.41,34.38,40.52,101.93,116.06,115.53,65.45,44.61,78.04,26.58,47.77,110.84,21.71,21.24,44.18
2014-08-11,48.11,110.27,84.58,100.03,34.36,40.6,101.87,115.67,114.75,64.15,45.47,77.86,26.57,47.77,110.31,21.73,21.1,44.15
2014-08-12,47.05,110.27,84.6,102.91,34.57,39.3,102.01,119.06,115.49,65.38,44.62,80.39,26.52,47.95,112.7,21.75,19.93,44.28
2014-08-13,46.57,110.26,84.61,103.46,34.72,38.69,101.87,119.75,116.43,66.95,43.52,81.63,26.53,48.0,114.12,21.74,19.27,44.46
2014-08-14,46.12,110.27,84.64,106.75,34.63,38.14,101.86,119.98,117.7,69.13,42.1,82.74,26.58,47.32,114.07,21.7,19.25,44.52
2014-08-15,45.38,110.28,84.62,108.09,34.84,37.25,101.76,123.06,116.53,67.07,43.32,84.74,26.53,46.98,116.88,21.74,18.55,44.78
2014-08-18,44.88,110.28,84.61,110.3,35.04,36.58,101.71,125.43,116.19,66.46,43.68,86.2,26.43,46.81,118.72,21.82,18.35,44.9
2014-08-19,44.87,110.28,84.53,113.01,35.11,36.59,101.54,125.76,115.95,66.12,43.97,86.2,26.3,46.41,119.72,21.92,18.49,44.87
2014-08-20,44.72,110.28,84.55,114.51,35.24,36.42,101.6,127.45,116.64,67.24,43.2,86.69,26.34,45.42,120.78,21.89,18.53,44.95
2014-08-21,44.6,110.28,84.52,114.76,35.06,36.24,101.52,127.28,117.31,68.38,42.43,87.03,26.28,45.66,120.14,21.94,18.46,44.84
2014-08-22,44.24,110.26,84.49,113.31,35.22,35.85,101.46,127.64,117.73,69.08,41.97,88.0,26.2,45.31,121.95,22.0,18.28,45.09
2014-08-25,44.13,110.27,84.53,113.46,35.1,35.7,101.52,127.83,117.33,68.43,42.37,88.3,26.17,45.77,122.28,22.02,18.43,45.06
2014-08-26,44.12,110.27,84.53,114.09,35.18,35.72,101.6,127.88,118.33,70.19,41.31,88.31,26.23,45.77,122.15,21.97,18.57,45.08
2014-08-27,44.26,110.27,84.56,115.26,35.23,35.84,101.62,127.25,118.97,71.28,40.68,87.95,26.23,46.25,121.89,21.97,18.87,45.1
2014-08-28,43.89,110.26,84.59,117.9,35.34,35.41,101.63,128.87,119.06,71.48,40.51,88.98,26.15,46.11,122.88,22.02,18.75,45.13
2014-08-29,43.66,110.26,84.5,116.23,35.25,35.11,101.33,129.26,116.74,67.72,42.63,89.72,26.06,44.52,122.63,22.09,18.85,45.15
2014-09-02,44.13,110.27,84.52,117.25,35.32,35.71,101.41,127.17,117.37,68.85,41.92,88.18,26.1,44.83,122.56,22.07,18.63,45.18
2014-09-03,44.28,110.27,84.51,118.15,35.25,35.82,101.31,126.56,115.97,66.44,43.42,87.9,25.81,44.36,121.87,22.3,18.68,45.32
2014-09-04,43.76,110.27,84.54,121.11,35.52,35.26,101.33,129.02,115.73,66.03,43.63,89.26,25.79,44.71,123.6,22.3,18.3,45.58
2014-09-05,43.61,110.27,84.5,121.87,35.39,35.06,101.2,129.19,115.74,65.97,43.66,89.71,25.62,43.84,122.65,22.43,18.34,45.24
2014-09-08,44.36,110.27,84.46,118.65,35.14,35.93,101.07,126.55,115.68,65.87,43.71,87.53,25.7,43.92,120.34,22.39,18.83,45.13
2014-09-09,43.62,110.27,84.44,118.52,35.16,35.05,100.92,129.23,114.98,64.68,44.49,89.56,25.64,43.46,121.7,22.43,18.68,45.35
2014-09-10,43.65,110.27,84.46,119.42,35.21,35.12,100.96,129.81,114.61,63.98,44.94,89.49,25.61,42.9,122.04,22.45,18.65,45.37
2014-09-11,44.1,110.27,84.45,114.95,34.88,35.66,100.94,127.82,113.4,61.95,46.37,88.08,25.63,42.13,119.9,22.43,19.07,45.05
2014-09-12,44.98,110.27,84.49,110.61,34.93,36.71,100.99,126.05,113.57,62.22,46.16,85.43,25.64,42.33,119.61,22.43,19.56,45.27
2014-09-15,44.18,110.27,84.5,116.35,35.14,35.76,101.03,128.49,113.11,61.51,46.66,87.74,25.7,42.44,122.33,22.39,18.57,45.61
2014-09-16,44.05,110.26,84.44,119.1,35.11,35.58,100.61,129.31,112.78,60.97,47.09,88.17,25.52,41.48,122.78,22.53,18.4,45.51
2014-09-17,43.36,110.27,84.44,124.22,35.16,34.79,100.5,131.91,113.17,61.58,46.57,90.07,25.63,41.7,124.7,22.43,18.14,45.6
2014-09-18,43.43,110.27,84.45,119.96,35.22,34.86,100.5,131.05,114.57,63.9,44.82,89.87,25.48,41.12,124.5,22.55,18.14,45.43
2014-09-19,44.24,110.28,84.5,115.4,35.16,35.8,100.46,128.11,114.69,64.08,44.67,87.43,25.51,41.08,121.46,22.53,18.77,45.35
2014-09-22,44.46,110.28,84.52,114.53,34.93,36.09,100.54,127.3,115.45,65.29,43.83,86.67,25.52,41.48,119.4,22.53,19.48,44.95
2014-09-23,43.54,110.27,84.49,118.61,35.14,34.99,100.59,129.63,114.81,64.33,44.53,89.48,25.38,41.12,122.16,22.63,18.83,45.53
2014-09-24,45.35,110.29,84.54,112.19,34.76,37.13,100.7,121.6,116.17,66.52,42.97,83.8,25.33,41.41,116.23,22.67,20.2,44.93
2014-09-25,44.34,110.28,84.51,116.25,34.98,35.92,100.52,125.26,116.01,66.26,43.14,86.48,25.2,41.17,119.07,22.8,19.56,45.1
2014-09-26,44.46,110.29,84.52,116.58,34.99,36.06,100.54,125.01,116.93,67.82,42.09,86.19,25.21,41.12,118.33,22.78,20.53,45.09
2014-09-29,44.37,110.26,84.5,113.67,34.97,35.91,100.49,126.18,116.26,66.73,42.78,86.51,25.12,40.59,117.36,22.87,20.73,45.11
2014-09-30,45.77,110.28,84.58,105.38,34.72,37.65,100.73,120.31,118.21,70.55,40.35,82.37,25.14,40.92,112.64,22.85,21.26,44.89
2014-10-01,45.78,110.27,84.55,103.63,34.75,37.68,100.63,120.31,117.23,68.78,41.35,82.33,25.22,40.9,112.57,22.78,21.01,44.91
2014-10-02,44.86,110.26,84.5,105.32,35.1,36.55,100.47,123.15,117.71,69.56,40.84,84.81,24.88,39.4,116.3,23.08,19.72,45.44
2014-10-03,45.06,110.26,84.55,102.66,35.08,36.75,100.53,123.19,117.74,69.66,40.79,84.23,25.14,40.45,115.87,22.82,20.06,45.46
2014-10-06,46.36,110.28,84.61,96.89,34.71,38.32,100.64,117.58,119.38,72.54,39.07,80.67,25.19,40.66,110.58,22.78,21.47,45.19
2014-10-07,44.49,110.28,84.71,103.28,35.35,36.1,100.9,124.06,119.39,72.57,39.06,85.33,25.36,41.4,116.33,22.68,19.67,45.85
2014-10-08,46.0,110.28,84.69,95.01,34.81,37.83,100.81,117.94,118.89,71.66,39.53,81.08,25.22,41.54,109.33,22.75,21.46,45.39
2014-10-09,48.25,110.28,84.72,75.32,34.72,40.66,100.8,109.04,120.06,73.76,38.37,75.01,25.11,41.53,105.61,22.86,23.88,45.61
2014-10-10,49.75,110.28,84.78,70.45,34.42,42.52,100.92,105.05,120.8,75.13,37.64,71.5,25.25,42.2,100.4,22.73,26.32,44.98
2014-10-13,49.75,110.28,84.82,74.43,34.66,42.56,100.75,105.38,121.55,76.51,36.93,71.63,25.14,42.12,100.92,22.83,25.96,44.96
2014-10-14,50.41,110.26,84.92,75.41,34.26,43.38,100.74,103.49,122.52,78.32,36.06,70.1,25.41,42.48,98.46,22.59,26.23,44.42
2014-10-15,51.0,110.26,84.89,78.68,34.26,44.19,100.69,101.42,121.78,76.96,36.69,69.01,25.43,42.65,98.4,22.59,26.83,44.09
2014-10-16,49.64,110.26,84.84,80.6,34.64,42.47,100.69,105.38,121.13,75.75,37.23,71.71,25.34,42.44,102.1,22.66,25.62,44.63
2014-10-17,48.2,110.28,84.87,84.41,34.94,40.56,100.8,107.51,121.51,76.4,36.9,74.8,25.41,42.99,104.99,22.58,23.75,45.27
2014-10-20,45.69,110.28,84.86,93.59,35.41,37.35,100.78,113.9,120.57,74.65,37.73,80.65,25.28,43.14,111.19,22.7,21.93,45.46
2014-10-21,46.15,110.28,84.83,89.7,35.34,37.95,100.7,111.78,120.64,74.73,37.66,79.4,25.16,42.69,108.87,22.8,23.66,45.56
2014-10-22,44.74,110.28,84.8,93.58,35.49,36.16,100.57,115.84,119.61,72.79,38.64,83.03,25.15,42.02,112.69,22.82,22.29,45.53
2014-10-23,44.07,110.28,84.8,96.6,35.76,35.33,100.58,118.92,119.72,72.97,38.53,84.94,25.17,41.93,115.07,22.78,22.06,45.91
2014-10-24,43.93,110.28,84.82,97.59,35.84,35.22,100.53,119.4,119.91,73.37,38.33,85.26,25.25,41.77,114.67,22.72,21.73,45.99
2014-10-27,42.64,110.27,84.81,101.94,36.1,33.66,100.59,124.33,119.2,72.15,38.99,89.07,25.29,41.79,118.49,22.68,20.3,46.2
2014-10-28,42.92,110.27,84.7,102.45,35.96,34.02,100.49,123.52,119.45,72.48,38.8,88.0,25.08,40.63,118.18,22.85,20.63,46.12
2014-10-29,42.75,110.27,84.73,98.99,36.31,33.77,100.48,124.7,119.57,72.68,38.66,88.55,25.01,39.78,120.47,22.91,20.71,46.41
2014-10-30,41.56,110.26,84.7,110.5,36.61,32.4,100.5,130.56,119.25,72.11,38.99,92.2,24.81,37.94,124.44,23.09,20.18,46.71
2014-10-31,41.29,110.27,84.65,112.55,36.67,32.09,100.46,132.18,119.02,72.18,38.91,93.15,24.67,37.69,124.64,23.2,20.51,46.89
2014-11-03,41.56,110.27,84.64,111.61,36.67,32.42,100.45,132.31,119.3,72.75,38.62,92.16,24.75,37.62,123.44,23.14,20.36,47.14
2014-11-04,41.58,110.27,84.63,114.9,37.03,32.39,100.47,133.29,119.18,72.61,38.7,92.15,24.62,36.12,125.68,23.25,20.11,47.47
2014-11-05,41.32,110.27,84.61,111.97,36.99,32.11,100.5,133.22,118.41,71.17,39.49,92.94,24.43,36.09,127.26,23.41,19.62,47.57
2014-11-06,41.39,110.27,84.67,108.68,37.07,32.2,100.67,133.48,119.74,73.53,38.17,92.71,24.59,38.11,127.6,23.27,19.3,47.74
2014-11-07,41.11,110.26,84.62,111.25,37.23,31.85,100.58,134.5,118.64,71.49,39.18,93.66,24.52,36.46,128.67,23.34,18.56,47.95
2014-11-10,40.88,110.27,84.6,110.25,37.19,31.54,100.59,134.84,118.76,71.74,39.06,94.55,24.61,37.62,129.05,23.25,18.54,47.86
2014-11-11,40.71,110.27,84.63,109.97,37.03,31.38,100.58,136.25,118.61,71.48,39.2,95.07,24.5,37.16,128.68,23.33,18.79,47.86
2014-11-12,40.36,110.27,84.65,109.98,37.02,30.99,100.48,138.35,118.9,71.95,38.93,96.29,24.53,37.27,129.06,23.31,19.02,48.03
2014-11-13,40.1,110.27,84.67,112.87,36.8,30.69,100.52,141.34,119.47,72.95,38.35,97.18,24.61,39.14,129.2,23.25,19.06,47.76
2014-11-14,40.34,110.27,84.68,111.41,36.99,30.98,100.47,140.43,119.22,72.57,38.58,96.27,24.48,38.93,129.45,23.37,19.03,48.08
2014-11-17,39.75,110.27,84.68,117.85,37.14,30.27,100.48,142.12,119.49,73.04,38.31,98.43,24.58,39.63,131.66,23.26,18.67,48.26
2014-11-18,40.08,110.27,84.66,115.47,37.07,30.66,100.35,139.14,118.8,71.82,38.94,97.18,24.57,38.64,130.99,23.3,19.13,48.46
2014-11-19,39.73,110.27,84.69,118.83,37.1,30.26,100.42,141.23,119.35,72.73,38.44,98.47,24.58,39.49,131.67,23.27,18.95,48.25
2014-11-20,39.58,110.27,84.7,122.43,37.27,30.07,100.5,141.8,120.12,74.13,37.67,99.18,24.36,39.82,133.89,23.45,18.58,48.45
2014-11-21,38.95,110.26,84.71,126.05,37.39,29.34,100.5,144.08,120.22,74.31,37.59,101.42,24.43,39.61,134.93,23.4,18.17,48.42
2014-11-24,38.81,110.25,84.72,126.1,37.29,29.23,100.42,144.54,121.17,76.08,36.69,101.75,24.49,39.81,134.81,23.35,18.07,48.46
2014-11-25,38.3,110.26,84.76,134.23,37.41,28.65,100.43,148.0,121.49,76.72,36.37,103.83,24.58,39.63,135.71,23.28,17.74,48.68
2014-11-26,37.98,110.25,84.77,135.59,37.59,28.24,100.31,150.19,122.54,78.66,35.44,105.38,24.36,37.54,134.82,23.47,18.25,49.3
2014-11-28,38.83,110.27,84.73,130.29,37.46,29.22,100.24,145.36,121.53,77.23,36.04,101.49,24.47,40.67,132.07,23.35,18.98,48.99
2014-12-01,38.52,110.27,84.68,132.88,37.68,28.86,100.02,145.1,120.33,74.99,37.11,102.58,24.27,39.58,134.42,23.54,17.92,49.15
2014-12-02,38.37,110.27,84.64,141.02,37.73,28.7,100.0,146.6,120.8,75.87,36.71,103.51,24.16,40.37,136.14,23.62,17.64,48.8
2014-12-03,38.4,110.26,84.69,141.63,37.7,28.77,99.98,146.8,121.75,77.69,35.82,103.2,24.28,40.1,135.61,23.53,17.65,48.76
2014-12-04,38.38,110.25,84.53,145.98,37.7,28.74,99.7,146.27,121.13,76.43,36.34,103.27,24.05,39.15,136.21,23.71,17.35,48.85
2014-12-05,38.96,110.25,84.53,139.69,37.73,29.39,99.57,141.91,122.53,79.08,35.11,101.04,24.12,39.99,133.56,23.66,18.01,48.75
2014-12-08,38.69,110.24,84.56,139.31,37.65,29.05,99.73,142.11,123.18,80.4,34.48,102.02,24.26,41.6,133.16,23.55,18.23,48.59
2014-12-09,39.9,110.25,84.63,131.51,37.23,30.46,99.73,135.44,124.1,82.22,33.72,97.08,24.39,41.57,126.86,23.42,20.16,48.13
2014-12-10,39.51,110.25,84.58,133.38,37.43,30.02,99.56,137.12,124.45,82.86,33.48,98.6,24.27,41.3,128.61,23.51,21.38,48.53
2014-12-11,40.36,110.24,84.68,126.78,36.88,30.99,99.45,130.87,126.28,86.49,31.99,95.34,24.37,41.12,122.5,23.43,22.5,47.91
2014-12-12,41.2,110.26,84.61,123.18,36.56,31.95,99.25,128.51,126.07,86.05,32.12,92.48,24.34,39.05,119.76,23.48,21.98,47.59
2014-12-15,42.55,110.26,84.65,120.83,36.51,33.5,99.34,123.16,127.58,89.16,30.97,87.89,24.46,39.38,117.09,23.31,23.03,47.41
2014-12-16,41.0,110.25,84.57,128.89,37.13,31.76,99.1,130.41,126.44,86.79,31.77,92.61,24.2,38.92,124.18,23.6,20.72,48.1
2014-12-17,39.01,110.25,84.51,136.0,37.88,29.37,98.99,141.69,124.55,82.84,33.24,99.4,24.11,39.5,133.03,23.67,20.1,49.02
2014-12-18,38.68,110.25,84.49,134.94,37.97,29.0,99.06,142.24,125.89,85.42,32.14,100.51,24.0,39.28,134.91,23.77,19.88,48.62
2014-12-19,38.46,110.22,84.47,140.93,38.25,28.78,99.13,146.99,126.12,85.93,31.94,101.42,23.97,37.79,136.4,23.79,18.95,49.09
2014-12-22,38.7,110.24,84.41,140.13,38.41,29.06,98.94,148.0,123.54,80.7,33.89,100.45,23.83,37.91,137.15,23.91,18.98,49.43
2014-12-23,38.66,110.24,84.4,140.62,38.47,28.99,98.87,147.49,124.0,82.22,33.26,100.66,23.87,37.9,137.14,23.88,18.82,49.38
2014-12-24,38.14,110.25,84.38,141.17,38.58,28.38,98.87,149.48,124.4,82.92,32.95,102.7,23.84,39.25,138.36,23.89,18.97,49.46
2014-12-26,38.12,110.23,84.44,139.91,38.72,28.4,98.83,147.07,125.37,84.81,32.19,102.72,23.77,38.54,138.86,23.95,18.95,49.31
2014-12-29,38.63,110.23,84.48,137.5,38.43,28.94,98.96,144.35,125.68,85.46,31.95,100.6,23.83,39.53,136.73,23.89,19.41,49.09
2014-12-30,39.45,110.25,84.49,135.17,37.96,29.84,99.06,139.2,125.97,86.04,31.73,97.45,23.76,38.41,132.61,23.97,21.0,48.49
2014-12-31,39.66,110.24,84.54,134.83,38.0,30.03,99.11,138.81,127.29,88.69,30.72,96.65,23.55,38.7,132.25,24.2,20.58,48.35
2015-01-02,40.82,110.24,84.54,127.2,37.58,31.51,99.01,132.55,129.3,92.96,29.26,92.3,23.49,39.9,125.27,24.25,22.11,48.01
2015-01-05,41.93,110.24,84.59,118.54,37.45,32.67,98.86,127.61,131.62,97.91,27.65,88.64,23.43,40.81,121.74,24.3,22.6,47.95
2015-01-06,40.84,110.25,84.61,122.13,37.97,31.46,98.9,130.51,131.36,97.4,27.82,92.05,23.32,40.3,126.23,24.39,21.87,48.77
2015-01-07,39.32,110.24,84.62,133.12,38.48,29.62,99.03,138.84,129.64,93.57,28.91,97.3,23.23,40.01,132.89,24.49,20.51,49.51
2015-01-08,39.81,110.25,84.69,133.44,38.14,30.2,99.12,137.72,131.06,96.69,27.97,95.33,23.34,40.87,129.63,24.38,21.24,49.11
2015-01-09,40.63,110.27,84.75,125.43,38.04,31.15,99.11,133.16,131.81,98.3,27.47,92.4,23.33,41.78,126.59,24.38,22.28,48.96
2015-01-12,40.67,110.27,84.77,121.69,38.01,31.17,99.08,133.01,131.82,98.29,27.47,92.32,23.25,41.53,125.46,24.45,22.93,48.95
2015-01-13,41.06,110.26,84.83,119.74,38.01,31.7,99.2333,130.46,132.81,100.41,26.87,90.9,23.31,41.39,123.26,24.4,23.35,48.8
2015-01-14,42.19,110.28,84.95,116.82,37.93,32.94,99.59,125.76,134.89,105.34,25.55,87.29,23.23,43.37,119.89,24.48,24.03,48.88
2015-01-15,41.15,110.27,84.87,120.81,38.31,31.78,99.4,129.71,133.2,101.12,26.58,90.4,23.1,44.6,124.36,24.59,23.57,49.27
2015-01-16,40.54,110.27,84.85,124.63,38.3,31.01,99.39,132.46,134.97,105.16,25.49,92.4,23.02,45.88,125.35,24.69,23.37,49.47
2015-01-20,40.13,110.26,84.84,128.72,38.41,30.52,99.33,132.68,133.4,101.6,26.36,93.82,23.07,45.96,127.19,24.62,22.23,49.71
2015-01-21,38.64,110.26,84.81,131.14,38.9,28.85,99.32,139.33,132.96,100.37,26.69,99.04,22.7,46.62,132.93,24.99,20.81,50.21
2015-01-22,38.45,110.26,84.85,130.0,38.62,28.68,99.5,139.73,134.73,104.56,25.56,99.7,22.47,45.96,130.61,25.21,21.33,49.65
2015-01-23,38.53,110.26,84.81,131.35,38.7,28.74,99.44,137.78,134.34,103.74,25.78,99.48,22.49,44.96,131.7,25.17,20.37,49.65
2015-01-26,40.48,110.26,84.83,123.8,38.53,30.96,99.62,125.61,134.54,104.18,25.63,91.78,22.75,45.98,126.45,24.93,21.27,49.08
