Date,DBMF,GLD,PSQ,QQQ,SH,SPY,SQQQ,TECL,TQQQ,UPRO,UVXY
2020-05-27,25.0648,161.72,20.63,229.99,23.06,302.97,9.83,187.94,79.49,42.47,35.39
2020-05-28,25.11,162.91,20.35,233.36,22.98,304.32,9.43,194.65,82.77,42.97,33.55
2020-05-29,25.01,163.66,20.23,234.06,22.86,305.55,9.3,194.92,83.79,43.54,33.87
2020-06-01,24.83,162.6,20.1,235.63,22.68,308.08,9.13,200.5,85.46,44.64,32.5
2020-06-02,24.5282,159.6,20.02,236.69,22.37,312.18,8.97,205.11,86.62,46.44,30.38
2020-06-03,24.43,161.28,20.15,235.03,22.43,311.36,9.18,200.0,84.86,45.99,29.95
2020-06-04,24.43,158.01,19.76,239.69,21.87,319.34,8.64,215.48,89.89,49.53,27.54
2020-06-05,24.57,159.72,19.59,241.55,21.58,323.2,8.43,219.27,91.89,51.39,28.45
2020-06-08,24.55,161.26,19.47,243.3,21.74,320.79,8.24,222.04,93.94,50.27,30.59
2020-06-09,24.61,163.57,19.21,246.22,21.86,319.0,7.93,233.78,97.33,49.4,30.3
2020-06-10,24.54,162.39,20.16,234.02,23.13,300.61,9.12,193.28,83.0,40.77,45.58
2020-06-11,24.57,162.62,20.01,235.88,22.85,304.21,8.91,200.04,84.8,42.26,40.4
2020-06-12,24.57,162.33,19.77,238.75,22.65,307.05,8.58,205.89,87.79,43.45,38.8
2020-06-15,24.52,162.25,19.41,242.85,22.19,312.96,8.15,219.92,92.43,45.94,37.69
2020-06-16,24.421,162.56,19.38,243.62,22.3,311.66,8.06,219.55,93.33,45.34,37.65
2020-06-17,24.34,162.24,19.31,244.28,22.28,311.78,7.99,222.74,94.05,45.4,36.69
2020-06-18,24.4726,164.03,19.31,244.24,22.42,308.64,8.0,217.95,93.92,44.6,37.53
2020-06-19,24.5501,165.09,19.09,246.74,22.27,310.62,7.72,230.2,97.26,45.55,34.72
2020-06-22,24.49,166.48,18.92,248.84,22.17,312.05,7.52,235.21,99.8,46.13,33.62
2020-06-23,24.4031,165.9,19.3,243.71,22.72,304.09,7.96,219.08,93.92,42.64,37.13
2020-06-24,24.4751,165.8,19.12,246.03,22.48,307.35,7.74,227.44,96.41,43.94,34.88
2020-06-25,24.51,166.54,19.59,240.22,23.02,300.05,8.3,214.38,89.48,40.8,38.15
2020-06-26,24.5307,166.63,19.36,242.84,22.68,304.46,8.05,220.49,92.34,42.62,35.36
2020-06-29,24.64,167.37,19.0,247.6,22.36,308.36,7.56,232.89,97.65,44.36,32.75
2020-06-30,24.4809,166.62,18.77,250.49,22.22,310.52,7.29,233.57,101.14,45.18,31.31
2020-07-01,24.495,166.98,18.65,252.19,22.11,312.23,7.14,237.79,103.29,45.9,30.37
2020-07-02,24.6591,167.98,18.17,258.39,21.77,317.05,6.62,250.41,110.88,48.04,30.35
2020-07-06,24.7431,169.04,18.31,256.61,21.98,313.78,6.75,242.94,108.7,46.52,31.92
2020-07-07,24.785,170.09,18.07,259.99,21.81,316.18,6.48,253.88,112.88,47.6,30.68
2020-07-08,24.875,169.63,17.9,262.18,21.94,314.38,6.32,257.09,115.7,46.79,31.49
2020-07-09,24.83,169.19,17.78,263.97,21.71,317.59,6.18,256.74,118.15,48.23,30.2
2020-07-10,24.74,169.4,18.14,258.54,21.9,314.84,6.56,241.19,110.85,46.97,34.54
2020-07-13,24.785,170.19,18.0,260.37,21.61,318.92,6.42,248.58,113.2,48.77,31.51
2020-07-14,24.89,170.34,17.99,260.9,21.41,321.85,6.38,253.48,113.76,50.13,30.17
2020-07-15,24.795,168.73,18.12,259.12,21.49,320.79,6.52,244.0,111.32,49.63,29.47
2020-07-16,24.805,170.12,18.09,259.42,21.42,321.72,6.51,246.89,111.84,50.06,27.88
2020-07-17,24.8665,170.94,17.56,266.78,21.25,324.32,5.94,265.61,121.36,51.26,25.93
2020-07-20,25.0527,173.0,17.75,264.0,21.21,325.01,6.12,258.25,117.48,51.57,26.3
2020-07-21,25.135,175.63,17.69,264.93,21.08,326.86,6.05,264.55,118.84,52.48,25.83
2020-07-22,25.224,177.18,18.15,258.01,21.33,322.96,6.53,243.88,109.53,50.58,27.06
2020-07-23,25.235,178.7,18.32,255.56,21.48,320.88,6.72,235.02,106.29,49.64,27.22
2020-07-24,25.365,182.23,18.0,260.12,21.32,323.22,6.35,245.53,112.0,50.67,26.0
2020-07-27,25.425,183.75,18.21,256.81,21.44,321.17,6.59,237.42,107.79,49.74,25.82
2020-07-28,25.4956,185.13,18.0,259.77,21.19,325.12,6.36,247.34,111.46,51.55,24.99
2020-07-29,25.5058,183.76,17.9,261.13,21.25,323.96,6.26,251.34,113.27,51.0,25.89
2020-07-30,25.518,185.43,17.6,265.79,21.11,326.52,5.93,270.93,119.38,52.21,25.02
2020-07-31,25.6614,185.64,17.35,269.38,20.93,328.79,5.695,290.08,123.83,53.27,24.86
2020-08-03,25.9194,189.59,17.28,270.38,20.86,330.06,5.62,292.69,125.44,53.87,23.75
2020-08-04,25.955,191.35,17.23,271.05,20.72,332.11,5.59,295.1,126.44,54.89,23.01
2020-08-05,25.955,193.89,17.01,274.64,20.59,334.33,5.36,308.16,131.28,56.01,22.66
2020-08-06,25.68,190.81,17.2,271.47,20.58,334.57,5.54,294.78,126.99,56.12,22.38
2020-08-07,25.635,190.15,17.28,270.31,20.52,335.57,5.62,291.84,125.28,56.62,21.42
2020-08-10,25.1658,179.94,17.62,265.19,20.68,332.8,5.94,275.62,118.17,55.27,22.89
2020-08-11,25.1163,179.1,17.16,271.86,20.4,337.44,5.48,295.17,127.01,57.51,21.05
2020-08-12,25.0768,183.33,17.13,272.48,20.43,336.83,5.45,295.15,127.9,57.26,21.04
2020-08-13,25.06,182.54,17.14,272.16,20.42,336.84,5.48,294.55,127.53,57.22,20.99
2020-08-14,25.2497,186.5,16.95,275.32,20.36,337.91,5.28,300.9,131.74,57.78,19.9
2020-08-17,25.4079,188.18,16.79,277.97,20.32,338.64,25.65,304.5,135.61,58.11,19.56
2020-08-18,25.1,182.24,16.89,276.1,20.4,337.23,26.16,302.44,132.96,57.44,20.12
2020-08-19,25.1916,183.5,16.67,279.93,20.33,338.28,25.06,314.77,138.43,57.96,19.81
2020-08-20,25.185,182.03,16.55,281.87,20.26,339.48,24.54,326.07,141.32,58.56,19.91
2020-08-21,25.2127,181.0,16.44,283.63,20.06,342.92,24.07,335.55,143.94,60.35,19.8
2020-08-24,25.2,181.22,16.31,285.86,19.99,344.12,23.51,340.48,147.3,60.96,19.62
2020-08-25,25.29,183.36,15.97,291.96,19.78,347.57,22.0,361.39,156.73,62.82,20.3
2020-08-26,25.1261,181.24,16.02,291.05,19.75,348.33,22.22,362.34,155.31,63.21,21.25
2020-08-27,25.2963,184.39,15.94,292.53,19.61,350.58,21.85,371.27,157.71,64.45,21.09
2020-08-28,25.355,184.83,15.78,294.88,19.68,349.31,21.35,374.91,161.36,63.72,22.63
2020-08-31,25.4395,185.05,15.54,299.92,19.5,352.6,20.24,397.38,169.74,65.54,23.23
2020-09-01,25.5754,182.62,15.39,302.76,19.21,357.7,19.66,407.55,174.53,68.37,24.055
2020-09-02,25.395,181.14,16.18,287.41,19.87,345.39,22.68,336.19,147.73,61.28,28.94
2020-09-03,25.1819,181.64,16.37,283.58,20.03,342.57,23.58,322.5,141.64,59.84,25.27
2020-09-04,25.0897,181.29,17.15,269.95,20.57,333.21,26.93,279.38,121.62,54.92,24.3
2020-09-08,25.17,183.05,16.65,277.88,20.17,339.79,24.6,305.32,132.07,58.09,22.42
2020-09-09,25.1257,182.46,17.0,272.34,20.53,333.89,26.01,286.24,124.43,55.08,22.79
2020-09-10,25.1351,182.45,17.1,270.45,20.51,334.06,26.56,278.5,121.71,55.15,20.8
2020-09-11,25.3208,183.89,16.81,275.16,20.24,338.46,25.2,296.16,127.98,57.35,20.25
2020-09-14,25.25,183.45,16.56,279.06,20.13,340.17,24.1,305.28,133.42,58.21,20.19
2020-09-15,25.015,183.97,16.84,274.61,20.22,338.82,25.28,291.28,127.01,57.54,20.07
2020-09-16,24.9364,182.96,17.1,270.32,20.39,335.84,26.42,283.15,121.16,56.04,19.42
2020-09-17,24.8958,183.2,17.33,266.87,20.62,330.65,27.48,268.56,116.48,54.08,19.4
2020-09-18,24.6691,179.52,17.25,267.51,20.85,326.97,27.11,275.61,117.86,52.29,20.31
2020-09-21,24.6317,178.65,16.92,272.48,20.64,330.3,25.62,289.15,124.3,53.84,20.56
2020-09-22,24.4105,174.79,17.44,264.16,21.12,322.64,28.0,261.83,112.79,50.1,22.2
2020-09-23,24.3368,175.44,17.34,265.39,21.05,323.5,27.57,265.65,114.44,50.51,21.6
2020-09-24,24.3191,174.94,16.95,271.56,20.73,328.73,25.63,285.35,122.46,52.91,20.76
2020-09-25,24.66,176.7,16.6,277.2,20.39,334.19,24.06,301.5,129.72,55.6,20.64
2020-09-28,24.6958,178.19,16.67,275.95,20.5,332.37,24.37,298.39,128.36,54.69,20.02
2020-09-29,24.5928,177.12,16.55,277.84,20.32,334.89,23.85,305.83,130.9,55.91,19.95
2020-09-30,24.7369,178.7,16.28,282.25,20.21,337.04,22.73,315.53,137.03,56.95,20.11
2020-10-01,24.74,178.54,16.76,274.31,20.38,333.84,24.61,291.24,125.73,55.38,21.0
2020-10-02,24.6462,179.41,16.39,280.16,20.04,339.76,23.06,310.93,133.66,58.26,20.03
2020-10-05,24.5247,177.3,16.67,275.16,20.31,334.93,24.3,296.25,126.48,55.82,20.41
2020-10-06,24.529,177.22,16.37,279.92,19.96,340.76,23.02,312.09,133.13,58.72,19.46
2020-10-07,24.53,177.85,16.29,281.41,19.79,343.78,22.64,316.81,135.09,60.23,18.33
2020-10-08,24.7619,181.08,16.06,285.71,19.59,346.85,21.62,331.95,141.1,61.87,16.88
2020-10-09,24.93,180.56,15.53,294.53,19.29,352.43,19.62,358.71,154.26,64.85,16.38
2020-10-12,24.8143,177.72,15.55,294.52,19.41,350.13,19.6,352.18,154.28,63.61,16.67
2020-10-13,24.6737,178.27,15.68,292.06,19.53,347.93,20.09,346.35,150.47,62.46,16.48
2020-10-14,24.5309,178.92,15.79,290.1,19.55,347.5,20.52,341.38,147.36,62.16,16.66
2020-10-15,24.69,178.3,15.89,288.51,19.58,347.29,20.84,338.84,145.1,62.03,16.81
2020-10-16,24.4985,178.39,16.14,283.8,19.86,342.01,21.85,320.25,137.89,59.22,17.93
2020-10-19,24.6053,179.25,16.09,284.41,19.78,343.38,21.69,323.19,138.78,59.88,17.89
2020-10-20,24.8441,180.6,16.1,284.19,19.82,342.73,21.76,322.21,138.42,59.56,17.27
2020-10-21,24.84,178.83,16.12,284.18,19.71,344.61,21.75,317.82,138.49,60.6,16.66
2020-10-22,24.9334,178.64,16.07,284.74,19.65,345.78,21.6,315.99,139.3,61.14,16.71
2020-10-23,24.7399,178.55,16.32,280.47,20.01,339.39,22.58,295.4,132.95,57.79,18.94
2020-10-26,24.7276,179.02,16.19,282.66,20.07,338.22,22.06,300.15,136.09,57.19,19.06
2020-10-27,24.6513,176.13,16.82,271.64,20.76,326.66,24.65,261.34,120.12,51.32,23.15
2020-10-28,24.6883,175.4,16.52,276.39,20.55,329.98,23.36,274.71,126.23,52.85,20.63
2020-10-29,24.5907,176.2,16.94,269.38,20.75,326.54,25.03,256.51,117.45,51.17,21.59
2020-10-30,24.5946,177.91,16.9,269.98,20.52,330.2,24.95,257.99,117.49,52.93,20.85
2020-11-02,24.6488,178.92,16.62,274.65,20.16,336.03,23.68,272.38,123.4,55.7,19.21
2020-11-03,24.58,178.82,15.88,286.91,19.72,343.54,20.48,303.7,140.08,59.41,16.69
2020-11-04,24.964,182.93,15.44,294.39,19.32,350.24,18.9,332.53,150.89,62.89,16.25
2020-11-05,25.1687,183.19,15.45,294.61,19.33,350.16,18.83,335.09,151.4,62.91,14.67
2020-11-06,24.7512,175.08,15.76,288.59,19.08,354.56,19.98,328.54,142.16,65.28,14.15
2020-11-09,24.6608,175.66,16.03,283.42,19.1,354.04,21.04,309.17,134.49,64.99,13.485
2020-11-10,24.6456,174.9,15.67,289.76,18.98,356.67,19.64,331.26,143.53,66.38,13.045
2020-11-11,24.655,175.96,15.76,288.4,19.16,353.21,19.9,322.17,141.43,64.46,14.39
2020-11-12,24.9169,177.16,15.6,290.93,18.9,358.1,19.39,330.83,145.14,67.13,13.04
2020-11-13,24.9262,177.15,15.51,293.2,18.65,362.57,18.95,340.81,148.48,69.57,12.605
2020-11-16,25.01,176.5,15.54,292.27,18.75,360.62,19.1,335.0,147.11,68.55,12.27
2020-11-17,24.99,175.49,15.67,290.11,18.98,356.28,19.55,323.81,143.7,66.02,12.88
2020-11-18,24.98,175.16,15.53,292.38,18.89,357.78,19.07,331.99,147.26,66.87,12.59
2020-11-19,24.985,175.69,15.65,290.38,19.03,355.33,19.47,321.65,144.27,65.5,12.53
2020-11-20,24.8565,172.23,15.62,290.39,18.91,357.46,19.46,321.77,144.3,66.69,12.32
2020-11-23,24.9993,169.59,15.42,294.47,18.6,363.22,18.65,334.16,150.2,69.88,12.0
2020-11-24,24.935,169.51,15.31,296.28,18.63,362.66,18.29,336.38,153.03,69.55,11.3
2020-11-25,25.111,167.79,15.17,299.01,18.59,363.67,17.8,342.27,157.21,70.09,11.43
2020-11-27,24.7695,166.67,15.15,299.62,18.67,362.06,17.7,349.18,158.02,69.18,11.14
2020-11-30,25.071,170.18,14.94,303.46,18.45,366.02,16.99,363.28,164.23,71.45,11.29
2020-12-01,25.02,171.46,14.93,303.85,18.43,366.79,16.92,360.51,164.89,71.86,11.17
2020-12-02,25.1855,172.81,14.9,304.28,18.42,366.69,16.85,359.65,165.56,71.82,11.33
2020-12-03,25.2148,172.32,14.85,305.52,18.26,369.85,16.64,370.7,167.59,73.65,11.06
2020-12-04,25.163,174.89,14.77,307.25,18.31,369.09,16.36,374.06,170.43,73.28,11.13
2020-12-07,25.1471,175.5,14.72,308.29,18.24,370.17,16.2,377.69,171.99,73.88,10.555
2020-12-08,25.085,172.5,15.03,301.31,18.4,366.85,17.29,354.91,160.47,71.91,11.12
2020-12-09,25.338,172.17,14.99,302.52,18.41,366.73,17.1,354.94,162.44,71.77,11.26
2020-12-10,25.1892,172.49,15.01,301.85,18.43,366.3,17.2,353.14,161.3,71.5,11.925
2020-12-11,25.1769,171.54,14.91,304.04,18.51,364.66,16.82,356.84,164.74,70.57,12.35
2020-12-14,25.4587,173.94,14.74,307.29,18.26,369.59,16.3,374.15,169.86,73.41,11.48
2020-12-15,25.598,174.9,14.67,308.98,18.23,370.17,16.03,381.86,172.71,73.77,10.91
2020-12-16,25.7759,176.74,14.58,311.0,18.14,372.24,15.7,391.2,176.25,75.01,10.68
2020-12-17,25.7078,176.44,14.63,310.06,18.22,369.18,15.85,387.21,174.33,74.14,11.02
2020-12-18,25.4174,175.88,14.65,308.92,18.26,367.86,15.95,387.63,173.68,73.4,12.25
2020-12-21,25.1865,174.49,14.6,309.76,18.3,367.24,15.81,398.04,175.05,72.91,11.97
2020-12-22,25.4288,175.65,14.68,308.2,18.28,367.57,16.04,388.3,172.41,73.1,11.26
2020-12-23,25.3333,176.35,14.62,309.56,18.21,369.0,15.83,397.0,174.65,73.95,10.76
2020-12-24,25.41,175.71,14.47,312.68,18.05,372.17,15.35,410.12,179.89,75.83,10.69
2020-12-28,25.4074,176.35,14.46,312.96,18.1,371.46,15.31,404.32,180.42,75.38,11.28
2020-12-29,25.6803,177.7,14.46,312.97,18.06,371.99,15.31,403.49,180.39,75.68,10.7
2020-12-30,25.56,178.36,14.41,313.74,17.97,373.88,15.18,406.53,181.8,76.86,10.65
2020-12-31,25.5991,182.33,14.61,309.31,18.21,368.79,15.84,386.07,173.85,73.71,12.03
2021-01-04,26.2472,182.87,14.49,311.86,18.1,371.33,15.45,393.84,178.21,75.17,11.47
2021-01-05,26.0753,179.9,14.69,307.54,17.97,373.55,16.09,372.23,170.84,76.58,11.35
2021-01-06,25.9821,179.48,14.33,314.98,17.71,379.1,14.89,402.06,183.18,79.95,10.35
2021-01-07,26.2539,173.34,14.14,319.03,17.61,381.26,14.34,410.17,190.28,81.32,10.21
2021-01-08,25.88,173.0,14.35,314.42,17.74,378.69,14.96,399.45,181.87,79.7,11.09
2021-01-11,26.1056,174.12,14.37,313.92,17.72,378.77,15.02,394.47,181.08,79.76,10.57
2021-01-12,26.008,173.37,14.27,316.04,17.67,379.79,14.74,402.0,184.6,80.34,10.32
2021-01-13,26.1904,173.28,14.35,314.35,17.74,378.46,14.96,391.26,181.79,79.51,10.49
2021-01-14,25.7152,171.13,14.46,311.86,17.88,375.7,15.32,379.45,177.37,77.75,10.9
2021-01-15,26.0334,172.58,14.25,316.41,17.72,378.65,14.64,394.18,185.06,79.59,10.42
2021-01-19,26.3866,175.39,13.92,323.77,17.49,383.89,13.63,417.48,197.96,82.86,10.13
2021-01-20,26.4534,175.28,13.8,326.36,17.46,384.24,13.28,433.21,101.44,83.05,10.0
2021-01-21,26.2128,173.9,13.86,325.42,17.52,382.88,13.4,428.14,100.52,82.21,10.19
2021-01-22,26.2673,174.05,13.72,328.11,17.45,384.39,13.03,439.66,103.31,83.2,10.85
2021-01-25,26.13,173.62,13.71,328.59,17.48,383.79,13.01,440.31,103.42,82.81,10.55
2021-01-26,25.76,172.52,14.1,319.43,17.9,374.41,14.07,415.36,95.08,76.71,13.87
2021-01-27,25.91,172.68,14.01,321.32,17.76,377.63,13.85,420.78,96.48,78.64,13.44
2021-01-28,25.53,172.61,14.3,314.56,18.1,370.07,14.71,390.77,90.47,74.01,14.64
2021-01-29,25.8284,174.23,13.94,322.42,17.82,376.23,13.61,420.11,97.12,77.54,13.44
2021-02-01,25.9942,172.11,13.73,327.68,17.57,381.55,12.97,436.68,101.82,80.86,11.72
2021-02-02,26.209,171.85,13.79,326.38,17.55,381.85,13.1,432.84,100.65,81.11,10.83
2021-02-03,26.174,168.15,13.62,330.24,17.35,386.19,12.64,452.11,104.21,83.83,10.12
2021-02-04,26.4591,169.81,13.56,331.36,17.27,387.71,12.51,450.0,105.3,84.8,10.05
2021-02-05,26.5953,171.52,13.48,333.58,17.16,390.51,12.26,463.87,107.36,86.72,9.98
2021-02-08,26.7766,172.08,13.48,333.51,17.17,390.25,12.27,461.86,107.31,86.48,10.01
2021-02-09,26.7791,172.71,13.5,332.75,17.16,390.08,12.35,459.68,106.55,86.42,10.25
2021-02-10,26.88,171.21,13.44,334.58,17.13,390.71,12.15,475.06,108.27,86.78,9.91
2021-02-11,27.165,170.69,13.35,336.45,17.05,392.64,11.96,482.73,110.11,88.09,9.42
2021-02-12,27.35,168.24,13.4,335.54,17.06,392.3,12.04,478.75,109.19,87.83,9.56
2021-02-16,27.2392,166.33,13.45,333.93,17.06,392.39,12.22,464.78,107.67,87.91,9.24
2021-02-17,27.06,166.32,13.51,332.47,17.13,390.72,12.38,458.72,106.22,86.8,9.35
2021-02-18,27.2201,167.01,13.59,331.02,17.16,390.03,12.54,455.85,104.82,86.32,8.81
2021-02-19,27.35,169.51,13.92,322.44,17.3,387.03,13.52,426.44,96.7,84.36,9.36
2021-02-22,27.443,169.12,13.97,321.48,17.28,387.5,13.63,422.66,95.84,84.62,8.79
2021-02-23,27.5922,169.0,13.86,324.13,17.08,391.77,13.29,442.08,98.15,87.41,8.28
2021-02-24,27.52,165.82,14.35,312.83,17.49,382.33,14.7,396.01,87.9,81.14,10.23
2021-02-25,26.6643,161.81,14.25,314.14,17.58,380.36,14.48,402.39,89.22,79.74,9.54
2021-02-26,27.0035,161.53,13.86,323.59,17.17,389.58,13.19,439.14,97.0,85.52,8.52
2021-03-01,26.8701,162.41,14.07,318.4,17.29,386.54,13.82,41.86,92.35,83.57,8.61
2021-03-02,27.0548,160.62,14.47,309.16,17.52,381.42,15.02,38.73,84.34,80.28,9.16
2021-03-03,27.1447,159.04,14.7,304.1,17.73,376.7,15.76,36.2,80.17,77.24,9.75
2021-03-04,27.4096,159.14,14.48,308.68,17.4,383.63,15.04,38.27,83.76,81.52,8.72
2021-03-05,27.1026,157.49,14.89,299.94,17.48,381.72,16.32,35.5,76.6,80.32,8.92
2021-03-08,27.1962,160.84,14.3,311.77,17.24,387.17,14.39,39.06,85.62,83.72,8.4
2021-03-09,27.2879,161.66,14.34,310.88,17.15,389.58,14.5,38.59,84.89,85.25,8.25
2021-03-10,27.7522,161.52,14.02,318.04,16.97,393.53,13.49,41.04,90.78,87.88,7.9
2021-03-11,27.8933,161.49,14.12,315.46,16.93,394.06,13.82,40.2,88.52,88.24,7.74
2021-03-12,27.8323,162.2,13.97,318.83,16.83,396.41,13.38,41.49,91.35,89.83,7.06
2021-03-15,27.8181,162.35,13.89,320.58,16.85,395.91,13.16,42.47,92.85,89.51,7.06
2021-03-16,28.0309,163.51,13.83,321.9,16.81,397.26,13.0,42.4,94.02,90.33,6.58
2021-03-17,27.4815,162.56,14.27,312.04,17.04,391.48,14.19,38.81,85.39,86.4,7.14
2021-03-18,27.6421,163.24,14.21,313.14,17.08,389.48,14.01,38.33,86.48,85.94,6.72
2021-03-19,27.539,163.0,13.95,318.61,16.93,392.59,13.25,40.66,91.09,87.91,6.05
2021-03-22,26.9493,161.81,14.02,317.22,17.07,389.5,13.43,39.88,89.9,85.9,6.5
2021-03-23,26.9011,162.37,14.24,311.87,17.15,387.52,14.1,38.44,85.36,84.55,6.56
2021-03-24,26.9754,161.78,14.28,311.33,17.05,389.7,14.17,38.4,84.9,85.94,6.28
2021-03-25,27.3966,162.24,14.05,316.0,16.79,395.98,13.53,41.29,88.65,90.15,5.89
2021-03-26,27.4705,160.31,14.06,315.91,16.79,395.78,13.55,40.62,88.6,89.98,6.11
2021-03-29,27.2724,157.57,14.12,314.32,16.84,394.73,13.75,39.64,87.34,89.23,5.71
2021-03-30,27.4417,159.96,13.91,319.13,16.76,396.33,13.12,41.32,91.26,90.34,5.65
2021-03-31,27.4799,161.98,13.67,324.57,16.59,400.61,12.44,43.78,95.9,93.15,5.39
2021-04-01,27.73,161.92,13.4,331.05,16.35,406.36,11.71,46.49,101.66,97.19,5.14
2021-04-05,27.65,163.22,13.42,330.82,16.35,406.12,11.74,45.99,101.42,97.04,5.2
2021-04-06,27.6211,162.76,13.37,331.62,16.34,406.59,11.64,46.74,102.17,97.43,4.99
2021-04-07,27.641,164.51,13.24,335.08,16.27,408.52,11.27,48.76,105.36,98.76,4.86
2021-04-08,27.7106,163.27,13.16,337.11,16.14,411.49,11.07,50.11,107.27,100.91,4.85
2021-04-09,27.7034,162.28,13.18,336.67,16.13,411.64,11.12,49.48,106.85,101.0,4.77
2021-04-12,27.72,163.43,13.0,340.6,16.08,412.86,10.72,50.85,110.51,101.85,4.69
2021-04-13,27.857,162.72,13.18,336.51,16.13,411.45,11.11,49.16,106.63,100.87,4.84
2021-04-14,27.8285,165.35,12.96,341.61,15.97,415.87,10.59,51.74,111.34,104.1,4.61
2021-04-15,27.98,166.35,12.96,342.01,15.92,417.26,10.56,51.69,111.81,105.22,4.48
2021-04-16,28.3655,165.89,13.06,338.88,15.98,415.21,10.86,50.35,108.76,103.64,4.74
2021-04-19,27.6722,166.48,13.18,336.41,16.11,412.17,11.09,49.05,106.38,101.38,4.88
2021-04-20,27.7944,168.13,13.04,339.29,15.96,416.07,10.8,50.51,109.07,104.18,4.51
2021-04-21,27.6515,167.04,13.21,335.2,16.1,412.27,11.19,48.77,105.1,101.36,4.93
2021-04-22,28.0216,166.4,13.05,339.42,15.93,416.74,10.77,50.83,109.06,104.6,4.64
2021-04-23,27.9591,166.84,12.95,341.63,15.88,417.61,10.55,51.73,111.22,105.27,4.57
2021-04-26,28.14,166.42,13.01,340.15,15.9,417.52,10.69,51.31,109.76,105.16,4.45
2021-04-27,28.1467,166.91,13.07,339.0,15.91,417.4,10.81,49.88,108.63,105.01,4.42
2021-04-28,28.3121,166.22,13.03,340.22,15.8,420.06,10.68,49.77,109.72,106.97,4.37
2021-04-29,28.0581,165.66,13.11,337.99,15.91,417.3,10.89,47.75,107.66,104.95,4.63
2021-04-30,28.1831,167.81,13.17,336.19,15.86,418.2,11.06,47.33,105.9,105.63,4.39
2021-05-03,27.9656,166.58,13.41,330.14,15.97,415.62,11.66,44.72,100.32,103.68,4.64
2021-05-04,28.28,167.27,13.45,329.03,15.96,415.75,11.78,44.43,99.15,103.67,4.47
2021-05-05,28.1695,170.06,13.35,331.51,15.83,419.07,11.52,45.78,101.32,106.17,4.42
2021-05-06,28.56,171.59,13.23,334.2,15.71,422.12,11.23,46.86,103.8,108.52,4.06
2021-05-07,28.53,172.11,13.59,325.76,15.87,417.94,12.08,43.4,96.0,105.3,4.32
2021-05-10,28.2755,172.14,13.58,325.31,16.0,414.21,12.12,43.04,95.52,102.54,4.78
2021-05-11,27.87,170.43,13.94,316.89,16.36,405.41,13.06,39.37,88.25,96.01,6.06
2021-05-12,27.8897,171.13,13.84,319.34,16.16,410.28,12.77,40.92,90.11,99.34,5.18
2021-05-13,28.57,172.69,13.52,326.39,15.89,416.58,11.93,43.58,95.97,103.93,4.25
2021-05-14,28.61,174.7,13.6,324.41,15.94,415.52,12.14,42.62,94.35,103.15,4.47
2021-05-17,28.58,175.04,13.68,322.22,16.09,411.94,12.38,41.6,92.37,100.56,4.55
2021-05-18,28.1431,175.16,13.68,322.59,16.12,410.86,12.34,42.03,92.71,99.69,4.89
2021-05-19,28.27,175.96,13.41,328.83,15.95,415.28,11.62,44.42,98.07,102.88,4.49
2021-05-20,28.346,176.04,13.48,327.01,15.97,414.94,11.81,43.7,96.45,102.63,4.38
2021-05-21,28.6265,176.35,13.27,332.51,15.8,419.17,11.21,45.99,101.28,105.77,4.09
2021-05-24,28.6571,177.95,13.24,332.97,15.83,418.24,11.16,46.12,101.77,105.08,4.09
2021-05-25,28.66,177.64,13.21,334.13,15.81,419.07,11.05,46.1,102.8,105.7,38.12
2021-05-26,28.88,177.71,13.24,332.88,15.8,419.29,11.18,45.35,101.6,105.76,35.27
2021-05-27,28.8691,178.38,13.21,333.93,15.77,420.04,11.07,45.78,102.59,106.38,36.16
2021-05-28,28.5759,177.9,13.25,332.82,15.78,419.67,11.18,45.13,101.59,106.07,37.21
2021-06-01,28.815,178.77,13.23,333.47,15.74,420.33,11.12,46.0,102.12,106.62,35.98
2021-06-02,28.694,175.27,13.36,330.0,15.8,418.77,11.47,44.74,98.91,105.43,36.84
2021-06-03,28.86,177.16,13.12,335.6,15.66,422.6,10.87,47.28,103.98,108.21,34.14
2021-06-04,28.79,177.87,13.1,336.6,15.67,422.19,10.78,47.28,104.9,108.04,33.07
2021-06-07,28.8451,177.32,13.09,336.76,15.68,422.28,10.77,47.33,105.02,108.07,33.68
2021-06-08,29.0707,176.98,13.09,336.84,15.7,421.65,10.75,47.41,105.14,107.56,34.57
2021-06-09,28.9726,177.74,12.94,340.35,15.62,423.61,10.41,48.48,108.36,109.05,31.51
2021-06-10,28.9077,175.74,12.91,341.24,15.6,424.31,10.33,49.28,109.22,109.59,30.04
2021-06-11,28.9,174.71,12.79,344.51,15.56,425.26,10.04,50.84,112.28,110.36,30.48
2021-06-14,29.117,174.05,12.87,342.26,15.59,424.48,10.23,49.88,110.2,109.69,31.5
2021-06-15,28.7244,171.11,12.92,341.01,15.68,422.11,10.35,49.05,109.02,107.89,31.94
2021-06-16,28.333,165.85,12.74,345.34,15.67,421.97,9.95,50.8,113.09,107.81,31.72
2021-06-17,28.1038,164.93,12.86,342.63,15.88,414.92,10.18,49.32,110.39,103.47,35.89
2021-06-18,28.4098,166.95,12.76,344.36,15.66,420.86,10.0,50.95,112.41,107.85,32.46
2021-06-21,28.5246,166.25,12.65,347.57,15.58,423.11,9.72,52.31,115.55,109.46,30.0
