Date,BITI,BSV,MSTR,TBT
2025-07-11,17.35,78.23,447.0,37.18
2025-07-14,17.93,78.24,445.09,36.87
2025-07-15,17.745,78.16,448.23,37.42
2025-07-16,17.9062,78.27,451.77,37.53
2025-07-17,17.76,78.36,452.65,37.31
2025-07-18,17.86,78.44,430.1,36.6
2025-07-21,17.69,78.46,428.87,36.68
2025-07-22,17.89,78.45,422.83,36.79
2025-07-23,17.78,78.29,414.49,37.24
2025-07-24,18.19,78.37,405.01,37.07
2025-07-25,17.79,78.37,417.0,36.96
2025-07-28,17.75,78.4,406.01,36.74
2025-07-29,17.99,78.4,396.92,36.25
2025-07-30,17.91,78.42,399.0,35.94
2025-07-31,18.32,78.45,389.8,35.32
2025-08-01,18.54,78.65,373.0,35.0
2025-08-04,18.53,78.59,383.89,35.12
2025-08-05,18.58,78.57,374.49,35.19
2025-08-06,18.15,78.61,388.4,35.13
2025-08-07,18.1,78.56,397.6,35.55
2025-08-08,17.7,78.53,404.02,35.4
2025-08-11,17.74,78.54,400.5,35.93
2025-08-12,17.53,78.69,396.7,35.54
2025-08-13,17.84,78.64,380.0,35.47
2025-08-14,17.83,78.65,372.62,36.2
2025-08-15,18.27,78.63,360.0,36.32
2025-08-18,18.26,78.63,363.16,36.42
2025-08-19,18.64,78.65,339.25,36.32
2025-08-20,18.64,78.65,339.6,36.43
2025-08-21,18.845,78.62,335.2,36.12
