Date,BIL,BTAL,LABU,SHV,SOXL,SOXS,TECL,TECS,TMF,UVXY
2016-09-21,45.73,21.22,55.21,110.4,44.94,16.19,48.83,18.93,27.17,16.46
2016-09-22,45.73,21.39,54.13,110.43,44.47,16.27,48.16,18.91,27.38,16.33
2016-09-23,45.72,21.42,52.55,110.43,42.4,16.96,47.06,19.47,27.39,17.73
2016-09-26,45.73,21.5,52.51,110.44,41.7,17.38,46.96,19.63,28.33,18.27
2016-09-27,45.72,21.31,55.2,110.43,44.32,16.3,48.48,18.91,28.26,16.18
2016-09-28,45.72,21.3,52.05,110.42,44.34,16.23,48.61,18.9,27.69,16.17
2016-09-29,45.72,21.06,47.69,110.44,46.98,15.39,48.2,19.1,28.3,16.83
2016-09-30,45.73,21.0,47.91,110.37,48.18,14.93,48.17,19.07,27.95,16.98
2016-10-03,45.72,20.84,47.74,110.37,47.88,14.99,48.56,18.93,27.23,16.22
2016-10-04,45.72,19.86,47.98,110.35,47.2,15.21,48.15,19.1,26.32,15.97
2016-10-05,45.73,20.51,47.41,110.36,47.89,14.96,48.06,19.09,25.65,16.21
2016-10-06,45.73,20.7,45.25,110.36,48.99,14.6,48.58,18.87,25.65,15.67
2016-10-07,45.73,20.66,45.36,110.38,49.09,14.5,48.8,18.86,25.01,15.5
2016-10-10,45.73,20.85,45.16,110.37,47.45,15.06,49.05,18.71,25.06,15.41
2016-10-11,45.72,21.04,42.3,110.39,44.69,16.1,47.59,19.31,24.9,16.71
2016-10-12,45.73,21.28,36.66,110.38,42.98,16.49,46.66,19.66,25.49,18.23
2016-10-13,45.72,21.32,39.53,110.4,44.15,16.27,47.28,19.17,24.7,16.9
2016-10-14,45.73,21.41,35.05,110.39,43.42,16.34,47.15,19.33,24.62,17.36
2016-10-17,45.72,21.31,35.5,110.4,44.88,15.77,48.11,19.01,24.43,16.44
2016-10-18,45.72,21.2,35.8,110.4,43.26,16.3,47.61,19.16,24.73,15.32
2016-10-19,45.73,21.18,33.6,110.4,43.72,16.22,47.62,19.19,25.43,15.34
2016-10-20,45.72,21.1,35.07,110.41,43.59,15.95,47.72,19.22,25.37,15.01
2016-10-21,45.73,20.99,35.93,110.41,45.4,15.63,48.31,18.84,25.3,13.59
2016-10-24,45.73,21.3,33.96,110.41,47.27,14.98,49.25,18.58,24.82,13.19
2016-10-25,45.72,21.3,33.01,110.41,45.85,15.31,47.97,19.2,24.77,14.07
2016-10-26,45.73,21.14,33.07,110.4,47.86,14.75,48.37,18.98,23.99,13.68
2016-10-27,45.74,21.29,30.25,110.39,45.97,15.27,47.39,18.9,23.57,14.72
2016-10-28,45.73,21.29,30.0,110.41,45.96,15.47,47.66,19.13,23.89,15.69
2016-10-31,45.74,21.39,29.18,110.38,46.16,15.27,47.48,19.2,23.62,16.62
2016-11-01,45.74,21.46,29.79,110.39,44.62,15.8,46.08,19.83,24.24,17.74
2016-11-02,45.74,21.58,28.05,110.38,43.8,16.06,44.96,20.28,23.96,18.29
2016-11-03,45.73,21.38,24.91,110.4,42.51,16.48,43.85,20.7,24.19,19.85
2016-11-04,45.74,21.24,28.94,110.39,44.96,15.53,45.14,19.98,23.96,16.9
2016-11-07,45.73,20.98,29.51,110.38,46.3,15.07,46.04,19.59,24.05,15.32
2016-11-08,45.73,21.25,38.15,110.38,43.3,15.91,44.65,20.45,22.01,15.86
2016-11-09,45.72,20.32,44.0,110.36,46.83,14.89,47.52,19.05,20.21,12.75
2016-11-10,45.73,20.03,42.85,110.36,44.34,15.65,44.17,20.51,19.73,14.67
2016-11-11,45.72,19.7,45.76,110.36,48.0,14.04,45.22,19.9,18.93,13.69
2016-11-14,45.73,19.77,48.3,110.32,47.78,14.27,43.86,20.58,19.35,13.12
2016-11-15,45.73,19.55,46.96,110.33,49.44,13.81,44.39,20.24,19.43,12.73
2016-11-16,45.73,19.55,46.0,110.34,53.34,12.9,47.45,19.0,19.09,11.62
2016-11-18,45.74,19.46,44.44,110.35,54.61,12.41,47.07,19.07,18.87,11.25
2016-11-21,45.72,19.41,45.89,110.33,56.45,12.15,48.59,18.4,19.05,10.49
2016-11-22,45.72,19.48,37.61,110.36,56.87,11.93,47.85,18.64,18.27,10.79
2016-11-23,45.73,19.44,44.38,110.36,57.84,11.84,48.48,18.51,18.88,10.62
2016-11-25,45.74,19.4,44.65,110.34,57.25,11.83,48.47,18.42,18.94,10.79
2016-11-28,45.73,19.69,41.14,110.38,56.82,11.91,48.78,18.37,19.01,10.75
2016-11-29,45.72,19.53,42.22,110.37,56.81,11.88,49.13,18.27,18.28,10.28
2016-11-30,45.7,19.2,38.69,110.31,55.51,12.18,47.12,18.98,17.72,10.55
2016-12-01,45.72,19.39,35.0,110.34,47.28,14.15,44.49,20.22,18.0,11.55
2016-12-02,45.72,19.28,37.61,110.35,50.55,13.16,45.86,19.61,17.92,10.63
2016-12-05,45.71,19.23,39.18,110.33,51.63,12.83,46.18,19.2,18.28,9.53
2016-12-06,45.71,19.15,38.03,110.34,53.0,12.42,46.16,19.21,18.32,9.15
2016-12-07,45.71,19.05,35.78,110.35,56.74,11.6,49.0,18.12,18.09,9.3
2016-12-08,45.72,18.06,37.52,110.34,59.7,11.09,49.62,17.81,17.77,9.49
2016-12-09,45.71,19.1,35.0,110.33,56.62,11.57,49.8,17.68,17.11,9.13
2016-12-12,45.7,19.31,35.0,110.31,56.8,11.52,50.47,17.69,17.64,9.21
2016-12-13,45.72,19.37,34.24,110.32,58.0,11.28,51.81,17.04,17.94,9.53
2016-12-14,45.72,19.23,34.8,110.31,58.32,11.26,51.48,17.14,17.23,9.08
2016-12-15,45.72,19.32,35.9,110.34,62.0,10.59,52.15,16.93,17.26,8.85
2016-12-16,45.71,19.51,36.09,110.35,59.36,10.87,51.54,17.21,17.4,8.66
2016-12-19,45.71,19.32,35.3,110.35,59.94,10.51,52.44,16.79,17.27,8.07
2016-12-20,45.72,19.35,35.7,110.34,60.01,10.5,52.44,16.78,17.44,7.81
2016-12-21,45.72,19.35,33.84,110.31,61.42,10.09,52.18,17.0,17.36,7.65
2016-12-22,45.71,19.46,31.88,110.29,60.1,10.26,51.59,17.02,17.68,7.98
2016-12-23,45.71,19.36,35.85,110.3,61.56,10.13,52.12,16.91,17.26,7.83
2016-12-27,45.71,19.95,34.41,110.29,64.88,9.56,53.35,16.58,17.47,7.54
2016-12-28,45.72,19.56,33.0,110.28,59.33,10.47,51.2,17.22,17.89,8.2
2016-12-29,45.71,19.61,32.17,110.31,61.2,10.18,51.52,17.11,17.94,8.21
2016-12-30,45.72,19.84,32.36,110.29,58.63,10.57,50.75,17.32,17.74,8.02
2017-01-03,45.72,19.37,32.1,110.31,57.96,10.62,51.43,17.03,18.32,7.3
2017-01-04,45.72,19.16,36.76,110.31,57.86,10.64,51.95,16.97,18.66,6.84
2017-01-05,45.72,19.33,36.99,110.29,56.51,10.86,52.15,16.74,19.0,6.54
2017-01-06,45.71,19.32,41.08,110.34,58.0,10.63,53.28,16.45,19.28,6.56
2017-01-09,45.72,19.27,42.5,110.33,59.3,10.36,53.18,16.5,19.12,6.34
2017-01-10,45.71,19.23,41.77,110.35,60.04,10.18,53.06,16.5,19.33,6.41
2017-01-11,45.71,19.38,36.55,110.35,60.39,10.21,53.43,16.47,19.68,31.06
2017-01-12,45.71,19.29,39.65,110.34,59.4,10.25,53.71,16.27,19.0,30.23
2017-01-13,45.71,19.18,39.65,110.36,59.78,10.26,53.45,16.4,19.7,31.48
2017-01-17,45.71,19.55,38.49,110.36,57.61,10.61,53.77,16.31,19.24,30.01
2017-01-18,45.72,19.48,38.97,110.36,58.98,10.32,53.86,16.23,18.61,29.79
2017-01-19,45.71,19.52,38.5,110.38,60.6,10.11,54.18,15.98,18.34,30.15
2017-01-20,45.71,19.57,37.2,110.37,60.41,10.08,54.6,16.16,18.5,28.5
2017-01-23,45.71,19.15,37.24,110.37,66.14,9.18,56.87,15.51,18.06,24.6
2017-01-25,45.72,19.06,36.61,110.36,66.72,9.06,57.46,15.21,17.82,24.29
2017-01-26,45.72,18.96,36.2,110.37,66.36,9.12,57.59,15.3,18.07,24.23
2017-01-27,45.71,19.17,37.0,110.37,66.74,9.08,56.78,15.37,18.11,24.83
2017-01-30,45.72,19.43,34.91,110.37,65.59,9.18,55.48,15.72,18.08,25.6
2017-01-31,45.7,19.26,40.55,110.32,66.62,9.08,56.86,15.31,18.08,23.97
2017-02-01,45.7,19.32,39.7,110.33,65.33,9.09,55.99,15.58,18.42,24.51
2017-02-02,45.71,19.32,41.34,110.34,67.92,8.85,57.0,15.4,18.22,23.47
2017-02-03,45.71,19.16,41.79,110.34,68.63,8.78,57.1,15.27,18.31,24.01
2017-02-06,45.72,19.19,42.19,110.34,69.99,8.63,57.78,15.1,18.33,23.37
2017-02-07,45.71,19.34,41.99,110.37,70.33,8.56,58.71,14.91,19.11,23.4
2017-02-09,45.72,19.16,44.5,110.34,69.57,8.63,59.45,14.66,18.46,22.16
2017-02-10,45.71,19.08,44.43,110.35,68.69,8.74,59.77,14.59,18.5,21.15
2017-02-13,45.72,19.03,43.95,110.35,68.21,8.81,60.29,14.44,18.55,20.5
2017-02-14,45.72,18.85,46.03,110.33,68.09,8.79,60.85,14.33,17.88,18.73
2017-02-15,45.71,18.94,48.47,110.35,69.65,8.64,61.62,14.12,18.05,19.9
2017-02-16,45.72,18.99,46.7,110.35,68.83,8.71,61.58,14.14,18.66,21.11
2017-02-17,45.71,19.13,45.86,110.37,73.12,8.12,64.05,13.58,18.66,20.96
2017-02-23,45.72,19.4,42.8,110.39,66.78,8.89,62.48,13.88,19.02,23.61
2017-02-24,45.71,19.53,44.47,110.39,70.2,8.5,64.01,13.61,19.25,21.42
2017-02-27,45.73,19.35,50.1,110.38,72.4,8.23,63.88,13.63,19.11,21.46
2017-02-28,45.7,19.1,52.33,110.31,71.9,8.26,64.0,13.52,18.16,20.33
2017-03-01,45.7,19.2,52.33,110.29,73.11,8.09,65.71,13.26,18.02,21.38
2017-03-02,45.71,19.23,51.0,110.29,70.4,8.37,64.3,13.47,18.15,20.8
2017-03-03,45.7,19.41,52.0,110.27,69.04,8.5,64.01,13.52,18.08,20.06
2017-03-06,45.72,19.4,49.41,110.29,69.88,8.44,64.63,13.5,17.78,19.41
2017-03-07,45.71,19.37,49.46,110.25,71.78,8.26,64.74,13.43,17.27,19.02
2017-03-08,45.7,19.31,51.2,110.23,71.09,8.34,64.64,13.47,17.24,19.46
2017-03-09,45.71,19.44,53.15,110.24,72.88,8.1,65.57,13.19,17.16,19.1
2017-03-10,45.71,19.41,52.8,110.26,74.71,7.9,65.67,13.25,17.04,18.78
2017-03-13,45.7,19.49,52.45,110.25,75.07,7.87,65.54,13.17,17.01,18.3
2017-03-14,45.7,19.38,51.96,110.27,75.65,7.79,65.76,13.16,17.34,18.36
2017-03-15,45.7,19.41,54.5,110.28,77.94,7.59,67.68,12.78,17.51,17.2
2017-03-16,45.7,19.5,51.5,110.27,77.35,7.63,67.72,12.81,17.59,16.48
2017-03-17,45.7,19.59,51.34,110.28,77.46,7.63,67.34,12.84,17.79,16.27
2017-03-20,45.72,19.89,52.83,110.28,79.76,7.45,68.03,12.71,17.97,15.72
2017-03-21,45.7,20.15,44.63,110.3,73.39,8.0,64.54,13.32,18.77,17.87
2017-03-22,45.72,20.34,45.95,110.3,75.6,7.77,65.52,13.15,18.8,18.07
2017-03-23,45.71,19.93,45.79,110.3,78.18,7.51,65.94,13.1,18.65,18.37
2017-03-24,45.7,20.21,44.65,110.3,74.09,7.87,63.71,13.52,19.24,19.66
2017-03-27,45.72,20.48,48.16,110.3,77.48,7.59,65.22,13.21,19.23,17.16
2017-03-28,45.72,19.85,47.89,110.29,77.8,7.51,66.52,12.92,18.84,15.5
2017-03-29,45.72,19.83,48.55,110.28,77.02,7.55,66.83,12.88,18.92,15.53
2017-03-30,45.73,19.75,47.37,110.32,78.66,7.49,66.94,12.82,18.54,15.64
2017-03-31,45.69,19.98,47.8,110.27,78.77,7.42,67.22,12.79,18.69,16.17
2017-04-03,45.7,19.98,45.11,110.28,75.53,7.73,66.09,13.02,19.16,16.76
2017-04-04,45.71,20.12,46.12,110.27,76.63,7.64,67.04,12.81,18.77,15.55
2017-04-05,45.7,20.04,43.05,110.26,74.09,7.9,66.68,13.0,19.06,16.56
2017-04-06,45.71,19.84,42.22,110.28,74.45,7.84,65.93,13.0,19.35,16.77
2017-04-07,45.72,19.95,43.69,110.28,75.47,7.72,66.07,13.06,19.01,17.63
2017-04-10,45.71,20.09,43.0,110.27,72.76,8.01,65.36,13.13,19.31,19.7
2017-04-11,45.72,20.14,43.28,110.29,71.41,8.18,64.57,13.29,19.68,20.5
2017-04-12,45.7,20.2,43.37,110.28,67.04,8.67,63.91,13.45,20.12,20.77
2017-04-13,45.7,20.36,45.98,110.31,67.39,8.6,63.84,13.42,20.08,20.7
2017-04-17,45.71,20.35,46.06,110.29,68.42,8.45,64.51,13.32,20.32,19.74
2017-04-18,45.71,20.27,44.83,110.29,71.88,8.04,65.54,13.1,20.44,18.35
2017-04-19,45.71,20.17,45.35,110.29,72.92,7.93,65.39,13.12,20.23,19.3
2017-04-20,45.72,19.83,48.08,110.29,78.55,7.36,69.44,12.35,19.5,14.45
2017-04-25,45.71,19.85,49.99,110.3,79.02,7.29,69.83,12.27,19.15,14.29
2017-04-26,45.71,19.75,50.06,110.3,78.37,7.28,70.18,12.22,19.25,14.18
2017-04-27,45.71,19.78,51.47,110.31,79.93,7.26,71.33,12.1,19.19,14.23
2017-04-28,45.72,20.02,52.15,110.25,77.3,37.06,71.21,11.96,19.34,13.9
2017-05-01,45.7,20.03,53.43,110.26,78.0,36.69,72.9,11.79,18.99,13.06
2017-05-02,45.7,20.03,50.11,110.28,75.2,38.39,72.03,11.87,19.57,13.48
2017-05-03,45.7,19.98,50.09,110.25,77.3,37.01,72.3,11.85,19.01,13.27
2017-05-04,45.7,19.83,49.66,110.28,77.39,36.91,72.71,11.78,19.18,12.97
2017-05-05,45.7,19.91,48.4,110.25,77.42,36.79,73.3,11.69,19.04,12.74
2017-05-08,45.72,20.09,45.24,110.24,76.75,36.95,74.4,11.51,18.72,12.11
2017-05-09,45.72,19.83,46.71,110.25,81.76,34.8,74.54,11.51,18.95,12.54
2017-05-10,45.71,19.86,46.31,110.25,83.48,34.19,74.68,11.46,18.51,12.82
2017-05-11,45.72,19.85,46.59,110.26,85.27,33.25,74.86,11.45,18.98,12.58
2017-05-12,45.72,20.08,49.0,110.27,86.3,32.95,75.8,11.28,19.03,12.16
2017-05-15,45.72,19.83,49.07,110.28,90.63,31.36,77.09,11.09,19.03,11.61
2017-05-16,45.72,20.08,47.68,110.28,89.95,31.4,75.65,11.24,19.76,13.08
2017-05-17,45.72,20.33,45.28,110.3,82.2,33.91,70.9,11.92,20.3,15.62
2017-05-18,45.72,20.14,48.5,110.3,88.92,31.5,73.89,11.51,20.1,14.1
2017-05-19,45.72,20.05,46.54,110.3,90.12,30.88,74.16,11.36,20.14,12.2
2017-05-22,45.72,20.24,47.25,110.3,92.1,30.11,76.67,11.02,19.8,11.64
2017-05-24,45.72,20.5,47.12,110.3,93.84,29.59,78.62,10.77,20.15,11.43
2017-05-26,45.73,20.44,45.27,110.29,94.93,29.0,78.1,10.77,20.42,11.22
2017-05-30,45.73,20.76,43.6,110.29,98.97,27.9,80.07,10.55,20.36,10.68
2017-05-31,45.7,20.51,43.76,110.25,97.29,28.39,79.42,10.65,20.34,10.7
2017-06-01,45.7,20.49,51.0,110.27,100.01,27.48,81.66,10.33,21.0,10.61
2017-06-05,45.7,20.54,49.46,110.26,103.03,26.72,82.16,10.28,21.14,10.84
2017-06-07,45.72,20.28,49.8,110.26,106.27,25.94,82.77,10.21,20.95,10.81
2017-06-08,45.71,20.13,51.35,110.26,112.0,24.57,83.25,10.16,20.55,10.16
2017-06-09,45.72,19.95,50.45,110.24,91.92,29.3,74.15,11.34,20.56,10.92
2017-06-12,45.71,20.02,51.13,110.25,98.95,27.55,76.92,10.92,20.51,10.42
2017-06-13,45.72,20.26,52.04,110.28,97.24,27.66,77.6,10.79,21.42,10.13
2017-06-14,45.71,20.31,50.57,110.29,91.03,29.4,74.6,11.2,21.49,10.13
2017-06-16,45.72,20.26,52.89,110.29,92.48,29.01,76.67,10.97,21.6,9.74
2017-06-19,45.73,20.28,57.0,110.29,95.9,28.03,77.5,10.78,21.83,9.69
2017-06-20,45.73,20.3,61.0,110.29,92.91,28.85,76.42,10.96,21.98,9.66
2017-06-21,45.73,20.38,69.0,110.29,95.27,28.28,77.6,10.74,22.27,9.78
2017-06-22,45.74,20.35,67.6,110.31,93.71,28.4,76.81,10.85,22.22,9.59
2017-06-23,45.73,20.15,70.34,110.31,90.7,29.33,76.01,10.95,22.2,9.11
2017-06-27,45.73,20.39,65.08,110.3,86.87,30.52,74.04,11.21,21.76,9.29
2017-06-28,45.72,20.06,68.17,110.3,87.58,29.92,74.98,11.05,20.87,9.11
2017-06-29,45.73,20.01,65.49,110.32,83.56,31.44,72.67,11.4,20.97,9.52
2017-06-30,45.72,19.84,64.74,110.25,79.0,33.17,70.75,11.66,20.65,9.85
2017-07-05,45.71,19.9,67.3,110.27,80.07,32.7,70.67,11.73,20.32,10.34
2017-07-06,45.71,19.92,66.1,110.28,83.51,31.19,71.16,11.62,19.93,10.53
2017-07-07,45.71,19.89,65.72,110.29,86.81,30.13,72.85,11.34,19.99,10.17
2017-07-10,45.72,19.89,63.22,110.3,88.77,29.52,74.41,11.15,19.97,9.77
2017-07-11,45.72,19.81,66.25,110.31,95.96,27.15,78.0,10.55,20.3,9.08
2017-07-13,45.71,19.84,67.31,110.32,95.99,27.19,79.21,10.43,20.5,8.89
2017-07-14,45.72,19.81,68.0,110.33,99.06,26.08,80.63,10.22,20.19,32.96
2017-07-17,45.72,19.78,67.63,110.34,99.5,26.0,81.74,10.09,20.89,31.06
2017-07-19,45.72,19.5,69.51,110.35,99.21,26.02,82.07,10.04,21.32,30.7
2017-07-21,45.72,19.85,71.72,110.33,99.18,26.11,82.67,9.93,21.21,29.66
2017-07-24,45.72,19.65,75.62,110.34,97.49,26.44,82.92,9.95,20.54,28.62
2017-07-25,45.72,19.6,71.62,110.31,100.02,25.81,84.0,9.8,20.08,28.63
2017-07-26,45.74,19.57,72.92,110.33,101.85,25.4,85.38,9.61,20.01,28.6
2017-07-27,45.73,19.94,65.0,110.34,94.78,27.13,81.55,10.07,20.12,30.83
2017-07-28,45.75,20.01,68.38,110.36,95.5,26.97,83.11,9.89,20.21,29.33
2017-07-31,45.7,19.79,65.45,110.31,93.84,27.41,82.34,10.02,20.16,28.97
2017-08-01,45.7,20.01,62.09,110.3,92.63,27.8,83.5,9.85,21.19,29.38
2017-08-03,45.71,20.13,61.84,110.33,92.07,27.94,83.2,9.85,21.11,29.66
2017-08-04,45.72,19.91,65.53,110.34,96.43,26.57,84.35,9.7,20.99,29.11
2017-08-08,45.71,20.22,61.0,110.31,92.56,27.52,83.15,9.85,21.38,33.99
2017-08-10,45.72,20.45,56.0,110.31,85.66,29.68,79.51,10.28,21.4,41.3
2017-08-11,45.73,20.38,59.64,110.33,91.2,27.87,83.31,9.79,21.56,36.37
2017-08-14,45.72,20.38,60.5,110.35,95.79,26.43,85.29,9.58,20.87,30.04
2017-08-15,45.73,20.43,60.23,110.35,96.41,26.23,85.69,9.54,20.95,31.21
2017-08-16,45.72,20.71,58.88,110.37,94.2,26.7,84.66,9.58,21.39,32.4
2017-08-17,45.74,20.67,56.25,110.38,89.5,28.06,80.61,10.04,21.96,38.36
2017-08-21,45.73,20.55,58.04,110.39,89.39,28.06,81.69,9.87,21.91,33.72
2017-08-22,45.74,20.53,60.08,110.37,89.16,28.01,82.66,9.8,22.08,33.01
2017-08-23,45.73,20.37,61.7,110.36,94.0,26.71,84.25,9.65,21.95,30.64
2017-08-24,45.73,20.35,65.26,110.37,93.26,26.68,84.06,9.67,22.02,31.53
2017-08-25,45.74,20.29,65.5,110.39,91.4,27.35,83.71,9.71,21.97,30.11
2017-08-28,45.74,20.42,66.22,110.39,88.37,28.13,82.02,10.08,22.77,34.89
2017-08-29,45.74,20.15,69.49,110.38,93.2,26.65,84.79,9.57,22.33,31.03
2017-08-30,45.74,20.0,72.71,110.4,98.45,25.45,87.1,9.3,22.34,30.35
2017-08-31,45.72,20.12,78.51,110.31,101.25,24.73,88.66,9.13,22.31,28.53
2017-09-01,45.72,20.16,79.3,110.3,99.3,25.04,87.02,9.27,22.63,30.95
2017-09-05,45.71,20.06,79.82,110.31,98.42,25.3,86.33,9.34,23.07,30.8
2017-09-06,45.72,20.27,79.1,110.34,98.5,25.4,86.22,9.39,22.85,30.64
2017-09-07,45.72,20.3,79.75,110.34,96.9,25.53,86.24,9.34,22.59,29.52
2017-09-11,45.71,20.04,77.28,110.35,101.34,24.54,88.56,9.1,22.13,27.5
2017-09-12,45.72,19.96,76.67,110.35,100.47,24.57,88.09,9.2,22.05,26.77
2017-09-13,45.72,19.93,76.51,110.32,100.35,24.64,87.45,9.27,21.76,25.51
2017-09-14,45.73,20.11,76.0,110.32,104.0,23.85,87.0,9.25,22.05,25.34
2017-09-15,45.73,19.93,78.0,110.32,110.42,22.33,88.53,9.06,21.8,23.98
2017-09-18,45.73,19.81,78.74,110.34,113.83,21.75,88.86,9.1,21.68,22.52
2017-09-19,45.73,19.57,81.75,110.34,108.82,22.68,88.42,9.08,21.6,22.44
2017-09-21,45.74,19.72,79.14,110.36,106.28,23.05,86.08,9.33,21.78,23.35
2017-09-22,45.74,19.6,78.0,110.35,107.59,22.81,86.21,9.33,21.72,22.97
2017-09-25,45.73,19.57,79.03,110.36,106.46,22.96,85.39,9.48,21.92,22.6
2017-09-26,45.74,19.38,77.22,110.38,106.01,23.15,85.99,9.32,20.93,21.9
2017-09-27,45.73,19.36,79.4,110.37,109.66,22.26,87.34,9.25,20.57,22.21
2017-09-28,45.73,19.23,83.6,110.38,113.18,21.43,88.14,9.1,20.9,21.36
2017-09-29,45.72,19.14,86.45,110.33,116.28,20.88,90.23,8.96,21.0,20.35
2017-10-02,45.71,19.18,90.36,110.32,117.99,20.67,90.0,8.9,20.58,19.4
2017-10-03,45.71,19.02,88.55,110.31,118.0,20.7,89.96,8.9,20.86,19.72
2017-10-04,45.71,19.25,91.5,110.32,120.51,20.1,91.19,8.8,20.72,19.43
2017-10-05,45.71,19.3,91.18,110.3,122.24,19.99,93.97,8.54,20.47,18.26
2017-10-09,45.71,19.25,89.43,110.32,126.48,19.17,95.39,8.47,20.6,18.51
2017-10-10,45.72,19.3,88.23,110.3,124.62,19.5,94.05,8.52,20.88,18.23
2017-10-11,45.72,19.6,87.44,110.34,128.0,19.0,94.94,8.4,20.86,17.6
2017-10-12,45.73,19.41,87.53,110.34,128.23,18.88,95.7,8.4,21.42,16.94
2017-10-13,45.72,19.41,86.01,110.34,131.37,18.47,96.91,8.23,21.28,16.21
2017-10-17,45.73,19.41,83.01,110.34,128.95,18.83,96.07,8.36,21.45,17.1
2017-10-19,45.73,19.43,82.48,110.37,133.85,18.09,98.54,8.14,20.55,15.3
2017-10-20,45.74,19.58,82.68,110.35,135.09,18.03,99.39,8.05,20.65,15.05
2017-10-23,45.73,19.46,79.9,110.36,136.45,17.75,97.58,8.14,20.25,15.66
2017-10-24,45.74,19.37,76.8,110.36,135.51,17.91,97.5,8.22,19.85,16.93
2017-10-25,45.74,19.45,72.13,110.35,133.38,18.12,98.01,8.15,20.07,17.13
2017-10-26,45.74,19.28,72.19,110.35,138.5,17.49,102.33,7.77,20.01,16.68
2017-10-27,45.74,19.27,76.11,110.36,142.29,16.84,105.71,7.51,20.47,16.06
2017-10-30,45.74,19.36,78.25,110.36,146.0,16.45,107.71,7.35,20.77,15.59
2017-10-31,45.72,19.36,73.72,110.26,146.76,16.39,107.46,7.34,21.16,15.46
2017-11-02,45.71,19.34,82.21,110.29,160.47,14.96,110.31,7.18,21.65,14.98
2017-11-06,45.71,19.4,79.74,110.28,162.44,14.75,111.32,7.1,21.78,14.75
2017-11-07,45.72,19.63,77.5,110.27,161.5,14.86,111.1,7.11,21.98,15.15
2017-11-08,45.72,19.69,74.01,110.27,159.47,15.02,110.3,7.19,21.61,16.12
2017-11-09,45.72,19.63,73.8,110.28,155.51,15.31,109.87,7.17,21.01,15.7
2017-11-10,45.73,19.4,72.85,110.3,154.81,15.39,108.96,7.23,21.05,16.68
2017-11-13,45.73,19.71,70.01,110.29,157.33,15.13,109.0,7.22,21.0,16.7
2017-11-14,45.72,19.89,64.25,110.3,153.92,15.37,107.79,7.34,21.65,17.38
2017-11-15,45.72,19.81,68.75,110.3,156.0,15.28,109.04,7.26,21.65,16.49
2017-11-16,45.72,19.35,70.12,110.29,160.02,14.88,109.77,7.18,21.55,15.25
2017-11-20,45.73,19.37,69.2,110.29,168.0,14.14,112.06,7.08,22.16,14.1
2017-11-21,45.73,19.32,69.55,110.28,171.64,13.79,114.32,6.93,21.96,13.33
2017-11-22,45.73,19.38,71.3,110.31,168.24,14.04,114.93,6.85,22.08,13.27
2017-11-27,45.73,19.38,70.1,110.32,166.59,14.19,115.77,6.82,22.02,12.91
2017-11-28,45.74,19.16,70.79,110.32,163.75,14.38,115.86,6.81,21.36,12.87
2017-11-29,91.5,19.41,69.64,110.33,147.95,15.8,110.09,7.11,21.22,12.93
2017-11-30,91.43,19.22,74.35,110.24,141.29,16.41,109.28,7.18,21.65,13.7
2017-12-01,91.42,19.02,77.28,110.23,145.6,15.84,111.65,6.99,21.68,12.92
2017-12-04,91.43,19.27,69.81,110.23,128.0,17.8,103.81,7.53,21.96,13.7
2017-12-05,91.44,19.35,66.49,110.25,127.02,18.17,103.02,7.57,22.66,14.2
2017-12-06,91.43,19.25,67.3,110.25,135.16,17.08,106.53,7.29,22.74,13.8
2017-12-07,91.43,18.99,72.65,110.26,140.15,16.46,110.65,7.04,22.02,12.49
2017-12-08,91.46,19.21,74.2,110.27,135.0,17.01,112.54,6.93,21.79,11.15
2017-12-12,91.45,19.32,69.11,110.26,133.27,17.23,113.37,6.85,22.08,11.12
2017-12-13,91.45,19.35,73.51,110.26,131.81,17.35,113.36,6.89,22.24,11.11
2017-12-14,91.45,19.4,69.36,110.25,133.0,17.27,113.1,6.85,22.61,10.95
2017-12-15,91.45,19.27,71.22,110.29,142.75,16.12,118.51,6.58,22.72,10.09
2017-12-18,91.38,19.16,69.36,110.28,146.12,15.57,118.35,6.56,21.77,10.04
2017-12-19,91.37,19.13,70.28,110.28,150.26,15.14,118.26,6.61,20.71,9.82
2017-12-20,91.38,19.07,70.68,110.2,150.12,15.22,116.95,6.63,20.68,10.02
2017-12-21,91.4,18.96,74.0,110.19,142.12,15.93,115.42,6.74,21.06,9.94
2017-12-22,91.41,19.04,77.12,110.2,139.0,16.36,113.2,6.84,21.1,10.27
2017-12-26,91.41,19.07,78.93,110.22,139.06,16.35,113.2,6.87,21.48,10.0
2017-12-27,91.41,19.09,81.0,110.2,142.98,15.91,114.46,6.78,21.96,10.08
2017-12-28,91.41,19.02,82.07,110.24,142.55,15.99,114.3,6.79,21.91,9.75
2017-12-29,91.41,19.04,78.66,110.24,140.37,16.24,113.7,6.84,21.9,10.05
2018-01-02,91.43,18.91,84.0,110.22,151.59,14.95,117.08,6.61,21.62,9.22
2018-01-03,91.43,19.04,85.23,110.24,161.19,13.98,123.2,6.29,21.58,8.96
2018-01-05,91.43,18.82,83.83,110.25,162.16,13.94,125.24,6.19,21.66,8.95
2018-01-08,91.43,18.82,79.35,110.24,166.8,13.45,127.44,6.09,21.0,8.68
2018-01-09,91.44,18.69,83.1,110.25,155.67,14.5,123.4,6.26,20.0,9.16
