Date,BSV,SQQQ,TECL,TQQQ,UPRO,UVXY
2017-09-19,79.94,26.68,89.48,115.26,115.1,22.74
2017-09-20,79.86,26.94,88.42,114.02,114.8,22.44
2017-09-21,79.86,27.66,86.08,111.05,113.69,23.35
2017-09-22,79.89,27.8,86.21,110.48,113.78,22.97
2017-09-25,79.9,27.89,85.39,109.94,114.06,22.6
2017-09-26,79.84,27.68,85.99,110.85,114.79,21.9
2017-09-27,79.85,27.55,87.34,111.26,114.53,22.21
2017-09-28,79.92,27.22,88.14,112.55,115.26,21.36
2017-09-29,79.73,26.68,90.23,114.87,116.91,20.35
2017-10-02,79.69,26.64,90.0,115.0,118.25,19.4
2017-10-03,79.74,26.72,89.96,114.62,118.58,19.72
2017-10-04,79.76,26.22,91.19,116.76,119.66,19.43
2017-10-05,79.68,25.97,92.0,117.8,120.56,18.57
2017-10-06,79.71,25.51,93.97,119.9,121.21,18.26
2017-10-09,79.76,25.44,95.39,120.18,121.15,18.51
2017-10-10,79.75,25.68,94.05,119.15,121.0,18.23
2017-10-11,79.75,25.53,94.94,119.83,121.25,17.6
2017-10-12,79.78,25.25,95.7,121.07,121.85,16.94
2017-10-13,79.74,25.09,96.67,121.94,121.94,16.38
2017-10-16,79.7,25.06,96.91,122.13,121.93,16.21
2017-10-17,79.66,24.84,97.81,123.05,122.94,16.01
2017-10-18,79.75,25.44,96.07,120.14,121.3,17.1
2017-10-19,79.67,25.0,98.54,122.29,124.1,15.3
2017-10-20,79.65,24.95,99.39,122.52,125.1,15.05
2017-10-23,79.63,25.46,97.58,120.06,123.84,15.66
2017-10-24,79.63,25.62,97.5,119.3,123.22,16.93
2017-10-25,79.65,25.79,98.01,118.48,122.9,17.13
2017-10-26,79.61,24.74,102.33,123.13,123.67,16.68
2017-10-27,79.7,23.83,105.71,127.32,124.46,16.06
2017-10-30,79.7,23.35,107.71,129.75,124.57,15.59
2017-10-31,79.54,23.04,109.04,131.58,125.76,14.99
2017-11-01,79.55,23.43,107.46,129.37,124.88,15.46
2017-11-02,79.55,23.2,109.77,130.49,125.38,14.97
2017-11-03,79.55,22.86,110.31,132.49,126.1,14.98
2017-11-06,79.56,22.64,111.32,133.73,127.1,14.75
2017-11-07,79.54,22.57,111.1,134.16,126.36,15.15
2017-11-08,79.49,22.81,110.3,132.66,125.1,16.12
2017-11-09,79.47,22.79,109.87,132.81,125.12,15.7
2017-11-10,79.44,22.88,108.96,132.25,124.55,16.68
2017-11-13,79.4,22.8,109.0,132.8,124.7,16.7
2017-11-14,79.44,23.1,107.79,131.1,123.63,17.38
2017-11-15,79.42,22.76,109.04,132.91,124.67,16.49
2017-11-16,79.44,22.23,111.1,135.9,125.7,16.2
2017-11-17,79.41,22.45,109.77,134.44,125.64,15.25
2017-11-20,79.39,22.24,112.06,135.77,127.12,14.1
2017-11-21,79.41,21.77,114.32,138.61,128.33,13.33
2017-11-22,79.43,21.68,113.88,139.2,128.65,13.15
2017-11-24,79.44,21.55,114.93,140.05,128.76,13.27
2017-11-27,79.48,21.4,115.77,140.99,129.35,12.91
2017-11-28,79.41,21.45,115.86,140.68,132.7,12.87
2017-11-29,79.41,22.22,110.09,135.46,133.7,12.93
2017-11-30,79.25,22.34,109.28,134.5,135.29,13.7
2017-12-01,79.23,21.79,111.65,137.92,137.62,12.92
2017-12-04,79.18,23.02,103.81,130.37,134.66,13.7
2017-12-05,79.25,23.21,103.02,129.34,132.21,14.2
2017-12-06,79.28,22.65,106.53,132.6,132.62,13.8
2017-12-07,79.27,21.92,110.65,136.79,135.5,12.49
2017-12-08,79.26,22.1,109.88,135.81,136.36,12.0
2017-12-11,79.2,21.65,112.54,138.55,137.92,11.15
2017-12-12,79.23,21.43,113.37,139.76,138.64,11.12
2017-12-13,79.27,21.48,113.36,139.69,138.65,11.11
2017-12-14,79.21,21.38,113.1,140.24,138.16,10.95
2017-12-15,79.22,20.5,118.51,146.1,142.25,10.09
2017-12-18,79.17,20.48,118.35,146.08,142.84,10.04
2017-12-19,79.13,20.52,118.26,145.86,142.47,9.82
2017-12-20,79.13,20.73,116.95,144.39,141.47,10.02
2017-12-21,79.14,20.9,115.42,143.2,141.31,9.94
2017-12-22,78.97,21.19,113.2,141.03,140.33,10.27
2017-12-26,79.0,21.2,113.2,140.95,140.81,10.0
2017-12-27,79.05,21.0,114.46,142.26,141.54,10.08
2017-12-28,79.06,21.07,114.3,141.9,142.6,9.75
2017-12-29,79.09,21.21,113.7,140.9,141.61,10.05
2018-01-02,79.06,20.34,117.08,146.47,143.33,9.22
2018-01-03,79.0,19.6,120.63,151.87,146.85,8.87
2018-01-04,79.0,19.43,123.2,153.1,148.92,8.96
2018-01-05,79.0,19.12,125.24,155.53,150.17,8.95
2018-01-08,79.0,18.79,127.44,158.3,151.91,8.68
2018-01-09,78.93,19.14,123.4,155.29,150.71,9.16
2018-01-10,79.0,18.92,124.86,157.15,152.52,8.61
2018-01-11,78.92,18.69,125.48,159.05,155.23,8.62
2018-01-12,78.96,17.87,130.1,166.08,160.19,8.8
2018-01-16,78.9,18.16,128.17,163.74,157.91,9.54
2018-01-17,78.85,17.88,131.64,165.96,160.25,9.67
2018-01-18,78.85,17.64,133.49,168.21,160.72,9.35
2018-01-19,78.81,17.64,132.99,167.99,161.29,9.47
2018-01-22,78.83,16.91,138.46,175.21,165.84,9.13
2018-01-23,78.84,16.56,140.0,179.01,168.05,9.34
2018-01-24,78.81,16.63,138.38,178.07,168.27,9.64
2018-01-25,78.79,16.71,137.23,177.12,168.44,9.85
2018-01-26,78.74,16.33,140.25,180.95,171.34,10.38
2018-01-29,78.78,16.92,134.02,174.58,165.11,12.15
2018-01-30,78.75,16.58,135.87,178.05,165.44,11.53
2018-01-31,78.57,17.03,135.0,173.12,162.36,11.68
2018-02-01,78.45,17.27,132.85,170.79,160.57,11.48
2018-02-02,78.54,18.61,120.9,157.75,149.1,15.19
2018-02-05,78.72,21.11,104.81,136.82,127.07,29.16
2018-02-06,78.61,18.82,117.86,153.09,140.43,18.77
2018-02-07,78.53,19.18,115.82,149.93,139.6,18.96
2018-02-08,78.54,20.92,104.5,135.2,128.04,23.81
2018-02-09,78.53,20.07,110.55,140.58,132.39,21.73
2018-02-12,78.54,19.95,110.75,141.0,132.38,22.47
2018-02-13,78.45,19.65,111.82,143.41,133.21,21.02
2018-02-14,78.35,17.75,123.33,158.0,144.0,15.32
2018-02-15,78.4,17.37,125.93,160.9,145.11,16.69
2018-02-16,78.38,17.65,124.11,158.41,144.7,17.29
2018-02-20,78.36,17.12,128.12,163.48,144.32,17.1
2018-02-21,78.39,17.26,125.71,161.9,143.19,16.98
2018-02-22,78.4,17.13,127.25,163.47,144.3,16.63
2018-02-23,78.49,16.23,133.91,171.81,150.81,14.02
2018-02-26,78.48,15.81,138.61,176.08,154.38,14.03
2018-02-27,78.36,16.12,136.53,172.45,150.18,15.33
2018-02-28,78.27,16.68,132.0,166.57,143.38,17.09
2018-03-01,78.35,18.14,120.31,152.41,134.14,20.26
2018-03-02,78.38,17.29,126.26,160.15,137.31,18.2
2018-03-05,78.31,16.25,134.4,170.3,145.97,16.34
2018-03-06,78.35,16.65,130.21,166.09,141.35,17.74
2018-03-07,78.31,16.02,136.54,173.0,146.46,16.09
2018-03-08,78.3,15.58,139.76,177.5,149.75,15.15
2018-03-09,78.27,14.86,145.9,185.65,155.51,14.04
2018-03-12,78.38,14.58,147.99,189.31,156.45,14.13
2018-03-13,78.31,15.11,142.89,182.2,153.05,14.61
2018-03-14,78.35,15.33,140.72,179.64,149.84,15.14
2018-03-15,78.31,15.35,141.59,179.5,149.05,14.56
2018-03-16,78.27,15.99,136.55,172.49,147.5,14.8
2018-03-19,78.24,16.54,130.91,166.04,143.4,16.18
2018-03-20,78.18,16.49,130.6,165.93,143.22,15.66
2018-03-21,78.3,17.25,124.41,158.4,138.32,17.04
2018-03-22,78.3,17.86,119.0,152.2,132.57,18.17
2018-03-23,78.34,18.04,116.3,149.18,129.23,18.14
2018-03-26,78.33,16.7,124.58,159.89,134.93,17.98
2018-03-27,78.47,19.01,109.4,138.67,126.71,19.74
2018-03-28,78.42,19.06,110.66,138.44,127.29,19.95
2018-03-29,78.3,18.7,112.55,140.39,129.33,19.37
2018-04-02,78.32,19.37,108.97,134.76,123.8,20.43
2018-04-03,78.34,20.38,103.35,127.7,120.5,22.1
2018-04-04,78.28,17.79,117.08,146.18,133.14,18.92
2018-04-05,78.34,18.63,112.0,139.42,129.85,19.14
2018-04-06,78.35,18.87,109.65,136.94,127.04,19.45
2018-04-09,78.35,18.09,114.03,142.68,131.04,19.07
2018-04-10,78.35,18.04,115.29,142.71,129.72,19.98
2018-04-11,78.3,17.71,117.5,145.5,132.45,18.94
2018-04-12,78.23,17.15,121.41,150.01,135.67,17.6
2018-04-13,78.18,17.33,120.5,148.45,134.9,16.69
2018-04-16,78.23,16.77,123.89,153.12,138.45,15.5
2018-04-17,78.23,16.15,127.54,158.6,140.56,14.94
2018-04-18,78.15,16.33,124.27,156.99,138.67,15.12
2018-04-19,78.14,16.65,121.48,153.8,137.48,14.87
2018-04-20,78.07,17.06,118.5,149.56,135.11,15.29
2018-04-23,78.04,17.2,117.8,148.38,135.78,14.79
2018-04-24,78.05,18.47,110.35,137.68,128.4,16.58
2018-04-25,78.08,17.8,113.68,142.9,131.16,16.1
2018-04-26,78.12,16.59,119.39,152.35,134.44,15.19
2018-04-27,78.12,17.2,115.96,147.26,134.67,14.8
2018-04-30,78.01,17.79,112.12,142.06,129.74,15.28
2018-05-01,77.97,16.99,119.0,148.79,130.92,14.64
2018-05-02,78.05,17.63,115.17,143.26,127.11,15.01
2018-05-03,78.1,17.61,116.11,143.76,126.11,15.31
2018-05-04,78.02,16.17,125.78,155.86,133.96,14.2
2018-05-07,78.0,16.11,126.08,156.32,133.23,14.33
2018-05-08,77.95,15.97,128.28,157.8,135.01,13.92
2018-05-09,78.0,15.38,133.77,163.5,138.96,13.12
2018-05-10,77.97,15.13,136.49,166.3,141.87,12.36
2018-05-11,77.96,15.0,138.16,167.55,143.6,11.83
2018-05-14,77.9,15.38,133.62,163.32,140.92,12.12
2018-05-15,77.87,15.48,133.25,162.2,140.04,12.38
2018-05-16,77.91,15.39,132.85,163.2,141.23,11.91
2018-05-17,77.93,15.59,131.36,161.19,140.83,11.71
2018-05-18,77.92,15.29,134.2,164.19,142.9,11.1
2018-05-21,77.94,15.18,135.83,165.08,144.53,11.04
2018-05-22,77.96,15.81,130.0,158.64,139.9,11.88
2018-05-23,78.14,15.08,136.18,55.45,47.59,11.15
2018-05-24,78.17,15.09,135.55,55.42,47.17,11.25
2018-05-25,78.3,15.27,133.44,54.81,46.17,11.97
2018-05-29,78.41,15.08,134.86,55.37,46.29,12.7
2018-05-30,78.32,14.93,135.91,55.95,47.01,12.38
2018-05-31,78.09,14.74,138.27,56.66,47.15,11.72
2018-06-01,78.07,14.14,144.28,58.95,48.26,11.32
2018-06-04,78.09,13.78,147.3,60.47,48.52,10.99
2018-06-05,78.06,13.71,148.85,60.8,48.92,10.65
2018-06-06,78.02,13.51,150.51,61.7,50.0,10.1
2018-06-07,78.06,14.05,143.65,59.24,49.42,10.72
2018-06-08,78.04,13.89,146.68,59.96,50.29,10.33
2018-06-11,78.04,13.67,147.75,60.9,50.61,9.96
2018-06-12,78.02,13.46,149.02,61.84,50.68,9.84
2018-06-13,78.04,13.33,148.48,62.4,50.41,9.78
2018-06-14,78.09,13.27,148.0,62.64,49.92,9.99
2018-06-15,78.07,13.52,145.03,61.5,49.25,10.28
2018-06-18,78.1,13.79,142.75,60.19,48.46,10.63
2018-06-19,78.15,13.17,146.95,62.92,49.67,10.07
2018-06-20,78.09,12.99,148.52,63.81,49.43,10.11
2018-06-21,78.12,13.29,144.47,62.31,49.33,10.46
2018-06-22,78.13,13.89,138.45,59.62,48.08,11.03
2018-06-25,78.15,14.29,134.5,57.74,47.13,12.08
2018-06-26,78.23,14.09,135.95,58.49,47.41,11.91
2018-06-27,78.29,14.91,129.0,55.22,45.8,13.29
2018-06-28,78.21,14.25,135.35,57.7,47.31,12.17
2018-06-29,78.1,14.77,129.87,55.63,45.9,13.19
2018-07-02,78.09,13.93,138.5,59.08,47.69,11.97
2018-07-03,78.1,14.28,134.98,57.48,47.31,12.05
2018-07-05,78.14,13.95,137.93,58.79,47.78,11.84
2018-07-06,78.12,13.17,144.98,62.13,49.6,10.5
2018-07-09,78.11,12.98,146.41,63.01,50.5,9.97
2018-07-10,78.09,13.3,143.48,61.47,49.88,10.5
2018-07-11,78.1,13.01,146.55,62.82,50.47,9.99
2018-07-12,78.12,12.52,151.75,65.1,50.89,9.88
2018-07-13,78.15,12.49,151.96,65.37,51.17,9.5
2018-07-16,78.12,12.96,147.12,62.84,50.51,9.71
2018-07-17,78.12,12.36,153.22,66.0,51.63,9.19
2018-07-18,78.12,12.57,151.82,64.9,51.51,9.47
2018-07-19,78.19,12.51,152.12,65.16,51.17,9.66
2018-07-20,78.17,12.73,151.27,64.03,51.0,9.54
2018-07-23,78.06,12.13,158.14,67.13,52.24,9.06
2018-07-24,78.09,12.35,156.01,66.04,52.04,9.38
2018-07-25,78.11,12.32,154.4,66.0,53.03,9.17
2018-07-26,78.09,12.16,154.71,66.8,53.33,9.07
2018-07-27,78.05,12.89,146.37,62.93,52.06,9.45
2018-07-30,78.1,13.3,140.81,60.91,51.68,9.57
2018-07-31,77.95,13.05,143.53,62.03,52.02,9.35
2018-08-01,78.0,13.27,140.79,60.89,50.85,9.93
2018-08-02,78.06,12.4,150.25,65.09,52.56,9.19
2018-08-03,78.1,12.39,150.89,65.26,53.15,8.94
2018-08-06,78.1,12.04,155.0,67.07,54.13,8.37
2018-08-07,78.05,12.06,155.12,66.99,54.14,8.27
2018-08-08,78.08,12.0,157.22,67.3,54.2,8.08
2018-08-09,78.13,12.23,153.57,65.95,52.94,8.8
2018-08-10,78.16,12.22,153.63,66.09,52.98,9.01
2018-08-13,78.17,12.17,154.02,66.3,52.69,9.34
2018-08-14,78.22,12.37,152.2,65.25,52.35,9.6
2018-08-15,78.23,12.26,154.5,65.74,52.89,9.22
2018-08-16,78.25,12.52,151.72,64.39,53.06,9.12
2018-08-17,78.29,12.33,154.59,65.4,54.08,8.35
2018-08-20,78.31,12.35,153.77,65.29,54.45,8.29
2018-08-21,78.35,12.4,152.57,65.0,54.25,8.62
2018-08-22,78.33,12.23,154.44,65.9,54.24,8.35
2018-08-23,78.28,12.12,156.84,66.5,54.52,8.22
2018-08-24,78.3,11.7,163.0,68.79,55.91,8.14
2018-08-27,78.26,11.45,166.35,70.34,56.75,8.22
2018-08-28,78.23,11.43,166.0,70.41,56.63,8.34
2018-08-29,78.25,11.16,168.81,72.08,57.03,8.36
2018-08-30,78.3,11.19,167.58,71.82,56.38,8.73
2018-08-31,78.21,11.22,167.09,71.72,56.36,8.51
2018-09-04,78.15,11.33,166.43,71.0,56.12,8.61
2018-09-05,78.18,11.68,159.99,68.7,55.94,8.59
2018-09-06,78.13,12.28,154.2,65.38,54.7,9.24
2018-09-07,78.11,11.95,157.5,67.1,55.7,8.93
2018-09-10,78.06,12.2,155.19,65.82,54.9,8.97
2018-09-11,78.05,11.82,159.88,67.87,55.87,8.38
2018-09-12,78.06,11.66,161.96,68.71,56.58,7.99
2018-09-13,78.01,11.47,165.0,69.83,57.02,7.84
2018-09-14,78.01,11.68,163.04,68.62,56.81,7.65
2018-09-17,78.05,12.08,157.28,66.2,56.07,39.47
2018-09-18,77.97,11.8,160.36,67.74,56.88,38.04
2018-09-19,77.92,11.6,162.42,68.85,57.79,36.82
2018-09-20,77.96,11.35,166.69,70.26,58.9,36.7
2018-09-21,77.96,11.91,160.68,67.11,57.83,37.11
2018-09-24,77.93,11.57,164.72,69.03,57.94,36.06
2018-09-25,77.93,11.42,164.83,69.46,57.49,36.64
2018-09-26,78.0,11.26,164.57,70.38,57.17,37.15
2018-09-27,78.02,11.23,164.59,70.66,56.95,37.49
2018-09-28,77.87,10.94,169.8,72.5,58.17,35.3
2018-10-01,77.88,11.12,169.34,71.45,57.87,36.26
2018-10-02,77.86,11.0,171.55,72.01,58.43,35.47
2018-10-03,77.73,11.24,169.31,70.5,57.6,36.74
2018-10-04,77.72,11.76,161.89,67.22,56.66,38.34
2018-10-05,77.74,12.33,154.0,63.88,55.12,41.9
2018-10-08,77.72,12.41,150.5,63.64,55.34,42.4
2018-10-09,77.71,12.52,149.38,62.99,54.97,43.05
2018-10-10,77.81,14.11,129.64,55.02,49.41,51.3
2018-10-11,77.83,13.32,135.5,57.75,49.13,50.99
2018-10-12,77.83,13.4,135.43,57.46,48.42,54.27
2018-10-15,77.83,13.31,135.19,57.67,48.98,50.82
2018-10-16,77.84,12.36,142.46,61.72,50.96,47.76
2018-10-17,77.77,12.69,138.04,60.06,50.38,49.53
2018-10-18,77.84,13.11,134.0,57.83,49.13,52.73
2018-10-19,77.82,13.22,133.65,57.42,49.02,52.18
2018-10-22,77.85,13.98,126.94,54.14,45.8,60.16
2018-10-23,77.92,13.44,132.23,56.43,47.08,55.84
2018-10-24,77.96,14.55,120.61,51.22,43.88,62.08
2018-10-25,78.01,15.08,116.9,48.5,43.09,67.12
2018-10-26,78.01,14.09,124.55,52.0,44.48,62.8
2018-10-29,78.02,15.77,112.48,46.24,42.0,67.62
2018-10-30,77.94,14.17,122.31,51.25,45.42,61.22
2018-10-31,77.82,13.76,126.27,52.63,45.83,60.48
2018-11-01,77.81,13.42,125.97,53.98,47.47,55.85
2018-11-02,77.77,13.87,121.99,52.08,46.18,58.16
2018-11-05,77.78,14.04,121.3,51.41,46.63,57.15
2018-11-06,77.74,13.23,128.45,54.51,48.84,51.26
2018-11-07,77.72,12.62,133.27,56.9,50.14,48.5
2018-11-08,77.67,13.02,130.53,54.92,49.48,49.12
2018-11-09,77.8,13.6,123.78,52.5,48.5,50.2
2018-11-12,77.72,14.33,114.81,49.47,46.33,56.27
2018-11-13,77.77,14.07,117.94,50.37,46.86,55.14
2018-11-14,77.92,14.95,111.07,47.43,44.12,60.67
2018-11-15,78.0,14.48,114.1,48.74,45.63,59.58
2018-11-16,77.96,14.45,116.0,49.0,46.26,54.18
2018-11-19,78.03,16.64,95.74,41.61,42.31,64.3
2018-11-20,77.98,15.8,101.82,44.01,42.5,61.7
2018-11-21,78.03,16.48,96.3,42.3,41.21,63.41
2018-11-23,77.95,15.73,101.0,44.2,42.51,60.19
2018-11-26,78.01,15.54,100.9,44.62,42.71,57.87
2018-11-27,77.99,14.81,106.47,46.83,44.3,54.15
2018-11-28,78.12,13.88,114.08,49.58,46.28,54.28
2018-11-29,78.08,13.79,111.92,49.85,46.27,55.04
2018-11-30,77.91,12.64,123.99,54.15,49.65,46.58
2018-12-03,77.96,13.06,120.41,52.53,48.62,48.5
2018-12-04,78.03,15.15,100.74,44.41,42.13,64.14
2018-12-06,78.05,14.22,107.33,47.6,43.86,59.22
2018-12-07,78.11,15.5,96.2,43.16,40.88,65.59
2018-12-10,78.12,14.2,106.57,46.99,42.86,61.58
2018-12-11,78.09,14.16,107.07,47.2,42.79,61.73
2018-12-12,78.15,14.15,105.9,47.3,42.35,62.24
2018-12-13,78.23,14.9,101.0,44.89,40.64,64.44
2018-12-14,78.27,15.63,95.87,42.47,38.96,66.89
2018-12-17,78.37,16.11,93.21,41.08,37.91,68.88
2018-12-18,78.43,16.27,92.62,40.7,37.03,71.26
2018-12-19,78.46,17.55,86.16,37.47,34.68,73.64
2018-12-20,78.39,17.92,82.93,36.65,33.96,76.64
2018-12-21,78.35,20.34,72.77,32.0,30.8,83.79
2018-12-24,78.38,20.57,70.6,31.28,29.5,87.42
2018-12-26,78.36,18.0,78.06,34.62,31.77,88.78
2018-12-27,78.42,16.75,85.03,36.99,34.55,86.78
2018-12-28,78.49,16.58,84.81,37.37,34.55,83.08
2018-12-31,78.65,17.79,80.0,34.75,33.12,86.0
2019-01-02,78.62,17.24,78.36,36.0,34.01,80.4
2019-01-03,78.68,17.22,76.29,35.58,33.64,78.15
2019-01-04,78.66,15.67,81.9,38.5,35.68,72.49
2019-01-07,78.5,14.84,86.37,40.72,37.45,69.14
2019-01-08,78.49,14.67,87.08,41.11,37.74,67.92
2019-01-09,78.6,14.82,87.51,40.64,37.14,68.07
2019-01-10,78.63,14.6,88.91,41.24,37.75,66.68
2019-01-11,78.66,14.9,87.42,40.44,37.38,64.7
2019-01-14,78.68,14.71,88.04,40.92,37.81,61.98
2019-01-15,78.63,13.96,91.78,42.98,39.12,57.45
2019-01-16,78.63,14.17,90.45,42.3,38.74,60.56
2019-01-17,78.57,13.42,95.69,44.68,40.98,56.48
2019-01-18,78.62,13.61,95.4,44.0,40.87,57.79
2019-01-22,78.63,13.89,93.5,42.91,40.47,62.7
2019-01-23,78.73,13.95,94.46,42.82,40.07,63.8
2019-01-24,78.73,13.47,97.92,44.28,41.18,58.33
2019-01-25,78.71,13.83,95.32,43.01,40.1,60.1
2019-01-28,78.74,13.79,96.02,43.19,40.33,59.33
2019-01-29,78.78,13.71,97.43,43.3,40.89,58.86
2019-01-30,78.99,12.91,99.9,45.78,41.98,56.17
2019-01-31,78.85,12.72,100.96,46.37,43.21,52.55
2019-02-01,78.74,12.68,103.0,46.47,43.18,51.66
2019-02-04,78.74,12.19,108.79,48.37,44.31,48.96
2019-02-05,78.84,11.91,110.92,49.49,44.44,48.41
2019-02-06,78.87,12.35,108.56,47.67,43.51,50.78
2019-02-07,78.9,12.85,103.82,45.73,42.42,52.75
2019-02-08,78.86,12.3,109.64,47.8,43.63,49.06
2019-02-11,78.86,12.2,110.59,48.13,44.21,47.52
2019-02-12,78.81,11.78,114.48,49.86,45.48,47.31
2019-02-13,78.92,12.05,112.37,48.7,44.81,49.38
2019-02-14,78.87,11.63,116.13,50.48,46.1,47.55
2019-02-15,78.95,11.83,115.35,49.56,46.12,47.72
2019-02-19,78.93,11.64,116.98,50.45,46.8,46.06
2019-02-20,78.88,11.77,116.1,49.87,46.72,44.12
2019-02-21,78.92,11.72,118.78,50.06,46.92,43.53
2019-02-22,78.94,11.28,124.37,52.0,48.22,40.56
2019-02-25,78.99,11.51,122.11,50.96,47.37,44.18
2019-02-26,79.02,11.54,122.73,50.8,47.07,44.5
2019-02-27,78.98,11.52,122.15,50.91,47.24,43.95
2019-02-28,78.8,11.26,125.05,52.11,48.01,42.15
2019-03-01,78.76,11.08,126.62,53.15,48.6,40.08
2019-03-04,78.82,11.25,123.18,52.17,47.53,42.07
2019-03-05,78.86,11.21,122.04,52.33,47.3,42.66
2019-03-06,78.97,11.52,119.13,50.93,46.12,45.34
2019-03-07,79.04,12.27,112.53,47.66,44.17,49.37
2019-03-08,79.05,11.78,118.27,49.73,45.29,46.19
2019-03-11,79.04,11.1,125.4,52.63,47.15,41.74
2019-03-12,79.09,10.82,128.2,53.87,47.88,40.23
2019-03-13,79.11,10.73,129.8,54.33,48.32,39.99
2019-03-14,79.16,10.68,130.71,54.63,48.49,38.68
2019-03-15,79.12,10.52,135.08,55.37,49.01,38.31
2019-03-18,79.11,10.31,137.4,56.54,50.04,37.08
2019-03-19,79.15,10.31,136.08,56.37,49.18,38.45
2019-03-20,79.31,10.29,135.7,56.47,48.39,39.8
2019-03-21,79.38,9.84,143.07,58.89,49.73,39.42
2019-03-22,79.49,10.49,134.0,55.0,47.42,44.72
2019-03-25,79.55,10.18,136.81,56.69,48.49,42.26
2019-03-26,79.65,10.23,136.22,56.39,48.54,41.12
2019-03-27,79.63,10.41,134.33,55.47,48.12,41.73
2019-03-28,79.54,10.18,138.02,56.65,49.18,39.72
2019-03-29,79.35,9.88,142.57,58.36,50.35,38.36
2019-04-01,79.36,9.75,144.71,59.09,51.05,38.05
2019-04-02,79.3,9.5,148.47,60.54,51.73,36.79
2019-04-03,79.32,9.51,149.38,60.58,51.41,37.85
2019-04-04,79.31,9.43,148.88,61.06,52.02,36.94
2019-04-05,79.35,9.43,148.35,61.07,52.08,36.61
2019-04-08,79.34,9.4,149.2,61.23,51.87,36.97
2019-04-09,79.4,9.38,149.23,61.44,51.89,37.57
2019-04-10,79.37,9.23,153.0,62.41,52.44,35.78
2019-04-11,79.29,9.2,153.77,62.47,53.07,34.28
2019-04-12,79.25,9.22,154.71,62.47,53.2,32.19
2019-04-15,79.24,9.11,155.98,63.14,53.54,32.04
2019-04-16,79.21,8.95,159.25,64.33,53.75,31.14
2019-04-17,79.28,8.99,160.0,64.05,53.06,32.25
2019-04-18,79.28,9.11,158.17,63.14,52.51,32.05
2019-04-22,79.3,8.86,162.4,64.99,53.35,30.82
2019-04-23,79.42,8.56,167.24,67.11,54.48,30.75
2019-04-24,79.42,8.48,169.53,67.74,54.09,32.37
2019-04-25,79.5,8.61,163.88,66.82,54.06,32.32
2019-04-26,79.48,8.54,165.0,67.26,54.82,31.4
2019-04-29,79.47,8.7,164.5,66.03,54.81,31.71
2019-04-30,79.41,8.52,170.28,67.35,55.51,31.33
2019-05-01,79.33,8.8,164.0,65.31,53.72,33.14
2019-05-02,79.26,8.69,164.19,66.11,54.35,32.37
2019-05-03,79.37,9.01,154.0,63.38,52.31,36.0
2019-05-06,79.42,8.92,156.63,64.18,52.86,36.89
2019-05-07,79.43,9.22,150.19,61.89,51.37,41.82
2019-05-08,79.48,9.51,145.75,59.93,50.1,44.73
2019-05-09,79.46,9.47,146.0,60.26,50.34,41.62
2019-05-10,79.59,10.03,136.84,56.5,48.56,43.14
2019-05-13,79.57,10.14,134.82,55.62,48.31,41.98
2019-05-14,79.69,10.18,135.88,55.43,48.09,42.54
2019-05-15,79.62,9.55,143.9,59.0,50.28,37.76
2019-05-16,79.67,9.55,142.99,58.89,49.87,37.94
2019-05-17,79.61,9.96,136.74,56.4,49.29,38.02
2019-05-20,79.55,9.79,140.5,57.27,50.2,35.56
2019-05-21,79.56,9.91,138.46,56.58,49.99,34.75
2019-05-22,79.64,10.21,133.25,54.8,48.79,35.99
2019-05-23,79.75,40.6,133.9,55.02,49.04,35.76
2019-05-24,79.78,41.05,132.74,54.52,48.67,35.8
2019-05-28,79.91,42.67,127.67,52.46,46.51,39.04
2019-05-29,79.85,42.6,129.23,52.52,46.59,37.63
2019-05-30,80.01,43.92,125.52,50.87,45.12,40.58
2019-05-31,80.1,44.83,124.42,49.83,44.66,39.94
2019-06-03,80.03,45.85,121.71,48.42,45.55,38.88
2019-06-04,80.26,42.2,133.99,52.3,48.11,36.8
2019-06-05,80.19,42.33,134.89,52.18,48.59,35.81
2019-06-06,80.29,40.88,140.94,54.0,49.95,34.9
2019-06-07,80.17,38.32,149.61,57.4,51.73,34.71
2019-06-10,80.09,36.59,155.74,60.06,52.6,34.12
2019-06-11,80.13,37.96,148.97,57.93,51.32,35.5
2019-06-12,80.22,37.79,150.12,58.13,51.72,34.28
2019-06-13,80.23,38.23,145.64,57.48,51.6,34.88
2019-06-14,80.24,37.85,146.18,58.06,51.74,33.94
2019-06-17,80.37,36.13,150.68,60.73,52.76,32.64
2019-06-18,80.24,35.62,155.28,61.55,53.35,32.66
2019-06-19,80.59,33.94,162.83,64.52,55.25,30.58
2019-06-20,80.46,34.6,161.1,63.35,54.97,31.93
2019-06-21,80.52,34.43,161.02,63.68,55.0,32.21
2019-06-24,80.58,34.45,160.53,63.18,54.61,32.26
2019-06-25,80.52,35.39,156.52,61.29,53.53,32.5
2019-06-26,80.5,35.29,158.37,61.49,53.26,32.71
2019-06-27,80.55,35.0,159.5,62.0,53.93,31.77
2019-06-28,80.39,33.13,168.86,65.29,56.16,28.91
2019-07-01,80.39,33.78,164.93,64.2,55.57,29.0
2019-07-02,80.45,33.11,168.01,65.41,56.44,27.34
2019-07-03,80.31,33.27,166.88,65.06,56.55,27.9
