Date,DBMF,GLD,PSQ,QQQ,SH,SPY,SQQQ,TECL,TQQQ,UPRO,UVXY
2024-01-18,26.39,188.24,9.37,415.18,12.97,477.7,12.95,70.62,52.31,55.09,8.01
2024-01-19,26.35,187.21,9.18,423.58,12.81,484.0,12.19,75.08,55.47,57.27,7.79
2024-01-22,26.5,187.45,9.21,422.41,12.81,484.07,12.29,75.0,54.99,57.25,7.41
2024-01-23,26.48,188.33,9.11,427.48,12.73,487.77,11.86,77.28,56.95,58.54,7.1
2024-01-24,26.3,187.31,9.09,428.35,12.73,487.52,11.79,79.57,57.24,58.43,7.48
2024-01-25,26.5,187.27,9.18,424.24,12.74,487.55,12.15,76.47,55.66,58.42,7.59
2024-01-26,26.57,188.31,9.2,424.17,12.73,487.68,12.17,75.71,55.6,58.45,7.57
2024-01-29,26.5,189.65,9.13,427.14,12.66,490.52,11.92,77.28,56.71,59.43,7.57
2024-01-30,26.58,189.37,9.27,420.75,12.71,488.65,12.48,73.33,54.11,58.7,7.49
2024-01-31,26.28,189.71,9.32,418.73,12.82,484.6,12.65,71.64,53.31,57.17,7.87
2024-02-01,26.7,188.07,9.21,423.77,12.7,489.62,12.19,71.88,55.2,58.9,7.86
2024-02-02,26.5,186.9,9.09,428.91,12.59,493.65,11.75,76.46,57.17,60.34,7.79
2024-02-05,26.55,187.94,9.08,429.59,12.6,493.5,11.69,76.29,57.39,60.26,7.34
2024-02-06,26.6,188.45,9.07,430.34,12.54,496.24,11.63,76.5,57.67,61.24,7.08
2024-02-07,26.64,187.87,9.04,432.24,12.5,498.1,11.51,78.31,58.36,61.86,7.1
2024-02-08,26.7,187.54,9.0,433.95,12.48,498.85,11.37,79.62,59.02,62.13,7.01
2024-02-09,26.89,186.6,8.95,436.89,12.43,501.2,11.15,81.8,60.18,62.96,7.1
2024-02-12,26.65,185.38,9.15,427.28,12.6,494.57,11.91,74.73,56.17,60.4,7.74
2024-02-13,26.57,184.27,9.06,431.21,12.54,496.7,11.58,77.45,57.82,61.24,7.69
2024-02-14,26.87,185.6,9.02,433.99,12.49,499.32,11.36,78.36,58.86,62.06,7.39
2024-02-15,26.85,185.03,8.99,434.96,12.44,501.64,11.32,78.0,59.12,62.94,7.51
2024-02-16,26.93,187.96,9.13,428.48,12.55,497.69,11.83,74.02,56.55,61.42,7.56
2024-02-20,27.15,187.88,9.23,424.42,12.6,495.5,12.17,70.87,54.92,60.51,7.83
2024-02-21,27.19,187.55,9.01,434.62,12.39,503.94,11.32,77.12,58.78,63.61,7.2
2024-02-22,27.16,187.56,8.91,439.58,12.27,509.23,10.91,80.21,60.81,65.56,7.25
2024-02-23,27.37,187.79,8.95,437.57,12.29,508.33,11.07,78.96,59.94,65.17,6.96
2024-02-26,27.3,188.57,8.96,437.5,12.33,506.7,11.08,78.78,59.93,64.55,6.81
2024-02-27,27.31,188.34,9.0,435.47,12.36,505.35,11.24,77.48,59.02,63.99,6.8
2024-02-28,27.24,189.64,8.94,438.19,12.31,507.99,11.05,78.44,60.1,64.98,6.72
2024-02-29,27.32,190.27,8.92,439.86,12.3,508.95,10.92,80.21,60.75,65.29,6.67
2024-03-01,27.57,194.14,8.81,445.58,12.22,512.06,10.5,83.79,63.12,66.42,6.75
2024-03-04,27.57,197.41,8.91,440.7,12.26,510.3,10.86,81.52,61.01,65.71,6.86
2024-03-05,27.4,198.08,8.91,440.25,12.25,510.54,10.87,80.22,60.73,65.79,6.89
2024-03-06,27.37,199.54,8.87,442.43,12.21,513.04,10.73,81.6,61.54,66.69,6.97
2024-03-07,27.39,200.89,8.8,445.76,12.15,515.5,10.49,83.81,62.94,67.62,7.0
2024-03-08,27.1,201.72,8.97,437.22,12.28,510.47,11.1,78.4,59.35,65.6,7.5
2024-03-11,27.41,200.42,8.93,439.75,12.21,513.41,10.91,81.15,60.3,66.74,7.07
2024-03-12,27.3,200.42,8.88,442.63,12.13,517.09,10.71,83.0,61.39,68.12,6.755
2024-03-13,27.64,200.37,8.9,441.46,12.13,516.96,10.8,81.93,60.88,68.02,6.68
2024-03-14,27.6,199.94,9.02,436.18,12.26,510.22,11.2,77.09,58.69,65.97,7.15
2024-03-15,27.88,199.66,8.95,438.72,12.17,514.04,10.95,79.3,59.95,67.36,7.04
2024-03-18,27.71,199.62,9.03,435.53,12.23,512.14,11.21,77.08,58.55,66.67,6.97
2024-03-19,28.34,203.88,8.64,448.92,11.82,523.33,10.09,84.5,63.78,70.9,6.28
2024-03-21,28.46,201.31,8.72,445.33,11.86,522.12,10.35,82.13,62.28,70.33,6.4
2024-03-22,28.41,201.19,8.76,443.42,11.91,519.81,10.48,80.0,61.49,69.39,6.39
2024-03-25,28.32,202.65,8.7,446.16,11.89,521.22,10.29,81.37,62.57,69.94,6.23
2024-03-26,28.21,202.32,8.71,446.44,11.89,521.67,10.29,81.01,62.6,70.03,6.16
2024-03-27,28.35,204.53,8.75,444.78,11.86,523.22,10.41,80.09,61.91,70.59,6.13
2024-03-28,28.73,208.64,8.74,444.87,11.85,523.81,10.41,80.58,61.89,70.82,6.28
2024-04-01,28.83,209.07,8.84,440.0,11.98,518.24,10.77,78.09,59.84,68.51,6.71
2024-04-02,28.9,210.57,8.88,438.96,12.0,517.76,10.85,77.1,59.41,68.31,6.79
2024-04-03,28.97,212.0,8.73,446.42,11.87,523.5,10.33,81.25,62.36,70.52,6.4
2024-04-04,28.78,212.49,8.93,436.84,12.09,514.48,11.02,76.0,58.37,66.9,7.15
2024-04-05,29.0,215.98,8.83,441.46,11.97,519.14,10.67,77.9,60.28,68.7,7.0
2024-04-08,29.22,217.78,8.8,443.05,11.94,520.48,10.57,78.56,60.8,69.21,6.73
2024-04-09,29.01,215.37,44.61,436.84,12.11,513.51,11.01,75.66,58.26,66.38,6.99
2024-04-10,29.49,216.84,44.3,440.12,12.07,515.67,10.79,76.68,59.54,67.2,34.69
2024-04-11,29.65,221.83,44.21,441.12,12.1,514.45,10.7,77.21,59.86,66.62,35.88
2024-04-12,29.76,217.94,44.13,442.07,12.08,515.03,10.63,77.51,60.2,66.87,36.07
2024-04-15,29.6,220.19,45.25,430.77,12.33,504.95,11.47,72.14,55.62,62.92,40.73
2024-04-16,29.61,221.05,45.05,432.96,12.3,506.09,11.29,72.76,56.54,63.3,38.68
2024-04-17,29.19,221.31,45.77,426.43,12.41,501.99,11.83,68.79,53.89,61.74,37.72
2024-04-18,29.0,220.49,46.25,422.12,12.48,499.37,12.22,65.78,52.2,60.75,39.16
2024-04-19,29.26,216.35,46.79,417.46,12.52,497.88,12.59,63.7,50.45,60.13,38.12
2024-04-22,29.33,213.96,46.39,420.92,12.42,501.8,12.29,64.69,51.67,61.56,34.66
2024-04-23,29.5,214.76,45.6,428.13,12.31,506.55,11.67,68.14,54.32,63.3,33.49
2024-04-24,29.52,214.43,46.61,419.02,12.51,499.2,12.43,65.08,50.87,60.43,36.01
2024-04-25,29.75,216.75,45.7,427.65,12.33,506.43,11.73,68.7,54.03,63.1,32.78
2024-04-26,30.12,216.02,45.12,433.22,12.24,510.07,11.28,70.48,56.1,64.5,32.19
2024-04-29,29.7,213.36,45.34,430.99,12.28,508.62,11.45,69.59,55.28,63.84,32.01
2024-04-30,29.83,212.96,46.21,422.85,12.46,501.33,12.1,64.71,52.07,61.12,33.77
2024-05-01,29.5,211.9,46.0,425.26,12.4,504.1,11.9,65.93,52.93,62.09,32.43
2024-05-02,28.96,212.9,45.03,434.41,12.24,511.13,11.17,71.47,56.29,64.66,30.19
2024-05-03,29.22,215.14,44.73,437.32,12.17,513.79,10.94,72.64,57.4,65.63,29.5
2024-05-06,29.29,214.57,44.39,440.69,12.09,517.52,10.69,74.92,58.72,67.04,28.87
2024-05-07,29.42,213.64,44.72,437.73,12.14,515.3,10.91,72.79,57.51,66.13,28.94
2024-05-08,29.67,214.48,44.47,440.29,12.09,517.34,10.73,73.73,58.49,66.89,28.4
2024-05-09,29.7,219.18,44.28,442.54,12.0,521.79,10.58,75.0,59.36,68.58,28.2
2024-05-10,29.62,217.06,44.13,443.96,11.99,522.54,10.47,76.41,59.92,68.84,27.56
2024-05-13,29.69,217.31,44.29,442.72,12.02,521.01,10.57,75.67,59.39,68.26,28.13
2024-05-14,29.49,219.06,43.72,448.54,11.92,525.83,10.17,79.22,61.68,70.11,26.56
2024-05-15,29.3,220.14,43.32,452.76,11.83,529.86,9.9,83.2,63.34,71.64,25.885
2024-05-16,29.35,222.18,43.39,452.14,11.86,528.75,9.94,82.79,63.11,71.21,25.76
2024-05-17,29.84,223.82,43.42,451.97,11.85,529.61,9.96,81.54,63.01,71.45,25.2
2024-05-20,29.75,224.72,43.32,452.94,11.85,529.33,9.9,83.19,63.38,71.3,25.37
2024-05-21,29.85,223.09,43.05,456.1,11.82,530.69,9.71,85.3,64.67,71.87,24.76
2024-05-22,29.6,218.78,42.66,460.55,11.79,532.9,9.44,88.0,66.5,72.69,24.64
2024-05-23,29.62,216.96,43.17,455.28,11.9,527.82,9.78,83.66,64.23,70.57,25.72
2024-05-24,29.83,218.43,42.81,459.03,11.85,530.21,9.54,86.61,65.85,71.51,24.69
2024-05-28,29.97,216.95,43.17,455.5,11.96,525.74,9.76,83.41,64.22,69.61,27.28
2024-05-29,29.85,216.69,43.18,455.37,12.0,524.48,9.79,81.81,64.17,69.11,27.17
2024-05-30,29.67,217.77,43.55,451.72,12.02,523.65,10.02,79.32,62.62,68.74,26.25
2024-05-31,29.58,215.92,43.3,454.54,11.89,529.01,9.83,80.71,63.79,70.86,25.24
2024-06-03,29.02,216.24,43.48,452.87,11.97,526.47,9.96,79.29,62.97,69.8,26.13
2024-06-04,29.14,216.69,43.0,458.02,11.86,530.76,9.64,81.87,65.1,71.49,25.25
2024-06-05,29.33,218.36,42.42,464.32,11.78,534.97,9.24,85.35,67.71,73.16,24.74
2024-06-06,29.2,215.07,42.57,462.92,11.81,533.7,9.35,84.58,67.08,72.55,24.68
2024-06-07,29.52,213.13,42.69,461.96,11.83,533.24,9.4,83.96,66.64,72.3,24.87
2024-06-10,29.7,213.95,42.53,463.52,11.8,534.09,9.3,84.84,67.3,72.68,24.75
2024-06-11,29.48,216.47,41.79,472.07,11.65,541.59,8.8,93.0,70.99,75.76,23.49
2024-06-12,29.5,214.46,41.29,477.63,11.61,543.14,8.5,98.82,73.49,76.37,23.54
2024-06-13,29.51,215.34,41.41,476.43,11.68,540.84,8.58,98.02,72.95,75.34,24.4
2024-06-14,29.55,214.93,41.17,479.41,11.65,542.11,8.43,100.02,74.24,75.82,24.61
2024-06-17,29.7,214.38,40.71,485.06,11.55,547.15,8.14,104.49,76.82,77.91,24.08
2024-06-18,29.7,216.32,40.61,486.43,11.5,549.48,8.07,105.53,77.44,78.83,24.24
2024-06-20,30.02,217.86,41.07,481.03,11.58,544.33,8.36,100.71,74.77,77.35,25.68
2024-06-21,29.99,215.55,41.28,478.27,11.58,544.42,8.47,97.01,73.79,77.29,24.98
2024-06-24,30.12,214.97,41.47,476.01,11.59,544.0,8.58,94.67,72.8,77.12,24.46
2024-06-25,29.95,212.44,40.5,478.39,11.41,543.64,8.29,97.2,73.54,76.73,23.87
2024-06-26,29.98,214.72,40.38,480.21,11.37,545.39,8.21,96.82,74.35,77.44,23.41
2024-06-27,29.92,215.64,40.22,482.28,11.34,547.15,8.11,98.58,75.27,78.14,23.12
2024-06-28,30.22,215.25,40.43,479.92,11.39,545.61,8.24,97.56,74.07,77.45,23.11
2024-07-01,30.4,215.36,40.41,480.48,11.42,543.72,8.2,97.04,74.32,76.6,22.36
2024-07-02,30.35,217.34,39.95,486.26,11.33,548.66,7.92,100.4,76.98,78.65,21.8
2024-07-03,30.52,219.58,39.51,491.91,11.28,551.74,7.66,105.0,79.55,79.9,21.82
2024-07-05,30.39,219.65,39.15,496.56,11.2,555.44,7.45,106.7,81.86,81.48,21.68
2024-07-08,30.4,218.57,38.97,498.89,11.19,556.26,7.35,109.32,82.95,81.8,21.43
2024-07-09,30.45,220.14,38.92,499.84,11.18,557.13,7.32,109.72,83.37,82.12,21.54
2024-07-10,30.26,222.66,38.67,503.28,11.1,561.45,7.16,112.62,85.04,84.05,21.09
2024-07-11,30.1,222.03,39.51,492.44,11.17,557.69,7.62,104.32,79.44,82.2,21.08
2024-07-12,30.17,223.39,39.19,496.81,11.08,561.97,7.44,107.92,81.56,84.14,20.84
2024-07-15,30.16,225.45,39.13,497.62,11.07,562.9,7.39,107.64,81.95,84.48,21.39
2024-07-16,29.95,228.83,39.86,488.27,11.15,558.89,7.82,98.53,77.32,82.56,22.69
2024-07-17,29.98,227.71,40.08,485.52,11.16,558.54,7.93,96.55,75.8,82.4,22.17
2024-07-18,29.75,221.52,40.64,479.16,11.29,552.43,8.27,92.06,72.75,79.61,24.42
2024-07-19,29.65,221.58,40.48,481.08,11.28,553.02,8.16,92.54,73.66,79.84,24.77
2024-07-22,29.7,222.34,40.46,481.52,11.26,554.56,8.14,94.23,73.76,80.47,23.41
2024-07-23,29.36,223.5,41.12,473.82,11.37,548.85,8.55,90.37,70.19,77.93,24.3
2024-07-24,29.15,219.08,41.97,463.7,11.54,541.32,9.06,82.11,65.5,74.65,27.25
2024-07-25,29.16,219.98,42.09,462.69,11.51,542.35,9.12,82.5,65.02,74.98,26.95
2024-07-26,29.13,221.32,41.82,465.86,11.44,546.04,8.93,84.5,66.28,76.48,25.51
2024-07-29,29.11,221.41,41.82,465.89,11.45,546.2,8.95,82.35,66.29,76.51,24.95
2024-07-30,28.95,223.73,41.62,468.2,11.38,549.0,8.8,82.57,67.09,77.63,25.23
2024-07-31,28.84,226.8,41.28,471.72,11.31,552.56,8.57,84.13,68.55,79.08,25.23
2024-08-01,27.89,227.95,43.19,450.58,11.68,535.58,9.78,69.16,59.48,71.91,32.11
2024-08-02,26.22,220.62,45.73,424.22,12.21,511.77,11.51,55.5,49.18,62.24,64.99
2024-08-05,26.81,221.5,44.5,437.72,12.04,519.42,10.63,64.47,54.29,65.22,51.38
2024-08-06,27.09,221.94,43.58,446.72,11.83,528.58,9.98,68.97,57.58,68.72,36.02
2024-08-07,27.13,222.73,44.13,441.02,11.93,523.99,10.36,64.62,55.47,66.9,40.425
2024-08-08,27.27,224.82,43.57,446.75,11.81,529.81,9.94,67.85,57.46,69.04,37.21
2024-08-09,27.45,226.14,43.12,451.39,11.71,534.21,9.65,69.59,59.18,70.7,29.98
2024-08-12,27.41,228.11,42.72,456.14,11.66,536.66,9.35,73.13,61.1,71.65,28.86
2024-08-13,27.57,226.58,41.99,463.49,11.53,542.86,8.89,78.52,64.0,74.14,25.68
2024-08-14,27.88,226.51,41.52,469.07,11.39,549.5,8.59,81.45,66.23,76.78,22.89
2024-08-15,27.85,229.99,41.2,472.67,11.36,551.29,8.36,84.0,67.55,77.45,23.02
2024-08-16,28.0,230.14,41.0,475.1,11.29,554.71,8.24,85.09,68.66,78.86,22.4
2024-08-19,28.08,233.71,40.55,480.38,11.2,559.17,7.98,88.93,70.92,80.74,22.07
2024-08-20,27.91,231.69,40.51,480.99,11.19,559.74,7.95,88.82,71.16,80.94,22.97
2024-08-21,28.08,230.38,40.21,484.82,11.14,562.54,7.76,91.55,72.85,82.17,23.26
2024-08-22,28.06,231.04,40.69,479.21,11.21,559.55,8.03,86.25,70.22,80.7,24.12
2024-08-23,27.91,233.45,40.68,479.64,11.14,563.15,8.01,87.45,70.35,82.24,22.63
2024-08-26,27.89,231.69,41.18,473.65,11.21,559.43,8.32,83.0,67.71,80.59,23.3
2024-08-27,27.92,232.0,40.97,476.24,11.18,561.18,8.19,85.62,68.75,81.36,22.2
2024-08-28,28.01,231.96,41.24,473.14,11.2,560.28,8.34,82.49,67.44,80.91,22.87
2024-08-29,28.06,232.53,41.1,474.86,11.21,560.74,8.26,82.6,68.04,80.99,22.17
2024-08-30,28.04,230.38,41.28,473.25,11.22,560.42,8.35,80.79,67.29,80.79,22.5
2024-09-03,27.75,229.8,42.56,458.64,11.43,550.22,9.13,69.54,61.0,76.28,29.43
2024-09-04,27.82,232.7,42.54,459.0,11.42,550.85,9.12,69.58,61.2,76.54,28.65
2024-09-05,27.82,231.83,42.46,460.36,11.45,549.88,9.05,70.65,61.67,76.09,26.51
2024-09-06,27.67,231.26,43.11,453.0,11.56,544.7,9.46,67.71,58.53,73.81,29.33
2024-09-09,27.75,232.39,42.82,456.35,11.47,548.31,9.25,69.77,59.83,75.29,26.93
2024-09-10,27.76,231.72,42.49,459.68,11.48,548.72,9.05,72.18,61.14,75.39,26.02
2024-09-11,27.9,234.6,41.68,468.78,11.34,554.95,8.53,78.63,64.69,77.99,25.31
2024-09-12,27.98,238.13,41.37,472.45,11.26,559.69,8.33,80.99,66.2,79.88,24.82
2024-09-13,27.99,238.77,41.32,473.25,11.21,561.74,8.3,80.0,66.42,80.71,24.66
2024-09-16,28.12,238.12,41.06,476.22,11.16,565.06,8.14,83.12,67.71,82.15,24.73
2024-09-17,28.01,238.19,41.21,474.63,11.18,563.71,8.22,80.91,67.0,81.52,25.43
2024-09-18,28.1,238.24,40.52,482.6,11.04,571.04,7.81,84.32,70.26,84.63,23.85
2024-09-19,28.2,241.1,40.56,482.56,11.07,567.9,7.82,84.02,70.15,83.95,23.89
2024-09-20,28.28,242.97,40.47,482.99,11.05,569.39,7.76,83.95,70.59,84.58,23.17
2024-09-23,28.28,243.39,40.37,484.46,11.03,570.55,7.7,84.73,71.29,85.04,23.39
2024-09-24,28.38,246.19,39.68,484.92,10.88,571.19,7.53,84.71,71.24,85.09,23.84
2024-09-25,28.53,246.44,38.97,493.59,10.82,574.49,7.14,90.97,74.96,86.51,23.87
2024-09-26,28.23,246.31,39.23,490.49,10.85,573.42,7.29,89.75,73.64,86.0,24.12
2024-09-27,28.12,243.99,39.63,485.75,10.91,570.45,7.5,85.57,71.46,84.58,26.0
2024-09-30,28.21,245.2,39.47,487.82,10.85,573.46,7.42,86.77,72.31,85.89,24.98
2024-10-01,28.14,245.61,40.09,480.16,10.96,567.73,7.77,81.01,68.94,83.29,27.93
2024-10-02,28.01,244.72,40.15,479.86,10.97,567.47,7.79,82.2,68.71,83.14,28.22
2024-10-03,27.8,245.0,39.52,487.47,10.88,572.39,7.42,87.1,72.0,85.24,28.06
2024-10-04,27.65,244.58,39.71,485.48,10.9,571.3,7.52,85.62,71.08,84.78,28.17
2024-10-07,27.5,243.8,39.78,484.55,10.92,570.48,7.57,86.45,70.64,84.3,29.5
2024-10-08,27.5,241.17,39.42,489.06,10.87,573.19,7.35,89.75,72.54,85.52,28.92
2024-10-09,27.46,241.77,39.27,490.92,10.82,575.87,7.27,90.63,73.34,86.66,28.34
2024-10-10,27.49,244.5,39.32,490.7,10.83,576.03,7.29,91.84,73.2,86.66,28.8
2024-10-11,27.56,245.16,38.92,495.77,10.73,581.23,7.08,94.43,75.43,88.99,27.61
2024-10-14,27.63,244.99,38.77,497.88,10.67,584.67,6.99,96.66,76.36,90.5,25.98
2024-10-15,27.65,247.62,39.3,491.17,10.76,579.8,7.27,90.89,73.26,88.27,27.85
2024-10-16,27.59,247.75,38.88,496.39,10.65,585.97,7.03,94.72,75.55,91.01,27.17
2024-10-17,27.58,250.0,39.09,493.89,10.69,584.01,7.16,93.57,74.4,90.11,26.61
2024-10-18,27.55,252.7,39.16,493.43,10.7,583.91,7.19,91.44,74.15,89.95,26.23
2024-10-21,27.4,253.06,39.21,492.79,10.75,581.14,7.22,92.19,73.82,88.63,26.57
2024-10-22,27.32,253.08,39.17,493.62,10.75,581.34,7.18,92.44,74.19,88.72,26.37
2024-10-23,27.24,253.29,39.28,492.1,10.78,580.03,7.23,90.48,73.4,88.04,26.94
2024-10-24,27.32,252.0,39.07,495.15,10.75,581.58,7.12,91.63,74.69,88.69,26.67
2024-10-25,27.32,253.04,38.8,498.38,10.74,582.51,6.98,93.11,76.17,89.08,27.2
2024-10-28,27.33,254.49,39.02,495.74,10.79,579.91,7.09,92.08,74.89,87.89,27.08
2024-10-29,27.21,256.76,38.74,499.39,10.77,581.41,6.95,92.47,76.56,88.5,27.18
2024-10-30,27.1,255.59,39.31,492.22,10.88,575.63,7.24,87.54,73.24,85.89,28.82
2024-10-31,27.04,254.36,39.86,485.38,10.97,571.32,7.54,82.04,70.1,83.8,29.72
2024-11-01,26.89,253.33,39.77,486.8,10.98,571.11,7.49,83.71,70.64,83.71,29.68
2024-11-04,26.97,253.8,39.71,487.62,10.98,570.81,7.45,84.04,70.95,83.48,27.58
2024-11-05,27.03,245.63,38.67,500.96,10.63,589.31,6.85,91.79,76.81,91.67,22.0
2024-11-06,27.15,248.29,38.08,508.48,42.25,593.09,32.69,96.04,80.1,93.44,21.61
2024-11-07,27.19,249.07,37.75,513.13,42.08,596.2,31.84,98.8,82.23,94.76,21.11
2024-11-08,27.12,242.72,37.59,515.41,41.82,599.88,31.38,98.65,83.38,96.53,20.58
2024-11-11,27.11,241.29,37.7,513.67,41.92,598.72,31.75,96.69,82.47,95.93,20.95
2024-11-12,27.16,241.31,37.82,512.38,42.01,597.36,31.99,96.73,81.85,95.28,20.52
2024-11-13,26.99,236.57,37.87,511.92,42.02,597.31,32.07,96.79,81.56,95.21,19.85
2024-11-14,26.94,237.57,38.55,503.05,42.6,589.77,33.82,91.74,77.27,91.53,20.43
2024-11-15,26.91,240.47,38.92,498.02,42.85,586.24,34.78,88.27,74.87,89.8,21.84
2024-11-18,26.86,242.75,38.98,497.37,42.98,584.74,34.93,87.41,74.53,89.08,22.72
2024-11-19,26.96,243.74,38.55,503.2,42.57,590.32,33.77,91.2,77.12,91.7,21.96
2024-11-20,27.02,246.26,38.32,506.13,42.37,593.39,33.15,93.32,78.5,93.07,22.1
2024-11-21,27.18,248.2,38.48,504.45,42.36,593.64,33.55,93.01,77.62,93.1,22.61
2024-11-22,27.18,244.25,38.07,509.91,41.96,599.51,32.49,95.63,80.12,95.84,20.48
2024-11-25,27.21,242.71,38.21,508.21,42.02,598.82,32.83,94.92,79.32,95.46,20.29
2024-11-26,27.2,244.85,38.23,508.16,41.93,600.51,32.87,93.03,79.29,96.17,20.04
2024-11-27,27.44,245.23,38.42,505.95,42.02,599.58,33.34,91.56,78.14,95.69,19.55
2024-11-29,27.24,244.45,38.04,511.01,41.78,603.02,32.36,93.56,80.46,97.29,19.26
2024-12-02,27.35,244.96,37.84,513.94,41.77,603.4,31.79,95.0,81.83,97.48,19.3
2024-12-03,27.5,244.93,37.38,520.3,41.62,605.66,30.66,100.58,84.88,98.51,18.56
2024-12-04,27.16,244.16,37.17,523.23,41.5,607.58,30.12,102.0,86.24,99.44,19.21
2024-12-05,27.28,242.8,37.26,522.53,41.54,607.38,30.31,101.4,85.8,99.25,18.61
2024-12-06,27.35,246.28,37.04,525.51,41.53,607.74,29.77,101.1,87.25,99.34,18.64
2024-12-09,27.34,247.86,37.18,523.5,41.71,605.4,30.13,98.85,86.19,98.18,19.08
2024-12-10,27.44,249.35,37.1,524.9,41.69,605.77,29.89,98.12,86.81,98.32,18.52
2024-12-11,27.49,247.81,36.91,527.74,41.63,606.64,29.37,97.81,88.15,98.67,19.01
2024-12-12,27.3,245.73,36.74,530.39,41.68,606.38,28.95,100.69,89.39,98.47,18.75
2024-12-13,27.23,245.41,36.55,533.0,41.71,606.0,28.53,99.56,90.67,98.24,18.96
2024-12-16,27.15,243.8,36.33,536.41,41.85,604.22,27.98,99.88,92.32,97.32,20.0
2024-12-17,27.15,243.57,36.43,535.11,41.88,604.0,28.21,101.36,91.66,97.24,20.03
2024-12-18,27.0,239.67,37.34,521.11,42.74,591.43,30.28,93.14,84.25,90.95,23.3
2024-12-19,26.66,241.41,38.17,510.43,43.33,581.83,32.29,88.88,79.05,87.34,28.37
2024-12-20,26.85,241.57,36.75,519.55,41.96,590.92,29.67,95.54,83.5,91.23,21.84
2024-12-23,26.97,241.49,36.4,524.68,41.61,596.1,28.81,98.55,85.98,93.54,19.7
2024-12-24,26.98,242.43,36.16,528.35,41.38,599.41,28.2,99.8,87.62,95.08,18.95
2024-12-26,26.03,241.2,36.34,525.96,41.55,597.5,28.61,99.03,86.35,94.08,19.15
2024-12-27,26.22,241.06,37.08,515.35,42.23,587.9,30.38,92.5,81.13,89.5,21.7
2024-12-30,26.02,241.05,37.0,516.97,42.11,589.96,30.11,93.7,81.86,90.41,20.01
2024-12-31,26.24,244.22,37.18,514.03,42.14,589.38,30.64,92.57,80.44,90.07,20.26
2025-01-02,26.23,244.56,37.28,513.35,42.3,587.52,30.79,91.24,79.96,89.2,20.87
2025-01-03,26.28,242.37,36.51,523.97,41.68,596.23,28.91,97.4,84.95,93.1,19.49
2025-01-06,26.24,245.52,36.4,525.77,41.62,597.39,28.63,99.0,85.78,93.66,19.2
2025-01-07,26.53,245.72,37.15,515.07,42.25,588.77,30.41,92.4,80.48,89.55,21.56
2025-01-08,26.61,248.27,37.44,511.49,42.48,585.8,31.09,88.82,78.77,88.15,22.26
2025-01-10,26.8,246.34,38.19,501.2,43.22,575.75,33.01,81.49,74.07,83.55,24.31
2025-01-13,26.75,245.55,37.64,508.96,42.59,584.34,31.51,85.78,77.5,87.35,21.81
2025-01-14,26.51,248.26,37.32,513.11,42.17,590.27,30.73,87.83,79.37,89.99,20.1
2025-01-15,26.76,250.56,36.9,518.97,41.89,594.11,29.67,91.62,82.01,91.66,19.07
2025-01-16,26.77,249.7,36.64,522.88,41.73,596.92,28.99,92.2,83.67,92.83,18.66
2025-01-17,26.48,251.95,36.53,524.6,41.48,600.69,28.74,92.38,84.5,94.53,18.71
2025-01-21,26.45,254.29,36.2,529.5,41.12,605.89,27.94,97.09,86.85,97.0,18.04
2025-01-22,26.65,253.19,36.23,529.01,41.15,605.82,28.01,97.72,86.48,96.88,18.47
2025-01-23,26.54,255.96,35.99,532.92,40.9,609.77,27.45,101.0,88.41,98.76,17.86
2025-01-24,26.23,253.86,37.49,511.0,41.93,594.78,30.9,84.56,77.54,91.46,21.11
2025-01-27,26.39,254.21,37.22,515.31,41.53,600.53,30.21,84.65,79.61,94.22,19.29
2025-01-28,26.35,254.61,36.7,522.45,41.33,603.66,28.94,88.82,82.95,95.61,18.57
2025-01-29,26.36,257.11,36.61,523.72,41.31,604.01,28.73,86.52,83.47,95.7,18.17
2025-01-30,26.49,259.07,36.41,526.85,41.1,607.46,28.27,89.93,84.85,97.31,18.12
2025-01-31,26.49,260.0,37.37,513.1,42.13,592.66,30.57,80.32,78.39,90.23,21.4
2025-02-03,26.49,261.83,37.0,518.59,41.79,597.82,29.66,83.44,80.88,92.61,19.57
2025-02-04,26.32,264.45,36.78,521.83,41.58,600.64,29.12,86.37,82.29,93.96,19.14
2025-02-05,26.41,263.66,36.41,527.16,41.23,605.93,28.22,89.57,84.91,96.41,18.25
2025-02-06,26.51,265.15,36.23,529.96,41.19,606.83,27.83,91.02,86.21,96.77,18.13
2025-02-07,26.58,268.0,36.43,527.15,41.41,604.0,28.23,89.86,84.69,95.3,18.66
2025-02-10,26.69,267.7,36.52,525.97,41.5,602.5,28.44,90.16,84.04,94.57,18.74
2025-02-11,26.76,267.18,36.78,522.35,41.74,599.26,29.01,87.96,82.31,92.96,19.18
2025-02-12,26.77,268.4,36.26,529.98,41.38,604.43,27.83,91.72,85.94,95.49,18.36
2025-02-13,26.6,270.11,35.86,535.99,41.05,609.98,26.89,94.78,88.79,97.94,17.97
2025-02-14,26.65,270.0,35.64,539.74,40.99,610.86,26.36,97.29,90.55,98.32,17.72
2025-02-18,26.76,270.87,35.71,538.57,41.06,610.04,26.55,98.11,89.96,97.89,17.98
2025-02-19,26.69,270.23,35.71,538.77,40.97,611.51,26.56,98.37,89.98,98.62,17.42
2025-02-20,26.53,270.84,35.76,538.07,41.09,610.24,26.64,97.58,89.64,97.87,17.6
