Date,BIL,BTAL,COST,DBC,EDC,EDZ,FNGD,GE,GLD,IEF,IWM,LLY,NVO,PGR,PSQ,QID,QQQ,SLV,SOXL,SOXS,SPHB,SPXL,SPXU,SPY,SQQQ,SVXY,TECL,TECS,TLT,TMF,TMV,TQQQ,UUP,VIXY,VTI,VWO,XHB,XLE,XLK,XLP,XME
2019-02-06,91.48,21.33,190.0467,15.47,78.8,45.95,26.54,46.814,123.74,104.47,149.69,107.2918,48.65,59.0384,31.51,39.44,168.23,14.77,114.3,8.37,39.69,40.82,36.56,270.14,12.5,48.75,106.79,20.54,121.83,19.51,18.03,46.99,25.69,28.47,138.83,41.14,36.96,63.23,67.6,53.54,29.86
2019-02-07,91.5,21.49,188.8649,15.49,77.28,46.84,26.84,45.6506,124.21,104.61,149.85,109.2093,48.91,59.5964,31.44,39.31,168.56,14.83,113.83,8.4,39.82,40.94,36.42,270.47,12.43,49.02,108.56,20.21,122.35,19.78,17.8,47.23,25.72,28.18,138.97,40.98,37.01,62.94,67.99,53.79,29.71
2019-02-08,91.49,21.46,189.7467,15.4,76.58,47.29,26.88,46.6744,123.6,104.45,151.1,107.7575,48.66,60.2938,31.48,39.38,168.4,14.72,115.46,8.28,39.96,41.03,36.39,270.62,12.47,49.28,108.44,20.23,121.87,19.54,17.99,47.12,25.82,27.85,139.26,40.74,37.2,63.24,67.96,53.93,29.78
2019-02-11,91.51,21.31,192.6376,15.49,78.64,46.18,25.63,46.4417,123.86,104.31,152.99,109.1089,49.4,60.4159,31.01,38.21,170.89,14.73,122.74,7.77,40.72,42.61,35.0,274.1,11.93,49.71,112.83,19.44,121.56,19.38,18.14,49.16,25.73,27.34,141.0,41.14,38.51,64.04,68.86,54.35,30.12
2019-02-12,91.51,21.25,193.4558,15.58,76.77,47.12,25.55,48.2566,123.37,104.05,153.42,109.255,49.09,61.7236,31.0,38.19,171.01,14.59,123.81,7.69,40.92,42.98,34.65,274.99,11.92,49.78,113.23,19.32,121.1,19.18,18.35,49.26,25.87,27.27,141.44,40.85,38.36,64.84,68.95,54.45,30.32
2019-02-13,91.53,21.3,194.4013,15.62,77.24,46.82,25.62,46.7209,124.06,104.54,153.77,110.857,49.78,61.6451,30.98,38.12,171.22,14.65,124.78,7.63,40.9,42.69,34.93,274.38,11.86,49.33,113.62,19.27,121.79,19.46,18.05,49.44,25.84,27.75,141.19,40.93,38.29,65.07,69.07,53.84,30.31
2019-02-14,91.53,21.15,196.7922,15.91,76.88,47.07,25.84,46.9536,124.8,104.44,156.22,112.4453,50.35,62.1246,30.84,37.78,171.94,14.82,126.8,7.53,41.24,44.07,33.8,277.37,11.73,50.18,116.23,18.81,121.98,19.57,17.97,50.03,25.79,26.8,142.74,40.86,38.68,66.12,69.62,54.35,30.55
2019-02-15,91.55,21.12,198.2922,15.95,78.54,46.01,25.23,47.1397,126.7,104.62,156.65,112.1239,50.32,62.6041,30.79,37.65,172.28,15.02,125.98,7.56,41.4,44.3,33.63,277.85,11.66,50.11,116.49,18.79,122.29,19.69,17.87,50.33,25.69,26.88,143.02,41.28,38.87,66.32,69.64,54.63,31.1
2019-02-19,91.55,21.02,197.374,16.0,79.98,45.23,25.46,47.0001,126.48,104.6,157.39,112.6105,49.7,63.1882,30.8,37.65,172.25,15.07,129.45,7.37,41.62,44.56,33.42,278.41,11.66,51.09,116.74,18.73,121.94,19.53,17.99,50.29,25.71,25.85,143.32,41.46,38.72,66.6,69.72,54.53,31.84
2019-02-20,91.56,21.03,195.6649,16.05,79.37,45.53,26.04,46.6744,125.05,104.29,156.79,112.6656,49.66,62.8656,30.91,37.98,171.62,14.83,126.6,7.53,41.27,44.07,33.8,277.42,11.8,50.79,117.01,18.73,120.85,19.02,18.47,49.72,25.73,26.13,142.83,41.37,38.88,65.57,69.75,54.69,31.79
2019-02-21,91.58,20.95,196.6285,16.09,82.07,44.04,25.19,47.3259,125.5,104.6,158.15,113.8407,49.78,63.0051,30.68,37.37,172.89,14.95,130.55,7.3,41.67,44.91,33.18,279.14,11.54,51.73,121.3,18.0,121.57,19.33,18.18,50.8,25.72,25.14,143.77,41.84,39.21,65.76,70.64,54.43,31.79
2019-02-22,91.57,20.81,197.3195,15.85,84.66,42.63,24.6,50.3506,125.37,104.44,158.19,113.7398,49.43,63.4062,30.57,37.13,173.52,14.9,133.83,7.11,41.88,45.08,33.03,279.52,11.41,51.26,123.18,17.76,121.21,19.17,18.32,51.36,25.7,25.58,143.98,42.4,39.05,65.87,70.98,54.13,31.8
2019-02-25,91.58,20.86,197.8285,15.92,83.9,43.03,24.96,51.5903,125.58,104.75,157.1,114.4558,49.45,63.0487,30.55,37.07,173.7,14.94,131.06,7.25,41.76,44.97,33.13,279.32,11.38,51.03,123.9,17.66,121.81,19.43,18.07,51.52,25.6,25.84,143.71,42.27,38.84,65.66,71.13,54.16,31.7
2019-02-26,91.59,20.88,198.2285,16.0,81.83,44.1,24.84,52.655,124.69,104.38,157.32,115.3831,49.07,63.3887,30.58,37.12,173.59,14.75,126.43,7.52,41.72,44.87,33.18,279.2,11.42,51.0,123.56,17.7,120.43,18.79,18.66,51.36,25.62,25.86,143.76,41.94,38.85,65.91,71.06,54.08,31.49
2019-02-27,91.61,21.02,198.8558,15.96,78.66,45.8,25.0,50.2836,123.99,104.11,156.78,115.9431,48.95,63.5544,30.66,37.31,173.19,14.63,126.74,7.5,41.4,44.58,33.43,278.68,11.5,51.04,122.5,17.87,120.02,18.57,18.88,51.04,25.64,25.81,143.46,41.62,38.37,65.25,70.86,54.34,30.95
2019-02-28,91.45,21.05,199.4922,15.78,78.67,45.78,25.14,49.7029,121.88,103.57,158.24,118.2842,49.6,63.659,30.43,36.77,174.39,14.2,130.05,7.29,41.81,45.45,32.78,280.42,11.25,52.19,124.8,17.5,118.66,18.05,19.4,52.06,25.74,24.66,144.42,41.67,38.62,66.45,71.34,54.24,31.05
2019-03-01,91.44,20.99,198.5558,15.83,79.05,45.58,24.78,50.2352,121.56,103.89,156.81,117.0173,49.18,63.3887,30.45,36.79,174.42,14.15,130.11,7.29,41.55,44.89,33.13,279.4,11.25,51.55,123.52,17.71,119.59,18.49,18.95,52.07,25.77,25.24,143.75,41.82,38.89,66.57,71.07,54.15,30.95
2019-03-04,91.45,21.14,199.8376,15.91,81.29,44.2,24.44,47.8638,121.72,103.95,156.08,117.9629,49.68,63.2057,30.42,36.74,174.55,14.2,128.25,7.4,41.27,44.74,33.28,279.02,11.23,51.42,122.31,17.87,119.84,18.6,18.84,52.2,25.84,25.41,143.48,42.31,38.38,66.35,70.86,54.11,30.83
2019-03-05,91.46,21.32,199.3013,15.82,79.87,45.05,24.49,44.0889,121.61,104.24,153.02,116.3012,49.16,62.6913,30.61,37.18,173.56,14.15,121.98,7.77,40.69,43.88,33.92,277.33,11.41,50.71,120.31,18.16,120.28,18.79,18.62,51.3,25.84,26.09,142.39,42.1,38.08,65.51,70.49,54.03,29.88
2019-03-06,91.48,21.47,197.0831,15.78,75.6,47.47,26.11,45.7344,121.51,104.59,151.68,115.989,49.22,62.9615,30.98,38.09,171.43,14.09,117.83,8.02,40.2,42.82,34.77,275.01,11.86,49.72,116.92,18.68,121.06,19.17,18.28,49.43,26.07,27.13,141.28,41.42,38.08,65.12,69.82,53.68,29.29
2019-03-07,91.49,21.46,207.1104,15.77,73.94,48.47,26.19,46.4127,122.84,104.74,151.64,116.3195,49.68,63.0051,31.04,38.2,171.17,14.41,117.64,8.03,40.03,42.53,34.98,274.46,11.9,49.57,116.77,18.69,121.57,19.39,18.04,49.15,25.99,27.33,140.99,41.12,38.08,63.9,69.81,53.71,28.89
2019-03-08,91.49,21.31,208.8104,15.79,77.97,45.86,23.77,47.963,122.24,104.66,154.29,113.3817,49.74,63.5108,30.39,36.62,174.73,14.37,126.03,7.46,40.8,44.4,33.45,278.44,11.17,51.39,124.39,17.49,121.21,19.22,18.23,52.22,25.93,25.35,143.06,41.96,38.48,64.9,71.31,54.41,29.41
2019-03-11,91.5,21.23,211.7832,15.89,79.28,45.1,23.71,47.2847,122.98,104.95,154.37,113.3817,49.55,64.1472,30.23,36.22,175.69,14.48,127.5,7.37,40.98,44.87,33.12,279.49,10.98,52.12,126.46,17.2,122.06,19.6,17.87,53.07,25.88,24.61,143.54,42.13,38.53,65.32,71.73,54.43,29.86
2019-03-12,91.51,21.23,214.8923,15.99,79.45,45.01,22.95,48.5443,123.84,104.91,154.98,114.1253,50.32,63.0487,30.01,35.69,177.01,14.51,129.06,7.29,41.34,45.76,32.44,281.34,10.76,52.39,128.99,16.86,121.83,19.51,17.96,54.22,25.76,24.38,144.46,42.22,38.36,65.98,72.2,54.74,30.09
2019-03-13,91.51,21.23,212.5832,15.92,78.15,45.76,23.33,49.9009,122.41,104.76,154.35,112.9961,50.5,63.5195,30.06,35.83,176.71,14.24,126.86,7.42,41.21,45.65,32.53,281.16,10.79,52.81,129.7,16.74,120.95,19.09,18.33,53.98,25.84,23.96,144.34,42.0,38.15,66.05,72.35,54.69,29.57
2019-03-14,91.52,21.24,212.365,15.92,81.54,43.71,23.0,48.2537,122.97,105.09,154.76,113.7857,50.89,64.1734,29.8,35.23,178.35,14.33,137.79,6.77,41.57,46.33,32.07,281.31,10.54,53.33,134.35,16.15,121.75,19.43,18.04,55.32,25.8,23.51,145.01,42.57,37.97,65.51,72.99,54.7,29.58
2019-03-15,91.53,21.09,215.0832,16.0,84.14,42.33,23.28,49.4164,123.04,104.95,155.75,114.9791,51.45,63.6939,29.72,35.02,178.45,14.39,136.89,6.82,41.68,46.78,31.73,282.33,10.43,53.24,136.0,15.95,121.68,19.41,18.05,55.82,25.77,23.57,145.55,43.05,38.21,66.42,73.3,54.78,29.79
2019-03-18,91.53,21.09,215.5014,16.04,83.75,42.16,22.87,49.368,123.38,104.88,154.96,116.2185,52.23,63.1185,29.63,34.79,179.05,14.4,142.18,6.53,41.79,46.86,31.68,282.4,10.34,53.01,136.6,15.79,121.41,19.24,18.1,56.38,25.74,23.76,145.52,43.06,37.8,66.24,73.45,54.74,29.77
2019-03-19,91.53,21.21,215.4377,16.16,84.21,41.94,21.82,49.5133,124.18,105.61,153.26,117.6599,52.63,62.7785,29.4,34.38,179.76,14.54,138.13,6.72,41.61,46.39,31.94,281.55,10.18,52.76,135.22,15.95,122.68,19.82,17.54,57.01,25.59,23.96,144.92,43.05,37.57,66.82,73.25,54.51,29.75
2019-03-20,91.56,21.1,217.765,16.08,84.46,41.75,20.9,49.7555,123.68,105.56,155.27,117.7976,52.17,63.7549,28.96,33.36,182.57,14.5,152.45,6.01,42.51,47.92,30.92,284.73,9.71,53.11,145.63,14.73,122.95,19.95,17.43,59.65,25.75,23.65,146.62,43.15,38.32,67.29,75.09,55.15,30.29
2019-03-21,91.56,21.55,215.965,15.94,77.09,45.44,22.5,48.3506,123.97,106.34,149.62,117.7885,50.72,63.4497,29.61,34.83,178.56,14.45,139.48,6.52,41.05,45.18,32.66,279.25,10.36,50.02,134.99,15.81,124.86,20.86,16.61,55.75,25.8,26.36,143.56,41.85,37.68,65.47,73.32,55.08,29.11
2019-03-22,91.56,21.71,215.4287,16.0,77.73,45.09,22.72,47.8661,124.92,106.61,150.28,119.2298,51.56,63.3975,29.65,34.94,178.22,14.56,134.16,6.78,40.93,45.02,32.76,279.04,10.41,50.02,133.46,15.99,125.06,20.98,16.54,55.4,25.8,26.41,142.69,41.96,38.17,65.5,73.0,55.19,29.13
2019-03-25,91.57,21.64,217.3378,16.03,78.22,44.77,22.41,48.9319,124.3,106.52,151.86,120.2856,51.94,63.7985,29.53,34.64,179.05,14.47,138.24,6.57,41.3,46.03,32.07,281.12,10.27,51.39,135.63,15.74,124.97,20.91,16.58,56.16,25.88,25.0,143.79,42.1,38.2,66.44,73.4,55.66,29.36
2019-03-26,91.58,21.76,217.6469,15.94,75.82,46.14,22.75,48.2537,123.65,106.83,151.27,118.2199,52.16,63.3887,29.71,35.05,177.9,14.32,132.18,6.86,40.86,45.34,32.51,279.65,10.47,51.02,133.42,15.98,126.12,21.45,16.14,55.06,25.91,25.37,143.13,41.64,38.57,65.97,72.98,55.47,29.47
2019-03-27,91.6,21.64,219.2923,15.89,77.33,45.2,22.56,47.9145,121.9,106.84,152.62,118.3852,52.05,63.1359,29.65,34.92,178.31,14.07,131.49,6.89,41.14,45.87,32.16,280.71,10.4,51.54,134.89,15.83,126.56,21.69,15.99,55.41,26.0,24.82,143.76,42.0,38.56,66.22,73.28,55.74,29.56
2019-03-28,91.6,21.56,220.1287,15.9,79.78,43.85,22.11,48.399,122.01,106.67,153.09,119.1288,52.31,62.8482,29.42,34.4,179.66,14.18,137.54,6.57,41.57,46.76,31.54,282.48,10.17,52.36,138.63,15.38,126.44,21.65,16.01,56.66,26.03,24.03,144.71,42.5,38.55,66.12,74.0,56.11,29.68
2019-03-29,91.44,21.37,221.9924,16.05,83.57,41.71,20.94,48.9319,121.53,105.72,154.76,118.477,52.13,63.4323,29.03,33.49,182.04,14.15,147.67,6.09,42.51,48.36,30.47,285.83,9.78,52.82,144.32,14.73,124.37,20.69,16.71,58.89,26.01,23.61,146.39,43.14,38.93,66.99,75.01,55.92,30.22
2019-04-01,91.43,21.26,218.6378,16.09,82.7,42.17,20.49,49.6102,121.98,105.9,154.36,118.7249,52.09,63.3713,28.94,33.28,182.73,14.16,148.14,6.07,42.62,48.41,30.45,285.97,9.66,52.89,145.85,14.58,124.6,20.8,16.63,59.54,26.04,23.55,146.38,43.01,38.91,66.53,75.27,55.46,30.04
2019-04-02,91.44,21.11,220.4378,16.11,84.51,41.23,19.95,48.9319,121.8,105.57,155.16,116.6409,51.07,63.6677,28.78,32.9,183.78,14.2,158.23,5.66,43.0,48.65,30.3,286.42,9.5,52.7,149.34,14.23,123.52,20.27,17.04,60.57,26.0,23.72,146.73,43.22,39.2,65.89,75.88,55.19,30.15
2019-04-03,91.47,21.12,222.1832,16.12,86.03,40.5,20.15,48.5928,122.11,105.68,155.92,115.3188,50.56,63.3185,28.79,32.92,183.71,14.22,158.83,5.65,43.0,49.01,30.07,287.18,9.52,52.94,147.59,14.42,123.87,20.44,16.91,60.48,26.03,23.5,147.04,43.5,39.75,66.44,75.56,55.4,30.63
2019-04-04,91.47,21.03,223.5196,16.17,87.81,39.67,19.58,48.4959,121.98,105.73,157.38,116.5858,50.76,63.4669,28.66,32.6,184.66,14.17,162.46,5.51,43.34,49.66,29.7,288.57,9.37,53.51,149.38,14.24,124.03,20.5,16.86,61.39,26.06,23.01,147.78,43.85,40.33,67.61,75.92,55.59,30.89
2019-04-05,91.47,21.04,224.1105,16.23,87.87,39.64,19.42,45.9766,122.51,105.56,157.12,116.7419,51.36,62.8645,28.58,32.43,185.13,14.31,163.63,5.47,43.4,49.81,29.59,288.79,9.3,53.65,151.17,14.07,123.59,20.3,17.04,61.87,25.97,22.9,147.91,43.82,40.39,67.91,76.21,55.82,30.98
2019-04-08,91.48,21.21,222.6469,16.2,87.47,39.83,19.55,44.6685,123.15,105.75,155.2,116.8153,51.16,62.4455,28.7,32.67,184.48,14.28,158.11,5.66,42.87,49.01,30.08,287.31,9.4,52.68,148.97,14.28,123.98,20.47,16.87,61.19,25.98,23.73,147.02,43.76,39.81,67.08,75.85,55.75,30.2
2019-04-09,91.48,21.12,223.2832,16.34,88.69,39.25,19.53,44.3779,123.53,106.0,157.31,116.7694,51.15,62.9169,28.55,32.34,185.47,14.28,162.17,5.52,43.32,49.51,29.77,288.29,9.25,53.39,152.13,13.96,124.28,20.61,16.78,62.18,25.94,23.06,147.7,43.97,40.2,67.33,76.38,55.91,30.28
2019-04-10,91.51,21.04,219.3105,16.26,85.75,40.55,19.93,44.1841,121.95,105.76,157.11,114.8965,50.91,62.655,28.61,32.49,185.03,14.02,161.77,5.52,43.34,49.47,29.81,288.21,9.33,53.95,151.38,14.04,123.55,20.26,17.05,61.71,26.02,22.59,147.69,43.46,40.47,67.38,76.28,56.02,29.79
2019-04-11,91.51,20.99,219.956,16.31,87.4,39.77,20.01,43.6027,121.83,105.27,157.68,112.9778,50.21,63.3884,28.49,32.22,185.83,14.05,168.5,5.3,43.97,50.45,29.22,290.16,9.2,55.15,154.39,13.74,122.67,19.81,17.42,62.47,25.96,21.56,148.68,43.73,40.59,67.56,76.81,56.2,29.84
2019-04-12,91.52,21.12,223.9378,16.28,86.15,40.3,20.49,43.5058,121.6,105.41,157.17,113.9142,50.36,63.0828,28.48,32.2,185.86,14.06,164.91,5.41,43.7,50.35,29.28,289.97,9.21,55.5,154.37,13.75,122.98,19.95,17.3,62.52,25.95,21.31,148.56,43.5,40.63,67.16,76.78,56.53,29.72
2019-04-15,91.52,20.97,223.0378,16.22,88.12,39.42,19.87,44.281,120.51,105.05,157.54,110.1317,49.41,67.4478,28.4,32.0,186.5,14.07,180.62,4.9,43.99,50.43,29.23,290.16,9.11,55.66,156.61,13.57,122.21,19.62,17.62,63.13,26.01,21.14,148.6,43.85,40.83,67.6,77.17,56.54,29.85
2019-04-16,91.54,21.03,223.2378,16.16,88.89,39.09,19.78,44.1841,120.28,105.07,156.1,106.9552,48.51,66.4875,28.31,31.8,187.15,14.05,188.84,4.68,43.68,50.03,29.47,289.45,9.02,55.52,159.1,13.33,122.26,19.61,17.62,63.76,25.99,21.27,148.05,43.96,40.88,67.51,77.6,56.82,29.86
2019-04-17,91.55,21.04,223.4651,16.21,88.56,39.27,19.69,45.2984,120.37,105.32,155.64,105.7617,48.39,65.4748,28.27,31.74,187.39,14.06,189.2,4.66,43.82,50.3,29.29,290.02,9.0,55.95,160.38,13.23,122.9,19.94,17.32,63.96,26.13,20.96,148.27,44.01,41.08,67.19,77.82,56.87,29.31
2019-04-18,91.55,21.03,221.2923,16.29,86.95,40.02,19.44,45.153,120.37,105.17,155.23,106.0096,48.1,65.0907,28.2,31.53,187.92,14.08,189.28,4.67,43.92,50.39,29.23,290.27,8.92,56.19,161.44,13.14,122.31,19.63,17.6,64.5,26.07,20.76,148.31,43.75,40.77,68.61,78.0,56.89,29.03
2019-04-22,91.55,21.04,223.256,16.31,87.52,39.71,17.8,45.2015,120.12,105.36,157.57,107.8641,48.66,66.0772,27.85,30.74,190.31,13.91,194.96,4.53,44.34,51.75,28.46,292.88,8.58,56.4,166.92,12.72,122.57,19.75,17.5,66.95,26.16,20.59,149.8,43.85,41.23,68.5,78.85,56.71,29.5
2019-04-23,91.57,21.14,225.4196,16.25,83.81,41.42,18.29,45.153,120.47,105.76,158.06,108.3323,48.37,65.5359,27.95,30.94,189.71,14.0,200.61,4.39,44.3,51.48,28.66,292.23,8.66,55.73,167.05,12.72,123.57,20.24,17.06,66.3,26.29,21.09,149.6,43.34,40.87,67.3,78.88,56.83,29.35
2019-04-24,91.59,21.24,223.2741,16.22,83.48,41.58,18.55,44.1841,120.57,105.63,156.75,108.5435,48.43,65.9986,27.83,30.73,190.48,14.0,189.69,4.63,43.95,51.34,28.73,292.05,8.58,55.2,166.55,12.73,123.39,20.14,17.14,67.04,26.34,21.5,149.35,43.26,40.26,67.09,78.86,56.47,28.69
2019-04-25,91.58,21.23,221.656,16.03,84.3,41.12,18.95,46.3642,121.37,105.91,158.27,110.0491,48.93,66.5137,27.82,30.66,190.65,14.1,184.94,4.75,44.05,52.02,28.34,293.41,8.55,56.11,164.74,12.87,123.81,20.31,16.97,67.28,26.31,20.79,150.16,43.46,40.48,66.22,78.56,56.98,29.05
2019-04-26,91.59,21.12,222.0741,16.04,84.79,40.87,18.5,47.1394,120.83,105.69,159.03,109.8012,49.44,67.3168,27.77,30.56,191.02,13.99,183.97,4.77,44.13,52.2,28.24,293.87,8.5,55.69,164.83,12.88,123.02,19.94,17.28,67.64,26.25,21.1,150.38,43.38,40.73,66.16,78.58,57.05,29.09
2019-04-29,91.6,21.29,223.2105,16.09,84.54,41.04,19.15,49.2711,121.2,105.9,158.29,107.451,49.01,68.2248,27.99,31.0,189.54,14.02,188.05,4.67,44.16,52.3,28.19,294.02,8.7,55.67,165.83,12.79,123.65,20.23,17.05,66.09,26.17,21.09,150.39,43.41,40.66,66.11,78.71,57.71,28.83
2019-04-30,91.43,21.35,219.6287,16.04,82.72,41.9,18.97,48.9319,120.4,105.64,156.79,108.4976,49.13,67.1422,28.1,31.28,188.93,13.75,183.44,4.78,43.73,51.15,28.82,291.81,8.8,54.62,164.57,12.91,123.9,20.45,16.86,65.33,26.2,21.9,149.27,43.17,40.6,64.79,78.51,57.0,28.12
2019-05-01,91.44,21.45,220.6288,15.86,83.18,41.69,18.69,49.6586,119.94,105.34,157.52,108.7546,48.87,65.9637,28.2,31.5,188.11,13.71,189.55,4.62,43.6,50.8,29.01,291.18,8.9,54.53,161.79,13.12,123.31,20.17,17.1,64.53,26.26,21.96,149.02,43.23,41.02,63.66,78.1,56.98,28.1
2019-05-02,91.45,21.23,222.3833,15.87,86.35,40.16,17.63,50.8698,120.65,105.48,160.53,107.3316,47.49,64.9772,27.75,30.52,191.11,13.96,193.35,4.53,44.09,52.25,28.15,294.03,8.48,55.86,166.36,12.74,123.66,20.33,16.96,67.57,26.16,20.92,150.63,43.79,41.54,64.25,78.84,57.41,29.21
2019-05-03,91.46,21.31,222.0287,15.92,81.02,42.59,18.31,50.5307,120.81,105.75,160.71,107.0929,47.75,64.8113,27.91,30.9,189.94,13.98,183.85,4.77,43.67,51.64,28.51,292.82,8.63,54.32,162.63,13.04,124.0,20.5,16.81,66.36,26.18,22.02,150.15,42.86,41.22,64.31,78.23,57.32,28.97
2019-05-06,91.47,21.46,218.3468,15.72,76.08,45.16,19.7,48.9804,121.21,106.11,157.53,105.523,47.43,63.5455,28.48,32.12,186.24,13.98,170.43,5.11,42.74,49.06,29.97,287.93,9.14,49.86,151.95,13.88,124.95,20.99,16.44,62.5,26.2,25.71,147.56,42.05,40.52,63.75,76.55,56.75,28.52
2019-05-07,91.47,21.52,219.4014,15.74,75.93,45.29,20.07,49.2226,120.91,105.91,156.76,106.7257,48.41,64.1828,28.57,32.34,185.77,13.89,166.34,5.23,42.66,48.83,30.08,287.53,9.21,50.52,151.36,13.96,124.41,20.69,16.64,61.95,26.21,25.21,147.32,41.94,40.23,63.75,76.46,56.74,28.16
2019-05-08,91.48,21.62,221.9356,15.66,72.15,47.55,20.48,48.6412,121.2,106.19,156.19,106.3126,48.45,63.5979,28.69,32.62,184.77,13.83,160.42,5.41,42.47,48.45,30.36,286.66,9.36,50.61,148.3,14.23,124.92,20.94,16.43,60.97,26.16,25.15,146.85,41.35,40.28,63.75,75.94,56.62,28.15
2019-05-09,91.5,21.66,225.1715,15.69,73.48,46.7,20.89,49.0773,121.43,106.12,156.62,106.6982,48.28,64.1042,28.68,32.55,185.0,13.84,160.89,5.39,42.48,48.97,29.95,288.1,9.35,52.56,149.52,14.13,124.75,20.87,16.52,61.14,26.15,23.25,147.53,41.69,40.42,64.05,76.18,57.31,28.12
2019-05-10,91.49,22.14,220.5226,15.61,66.21,51.32,23.68,47.8176,122.67,106.65,151.63,104.9997,47.37,63.3273,29.68,34.82,178.58,13.84,138.18,6.17,40.71,45.36,32.2,280.86,10.32,48.7,132.7,15.72,125.73,21.35,16.14,54.82,26.15,26.63,143.8,40.28,39.52,62.95,73.31,56.77,27.05
2019-05-13,91.5,21.92,221.261,15.82,68.67,49.29,22.86,49.9978,122.46,106.55,153.54,105.523,47.0,64.2876,29.37,34.09,180.54,13.86,148.07,5.71,41.43,46.51,31.41,283.4,9.98,49.99,139.13,14.96,125.36,21.16,16.29,56.54,26.21,25.2,145.1,40.84,40.09,63.72,74.49,57.04,27.32
2019-05-14,91.51,21.92,223.0294,15.96,69.18,48.99,21.88,49.7071,122.39,106.89,154.04,106.1473,46.94,67.6573,28.94,33.16,183.09,13.85,151.7,5.57,41.72,47.33,30.81,285.06,9.57,51.03,143.3,14.47,126.13,21.53,15.99,58.89,26.22,24.16,145.96,40.95,40.2,64.05,75.3,57.49,27.43
2019-05-15,91.52,21.86,225.5544,16.05,68.31,49.62,21.57,49.0773,121.51,106.68,155.0,107.7676,46.79,67.9629,28.65,32.48,184.93,13.65,144.0,5.86,42.01,48.62,30.02,287.7,9.28,52.13,147.79,14.04,125.71,21.33,16.15,60.73,26.29,23.13,147.28,40.85,40.5,64.4,75.99,57.94,27.34
2019-05-16,91.53,22.04,226.3839,15.9,64.61,52.34,23.87,48.4475,120.65,106.73,152.84,107.1029,46.79,67.8494,28.97,33.14,183.04,13.52,135.49,6.21,41.43,47.73,30.59,285.84,9.57,51.77,143.95,14.41,125.99,21.47,16.04,58.84,26.35,23.42,146.24,40.07,40.04,63.75,75.38,57.75,26.91
2019-05-17,91.54,22.15,226.8853,15.97,63.6,53.14,25.81,47.8661,120.64,106.55,151.78,107.306,47.26,68.3557,29.44,34.25,179.95,13.55,119.25,6.95,40.87,46.74,31.21,283.95,10.05,51.43,136.29,15.18,125.73,21.32,16.15,55.89,26.33,23.76,145.2,39.93,39.65,63.78,74.07,57.61,26.36
2019-05-20,91.54,22.03,227.8241,15.98,65.95,51.1,24.81,48.2537,120.36,106.43,153.82,107.6291,47.53,69.9009,29.17,33.58,181.83,13.53,126.75,6.51,41.54,47.99,30.37,286.51,9.76,52.63,141.18,14.62,125.53,21.22,16.24,57.57,26.37,22.63,146.62,40.47,40.38,64.52,74.98,57.49,26.77
2019-05-21,91.56,22.16,227.4413,15.75,65.18,51.75,25.32,47.963,120.24,106.75,152.53,108.9216,48.4,70.2327,29.27,33.85,181.02,13.54,118.82,6.92,41.05,47.57,30.64,285.63,9.87,52.97,138.98,14.88,126.25,21.55,15.98,56.82,26.39,22.35,146.09,40.3,39.8,63.52,74.59,57.75,26.19
2019-05-22,91.58,22.37,226.548,15.42,62.64,53.79,27.02,46.3158,121.17,107.4,149.39,107.8414,48.38,69.5866,29.74,34.88,178.25,13.68,112.81,7.27,40.21,45.89,31.76,282.14,10.32,51.17,131.72,15.65,127.67,22.29,15.43,54.14,26.34,23.86,144.23,39.79,39.26,61.39,73.28,57.73,25.54
2019-05-23,91.58,22.31,225.4268,15.63,62.77,53.71,27.2,45.7828,121.3,107.37,150.79,107.823,48.59,70.0319,29.76,35.0,178.16,13.65,109.88,7.46,40.34,46.06,31.62,282.78,41.4,51.71,131.84,15.66,127.78,22.34,15.4,54.06,26.25,23.37,144.58,39.85,39.77,61.62,73.3,57.52,25.55
2019-05-24,91.59,22.35,224.5243,15.76,63.14,53.3,27.1,45.3468,120.83,107.84,149.59,106.872,47.94,69.3946,29.89,35.23,177.49,13.46,106.89,7.65,40.05,44.8,32.5,280.15,41.92,50.95,130.33,15.81,128.79,22.85,15.06,53.48,26.36,24.05,143.31,39.97,39.18,60.98,73.09,56.58,25.25
2019-05-28,91.59,22.41,219.4014,15.7,64.57,52.15,28.06,45.3953,120.87,107.8,148.34,106.6227,47.03,69.7874,30.13,35.8,176.03,13.52,108.34,7.55,39.83,43.88,33.13,278.27,42.94,50.42,128.06,16.08,129.09,23.02,14.93,52.14,26.42,24.5,142.33,40.31,38.67,60.59,72.66,56.17,25.16
2019-05-29,91.62,22.49,220.1762,15.54,65.65,51.26,28.19,45.8797,121.69,108.19,147.93,107.0013,47.18,69.962,29.99,35.54,176.77,13.6,110.81,7.39,39.81,44.25,32.92,279.03,42.41,50.91,130.42,15.81,130.2,23.61,14.56,52.76,26.43,24.05,142.61,40.49,38.94,59.82,73.11,56.41,24.73
2019-05-30,91.62,22.72,218.3896,15.13,66.46,50.69,29.77,45.7344,123.33,108.91,145.86,107.0382,47.2,69.2112,30.49,36.68,173.95,13.65,106.0,7.69,39.0,42.52,34.2,275.27,44.44,49.82,123.99,16.58,131.83,24.5,14.01,50.22,26.32,25.08,140.69,40.64,38.36,58.77,71.89,55.61,24.4
