Date,AAPL,AMD,AMZN,BSV,LABU,MSFT,NVDA,SQQQ,TQQQ,TSLA,TSM,UVXY
2015-05-28,29.3912,2.27,21.3615,80.37,40.31,41.1261,0.5358,22.9,116.9,16.7333,24.02,40.19
2015-05-29,29.1784,2.29,21.52,80.33,42.69,40.8053,0.539,22.87,116.99,16.7607,24.15,39.54
2015-06-01,29.0843,2.26,21.5035,80.15,41.02,40.6926,0.5382,23.28,114.97,16.5947,23.98,40.6
2015-06-02,29.2635,2.3,21.72,80.1,41.88,41.0741,0.5324,22.87,116.79,16.5467,23.78,40.34
2015-06-03,29.0216,2.28,21.72,80.09,41.8,40.5712,0.522,23.4,114.35,16.5,23.31,40.52
2015-06-04,29.0037,2.31,21.483,79.92,41.32,40.155,0.5329,23.64,113.07,16.4,22.82,42.35
2015-06-05,28.8693,2.31,21.281,79.98,44.04,40.1463,0.537,23.75,112.53,16.7233,22.91,41.15
2015-06-08,28.3766,2.35,21.148,79.98,43.57,39.6781,0.5269,24.62,108.5,17.0267,22.9,42.67
2015-06-09,28.6498,2.31,21.323,79.94,41.55,39.7041,0.5227,24.31,109.79,16.7933,23.06,40.23
2015-06-10,28.932,2.34,21.6145,79.94,43.34,40.4584,0.5196,23.29,114.37,16.884,23.65,37.04
2015-06-11,28.7103,2.31,21.5625,79.95,43.25,40.0769,0.5218,23.81,111.98,16.6807,23.5,37.28
2015-06-12,28.2422,2.32,21.383,80.04,40.5,39.4093,0.5082,24.55,108.38,16.6467,23.41,39.0
2015-06-15,28.4505,2.32,21.2075,80.02,41.68,39.3226,0.509,24.47,108.78,16.6753,23.24,41.07
2015-06-16,28.605,2.37,21.418,80.03,42.86,39.6521,0.516,23.87,111.52,16.8113,23.56,38.42
2015-06-17,28.4953,2.5,21.515,80.13,44.51,40.0769,0.5266,23.55,112.81,17.4667,23.59,37.54
2015-06-18,28.6028,2.53,22.013,80.17,48.25,40.5712,0.531,22.7,116.93,17.4933,23.61,36.2
2015-06-19,28.5535,2.61,21.85,80.14,50.0,40.1723,0.5302,22.52,117.55,17.4767,23.69,35.12
2015-06-22,28.5513,2.62,21.7795,80.03,53.73,39.9989,0.5281,22.49,118.0,17.3547,24.0,33.24
2015-06-23,28.4908,2.6,22.2485,80.06,52.53,39.6,0.5128,22.58,117.42,17.7987,23.96,32.19
2015-06-24,28.8604,2.62,21.9035,80.03,50.01,39.9122,0.5085,22.57,117.38,17.7633,24.04,32.47
2015-06-25,28.5938,2.54,22.088,79.98,48.29,39.5827,0.5082,23.03,115.21,17.926,23.91,33.17
2015-06-26,28.0989,2.41,21.749,80.07,44.48,39.0538,0.4961,24.24,109.18,17.4633,22.67,37.28
2015-06-29,28.1235,2.43,21.71,80.18,45.2,38.7676,0.4898,24.54,107.75,17.6533,22.85,39.89
2015-06-30,28.4214,2.47,21.9675,79.98,49.75,38.5508,0.4988,24.07,109.68,18.074,22.98,39.3
2015-07-01,28.3161,2.43,21.85,80.09,47.22,38.5682,0.4935,24.05,109.53,18.68,23.03,37.77
2015-07-02,27.9824,2.46,21.7615,80.2,42.75,38.1173,0.4901,24.73,106.62,18.592,23.0,46.67
2015-07-06,28.1952,2.04,21.784,80.3,46.41,38.4468,0.4852,24.3,108.42,18.3333,22.81,44.61
2015-07-07,27.8794,2.07,21.7175,80.27,44.6,38.5335,0.4763,24.76,106.38,17.288,22.59,43.53
2015-07-08,27.7383,2.04,21.745,80.26,43.77,38.8023,0.4831,24.45,107.28,17.272,22.61,42.91
2015-07-09,27.3105,2.0,22.0245,80.13,44.97,39.0277,0.4758,24.49,106.8,17.4813,22.46,43.73
2015-07-10,28.0026,1.97,22.4145,80.01,48.56,39.0017,0.4828,23.69,110.35,17.4833,22.68,36.76
2015-07-13,28.2288,2.03,23.116,80.07,51.27,39.4093,0.4818,23.0,113.81,17.4733,22.8,33.27
2015-07-14,28.1571,2.07,23.152,80.05,55.86,39.6087,0.4802,22.52,116.06,17.7827,22.91,32.3
2015-07-15,28.6095,1.97,23.275,80.08,56.1,39.8948,0.4809,21.99,118.59,17.6147,22.0,30.26
2015-07-16,28.9096,1.87,23.885,80.1,57.92,40.3631,0.4869,21.12,123.65,18.1667,22.96,27.74
2015-07-17,29.3329,1.82,24.6285,80.02,59.4,40.4498,0.4857,20.53,127.04,18.3333,22.62,27.53
2015-07-20,29.754,1.82,24.395,80.02,57.91,40.5625,0.4758,20.4,127.6,18.0033,22.94,27.18
2015-07-21,27.3217,1.8,24.2995,80.08,51.58,39.4006,0.4756,21.41,121.41,17.418,22.54,28.38
2015-07-22,28.2646,1.8,24.583,80.02,56.33,39.2532,0.4707,21.07,123.16,17.9767,22.12,26.22
2015-07-23,28.0675,1.76,28.9495,80.08,52.43,39.8081,0.4789,21.02,123.31,17.8253,22.05,27.42
2015-07-24,27.5681,1.67,26.3875,80.18,47.13,39.8341,0.4659,22.41,115.82,17.4953,21.57,31.41
2015-07-27,27.633,1.62,26.8,80.19,48.05,39.522,0.4685,22.23,116.57,17.05,21.71,30.27
2015-07-28,27.5815,1.77,26.546,80.13,51.3,39.3659,0.4765,21.82,118.67,17.618,21.82,27.05
2015-07-29,27.3956,1.94,26.3825,80.09,46.81,40.1116,0.4821,21.87,118.43,17.5127,22.28,26.66
2015-07-30,27.4583,1.94,26.9545,80.23,47.05,41.0047,0.4864,21.21,122.05,17.84,22.57,25.78
2015-07-31,27.212,1.93,26.8725,80.14,48.57,40.7359,0.4867,21.47,120.68,17.7527,21.9,25.86
2015-08-03,26.2982,2.18,26.4845,80.19,48.45,40.5365,0.4893,21.71,119.12,17.334,21.83,25.6
2015-08-04,25.2971,2.11,26.94,80.0,49.05,41.603,0.5051,21.44,120.66,17.572,21.55,25.22
2015-08-05,26.091,2.15,26.965,79.99,48.75,41.3689,0.4969,21.26,121.8,16.636,21.55,25.11
2015-08-06,25.7783,2.1,26.458,80.04,41.21,40.2243,0.5436,22.5,114.75,16.2387,21.25,26.78
2015-08-07,26.217,1.92,26.426,80.01,40.5,40.7099,0.5523,21.96,117.35,15.8767,21.04,25.1
2015-08-10,26.505,1.91,26.1825,80.15,37.06,40.5972,0.567,22.02,117.15,15.81,21.1,26.26
2015-08-11,25.3171,1.88,26.1875,80.21,35.01,40.0509,0.5634,22.98,112.08,15.6667,20.53,29.51
2015-08-12,26.1068,1.9,26.3685,80.08,38.12,40.8053,0.5748,22.15,116.13,15.9907,20.57,26.07
2015-08-13,25.7198,1.8,26.4125,80.01,35.3,40.3457,0.5687,22.52,114.25,16.4827,20.35,25.85
2015-08-14,26.1068,1.82,26.5645,80.08,33.23,40.5885,0.5687,22.39,114.76,17.0373,19.9,26.35
2015-08-17,26.1945,1.79,26.752,80.02,38.05,40.8824,0.5643,21.81,117.8,17.0253,20.14,25.43
2015-08-18,26.1202,1.8,26.687,80.03,34.78,40.83,0.5602,22.25,115.5,17.3553,20.0,26.56
2015-08-19,25.6658,1.79,26.5195,80.2,32.67,40.2103,0.5524,23.01,111.07,16.804,19.79,29.09
2015-08-20,24.8446,1.68,25.368,80.21,26.89,39.5382,0.5347,25.35,100.5,15.7333,19.24,34.62
2015-08-21,21.3439,1.69,23.179,80.34,21.0,35.3051,0.4926,35.82,75.05,13.5193,17.72,68.37
2015-08-24,24.9976,1.82,24.3745,80.26,29.0,37.1554,0.5254,27.4,89.81,15.368,19.67,43.24
2015-08-25,24.0932,1.69,24.201,80.2,27.0,36.6667,0.5089,28.32,86.79,15.1953,19.34,55.63
2015-08-26,25.2496,1.74,25.6855,80.19,30.25,37.7315,0.5356,25.16,95.78,15.4,19.6,49.93
2015-08-27,25.2361,1.75,25.875,80.27,30.0,37.8799,0.55,24.77,97.08,16.124,19.63,61.15
2015-08-28,25.2046,1.82,25.822,80.18,32.38,38.0195,0.5497,24.78,96.95,16.3747,20.15,64.54
2015-08-31,24.7816,1.77,24.957,80.04,27.02,36.8063,0.5305,27.18,87.92,16.0227,19.35,80.1
2015-09-01,24.7996,1.75,25.2545,80.06,29.02,36.9722,0.5383,26.21,90.51,16.3533,19.65,77.8
2015-09-02,25.3081,1.76,25.725,80.18,31.51,37.8886,0.5478,25.0,94.46,16.804,20.15,64.62
2015-09-03,24.5161,1.76,24.8825,80.15,27.05,37.3649,0.532,26.74,88.17,16.0593,19.75,74.91
2015-09-04,25.1416,1.85,25.4345,80.15,30.75,37.7926,0.5415,25.08,93.7,16.3367,19.96,68.92
2015-09-08,25.5938,1.9,26.2,80.06,33.42,38.5869,0.5529,23.5,99.54,16.8033,20.45,57.52
2015-09-09,24.8086,1.84,25.7575,80.07,29.01,37.6355,0.5371,25.26,92.51,16.482,19.8,71.24
2015-09-10,25.1506,1.88,26.0535,80.15,31.77,37.653,0.5427,24.69,94.58,16.5093,19.72,64.27
2015-09-11,26.2282,2.0,26.472,80.19,33.61,37.9061,0.5531,23.66,98.5,16.74,19.99,60.53
2015-09-14,26.082,1.84,26.1625,80.15,33.5,37.6966,0.5517,23.95,97.29,16.85,20.16,59.14
2015-09-15,26.154,1.87,26.099,80.0,34.19,38.3774,0.5565,23.3,100.08,16.8693,20.58,45.16
2015-09-16,26.0213,1.9,26.349,80.01,33.07,38.6567,0.5711,22.98,101.47,17.5973,20.58,42.38
2015-09-17,25.2451,1.87,26.731,80.22,34.5,37.9672,0.5587,23.89,97.28,17.1973,20.52,50.92
2015-09-18,25.5735,1.87,27.2165,80.28,37.34,38.0719,0.5667,23.47,99.04,17.5987,20.56,49.94
2015-09-21,25.5083,1.8,26.9855,80.29,28.92,37.8624,0.5595,24.74,93.85,17.2687,20.17,50.43
2015-09-22,25.5645,1.76,26.915,80.3,28.6,38.3425,0.5568,24.51,94.73,17.4633,19.65,50.97
2015-09-23,25.4791,1.68,26.5275,80.31,27.47,37.9235,0.5556,25.37,91.34,17.302,19.89,53.31
2015-09-24,26.1967,1.75,27.1285,80.22,28.8,38.8225,0.5767,24.06,96.17,17.774,20.16,47.14
2015-09-25,25.614,1.69,26.001,80.26,20.9,38.2552,0.5738,25.9,89.53,17.1567,19.97,57.62
2015-09-28,25.3846,1.67,25.3,80.35,17.16,37.8537,0.5723,27.44,83.44,16.6973,19.65,60.05
2015-09-29,24.7861,1.7,25.272,80.36,15.93,38.2988,0.5816,26.89,85.18,16.8,20.36,56.36
2015-09-30,24.5386,1.77,25.55,80.35,16.51,39.0582,0.5991,26.09,87.77,16.5007,20.93,56.26
2015-10-01,24.3002,1.76,25.6495,80.51,15.38,38.6392,0.5842,26.94,84.82,15.7067,20.29,58.62
2015-10-02,24.7209,1.82,26.8495,80.48,20.17,39.931,0.6066,24.0,95.0,16.5893,21.0,46.99
2015-10-05,24.8896,1.8,27.275,80.49,18.99,40.4372,0.6112,23.61,96.53,16.0,21.06,43.13
2015-10-06,25.1393,1.82,27.0895,80.39,17.12,41.1093,0.6273,23.32,97.56,15.7753,21.75,43.21
2015-10-07,24.7906,1.87,26.8355,80.36,17.25,40.638,0.6297,23.63,96.35,15.3387,21.8,42.15
2015-10-08,24.7479,1.92,26.724,80.33,17.18,41.4148,0.6326,23.0,98.71,14.7287,22.31,37.84
2015-10-09,25.3621,1.96,26.998,80.35,18.37,41.0045,0.6343,22.64,100.48,14.866,22.07,37.88
2015-10-12,24.9324,1.87,27.313,80.41,16.99,40.638,0.6353,23.0,98.89,14.2187,21.82,34.84
2015-10-13,25.0381,1.92,27.567,80.55,15.9,40.7165,0.6423,23.0,98.65,14.7113,21.78,37.46
2015-10-14,24.9571,1.97,27.3875,80.55,15.63,41.0307,0.6661,22.86,99.29,14.4287,22.55,36.65
2015-10-15,25.1483,2.0,28.2635,80.46,19.03,41.0395,0.6688,21.84,103.65,14.8693,22.01,31.55
2015-10-16,24.9279,1.91,28.538,80.49,18.6,41.3886,0.6793,21.78,103.87,15.1,22.08,32.09
2015-10-19,25.0493,2.0,28.6,80.41,19.3,41.406,0.673,21.44,105.61,15.1813,22.2,28.07
2015-10-20,25.6478,2.02,28.1935,80.43,18.24,41.825,0.679,21.33,106.0,14.1327,22.32,28.69
2015-10-21,25.722,2.1,28.135,80.47,17.41,41.4846,0.6739,21.45,105.34,14.104,22.4,31.6
2015-10-22,26.2552,2.1,30.884,80.46,17.85,45.6479,0.6963,19.04,117.54,14.3333,22.75,25.89
2015-10-23,26.5657,2.21,30.115,80.42,18.22,45.8486,0.6953,19.03,117.73,14.092,22.5,28.5
2015-10-26,25.9628,2.12,30.43,80.5,18.85,47.1229,0.6883,19.08,117.27,14.3227,22.16,30.34
2015-10-27,26.307,2.14,30.615,80.47,19.51,46.7302,0.6956,18.71,119.54,14.0873,22.1,28.15
2015-10-28,26.7052,2.15,30.885,80.26,21.05,46.7302,0.6856,18.6,120.18,14.1167,21.7,27.53
2015-10-29,27.2204,2.14,31.3005,80.17,19.95,46.5381,0.68,18.4,121.6,14.0267,21.84,27.58
2015-10-30,27.1777,2.13,31.3565,80.11,19.54,46.1279,0.6917,18.54,120.54,13.928,21.86,28.09
2015-11-02,27.1754,2.16,31.4765,80.06,22.5,46.1978,0.6934,18.16,122.97,14.2567,22.23,25.98
2015-11-03,27.7019,2.27,31.388,80.04,24.0,47.2888,0.6907,17.67,126.15,15.1333,23.06,26.02
2015-11-04,27.5312,2.21,32.355,79.95,23.32,47.5593,0.6846,17.77,125.32,15.372,23.2,28.11
2015-11-05,27.364,2.19,32.75,79.77,22.68,47.2102,0.74,18.1,123.28,15.38,22.55,26.89
2015-11-06,27.3301,2.15,32.9325,79.74,22.23,47.6117,0.7592,18.15,122.86,15.5327,22.75,26.0
2015-11-09,26.4128,2.09,32.5505,79.79,22.8,47.1927,0.7534,18.86,118.33,14.8987,22.53,29.11
2015-11-10,26.2931,2.02,33.1625,80.19,23.0,46.8698,0.7493,18.49,120.39,14.518,22.45,26.38
2015-11-11,26.2682,2.05,33.65,79.92,21.0,46.6778,0.7398,19.0,117.35,14.5233,22.44,29.5
2015-11-12,26.0287,1.99,33.1785,79.92,20.02,46.3199,0.7395,19.5,113.99,14.1967,22.04,33.3
2015-11-13,25.1656,1.99,32.046,79.98,19.77,46.3287,0.7337,20.48,108.25,13.7393,21.83,37.18
2015-11-16,25.9654,2.01,32.5325,79.88,20.4,46.72,0.7408,19.42,113.88,14.3467,22.43,29.09
2015-11-17,26.1552,1.99,32.3255,79.91,20.62,46.5706,0.7419,19.26,114.88,14.3,22.34,31.88
2015-11-18,26.58,2.1,33.2495,79.95,22.25,47.4406,0.7597,18.36,120.28,14.7027,22.75,29.47
2015-11-19,26.9325,2.14,33.397,79.96,21.39,47.669,0.7648,18.08,121.94,14.8993,22.81,29.02
2015-11-20,26.9483,2.22,33.575,79.88,21.24,47.669,0.7721,17.94,122.97,14.49,22.94,28.53
2015-11-23,26.51,2.2,33.707,79.96,21.74,47.3791,0.7543,18.49,119.27,14.358,22.43,28.76
2015-11-24,26.9347,2.36,33.75,79.94,22.57,47.5284,0.7589,18.08,121.77,14.756,22.55,27.39
2015-11-25,26.7269,2.37,34.04,79.97,23.96,47.2736,0.7609,18.0,122.33,15.404,22.4,26.54
2015-11-27,26.6591,2.34,33.795,79.95,24.83,47.9238,0.7665,17.9,123.21,15.4527,22.44,26.79
2015-11-30,26.8308,2.36,33.6875,79.85,24.24,47.8096,0.7807,17.96,122.58,15.404,22.94,26.17
2015-12-01,26.5122,2.31,34.05,79.91,23.41,48.6092,0.8002,17.6,125.0,15.8,23.19,24.65
2015-12-02,26.3337,2.25,33.972,79.8,23.5,48.7586,0.7992,17.8,123.61,15.6987,23.3,25.53
2015-12-03,26.049,2.23,33.3,79.8,20.65,47.5548,0.7911,18.7,117.31,15.4973,22.79,28.48
2015-12-04,26.8828,2.26,33.737,79.82,21.39,49.0222,0.8231,17.51,124.66,15.18,23.45,24.92
2015-12-07,26.5529,2.34,33.1565,79.89,18.57,48.741,0.7977,18.31,118.85,15.168,23.0,28.07
2015-12-08,26.58,2.37,33.9,79.85,19.83,48.6531,0.8185,18.02,121.02,15.1133,22.95,28.25
2015-12-09,26.2185,2.36,33.2795,79.85,19.08,48.6707,0.8004,18.45,117.98,14.9807,22.72,30.11
2015-12-10,26.0264,2.41,32.5615,79.93,18.88,48.0732,0.7965,18.95,114.68,15.016,22.42,33.8
2015-12-11,25.3464,2.36,32.0875,79.87,17.54,47.7393,0.7933,19.53,110.9,14.5007,22.33,39.14
2015-12-14,25.2921,2.35,33.2515,79.7,17.5,48.908,0.8036,18.62,116.0,14.788,22.42,31.65
2015-12-15,25.0956,2.39,33.178,79.72,18.95,48.8025,0.806,18.41,117.41,14.8067,23.12,28.96
2015-12-16,25.3102,2.52,34.0,79.63,21.18,49.523,0.8104,17.72,121.76,15.596,23.13,26.62
2015-12-17,24.6075,2.51,33.4325,79.69,19.76,49.0046,0.7914,18.94,113.89,15.526,22.74,31.15
2015-12-18,24.2392,2.47,33.425,79.71,20.85,48.2226,0.7926,19.22,111.45,15.446,22.9,31.32
2015-12-21,24.2663,2.55,33.3415,79.73,21.3,48.3193,0.805,18.88,113.62,15.666,23.02,28.65
2015-12-22,24.237,2.76,33.325,79.48,21.06,48.9431,0.8046,18.52,115.77,15.4787,23.21,26.3
2015-12-23,24.6278,2.88,33.1675,79.58,21.52,49.0837,0.8041,18.4,116.53,15.3707,23.09,26.7
2015-12-24,24.3093,2.91,33.278,79.53,20.99,48.6356,0.8007,18.52,115.64,15.4327,23.15,28.19
2015-12-28,24.1669,3.04,33.899,79.57,21.38,49.4615,0.8089,18.1,118.53,15.3373,23.09,25.78
2015-12-29,24.533,2.99,34.5945,79.51,22.0,49.6197,0.8209,17.61,121.52,15.7733,23.07,26.3
2015-12-30,24.1782,2.97,34.304,79.57,21.43,49.2419,0.8133,18.23,117.34,15.9007,22.86,27.87
2015-12-31,23.1841,2.77,32.8145,79.58,19.7,47.7305,0.7877,19.97,106.73,15.3813,22.27,32.93
2016-01-04,23.8935,2.77,32.343,79.61,19.44,48.2665,0.8046,19.63,108.5,15.0907,22.16,30.65
2016-01-05,22.7209,2.66,31.1,79.69,17.4,47.7305,0.7892,21.05,100.98,14.6667,21.65,34.1
2016-01-06,22.2961,2.43,31.09,79.75,14.91,46.307,0.7499,21.9,96.63,14.2793,20.89,36.24
2016-01-07,22.2667,2.36,30.983,79.76,15.15,46.0171,0.7482,21.9,95.93,14.524,21.28,35.88
2016-01-08,22.3616,2.16,30.624,79.81,13.55,46.1401,0.7236,22.55,93.27,14.2673,21.16,41.73
2016-01-11,22.7186,2.4,31.2625,79.84,11.73,46.3598,0.737,22.18,94.73,14.1067,21.24,36.6
2016-01-12,22.6667,2.4,31.044,79.89,12.52,47.2736,0.7419,21.77,96.41,14.134,20.9,34.71
2016-01-13,22.1334,2.29,29.0125,79.83,9.81,45.692,0.6992,24.0,86.41,13.4807,20.75,42.64
2016-01-14,21.7358,2.1,28.612,80.06,9.0,45.0857,0.6714,25.02,81.79,13.2647,20.56,49.17
2016-01-15,22.2351,2.08,28.8545,79.97,10.18,45.235,0.675,23.85,85.82,13.914,21.41,44.65
2016-01-19,21.4872,1.81,28.218,80.07,7.8,43.917,0.654,25.9,78.99,13.2933,20.86,51.42
2016-01-20,21.9301,1.82,28.679,80.13,9.66,44.8133,0.6777,24.66,83.13,13.4367,21.15,49.64
2016-01-21,22.2848,2.11,29.4365,79.96,9.7,45.1735,0.6911,23.4,87.33,13.6533,21.82,45.6
2016-01-22,22.9378,2.01,29.8995,79.99,9.32,45.6392,0.6938,22.98,88.69,13.3373,21.71,42.88
2016-01-25,22.5785,2.14,30.1725,80.02,9.41,45.5074,0.6948,23.45,86.6,13.1133,21.78,44.66
2016-01-26,21.6996,2.08,30.0995,79.99,9.16,45.7008,0.6992,23.5,86.31,12.8253,21.77,42.6
2016-01-27,21.1913,2.16,30.4185,80.05,8.13,45.5689,0.6975,23.6,85.26,12.7193,21.78,42.06
2016-01-28,21.4172,2.09,28.599,80.16,6.91,48.0908,0.6901,23.75,84.66,12.6633,21.87,41.35
2016-01-29,21.7968,2.17,28.9075,80.07,7.0,48.2226,0.7138,22.63,88.59,12.584,22.18,38.86
2016-02-01,21.5595,2.11,28.5,80.14,7.02,47.5987,0.7075,22.41,89.45,12.828,22.3,39.91
2016-02-02,21.4646,2.04,27.675,80.23,6.8,46.7903,0.6899,23.05,86.45,12.2393,22.75,41.1
2016-02-03,21.7765,2.06,26.25,80.29,6.52,45.7798,0.6889,24.05,82.93,11.38,22.94,42.55
2016-02-04,21.9264,2.06,26.464,80.25,7.05,45.6392,0.6836,24.16,82.57,11.42,22.92,42.18
2016-02-05,21.1563,1.97,24.3235,80.31,5.87,43.5392,0.635,27.88,70.69,10.4733,22.4,49.08
2016-02-08,21.4198,1.89,23.9005,80.48,4.82,43.0735,0.6079,28.69,68.51,9.488,22.23,53.97
2016-02-09,21.7901,1.92,24.588,80.38,5.54,43.8379,0.6257,26.87,73.27,10.0333,22.67,49.05
2016-02-10,21.3062,1.82,24.5585,80.52,5.01,42.7747,0.6045,28.6,68.67,10.1333,22.15,58.69
2016-02-11,21.3971,1.89,25.535,80.46,5.48,44.1543,0.627,26.68,73.56,10.3333,22.29,54.66
2016-02-12,21.5857,1.86,25.974,80.27,6.1,45.0465,0.6367,25.19,77.68,10.58,22.59,49.71
2016-02-16,21.9605,1.85,26.437,80.24,6.67,45.5687,0.6667,24.04,81.31,10.6,23.36,45.98
2016-02-17,22.4535,1.93,27.0595,80.2,7.36,46.3121,0.7302,22.74,85.7,11.4947,24.0,43.96
2016-02-18,21.8083,1.93,26.0355,80.32,6.21,45.9935,0.7289,24.0,80.92,10.9107,23.8,45.83
2016-02-19,21.8787,1.94,27.11,80.31,7.08,46.2678,0.7533,22.81,84.87,11.3413,24.02,39.68
2016-02-22,21.8992,2.04,27.7775,80.28,6.71,46.3209,0.7628,22.77,85.27,11.744,23.74,38.23
2016-02-23,21.3494,1.98,27.2875,80.43,5.7,44.8607,0.7677,24.24,79.57,11.5167,23.08,44.37
2016-02-24,21.8196,2.02,27.776,80.43,6.28,45.7811,0.7792,22.67,85.37,11.91,23.67,39.79
2016-02-25,22.0809,2.04,28.006,80.4,6.3,46.551,0.7816,21.68,89.09,12.58,23.71,36.32
2016-02-26,22.0037,2.06,27.7,80.33,6.4,45.4448,0.7739,22.24,86.75,12.8267,23.56,38.26
2016-02-29,22.1831,2.16,27.8145,80.29,6.11,45.1085,0.7698,22.19,87.09,12.95,24.0,37.94
2016-03-01,22.8328,2.2,29.0875,80.08,6.65,46.3829,0.7975,20.7,92.4,12.2487,24.45,33.09
2016-03-02,22.8487,2.32,28.898,80.08,7.53,46.8785,0.8055,20.68,92.61,12.552,24.63,32.03
2016-03-03,23.2554,2.42,29.0535,80.05,7.31,46.374,0.8055,20.6,92.68,13.2,24.56,28.61
2016-03-04,23.2599,2.36,28.677,80.06,7.18,45.6306,0.7926,21.01,91.07,13.1787,24.39,31.48
2016-03-07,22.8942,2.44,27.8935,80.11,8.13,44.958,0.7837,21.54,88.84,13.5667,24.36,31.57
2016-03-08,23.0146,2.32,27.978,80.06,7.1,45.9227,0.7842,21.35,89.45,13.6347,24.72,31.95
2016-03-09,23.0373,2.29,28.337,80.02,6.76,46.8431,0.7815,20.84,91.5,14.0,24.86,30.74
2016-03-10,23.2258,2.29,28.3475,80.02,6.56,46.905,0.7872,20.59,92.62,13.862,25.0,29.15
2016-03-11,23.1509,2.53,28.35,80.0,6.85,46.6484,0.7852,20.33,93.42,14.1767,25.31,27.95
2016-03-14,23.6166,2.67,28.55,80.08,6.87,46.6838,0.7867,20.28,93.96,14.2847,25.01,28.31
2016-03-15,23.7642,2.5,28.832,79.98,5.94,47.3033,0.781,20.22,94.02,14.5333,24.76,28.13
2016-03-16,23.9709,2.77,28.4755,80.32,5.69,47.9759,0.8075,19.73,96.54,14.7647,25.74,25.43
2016-03-17,24.1572,2.8,28.047,80.4,5.9,48.6042,0.8131,19.45,97.8,15.2733,25.88,23.25
2016-03-18,24.0641,2.9,27.4455,80.3,6.15,47.1263,0.8205,19.6,97.14,15.6893,25.88,23.52
2016-03-21,23.9096,2.73,27.2555,80.34,6.57,47.4449,0.8276,19.54,97.16,15.814,25.76,22.74
2016-03-22,24.189,2.8,28.05,80.21,7.32,47.8874,0.8325,19.15,99.07,15.4913,25.82,21.98
2016-03-23,23.9596,2.69,28.3555,80.29,23.59,47.6484,0.8354,19.89,95.65,14.3853,25.52,25.22
2016-03-24,24.08,2.81,29.22,80.22,25.72,47.9759,0.8427,19.37,98.2,15.4407,25.72,22.83
2016-03-28,23.8278,2.74,29.0075,80.31,23.74,47.4891,0.8491,19.72,96.32,15.326,25.56,22.8
2016-03-29,24.682,2.88,29.8355,80.47,26.7,48.6131,0.8697,18.31,103.35,15.6727,26.32,19.35
2016-03-30,24.9251,2.84,29.964,80.58,25.51,48.6308,0.8795,18.43,102.77,15.2893,26.28,19.42
2016-03-31,24.7115,2.79,29.5245,80.51,26.61,48.7193,0.867,18.8,100.84,16.322,25.88,20.58
2016-04-01,25.0841,2.83,29.95,80.5,30.5,49.0556,0.8924,17.94,105.65,16.608,26.13,18.17
2016-04-04,24.8773,2.76,29.5385,80.62,30.04,48.8432,0.8687,18.52,102.16,16.0333,25.51,20.65
2016-04-05,25.0409,2.75,29.376,80.6,31.41,48.1086,0.8643,18.56,102.0,16.9313,25.13,21.22
2016-04-06,24.9773,2.76,29.938,80.65,36.67,48.56,0.8709,17.98,104.75,17.7633,25.51,19.68
2016-04-07,24.741,2.7,29.716,80.68,37.84,48.383,0.8746,18.11,103.81,17.3667,25.75,20.49
2016-04-08,24.7547,2.76,29.807,80.63,34.99,48.2237,0.8782,18.26,103.04,16.7333,25.63,20.24
2016-04-11,24.8387,2.79,29.92,80.63,31.89,48.1175,0.8814,18.68,100.82,16.6333,25.7,21.53
2016-04-12,25.1704,2.78,30.384,80.58,33.6,48.7812,0.8814,17.79,105.32,16.5673,25.93,19.11
2016-04-13,25.3567,2.77,30.7535,80.53,35.23,48.8697,0.8971,17.51,107.12,16.8667,25.37,17.95
2016-04-14,25.468,2.72,31.096,80.58,35.18,48.9405,0.9018,17.6,106.72,16.754,25.51,17.8
2016-04-15,24.7365,2.67,31.2675,80.6,34.61,49.1087,0.9074,17.8,105.37,16.8153,25.38,17.87
2016-04-18,24.5071,2.78,31.857,80.6,36.8,50.1176,0.9086,17.28,108.97,16.8747,25.52,15.16
2016-04-19,24.2254,2.62,31.5,80.6,35.0,49.8167,0.8876,17.7,105.82,16.4173,25.02,15.15
2016-04-20,24.2912,2.65,31.55,80.44,34.33,49.383,0.8927,17.66,106.16,16.5993,25.3,16.09
2016-04-21,23.8551,3.19,31.2235,80.49,36.64,45.9404,0.8944,18.3,102.23,16.5927,25.18,16.55
2016-04-22,23.8528,3.81,30.8305,80.46,37.49,45.8253,0.8883,18.63,100.33,16.8673,25.15,16.0
2016-04-25,23.6052,3.45,31.3085,80.45,36.67,46.2501,0.8978,18.35,101.95,16.8033,25.2,15.51
2016-04-26,21.8083,3.55,30.59,80.45,33.2,45.5598,0.891,19.27,96.94,16.85,24.9,15.65
2016-04-27,22.174,3.69,30.777,80.5,32.39,44.7987,0.9079,19.1,98.0,16.6567,24.74,14.88
2016-04-28,21.3517,3.69,33.3,80.58,32.05,43.6748,0.8827,19.9,93.89,16.5427,24.0,16.39
2016-04-29,21.3471,3.58,33.196,80.49,30.99,44.25,0.8782,20.04,93.21,16.1,23.58,16.39
2016-05-02,21.3994,3.7,33.868,80.62,31.25,44.5509,0.8714,20.04,93.07,15.824,23.35,15.9
2016-05-03,21.6266,3.54,33.1295,80.61,27.6,44.1084,0.8604,20.51,90.84,15.3527,23.3,17.17
2016-05-04,21.484,3.64,33.6655,80.66,25.6,44.135,0.8582,20.3,91.56,15.2307,23.45,16.12
