Date,BIL,BSV,BTAL,CURE,DRN,DUSL,ERX,FAS,LTL,NAIL,PSQ,QID,QLD,QQQ,SH,SHV,SMH,SOXL,SPXU,SPY,SQQQ,TECL,TLT,TMF,TMV,TQQQ,UGE,UPRO,UTSL,UUP,UVXY,UYM,VDE,VIXY,WANT,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XTL
2019-08-22,91.58,80.97,24.25,51.6,28.48,29.12,14.02,71.36,35.56,53.23,28.2,31.09,94.92,186.74,26.86,110.64,112.93,152.6,28.18,290.95,34.36,161.07,143.5,31.25,10.51,60.1,44.97,51.88,41.29,26.7,31.28,50.89,75.34,21.86,30.92,56.06,57.21,26.59,74.66,79.37,60.46,39.08,62.26,90.7,118.75,65.48
2019-08-23,91.59,81.1,24.34,49.73,27.87,27.79,13.69,68.88,36.43,51.49,28.56,31.89,92.13,184.14,27.19,110.65,111.57,145.03,29.15,287.24,35.62,153.02,145.87,32.81,10.0,57.47,43.74,49.8,40.6,26.62,32.88,50.03,74.32,22.62,28.93,55.4,56.45,26.27,73.97,78.12,60.02,38.77,61.63,89.47,117.37,65.04
2019-08-26,91.59,81.07,24.6,50.69,28.78,27.26,13.47,69.66,36.28,52.59,28.27,31.24,94.04,186.11,26.97,110.65,111.51,145.15,28.46,289.55,34.46,156.74,146.63,33.3,9.85,59.26,44.58,50.99,42.18,26.62,33.0,49.72,74.26,22.68,30.3,55.34,56.5,26.45,74.05,78.75,60.61,39.12,62.49,90.24,118.1,65.63
2019-08-27,91.59,81.17,24.76,48.47,27.78,26.61,13.19,67.27,36.26,50.32,28.63,32.01,91.77,183.83,27.3,110.66,110.15,137.92,29.5,286.1,35.79,150.32,148.8,34.77,9.39,57.1,44.47,49.18,41.89,26.68,36.1,48.73,73.75,24.11,28.99,54.99,56.14,26.05,73.08,77.7,60.17,38.83,62.38,88.85,116.9,64.7
2019-08-28,91.6,81.16,24.44,50.98,28.22,29.5224,13.86,71.09,37.4615,53.11,28.08,30.8,95.31,187.39,26.78,110.66,113.14,149.0,27.81,291.77,33.76,159.37,147.27,33.71,9.71,60.45,45.46,52.11,41.22,26.73,32.22,51.37,75.19,22.35,31.2507,56.29,57.09,26.67,75.0,79.25,61.13,39.13,62.44,90.49,119.88,66.3167
2019-08-29,91.61,81.11,24.37,51.97,28.97,29.81,14.25,73.0,39.27,54.75,27.86,30.29,96.86,188.93,26.55,110.67,114.57,156.61,27.12,294.21,32.96,164.26,146.61,33.25,9.85,61.87,45.69,53.41,42.57,26.79,30.72,52.16,76.05,21.66,31.76,56.76,57.7,26.98,75.95,80.07,61.0,39.32,62.75,90.91,120.56,67.05
2019-08-30,91.46,81.01,24.4,50.4,28.29,28.26,13.5,71.31,36.96,53.38,28.27,31.17,94.16,186.22,26.88,110.48,113.38,150.01,28.17,290.56,34.41,156.93,147.13,33.78,9.71,59.27,44.69,51.44,42.38,26.99,33.48,52.09,74.49,22.99,30.38,56.25,56.55,26.7,75.04,78.87,60.46,39.15,62.56,90.07,119.01,66.4
2019-09-03,91.46,81.09,24.62,51.36,30.0,29.6,14.5,72.78,37.55,54.43,28.08,30.77,95.31,187.44,26.65,110.5,114.47,153.99,27.4,293.15,33.7,160.22,146.53,33.38,9.81,60.39,45.3,52.81,45.11,26.82,32.02,52.05,76.21,22.27,31.22,56.74,58.0,26.84,75.33,79.41,61.32,39.96,63.87,90.66,119.7,66.77
2019-09-04,91.47,81.03,24.52,51.64,30.91,30.82,14.87,75.98,38.55,57.76,27.63,29.8,98.3,190.41,26.32,110.52,118.45,169.05,26.4,296.78,32.14,169.29,145.66,32.74,10.01,63.23,46.35,54.76,43.94,26.68,29.75,52.75,77.06,21.22,32.67,57.34,58.51,27.28,76.59,80.95,61.78,40.1,63.33,90.9,121.4,67.14
2019-09-05,91.47,80.96,24.09,52.34,30.34,31.54,14.92,77.08,38.94,56.01,27.39,29.29,100.0,192.1,26.19,110.5,119.66,174.6,26.01,298.21,31.26,174.31,145.25,32.44,10.08,64.87,47.1,55.52,43.11,26.73,28.57,53.62,77.29,20.65,33.59,57.13,58.53,27.48,77.33,81.75,61.4,39.77,63.22,91.21,122.72,67.8
2019-09-06,91.47,80.86,24.28,52.6,29.98,32.12,15.63,77.78,38.97,57.01,27.39,29.25,100.14,192.19,26.11,110.52,120.33,177.8,25.75,299.15,31.2,174.97,143.81,31.5,10.35,65.01,47.3,56.04,42.09,26.74,27.06,53.95,78.33,19.95,33.99,57.36,59.51,27.63,77.38,81.88,61.41,39.82,62.68,91.35,123.29,68.06
2019-09-09,91.49,80.79,23.5,50.14,29.29,31.7862,16.39,77.78,39.7656,57.29,27.68,29.88,98.01,190.16,26.28,110.51,119.3,174.12,26.26,297.33,32.21,166.01,142.84,30.83,10.56,62.93,46.85,55.01,41.81,26.75,28.03,54.48,80.0,20.41,33.0255,56.89,60.58,27.95,77.23,80.52,61.03,39.31,62.4,89.97,122.79,67.89
2019-09-10,91.48,80.62,23.0,51.45,28.66,32.92,16.99,76.58,41.26,58.0,27.55,29.61,98.86,191.0,26.18,110.51,120.7,181.79,25.98,298.49,31.82,168.2,140.39,29.24,11.11,63.71,47.65,55.64,41.71,26.84,27.28,55.37,81.06,20.08,33.48,57.63,61.26,27.98,78.3,80.73,60.9,38.86,62.49,90.84,122.82,69.21
2019-09-11,91.5,80.66,22.89,53.53,28.97,33.49,16.25,76.76,41.55,60.0,27.18,28.82,101.59,193.61,25.95,110.53,122.72,192.24,25.25,301.24,30.51,174.26,141.5,29.93,10.85,66.41,48.11,57.17,43.6,26.88,25.9,57.06,79.55,19.36,33.88,58.45,60.2,28.04,79.09,81.82,61.5,39.12,63.58,92.0,123.67,70.88
2019-09-12,91.51,80.48,22.8,53.07,28.5,33.99,16.8,79.58,40.88,61.39,27.29,29.03,100.86,193.0,25.91,110.52,121.99,188.96,25.14,301.78,30.82,173.14,138.28,27.89,11.62,65.75,48.12,57.47,43.43,26.71,25.3,57.58,80.56,19.05,34.5,58.87,61.0,28.49,79.28,81.63,61.11,39.0,62.98,91.67,123.98,70.61
2019-09-13,91.51,80.42,22.71,51.97,28.11,34.09,19.02,77.85,40.7,60.07,27.52,29.54,99.1,191.23,26.08,110.52,120.9,182.0,25.64,299.8,31.68,166.0,137.88,27.63,11.69,63.94,46.81,56.32,42.83,26.8,25.83,57.94,84.62,19.34,34.0,58.96,63.65,28.25,79.12,80.49,60.75,38.58,63.04,91.01,122.61,69.6
2019-09-16,91.51,80.49,22.46,52.24,28.79,34.05,18.64,78.73,40.28,59.11,27.47,29.42,99.5,191.69,26.07,110.52,120.37,182.15,25.63,299.91,31.47,169.06,138.36,27.9,11.56,64.36,46.82,56.36,42.6,26.82,25.82,57.18,84.0,19.34,32.5,58.14,63.17,28.29,79.09,81.02,60.42,39.16,63.07,91.26,121.63,69.85
2019-09-17,91.52,80.61,22.89,52.5,29.89,33.35,17.5,79.32,40.16,60.24,27.4,29.27,100.06,192.21,26.02,110.52,121.5,184.38,25.48,300.47,31.22,170.25,139.94,28.86,11.18,64.89,46.82,56.7,44.31,26.76,25.13,56.99,81.79,19.01,32.95,58.66,61.8,28.31,78.78,81.16,60.84,39.64,63.78,91.45,122.38,68.94
2019-09-18,91.55,80.59,23.28,52.65,30.22,33.83,17.88,79.95,40.15,61.86,27.31,29.06,100.72,192.87,25.94,110.55,122.05,187.08,25.23,301.5,30.92,172.34,140.76,29.35,10.97,65.55,46.2,57.25,44.63,26.76,23.78,57.8,82.52,18.32,33.06,58.81,62.32,28.5,79.09,81.53,60.83,39.48,64.01,91.55,122.78,68.83
2019-09-19,91.54,80.59,23.16,53.48,30.42,33.16,17.4,79.98,40.11,61.5,27.28,29.01,101.0,193.05,25.93,110.55,121.5,184.8,25.17,300.34,30.8,173.69,140.78,29.33,10.98,65.81,46.9,57.4,45.58,26.83,23.24,57.44,81.69,18.03,33.32,58.69,61.27,28.29,78.39,81.47,60.64,39.37,63.7,91.7,122.02,68.65
2019-09-20,91.54,80.71,23.45,53.77,29.7,31.98,17.17,77.33,40.24,60.66,27.62,29.74,98.47,190.32,26.17,110.55,119.02,171.39,25.9,297.57,31.99,165.43,142.25,30.3,10.64,63.25,46.34,55.76,46.14,26.89,25.47,56.92,81.16,19.18,31.85,57.94,60.87,27.94,77.5,80.27,60.37,39.09,63.85,91.73,120.07,68.16
2019-09-23,91.56,80.72,23.21,53.62,29.86,33.44,17.26,78.95,39.67,61.32,27.47,29.41,99.54,191.41,26.0,110.57,120.96,181.38,25.43,299.41,31.43,170.46,142.45,30.31,10.56,64.33,47.05,56.82,46.15,26.85,24.08,56.99,81.37,18.5,32.5,58.32,61.11,28.21,78.0,81.04,60.8,39.36,64.11,91.85,121.43,68.53
2019-09-24,91.56,80.79,23.79,51.7,30.2,32.47,16.28,76.92,40.13,61.12,27.88,30.37,95.78,187.78,26.21,110.58,117.58,166.01,26.22,295.94,33.07,161.78,143.26,30.87,10.36,60.76,48.27,54.83,47.55,26.9,26.83,55.18,79.86,19.88,31.09,57.7,60.05,27.92,77.34,79.62,61.07,39.22,64.58,90.68,120.0,67.16
2019-09-25,91.57,80.73,23.68,51.21,29.75,32.46,16.44,78.26,39.57,63.5,27.57,29.71,97.94,189.83,26.06,110.59,120.25,177.58,25.78,297.62,32.0,167.93,142.26,30.18,10.57,62.72,47.32,55.77,47.61,26.95,25.81,55.87,79.41,19.39,32.01,58.07,60.16,28.05,77.85,80.65,60.92,39.29,64.75,90.53,120.6,68.22
2019-09-26,91.59,80.74,23.73,50.56,30.45,32.58,15.6,79.49,39.39,64.32,27.6,29.76,97.73,189.73,26.04,110.6,119.48,174.11,25.72,297.87,32.1,169.19,142.32,30.21,10.55,62.51,47.69,55.87,48.04,27.04,25.67,55.45,78.02,19.33,31.8,57.96,59.31,28.19,78.09,80.77,61.34,39.62,65.02,90.03,120.48,67.4
2019-09-27,91.58,80.73,23.75,49.61,29.6,32.67,15.64,77.82,39.76,62.21,27.89,30.4,95.65,187.79,26.21,110.62,118.57,167.76,26.23,295.98,33.07,163.61,141.92,29.89,10.65,60.6,48.09,54.78,47.47,27.1,26.84,54.98,78.26,19.9,31.22,57.74,59.35,28.15,77.61,80.03,61.16,39.32,64.75,89.45,119.92,67.13
2019-09-30,91.46,80.59,23.56,51.02,30.09,32.65,15.81,78.5,38.3,65.37,27.63,29.82,97.44,189.5,26.07,110.44,119.83,173.6,25.75,297.67,32.16,169.02,141.27,29.66,10.72,62.35,47.45,55.77,47.26,27.16,25.13,56.76,78.46,19.07,32.34,58.29,59.4,28.13,77.91,80.87,61.45,39.3,64.52,90.37,120.98,67.13
2019-10-01,91.46,80.86,24.15,48.68,29.23,29.14,14.3,72.68,37.1,62.97,28.15,30.94,93.92,186.0,26.62,110.47,117.19,160.64,27.43,291.49,33.99,158.94,143.49,31.08,10.25,58.81,47.24,52.29,46.8,27.03,28.91,52.66,75.68,20.97,30.69,56.3,57.49,27.24,75.12,79.25,60.96,38.95,64.48,88.97,119.0,64.95
2019-10-02,91.47,80.97,24.46,46.79,28.65,27.99,13.25,70.12,37.0,60.98,28.45,31.59,91.9,184.03,26.96,110.52,116.61,158.03,28.46,287.81,35.06,152.57,143.95,31.41,10.14,57.0,46.18,50.28,45.27,27.0,30.38,51.46,73.81,21.68,29.62,55.67,56.1,26.81,74.17,78.26,60.33,38.76,63.75,87.83,117.39,63.44
2019-10-03,91.47,81.08,24.34,48.74,29.65,29.24,14.05,71.82,37.13,62.22,28.0,30.6,94.81,187.08,26.64,110.54,118.81,167.46,27.47,291.21,33.39,161.58,145.31,32.29,9.87,59.72,47.37,52.05,45.74,26.97,28.42,52.09,75.38,20.77,29.96,56.05,57.22,26.99,74.88,79.8,60.55,39.28,63.96,89.0,118.39,64.71
2019-10-04,91.49,81.08,24.23,50.0,29.86,29.09,14.2,73.76,38.5,65.28,27.82,30.2,96.07,188.27,26.43,110.55,120.0,173.3,26.8,293.5,32.71,164.89,145.15,32.16,9.89,60.86,46.89,53.26,47.11,26.95,27.1,51.78,75.63,20.13,30.39,56.16,57.47,27.35,75.38,80.28,61.26,39.3,64.71,89.76,118.89,64.79
2019-10-07,91.49,81.09,24.25,48.68,29.83,28.0,13.34,71.87,37.67,63.4,28.0,30.56,94.81,187.06,26.66,110.55,118.39,165.5,27.5,291.03,33.33,161.22,145.82,32.61,9.76,59.64,45.72,51.89,46.83,27.0,28.32,50.44,74.06,20.73,29.48,55.71,56.29,27.05,74.47,79.69,60.72,39.3,64.48,89.08,117.8,64.85
2019-10-08,91.5,81.1,24.49,48.01,29.89,28.52,13.47,71.43,38.04,65.29,28.0,30.56,94.66,186.99,26.69,110.57,118.2,161.99,27.53,290.78,33.29,160.28,144.58,31.78,10.0,59.57,46.19,51.72,45.59,27.0,28.71,50.58,74.15,20.92,29.79,55.67,56.4,26.95,74.68,79.56,60.62,39.29,64.09,88.66,118.28,64.96
2019-10-09,91.52,81.01,24.46,47.72,29.54,28.88,13.5,72.04,38.39,64.52,27.95,30.49,94.97,187.28,26.65,110.57,118.93,164.12,27.44,291.14,33.15,161.5,143.15,30.76,10.34,59.85,46.61,51.89,45.72,26.96,28.46,51.73,74.35,20.82,30.21,55.93,56.55,27.1,74.55,79.83,60.65,39.21,64.08,88.5,118.56,64.59
2019-10-10,91.52,80.78,24.24,50.18,30.08,30.54,14.28,75.75,38.44,65.3,27.43,29.35,98.6,190.83,26.19,110.57,122.02,177.0,26.03,296.28,31.33,171.52,140.97,29.34,10.78,63.2,47.12,54.65,45.6,26.82,25.68,52.52,75.84,19.46,31.53,56.93,57.71,27.74,76.38,81.45,61.13,39.47,64.1,90.05,120.47,65.4
2019-10-11,91.51,80.8,23.93,49.95,29.85,30.96,14.1,75.0,38.59,64.14,27.43,29.32,98.56,190.84,26.22,110.58,122.32,178.32,26.11,295.93,31.35,171.54,141.45,29.59,10.68,63.23,46.64,54.43,45.57,26.88,24.77,54.0,75.6,18.99,31.92,57.15,57.47,27.56,76.65,81.49,60.92,39.26,64.1,89.88,120.46,65.6
2019-10-14,91.51,80.83,23.87,51.41,29.83,31.62,14.4,76.48,39.67,65.89,27.31,29.08,99.44,191.68,26.11,110.59,123.36,181.98,25.81,297.05,30.91,173.84,140.69,29.21,10.85,64.08,46.74,55.09,44.43,26.91,22.73,53.47,75.89,17.96,31.98,57.23,57.74,27.85,76.79,81.85,60.69,39.3,63.55,90.89,120.92,65.82
2019-10-15,91.52,80.78,23.81,52.61,29.72,31.2,14.48,78.17,39.51,67.94,27.14,28.7,100.75,192.86,26.0,110.6,124.32,187.89,25.46,298.4,30.33,175.44,139.63,28.48,11.1,65.25,46.99,55.79,44.05,26.8,22.4,53.99,76.09,17.78,32.47,57.35,57.9,28.09,77.13,81.97,60.33,39.32,63.27,91.47,121.62,66.26
2019-10-16,91.53,80.77,24.0,52.87,29.61,31.77,14.16,78.46,40.05,71.42,26.95,28.32,102.06,194.2,25.9,110.62,124.62,188.94,25.13,299.7,29.69,176.06,139.52,28.41,11.12,66.52,47.49,56.5,44.21,26.66,21.6,54.3,75.57,17.38,33.02,57.74,57.53,28.17,77.67,82.17,60.54,39.38,63.45,91.72,122.74,66.46
2019-10-17,91.53,80.82,23.74,53.2,30.74,31.54,13.93,77.55,40.55,71.7,27.08,28.58,101.14,193.2,25.98,110.63,122.91,183.05,25.39,298.71,30.15,172.19,139.78,28.61,11.07,65.63,47.76,55.92,44.84,26.61,21.99,53.89,75.23,17.57,33.04,57.46,57.18,27.96,77.44,81.57,60.51,39.52,63.46,91.84,122.1,66.81
2019-10-18,91.55,80.79,23.96,53.94,31.58,31.43,13.82,79.07,40.76,74.62,27.18,28.77,100.42,192.71,25.92,110.64,123.1,182.38,25.22,299.48,30.42,170.83,138.58,27.85,11.36,65.0,47.91,56.3,45.32,26.54,21.42,54.17,75.0,17.28,33.49,57.77,57.14,28.35,77.23,81.39,60.75,39.92,63.83,92.14,122.79,68.88
2019-10-21,91.55,80.8,23.74,53.84,32.43,31.97,14.69,80.32,40.64,73.4,27.0,28.36,101.88,194.15,25.83,110.64,124.48,189.3,24.92,300.63,29.73,174.0,139.35,28.32,11.17,66.44,48.67,57.0,45.88,26.61,20.74,52.75,76.41,16.91,33.12,57.29,58.23,28.45,77.49,81.94,61.38,40.32,64.22,92.36,122.47,67.88
2019-10-22,91.54,80.86,23.63,53.39,31.79,32.74,15.03,77.97,40.56,73.64,27.35,29.15,99.07,191.46,25.99,110.64,121.25,173.64,25.4,298.74,31.0,164.84,140.03,28.72,11.02,63.72,47.89,55.91,46.54,26.64,21.63,53.19,77.03,17.4,32.13,57.3,58.7,28.36,77.98,80.43,60.93,40.08,64.49,91.96,121.68,67.46
2019-10-23,91.56,80.82,23.37,54.47,32.04,32.43,15.69,79.48,39.5,73.43,27.04,28.5,101.35,193.59,25.81,110.65,123.1,180.0,24.86,300.88,29.97,171.36,139.68,28.47,11.09,65.82,48.56,57.11,46.8,26.61,20.71,53.96,78.2,16.91,31.97,57.67,59.63,28.57,78.13,81.61,61.36,40.21,64.63,92.59,121.48,68.04
2019-10-24,91.56,80.83,23.54,52.87,31.67,33.07,15.25,79.43,39.89,75.2,27.13,28.64,100.75,193.07,25.9,110.65,125.2,186.84,25.14,299.74,30.18,173.41,139.53,28.38,11.14,65.29,48.52,56.44,47.29,26.71,20.77,55.01,77.47,16.92,30.89,57.64,59.06,28.47,78.09,81.93,61.39,39.89,64.87,91.72,119.72,67.01
2019-10-25,91.57,80.68,23.21,53.96,30.56,33.48,15.78,81.24,41.0,76.0,26.65,27.63,104.41,196.55,25.63,110.66,128.11,201.01,24.38,302.91,28.6,184.27,137.58,27.18,11.61,68.88,48.4,58.25,45.03,26.71,19.39,56.0,78.37,16.18,32.17,58.49,59.72,28.75,78.77,83.65,61.09,39.42,63.83,92.3,121.37,67.8
2019-10-28,91.57,80.71,22.91,55.55,30.25,33.23,15.18,81.0,40.44,70.16,26.54,27.46,105.12,197.3,25.62,110.67,129.46,207.04,24.35,303.03,28.32,186.2,137.62,27.25,11.59,69.57,48.1,58.26,43.76,26.71,20.18,55.65,77.31,16.6,32.23,58.18,58.96,28.73,78.5,83.9,60.86,39.13,63.24,93.23,121.46,67.78
2019-10-29,91.58,80.73,23.23,57.65,30.6,33.76,15.63,81.68,41.02,70.0,26.66,27.67,104.28,196.43,25.59,110.67,128.71,206.15,24.26,303.42,28.67,183.14,137.77,27.29,11.56,68.64,48.02,58.55,44.09,26.7,19.82,55.89,78.22,16.4,31.61,58.62,59.56,28.86,79.23,83.46,61.02,39.25,63.39,94.36,120.68,67.95
2019-10-30,91.59,80.86,23.5,58.18,31.4,34.1,14.44,81.4,41.12,71.46,26.51,27.37,105.4,197.52,25.54,110.68,127.9,199.56,24.11,304.11,28.19,185.91,140.48,28.91,10.87,69.74,47.89,58.87,45.4,26.6,19.4,56.33,76.09,16.18,32.34,58.78,57.97,28.74,79.12,83.85,61.27,39.53,63.96,94.68,121.49,67.17
2019-10-31,91.46,80.77,23.31,58.75,30.66,33.98,14.65,82.0,40.51,71.44,26.45,27.26,105.82,197.93,25.49,110.53,128.5,203.93,23.9,304.92,28.04,186.98,140.74,29.2,10.77,70.21,48.47,59.32,46.18,26.6,18.63,57.55,76.44,15.75,32.16,58.49,58.25,28.92,79.06,83.95,61.27,39.38,64.29,95.26,121.47,67.28
2019-11-01,91.46,80.69,23.15,59.13,30.96,35.92,15.9,85.0,40.48,76.23,26.15,26.64,108.28,200.2,25.23,110.54,131.93,219.43,23.22,307.87,27.06,195.62,138.94,28.09,11.18,72.59,48.41,61.05,45.08,26.62,17.8,58.64,78.73,15.28,32.52,59.45,59.96,29.37,80.66,85.32,61.22,39.16,64.03,95.31,122.01,67.69
2019-11-04,91.46,80.63,22.81,58.07,30.17,36.66,17.11,84.5,40.67,68.65,26.16,26.6,108.41,200.34,25.24,110.52,133.18,228.54,23.28,307.58,27.0,195.7,137.23,27.05,11.63,72.77,47.87,60.89,43.75,26.73,18.41,58.74,80.68,15.64,32.32,59.45,61.38,29.46,81.3,85.35,60.48,38.67,62.96,94.72,121.82,67.8
2019-11-05,91.47,80.63,22.62,56.61,29.27,36.54,16.92,83.22,40.6,66.92,26.2,26.71,108.0,199.97,25.31,110.53,132.67,225.91,23.42,307.06,27.17,193.57,138.04,27.51,11.41,72.35,47.88,60.55,42.79,26.75,18.76,59.71,80.48,15.85,32.4,59.52,61.2,29.46,81.25,85.0,60.86,38.17,62.73,94.0,122.03,67.42
2019-11-06,91.48,80.56,22.93,57.68,28.89,37.39,16.46,85.08,41.56,70.38,26.09,26.51,108.83,200.76,25.19,110.53,133.85,232.65,23.09,308.6,26.84,197.05,136.34,26.52,11.82,73.18,47.97,61.43,42.23,26.8,18.15,59.32,79.68,15.5,32.85,59.86,60.65,29.81,81.8,85.54,61.08,38.15,62.53,94.59,122.29,67.31
2019-11-07,91.49,80.47,22.81,57.4,27.87,36.59,16.31,85.23,41.5,65.61,26.18,26.7,108.05,200.07,25.25,110.55,132.07,223.59,23.25,307.82,27.16,196.27,135.14,25.8,12.15,72.37,47.89,60.93,40.82,26.91,18.55,60.7,79.49,15.71,31.99,59.8,60.57,29.82,81.48,85.42,60.77,37.77,61.82,94.38,121.5,68.24
2019-11-08,91.49,80.54,22.86,58.1,27.82,37.06,15.97,84.46,40.92,65.52,26.17,26.64,108.27,200.21,25.28,110.55,132.1,224.0,23.33,307.43,27.05,197.25,135.39,25.92,12.09,72.62,47.88,60.73,40.37,26.87,18.43,60.24,78.93,15.65,31.5,59.85,60.12,29.66,81.26,85.63,60.79,37.76,61.77,94.77,120.8,68.66
2019-11-11,91.5,80.5,22.95,58.15,28.3,37.82,16.24,85.24,41.19,70.75,26.06,26.43,109.18,201.13,25.18,110.54,133.25,229.59,23.05,308.75,26.72,201.99,135.25,25.83,12.1,73.52,47.95,61.5,39.63,26.9,17.54,61.74,79.36,15.12,31.98,60.27,60.53,29.77,81.93,86.28,60.76,37.85,61.38,94.89,121.18,69.31
2019-11-12,91.5,80.59,23.04,58.51,27.45,37.44,15.65,83.88,41.29,70.17,26.09,26.51,108.85,200.84,25.24,110.55,132.1,223.33,23.24,307.9,26.84,201.04,136.81,26.72,11.69,73.17,48.43,60.99,40.58,26.92,17.72,60.62,78.27,15.26,31.28,60.14,59.73,29.57,81.46,86.11,60.96,37.66,61.74,95.05,120.7,68.67
2019-11-13,91.5,80.7,23.31,59.18,28.36,36.9,15.73,84.4,40.66,72.0,26.1,26.5,108.83,200.84,25.18,110.56,132.4,225.83,23.06,308.77,26.85,202.55,137.79,27.29,11.46,73.2,48.35,61.48,42.35,26.91,17.66,60.27,78.26,15.22,31.51,59.9,59.76,29.53,81.29,86.32,61.6,38.07,62.63,95.4,120.72,68.75
2019-11-14,91.51,80.68,23.17,59.7,28.7,37.74,15.66,86.18,40.86,73.83,25.87,26.04,110.76,202.65,25.01,110.58,134.62,234.29,22.59,310.98,26.15,208.0,137.45,27.09,11.54,75.12,48.8,62.8,42.38,26.83,16.81,61.17,78.26,14.72,32.0,60.71,59.87,29.77,82.17,87.15,61.4,38.39,62.68,95.76,121.73,68.77
2019-11-15,91.51,80.74,23.29,62.98,29.23,38.24,15.61,86.09,42.08,71.21,25.87,26.05,110.74,202.59,24.97,110.59,134.06,232.26,22.44,311.52,26.14,208.95,138.21,27.52,11.35,75.1,49.25,63.12,42.82,26.78,16.11,60.12,78.17,14.32,32.29,60.11,59.7,29.75,82.16,87.21,61.27,38.6,62.98,97.37,121.4,69.11
2019-11-18,91.52,80.71,23.28,63.05,29.56,37.36,15.17,87.57,40.87,73.25,25.72,25.72,112.07,203.84,24.87,110.6,135.15,233.5,22.22,312.68,25.7,213.15,138.41,27.61,11.3,76.42,49.24,63.81,42.86,26.77,15.91,60.12,77.24,14.22,31.36,60.47,59.16,29.88,82.26,87.85,61.74,38.83,62.8,97.47,121.36,69.31
2019-11-19,91.52,80.8,23.17,63.41,29.71,37.01,14.61,87.31,39.88,71.0,25.85,25.98,111.0,202.84,24.98,110.59,133.2,223.43,22.5,311.3,26.07,210.15,139.91,28.51,10.94,75.35,49.22,62.95,42.67,26.8,16.42,58.74,76.25,14.49,31.6,59.85,58.45,29.75,81.67,87.47,61.57,38.81,62.91,97.63,120.78,68.6
2019-11-20,91.52,80.76,23.28,63.49,29.42,36.45,15.19,87.39,40.14,71.84,25.97,26.23,109.93,201.93,25.02,110.6,131.76,215.74,22.61,310.85,26.43,206.75,139.64,28.37,11.0,74.29,48.58,62.64,43.65,26.79,16.4,58.24,77.29,14.49,31.05,59.31,59.26,29.79,81.29,86.97,61.6,38.77,63.19,97.72,120.27,68.48
2019-11-21,91.53,80.76,23.34,64.09,28.5,36.76,15.83,86.0,40.49,70.33,25.93,26.18,110.18,202.2,25.01,110.6,131.72,215.16,22.55,311.06,26.34,206.81,140.09,28.65,10.88,74.56,48.44,62.79,42.95,26.81,16.23,57.71,78.36,14.4,30.92,59.37,60.08,29.74,81.45,86.95,61.45,38.38,63.12,98.08,119.96,68.4
2019-11-22,91.53,80.7,23.15,65.11,28.21,37.17,15.59,87.16,40.54,70.6,25.87,26.05,110.69,202.7,24.94,110.61,132.28,218.0,22.36,311.99,26.14,206.7,140.3,28.73,10.86,75.12,48.84,63.32,43.13,26.93,15.34,59.16,77.94,13.88,31.53,59.53,59.76,29.96,81.97,86.98,61.42,38.2,63.06,98.66,120.86,68.86
2019-11-25,91.54,80.79,23.0,66.82,28.6,38.02,15.75,88.71,40.74,72.97,25.66,25.61,112.54,204.35,24.82,110.61,133.67,225.95,22.05,313.42,25.51,212.98,141.0,29.15,10.67,76.91,48.86,64.21,42.65,26.92,14.69,58.74,78.44,13.48,31.77,59.68,59.97,30.11,82.34,87.9,61.45,38.18,62.89,99.4,121.33,69.04
2019-11-26,91.55,80.76,22.98,66.98,29.43,38.15,15.23,90.06,40.89,75.94,25.57,25.41,113.44,205.14,24.74,110.62,134.0,227.51,21.81,314.67,25.23,215.0,140.61,28.89,10.75,77.78,49.96,64.92,43.04,26.94,14.37,59.13,77.48,13.29,33.12,60.13,59.41,30.16,82.44,88.2,61.98,38.66,62.93,99.47,122.58,69.08
2019-11-27,91.55,80.71,22.93,67.27,29.8,37.86,15.0,90.34,40.95,74.33,25.51,25.32,113.85,205.52,24.71,110.62,133.53,225.54,21.78,314.89,25.07,214.78,140.61,28.93,10.76,78.21,50.06,65.02,43.1,26.95,14.62,59.29,77.05,13.43,33.62,60.05,59.0,30.14,82.32,88.19,62.04,38.77,63.23,99.58,123.33,69.04
2019-11-29,91.44,80.54,22.81,67.22,29.45,37.1,15.09,90.4,40.09,73.96,25.56,25.43,113.35,205.11,24.74,110.45,133.3,221.62,21.85,314.63,25.21,215.01,138.15,27.48,11.29,77.76,49.84,64.85,42.51,26.88,14.79,59.36,77.09,13.55,32.93,59.94,59.09,30.2,82.03,88.2,61.88,38.55,62.75,99.69,122.54,68.97
2019-12-02,91.45,80.7,23.15,64.53,28.0,34.14,14.55,85.03,39.53,68.0,26.19,26.67,107.99,200.21,25.22,110.47,128.54,197.3,23.11,308.64,27.08,194.98,140.04,28.65,10.85,72.2,49.24,61.2,42.33,26.77,17.82,56.58,76.21,15.37,31.37,58.92,58.37,29.61,79.84,85.53,62.02,37.92,62.8,98.3,120.36,67.5
2019-12-03,91.45,80.73,23.15,66.43,28.61,35.4,14.61,86.2,40.44,70.81,25.9,26.09,110.41,202.44,25.04,110.48,131.2,210.99,22.65,310.63,26.19,204.31,140.35,28.84,10.75,74.69,49.75,62.42,42.6,26.7,16.6,58.53,76.31,14.65,31.51,59.45,58.52,29.57,80.23,86.69,61.97,38.17,62.79,99.23,120.69,68.24
