Date,BIL,BSV,BTAL,CURE,DRN,DUSL,ERX,FAS,LTL,NAIL,PSQ,QID,QLD,QQQ,SH,SHV,SMH,SOXL,SPXU,SPY,SQQQ,TECL,TLT,TMF,TMV,TQQQ,UGE,UPRO,UTSL,UUP,UVXY,UYM,VDE,VIXY,WANT,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XTL
2018-11-29,91.61,78.08,21.28,63.91,22.27,28.95,23.52,62.84,40.94,31.08,31.75,40.84,81.84,169.37,28.75,110.47,95.77,106.89,36.64,275.65,13.53,114.92,115.33,16.51,21.71,50.69,41.95,47.31,30.57,25.92,52.3,55.87,89.76,28.41,25.15,54.61,66.11,26.97,72.54,67.94,56.26,33.85,55.59,95.87,107.99,70.72
2018-11-30,91.45,77.91,21.18,64.97,22.6,29.94,25.15,64.35,40.8,32.28,31.22,39.47,84.56,172.33,28.4,110.29,98.46,115.53,35.27,279.3,12.86,122.42,115.88,16.86,21.26,53.29,42.23,49.07,31.36,25.93,47.9,58.03,92.02,26.82,26.57,55.57,67.58,27.14,73.38,69.44,56.31,34.01,56.15,95.41,110.01,71.58
2018-12-03,91.46,77.94,21.44,60.53,21.68,25.95,23.02,57.17,39.16,27.62,32.4,42.45,78.08,165.72,29.3,110.29,93.57,98.68,38.54,270.25,14.29,108.2,117.82,17.72,20.19,47.43,40.55,44.41,31.56,25.88,57.15,54.39,89.22,30.31,23.68,53.92,65.64,25.96,70.26,66.81,55.36,33.56,56.19,93.28,106.05,69.01
2018-12-04,91.48,78.03,21.63,59.8,23.27,25.55,21.79,56.65,38.87,29.2,32.2,41.91,79.2,166.89,29.36,110.32,93.05,97.06,38.82,269.84,14.02,108.87,118.19,17.87,20.03,48.12,40.39,44.13,31.56,25.87,58.91,52.36,87.35,30.97,23.95,53.19,64.43,25.6,69.87,66.96,55.42,34.48,56.25,92.93,106.56,69.34
2018-12-06,91.49,78.11,21.82,55.36,22.43,23.64,21.36,53.47,37.75,28.14,33.26,44.69,73.9,161.38,30.06,110.33,89.52,86.19,41.6,263.57,15.43,97.29,118.41,17.97,19.91,43.41,39.22,41.04,32.0,25.8,65.47,49.96,86.9,33.21,21.9,51.91,64.07,25.11,68.03,64.6,54.72,33.96,56.46,90.56,103.37,67.57
2018-12-07,91.5,78.17,21.98,55.91,21.95,23.86,20.33,52.01,37.25,26.27,32.92,43.76,75.48,163.07,30.0,110.34,90.6,89.84,41.4,264.07,14.94,101.55,118.9,18.2,19.66,44.77,39.03,41.23,32.2,25.97,64.92,49.93,85.37,33.01,21.96,52.05,63.07,24.76,68.2,65.49,54.72,33.83,56.57,90.91,103.45,67.75
2018-12-10,91.49,78.14,22.0,56.41,22.02,23.35,20.34,51.02,37.94,25.76,32.85,43.49,75.95,163.61,30.0,110.33,91.09,91.43,41.38,264.13,14.79,101.84,118.88,18.18,19.67,45.25,39.54,41.22,32.5,26.04,64.62,49.53,85.36,32.92,21.95,51.88,63.09,24.52,67.8,65.57,55.17,33.89,56.8,91.19,103.49,67.78
2018-12-11,91.51,78.11,21.91,57.83,20.78,23.74,20.56,51.17,38.36,26.88,32.52,42.71,77.3,165.05,29.85,110.35,92.4,95.48,40.73,265.46,14.4,104.28,118.35,17.93,19.94,46.39,39.61,41.87,32.08,25.94,63.76,50.63,85.78,32.6,22.68,52.33,63.34,24.66,68.18,66.08,55.1,33.25,56.44,91.97,104.58,68.6
2018-12-12,91.52,78.19,22.0,57.99,21.18,23.56,20.77,50.62,37.79,26.2,32.53,42.7,77.37,165.1,29.88,110.37,92.11,94.42,40.81,265.37,14.39,104.66,118.07,17.81,20.1,46.4,39.71,41.82,32.81,25.94,62.28,49.52,85.21,32.1,22.33,51.72,63.54,24.48,67.99,66.19,55.44,33.48,56.93,92.06,104.06,67.53
2018-12-13,91.53,78.24,22.08,52.15,21.05,22.52,19.33,49.16,36.89,25.24,33.34,44.87,73.37,161.08,30.45,110.38,90.69,90.39,43.09,260.47,15.45,96.93,118.48,18.0,19.91,42.9,38.69,39.48,32.48,26.04,66.01,48.44,83.08,33.37,21.21,51.32,62.09,24.24,67.05,64.57,54.5,33.42,56.82,88.96,102.33,66.34
2018-12-14,91.54,78.35,22.02,48.94,18.63,21.34,18.23,46.61,35.0,24.71,34.08,46.8,70.29,157.43,31.05,110.4,89.58,87.0,45.72,255.36,16.53,90.84,119.17,18.32,19.55,40.13,36.79,37.09,29.38,25.97,70.92,46.82,81.45,35.07,19.42,50.44,60.96,24.0,65.95,63.2,53.24,32.17,54.99,87.19,99.73,64.52
2018-12-17,91.54,78.43,21.98,47.66,19.17,21.86,16.97,46.33,34.75,26.08,33.85,46.23,71.06,158.42,31.06,110.21,90.9,90.44,45.81,255.08,16.2,92.9,119.6,18.65,19.2,40.8,36.37,37.02,29.03,25.96,71.55,47.69,79.53,35.26,20.07,50.72,59.52,23.91,66.28,63.7,52.61,32.49,54.62,86.43,100.51,64.2
2018-12-18,91.37,78.43,22.21,45.83,18.5,20.6,16.34,44.64,34.11,25.22,34.67,48.52,67.7,154.53,31.54,110.22,86.9,79.01,47.94,251.26,17.39,87.52,121.18,19.36,18.45,37.85,35.5,35.32,28.8,25.97,70.97,46.29,78.48,35.06,18.91,50.03,58.82,23.61,65.03,62.44,52.1,32.19,54.53,85.3,98.52,63.53
2018-12-19,91.39,78.41,22.2,44.0,17.73,19.19,14.98,43.11,32.8,24.56,35.17,49.86,65.67,152.29,32.08,110.24,84.61,76.99,50.23,247.17,18.1,82.72,120.74,19.12,18.68,36.33,34.26,33.59,28.92,25.77,76.36,45.24,76.3,36.85,17.39,49.36,57.19,23.4,63.84,61.32,51.17,31.8,54.5,84.1,96.31,62.16
2018-12-20,91.41,78.48,22.3,42.18,17.01,18.28,14.5,40.54,31.63,22.26,36.3,53.08,61.44,147.57,32.72,110.26,83.18,73.46,53.4,240.7,19.9,74.82,120.72,19.14,18.67,32.82,33.98,31.48,28.35,25.94,82.49,44.5,75.32,38.82,16.38,48.6,56.11,22.79,62.25,59.2,50.18,30.95,53.81,82.68,93.76,60.21
2018-12-21,91.42,78.38,22.26,39.11,15.11,16.62,12.78,37.55,30.18,20.86,37.2,55.66,58.52,143.5,33.59,110.25,80.94,67.08,57.55,234.34,21.35,68.96,121.32,19.4,18.4,30.39,31.84,29.0,24.69,25.55,88.23,42.31,72.37,40.59,15.5,47.34,53.84,22.31,60.34,57.62,48.73,29.81,51.56,80.7,91.98,58.72
2018-12-24,91.41,78.23,22.1,44.39,16.41,18.83,15.13,42.65,31.11,23.63,34.83,48.59,65.68,152.46,31.86,110.25,85.55,78.61,48.87,246.18,17.34,81.25,120.02,18.76,18.99,35.86,33.61,33.15,25.68,25.68,81.49,45.68,77.03,38.57,18.13,49.46,57.19,23.32,63.15,61.1,50.09,30.76,52.26,84.22,97.43,61.52
2018-12-26,91.44,78.34,22.0,45.57,16.35,19.24,15.35,43.73,31.38,23.63,34.67,48.18,66.23,153.05,31.57,110.3,86.25,80.08,47.61,248.07,17.08,83.49,120.04,18.65,18.95,36.37,33.99,34.03,26.22,25.57,86.4,47.03,77.44,40.1,18.11,50.37,57.49,23.6,63.94,61.54,50.57,30.83,52.7,85.15,97.95,61.83
2018-12-27,91.45,78.48,22.08,45.69,16.53,19.22,14.94,43.67,32.14,23.98,34.71,48.27,66.15,152.97,31.64,110.32,86.84,81.77,47.83,247.75,17.13,82.69,121.05,19.14,18.48,36.22,34.05,33.87,26.44,25.5,86.55,46.83,76.69,40.16,18.36,50.1,57.05,23.59,63.77,61.4,50.57,30.94,52.83,85.25,97.96,62.3
2018-12-28,91.46,78.57,22.11,47.59,16.65,19.51,15.15,44.77,32.38,23.96,34.4,47.54,67.19,154.26,31.33,110.3,87.29,83.32,46.54,249.92,16.76,85.0,121.51,19.37,18.23,37.04,34.0,34.78,26.5,25.45,81.78,47.24,77.11,38.71,18.72,50.52,57.35,23.82,64.41,61.98,50.78,31.0,52.92,86.51,99.01,62.76
2018-12-31,91.45,78.64,21.9,45.63,15.42,20.0,16.07,44.95,32.9,25.05,34.3,47.14,67.69,154.88,31.33,110.31,87.95,85.53,46.49,250.18,16.5,85.03,122.15,19.68,17.98,37.57,34.01,34.85,25.21,25.64,77.95,48.16,78.82,37.45,19.38,50.78,58.48,24.02,64.74,62.02,50.48,30.29,52.01,85.2,99.76,63.44
2019-01-02,91.48,78.82,22.03,42.66,15.73,18.31,15.56,42.47,32.73,24.28,35.45,50.33,63.15,149.82,32.12,110.35,82.61,70.33,49.8,244.21,18.13,72.51,123.54,20.35,17.36,33.93,33.31,32.25,25.23,25.5,83.41,45.56,78.08,39.23,18.19,49.34,57.9,23.48,62.77,58.89,50.19,30.43,52.0,83.47,97.6,62.28
2019-01-03,91.49,78.62,21.65,46.45,16.26,20.41,17.19,46.29,34.01,27.27,33.85,45.84,68.81,156.23,31.01,110.38,86.47,79.42,44.83,252.39,15.75,81.71,122.11,19.67,17.95,38.27,35.03,35.53,26.15,25.46,73.49,49.17,80.95,36.09,19.95,51.28,59.87,24.26,65.15,61.5,51.26,30.74,52.77,85.96,100.83,64.74
2019-01-04,91.49,78.53,21.49,46.99,16.77,20.85,17.9,47.0,35.58,29.38,33.52,44.85,70.2,158.09,30.8,110.38,88.06,84.08,43.82,254.38,15.25,83.85,121.75,19.45,18.12,39.49,35.48,36.34,25.8,25.35,71.0,49.39,82.27,35.3,21.37,51.46,60.76,24.29,65.68,62.05,51.19,31.0,52.41,86.29,103.11,65.74
2019-01-07,91.49,78.46,21.32,48.36,17.87,21.74,18.35,47.73,35.92,29.91,33.18,43.98,71.6,159.52,30.51,110.37,87.66,82.79,42.6,256.77,14.82,86.1,121.43,19.3,18.28,40.63,36.27,37.35,26.77,25.43,68.81,50.43,82.97,34.59,22.01,52.0,61.23,24.31,66.58,62.57,51.66,31.54,53.06,86.96,104.25,66.91
2019-01-08,91.49,78.53,21.21,48.79,17.82,22.14,19.19,48.5,36.04,32.81,32.96,43.35,72.67,160.82,30.37,110.36,89.87,89.19,42.05,257.97,14.49,89.2,121.24,19.18,18.37,41.59,36.0,37.87,26.09,25.19,66.57,50.8,84.28,33.8,22.27,52.02,62.2,24.43,67.03,63.38,51.18,31.41,52.74,87.35,104.78,66.84
2019-01-09,91.5,78.55,21.2,49.1,18.74,23.1,19.37,49.12,36.0,32.22,32.87,43.11,73.04,161.28,30.24,110.39,90.8,91.7,41.52,258.88,14.34,90.38,120.46,18.82,18.72,41.99,36.33,38.33,27.34,25.34,65.45,51.57,84.49,33.41,22.14,52.48,62.38,24.44,67.94,63.66,51.48,31.91,53.43,87.52,104.48,67.29
2019-01-10,91.52,78.62,21.22,49.56,18.75,22.94,18.99,49.24,36.39,32.64,32.95,43.37,72.6,160.69,30.25,110.42,91.53,94.26,41.53,258.98,14.5,89.95,120.93,19.03,18.51,41.49,36.36,38.3,26.86,25.36,62.14,51.08,83.96,32.32,22.17,52.27,62.01,24.5,67.87,63.54,51.63,31.97,53.23,87.81,104.58,67.8
2019-01-11,91.51,78.64,21.31,47.91,18.71,22.97,18.88,49.67,36.58,31.31,33.26,44.16,71.28,159.27,30.44,110.43,89.99,89.8,42.29,257.4,14.91,87.5,120.48,18.83,18.73,40.41,36.25,37.65,25.04,25.36,62.48,50.0,83.73,32.42,21.8,51.87,61.86,24.67,67.86,62.95,51.38,31.87,52.03,86.84,103.94,66.92
2019-01-14,91.53,78.69,21.31,50.41,19.21,22.7,19.05,50.88,36.46,31.32,32.63,42.43,74.09,162.38,30.1,110.44,90.25,90.39,40.85,260.35,14.04,91.32,120.04,18.63,18.92,42.65,36.88,38.92,26.06,25.45,58.26,49.54,84.15,30.98,22.34,51.53,62.08,24.89,67.65,63.9,51.89,32.23,52.67,88.4,104.88,67.45
2019-01-15,91.54,78.63,21.23,50.18,19.53,22.87,18.98,53.34,36.58,30.43,32.63,42.48,74.07,162.35,30.02,110.42,89.52,88.18,40.58,260.98,14.02,91.47,120.16,18.66,18.88,42.71,36.46,39.15,26.26,25.48,59.87,50.33,84.02,31.56,22.22,51.73,62.0,25.42,67.72,63.96,51.61,32.38,52.86,88.24,104.64,67.24
2019-01-16,91.56,78.59,21.23,51.57,19.8,23.8,19.53,54.18,36.12,30.37,32.39,41.82,75.12,163.63,29.79,110.45,90.63,91.23,39.7,262.96,13.71,93.33,120.19,18.67,18.86,43.71,36.9,40.05,26.59,25.48,59.09,51.84,84.78,31.31,22.58,52.64,62.57,25.56,68.88,64.37,51.83,32.54,53.08,89.02,105.35,67.42
2019-01-17,91.56,78.59,21.06,53.34,19.89,25.25,20.66,56.48,36.91,30.18,32.06,41.07,76.58,165.25,29.41,110.48,92.79,97.49,38.12,266.46,13.32,97.51,119.56,18.4,19.14,44.91,37.76,41.62,26.55,25.56,56.76,53.58,86.49,30.44,23.5,53.51,63.84,26.0,70.19,65.35,52.45,32.66,53.14,90.08,106.81,67.93
2019-01-18,91.57,78.65,21.3,52.22,19.68,23.47,19.3,54.87,36.16,28.6,32.7,42.62,73.66,161.94,29.81,110.47,90.18,89.29,39.63,262.86,14.09,92.49,120.37,18.73,18.79,42.43,36.63,39.96,26.79,25.56,64.53,51.68,84.36,33.24,22.49,52.77,62.45,25.7,68.74,64.25,51.97,32.6,53.24,89.46,105.21,66.43
2019-01-22,91.57,78.69,21.45,52.37,19.68,23.79,18.7,55.0,36.82,29.1,32.67,42.58,73.75,162.15,29.77,110.47,89.81,87.43,39.49,263.41,14.06,93.49,120.32,18.74,18.8,42.47,37.22,40.15,27.62,25.5,63.55,51.26,83.48,32.91,22.62,52.41,61.81,25.73,68.84,64.47,52.59,32.62,53.78,89.56,105.42,66.79
2019-01-23,91.6,78.77,21.24,50.99,19.86,24.21,19.02,55.48,36.51,30.66,32.47,42.06,74.64,163.2,29.73,110.51,95.06,102.38,39.35,263.55,13.8,95.91,121.11,19.07,18.47,43.22,36.75,40.26,28.11,25.65,60.5,50.62,84.0,31.86,22.96,52.13,62.14,25.79,69.19,65.01,51.94,32.75,54.06,88.81,105.86,67.33
2019-01-24,91.59,78.71,21.08,51.17,20.54,25.12,19.75,57.11,37.27,30.45,32.09,40.99,76.52,165.15,29.5,110.51,96.9,108.92,38.4,265.78,13.3,99.99,120.53,18.85,18.7,44.76,37.09,41.24,26.86,25.44,57.02,52.92,85.14,30.65,23.63,53.12,62.93,26.0,70.07,65.93,51.73,33.13,53.32,88.92,107.03,67.87
2019-01-25,91.6,78.7,21.31,49.44,21.2,24.33,19.14,56.88,36.7,30.55,32.5,42.06,74.56,163.11,29.74,110.51,95.04,102.28,39.27,263.76,13.8,95.85,120.41,18.75,18.76,43.11,37.17,40.33,26.49,25.46,60.62,52.47,84.24,31.94,23.18,53.04,62.3,25.92,69.4,65.05,51.95,33.46,53.07,87.91,106.41,67.44
2019-01-28,91.6,78.79,21.36,50.12,21.81,25.33,19.32,56.45,36.07,31.84,32.81,42.87,73.1,161.57,29.78,110.5,93.79,97.86,39.47,263.41,14.2,92.93,121.02,19.05,18.5,41.89,37.28,40.15,26.63,25.47,60.28,53.63,84.49,31.77,22.76,53.59,62.49,25.83,70.36,64.35,52.07,33.72,53.22,88.34,105.72,66.83
2019-01-29,91.62,78.9,21.27,52.16,22.36,26.56,20.11,57.75,35.65,32.77,31.93,40.62,76.96,165.68,29.3,110.53,96.67,106.35,37.55,267.58,13.12,101.37,120.93,19.0,18.54,45.03,38.07,42.04,27.23,25.34,56.36,55.17,85.75,30.41,24.1,54.16,63.37,25.98,71.46,66.35,52.42,34.0,53.63,89.55,107.8,67.2
2019-01-30,91.62,79.06,21.22,54.12,22.97,26.96,20.47,57.7,36.64,35.22,31.48,39.46,79.17,168.16,29.07,110.57,96.59,106.43,36.64,269.93,12.53,100.92,121.97,19.45,18.09,47.01,39.42,43.09,29.25,25.39,52.87,53.14,86.14,29.16,24.83,53.35,63.78,25.94,71.77,66.28,53.39,34.33,54.76,90.67,108.78,68.44
2019-01-31,91.45,78.74,21.18,54.29,22.5,27.03,21.55,58.63,36.83,34.66,31.65,39.84,78.44,167.45,29.05,110.37,97.82,110.15,36.56,270.06,12.71,102.79,120.96,19.13,18.41,46.41,39.22,43.15,28.68,25.39,52.04,53.7,87.58,28.87,23.74,53.51,64.89,26.05,71.88,66.67,53.22,34.12,54.55,90.75,107.19,68.9
2019-02-01,91.46,78.7,21.24,53.82,23.0,27.99,21.72,59.6,36.85,34.34,31.25,38.88,80.37,169.53,28.82,110.37,98.3,111.81,35.8,271.96,12.25,107.74,120.42,18.87,18.64,48.11,39.5,44.07,28.87,25.46,49.54,53.56,87.87,27.95,24.11,53.42,65.04,26.16,72.81,67.74,53.56,34.32,54.64,90.49,107.89,68.91
2019-02-04,91.46,78.75,21.23,53.6,23.38,28.78,21.8,59.76,37.06,35.02,30.98,38.16,81.82,171.03,28.72,110.36,98.78,113.37,35.35,273.1,11.92,110.45,120.97,19.12,18.42,49.38,39.88,44.64,28.91,25.53,49.1,54.16,87.88,27.76,24.86,53.81,65.14,26.09,73.44,68.31,53.57,34.55,54.75,90.36,108.9,68.53
2019-02-05,91.48,78.78,21.2,54.19,23.02,28.79,21.31,59.2,36.95,33.07,31.09,38.42,81.28,170.52,28.76,110.39,101.23,122.48,35.49,272.74,12.01,111.5,121.03,19.15,18.4,48.99,39.57,44.42,28.95,25.63,48.48,53.62,87.23,27.55,24.49,53.49,64.66,26.06,73.46,68.54,53.58,34.28,54.72,90.77,108.45,68.83
2019-02-06,91.48,78.84,21.33,52.46,23.61,28.2,19.92,58.24,35.7,33.84,31.51,39.44,79.09,168.23,29.05,110.4,99.16,114.3,36.56,270.14,12.5,106.79,121.83,19.51,18.03,46.99,39.09,43.14,29.95,25.69,50.94,51.63,85.16,28.47,23.84,52.75,63.23,25.8,72.96,67.6,53.54,34.57,55.44,89.77,107.56,67.82
2019-02-07,91.5,78.9,21.49,52.7,23.74,28.15,19.62,57.87,36.25,33.17,31.44,39.31,79.34,168.56,29.02,110.42,98.85,113.83,36.42,270.47,12.43,108.56,122.35,19.78,17.8,47.23,39.61,43.3,30.45,25.72,50.01,51.24,84.76,28.18,23.49,52.7,62.94,25.67,73.07,67.99,53.79,34.57,55.68,89.94,107.13,68.77
2019-02-08,91.49,78.85,21.46,52.5,24.06,28.78,19.9,58.39,37.2,33.52,31.48,39.38,79.24,168.4,28.99,110.42,99.29,115.46,36.39,270.62,12.47,108.44,121.87,19.54,17.99,47.12,39.88,43.37,30.44,25.82,49.26,51.73,85.25,27.85,23.79,52.78,63.24,25.75,73.46,67.96,53.93,34.67,55.66,89.83,107.32,69.52
2019-02-11,91.51,78.85,21.31,54.59,23.26,30.13,20.62,60.09,38.08,37.93,31.01,38.21,81.61,170.89,28.62,110.41,101.51,122.74,35.0,274.1,11.93,112.83,121.56,19.38,18.14,49.16,40.85,45.03,30.69,25.73,47.95,54.24,86.3,27.34,24.87,53.96,64.04,26.13,74.6,68.86,54.35,34.43,55.79,91.06,108.97,69.97
2019-02-12,91.51,78.8,21.25,54.98,23.62,30.72,21.44,60.78,38.2,36.97,31.0,38.19,81.66,171.01,28.56,110.42,101.74,123.81,34.65,274.99,11.92,113.23,121.1,19.18,18.35,49.26,41.05,45.43,30.38,25.87,47.72,54.31,87.42,27.27,25.29,54.03,64.84,26.2,75.04,68.95,54.45,34.66,55.63,91.26,109.71,70.38
2019-02-13,91.53,78.88,21.3,55.42,23.8,30.3,21.64,59.48,38.38,36.72,30.98,38.12,81.8,171.22,28.62,110.45,102.06,124.78,34.93,274.38,11.86,113.62,121.79,19.46,18.05,49.44,40.18,45.12,30.21,25.84,48.93,53.69,87.78,27.75,25.09,53.75,65.07,25.88,74.69,69.07,53.84,34.79,55.54,91.47,109.31,70.53
2019-02-14,91.53,78.88,21.15,57.9,24.1,31.38,22.66,62.21,39.98,37.8,30.84,37.78,82.57,171.94,28.31,110.47,102.56,126.8,33.8,277.37,11.73,116.23,121.98,19.57,17.97,50.03,40.67,46.57,30.46,25.79,46.48,54.94,89.28,26.8,25.49,54.48,66.12,26.43,75.69,69.62,54.35,35.0,55.71,92.85,110.06,72.12
2019-02-15,91.55,78.91,21.12,57.46,24.44,31.36,22.89,62.49,40.56,38.48,30.79,37.65,82.84,172.28,28.26,110.48,102.42,125.98,33.63,277.85,11.66,116.49,122.29,19.69,17.87,50.33,40.86,46.8,30.97,25.69,46.63,55.85,89.62,26.88,25.85,54.82,66.32,26.47,75.66,69.64,54.63,35.04,56.04,92.63,110.51,72.87
2019-02-19,91.55,78.92,21.02,57.21,23.78,31.8,23.17,62.92,40.87,37.7,30.8,37.65,82.83,172.25,28.21,110.48,103.37,129.45,33.42,278.41,11.66,116.74,121.94,19.53,17.99,50.29,40.91,47.08,31.4,25.71,43.92,57.71,90.04,25.85,25.92,55.76,66.6,26.64,76.02,69.72,54.53,34.82,56.29,92.52,110.73,73.24
2019-02-20,91.56,78.88,21.03,55.66,23.78,31.43,22.08,62.19,40.7,38.69,30.91,37.98,82.15,171.62,28.31,110.51,102.69,126.6,33.8,277.42,11.8,117.01,120.85,19.02,18.47,49.72,41.09,46.56,32.12,25.73,44.64,57.49,88.54,26.13,25.81,55.54,65.57,26.5,75.71,69.75,54.69,34.88,56.7,91.71,110.51,72.43
2019-02-21,91.58,78.98,20.95,57.23,24.34,32.0,22.27,62.61,41.57,39.88,30.68,37.37,83.4,172.89,28.16,110.51,104.18,130.55,33.18,279.14,11.54,121.3,121.57,19.33,18.18,50.8,40.97,47.44,32.72,25.72,42.14,57.8,88.81,25.14,26.25,55.78,65.76,26.46,76.21,70.64,54.43,35.08,57.05,92.55,111.11,73.37
2019-02-22,91.57,78.95,20.81,57.43,23.69,32.45,22.37,62.85,41.5,39.06,30.57,37.13,84.0,173.52,28.1,110.51,105.11,133.83,33.03,279.52,11.41,123.18,121.21,19.17,18.32,51.36,40.73,47.64,32.13,25.7,43.26,58.75,88.89,25.58,25.98,56.14,65.87,26.57,76.51,70.98,54.13,34.79,56.68,92.68,110.74,73.08
2019-02-25,91.58,79.04,20.86,56.83,23.62,32.19,22.16,62.59,41.09,38.17,30.55,37.07,84.15,173.7,28.14,110.51,104.47,131.06,33.13,279.32,11.38,123.9,121.81,19.43,18.07,51.52,40.75,47.49,31.92,25.6,43.82,58.07,88.49,25.84,26.1,55.82,65.66,26.49,76.3,71.13,54.16,34.72,56.61,92.35,110.89,72.49
2019-02-26,91.59,79.0,20.88,56.0,23.14,32.52,22.41,62.98,41.53,37.33,30.58,37.12,84.01,173.59,28.15,110.54,103.37,126.43,33.18,279.2,11.42,123.56,120.43,18.79,18.66,51.36,40.75,47.41,32.13,25.62,43.91,57.82,88.86,25.86,26.0,55.73,65.91,26.59,76.6,71.06,54.08,34.61,56.68,91.92,110.81,73.02
2019-02-27,91.61,78.97,21.02,55.48,23.29,32.17,21.73,62.95,41.29,35.65,30.66,37.31,83.62,173.19,28.22,110.54,103.29,126.74,33.43,278.68,11.5,122.5,120.02,18.57,18.88,51.04,40.79,47.09,32.65,25.64,43.76,56.38,88.01,25.81,25.55,55.05,65.25,26.52,76.34,70.86,54.34,34.71,57.01,91.65,110.21,72.24
2019-02-28,91.45,78.76,21.05,57.87,22.95,32.29,22.91,63.81,41.23,35.39,30.43,36.77,84.84,174.39,28.03,110.34,104.26,130.05,32.78,280.42,11.25,124.8,118.66,18.05,19.4,52.06,41.01,48.03,32.75,25.74,40.88,56.39,89.61,24.66,26.19,54.98,66.45,26.69,76.41,71.34,54.24,34.67,57.13,92.95,111.1,72.46
2019-03-01,91.44,78.81,20.99,55.54,23.13,31.84,23.03,62.86,40.32,36.73,30.45,36.79,84.8,174.42,28.14,110.36,104.29,130.11,33.13,279.4,11.25,123.52,119.59,18.49,18.95,52.07,40.73,47.46,32.93,25.77,42.33,56.38,89.82,25.24,25.92,55.23,66.57,26.52,76.07,71.07,54.15,34.81,57.23,91.69,110.75,72.06
2019-03-04,91.45,78.83,21.14,55.43,23.46,31.33,22.82,62.48,39.83,34.8,30.42,36.74,84.92,174.55,28.17,110.35,103.8,128.25,33.28,279.02,11.23,122.31,119.84,18.6,18.84,52.2,40.64,47.26,32.89,25.84,42.72,55.95,89.54,25.41,26.22,54.97,66.35,26.42,75.58,70.86,54.11,34.91,57.16,91.64,111.03,71.22
2019-03-05,91.46,78.9,21.32,52.89,23.11,30.25,21.93,61.33,39.35,34.29,30.61,37.18,83.92,173.56,28.37,110.37,102.06,121.98,33.92,277.33,11.41,120.31,120.28,18.79,18.62,51.3,40.43,46.39,32.88,25.84,44.44,56.05,88.22,26.09,25.78,55.09,65.51,26.25,74.87,70.49,54.03,34.82,57.16,90.3,110.51,70.23
2019-03-06,91.48,79.01,21.47,51.63,22.84,29.72,21.53,59.78,39.11,35.57,30.98,38.09,81.88,171.43,28.61,110.39,100.99,117.83,34.77,275.01,11.86,116.92,121.06,19.17,18.28,49.43,40.14,45.23,33.17,26.07,47.14,54.99,87.71,27.13,24.79,54.64,65.12,25.98,74.42,69.82,53.68,34.79,57.35,89.59,109.17,69.7
2019-03-07,91.49,79.04,21.46,51.24,22.94,29.52,20.3,59.74,39.09,35.7,31.04,38.2,81.59,171.17,28.66,110.41,100.9,117.64,34.98,274.46,11.9,116.77,121.57,19.39,18.04,49.15,39.99,44.95,33.48,25.99,47.51,54.69,85.94,27.33,24.23,54.73,63.9,25.97,74.27,69.81,53.71,34.82,57.55,89.4,108.41,69.46
2019-03-08,91.49,79.03,21.31,53.08,23.74,30.27,21.25,61.82,40.29,37.21,30.39,36.62,85.0,174.73,28.24,110.39,103.12,126.03,33.45,278.44,11.17,124.39,121.21,19.22,18.23,52.22,41.11,46.91,34.21,25.93,42.41,56.46,87.36,25.35,25.29,55.51,64.9,26.24,74.9,71.31,54.41,35.36,57.96,90.42,109.9,70.91
2019-03-11,91.5,79.09,21.23,54.22,24.14,29.43,21.64,62.44,40.36,37.17,30.23,36.22,85.96,175.69,28.16,110.41,103.6,127.5,33.12,279.49,10.98,126.46,122.06,19.6,17.87,53.07,40.96,47.39,34.89,25.88,40.63,56.98,88.09,24.61,25.44,55.72,65.32,26.3,74.28,71.73,54.43,35.55,58.36,91.08,110.21,70.81
2019-03-12,91.51,79.09,21.23,55.93,24.5,30.24,22.33,63.62,40.64,36.2,30.01,35.69,87.21,177.01,27.96,110.43,104.02,129.06,32.44,281.34,10.76,128.99,121.83,19.51,17.96,54.22,41.46,48.33,35.03,25.76,39.97,57.49,89.06,24.38,25.77,55.99,65.98,26.48,74.93,72.2,54.74,35.72,58.42,92.06,110.6,71.29
2019-03-13,91.51,79.09,21.23,55.64,24.63,29.94,22.37,64.28,40.62,35.76,30.06,35.83,86.88,176.71,27.98,110.43,103.45,126.86,32.53,281.16,10.79,129.7,120.95,19.09,18.33,53.98,41.21,48.23,34.92,25.84,39.02,56.2,89.17,23.96,25.5,55.57,66.05,26.58,74.68,72.35,54.69,35.81,58.41,91.91,110.27,70.9
2019-03-14,91.52,79.14,21.24,56.35,24.2,29.67,22.33,65.16,41.29,35.48,29.8,35.23,88.37,178.35,27.86,110.46,106.23,137.79,32.07,281.31,10.54,134.35,121.75,19.43,18.04,55.32,41.45,48.93,35.38,25.8,37.85,56.22,89.04,23.51,25.93,55.4,65.51,26.63,73.99,72.99,54.7,35.46,58.19,91.99,110.6,71.4
2019-03-15,91.53,79.13,21.09,56.11,23.87,30.49,23.27,66.29,41.28,35.9,29.72,35.02,88.83,178.45,27.76,110.44,105.93,136.89,31.73,282.33,10.43,136.0,121.68,19.41,18.05,55.82,41.62,49.48,34.93,25.77,37.98,56.96,90.45,23.57,26.72,55.53,66.42,26.9,74.71,73.3,54.78,35.28,57.97,91.85,111.67,71.37
