Date,BIL,BTAL,COKE,COST,EDC,EDZ,EUM,FTLS,IAU,KMLM,LLY,MO,NVO,PGR,PSQ,QLD,QQQ,TLT,TQQQ,UUP,UVXY,VIXY
2022-01-25,91.42,18.78,584.92,461.5901,67.78,10.15,13.01,48.75,34.56,27.7178,229.9857,37.2524,93.1,104.2769,12.44,66.65,344.57,140.5,53.15,25.84,18.43,19.84
2022-01-26,91.43,18.91,566.85,460.6831,65.38,10.51,13.16,48.67,34.14,27.9676,228.8834,37.9076,95.44,104.2866,12.55,65.1,341.1,143.08,51.56,26.06,18.65,20.01
2022-01-27,91.41,18.93,576.71,470.1445,66.23,10.35,13.09,49.45,34.03,27.96,236.986,38.013,96.76,105.333,12.15,69.27,351.8,143.13,56.37,26.05,16.95,18.73
2022-01-28,91.43,18.71,573.0,482.2698,72.8,9.27,12.67,50.09,34.22,27.8354,237.2664,38.3142,99.87,105.2749,11.77,73.71,363.05,142.39,61.83,25.87,15.22,17.48
2022-01-31,91.42,18.39,566.96,485.4014,73.96,9.19,12.59,50.98,34.27,27.9568,240.0608,38.1335,102.6,104.7323,11.7,74.59,365.52,141.72,63.01,25.8,13.57,16.19
2022-02-01,91.43,18.55,563.81,498.3954,73.86,9.21,12.6,50.975,34.38,28.0601,242.5263,38.0281,106.59,106.0693,11.59,75.84,368.49,142.2,64.5,25.7,13.11,15.87
2022-02-02,91.43,18.69,571.4,498.9118,71.29,9.48,12.75,50.22,34.36,28.1875,236.7056,37.9678,104.63,106.2824,12.08,69.62,353.55,141.09,56.74,25.57,15.47,17.78
2022-02-03,91.41,18.53,568.12,496.9994,71.93,9.41,12.71,50.24,34.39,28.5746,234.2497,37.7946,99.67,105.6721,11.92,71.4,358.01,139.01,58.7,25.55,14.64,17.16
2022-02-04,91.41,18.48,562.08,493.2894,71.67,9.48,12.74,50.062,34.66,28.3353,235.4873,37.9452,101.76,105.7011,12.02,70.28,355.13,139.1,57.37,25.56,14.03,16.7
2022-02-07,91.42,18.27,571.49,498.3189,73.48,9.22,12.61,50.5529,34.73,28.417,231.9678,37.9678,101.55,105.798,11.86,71.86,359.12,138.17,59.32,25.6,13.09,15.93
2022-02-08,91.41,18.04,575.06,505.6626,77.04,8.77,12.4,50.98,34.87,28.3501,235.2166,38.1034,105.92,105.052,11.62,74.91,366.73,138.43,63.0,25.57,12.34,15.32
2022-02-09,91.41,18.03,553.59,495.7659,75.59,8.94,12.49,50.5,34.73,28.5812,231.7068,37.7871,104.06,103.1918,11.92,71.5,358.43,136.23,58.82,25.61,14.06,16.74
2022-02-10,91.41,18.31,577.24,487.3418,72.24,9.35,12.67,49.88,35.41,28.5814,227.9359,37.9302,98.91,102.8915,12.24,66.99,347.06,138.25,53.28,25.72,16.66,18.96
2022-02-11,91.4,18.33,589.0,484.3681,70.55,9.54,12.79,49.99,35.58,29.005,227.8679,37.7193,98.14,102.9012,12.25,67.17,347.49,136.53,53.43,25.79,16.93,18.96
2022-02-14,91.42,18.1,577.16,491.4056,75.01,8.94,12.51,50.35,35.23,28.7096,236.7519,37.8925,101.36,102.4846,11.93,70.46,356.13,134.98,57.3,25.69,14.89,17.45
2022-02-15,91.42,18.04,563.22,489.9523,76.71,8.76,12.4,50.6,35.61,28.7,238.4413,38.1109,103.17,102.7752,11.94,70.39,356.04,135.78,57.29,25.64,14.03,16.77
2022-02-16,91.41,18.3,566.13,492.4479,74.17,9.05,12.54,50.23,36.1,28.505,233.9654,38.6832,102.45,101.9517,12.29,66.21,345.45,136.79,52.21,25.65,16.42,18.7
2022-02-17,91.42,18.39,575.2,490.2104,71.75,9.31,12.68,49.81,36.06,28.6102,233.3246,38.9618,100.81,103.0949,12.44,64.68,341.51,138.23,50.44,25.72,17.005,19.19
2022-02-18,91.42,18.57,583.64,480.18,68.54,9.7,12.85,49.33,36.15,28.941,232.1789,38.6154,99.24,102.9399,12.57,63.37,338.08,138.59,48.88,25.73,16.82,19.09
2022-02-22,91.41,18.54,446.66,473.5632,66.29,10.04,12.9993,49.0,36.31,29.1377,231.3827,39.12,97.68,101.3607,12.88,60.15,329.42,136.68,45.14,25.76,18.28,20.15
2022-02-23,91.41,18.24,445.94,483.431,62.22,10.63,13.26,49.4337,36.08,29.5402,236.014,37.3277,98.95,99.6749,12.45,64.18,340.49,136.77,49.56,25.97,17.44,19.52
2022-02-24,91.41,18.01,489.09,494.8192,65.68,10.07,13.0,50.14,35.96,28.6979,243.5582,38.766,102.75,103.8991,12.25,66.16,345.77,136.87,51.91,25.84,16.37,18.72
2022-02-25,91.41,17.87,496.93,496.5022,63.38,10.47,13.19,49.76,36.31,28.9348,242.6843,38.623,102.95,102.6299,12.21,66.67,346.8,139.87,52.46,25.88,17.54,19.65
2022-02-28,91.41,17.99,483.91,500.0209,60.57,10.91,13.38,49.78,36.99,29.5388,242.2474,38.8338,103.6,100.0237,12.41,64.48,341.49,141.3,50.04,26.08,20.34,21.76
2022-03-01,91.41,18.02,494.41,504.869,60.92,10.81,13.335,50.41,36.61,30.3075,246.7816,39.7676,104.67,101.6513,12.19,66.6,347.22,136.47,52.43,26.06,18.44,20.4
2022-03-02,91.42,18.38,467.8,509.6977,58.26,11.27,13.52,49.9074,36.82,30.8783,251.1217,40.0387,104.27,101.8064,12.38,64.7,342.26,137.86,50.24,26.16,18.64,20.5
2022-03-03,91.42,18.76,457.21,502.4784,54.72,11.93,13.7967,49.82,37.4,31.2476,255.2288,40.2796,104.11,103.8507,12.56,62.88,337.3,140.24,48.09,26.36,19.85,21.35
2022-03-04,91.42,19.24,442.4,505.366,48.71,13.33,14.315,49.12,37.95,31.811,254.0345,39.7977,100.85,103.2015,13.02,58.21,324.86,139.17,42.72,26.55,22.4,23.24
2022-03-07,91.42,19.14,459.11,500.4321,49.08,13.16,14.25,49.04,38.98,32.3856,252.3742,38.3217,102.31,100.5275,13.08,57.64,323.35,137.77,42.13,26.5,22.01,23.01
2022-03-08,91.42,18.7,475.42,504.5342,53.17,12.03,13.85,49.75,37.84,30.71,255.1511,38.4046,105.06,100.8569,12.59,61.86,334.99,136.42,46.64,26.24,20.75,22.07
2022-03-09,91.42,18.77,468.8,509.3821,50.37,12.75,14.13,49.99,37.97,30.7774,258.2872,38.5778,104.46,101.4091,12.74,60.47,331.27,134.46,45.14,26.37,19.37,21.11
2022-03-10,91.41,19.0,450.45,504.3142,47.14,13.51,14.41,49.78,37.68,31.2349,258.5591,38.013,101.26,102.252,13.01,57.91,324.4,134.91,42.34,26.51,19.92,21.51
2022-03-11,91.42,19.4,451.21,502.9087,43.71,14.5,14.77,49.9,37.11,31.1456,261.1805,38.0582,101.74,102.4167,13.26,55.72,318.17,131.76,39.86,26.5,20.88,22.2
2022-03-14,91.4,19.25,488.67,518.5616,43.79,14.46,14.74,50.24,36.45,30.6911,267.4528,38.8112,102.45,103.9669,12.84,59.16,328.15,131.53,43.55,26.47,19.97,21.47
2022-03-15,91.42,18.67,496.06,519.5848,54.41,10.9,13.54,50.13,36.65,30.38,268.4043,38.6154,106.24,102.8333,12.35,63.59,340.32,132.82,48.44,26.28,17.05,19.26
2022-03-16,91.42,18.34,493.0,528.5728,53.58,11.13,13.61,50.53,36.85,31.0733,277.2107,38.9242,109.85,106.108,12.22,65.07,344.44,131.83,50.06,26.22,16.62,18.96
2022-03-17,91.41,18.13,513.11,536.7578,55.97,10.62,13.42,50.57,36.5,31.12,279.2788,38.9166,111.47,107.7551,11.95,67.78,351.49,133.44,53.17,26.25,15.33,18.07
2022-03-18,91.41,18.31,494.87,531.1929,53.27,11.13,13.62,51.04,36.78,32.0105,281.2206,39.3459,110.19,108.6852,12.0,67.4,350.08,130.35,52.79,26.35,15.09,17.88
2022-03-21,91.41,18.17,495.05,534.9124,56.18,10.52,13.38,51.04,36.54,32.1,276.735,40.1441,109.61,109.8187,11.75,70.02,356.96,128.68,55.91,26.34,14.72,17.55
2022-03-22,91.43,18.25,484.11,529.749,55.17,10.74,13.46,50.81,36.99,32.3034,275.929,40.0763,109.37,110.4485,11.93,68.01,351.83,131.5,53.55,26.37,14.65,17.52
2022-03-23,91.43,18.19,479.39,533.6597,55.9,10.55,13.395,50.99,37.29,32.4985,279.3273,40.2142,108.98,110.5454,11.67,71.04,359.65,130.47,57.02,26.4,14.14,17.12
2022-03-24,91.41,18.435,485.0,531.365,54.47,10.84,13.51,51.46,37.16,32.8888,280.6186,41.0721,106.51,113.0353,11.66,70.94,359.35,128.66,56.93,26.41,13.59,16.63
2022-03-25,91.41,18.3,483.7,540.4487,55.12,10.72,13.44,51.25,36.48,32.08,283.1819,39.8542,107.91,113.2388,11.49,73.13,364.91,129.76,59.52,26.49,13.25,16.38
2022-03-28,91.41,18.06,494.46,545.0098,57.91,10.13,13.21,51.01,36.5,31.6077,280.007,39.5861,110.2,112.5703,11.29,75.59,371.19,130.74,62.57,26.33,12.33,15.62
2022-03-29,91.43,18.2,491.68,551.2154,57.38,10.26,13.28,51.07,36.76,31.93,281.4633,39.8695,112.54,113.5197,11.42,73.98,367.09,131.76,60.69,26.19,12.55,15.79
2022-03-30,91.43,18.34,496.85,550.6226,54.87,10.73,13.49,50.69,36.83,31.5775,278.0457,40.0227,111.05,110.4388,11.58,71.92,362.54,132.08,58.18,26.3,13.46,16.57
2022-03-31,91.43,18.35,513.6,550.3549,57.29,10.21,13.26,50.77,36.54,31.5799,284.1625,40.375,112.91,111.6014,11.57,71.87,361.85,132.38,57.93,26.34,12.75,16.0
2022-04-01,91.42,17.99,505.45,549.934,60.5,9.66,13.0,51.02,36.73,31.8792,282.9489,40.3827,113.81,110.5454,11.34,74.76,369.3,131.46,61.55,26.46,11.78,15.14
2022-04-04,91.41,18.33,498.4,550.1158,57.16,10.16,13.24,50.8,36.49,32.3311,283.9878,40.3214,114.81,110.6713,11.58,71.49,361.1,128.49,57.48,26.6,13.22,16.42
2022-04-05,91.42,18.84,495.13,559.171,55.09,10.56,13.41,50.64,36.58,32.37,296.9497,41.2329,117.13,113.3283,11.84,68.3,353.26,127.45,53.7,26.62,13.64,16.8
2022-04-06,91.42,18.96,492.3,581.412,53.76,10.8,13.52,51.25,36.7,32.4786,299.4644,41.1563,121.81,115.9077,11.82,68.67,354.1,126.49,54.05,26.67,13.13,16.31
2022-04-07,91.41,19.09,488.14,573.7529,53.785,10.78,13.52,51.47,36.97,32.8935,302.6297,41.4474,120.56,114.9186,11.99,66.72,349.15,125.12,51.84,26.67,13.1,16.31
2022-04-08,91.42,19.1,485.22,559.0563,51.91,11.2,13.69,51.08,37.14,33.1173,299.979,41.7079,120.95,114.841,12.27,63.58,340.89,123.14,48.16,26.73,14.16,17.24
2022-04-11,91.42,19.14,488.98,555.8912,51.32,11.28,13.715,50.94,37.42,33.5847,299.1246,42.0602,117.4,111.8059,12.3,63.08,339.45,122.97,47.54,26.82,14.4,17.4
2022-04-12,91.42,18.95,494.25,565.195,53.37,10.9,13.53,51.32,37.62,33.9293,293.8718,41.9759,118.88,110.458,12.07,65.58,346.35,123.22,50.39,26.71,12.94,16.23
2022-04-13,91.41,19.2,492.7,564.5256,51.18,11.29,13.72,51.09,37.47,34.71,293.0854,42.1138,118.2,108.7125,12.34,62.57,338.43,120.75,47.0,26.83,13.34,16.62
2022-04-14,91.42,19.21,475.09,556.6179,50.74,11.38,13.77,51.13,37.59,35.386,290.1337,41.8228,116.37,106.3174,12.32,62.77,338.69,120.15,47.13,26.94,13.12,16.39
2022-04-18,91.41,18.97,490.88,568.2643,49.92,11.55,13.82,51.5,37.01,34.7495,288.3764,42.2977,114.41,107.7816,12.05,65.43,346.26,119.25,50.16,27.0,12.13,15.58
2022-04-19,91.43,19.14,493.09,577.0901,49.1,11.77,13.9,51.85,37.22,34.2906,284.4053,42.4126,115.54,109.6144,12.24,63.52,341.21,121.65,47.9,26.81,11.7,15.22
2022-04-20,91.43,19.52,487.69,565.8165,46.21,12.43,14.17,51.14,37.09,34.7627,281.1915,43.3011,110.75,109.595,12.48,60.98,334.15,120.75,45.09,26.89,13.02,16.32
2022-04-21,91.42,19.77,474.8,546.6544,45.02,12.78,14.29,50.37,36.72,34.2875,270.6278,42.5351,110.7,105.0568,12.81,57.72,325.4,119.99,41.51,27.05,15.39,18.36
2022-04-22,91.43,19.66,485.14,543.3173,44.04,13.05,14.39,50.19,36.06,33.764,276.9097,42.3053,113.72,107.2095,12.63,59.24,329.58,121.19,43.05,27.18,14.85,17.93
2022-04-25,91.42,19.86,473.45,529.5004,41.14,13.9,14.71,49.75,36.11,34.35,274.6085,42.0372,109.78,105.1246,13.12,54.67,317.14,122.41,38.21,27.35,17.23,19.81
2022-04-26,91.42,19.99,462.0,529.8063,42.57,13.41,14.56,50.17,35.84,34.7584,276.8028,42.0679,111.56,103.7089,13.13,54.61,316.76,120.84,38.04,27.52,17.75,20.22
2022-04-27,91.44,19.85,461.0,538.2535,44.19,12.85,14.34,50.68,36.04,35.0603,288.6288,42.2823,110.19,107.0737,12.68,58.45,328.01,121.02,42.06,27.68,16.36,19.17
2022-04-28,91.42,19.9,441.5,509.253,44.8,12.69,14.27,49.8569,36.04,34.6581,283.6382,42.5658,114.0,104.1065,13.25,53.2,313.25,119.45,36.53,27.57,18.27,20.63
2022-04-29,91.43,19.63,448.79,506.6001,44.6,12.75,14.32,49.65,35.37,35.3479,281.1429,42.4202,113.84,106.9865,13.01,54.99,318.48,117.18,38.25,27.71,17.84,20.35
2022-05-02,91.42,19.63,449.53,505.7669,45.54,12.5,14.19,50.19,35.47,35.37,279.6963,42.4662,113.18,108.8289,13.0,55.16,318.82,117.97,38.34,27.66,16.31,19.12
2022-05-03,91.44,19.85,469.73,495.4615,41.85,13.39,14.57,50.35,35.67,36.2587,283.8712,42.8568,112.79,109.0035,13.19,53.01,313.0,115.37,35.86,27.66,17.76,20.45
2022-05-05,91.44,20.13,483.65,482.0913,40.09,13.98,14.78,50.31,35.74,36.42,288.2695,43.3317,111.35,106.1429,13.34,51.68,309.25,113.67,34.61,27.71,17.38,20.18
2022-05-06,91.43,20.63,497.14,477.7528,36.75,15.18,15.19,49.85,35.21,35.34,280.8225,42.3283,106.25,105.4544,13.88,47.58,297.15,114.67,30.52,27.72,19.49,21.79
2022-05-09,91.43,20.62,502.61,480.2716,37.14,14.95,15.13,49.84,34.91,35.1088,277.3951,39.5018,107.44,104.9889,13.7,48.75,300.76,115.71,31.57,27.78,18.5,21.07
2022-05-10,91.43,20.93,498.0,468.4148,36.39,15.24,15.23,49.82,35.2,35.59,278.3564,39.5937,103.81,104.601,14.12,45.82,291.84,117.94,28.76,27.81,18.3,20.88
2022-05-11,91.44,20.83,514.01,465.6373,35.68,15.56,15.33,49.52,34.66,35.81,283.3178,39.9614,104.35,105.5029,14.15,45.62,291.15,117.72,28.53,28.05,17.82,20.51
2022-05-12,91.45,20.44,530.8,476.2587,38.5,14.3,14.91,50.1,34.39,35.831,284.107,40.6278,106.04,104.5525,13.63,48.95,301.94,115.98,31.63,27.97,16.11,19.18
2022-05-13,91.44,20.56,529.69,473.6345,38.08,14.45,14.97,50.2,34.71,36.26,291.657,41.164,103.24,106.4241,13.78,47.85,298.44,115.86,30.65,27.86,15.09,18.39
2022-05-16,91.44,20.48,525.49,469.746,40.86,13.39,14.6,50.8,34.51,36.4414,293.6249,41.547,106.34,107.8204,13.42,50.32,306.17,114.46,32.96,27.63,14.52,17.94
2022-05-17,91.44,20.52,488.86,411.2564,38.05,14.31,14.94,49.57,34.51,35.865,287.575,40.7504,103.5,108.5089,14.08,45.32,291.14,116.9,28.15,27.77,17.65,20.57
2022-05-18,91.46,20.21,492.05,405.0598,39.78,13.66,14.7,49.6,35.03,35.14,278.8852,39.1341,104.05,107.0737,14.16,44.87,289.58,117.18,27.58,27.48,15.98,19.24
2022-05-19,91.46,20.24,508.41,398.8344,40.25,13.49,14.65,49.43,35.04,35.5749,291.1407,39.1341,107.75,107.6265,14.21,44.56,288.68,118.51,27.34,27.54,16.01,19.33
2022-05-20,91.46,20.32,543.25,411.3331,41.16,13.19,14.52,50.01,35.23,35.666,294.7939,39.9231,107.84,109.5174,13.98,46.05,293.48,116.56,28.69,27.29,15.74,19.03
2022-05-23,91.45,20.71,564.2,419.2153,38.94,13.91,14.8,50.4,35.48,35.34,298.0672,40.5436,107.98,111.2532,14.27,44.08,287.24,118.86,26.9,27.21,15.75,19.12
2022-05-24,91.46,20.72,582.51,421.5139,39.58,13.69,14.71,50.34,35.26,35.5541,299.0901,41.2789,105.25,112.1162,14.07,45.34,291.26,119.33,27.98,27.31,15.28,18.69
2022-05-25,91.48,20.47,557.53,445.3426,41.45,13.02,14.49,50.59,35.2,35.47,305.3737,41.7462,106.6,113.2701,13.67,47.83,299.33,118.79,30.32,27.22,15.09,18.49
2022-05-26,91.46,20.14,565.32,450.8689,42.82,12.6,14.3,51.07,35.23,35.4193,315.1353,41.6925,107.74,116.6931,13.23,51.0,309.1,119.08,33.29,27.16,14.21,17.79
2022-05-27,91.45,20.25,564.97,446.5207,44.73,12.02,14.11,50.94,34.87,35.32,305.3543,41.4321,110.4,115.7622,13.26,50.67,308.28,116.56,33.05,27.21,13.84,17.49
2022-05-31,91.42,20.63,573.79,437.6807,43.74,12.32,14.22,50.89,35.09,36.144,303.0551,41.4244,110.33,114.8798,13.36,49.93,306.0,116.22,32.28,27.42,13.69,17.37
2022-06-01,91.44,19.98,599.99,467.0068,45.96,11.68,13.95,51.03,35.52,35.67,294.6283,41.4781,112.65,115.7622,12.99,52.68,313.48,116.175,34.64,27.18,13.26,17.01
2022-06-02,91.42,20.26,603.0,456.1269,43.66,12.24,14.21,50.78,35.15,36.24,293.8684,41.2253,112.41,115.5004,13.35,49.86,306.2,116.03,32.14,27.3,13.46,17.17
2022-06-03,91.43,20.16,635.77,452.5067,44.38,12.06,14.13,50.75,34.98,37.29,295.5343,41.0491,112.15,116.4313,13.29,50.24,307.22,113.89,32.54,27.36,13.18,16.97
2022-06-06,91.42,20.06,634.98,451.8457,44.86,11.9,14.06,51.1,35.21,37.24,304.0489,41.3708,115.87,117.5174,13.17,51.13,309.87,115.12,33.33,27.33,12.69,16.5
2022-06-07,91.43,20.06,632.12,448.2159,45.45,11.74,14.0,50.56,35.2,37.2561,305.403,37.9086,115.96,116.0046,13.27,50.36,307.64,114.1,32.65,27.41,12.65,16.5
2022-06-08,91.44,20.45,589.5,452.1043,42.31,12.57,14.35,50.0,35.09,37.68,295.4271,37.2728,112.81,112.0386,13.63,47.61,299.4,114.48,29.99,27.61,13.55,17.3
2022-06-09,91.42,21.01,582.35,443.7336,41.01,13.0,14.49,49.64,35.56,38.12,289.3482,37.4873,111.49,110.1186,14.11,44.22,288.84,113.77,26.79,27.83,14.79,18.34
2022-06-10,91.43,21.55,551.98,433.1409,36.69,14.32,15.0,48.53,34.62,38.84,283.7659,36.1238,107.58,110.0992,14.76,40.15,275.41,110.2,23.08,28.1,17.8,20.81
2022-06-13,91.42,21.56,569.92,435.5832,38.1,13.75,14.76,48.27,34.34,38.66,283.2886,36.1473,106.13,109.0035,14.72,40.34,275.91,108.81,23.23,28.16,16.98,20.18
2022-06-14,91.43,21.26,551.0,439.4046,39.65,13.17,14.59,48.24,34.8,37.34,285.4318,35.6631,106.33,109.1586,14.36,42.31,282.8,110.84,24.9,27.94,15.55,18.98
2022-06-15,91.45,21.74,533.6,432.6716,36.06,14.43,15.02,47.8288,35.19,37.67,280.6388,35.4366,105.69,106.8701,14.94,38.92,271.39,111.72,21.86,27.67,16.95,20.19
2022-06-16,91.44,21.52,496.16,427.8159,36.46,14.26,14.96,47.501,34.89,37.25,283.3957,35.382,105.58,106.2398,14.76,39.82,274.69,112.08,22.67,27.95,16.19,19.6
2022-06-17,91.46,21.37,516.3,443.542,38.15,13.54,14.72,48.1,34.76,37.56,289.6696,35.6865,107.89,108.7804,14.4,41.83,281.08,110.18,24.38,27.85,15.78,19.21
2022-06-21,91.47,21.38,505.57,440.5251,36.09,14.3,15.0,47.9,34.92,36.54,298.7784,32.4068,107.34,108.4604,14.41,41.69,280.67,113.21,24.29,27.81,14.85,18.46
2022-06-22,91.47,20.99,521.43,454.9297,36.38,14.13,14.94,47.87,34.68,35.85,304.6529,33.1955,108.43,106.4241,14.19,42.93,284.85,114.14,25.33,27.84,14.79,18.46
2022-06-23,91.45,20.67,551.82,463.9037,38.85,13.13,14.58,48.5502,34.66,36.04,317.2201,33.8905,112.12,112.4749,13.7,45.95,294.61,112.56,27.98,27.78,14.39,18.08
2022-06-24,91.45,20.83,562.9,461.3944,39.04,13.12,14.59,48.75,34.63,36.24,318.8275,33.7265,112.89,113.0277,13.82,45.17,292.45,111.6,27.32,27.73,13.71,17.52
2022-06-27,91.47,21.26,544.0,448.8097,38.38,13.34,14.66,48.4,34.56,36.69,309.4265,33.7265,108.3,111.9222,14.25,42.4,283.54,112.12,24.83,27.89,14.27,18.03
2022-06-28,91.48,21.53,551.82,449.9877,38.0,13.54,14.74,48.48,34.55,36.25,314.6677,32.6098,110.08,110.1962,14.22,42.52,283.8,113.87,24.88,28.05,14.37,18.08
2022-06-29,91.49,21.78,563.9,459.0288,37.42,13.73,14.8,48.64,34.31,34.81,315.866,32.6176,111.43,112.7465,14.4,41.41,280.28,114.87,24.0,27.96,14.53,18.25
2022-06-30,91.43,21.73,575.06,465.235,36.58,13.99,14.9,48.67,34.3,35.05,316.3336,32.9925,111.64,114.8895,14.32,41.95,282.13,115.82,24.39,28.05,13.99,17.78
2022-07-01,91.43,21.04,582.19,467.6294,35.67,14.36,15.01,48.18,33.58,34.0,318.7398,32.5786,111.24,113.5901,14.07,43.39,286.96,116.73,25.65,28.45,14.01,17.77
2022-07-05,91.43,21.21,582.55,471.834,35.04,14.63,15.1,48.18,33.05,33.74,321.6333,32.1413,110.49,116.5017,13.98,43.92,288.8,114.77,26.14,28.58,13.65,17.48
2022-07-06,91.43,20.61,577.0,474.0367,37.29,13.66,14.79,48.67,33.07,34.8,319.49,32.6489,109.94,117.0646,13.68,45.79,294.98,113.76,27.76,28.59,13.44,17.29
2022-07-07,91.42,20.75,583.73,480.3483,37.14,13.74,14.8,48.78,33.09,35.37,321.9449,32.4224,109.03,116.8316,13.66,45.94,295.35,112.5,27.89,28.57,12.99,16.93
2022-07-08,91.43,21.18,573.0,477.8198,34.2,14.82,15.21,48.78,32.88,35.76,322.5295,32.7582,109.54,116.7734,13.96,43.92,289.04,114.44,26.11,28.9,13.53,17.41
2022-07-11,91.42,21.09,569.36,469.8417,33.74,15.01,15.265,48.44,32.77,34.65,315.2425,33.0393,108.83,113.5998,14.09,43.09,286.24,115.12,25.35,28.89,13.74,17.58
2022-07-12,91.42,21.09,579.28,471.422,33.62,15.12,15.31,48.25,32.94,34.91,314.1416,32.766,110.12,113.9589,14.11,42.93,285.65,116.44,25.19,28.83,13.39,17.31
2022-07-13,91.43,21.26,514.32,490.3088,32.66,15.5,15.44,48.02,32.45,35.39,318.4573,32.5083,109.45,109.0189,14.06,43.22,286.67,115.49,25.45,29.03,13.45,17.34
2022-07-14,91.42,21.09,501.0,500.8536,33.17,15.19,15.35,48.46,32.4,35.3,323.0459,32.7894,114.23,112.6584,13.81,44.76,291.87,116.14,26.79,28.86,12.44,16.46
2022-07-15,91.42,20.84,495.49,494.4845,33.85,14.93,15.25,48.17,32.42,35.5,313.4694,33.0081,112.98,107.0391,13.94,44.01,289.4,114.93,26.17,28.7,12.94,16.94
2022-07-18,91.42,20.64,506.03,498.2486,35.51,14.19,14.99,48.77,32.51,35.44,317.7851,33.5469,115.82,108.6598,13.51,46.69,298.3,114.31,28.46,28.52,12.69,16.7
2022-07-19,91.42,20.12,500.25,502.0508,35.05,14.42,15.08,48.65,32.21,35.27,313.7227,33.0471,113.59,108.0581,13.29,48.17,303.03,114.61,29.89,28.6,12.25,16.33
2022-07-20,91.45,19.8,501.12,507.0886,36.23,13.89,14.88,48.63,32.66,35.13,318.4865,33.3985,115.36,108.0096,13.11,49.55,307.38,116.59,31.16,28.52,11.83,15.91
2022-07-21,91.46,20.3,496.87,507.3375,35.08,14.35,15.05,48.58,32.75,34.3573,320.2694,33.6484,114.56,107.9125,13.34,47.81,301.99,118.55,29.53,28.48,11.69,15.83
2022-07-22,91.45,20.47,494.11,506.7822,35.48,14.15,14.98,48.87,32.65,34.91,322.9971,34.2263,115.93,109.3198,13.41,47.3,300.27,117.39,29.09,28.44,11.5,15.63
2022-07-25,91.45,20.77,501.7,490.2992,34.69,14.53,15.12,48.88,32.61,35.07,323.0069,34.4684,116.82,109.2713,13.68,45.39,294.37,117.48,27.33,28.66,11.91,15.99
2022-07-26,91.45,20.34,507.17,500.2407,36.5,13.7,14.84,49.36,32.95,34.62,320.4545,34.4137,116.93,109.7857,13.1,49.23,306.81,116.82,30.74,28.42,11.33,15.5
2022-07-27,91.46,20.2,506.79,514.4111,37.06,13.52,14.76,49.91,33.35,34.13,322.2664,34.359,116.39,110.8241,12.98,50.16,309.81,117.75,31.62,28.4,10.49,14.7
2022-07-28,91.47,19.95,513.0,519.3232,36.49,13.71,14.82,50.16,33.45,33.94,321.185,34.2497,116.06,111.6685,12.73,52.02,315.46,117.43,33.36,28.29,10.32,14.56
2022-07-29,91.38,19.91,520.95,524.6094,35.6,14.1,14.95,50.2,33.63,33.2,315.788,34.3981,116.09,109.9215,12.74,51.96,315.27,120.04,33.31,28.18,10.82,15.07
2022-08-01,91.39,19.59,512.79,521.3955,34.97,14.32,15.05,50.05,33.42,33.92,311.9399,34.2263,114.46,109.8536,12.79,51.61,314.33,117.5,33.0,28.36,11.03,15.22
2022-08-02,91.38,19.26,507.48,524.8015,35.92,13.92,14.93,49.97,33.52,33.95,305.7342,34.5386,99.91,111.3676,12.45,54.42,322.89,119.35,35.64,28.44,10.21,14.46
2022-08-03,91.4,19.14,501.35,521.2227,36.56,13.66,14.81,49.87,34.05,33.04,297.9017,34.5543,104.47,113.3378,12.39,54.89,324.4,119.31,36.15,28.26,10.22,14.51
2022-08-04,91.42,18.98,499.74,518.7187,36.64,13.66,14.8,49.94,33.68,33.66,293.547,34.4371,103.2,114.7936,12.48,54.02,321.75,116.47,35.29,28.5,9.88,14.14
2022-08-05,91.43,18.82,498.13,519.8989,36.79,13.57,14.8,49.97,33.97,33.56,294.6965,34.5308,102.42,114.9974,12.53,53.67,320.71,118.35,34.93,28.46,9.91,14.22
2022-08-08,91.42,19.32,497.59,514.0656,36.39,13.71,14.85,50.42,34.07,34.01,295.2031,34.5308,104.6,116.1329,12.67,52.44,317.08,117.89,33.73,28.43,10.03,14.32
2022-08-09,91.43,18.67,499.23,517.9032,37.75,13.23,14.65,50.31,34.01,33.21,296.7521,34.9369,107.51,117.3266,12.33,55.36,325.93,117.12,36.5,28.12,9.17,13.5
2022-08-10,91.43,18.64,499.69,510.5926,38.27,13.04,14.61,50.68,33.9,34.2,293.4008,35.2414,108.79,116.9093,12.4,54.73,324.08,114.39,35.95,28.14,9.26,13.61
2022-08-11,91.45,18.42,503.3,515.399,39.45,12.66,14.44,51.03,34.21,33.9626,301.1124,35.257,107.5,118.1807,12.15,56.89,330.39,115.55,37.98,28.25,9.11,13.44
2022-08-12,91.44,18.48,506.79,523.5924,38.82,12.87,14.51,51.11,33.78,33.95,306.8398,35.3586,106.37,118.4136,12.05,57.75,333.06,115.45,38.89,28.5,8.91,13.23
2022-08-15,91.45,18.61,517.6,530.5673,38.84,12.83,14.515,51.22,33.71,34.24,303.2919,35.7178,105.32,118.8795,12.08,57.48,332.28,115.93,38.64,28.49,8.98,13.33
2022-08-16,91.45,19.03,520.09,533.7333,38.32,13.0,14.59,51.06,33.5,35.0,309.6547,35.4913,104.81,123.3148,12.22,56.15,328.49,114.72,37.3,28.53,8.94,13.27
