Date,BIL,BTAL,COST,DBC,EDC,EDZ,FNGD,GE,GLD,IEF,IWM,LLY,NVO,PGR,PSQ,QID,QQQ,SLV,SOXL,SOXS,SPHB,SPXL,SPXU,SPY,SQQQ,SVXY,TECL,TECS,TLT,TMF,TMV,TQQQ,UUP,VIXY,VTI,VWO,XHB,XLE,XLK,XLP,XME
2018-01-23,91.5,18.31,174.9606,17.26,162.97,6.93,45.81,74.6669,128.69,103.74,159.63,75.5434,58.04,45.7731,32.68,11.29,169.57,16.54,181.2,12.23,45.89,53.19,9.44,284.16,16.63,130.57,138.38,5.54,123.15,20.12,19.22,178.07,23.16,22.62,145.84,50.43,46.8,78.09,68.66,58.5,39.47
2018-01-25,91.5,18.6,177.428,17.18,165.53,6.8,45.21,72.9925,128.24,103.96,159.53,75.4989,57.9,46.0032,32.74,11.33,169.29,16.38,172.0,12.81,45.45,53.19,9.43,284.32,16.71,129.14,137.23,5.6,123.88,20.51,18.9,177.12,23.27,22.86,145.82,50.69,46.32,77.26,68.58,58.32,38.81
2018-01-26,91.52,18.49,177.9843,17.21,162.43,6.92,43.65,72.4947,127.57,103.49,159.06,77.2893,57.28,45.0006,32.5,11.17,170.57,16.29,178.74,12.21,45.85,54.14,9.25,285.99,16.33,125.71,140.25,5.49,122.95,20.01,19.3,180.95,23.34,23.49,146.58,50.28,46.22,77.2,68.99,58.81,38.9
2018-01-29,91.49,18.55,177.2844,17.16,155.62,7.19,44.55,72.8568,127.91,103.42,157.63,77.1734,57.05,43.6776,32.89,11.41,168.55,16.31,171.1,12.71,45.23,52.17,9.6,283.2,16.92,115.11,134.02,5.75,122.28,19.72,19.64,174.58,23.22,25.45,144.74,49.72,45.03,75.65,68.0,58.08,38.3
2018-01-30,91.51,18.65,177.1498,17.09,160.98,6.95,41.98,72.6757,127.45,103.44,157.72,77.0488,56.42,44.2282,32.64,11.27,169.65,16.26,175.25,12.38,45.23,52.31,9.56,282.75,16.58,118.0,135.87,5.62,122.87,19.96,19.36,178.05,23.21,24.79,144.94,50.18,45.49,75.0,68.34,58.14,37.52
2018-01-31,91.41,18.65,173.534,17.12,154.33,7.25,44.67,72.6757,127.18,103.1,155.73,72.6307,52.19,44.6051,32.97,11.49,168.1,16.16,169.0,12.78,44.84,51.29,9.75,281.1,17.03,117.12,135.0,5.68,122.48,19.89,19.41,173.12,23.24,25.0,143.98,49.56,44.5,74.95,68.2,57.6,36.9
2018-02-01,91.44,18.59,171.596,17.11,147.03,7.6,44.63,71.9065,126.81,102.31,156.13,72.9336,51.25,44.9492,33.13,11.6,167.3,16.02,166.04,12.91,44.8,50.75,9.85,280.0,17.27,118.17,132.85,5.77,120.15,18.81,20.56,170.79,23.28,24.78,143.51,48.9,44.12,74.23,67.74,57.29,36.76
2018-02-02,91.45,18.62,171.0666,16.95,139.57,7.97,49.09,70.0511,126.81,102.25,152.61,72.0517,50.95,44.4457,33.97,12.19,163.07,15.91,150.25,14.35,43.32,47.1,10.56,273.47,18.61,99.8,120.9,6.27,119.17,18.31,21.03,157.75,23.35,28.74,140.21,48.21,42.71,71.49,65.77,56.23,35.14
2018-02-05,91.42,18.83,160.5241,16.74,125.42,8.79,53.5,67.0644,126.53,102.95,145.32,68.1948,49.53,43.17,35.47,13.26,155.81,15.75,127.9,16.44,40.93,40.26,12.18,259.73,21.11,12.29,104.81,7.12,120.44,18.91,20.37,136.82,23.48,45.06,133.26,46.49,40.62,68.23,62.84,53.53,34.52
2018-02-06,91.43,18.79,165.6294,16.75,130.55,8.32,47.2,69.2818,125.48,102.73,149.64,69.2637,50.0,44.2946,34.15,12.31,161.79,15.53,147.9,14.16,42.58,44.36,11.03,268.46,18.82,12.28,117.86,6.32,120.13,18.73,20.52,153.09,23.47,37.0,137.67,47.24,42.59,70.19,65.37,54.9,35.54
2018-02-07,91.43,18.85,165.5486,16.57,127.22,8.47,48.2,68.7388,124.92,102.03,150.0,68.756,49.48,44.8737,34.41,12.48,160.62,15.51,142.51,14.57,42.64,44.07,11.07,268.0,19.18,12.25,115.82,6.45,118.0,17.76,21.64,149.93,23.52,37.2,137.53,46.85,42.61,68.87,64.87,54.91,35.19
2018-02-08,91.43,18.46,161.3047,16.31,116.23,9.16,49.5,66.4761,124.65,102.15,146.8,66.8587,49.58,43.3043,35.45,13.21,155.62,15.4,131.36,15.42,41.3,40.5,11.95,260.94,20.92,10.75,104.5,6.96,118.11,17.79,21.57,135.2,23.61,41.91,133.9,45.56,41.45,67.51,63.01,54.01,34.48
2018-02-09,91.46,18.78,163.153,16.21,122.0,8.72,47.64,68.1505,125.19,102.22,146.92,68.3017,50.56,43.9925,34.97,12.86,157.7,15.51,137.16,14.82,41.59,41.8,11.5,263.89,20.07,11.21,110.55,6.55,118.57,18.0,21.34,140.58,23.6,40.11,135.35,46.19,41.44,67.53,64.21,54.02,34.64
2018-02-12,91.44,18.8,161.6994,16.19,122.96,8.62,48.88,66.7024,125.67,102.27,147.38,67.7138,50.21,43.7323,34.89,12.8,157.96,15.59,136.88,14.75,41.73,41.79,11.5,264.0,19.95,10.99,110.75,6.55,118.61,18.04,21.31,141.0,23.43,40.82,135.34,46.37,41.73,67.41,64.3,54.06,35.29
2018-02-13,91.45,18.7,163.9336,16.19,124.63,8.52,45.2,66.4761,126.47,102.06,147.57,67.6704,49.98,45.1254,34.74,12.68,158.75,15.66,137.5,14.75,41.8,42.03,11.43,264.4,19.65,11.35,111.82,6.47,118.48,17.94,21.38,143.41,23.47,39.45,135.62,46.46,41.47,66.82,64.47,54.22,35.61
2018-02-14,91.47,18.48,169.2123,16.45,141.67,7.41,40.63,67.5622,128.45,101.76,152.21,69.7702,51.37,47.7522,33.59,11.88,164.14,15.91,153.82,13.17,43.33,45.43,10.54,271.56,17.75,13.07,123.33,5.89,118.18,17.82,21.54,158.0,23.19,33.89,139.33,48.41,42.84,68.6,66.65,54.68,37.62
2018-02-15,91.46,18.68,172.2351,16.51,140.0,7.51,40.17,67.2002,128.3,102.09,152.61,69.9497,52.14,47.4921,33.37,11.7,165.16,15.83,152.36,13.24,43.11,45.82,10.46,272.27,17.37,12.54,125.93,5.73,119.04,18.19,21.08,160.9,23.25,35.42,139.68,48.06,42.72,68.0,67.08,55.4,37.14
2018-02-16,91.47,18.77,170.8137,16.61,134.09,7.81,40.81,67.5169,127.28,101.81,152.54,70.1561,51.23,47.8865,33.53,11.83,164.38,15.69,151.34,13.3,43.07,45.69,10.5,272.0,17.65,12.28,124.11,5.8,118.29,17.89,21.47,158.41,23.4,36.09,139.56,47.61,42.86,68.26,66.84,55.0,37.9
2018-02-20,91.48,18.67,169.6081,16.61,139.2,7.54,39.0,66.5666,126.35,102.0,152.4,69.6266,52.0,47.6096,33.21,11.59,166.1,15.63,164.31,12.2,43.35,45.59,10.51,271.85,17.12,12.36,128.12,5.6,118.24,17.84,21.51,163.48,23.46,36.02,139.45,48.3,42.5,67.55,67.5,54.42,37.55
2018-02-21,91.48,18.58,167.647,16.64,136.45,7.7,41.0,65.7521,125.92,101.76,152.74,69.2677,53.63,48.0712,33.3,11.66,165.54,15.63,157.85,12.66,43.33,45.22,10.6,271.09,17.26,12.37,125.71,5.73,117.26,17.38,22.03,161.9,23.47,35.82,139.19,47.99,42.28,67.09,67.04,53.8,37.37
2018-02-22,91.49,18.46,171.0206,16.9,143.69,7.28,36.7,65.6574,126.45,102.36,154.5,70.883,53.98,48.5075,32.63,11.2,168.96,15.67,168.5,11.86,44.08,47.62,10.03,275.9,16.23,13.52,133.91,5.33,118.68,18.03,21.25,171.81,23.49,32.61,141.5,48.77,42.54,69.15,68.58,54.44,37.91
2018-02-26,91.48,18.5,174.0343,16.92,141.22,7.41,36.33,66.935,126.06,102.29,155.19,71.9239,53.16,49.3468,32.35,10.98,170.45,15.64,174.71,11.35,44.35,48.72,9.8,278.11,15.81,13.47,138.61,5.14,118.52,17.95,21.3,176.08,23.53,32.63,142.41,48.49,42.55,69.35,69.39,54.72,37.56
2018-02-27,91.5,18.68,172.37,16.85,134.9,7.68,36.9,66.6157,125.08,102.05,153.16,70.6945,52.33,49.4139,32.58,11.14,169.25,15.51,177.0,11.21,44.01,47.45,10.05,275.65,16.12,12.76,136.53,5.2,118.48,17.94,21.36,172.45,23.65,34.07,141.18,47.89,41.37,68.67,69.05,54.29,37.27
2018-02-28,91.42,18.48,172.1091,16.52,130.93,7.9,39.12,64.608,124.16,102.12,150.06,69.151,50.65,48.4656,32.96,11.4,167.3,15.33,169.23,11.74,43.33,45.28,10.53,271.5,16.68,12.3,132.0,5.4,118.41,18.02,21.26,166.57,23.74,36.62,139.07,47.61,40.56,66.67,68.33,53.28,36.51
2018-03-01,91.43,18.88,168.6635,16.52,122.4,8.45,41.85,63.8324,125.67,102.32,148.75,68.5408,50.26,48.1719,33.9,12.06,162.5,15.61,153.87,12.76,42.35,42.39,11.21,265.75,18.14,11.58,120.31,5.91,118.85,18.2,21.01,152.41,23.54,41.14,136.28,46.65,39.82,66.18,66.28,53.09,36.74
2018-03-02,91.45,18.43,169.5362,16.54,124.59,8.31,38.57,64.6993,125.35,102.34,151.82,69.0075,50.23,48.1047,33.34,11.67,165.21,15.49,166.58,11.86,42.95,43.33,10.97,267.75,17.29,12.0,126.26,5.62,118.75,18.17,21.05,160.15,23.56,38.24,137.55,46.84,39.96,66.64,67.36,53.45,36.95
2018-03-05,91.45,18.68,172.8558,16.77,136.0,7.58,35.94,66.6156,126.2,101.97,154.43,69.8689,50.89,49.3971,32.67,11.2,168.65,15.69,177.8,11.13,44.11,46.1,10.3,273.28,16.25,12.45,134.4,5.28,118.36,17.96,21.28,170.3,23.46,35.71,140.36,48.01,40.84,68.08,68.76,54.23,37.18
2018-03-06,91.44,18.68,170.2199,16.74,130.4,7.93,36.96,66.0681,126.23,102.16,154.43,68.7203,50.5,48.8432,32.96,11.39,167.25,15.65,176.41,11.14,43.79,44.63,10.63,270.39,16.65,12.1,130.21,5.46,118.57,18.06,21.19,166.09,23.54,37.63,139.05,47.28,40.92,66.97,68.01,53.74,37.41
2018-03-07,91.45,18.55,167.7819,16.58,136.79,7.55,35.61,66.7069,124.96,101.89,157.31,71.1432,50.64,49.8252,32.23,10.89,171.07,15.5,186.92,10.52,44.87,47.32,10.03,275.69,15.58,12.76,139.76,5.06,117.99,17.79,21.48,177.5,23.6,33.83,141.79,47.88,41.42,67.69,69.69,54.4,37.34
2018-03-09,91.47,18.57,169.3742,16.6,142.6,7.21,32.81,68.532,125.04,102.0,159.26,71.6368,50.69,50.6476,31.73,10.55,173.67,15.54,199.2,9.84,45.42,49.1,9.64,279.2,14.86,13.05,145.9,4.86,118.3,17.91,21.31,185.65,23.55,32.28,143.49,48.52,42.08,68.49,70.72,54.62,36.8
2018-03-12,91.45,18.58,170.9757,16.64,145.0,7.11,31.89,67.0263,125.67,102.31,160.0,70.9637,50.96,50.4042,31.52,10.43,174.83,15.63,204.98,9.57,45.56,49.41,9.58,279.84,14.58,13.01,147.99,4.79,118.98,18.25,20.94,189.31,23.48,32.36,143.86,48.82,42.27,68.64,71.09,54.67,37.16
2018-03-13,91.47,18.77,166.2705,16.61,140.9,7.28,32.76,65.2925,125.12,102.51,158.07,70.515,50.48,51.6547,32.07,10.79,171.8,15.52,193.29,10.09,44.83,47.34,10.01,275.85,15.33,12.69,140.72,5.02,120.18,18.76,20.3,179.64,23.5,33.99,141.96,48.32,41.84,67.79,69.88,53.84,36.38
2018-03-15,91.47,18.81,167.494,16.56,136.67,7.53,33.35,65.4293,124.84,102.36,156.93,71.0714,50.28,51.8729,32.08,10.79,171.82,15.47,192.09,10.17,44.57,47.11,10.04,274.45,15.35,12.86,141.59,5.01,119.8,18.61,20.49,179.5,23.56,33.01,141.58,47.85,41.15,66.75,69.8,53.23,36.21
2018-03-16,91.47,18.71,166.9992,16.6,134.4,7.65,34.99,65.0643,124.57,102.14,157.16,71.897,50.84,51.9652,32.53,11.08,169.1,15.36,186.12,10.5,44.4,46.5,10.17,273.34,15.99,12.79,136.55,5.18,119.22,18.35,20.79,172.49,23.56,33.41,141.16,47.62,41.35,67.1,68.96,53.15,36.33
2018-03-19,91.48,18.64,166.5224,16.64,135.6,7.52,36.71,64.3343,124.41,102.09,156.69,70.9278,50.28,52.0827,32.92,11.36,167.17,15.33,181.0,10.78,44.1,45.25,10.43,270.91,16.54,12.38,130.91,5.36,118.91,18.17,20.97,166.04,23.59,35.53,140.03,47.77,41.28,66.63,68.06,52.81,35.6
2018-03-20,91.48,18.6,168.0787,16.76,136.11,7.51,36.63,62.3267,125.39,101.94,156.32,70.4073,50.51,52.3596,32.86,11.32,167.21,15.5,182.94,10.66,44.19,45.25,10.41,270.88,16.49,12.53,130.6,5.39,118.68,18.01,21.13,165.93,23.58,34.74,140.05,47.69,41.06,67.23,68.05,52.29,35.43
2018-03-21,91.48,18.36,166.3425,16.83,129.61,7.84,38.86,62.7373,126.09,102.52,155.62,69.5997,49.59,51.6043,33.37,11.67,164.61,15.52,176.73,10.97,43.83,43.73,10.77,267.85,17.25,12.15,124.41,5.66,120.32,18.81,20.25,158.4,23.5,36.85,138.15,47.06,41.08,67.82,66.97,51.78,35.72
2018-03-22,91.5,19.09,164.8851,16.9,125.74,8.04,40.4,61.1404,127.82,102.46,153.52,68.8908,48.89,50.7819,33.78,11.95,162.61,15.68,169.27,11.38,43.02,41.92,11.2,264.17,17.86,11.83,119.0,5.87,119.69,18.5,20.57,152.2,23.45,38.49,136.13,46.72,40.69,67.52,66.0,51.68,34.27
2018-03-23,91.5,19.06,164.6602,16.99,126.64,7.9,39.93,60.3647,128.05,102.52,152.09,67.8499,49.55,50.4294,33.92,12.05,161.72,15.73,164.71,11.63,42.52,40.83,11.4,262.16,18.04,11.81,116.3,5.94,120.01,18.66,20.38,149.18,23.34,38.5,135.09,46.89,40.76,67.54,65.59,51.24,34.21
2018-03-26,91.52,19.13,168.6275,17.01,129.29,7.71,38.0,58.9503,127.23,102.53,153.66,68.2806,49.05,51.2686,33.08,11.45,165.62,15.62,177.6,10.61,43.32,42.66,10.86,266.17,16.7,11.85,124.58,5.5,119.81,18.56,20.49,159.89,23.42,38.28,137.18,47.19,41.03,68.26,67.13,51.68,34.54
2018-03-27,91.52,19.29,165.1819,16.88,120.59,8.24,47.9,61.6879,126.46,103.22,150.74,68.2537,49.62,50.6476,34.62,12.5,158.17,15.43,151.39,12.33,42.05,40.06,11.55,260.76,19.01,11.47,109.4,6.21,121.43,19.32,19.66,138.67,23.5,40.74,134.36,46.22,40.33,67.37,64.43,51.73,33.26
2018-03-28,91.44,19.42,168.1507,16.94,124.93,39.69,47.1,61.3685,126.67,102.94,151.5,68.9895,49.31,51.1847,34.43,12.37,158.99,15.62,148.2,12.4,42.28,40.85,11.3,262.56,18.7,11.51,112.55,30.31,121.35,19.4,19.56,140.39,23.54,40.27,135.29,46.74,40.53,67.15,65.11,52.47,34.02
2018-04-02,91.44,19.53,165.11,16.82,123.94,39.79,47.13,59.8628,126.54,102.96,149.05,68.4242,49.2,50.4126,34.85,12.66,156.87,15.5,140.35,12.96,41.39,39.1,11.73,258.92,19.37,11.29,108.97,30.78,121.37,19.39,19.61,134.76,23.64,41.88,133.35,46.66,39.59,66.31,64.34,51.57,33.6
2018-04-03,91.43,19.55,162.9508,16.73,113.84,43.1,51.79,58.494,127.5,103.0,148.5,68.9357,48.17,50.463,35.47,13.09,154.22,15.38,130.61,13.73,40.92,38.15,12.03,256.76,20.38,10.96,103.35,32.57,121.37,19.38,19.6,127.7,23.6,44.1,132.19,45.59,39.59,66.44,63.26,51.69,33.45
2018-04-04,91.46,19.55,167.9618,16.75,125.85,39.13,44.16,60.6385,125.46,102.57,153.1,70.4612,48.9,51.7386,33.9,11.98,161.33,15.28,151.4,11.91,42.63,42.08,10.89,265.55,17.79,11.58,117.08,28.64,120.1,18.76,20.21,146.18,23.68,39.75,136.65,47.05,41.51,67.55,65.99,52.92,34.25
2018-04-05,91.46,19.51,166.7383,16.78,121.32,40.58,46.09,60.7754,126.57,102.8,152.37,70.1561,48.82,51.0756,34.4,12.35,158.88,15.52,137.56,13.04,42.2,41.06,11.15,263.42,18.63,11.51,112.0,29.92,120.67,19.03,19.91,139.42,23.63,40.05,135.73,46.51,41.33,68.16,64.98,52.8,34.52
2018-04-06,91.47,19.48,166.6124,16.85,120.13,40.79,45.03,59.7716,126.45,102.74,151.4,69.3395,49.44,50.6895,34.6,12.46,157.98,15.47,135.69,13.23,41.8,40.1,11.36,261.37,18.87,11.43,109.65,30.37,120.64,19.01,19.92,136.94,23.56,40.54,134.72,46.4,40.92,67.67,64.52,52.57,34.18
2018-04-09,91.47,19.33,167.1071,17.1,123.1,39.85,43.79,59.3609,127.02,102.82,152.14,70.0753,50.25,51.0336,34.13,12.12,160.21,15.66,142.47,12.55,42.36,41.38,11.0,264.25,18.09,11.51,114.03,29.02,121.22,19.28,19.64,142.68,23.5,40.0,136.0,46.75,40.93,68.76,65.57,52.69,34.94
2018-04-10,91.48,19.32,163.9584,17.27,122.66,39.95,42.02,58.9046,128.09,102.96,152.79,70.3086,50.06,50.3203,34.11,12.1,160.2,15.68,143.62,12.27,42.25,41.01,11.09,263.42,18.04,11.32,115.29,28.85,121.85,19.58,19.32,142.71,23.49,41.24,135.67,46.73,40.57,69.8,65.73,52.36,35.34
2018-04-11,91.47,19.21,166.8823,17.23,124.39,39.35,41.0,59.4522,127.25,102.72,154.43,71.0624,49.74,50.6812,33.88,11.95,161.25,15.58,149.84,11.82,42.56,41.8,10.86,265.28,17.71,11.53,117.5,27.96,121.04,19.16,19.74,145.5,23.58,39.85,136.73,46.98,40.38,70.88,66.16,52.63,35.2
2018-04-12,91.48,19.13,170.7596,17.3,124.64,39.26,40.1,61.186,127.07,102.4,155.29,71.6816,49.39,51.1259,33.52,11.69,163.02,15.64,159.86,11.11,43.25,42.85,10.6,267.45,17.15,11.81,121.41,27.13,120.52,18.92,19.99,150.01,23.55,37.92,137.72,46.92,40.23,71.01,67.0,52.55,35.56
2018-04-13,91.5,19.34,172.5859,17.33,120.59,40.55,41.0,61.5967,127.74,102.33,154.89,72.2021,49.78,50.8406,33.64,11.77,162.5,15.77,153.42,11.5,42.86,42.58,10.67,267.0,17.33,12.01,120.5,27.43,120.23,18.79,20.17,148.45,23.44,36.64,137.54,46.46,40.16,71.57,66.78,52.73,35.7
2018-04-16,91.49,19.29,176.0225,17.21,120.03,40.77,40.0,61.0491,127.02,102.48,156.21,72.3008,49.02,51.5707,33.29,11.52,164.24,15.72,154.45,11.41,43.27,43.69,10.39,269.33,16.77,12.28,123.89,26.65,120.93,19.09,19.8,153.12,23.5,34.9,138.73,46.34,40.5,72.33,67.42,53.3,35.7
2018-04-17,91.5,19.12,174.916,17.4,121.22,40.36,37.45,68.167,126.69,101.78,156.06,71.4662,47.05,51.3861,33.23,11.48,164.49,16.15,135.0,12.86,43.21,43.43,10.45,268.87,16.65,12.44,121.48,27.07,118.87,18.13,20.84,153.8,23.69,33.93,138.56,46.43,39.95,73.5,66.94,51.23,37.14
2018-04-20,91.51,19.13,175.0149,17.42,118.61,41.07,39.34,66.8894,125.78,101.33,155.9,72.8392,47.04,51.47,33.59,11.73,162.66,15.69,128.17,13.45,43.19,42.86,10.58,267.76,17.2,12.45,117.8,27.92,118.21,17.8,21.2,148.38,23.86,33.87,138.1,46.19,39.85,73.95,66.35,50.52,36.27
2018-04-24,91.52,19.15,172.9368,17.35,111.57,43.74,42.29,67.1632,125.23,101.19,154.34,72.0316,46.58,51.0252,34.42,12.31,158.74,15.62,123.78,13.9,42.0,40.59,11.16,262.94,18.47,11.97,110.35,29.58,117.43,17.46,21.63,137.68,23.91,36.59,135.77,45.3,38.97,72.73,64.92,50.09,35.5
2018-04-25,91.53,19.23,174.6371,17.5,113.35,43.0,41.51,64.3799,125.54,101.37,154.42,73.0636,47.16,50.656,34.0,11.99,160.7,15.63,126.92,13.52,42.52,41.44,10.91,264.86,17.8,12.08,113.68,28.75,117.73,17.59,21.45,142.9,23.89,35.86,136.52,45.37,39.38,73.81,65.64,50.31,36.21
2018-04-26,91.54,19.24,175.3838,17.42,118.16,41.13,37.63,64.8818,125.22,101.51,154.88,74.0327,47.38,50.7986,33.21,11.46,164.37,15.54,133.43,12.83,42.76,42.42,10.65,267.0,16.59,12.32,119.39,27.31,118.47,17.92,21.02,152.35,24.1,34.49,137.54,45.86,39.51,73.85,66.67,50.39,35.74
2018-04-27,91.55,19.16,177.318,17.44,119.55,40.68,38.31,65.5662,124.41,101.64,155.02,74.5621,47.07,51.277,33.6,11.73,162.47,15.3,125.19,13.69,42.53,42.52,10.63,267.26,17.2,12.42,115.96,28.12,119.08,18.18,20.74,147.26,24.13,33.91,137.69,46.14,39.8,73.7,66.06,50.86,35.13
2018-04-30,91.44,19.27,175.8606,17.4,114.46,42.46,36.62,64.3343,123.9,101.39,153.78,70.6048,50.15,50.4797,33.49,11.64,163.06,15.44,127.97,13.34,41.97,41.33,10.92,264.77,16.99,12.45,119.0,27.44,118.64,18.12,20.84,148.79,24.29,33.67,136.46,45.57,39.33,73.14,66.7,49.87,34.65
2018-05-02,91.47,19.09,173.4856,17.55,107.12,45.29,37.97,63.2848,124.1,101.75,153.31,69.4741,47.38,49.5398,33.9,11.93,161.1,15.43,125.72,13.52,41.5,39.8,11.35,261.52,17.61,12.25,116.11,28.07,119.23,18.36,20.51,143.76,24.39,34.71,134.97,44.64,38.91,73.29,66.11,48.94,35.0
2018-05-04,91.46,19.27,176.1305,17.76,109.25,44.43,34.0,64.2887,124.5,101.63,156.19,70.3625,47.83,50.2196,32.97,11.27,165.64,15.5,140.03,12.1,42.58,42.29,10.66,266.91,16.17,12.57,125.78,25.83,118.96,18.24,20.64,155.86,24.4,33.02,137.65,44.96,39.66,74.43,67.94,49.8,36.11
2018-05-07,91.47,19.31,173.6205,17.78,110.83,43.8,33.22,64.6993,124.14,101.43,156.92,70.4253,48.09,50.7986,32.95,11.26,165.89,15.49,139.96,12.07,42.6,42.1,10.71,266.48,16.11,12.53,126.08,25.74,118.55,18.07,20.87,156.32,24.48,33.24,137.59,45.24,39.53,73.98,67.98,49.27,36.02
2018-05-08,91.46,19.25,174.6641,17.82,112.72,43.03,32.22,65.475,124.44,101.19,158.01,70.8561,48.04,51.3022,32.82,11.18,166.37,15.55,145.8,11.62,43.1,42.65,10.59,267.67,15.97,12.66,128.28,25.24,118.11,17.87,21.09,157.8,24.45,32.6,138.2,45.45,39.71,75.43,68.41,49.09,36.16
2018-05-09,91.48,19.18,176.8877,17.93,116.5,41.6,31.02,67.3457,125.21,101.43,158.92,71.3047,48.32,51.9484,32.44,10.9,168.42,15.73,152.61,11.03,43.59,43.91,10.27,270.34,15.38,12.91,133.77,24.25,118.55,18.03,20.87,163.5,24.36,31.34,139.51,45.84,39.49,76.39,69.4,49.48,36.53
2018-05-10,91.5,19.11,176.2381,17.95,120.89,39.98,29.95,67.2544,125.57,101.46,159.55,72.8213,48.33,52.3176,32.27,10.8,169.42,15.83,155.67,10.84,43.78,44.75,10.18,272.25,15.13,13.15,136.49,23.72,119.32,18.4,20.45,166.3,24.29,30.11,140.41,46.37,39.51,76.79,69.91,49.63,36.88
2018-05-11,91.48,19.08,176.8065,17.9,120.74,40.06,30.36,67.0719,125.18,101.24,160.02,74.1224,50.0,52.4352,32.16,10.73,169.85,15.68,160.74,10.43,43.98,45.35,9.93,273.34,15.0,13.34,138.16,23.47,118.8,18.15,20.74,167.55,24.27,29.25,140.94,46.45,39.75,76.97,70.11,49.61,37.0
2018-05-14,91.49,19.2,175.7238,17.99,112.68,42.75,31.47,67.0719,122.82,100.8,158.71,74.2302,48.36,51.6882,32.43,10.91,168.41,15.32,157.37,10.69,43.71,44.44,10.12,271.52,15.38,13.21,133.62,24.21,117.58,17.58,21.37,163.32,24.54,29.75,139.95,45.46,39.3,77.09,69.38,49.28,36.41
2018-05-15,91.51,19.17,179.6035,18.17,113.31,42.35,30.85,68.9882,122.23,100.46,161.0,73.224,48.76,51.2686,32.46,10.92,168.39,15.5,159.87,10.5,44.33,44.63,10.09,271.93,15.39,13.26,132.85,24.39,116.62,17.18,21.9,163.2,24.6,29.47,140.38,45.54,38.92,77.76,69.27,49.83,37.51
2018-05-17,91.52,18.82,180.0005,18.15,108.76,44.11,31.3,68.8057,122.05,100.57,161.95,73.6306,48.41,50.7651,32.57,11.0,167.68,15.43,155.89,10.73,44.36,44.45,10.12,271.61,15.59,13.33,131.36,24.72,116.51,17.1,21.97,161.19,24.67,29.15,140.36,44.98,39.32,78.58,68.93,49.73,37.96
2018-05-18,91.52,18.8,180.0907,18.2,111.5,43.03,31.3,70.0833,122.16,100.7,162.36,74.3535,49.0,51.4533,32.37,10.86,168.76,15.53,160.05,10.45,44.62,45.12,9.96,272.99,15.29,13.56,134.2,24.12,117.13,17.37,21.61,164.19,24.66,28.11,141.06,45.29,39.81,78.48,69.5,49.73,37.82
2018-05-21,91.53,18.69,180.199,18.39,112.01,42.75,32.0,70.2202,122.7,100.82,163.27,74.2179,48.66,51.8645,32.31,10.81,169.17,15.66,162.06,10.35,44.81,45.6,9.87,273.94,15.18,13.58,135.83,23.86,117.31,17.43,21.53,165.08,24.6,28.01,141.56,45.47,39.68,78.9,69.81,49.84,37.85
2018-05-22,91.54,19.04,178.9088,18.39,109.81,43.6,31.96,65.4293,123.1,101.47,161.92,74.7329,47.98,52.2337,32.23,43.06,169.55,15.6,162.66,10.26,44.49,45.06,39.92,272.95,15.08,13.53,136.18,23.7,118.7,18.09,20.79,55.45,24.7,28.2,140.93,44.99,39.48,76.97,69.86,49.84,37.17
2018-05-24,91.55,19.11,179.4501,18.14,109.8,43.57,31.1,66.6612,123.66,101.81,161.77,74.8052,47.77,52.4855,32.24,43.08,169.53,15.65,164.5,10.16,44.33,44.68,40.27,272.15,15.09,13.49,135.55,23.79,119.56,18.45,20.33,55.42,24.79,28.38,140.6,45.03,39.34,75.22,69.85,49.81,36.96
2018-05-25,91.55,19.23,178.7374,17.97,106.35,44.93,31.29,66.0681,122.8,102.35,160.88,74.1908,47.09,52.0659,32.36,43.44,168.95,15.42,165.76,10.06,44.02,43.76,41.11,270.26,15.27,13.19,133.44,24.19,120.84,19.0,19.71,54.81,24.93,29.63,139.8,44.55,39.66,74.0,69.4,49.7,36.69
2018-05-29,91.55,19.2,178.7915,17.93,103.48,46.09,31.0,64.5168,123.17,102.57,162.37,74.9227,47.27,52.0659,32.24,43.06,169.58,15.48,167.9,9.93,44.05,43.8,41.01,270.5,15.08,12.86,134.86,23.88,121.0,19.1,19.56,55.37,24.86,30.88,139.97,44.23,40.06,74.98,69.72,49.96,37.07
2018-05-30,91.58,19.2,180.6501,18.09,105.51,45.18,30.27,64.3343,123.26,102.57,164.08,75.7901,47.55,52.796,32.13,42.8,170.18,15.54,167.72,9.93,44.22,44.6,40.23,272.2,14.93,12.97,135.91,23.65,121.56,19.39,19.3,55.95,24.78,30.37,140.88,44.57,40.05,76.04,69.88,50.38,38.0
2018-05-31,91.45,19.19,176.3464,17.94,108.3,43.93,29.53,64.3343,122.58,101.85,163.83,76.9828,47.98,52.5023,31.99,42.43,170.92,15.46,168.88,9.9,44.27,44.72,40.11,272.49,14.74,13.19,138.27,23.3,120.16,18.81,19.82,56.66,24.79,29.28,140.93,44.83,39.37,76.34,70.27,49.8,37.77
2018-06-01,91.45,19.22,178.0336,17.89,112.72,42.03,27.93,64.4712,122.85,101.83,164.32,76.4858,47.95,52.5443,31.56,41.3,173.18,15.53,178.0,9.32,44.63,45.71,39.21,274.51,14.14,13.33,144.28,22.38,120.13,18.82,19.88,58.95,24.72,28.62,141.9,45.46,39.49,76.64,71.27,49.76,38.17
