Date,GLD,IEF,TMF,TQQQ,UUP
2018-06-01,122.85,101.83,18.82,58.95,24.72
2018-06-04,122.54,101.84,18.71,60.47,24.8
2018-06-05,123.08,101.56,18.31,60.8,24.65
2018-06-06,122.97,101.42,18.13,61.7,24.59
2018-06-07,123.1,101.74,18.54,59.24,24.68
2018-06-08,123.1,101.53,18.27,59.96,24.64
2018-06-11,122.95,101.47,18.23,60.9,24.66
2018-06-12,122.84,101.58,18.44,61.84,24.69
2018-06-13,123.63,101.62,18.6,62.4,24.82
2018-06-14,122.2,101.97,19.12,62.64,24.96
2018-06-15,121.35,101.96,18.96,61.5,25.0
2018-06-18,120.81,102.18,19.07,60.19,25.07
2018-06-19,120.79,102.11,18.93,62.92,25.04
2018-06-20,119.92,101.98,18.75,63.81,25.04
2018-06-21,120.21,101.96,18.63,62.31,24.93
2018-06-22,120.0,102.22,18.87,59.62,24.88
2018-06-25,119.28,102.27,18.91,57.74,24.92
2018-06-26,118.96,102.56,19.37,58.49,25.04
2018-06-27,118.59,102.68,19.58,55.22,25.15
2018-06-28,118.43,102.58,19.57,57.7,25.02
2018-06-29,118.18,102.42,19.51,55.63,25.11
2018-07-02,118.39,102.28,19.4,59.08,25.0
2018-07-03,118.9,102.48,19.64,57.48,24.92
2018-07-05,118.97,102.64,19.97,58.79,24.81
2018-07-06,119.65,102.39,19.64,62.13,24.77
2018-07-09,118.86,102.24,19.54,63.01,24.9
2018-07-10,118.43,102.46,19.8,61.47,24.84
2018-07-11,118.0,102.35,19.68,62.82,25.03
2018-07-12,117.63,102.55,19.9,65.1,25.08
2018-07-13,117.5,102.39,19.71,65.37,24.95
2018-07-16,116.69,102.5,19.75,62.84,25.0
2018-07-17,116.03,102.43,19.59,66.0,25.15
2018-07-18,115.13,102.37,19.47,64.9,25.23
2018-07-19,116.39,102.46,19.39,65.16,24.99
2018-07-20,116.25,102.1,18.78,64.03,24.95
2018-07-23,116.21,101.7,18.28,67.13,24.99
2018-07-24,116.78,101.91,18.6,66.04,24.94
2018-07-25,116.24,101.82,18.48,66.0,24.97
2018-07-26,115.91,101.84,18.51,66.8,25.04
2018-07-27,115.82,101.57,18.13,62.93,24.97
2018-07-30,115.47,101.78,18.48,60.91,24.96
2018-07-31,115.63,101.26,17.9,62.03,25.01
2018-08-01,115.17,101.41,18.07,60.89,25.1
2018-08-02,115.09,101.55,18.14,65.09,25.19
2018-08-03,114.56,101.79,18.47,65.26,25.23
2018-08-06,114.85,101.71,18.23,67.07,25.15
2018-08-07,114.75,101.59,18.08,66.99,25.19
2018-08-08,115.02,101.81,18.32,67.3,25.19
2018-08-09,114.81,102.2,18.86,65.95,25.49
2018-08-10,113.81,102.31,18.77,66.09,25.47
2018-08-13,113.25,102.32,18.94,66.3,25.5
2018-08-14,112.17,102.46,18.96,65.25,25.66
2018-08-15,111.46,102.51,19.03,65.74,25.56
2018-08-16,111.7,102.55,19.15,64.39,25.49
2018-08-17,112.38,102.7,19.44,65.4,25.44
2018-08-20,112.77,102.73,19.31,65.29,25.3
2018-08-21,113.39,102.96,19.6,65.0,25.16
2018-08-22,112.68,102.91,19.6,65.9,25.28
2018-08-23,113.25,102.68,19.41,66.5,25.25
2018-08-24,114.12,102.75,19.5,68.79,25.16
2018-08-27,114.76,102.48,19.1,70.34,25.01
2018-08-28,114.16,102.46,19.05,70.41,25.1
2018-08-29,113.92,102.54,19.24,72.08,25.11
2018-08-30,113.72,102.82,19.52,71.82,25.16
2018-08-31,112.74,102.26,18.72,71.72,25.32
2018-09-04,113.36,102.15,18.64,71.0,25.21
2018-09-05,113.89,102.22,18.63,68.7,25.19
2018-09-06,113.26,102.01,18.42,65.38,25.25
2018-09-07,113.25,101.89,18.35,67.1,25.23
2018-09-10,112.65,101.77,18.27,65.82,25.25
2018-09-11,113.11,101.76,18.26,67.87,25.22
2018-09-12,114.72,101.86,18.39,68.71,25.05
2018-09-13,113.8,101.51,17.98,69.83,25.1
2018-09-14,113.6,101.41,17.86,68.62,25.07
2018-09-17,113.79,101.41,17.81,66.2,25.05
2018-09-18,113.94,101.06,17.35,67.74,25.1
2018-09-19,114.21,100.83,17.14,68.85,24.94
2018-09-20,112.88,100.9,17.24,70.26,25.01
2018-09-21,113.67,100.85,17.2,67.11,24.91
2018-09-24,113.75,100.77,17.04,69.03,24.97
2018-09-25,113.11,100.89,17.21,69.46,25.06
2018-09-26,112.11,101.05,17.33,70.38,25.17
2018-09-27,112.14,101.29,17.6,70.66,25.3
2018-09-28,112.4,100.83,17.19,72.5,25.27
2018-10-01,113.7,100.86,17.18,71.45,25.37
2018-10-02,113.87,100.78,17.02,72.01,25.38
2018-10-03,113.83,99.98,16.08,70.5,25.43
2018-10-04,113.81,99.82,15.73,67.22,25.41
2018-10-05,112.25,99.82,15.56,63.88,25.5
2018-10-08,112.39,99.79,15.64,63.64,25.51
2018-10-09,112.47,99.71,15.62,62.99,25.39
2018-10-10,114.2,100.22,15.98,55.02,25.29
2018-10-11,115.58,100.29,16.16,57.75,25.31
2018-10-12,116.12,100.39,16.25,57.46,25.27
2018-10-15,116.5,100.27,16.14,57.67,25.21
2018-10-16,115.89,100.32,16.24,61.72,25.36
2018-10-17,115.83,100.0,15.8,60.06,25.44
2018-10-18,116.23,100.22,15.89,57.83,25.51
2018-10-19,115.59,100.22,15.93,57.42,25.52
2018-10-22,117.16,100.65,16.26,54.14,25.54
2018-10-23,116.36,100.67,16.08,56.43,25.66
2018-10-24,116.58,100.75,16.17,51.22,25.66
2018-10-25,116.84,101.07,16.33,48.5,25.75
2018-10-26,116.41,101.01,16.29,52.0,25.71
2018-10-29,115.87,100.94,16.04,46.24,25.76
2018-10-30,114.89,100.61,15.84,51.25,25.86
2018-10-31,116.33,100.36,15.56,52.63,25.72
2018-11-01,116.61,100.29,15.68,53.98,25.67
2018-11-02,116.27,100.16,15.39,52.08,25.71
2018-11-05,116.44,100.09,15.44,51.41,25.67
2018-11-06,116.25,100.09,15.67,54.51,25.52
2018-11-07,115.77,100.0,15.56,56.9,25.64
2018-11-08,114.6,99.93,15.5,54.92,25.81
2018-11-09,114.01,100.38,15.97,52.5,25.95
2018-11-12,113.72,100.42,15.91,49.47,25.95
2018-11-13,113.51,100.43,15.8,50.37,25.93
2018-11-14,114.83,101.01,16.2,47.43,25.94
2018-11-15,115.83,101.06,16.05,48.74,25.74
2018-11-16,115.45,101.06,16.18,49.0,25.69
2018-11-19,115.93,101.32,16.5,41.61,25.72
2018-11-20,115.96,101.18,16.37,44.01,25.77
2018-11-21,115.79,101.46,16.69,42.3,25.82
2018-11-23,115.84,101.19,16.36,44.2,25.82
2018-11-26,115.55,101.2,16.31,44.62,25.9
2018-11-27,114.73,101.25,16.35,46.83,26.0
2018-11-28,115.97,101.59,16.34,49.58,25.83
2018-11-29,115.42,101.73,16.51,49.85,25.88
2018-11-30,116.62,101.44,16.35,54.15,25.88
2018-12-03,117.37,101.97,17.27,52.53,25.78
2018-12-04,117.38,102.65,18.04,44.41,25.87
2018-12-06,117.62,102.49,17.72,47.6,25.82
2018-12-07,117.7,102.84,18.16,43.16,25.85
2018-12-10,117.66,102.64,18.21,46.99,25.99
2018-12-11,117.7,102.45,18.07,47.2,26.0
2018-12-12,117.54,102.46,17.97,47.3,25.96
2018-12-13,116.63,102.58,18.04,44.89,26.09
2018-12-14,117.37,102.66,18.05,42.47,25.98
2018-12-17,117.87,102.75,18.39,41.08,25.91
2018-12-18,118.24,103.01,18.86,40.7,25.88
2018-12-19,119.11,103.45,19.76,37.47,25.82
2018-12-20,119.2,103.2,19.32,36.65,25.82
2018-12-21,119.59,103.38,19.34,32.0,25.62
2018-12-24,120.65,103.47,19.27,31.28,25.58
2018-12-26,120.58,103.43,19.26,34.62,25.66
2018-12-27,120.8,103.42,18.84,36.99,25.47
2018-12-28,120.96,103.69,18.95,37.37,25.52
2018-12-31,121.35,104.31,19.44,34.75,25.66
2019-01-02,121.77,104.47,19.74,36.0,25.61
2019-01-03,121.32,104.55,19.77,35.58,25.62
2019-01-04,122.16,104.52,19.88,38.5,25.36
2019-01-07,121.14,104.0,19.42,40.72,25.42
2019-01-08,121.45,103.84,19.22,41.11,25.35
2019-01-09,121.97,104.07,19.22,40.64,25.26
2019-01-10,121.74,104.14,18.99,41.24,25.33
2019-01-11,122.15,104.21,19.0,40.44,25.34
2019-01-14,122.28,104.29,18.86,40.92,25.41
2019-01-15,122.04,103.89,18.43,42.98,25.46
2019-01-16,122.04,103.9,18.72,42.3,25.48
2019-01-17,121.22,103.61,18.5,44.68,25.49
2019-01-18,121.18,103.72,18.7,44.0,25.63
2019-01-22,120.96,103.61,18.54,42.91,25.55
2019-01-23,121.16,104.06,18.99,42.82,25.53
2019-01-24,122.02,103.89,18.86,44.28,25.55
2019-01-25,122.75,103.79,18.8,43.01,25.44
2019-01-28,123.71,103.93,18.82,43.19,25.46
2019-01-29,123.91,104.05,18.96,43.3,25.47
2019-01-30,125.18,104.64,19.27,45.78,25.31
2019-01-31,124.89,104.47,19.37,46.37,25.35
2019-02-01,123.97,103.97,18.88,46.47,25.46
2019-02-04,124.29,104.0,18.99,48.37,25.48
2019-02-05,124.16,104.28,19.3,49.49,25.55
2019-02-06,123.8,104.42,19.35,47.67,25.65
2019-02-07,124.05,104.63,19.74,45.73,25.69
2019-02-08,123.19,104.45,19.54,47.8,25.78
2019-02-11,123.96,104.38,19.42,48.13,25.8
2019-02-12,123.84,104.07,19.19,49.86,25.82
2019-02-13,123.83,104.61,19.64,48.7,25.84
2019-02-14,124.59,104.35,19.33,50.48,25.83
2019-02-15,125.97,104.63,19.72,49.56,25.79
2019-02-19,126.98,104.62,19.54,50.45,25.72
2019-02-20,126.15,104.3,19.11,49.87,25.69
2019-02-21,125.53,104.5,19.27,50.06,25.73
2019-02-22,125.78,104.43,19.15,52.0,25.68
2019-02-25,125.33,104.75,19.4,50.96,25.66
2019-02-26,125.18,104.58,19.12,50.8,25.57
2019-02-27,124.71,104.34,18.82,50.91,25.61
2019-02-28,123.45,103.74,18.36,52.11,25.63
2019-03-01,121.56,103.73,18.34,53.15,25.77
2019-03-04,121.38,103.77,18.34,52.17,25.81
2019-03-05,121.43,103.99,18.62,52.33,25.83
2019-03-06,121.27,104.44,18.98,50.93,25.95
2019-03-07,122.7,104.69,19.19,47.66,25.99
2019-03-08,122.52,104.72,19.33,49.73,25.95
2019-03-11,122.54,104.74,19.24,52.63,25.9
2019-03-12,123.58,104.84,19.43,53.87,25.84
2019-03-13,122.33,104.86,19.44,54.33,25.83
2019-03-14,123.06,105.07,19.46,54.63,25.82
2019-03-15,123.3,104.99,19.37,55.37,25.75
2019-03-18,123.72,104.79,19.08,56.54,25.73
2019-03-19,123.66,105.03,19.36,56.37,25.75
2019-03-20,124.36,105.73,19.97,56.47,25.69
2019-03-21,123.93,106.08,20.53,58.89,25.8
2019-03-22,124.55,106.34,20.86,55.0,25.76
2019-03-25,124.5,106.39,20.78,56.69,25.83
2019-03-26,124.35,106.81,21.13,56.39,25.89
2019-03-27,122.28,106.8,21.56,55.47,25.99
2019-03-28,122.64,106.47,21.26,56.65,25.98
2019-03-29,122.4,106.1,21.19,58.36,25.97
2019-04-01,121.71,105.82,20.74,59.09,26.05
2019-04-02,121.73,105.57,20.3,60.54,25.98
2019-04-03,121.1,105.62,20.3,60.58,26.05
2019-04-04,121.88,105.61,20.32,61.06,26.04
2019-04-05,122.97,105.71,20.42,61.07,25.98
2019-04-08,123.26,105.82,20.58,61.23,25.93
2019-04-09,123.22,105.92,20.64,61.44,26.01
2019-04-10,122.54,105.83,20.45,62.41,26.01
2019-04-11,121.96,105.39,19.91,62.47,25.92
2019-04-12,121.18,105.29,19.85,62.47,25.93
2019-04-15,120.38,105.19,19.75,63.14,25.99
2019-04-16,120.45,105.0,19.54,64.33,25.99
2019-04-17,120.22,105.33,19.86,64.05,26.09
2019-04-18,120.46,105.25,19.71,63.14,26.09
2019-04-22,119.67,105.31,19.74,64.99,26.18
2019-04-23,120.06,105.66,20.0,67.11,26.23
2019-04-24,120.72,105.73,20.2,67.74,26.33
2019-04-25,121.26,105.97,20.4,66.82,26.3
2019-04-26,120.88,105.7,20.04,67.26,26.31
2019-04-29,120.89,105.63,19.89,66.03,26.16
2019-04-30,121.01,105.7,20.35,67.35,26.14
2019-05-01,119.69,105.53,20.35,65.31,26.21
2019-05-02,120.55,105.46,20.32,66.11,26.27
2019-05-03,120.61,105.87,20.66,63.38,26.22
2019-05-06,121.02,106.01,20.77,64.18,26.21
2019-05-07,121.54,106.21,21.11,61.89,26.19
2019-05-08,120.96,106.3,21.07,59.93,26.21
2019-05-09,121.41,106.24,20.95,60.26,26.11
2019-05-10,122.63,106.57,21.19,56.5,26.07
2019-05-13,122.6,106.57,21.24,55.62,26.19
2019-05-14,122.71,106.94,21.58,55.43,26.24
2019-05-15,122.03,106.65,21.38,59.0,26.26
2019-05-16,121.03,106.91,21.59,58.89,26.3
2019-05-17,120.51,106.74,21.52,56.4,26.34
2019-05-20,120.08,106.48,21.24,57.27,26.37
2019-05-21,120.35,106.6,21.31,56.58,26.37
2019-05-22,120.82,107.01,21.91,54.8,26.46
2019-05-23,121.13,107.33,22.24,55.02,26.3
2019-05-24,120.8,107.62,22.58,54.52,26.3
2019-05-28,121.11,108.09,23.33,52.46,26.4
2019-05-29,120.96,107.86,23.13,52.52,26.44
2019-05-30,122.52,108.56,23.96,50.87,26.39
2019-05-31,124.09,108.9,24.68,49.83,26.3
2019-06-03,124.88,108.78,24.36,48.42,26.2
2019-06-04,126.18,108.96,23.89,52.3,26.11
2019-06-05,125.93,108.91,24.13,52.18,26.15
2019-06-06,126.79,109.4,24.55,54.0,26.06
2019-06-07,125.46,108.86,23.95,57.4,26.08
2019-06-10,124.94,108.63,23.77,60.06,26.08
2019-06-11,125.6,108.77,23.76,57.93,26.11
2019-06-12,126.03,109.07,23.98,58.13,26.17
2019-06-13,127.21,109.16,24.15,57.48,26.26
2019-06-14,126.7,109.3,24.32,58.06,26.27
2019-06-17,127.58,109.75,25.03,60.73,26.29
2019-06-18,126.77,109.29,24.57,61.55,26.31
2019-06-19,130.41,110.04,25.13,64.52,26.09
2019-06-20,131.81,109.73,24.92,63.35,26.06
2019-06-21,132.77,109.74,24.68,63.68,25.94
2019-06-24,134.9,110.03,24.96,63.18,25.91
2019-06-25,132.99,109.95,24.93,61.29,25.98
2019-06-26,132.38,109.77,24.69,61.49,25.98
2019-06-27,133.05,109.87,24.84,62.0,25.97
2019-06-28,131.55,109.81,24.93,65.29,26.05
2019-07-01,131.27,109.82,24.97,64.2,26.12
2019-07-02,133.61,110.21,25.48,65.41,26.12
2019-07-03,131.44,109.65,24.87,65.06,26.27
2019-07-05,132.2,109.75,25.18,64.77,26.31
2019-07-08,131.41,109.49,24.99,63.68,26.36
2019-07-09,132.94,109.51,24.76,66.77,26.29
2019-07-10,133.58,109.33,24.18,67.81,26.23
2019-07-11,132.88,108.92,23.38,67.58,26.24
2019-07-12,133.18,109.14,23.71,68.96,26.19
2019-07-15,133.17,108.93,23.55,68.89,26.3
2019-07-16,133.0,109.23,24.04,68.08,26.34
2019-07-17,133.84,109.43,24.26,66.08,26.3
2019-07-18,135.45,109.59,24.27,68.67,26.28
2019-07-19,134.56,109.79,24.76,66.24,26.32
2019-07-22,134.43,109.55,24.26,68.4,26.43
2019-07-23,134.59,109.64,24.26,67.83,26.45
2019-07-24,134.28,109.52,24.08,69.34,26.44
2019-07-25,134.24,109.5,24.32,69.29,26.52
2019-07-26,134.05,109.62,24.42,69.96,26.59
2019-07-29,134.76,109.63,24.45,67.83,26.59
2019-07-30,135.03,109.56,24.31,68.99,26.58
2019-07-31,132.42,109.83,25.38,65.96,26.8
2019-08-01,135.39,110.94,26.65,63.21,26.66
2019-08-02,137.97,111.82,28.15,57.82,26.48
2019-08-05,138.33,111.89,28.15,56.71,26.49
2019-08-06,141.26,113.07,30.75,55.6,26.44
2019-08-07,140.92,111.99,28.7,59.3,26.51
2019-08-08,141.28,112.38,29.65,61.27,26.46
2019-08-09,141.69,112.54,30.3,59.28,26.43
2019-08-12,143.2,112.86,31.62,58.16,26.44
2019-08-13,142.9,113.09,32.49,59.18,26.55
2019-08-14,142.98,113.34,33.03,56.88,26.6
2019-08-15,142.75,113.52,33.07,57.85,26.71
2019-08-16,141.29,113.04,31.35,61.59,26.68
2019-08-19,141.77,113.52,32.5,61.43,26.73
2019-08-20,141.62,113.27,32.1,62.06,26.67
2019-08-21,141.39,113.06,31.61,62.36,26.67
2019-08-22,141.84,113.13,31.25,60.1,26.7
2019-08-23,144.35,113.74,32.81,57.47,26.62
2019-08-26,144.3,113.81,33.3,59.26,26.62
2019-08-27,145.39,114.35,34.77,57.1,26.68
2019-08-28,145.4,114.1,33.71,60.45,26.73
2019-08-29,143.87,113.78,33.25,61.87,26.79
2019-08-30,144.97,113.88,33.78,59.27,26.99
2019-09-03,145.54,113.96,33.38,60.39,26.82
2019-09-04,144.98,113.61,32.74,63.23,26.68
2019-09-05,143.64,113.34,32.44,64.87,26.73
2019-09-06,142.36,112.86,31.5,65.01,26.74
2019-09-09,141.23,112.53,30.83,62.93,26.75
2019-09-10,140.31,111.79,29.24,63.71,26.84
2019-09-11,142.75,112.1,29.93,66.41,26.88
2019-09-12,141.73,111.1,27.89,65.75,26.71
2019-09-13,141.6,110.88,27.63,63.94,26.8
2019-09-16,141.82,111.04,27.9,64.36,26.82
2019-09-17,141.93,111.57,28.86,64.89,26.76
2019-09-18,141.57,111.58,29.35,65.55,26.76
2019-09-19,141.61,111.55,29.33,65.81,26.83
2019-09-20,143.22,112.14,30.3,63.25,26.89
2019-09-23,143.21,112.22,30.31,64.33,26.85
2019-09-24,144.08,112.59,30.87,60.76,26.9
2019-09-25,142.19,112.25,30.18,62.72,26.95
2019-09-26,140.38,112.23,30.21,62.51,27.04
2019-09-27,139.77,112.21,29.89,60.6,27.1
2019-09-30,138.05,111.85,29.66,62.35,27.16
2019-10-01,140.79,112.75,31.08,58.81,27.03
2019-10-02,141.36,113.16,31.41,57.0,27.0
2019-10-03,141.48,113.58,32.29,59.72,26.97
2019-10-04,141.16,113.56,32.16,60.86,26.95
2019-10-07,142.02,113.82,32.61,59.64,27.0
2019-10-08,142.17,113.53,31.78,59.57,27.0
2019-10-09,141.59,113.06,30.76,59.85,26.96
2019-10-10,139.97,112.11,29.34,63.2,26.82
2019-10-11,140.45,112.23,29.59,63.23,26.88
2019-10-14,140.27,112.16,29.21,64.08,26.91
2019-10-15,140.14,111.84,28.48,65.25,26.8
2019-10-16,140.5,111.8,28.41,66.52,26.66
2019-10-17,140.53,111.92,28.61,65.63,26.61
2019-10-18,140.72,111.67,27.85,65.0,26.54
2019-10-21,140.1,111.81,28.32,66.44,26.61
2019-10-22,140.59,112.02,28.72,63.72,26.64
2019-10-23,141.02,111.89,28.47,65.82,26.61
2019-10-24,142.79,111.9,28.38,65.29,26.71
2019-10-25,141.25,111.19,27.18,68.88,26.71
2019-10-28,140.0,111.3,27.25,69.57,26.71
2019-10-29,140.54,111.35,27.29,68.64,26.7
2019-10-30,141.96,112.11,28.91,69.74,26.6
2019-10-31,142.23,112.18,29.2,70.21,26.6
2019-11-01,142.26,111.63,28.09,72.59,26.62
2019-11-04,140.65,111.13,27.05,72.77,26.73
2019-11-05,140.12,111.19,27.51,72.35,26.75
2019-11-06,140.09,110.71,26.52,73.18,26.8
2019-11-07,137.73,110.29,25.8,72.37,26.91
2019-11-08,137.61,110.49,25.92,72.62,26.87
2019-11-11,137.03,110.35,25.83,73.52,26.9
2019-11-12,137.8,110.82,26.72,73.17,26.92
2019-11-13,138.39,111.19,27.29,73.2,26.91
2019-11-14,138.03,111.09,27.09,75.12,26.83
2019-11-15,138.41,111.35,27.52,75.1,26.78
2019-11-18,138.13,111.39,27.61,76.42,26.77
2019-11-19,138.53,111.8,28.51,75.35,26.8
2019-11-20,138.39,111.72,28.37,74.29,26.79
2019-11-21,138.37,111.77,28.65,74.56,26.81
2019-11-22,137.3,111.7,28.73,75.12,26.93
2019-11-25,136.99,111.91,29.15,76.91,26.92
2019-11-26,137.03,111.72,28.89,77.78,26.94
2019-11-27,137.1,111.61,28.93,78.21,26.95
2019-11-29,137.3,110.87,27.48,77.76,26.88
2019-12-02,139.04,111.6,28.65,72.2,26.77
2019-12-03,139.16,111.77,28.84,74.69,26.7
2019-12-04,138.8,111.16,27.82,75.42,26.72
2019-12-05,137.76,110.88,27.42,76.73,26.75
2019-12-06,137.8,111.21,27.95,77.09,26.74
2019-12-09,138.25,111.15,28.08,76.45,26.71
2019-12-10,138.2,111.1,28.15,76.71,26.7
2019-12-11,139.78,111.28,28.07,77.13,26.61
2019-12-12,138.52,110.81,27.39,78.96,26.58
2019-12-13,139.2,110.88,27.54,81.44,26.59
2019-12-16,139.02,110.77,27.4,82.57,26.64
2019-12-17,138.86,110.58,26.89,82.6,26.69
2019-12-18,139.04,110.12,26.23,82.67,26.72
2019-12-19,139.37,110.11,26.3,85.22,26.76
2019-12-20,139.53,110.31,26.65,86.02,26.37
2019-12-23,140.44,110.04,26.08,85.95,26.27
2019-12-24,142.06,110.41,26.66,86.23,26.24
2019-12-26,142.26,110.62,26.98,89.02,26.12
2019-12-27,142.56,110.31,26.08,87.73,26.04
2019-12-30,143.31,110.44,26.26,85.3,25.96
2019-12-31,143.86,110.68,26.56,88.71,26.05
2020-01-02,145.75,111.15,27.42,87.25,26.12
2020-01-03,148.44,111.66,28.27,86.26,26.02
2020-01-06,147.55,111.33,27.41,90.12,26.1
2020-01-07,148.5,111.29,27.2,89.96,26.15
2020-01-08,146.07,110.68,26.08,94.22,26.24
2020-01-09,146.22,111.09,27.06,95.41,26.26
2020-01-10,146.33,111.11,27.17,94.77,26.25
2020-01-13,145.4,111.18,27.35,96.58,26.27
2020-01-14,146.21,111.55,28.11,95.79,26.18
2020-01-15,146.27,111.45,27.98,97.1,26.19
2020-01-16,146.51,111.13,26.93,99.74,26.29
2020-01-17,145.77,111.55,27.67,99.0,26.26
2020-01-21,146.69,111.74,28.18,101.24,26.27
2020-01-22,147.0,112.03,28.88,100.37,26.33
2020-01-23,146.9,112.18,29.22,102.9,26.38
2020-01-24,149.24,113.19,30.8,92.16,26.4
2020-01-27,148.37,113.09,30.76,94.69,26.46
2020-01-28,147.7,112.98,30.42,98.64,26.48
2020-01-29,148.69,113.55,31.38,95.54,26.43
2020-01-30,148.88,113.7,31.55,99.68,26.35
2020-01-31,148.67,113.61,31.5,95.12,26.38
2020-02-03,146.97,113.24,30.87,102.0,26.43
2020-02-04,146.38,112.7,29.8,108.54,26.52
2020-02-05,147.27,112.61,29.69,106.61,26.55
2020-02-06,147.83,113.18,31.0,106.98,26.59
2020-02-07,148.2,113.5,31.55,106.05,26.68
2020-02-10,148.03,113.33,31.17,112.72,26.69
2020-02-11,147.42,112.97,30.41,112.87,26.66
2020-02-12,148.24,112.98,30.49,111.79,26.74
2020-02-13,148.74,113.27,31.3,114.28,26.77
2020-02-14,149.88,113.45,31.69,112.98,26.86
2020-02-18,151.0,113.37,31.51,116.8,26.91
2020-02-19,152.0,113.63,32.16,117.29,26.94
2020-02-20,154.43,114.08,33.28,113.01,26.94
2020-02-21,158.5,115.2,35.27,95.91,26.87
2020-02-24,155.12,115.11,34.89,97.93,26.83
2020-02-25,153.82,115.21,34.71,89.5,26.79
2020-02-26,155.58,116.14,36.63,82.32,26.64
2020-02-27,152.74,116.91,37.9,68.01,26.62
2020-02-28,150.0,117.57,38.63,79.12,26.41
2020-03-02,150.78,117.16,37.51,88.46,26.39
2020-03-03,154.4,118.57,39.41,83.59,26.37
2020-03-04,156.06,119.0,39.92,82.1,26.24
2020-03-05,158.41,120.98,47.88,72.73,25.93
2020-03-06,158.6,123.25,57.77,61.5,25.74
2020-03-09,156.18,120.89,49.48,67.92,25.91
2020-03-10,156.25,120.27,45.5,65.76,26.04
2020-03-11,151.52,120.15,42.0,49.53,26.25
2020-03-12,149.4,117.8,37.45,52.23,26.57
2020-03-13,137.47,120.03,41.91,40.48,26.65
2020-03-16,140.18,119.7,43.12,39.38,26.93
2020-03-17,141.75,116.6,34.39,36.18,27.23
2020-03-18,139.0,116.14,30.27,38.69,28.89
2020-03-19,140.71,117.49,34.37,43.15,28.0
2020-03-20,142.75,119.54,36.82,35.93,27.86
2020-03-23,153.35,119.52,39.95,41.23,27.55
2020-03-24,152.5,119.76,41.45,44.25,27.55
2020-03-25,153.4,120.19,41.42,43.8,27.15
2020-03-26,153.0,120.81,42.45,45.6,27.08
2020-03-27,152.3,121.75,44.93,45.54,26.89
2020-03-30,151.36,121.46,42.66,48.88,26.98
2020-03-31,148.2,122.14,44.82,43.63,26.99
2020-04-01,151.2,122.17,45.11,41.18,27.12
2020-04-02,152.23,122.04,44.86,44.0,27.26
2020-04-03,154.18,121.51,43.86,47.2,27.27
2020-04-06,155.22,120.55,42.05,56.0,27.01
2020-04-07,155.91,120.6,42.32,52.72,27.07
2020-04-08,158.08,120.63,41.43,56.04,26.95
2020-04-09,159.17,120.85,41.79,54.05,26.94
2020-04-13,162.85,120.84,41.35,60.18,26.82
2020-04-14,161.8,121.52,43.48,60.84,27.05
2020-04-15,161.88,122.12,45.34,63.77,27.02
2020-04-16,159.64,121.97,45.7,67.75,27.02
2020-04-17,158.63,121.96,44.69,65.04,27.07
2020-04-20,157.6,122.53,47.58,62.645,27.2
2020-04-21,160.5,122.13,45.71,61.01,27.1
2020-04-22,162.33,121.97,45.7,63.24,27.24
2020-04-23,163.13,121.89,45.54,62.64,27.2
2020-04-24,161.88,121.85,45.54,67.17,27.06
2020-04-27,160.89,121.76,44.67,68.23,26.98
2020-04-28,160.1,122.03,45.36,66.97,26.98
2020-04-29,160.22,122.05,44.71,70.42,26.97
2020-04-30,158.0,121.79,43.86,65.32,26.79
2020-05-01,160.33,121.69,43.93,62.49,26.93
2020-05-04,160.16,121.46,42.34,67.68,27.0
2020-05-05,158.99,120.99,40.52,69.57,27.07
2020-05-06,159.5,121.3,40.81,71.88,27.15
2020-05-07,161.0,121.62,41.36,73.7,27.03
2020-05-08,160.34,121.49,40.76,73.48,27.08
2020-05-11,160.32,121.13,40.41,77.5,27.02
2020-05-12,161.0,121.74,41.82,72.59,27.02
2020-05-13,161.53,122.05,43.47,67.99,27.19
2020-05-14,164.0,122.21,44.33,68.67,27.12
2020-05-15,164.33,121.66,41.69,76.0,27.08
2020-05-18,163.6,121.19,39.8,77.39,26.93
2020-05-19,164.43,121.37,40.27,79.26,26.83
2020-05-20,163.46,121.69,41.5,81.2,26.84
2020-05-21,162.85,121.71,41.45,78.02,27.0
2020-05-22,162.52,121.5,40.62,83.15,26.81
2020-05-26,159.42,121.49,39.99,78.25,26.78
2020-05-27,162.17,121.44,39.37,78.55,26.72
2020-05-28,162.66,121.75,39.92,80.0,26.58
2020-05-29,163.01,121.62,39.57,82.04,26.53
2020-06-01,163.89,121.64,39.33,84.24,26.4
2020-06-02,160.34,121.19,38.15,86.2,26.38
2020-06-03,161.09,120.66,37.23,86.22,26.28
2020-06-04,158.72,119.62,34.25,86.1,26.16
2020-06-05,158.9,119.67,34.61,89.63,26.16
2020-06-08,161.1,120.37,37.28,90.97,26.14
2020-06-09,162.1,120.61,37.43,96.0,25.99
2020-06-10,163.35,121.68,40.26,92.5,26.04
2020-06-11,163.44,121.42,39.62,88.29,26.18
2020-06-12,160.52,121.67,40.77,81.01,26.28
2020-06-15,161.85,120.84,37.42,93.43,26.17
2020-06-16,162.0,121.14,38.02,94.15,26.24
2020-06-17,162.21,121.52,39.29,92.88,26.31
2020-06-18,162.87,121.23,38.55,96.89,26.3
2020-06-19,165.06,121.64,40.09,93.91,26.32
