Date,BITI,BSV,MSTR,TBT
2022-09-02,41.23,76.04,204.25,29.15
2022-09-06,40.57,76.17,218.61,28.19
2022-09-07,39.84,76.15,234.5,28.78
2022-09-08,35.5,76.08,261.97,28.64
2022-09-09,33.69,76.04,262.98,29.15
2022-09-12,36.94,75.79,231.25,28.99
2022-09-13,37.56,75.7,225.99,28.8
2022-09-14,37.9,75.64,216.94,28.88
2022-09-15,38.21,75.66,206.34,29.35
2022-09-16,38.43,75.55,206.2,29.22
2022-09-19,39.47,75.46,196.6,29.83
2022-09-20,39.35,75.39,195.92,28.84
2022-09-21,38.76,75.1,192.32,30.31
2022-09-22,39.84,74.98,191.45,30.07
2022-09-23,38.93,74.6,200.18,31.22
2022-09-26,39.17,74.52,206.07,32.85
2022-09-27,38.07,75.09,220.47,30.68
2022-09-28,38.4,74.94,211.82,31.05
2022-09-29,38.27,74.82,212.26,31.81
2022-09-30,38.06,75.02,224.52,30.81
2022-10-03,36.6,75.09,248.74,30.97
2022-10-04,36.86,74.97,242.19,31.63
2022-10-05,37.08,74.8,241.67,31.95
2022-10-06,38.22,74.64,220.3,32.6
2022-10-07,38.78,74.54,220.65,33.6
2022-10-10,39.26,74.57,216.37,33.35
2022-10-11,38.86,74.63,218.38,33.01
2022-10-12,38.28,74.44,220.54,33.63
2022-10-13,38.76,74.32,209.31,34.19
2022-10-14,37.98,74.4,221.13,34.61
2022-10-17,38.64,74.49,235.0,34.4
2022-10-18,38.55,74.22,226.08,35.67
2022-10-19,38.93,74.07,221.01,36.89
2022-10-20,38.58,74.33,232.62,38.26
2022-10-21,38.26,74.35,237.6,38.91
2022-10-24,36.34,74.52,268.69,36.69
2022-10-25,35.48,74.61,272.72,35.63
2022-10-26,35.65,74.81,270.56,34.87
2022-10-27,35.68,74.7,279.99,35.36
2022-10-28,36.18,74.56,267.51,35.98
2022-10-31,36.05,74.42,257.2,35.2
2022-11-01,36.44,74.34,248.23,35.42
2022-11-02,36.42,74.23,248.44,35.88
2022-11-03,34.75,74.31,277.1,37.06
2022-11-04,35.36,74.23,266.64,37.85
2022-11-07,40.06,74.37,211.84,37.08
2022-11-08,45.52,74.5,170.36,36.87
2022-11-09,39.2,75.12,175.0,34.11
2022-11-10,43.21,75.12,175.18,34.23
2022-11-11,43.18,75.07,165.9,34.51
2022-11-14,41.32,75.26,171.53,33.38
2022-11-15,42.22,75.33,169.44,31.94
2022-11-16,41.69,75.18,173.88,32.59
2022-11-17,41.7,75.08,170.12,33.03
2022-11-18,43.93,75.06,157.22,32.71
2022-11-21,43.17,75.13,167.08,31.89
2022-11-22,41.46,75.23,176.39,30.86
2022-11-23,41.21,75.27,183.0,31.0
2022-11-25,41.95,75.28,176.67,30.85
2022-11-28,41.34,75.21,182.0,31.54
2022-11-29,39.1,75.5,198.09,31.16
2022-11-30,39.71,75.64,198.98,29.19
2022-12-01,39.31,75.66,206.94,28.47
2022-12-02,39.67,75.4,195.67,29.18
2022-12-05,39.43,75.46,195.52,28.46
2022-12-06,39.92,75.72,193.49,27.21
2022-12-07,38.9,75.57,202.57,27.32
2022-12-08,39.19,75.54,203.25,28.71
2022-12-09,39.0,75.47,196.16,28.56
2022-12-12,37.52,75.76,201.81,28.05
2022-12-13,37.5,75.79,202.73,27.79
2022-12-14,38.26,75.84,188.0,27.62
2022-12-15,39.65,75.87,173.75,28.21
2022-12-16,40.33,75.71,170.21,29.12
2022-12-19,39.48,75.6,168.85,30.19
2022-12-20,39.77,75.71,168.82,30.11
2022-12-21,39.77,75.69,166.23,29.93
2022-12-22,39.61,75.49,162.67,30.85
2022-12-23,40.11,75.28,147.74,32.1
2022-12-27,40.19,75.29,138.09,32.5
2022-12-28,40.24,75.37,136.63,31.8
2022-12-29,39.77,75.28,141.57,32.5
2022-12-30,39.65,75.37,145.02,31.35
2023-01-03,39.22,75.5,165.06,30.48
2023-01-04,39.07,75.38,156.56,30.22
2023-01-05,38.92,75.8,160.45,29.15
2023-01-06,38.24,75.89,175.01,28.84
2023-01-09,37.51,75.84,190.0,29.75
2023-01-10,37.31,75.9,194.76,28.82
2023-01-11,34.07,76.16,210.17,27.74
2023-01-12,33.36,76.0,216.97,28.24
2023-01-13,30.06,76.09,235.92,28.6
2023-01-17,31.01,76.33,221.19,27.26
2023-01-18,30.44,76.32,221.45,27.59
2023-01-19,28.71,76.21,240.03,28.5
2023-01-20,27.85,76.08,250.215,28.8
2023-01-23,27.86,76.18,247.5,28.0
2023-01-24,27.98,76.23,245.84,27.85
2023-01-25,27.7,76.17,245.32,28.13
2023-01-26,27.75,76.13,258.36,28.24
2023-01-27,28.32,76.02,245.69,28.47
2023-01-30,27.8,76.21,251.73,28.01
2023-01-31,27.23,76.32,267.92,27.39
2023-02-01,26.94,76.32,292.13,27.34
2023-02-02,27.53,75.99,284.76,28.13
2023-02-03,27.93,75.68,282.05,28.56
2023-02-06,27.68,75.71,283.87,29.04
2023-02-07,28.19,75.77,275.96,28.81
2023-02-08,29.29,75.63,249.04,29.34
2023-02-09,29.59,75.56,243.37,30.03
2023-02-10,29.67,75.58,249.25,29.53
2023-02-13,28.82,75.38,271.14,29.7
2023-02-14,26.33,75.35,298.4,30.26
2023-02-15,25.92,75.34,284.03,31.14
2023-02-16,25.69,75.43,294.05,30.69
2023-02-17,26.07,75.19,269.92,31.9
2023-02-21,26.82,75.21,268.58,31.29
2023-02-22,26.62,75.28,265.75,30.74
2023-02-23,27.48,75.07,255.8,31.56
2023-02-24,27.43,75.15,258.65,31.38
2023-02-27,27.45,75.17,262.27,31.12
2023-02-28,27.28,74.84,257.91,31.8
2023-03-01,27.24,74.84,252.89,32.39
2023-03-02,28.7,74.93,246.91,30.83
2023-03-03,28.62,74.9,237.45,31.33
2023-03-06,29.05,74.73,231.44,30.93
2023-03-07,28.97,74.67,232.72,30.9
2023-03-08,31.76,74.92,210.82,30.72
2023-03-09,31.8,75.4,192.01,28.67
2023-03-10,24.74,75.98,223.16,28.47
2023-03-13,23.84,75.75,229.47,29.47
2023-03-14,24.58,76.22,227.55,28.31
2023-03-15,24.0,75.91,241.08,28.77
2023-03-16,22.14,76.41,267.66,27.96
2023-03-17,21.395,76.23,263.96,28.48
2023-03-20,21.125,76.02,273.38,28.99
2023-03-21,22.3,76.45,246.86,27.88
2023-03-22,20.77,76.65,263.33,27.91
2023-03-23,21.27,76.76,256.67,27.74
2023-03-24,21.97,76.32,238.96,28.96
2023-03-27,21.585,76.24,248.26,28.92
2023-03-28,20.805,76.22,284.03,29.07
2023-03-29,21.145,76.27,279.23,28.79
2023-03-30,20.74,76.49,292.32,27.96
2023-03-31,21.09,76.5,297.39,27.69
2023-04-03,20.995,76.7,298.98,27.38
2023-04-04,20.995,76.79,290.84,26.85
2023-04-05,21.19,76.75,290.1,26.75
2023-04-06,20.24,76.49,312.78,27.57
2023-04-10,19.61,76.42,332.35,27.48
2023-04-11,19.865,76.59,322.83,27.57
2023-04-12,19.455,76.6,340.72,27.98
2023-04-13,19.515,76.43,333.75,28.57
2023-04-14,20.1,76.23,313.03,29.24
2023-04-17,19.56,76.24,329.85,29.01
2023-04-18,20.26,76.16,314.72,29.09
2023-04-19,21.07,76.37,294.71,28.64
2023-04-20,21.655,76.31,291.02,28.97
2023-04-21,21.575,76.46,285.33,28.43
2023-04-24,21.405,76.82,290.91,27.61
2023-04-25,21.155,76.72,299.46,28.15
2023-04-26,19.79,76.49,318.64,28.74
2023-04-27,20.105,76.64,328.38,27.85
2023-04-28,21.145,76.28,307.47,29.47
2023-05-01,20.44,76.59,328.01,28.02
2023-05-02,20.73,76.84,304.25,27.69
2023-05-03,20.325,76.97,312.235,28.21
2023-05-04,19.79,76.71,326.72,28.49
2023-05-05,21.37,76.56,294.67,29.19
2023-05-08,21.07,76.54,303.43,29.47
2023-05-09,21.08,76.75,315.11,28.93
2023-05-10,21.795,76.88,287.37,28.35
2023-05-11,22.07,76.7,271.0,28.78
2023-05-12,21.26,76.66,282.5,29.43
2023-05-15,21.66,76.57,273.44,29.66
2023-05-16,21.285,76.41,290.57,29.79
2023-05-17,21.79,76.23,287.58,30.3
2023-05-18,21.715,76.14,288.28,30.7
2023-05-19,21.71,76.14,294.12,30.93
2023-05-22,21.445,76.15,289.33,30.79
2023-05-23,22.245,76.05,284.43,31.07
2023-05-24,22.1,75.79,280.99,31.26
2023-05-25,21.8,75.76,285.1,30.86
2023-05-26,20.86,76.03,299.27,30.22
2023-05-30,21.62,76.14,301.63,29.67
2023-05-31,21.68,76.13,299.94,29.48
2023-06-01,21.31,75.86,302.13,30.1
2023-06-02,22.65,75.92,276.36,30.22
2023-06-05,21.26,75.85,298.82,29.91
2023-06-06,21.74,75.72,290.81,30.78
2023-06-07,21.71,75.87,290.93,30.12
2023-06-08,21.855,75.71,282.33,30.17
2023-06-09,22.345,75.8,277.7,30.07
2023-06-12,22.3,75.63,283.82,30.66
2023-06-13,22.34,75.57,282.88,30.16
2023-06-14,22.7,75.81,277.92,29.67
2023-06-15,21.85,75.67,293.39,29.88
2023-06-16,20.4,75.74,313.4,29.48
2023-06-20,18.895,75.76,331.31,29.01
2023-06-21,18.845,75.62,327.23,29.72
2023-06-22,18.39,75.67,329.11,29.18
2023-06-23,18.81,75.77,305.74,29.16
2023-06-26,18.6,75.64,324.88,29.28
2023-06-27,18.94,75.76,325.61,29.06
2023-06-28,18.63,75.52,340.255,30.09
2023-06-29,18.845,75.57,342.42,29.4
2023-06-30,18.34,75.29,377.885,29.77
2023-07-03,18.745,75.21,378.11,30.36
2023-07-05,18.84,75.03,376.55,31.21
2023-07-06,18.945,75.11,380.74,31.64
2023-07-07,18.525,75.29,407.71,31.59
2023-07-10,18.705,75.32,412.3,31.3
2023-07-11,18.93,75.62,413.49,30.59
2023-07-12,17.98,75.93,461.83,30.0
2023-07-13,18.92,75.67,458.86,30.31
2023-07-14,19.07,75.74,449.88,30.29
2023-07-17,19.22,75.76,445.795,30.04
2023-07-18,19.005,75.82,453.1,29.37
2023-07-19,19.21,75.65,440.83,30.11
2023-07-20,19.155,75.66,436.65,30.09
2023-07-21,19.655,75.58,430.935,30.36
2023-07-24,19.595,75.54,436.82,30.48
2023-07-25,19.485,75.68,443.46,30.42
2023-07-26,19.7,75.47,426.15,31.61
2023-07-27,19.54,75.58,434.61,31.31
2023-07-28,19.705,75.68,437.88,31.15
2023-07-31,19.565,75.36,434.98,32.23
2023-08-01,19.69,75.39,407.33,32.9
2023-08-02,19.58,75.33,389.91,34.45
2023-08-03,19.82,75.59,376.97,33.27
2023-08-04,19.715,75.62,370.82,33.91
2023-08-07,19.16,75.69,389.48,33.17
2023-08-08,19.525,75.64,377.84,32.84
2023-08-09,19.525,75.53,378.01,33.86
2023-08-10,19.56,75.4,384.31,34.14
2023-08-11,19.605,75.3,388.83,34.26
2023-08-14,19.71,75.3,376.15,34.72
2023-08-15,19.79,75.21,369.67,35.24
2023-08-16,20.655,75.27,346.79,35.57
2023-08-17,22.01,75.31,328.62,35.38
2023-08-18,21.98,75.21,335.25,36.31
2023-08-21,22.27,75.16,329.51,35.81
2023-08-22,21.54,75.38,346.4,34.04
2023-08-23,22.055,75.34,336.56,34.49
2023-08-24,22.105,75.26,336.05,34.31
2023-08-25,22.08,75.33,344.37,34.28
2023-08-28,20.46,75.57,381.52,33.54
2023-08-29,21.015,75.56,371.68,33.61
2023-08-30,21.79,75.67,357.53,33.35
2023-08-31,22.2,75.42,351.48,34.42
2023-09-01,22.17,75.28,349.25,35.4
2023-09-05,22.18,75.15,350.7,35.22
2023-09-06,21.98,75.31,353.07,35.09
2023-09-07,21.96,75.3,356.28,34.82
2023-09-08,22.785,75.29,342.68,35.37
2023-09-11,21.77,75.25,347.76,34.97
2023-09-12,21.72,75.33,341.84,34.98
2023-09-13,21.27,75.3,346.4,35.54
2023-09-14,21.49,75.26,340.78,35.91
2023-09-15,21.16,75.26,340.62,35.61
2023-09-18,20.88,75.16,339.26,36.1
2023-09-19,21.09,75.09,333.47,35.64
2023-09-20,21.35,75.04,326.06,37.47
2023-09-21,21.44,75.18,322.81,36.86
2023-09-22,21.57,75.12,327.6,38.71
2023-09-25,21.68,75.09,317.3,39.02
2023-09-26,21.68,74.97,315.63,39.37
2023-09-27,20.93,75.11,328.92,39.23
2023-09-28,21.11,75.17,328.28,39.22
2023-09-29,20.255,74.84,329.49,40.53
2023-10-02,20.81,74.68,311.33,42.33
2023-10-03,20.51,74.87,320.4,41.13
2023-10-04,20.665,74.99,323.42,41.62
2023-10-05,20.265,74.89,340.63,42.63
2023-10-06,20.56,75.21,340.45,40.73
2023-10-09,20.74,75.17,340.46,40.75
2023-10-10,21.26,75.16,334.61,39.11
2023-10-11,21.31,75.02,323.6,41.26
2023-10-12,21.23,75.08,318.22,39.81
2023-10-13,19.86,74.98,325.8,41.05
2023-10-16,19.83,74.74,335.41,42.01
2023-10-17,20.05,74.64,329.14,42.84
2023-10-18,19.63,74.71,342.35,44.55
2023-10-19,19.11,74.89,348.04,44.12
2023-10-20,17.955,74.99,377.49,42.99
2023-10-23,16.6,74.97,424.87,41.92
2023-10-24,16.095,74.84,433.22,43.88
2023-10-25,16.51,75.06,413.45,42.57
2023-10-26,16.67,75.13,406.76,42.93
2023-10-27,16.27,75.04,420.22,43.27
2023-10-30,16.22,75.02,423.39,43.59
2023-10-31,16.14,75.15,426.67,41.86
2023-11-01,16.01,75.19,453.63,40.06
2023-11-02,16.22,75.46,453.95,39.49
2023-11-03,16.0,75.3,459.63,40.35
2023-11-06,15.625,75.39,473.55,39.1
2023-11-07,15.74,75.41,474.5,37.72
2023-11-08,15.325,75.21,494.07,39.62
2023-11-09,15.025,75.21,509.18,39.13
2023-11-10,15.275,75.26,504.88,39.34
2023-11-13,15.935,75.7,480.0,37.57
2023-11-14,14.83,75.53,505.95,38.65
2023-11-15,15.51,75.71,489.08,37.75
2023-11-16,15.3,75.69,486.22,37.4
2023-11-17,14.84,75.71,508.53,37.0
2023-11-20,15.13,75.78,493.04,37.05
2023-11-21,14.81,75.78,507.88,36.84
2023-11-22,14.715,75.71,520.24,37.65
2023-11-24,15.245,75.86,495.38,36.5
2023-11-27,14.555,76.08,505.87,36.3
2023-11-28,14.85,76.25,507.1,35.43
2023-11-29,14.795,76.17,498.3,36.2
2023-11-30,14.36,76.27,527.68,35.01
2023-12-01,13.265,76.13,563.22,35.27
2023-12-04,12.61,76.27,577.5,33.77
2023-12-05,12.65,76.27,568.885,32.8
2023-12-06,12.8,76.35,571.09,33.22
2023-12-07,12.445,76.12,599.39,33.82
2023-12-08,13.5,76.12,555.8,34.0
2023-12-11,13.38,76.19,558.32,33.79
2023-12-12,12.815,76.7,586.0,32.17
2023-12-13,12.84,76.9,582.37,30.59
2023-12-14,13.055,76.81,570.41,30.48
2023-12-15,13.14,76.79,571.9,31.01
2023-12-18,13.07,76.81,571.3,30.7
2023-12-19,12.655,76.97,573.47,29.77
2023-12-20,12.58,77.02,581.95,30.23
2023-12-21,12.615,76.88,619.24,30.42
2023-12-22,13.08,76.83,603.89,30.3
2023-12-26,12.64,77.03,670.71,29.27
2023-12-27,12.95,76.97,667.88,29.74
2023-12-28,13.14,77.02,631.62,30.2
2023-12-29,12.27,76.84,685.15,30.61
2024-01-02,12.88,76.86,631.06,30.37
2024-01-03,12.42,76.76,655.81,31.32
2024-01-04,12.5,76.7,631.08,31.94
2024-01-05,11.67,76.82,598.01,31.37
2024-01-08,11.74,76.86,577.29,31.71
2024-01-09,11.92,76.83,565.67,32.03
2024-01-10,11.88,77.06,536.18,31.79
2024-01-11,12.61,77.24,485.53,31.81
2024-01-12,12.7,77.07,482.14,33.01
2024-01-16,12.85,76.87,499.0,33.07
2024-01-17,13.46,76.91,486.6,33.77
2024-01-18,13.21,76.85,481.0,33.55
2024-01-19,13.64,76.9,470.19,33.15
2024-01-22,13.98,76.9,450.19,33.71
2024-01-23,13.8,76.83,450.99,34.13
2024-01-24,13.77,77.0,457.78,33.77
2024-01-25,13.0,76.93,494.5,33.86
2024-01-26,12.66,77.07,513.81,33.1
2024-01-29,12.535,77.01,519.51,32.6
2024-01-30,12.85,77.25,501.21,31.82
2024-01-31,12.69,77.2,503.48,30.73
2024-02-01,12.72,76.88,500.1,32.02
2024-02-02,12.91,76.64,490.6,33.31
2024-02-05,12.685,76.81,498.0,32.76
2024-02-06,12.35,76.77,508.01,32.93
2024-02-07,11.99,76.7,587.81,33.48
2024-02-08,11.46,76.65,646.32,33.62
2024-02-09,10.825,76.71,717.52,33.57
2024-02-12,11.0,76.34,686.02,34.72
2024-02-13,10.47,76.49,769.88,34.37
2024-02-14,10.49,76.57,718.0,34.11
2024-02-15,10.48,76.45,699.56,34.45
2024-02-16,10.455,76.54,704.98,34.46
2024-02-20,10.68,76.46,672.8,34.93
2024-02-21,10.45,76.42,713.15,34.65
2024-02-22,10.66,76.47,687.44,33.69
2024-02-23,9.925,76.41,796.48,33.97
2024-02-26,9.51,76.39,871.8,34.43
2024-02-27,8.97,76.49,962.95,34.0
2024-02-28,8.72,76.54,1022.84,33.56
2024-02-29,8.56,76.55,1079.39,33.15
2024-03-01,7.95,76.46,1334.01,33.43
2024-03-04,8.625,76.58,1051.01,32.49
2024-03-05,7.91,76.61,1246.21,32.16
2024-03-06,7.83,76.72,1300.02,32.24
2024-03-07,7.65,76.77,1425.59,32.35
2024-03-08,7.34,76.72,1484.23,32.4
2024-03-11,7.43,76.61,1593.35,32.98
2024-03-12,7.205,76.56,1766.15,33.26
2024-03-13,7.64,76.43,1676.85,34.38
2024-03-14,7.655,76.35,1782.36,34.33
2024-03-15,7.91,76.34,1502.76,34.64
2024-03-18,8.23,76.47,1417.5,34.41
2024-03-19,8.035,76.58,1546.52,34.1
2024-03-20,8.11,76.58,1599.29,34.0
2024-03-21,8.29,76.7,1523.0,33.35
2024-03-22,7.36,76.63,1856.0,33.71
2024-03-25,7.535,76.66,1876.99,33.46
2024-03-26,7.635,76.79,1919.16,32.96
2024-03-27,7.38,76.67,1704.56,32.96
2024-03-28,7.49,76.31,1636.74,34.25
2024-04-01,7.9,76.34,1578.83,34.61
2024-04-02,7.93,76.37,1606.11,34.65
2024-04-03,7.63,76.49,1615.42,34.18
2024-04-04,7.755,76.32,1439.0,35.16
2024-04-05,7.24,76.23,1512.99,35.19
2024-04-08,7.535,76.32,1441.02,34.51
2024-04-09,7.415,75.89,1566.0,36.06
2024-04-10,7.375,75.91,1551.81,36.44
2024-04-11,7.775,76.02,1479.58,36.02
2024-04-12,8.195,75.9,1335.88,37.18
2024-04-15,8.255,75.81,1254.03,37.66
2024-04-16,8.5,75.92,1188.05,36.93
2024-04-17,8.145,75.85,1208.16,37.33
2024-04-18,8.05,75.88,1174.11,37.0
2024-04-19,7.765,75.93,1324.01,37.16
2024-04-22,7.79,76.04,1338.64,37.19
2024-04-23,8.1,76.0,1265.67,37.8
2024-04-24,8.0,75.92,1240.41,38.28
2024-04-25,8.14,75.94,1282.38,37.9
2024-04-26,8.23,76.02,1292.97,37.26
2024-04-29,8.765,75.93,1065.03,37.92
2024-04-30,9.05,75.84,1028.27,37.38
2024-05-01,8.65,76.05,1129.42,37.04
2024-05-02,8.245,76.22,1223.01,36.32
2024-05-03,8.125,76.23,1268.81,36.13
2024-05-06,8.155,76.25,1257.45,35.64
2024-05-07,8.275,76.22,1233.12,36.15
2024-05-08,8.225,76.28,1263.64,35.84
2024-05-09,8.47,76.21,1180.48,36.17
2024-05-10,8.105,76.21,1245.96,36.11
2024-05-13,8.335,76.3,1297.63,35.71
2024-05-14,7.695,76.51,1503.47,34.66
2024-05-15,7.83,76.46,1439.98,34.8
2024-05-16,7.59,76.4,1584.5,35.23
2024-05-17,7.25,76.38,1727.24,35.55
2024-05-20,7.35,76.42,1655.42,35.14
2024-05-21,7.32,76.35,1647.0,35.08
2024-05-22,7.59,76.27,1544.07,35.6
2024-05-23,7.34,76.29,1684.84,35.35
2024-05-24,7.45,76.21,1675.35,36.47
2024-05-28,7.58,76.15,1618.7,37.32
2024-05-29,7.405,76.25,1541.0,36.64
2024-05-30,7.56,76.42,1524.49,36.09
2024-05-31,7.34,76.34,1627.41,35.0
2024-06-03,7.21,76.47,1638.77,34.22
2024-06-04,7.13,76.56,1694.69,33.7
2024-06-05,7.215,76.59,1656.63,33.75
2024-06-06,7.35,76.29,1596.2,35.06
2024-06-07,7.33,76.29,1599.92,35.54
2024-06-10,7.56,76.38,1555.49,34.85
2024-06-11,7.55,76.56,1603.67,34.33
2024-06-12,7.665,76.7,1483.88,33.33
2024-06-13,7.79,76.75,1495.54,32.79
2024-06-14,7.645,76.62,1507.26,33.46
2024-06-17,7.93,76.76,1469.43,32.91
2024-06-18,7.845,76.72,1465.4,33.37
2024-06-20,7.94,76.74,1483.76,33.39
2024-06-21,8.57,76.74,1372.15,33.16
2024-06-24,8.165,76.76,1495.74,33.04
2024-06-25,8.315,76.66,1457.73,33.5
2024-06-26,8.255,76.71,1525.4,33.29
2024-06-27,8.47,76.7,1377.48,34.46
2024-06-28,7.98,76.38,1365.97,35.68
2024-07-01,8.16,76.48,1320.19,35.16
2024-07-02,8.35,76.63,1302.09,34.26
2024-07-03,8.91,76.82,1281.72,33.72
2024-07-05,8.915,76.82,1290.58,33.63
2024-07-08,8.7,76.81,1301.77,33.93
2024-07-09,8.78,76.85,1305.72,33.77
2024-07-10,8.775,77.05,1358.56,33.06
2024-07-11,8.735,77.2,1396.76,32.85
2024-07-12,7.86,77.15,1611.28,33.58
2024-07-15,7.645,77.23,1664.3,32.69
2024-07-16,7.725,77.23,1590.0,32.67
2024-07-17,7.86,77.16,1555.16,33.13
2024-07-18,7.38,77.11,1778.5,33.57
2024-07-19,7.29,77.1,1800.09,33.8
2024-07-22,7.585,77.15,1721.77,33.9
2024-07-23,7.585,77.16,1672.69,34.63
2024-07-24,7.7,77.22,1606.47,34.1
2024-07-25,7.29,77.35,1752.71,33.58
2024-07-26,7.4,77.38,1684.85,33.27
2024-07-29,7.55,77.44,1604.07,33.04
2024-07-30,7.64,77.63,1614.44,32.4
2024-07-31,7.84,77.6,1511.81,31.73
2024-08-01,7.945,78.11,1447.99,29.89
2024-08-02,9.1,78.07,1309.0,29.58
2024-08-05,8.535,77.91,1369.21,30.81
2024-08-06,8.855,77.82,1246.85,31.33
2024-08-07,8.095,77.76,135.99,31.77
2024-08-08,7.93,77.81,135.37,31.11
2024-08-09,8.15,77.91,131.46,30.89
2024-08-12,7.905,78.07,135.38,30.51
2024-08-13,8.155,78.09,130.37,30.11
2024-08-14,8.42,77.87,131.93,30.64
2024-08-15,8.02,77.93,133.04,30.47
2024-08-16,8.13,77.95,135.35,30.21
2024-08-19,8.055,78.07,133.69,29.68
2024-08-20,7.775,78.19,141.42,29.66
2024-08-21,7.945,78.06,133.81,30.23
2024-08-22,7.495,78.27,150.01,29.95
2024-08-23,7.555,78.24,146.9,30.06
2024-08-26,7.7,78.3,140.01,30.22
2024-08-27,8.11,78.29,132.09,30.28
2024-08-28,8.065,78.26,132.56,30.54
2024-08-29,8.15,78.24,132.42,31.13
2024-08-30,8.235,78.14,122.32,30.19
2024-09-03,8.215,78.34,124.85,29.48
2024-09-04,8.515,78.41,119.57,29.12
2024-09-05,8.915,78.53,114.3,29.15
2024-09-06,8.3,78.55,124.82,28.95
2024-09-09,8.19,78.69,129.64,28.55
2024-09-10,8.235,78.65,129.28,28.58
2024-09-11,8.135,78.62,130.77,28.83
2024-09-12,7.94,78.76,141.47,28.74
2024-09-13,8.195,78.81,134.53,28.26
2024-09-16,7.905,78.75,131.27,28.51
2024-09-17,7.9,78.66,132.67,29.22
2024-09-18,7.475,78.73,144.66,29.43
2024-09-19,7.56,78.8,144.78,29.62
2024-09-20,7.475,78.77,149.97,29.83
2024-09-23,7.35,78.87,153.88,29.82
2024-09-24,7.505,78.74,151.94,29.92
2024-09-25,7.31,78.68,165.98,29.81
2024-09-26,7.21,78.83,176.22,29.51
2024-09-27,7.47,78.69,168.6,29.78
2024-09-30,7.655,78.58,162.69,29.37
2024-10-01,7.86,78.56,164.64,29.9
2024-10-02,7.74,78.4,163.41,30.45
2024-10-03,7.57,78.04,176.51,31.26
2024-10-04,7.455,77.91,186.09,31.72
2024-10-07,7.6,77.94,192.2,31.62
2024-10-08,7.76,77.88,188.91,32.04
2024-10-09,7.925,77.95,183.34,32.3
2024-10-10,7.455,78.01,212.59,32.54
2024-10-11,7.13,77.96,201.67,32.57
2024-10-14,7.02,78.02,194.31,31.63
2024-10-15,6.945,78.08,194.09,31.55
2024-10-16,7.045,77.99,193.42,32.52
2024-10-17,6.855,78.04,215.86,32.49
2024-10-18,6.96,77.85,219.05,33.64
2024-10-21,6.975,77.85,219.7,33.54
2024-10-22,7.09,77.77,213.95,33.8
2024-10-23,6.895,77.81,235.89,33.29
2024-10-24,7.05,77.79,234.34,33.8
2024-10-25,6.74,77.73,255.34,34.01
2024-10-28,6.46,77.77,258.24,33.89
2024-10-29,6.54,77.67,247.31,33.65
2024-10-30,6.705,77.64,244.5,33.61
2024-10-31,6.76,77.36,229.71,34.6
2024-11-01,6.97,77.47,222.99,33.56
2024-11-04,6.74,77.44,227.8,33.22
2024-11-05,6.08,77.28,257.81,34.98
2024-11-06,30.22,77.49,270.81,34.21
2024-11-07,30.16,77.44,270.42,33.33
2024-11-08,26.12,77.36,340.0,33.59
2024-11-11,25.44,77.23,356.59,34.63
2024-11-12,25.35,77.32,328.38,35.27
2024-11-13,26.05,77.21,327.67,34.91
2024-11-14,24.82,77.33,340.65,35.13
2024-11-15,24.81,77.38,384.79,35.04
2024-11-18,24.53,77.41,430.54,34.65
2024-11-19,24.09,77.36,473.83,34.91
2024-11-20,23.09,77.31,397.28,35.08
2024-11-21,22.94,77.32,421.88,34.95
2024-11-22,23.94,77.54,403.45,33.18
2024-11-25,24.93,77.54,353.69,33.38
2024-11-26,23.36,77.64,388.84,33.0
2024-11-27,23.26,77.78,387.47,32.42
2024-11-29,23.62,77.53,380.3,32.14
2024-12-02,23.66,77.54,373.43,32.76
2024-12-03,22.81,77.61,406.0,32.07
2024-12-04,22.87,77.62,386.4,32.01
2024-12-05,22.27,77.74,395.01,31.9
2024-12-06,23.48,77.69,365.34,32.48
2024-12-09,23.42,77.66,377.32,32.82
2024-12-10,22.24,77.62,411.4,33.48
2024-12-11,22.57,77.56,392.19,34.28
2024-12-12,22.16,77.46,408.67,34.96
2024-12-13,21.29,77.47,408.5,34.79
2024-12-16,21.105,77.44,386.42,34.63
2024-12-17,22.38,77.21,349.64,35.52
2024-12-18,23.335,77.25,326.46,36.52
2024-12-19,23.31,77.32,364.2,36.25
2024-12-20,24.11,77.22,332.23,36.43
2024-12-23,22.56,77.02,358.18,36.2
2024-12-24,23.4,77.07,341.05,36.33
2024-12-26,23.67,77.08,330.0,36.85
2024-12-27,23.75,77.25,302.96,36.24
2024-12-30,23.97,77.27,289.62,36.62
2024-12-31,22.97,77.26,300.01,36.6
2025-01-02,22.7,77.2,339.66,36.86
2025-01-03,21.82,77.22,379.09,37.14
2025-01-06,23.13,77.17,341.425,37.99
2025-01-07,23.735,77.22,331.7,37.88
2025-01-08,23.53,76.98,327.91,38.44
2025-01-10,23.84,76.94,328.4,38.54
2025-01-13,23.11,76.98,342.17,38.65
2025-01-14,22.36,77.26,360.62,37.27
2025-01-15,22.225,77.35,367.0,37.01
2025-01-16,21.195,77.32,396.5,37.0
2025-01-17,20.985,77.37,389.1,36.35
2025-01-21,21.37,77.34,377.31,36.71
2025-01-22,21.58,77.35,373.12,37.32
2025-01-23,21.27,77.39,353.67,37.04
2025-01-24,21.98,77.56,347.92,36.06
2025-01-27,22.025,77.59,335.93,36.19
2025-01-28,21.37,77.53,341.25,36.36
2025-01-29,21.235,77.61,340.09,36.17
