Date,PSQ,QLD,QQQ,SHY,SPY
2022-06-15,14.94,38.92,271.39,82.4,366.65
2022-06-16,14.76,39.82,274.69,82.38,365.86
2022-06-17,14.4,41.83,281.08,82.35,375.07
2022-06-21,14.41,41.69,280.67,82.59,374.39
2022-06-22,14.19,42.93,284.85,82.66,378.06
2022-06-23,13.7,45.95,294.61,82.64,390.08
2022-06-24,13.82,45.17,292.45,82.55,388.59
2022-06-27,14.25,42.4,283.54,82.53,380.65
2022-06-28,14.22,42.52,283.8,82.63,380.34
2022-06-29,14.4,41.41,280.28,82.79,377.25
2022-06-30,14.32,41.95,282.13,82.96,381.24
2022-07-01,14.07,43.39,286.96,82.95,381.96
2022-07-05,13.98,43.92,288.8,82.72,383.25
2022-07-06,13.68,45.79,294.98,82.66,388.99
2022-07-07,13.66,45.94,295.35,82.56,388.67
2022-07-08,13.96,43.92,289.04,82.59,384.23
2022-07-11,14.09,43.09,286.24,82.63,380.83
2022-07-12,14.11,42.93,285.65,82.54,378.83
2022-07-13,14.06,43.22,286.67,82.51,377.91
2022-07-14,13.81,44.76,291.87,82.57,385.13
2022-07-15,13.94,44.01,289.4,82.52,381.95
2022-07-18,13.51,46.69,298.3,82.43,392.27
2022-07-19,13.29,48.17,303.03,82.42,394.77
2022-07-20,13.11,49.55,307.38,82.65,398.79
2022-07-21,13.34,47.81,301.99,82.86,395.09
2022-07-22,13.41,47.3,300.27,82.79,395.57
2022-07-25,13.68,45.39,294.37,82.75,390.89
2022-07-26,13.1,49.23,306.81,82.88,401.04
2022-07-27,12.98,50.16,309.81,83.06,406.07
2022-07-28,12.73,52.02,315.46,83.05,411.99
2022-07-29,12.74,51.96,315.27,82.96,410.77
2022-08-01,12.79,51.61,314.33,82.67,408.06
2022-08-02,12.45,54.42,322.89,82.7,414.45
2022-08-03,12.39,54.89,324.4,82.81,414.17
2022-08-04,12.48,54.02,321.75,82.47,413.47
2022-08-05,12.53,53.67,320.71,82.55,412.99
2022-08-08,12.67,52.44,317.08,82.47,411.35
2022-08-09,12.33,55.36,325.93,82.55,419.99
2022-08-10,12.4,54.73,324.08,82.52,419.99
2022-08-11,12.15,56.89,330.39,82.54,427.1
2022-08-12,12.05,57.75,333.06,82.61,428.86
2022-08-15,12.08,57.48,332.28,82.54,429.7
2022-08-16,12.22,56.15,328.49,82.47,426.65
2022-08-17,12.2,56.44,329.28,82.59,427.89
2022-08-18,12.43,54.22,322.86,82.53,422.14
2022-08-19,12.77,51.35,314.36,82.42,413.35
2022-08-22,12.78,51.26,314.1,82.46,412.35
2022-08-23,12.74,51.55,315.01,82.37,413.67
2022-08-24,13.03,48.96,307.44,82.4,405.31
2022-08-26,13.16,48.0,304.41,82.34,402.63
2022-08-29,13.31,46.92,301.02,82.3,398.21
2022-08-30,13.38,46.37,299.27,82.29,395.18
2022-08-31,13.38,46.4,299.4,82.13,396.42
2022-09-01,13.57,45.07,295.17,82.31,392.24
2022-09-02,13.67,44.42,293.05,82.13,390.76
2022-09-06,13.41,46.2,298.97,82.25,397.78
2022-09-07,13.34,46.67,300.52,82.15,400.38
2022-09-08,13.05,48.69,307.09,82.08,406.6
2022-09-09,12.9,49.84,310.74,82.07,410.97
2022-09-12,13.6,44.35,293.7,81.79,393.1
2022-09-13,13.49,45.08,296.03,81.72,394.6
2022-09-14,13.72,43.52,291.1,81.63,390.12
2022-09-15,13.81,42.99,289.32,81.67,385.56
2022-09-16,13.71,43.68,291.05,81.58,388.55
2022-09-19,13.82,42.95,288.73,81.54,384.09
2022-09-20,14.06,41.4,283.56,81.47,377.39
2022-09-21,14.24,40.4,280.07,81.32,374.22
2022-09-22,14.47,39.08,275.51,81.22,367.95
2022-09-23,14.55,38.69,274.37,81.04,364.31
2022-09-26,14.53,38.79,274.48,81.04,363.38
2022-09-27,14.25,40.3,279.94,81.39,370.53
2022-09-28,14.64,38.03,271.87,81.28,362.79
2022-09-29,14.92,36.66,267.26,81.21,357.18
2022-09-30,14.56,38.39,273.53,81.28,366.61
2022-10-03,14.11,40.8,282.13,81.31,377.97
2022-10-04,14.12,40.73,281.98,81.23,377.09
2022-10-05,14.24,40.08,279.76,81.13,373.2
2022-10-06,14.78,37.01,269.1,81.03,362.79
2022-10-07,14.94,36.22,266.41,81.0,360.02
2022-10-10,15.12,35.32,262.75,81.04,357.74
2022-10-11,15.14,35.26,262.66,81.12,356.56
2022-10-12,14.79,36.86,268.82,80.88,365.97
2022-10-13,15.25,34.62,260.74,80.84,357.63
2022-10-14,14.72,36.97,269.35,80.93,366.82
2022-10-17,14.59,37.55,271.48,80.97,371.13
2022-10-18,14.67,37.23,270.49,80.82,368.5
2022-10-19,14.75,36.81,269.11,80.73,365.41
2022-10-20,14.4,38.57,275.42,80.94,374.29
2022-10-21,14.25,39.41,278.45,80.92,378.87
2022-10-24,13.96,41.02,284.21,81.0,384.92
2022-10-25,14.27,39.18,277.93,81.07,382.02
2022-10-26,14.53,37.73,272.87,81.24,379.98
2022-10-27,14.1,40.06,281.22,81.12,389.02
2022-10-28,14.26,39.08,277.95,81.0,386.21
2022-10-31,14.4,38.29,275.11,80.78,384.52
2022-11-01,14.89,35.67,265.68,80.74,374.87
2022-11-02,15.2,34.28,260.49,80.59,371.01
2022-11-03,14.94,35.37,264.68,80.68,376.35
2022-11-04,14.79,36.14,267.59,80.61,379.95
2022-11-07,14.69,36.64,269.54,80.69,382.0
2022-11-08,15.04,34.92,263.32,80.82,374.13
2022-11-09,13.93,40.08,282.75,81.26,394.69
2022-11-10,13.67,41.56,287.96,81.24,398.51
2022-11-11,13.79,40.81,285.44,81.17,395.12
2022-11-14,13.61,41.96,289.39,81.25,398.49
2022-11-15,13.79,40.79,285.44,81.26,395.45
2022-11-16,13.83,40.58,284.81,81.16,394.24
2022-11-17,13.83,40.59,284.82,81.07,396.03
2022-11-18,13.97,39.74,281.89,81.05,394.59
2022-11-21,13.77,40.88,285.95,81.11,399.9
2022-11-22,13.65,41.69,288.82,81.18,402.42
2022-11-23,13.75,41.12,286.92,81.19,402.33
2022-11-25,13.94,39.9,282.71,81.21,395.91
2022-11-28,14.06,39.31,280.57,81.18,395.23
2022-11-29,13.41,42.9,293.36,81.42,407.68
2022-11-30,13.4,42.98,293.72,81.43,407.38
2022-12-01,13.47,42.64,292.55,81.41,406.91
2022-12-02,13.69,41.16,287.64,81.18,399.59
2022-12-05,13.97,39.46,281.68,81.27,393.83
2022-12-06,14.05,39.12,280.53,81.44,393.16
2022-12-07,13.88,40.07,283.85,81.36,396.24
2022-12-08,13.96,39.55,282.04,81.32,393.28
2022-12-09,13.79,40.51,285.58,81.27,398.95
2022-12-12,13.64,41.39,288.65,81.51,401.97
2022-12-13,13.76,40.75,286.51,81.52,399.4
2022-12-14,14.22,38.01,276.89,81.35,389.63
2022-12-15,14.36,37.26,274.25,81.43,383.27
2022-12-16,14.56,36.25,269.75,81.33,380.02
2022-12-19,14.58,36.15,269.54,81.33,380.54
2022-12-20,14.38,37.21,273.45,81.41,386.23
2022-12-21,14.68,35.26,266.76,81.36,380.72
2022-12-22,14.66,35.43,267.36,81.32,382.91
2022-12-23,14.87,34.36,263.58,81.21,381.4
2022-12-27,15.08,33.45,260.1,81.21,376.66
2022-12-28,14.7,35.07,266.44,81.27,383.44
2022-12-29,14.72,35.04,266.28,81.17,382.43
2022-12-30,14.82,34.55,264.48,81.24,380.82
2023-01-03,14.75,34.88,265.74,81.32,383.76
2023-01-04,14.99,33.74,261.58,81.21,379.38
2023-01-05,14.59,35.6,268.8,81.52,388.08
2023-01-06,14.5,36.07,270.54,81.6,387.86
2023-01-09,14.35,36.68,272.83,81.53,390.58
2023-01-10,14.13,37.92,277.55,81.6,395.52
2023-01-11,14.06,38.28,279.05,81.78,396.96
2023-01-12,13.96,38.81,280.97,81.64,398.5
2023-01-13,13.94,38.94,281.54,81.69,397.77
2023-01-17,14.13,37.94,277.88,81.87,391.49
2023-01-18,14.28,37.18,275.15,81.85,388.64
2023-01-19,13.88,39.26,282.68,81.78,395.88
2023-01-20,13.6,40.79,288.37,81.73,400.2
2023-01-24,13.65,40.57,287.73,81.78,400.35
2023-01-25,13.39,42.14,293.34,81.73,404.75
2023-01-26,13.26,42.97,296.26,81.73,405.68
2023-01-27,13.53,41.2,290.27,81.65,400.59
2023-01-30,13.33,42.47,294.62,81.8,406.48
2023-01-31,13.05,44.31,300.92,81.79,410.8
2023-02-01,12.59,47.43,311.72,81.8,416.78
2023-02-02,12.82,45.72,306.18,81.5,412.35
2023-02-03,12.92,44.96,303.59,81.27,409.83
2023-02-06,12.65,46.83,309.88,81.31,415.19
2023-02-07,12.89,45.12,304.37,81.34,410.65
2023-02-08,13.0,44.29,301.68,81.28,407.09
2023-02-09,13.09,43.73,299.7,81.24,408.04
2023-02-10,12.89,45.14,304.5,81.26,412.83
2023-02-13,12.78,45.75,306.75,81.09,412.64
2023-02-14,12.7,46.49,309.1,81.1,413.98
2023-02-15,12.95,44.67,303.3,81.11,408.28
2023-02-16,13.04,44.03,301.16,81.18,407.26
2023-02-17,13.35,41.94,294.03,81.02,399.09
2023-02-21,13.35,42.0,294.25,81.06,398.54
2023-02-22,13.24,42.73,296.82,81.11,400.66
2023-02-23,13.37,41.87,293.94,81.01,397.73
2023-02-27,13.39,41.73,293.56,80.99,396.26
2023-02-28,13.5,41.06,291.2,80.68,394.74
2023-03-01,13.39,41.76,293.61,80.71,397.81
2023-03-02,13.13,43.46,299.68,80.76,404.19
2023-03-03,13.12,43.52,300.02,80.72,404.47
2023-03-06,13.27,42.45,296.34,80.55,398.27
2023-03-07,13.21,42.89,297.82,80.51,398.92
2023-03-08,13.45,41.32,292.66,80.77,391.56
2023-03-09,13.63,40.17,288.55,81.21,385.91
2023-03-10,13.55,40.78,290.69,82.02,385.36
2023-03-13,13.23,42.66,297.37,81.71,391.73
2023-03-14,13.18,43.08,298.93,82.19,389.28
2023-03-15,12.83,45.33,306.81,81.86,396.11
2023-03-16,12.9,44.88,305.36,82.27,389.99
2023-03-17,12.86,45.21,305.97,82.17,393.74
2023-03-20,12.68,46.47,310.34,81.86,398.91
2023-03-21,12.75,45.2,306.12,82.24,392.11
2023-03-22,12.6,46.3,309.75,82.48,393.17
2023-03-23,12.57,46.61,310.89,82.52,395.75
2023-03-24,12.66,45.94,308.76,82.17,396.49
2023-03-27,12.73,45.48,307.12,82.08,395.6
2023-03-28,12.49,47.15,312.72,82.05,401.35
2023-03-29,12.38,47.98,315.68,82.06,403.7
2023-03-30,12.18,49.57,320.93,82.16,409.39
2023-03-31,12.21,49.32,320.15,82.08,410.95
2023-04-03,12.26,48.99,319.07,82.27,408.67
2023-04-04,12.39,47.97,315.92,82.38,407.6
2023-04-05,12.3,48.66,318.05,82.35,409.19
2023-04-06,12.31,48.55,317.87,82.06,409.61
2023-04-10,12.4,47.93,315.83,82.05,409.72
2023-04-11,12.52,47.06,313.04,82.14,408.05
2023-04-12,12.27,48.9,319.17,82.19,413.47
2023-04-13,12.3,48.69,318.57,82.0,412.46
2023-04-14,12.29,48.74,318.84,81.88,413.94
2023-04-17,12.29,48.77,318.86,81.86,414.21
2023-04-18,12.29,48.71,318.71,81.79,414.14
2023-04-19,12.41,47.96,316.28,81.99,411.88
2023-04-20,12.39,48.02,316.61,81.94,412.2
2023-04-21,12.43,47.81,315.95,82.03,412.63
2023-04-24,12.67,46.02,309.99,82.35,406.08
2023-04-25,12.59,46.54,311.87,82.25,404.36
2023-04-26,12.25,49.07,320.35,82.09,412.41
2023-04-27,12.17,49.74,322.56,82.18,415.93
2023-04-28,12.18,49.61,322.19,81.81,415.51
2023-05-01,12.29,48.72,319.38,82.08,410.84
2023-05-02,12.38,48.12,317.29,82.28,408.02
2023-05-03,12.43,47.75,316.17,82.41,405.13
2023-05-04,12.17,49.75,322.89,82.21,412.63
2023-05-05,12.15,49.98,323.69,82.08,412.74
2023-05-08,12.22,49.35,321.64,82.06,410.93
2023-05-09,12.1,50.42,325.14,82.26,412.85
2023-05-10,12.06,50.72,326.2,82.31,412.13
2023-05-11,12.1,50.35,325.03,82.17,411.59
2023-05-12,12.04,50.89,326.79,82.18,413.01
2023-05-15,12.03,50.98,327.16,82.08,410.25
2023-05-16,11.88,52.23,331.12,81.99,415.23
2023-05-17,11.67,54.11,337.27,81.84,419.23
2023-05-18,11.7,53.87,336.51,81.78,418.62
2023-05-19,11.66,54.19,337.64,81.75,418.79
2023-05-22,11.82,52.83,333.36,81.74,414.09
2023-05-23,11.89,52.27,331.65,81.64,411.09
2023-05-24,11.6,54.78,339.72,81.46,414.65
2023-05-25,11.31,57.59,348.4,81.44,420.02
2023-05-26,11.26,58.08,349.98,81.6,420.18
2023-05-30,11.33,57.32,347.99,81.68,417.85
2023-05-31,11.2,58.74,352.01,81.61,421.82
2023-06-01,11.12,59.6,354.65,81.38,427.92
2023-06-02,11.12,59.67,354.9,81.4,427.1
2023-06-05,11.12,59.65,354.84,81.36,428.03
2023-06-06,11.31,57.6,348.82,81.3,426.55
2023-06-07,11.18,58.99,353.15,81.43,429.13
2023-06-08,10.96,61.45,360.49,81.35,433.8
2023-06-12,10.87,62.35,363.26,81.2,436.66
2023-06-13,10.8,63.26,365.9,81.15,437.18
2023-06-14,10.67,64.72,370.26,81.32,442.6
2023-06-15,10.75,63.88,367.93,81.21,439.46
2023-06-16,10.76,63.73,366.9,81.24,437.18
2023-06-20,10.76,61.99,361.9,81.24,434.94
2023-06-21,10.64,63.42,366.17,81.15,436.51
2023-06-22,10.75,62.14,362.54,81.22,433.21
2023-06-23,10.91,60.47,357.68,81.28,431.44
2023-06-26,10.72,62.53,363.83,81.16,436.17
2023-06-27,10.71,62.74,364.54,81.25,436.39
2023-06-28,10.72,62.46,363.81,81.05,438.11
2023-06-29,10.57,64.38,369.42,81.08,443.28
2023-06-30,10.54,64.68,370.34,80.77,443.89
2023-07-03,10.55,64.64,370.28,80.76,443.13
2023-07-05,10.63,63.64,367.46,80.71,439.66
2023-07-06,10.68,63.18,366.24,80.8,438.55
2023-07-07,10.67,63.26,366.36,80.92,439.66
2023-07-10,10.62,63.84,368.17,80.91,442.46
2023-07-11,10.5,65.46,372.82,81.15,446.02
2023-07-12,10.31,67.61,379.15,81.38,449.56
2023-07-13,10.33,67.58,379.07,81.17,449.28
2023-07-14,10.24,68.81,382.61,81.2,450.84
2023-07-17,10.15,69.96,385.74,81.2,454.19
2023-07-18,10.16,69.78,385.65,81.23,455.2
2023-07-19,10.4,66.62,376.76,81.13,452.18
2023-07-20,10.43,66.21,375.63,81.14,452.18
2023-07-21,10.41,66.42,376.23,81.04,454.2
2023-07-24,10.35,67.34,378.78,81.03,455.44
2023-07-25,10.39,66.87,377.52,81.11,455.51
2023-07-26,10.42,66.5,376.62,80.99,452.49
2023-07-27,10.22,68.91,383.48,81.1,456.92
2023-07-28,10.23,69.03,383.68,81.12,457.79
2023-07-31,10.26,68.64,382.79,80.84,456.48
2023-08-01,10.48,65.6,374.39,80.88,450.13
2023-08-02,10.5,65.36,373.79,80.91,448.84
2023-08-03,10.56,64.73,372.04,81.07,446.81
2023-08-04,10.46,65.83,375.19,81.1,450.71
2023-08-07,10.56,64.68,372.0,81.14,448.75
2023-08-08,10.68,63.24,367.91,81.09,445.75
2023-08-09,10.66,63.45,368.59,81.05,445.91
2023-08-10,10.74,62.62,366.24,80.97,445.65
2023-08-11,10.62,64.04,370.35,80.9,448.11
2023-08-14,10.74,62.65,366.42,80.93,442.89
2023-08-15,10.85,61.29,362.54,80.89,439.64
2023-08-16,10.98,59.92,358.58,80.98,436.29
2023-08-17,10.99,59.76,358.13,81.01,436.5
2023-08-18,10.81,61.7,363.9,80.92,439.34
2023-08-21,10.84,61.51,363.38,80.88,438.15
2023-08-22,10.67,63.43,369.11,81.03,443.03
2023-08-23,10.91,60.64,361.22,80.98,436.89
2023-08-24,10.82,61.63,364.02,80.93,439.97
2023-08-25,10.75,62.56,366.76,80.98,442.76
2023-08-28,10.52,65.24,374.77,81.16,449.16
2023-08-29,10.45,65.96,376.86,81.16,451.01
2023-08-30,10.43,66.28,377.99,81.24,450.35
2023-08-31,10.44,66.19,377.59,80.99,451.19
2023-09-01,10.44,66.31,378.07,80.89,449.24
2023-09-05,10.53,65.14,374.74,80.8,446.22
2023-09-06,10.61,64.16,372.06,80.95,444.85
2023-09-07,10.6,64.31,372.58,80.91,445.52
2023-09-08,10.47,65.83,376.97,80.93,448.45
2023-09-11,10.59,64.37,372.79,80.89,445.99
2023-09-12,10.56,64.84,374.21,80.96,446.51
2023-09-13,10.47,65.87,377.27,80.94,450.36
2023-09-14,10.67,63.56,370.81,80.9,443.37
2023-09-15,10.66,63.72,370.66,80.89,443.63
2023-09-18,10.69,63.44,369.87,80.83,442.71
2023-09-19,10.69,61.6,364.54,80.78,438.64
2023-09-20,10.89,59.27,357.86,80.82,431.39
2023-09-21,10.9,59.32,357.91,80.9,430.42
2023-09-22,10.85,59.85,359.61,80.87,432.23
2023-09-25,11.01,58.03,354.21,80.88,425.88
2023-09-26,10.99,58.34,355.04,80.82,426.05
2023-09-27,10.9,59.26,358.01,80.96,428.52
2023-09-28,10.89,59.35,358.27,80.97,427.48
2023-09-29,10.81,60.3,361.26,80.68,427.31
2023-10-02,11.01,58.17,354.92,80.62,421.59
2023-10-03,10.85,59.74,359.75,80.8,424.66
2023-10-04,10.89,59.35,358.69,80.88,424.5
2023-10-05,10.72,61.31,364.7,80.81,429.54
2023-10-06,10.66,61.95,366.56,81.05,432.29
2023-10-09,10.61,62.59,368.59,81.0,434.54
2023-10-10,10.53,63.5,371.22,80.98,436.32
2023-10-11,10.57,62.99,369.93,80.88,433.66
2023-10-12,10.71,61.43,365.28,80.93,431.5
2023-10-13,10.59,62.84,369.41,80.88,436.04
2023-10-16,10.63,62.41,368.2,80.7,436.02
2023-10-17,10.78,60.65,363.37,80.7,430.21
2023-10-18,10.88,59.56,359.97,80.81,426.43
2023-10-19,11.04,57.79,354.6,80.94,421.19
2023-10-20,11.01,58.1,355.67,80.99,420.46
2023-10-23,10.91,59.26,359.13,80.97,423.63
2023-10-24,11.18,56.32,350.34,80.88,417.55
2023-10-25,11.4,54.15,343.66,81.04,412.55
2023-10-26,11.35,54.67,345.31,81.09,410.68
2023-10-27,11.22,55.85,349.2,81.06,415.59
2023-10-30,11.18,56.42,350.87,81.03,418.2
2023-10-31,10.98,58.38,356.96,80.98,422.66
2023-11-01,10.8,60.45,363.44,80.99,430.76
2023-11-02,10.67,61.85,367.71,81.21,434.69
2023-11-03,10.63,62.33,369.21,81.06,435.69
2023-11-06,10.53,63.49,372.7,81.12,436.93
2023-11-07,10.52,63.59,372.94,81.1,437.25
2023-11-08,10.61,62.58,370.07,80.98,433.84
2023-11-09,10.38,65.32,378.39,81.0,440.61
2023-11-10,10.42,64.93,377.21,81.03,440.19
2023-11-13,10.19,67.7,385.33,81.35,448.73
2023-11-14,10.18,67.79,385.62,81.2,449.68
2023-11-15,10.19,67.91,385.95,81.34,450.23
2023-11-16,10.18,67.9,386.04,81.28,450.79
2023-11-17,10.06,69.56,390.74,81.29,454.26
2023-11-20,10.12,68.67,388.47,81.34,453.27
2023-11-21,10.1,69.26,390.06,81.35,455.02
2023-11-22,10.11,69.02,389.51,81.29,455.3
2023-11-24,10.12,68.9,389.17,81.39,454.48
2023-11-27,10.11,69.24,390.19,81.54,454.93
2023-11-28,10.12,69.08,389.81,81.7,454.61
2023-11-29,10.15,68.71,388.83,81.65,456.4
2023-11-30,10.11,69.11,389.94,81.64,459.1
2023-12-01,10.22,67.78,386.32,81.52,456.69
2023-12-04,10.19,68.11,387.29,81.62,456.6
2023-12-05,10.26,67.32,385.05,81.6,454.76
2023-12-06,10.1,69.21,390.43,81.66,458.23
2023-12-07,10.07,69.75,392.17,81.48,460.2
2023-12-08,9.98,70.95,395.52,81.5,461.99
2023-12-11,9.91,72.08,398.67,81.51,464.1
2023-12-12,9.78,73.88,403.74,81.92,470.5
2023-12-13,9.8,73.72,403.39,81.8,472.01
2023-12-14,9.77,74.26,405.34,81.71,469.33
2023-12-15,9.69,75.34,407.08,81.7,471.97
2023-12-18,9.65,76.08,409.16,81.73,474.84
2023-12-19,9.61,73.71,403.08,81.84,468.26
2023-12-20,9.5,75.42,407.77,81.92,472.7
2023-12-21,9.49,75.63,408.38,81.95,473.65
2023-12-22,9.44,76.51,410.88,81.91,475.65
2023-12-26,9.41,76.8,411.5,82.01,476.51
2023-12-27,9.43,76.66,411.3,82.0,476.69
2023-12-28,9.48,76.0,409.52,82.04,475.31
2023-12-29,9.63,73.44,402.59,81.94,472.65
2024-01-02,9.74,71.87,398.33,81.96,468.79
2024-01-03,9.8,71.08,396.28,81.91,467.28
2024-01-04,9.79,71.26,396.75,81.89,467.92
2024-01-05,9.58,74.18,404.95,81.96,474.6
2024-01-08,9.57,74.47,405.75,81.98,473.88
2024-01-09,9.5,75.44,408.5,81.98,476.56
2024-01-10,9.49,75.68,409.35,82.17,476.35
2024-01-11,9.49,75.78,409.56,82.34,476.68
2024-01-12,9.5,75.75,409.52,82.21,474.93
2024-01-16,9.55,74.86,407.21,82.05,472.29
2024-01-17,9.43,77.0,412.99,82.09,476.49
2024-01-18,9.24,79.99,421.18,82.03,482.43
2024-01-19,9.23,80.19,421.73,82.07,483.45
2024-01-22,9.19,80.83,423.48,82.06,484.86
2024-01-23,9.14,81.69,425.83,82.02,485.39
2024-01-24,9.14,81.85,426.35,82.17,488.03
2024-01-25,9.2,80.85,423.81,82.12,487.41
2024-01-26,9.11,82.53,428.15,82.2,491.27
2024-01-29,9.17,81.38,425.3,82.15,490.89
2024-01-30,9.35,78.2,416.97,82.3,482.88
2024-01-31,9.24,80.06,421.88,82.18,489.2
2024-02-01,9.1,82.74,429.01,81.92,494.35
2024-02-02,9.1,82.44,428.45,81.76,492.55
2024-02-05,9.13,82.14,427.59,81.89,493.98
2024-02-06,9.03,83.79,431.99,81.86,498.1
2024-02-07,9.03,84.06,432.79,81.84,498.32
2024-02-08,8.94,85.68,437.05,81.81,501.2
2024-02-09,8.99,84.98,435.34,81.82,500.98
2024-02-12,9.12,82.31,428.55,81.56,494.08
2024-02-13,9.02,84.12,433.22,81.68,498.57
2024-02-14,9.0,84.54,434.51,81.76,502.01
2024-02-15,9.1,83.01,430.57,81.66,499.51
2024-02-16,9.16,81.74,427.32,81.71,496.76
2024-02-20,9.2,81.06,425.61,81.64,497.21
2024-02-21,8.93,85.79,438.07,81.63,507.5
2024-02-22,8.97,85.24,436.78,81.67,507.85
2024-02-23,8.97,85.14,436.55,81.61,505.99
2024-02-26,8.96,85.55,437.6,81.61,506.93
2024-02-27,9.0,84.58,435.27,81.69,506.26
2024-02-28,8.93,86.04,439.0,81.74,508.08
2024-02-29,8.79,88.61,445.61,81.66,512.85
2024-03-01,8.84,87.89,444.02,81.58,512.3
2024-03-04,8.99,84.76,436.05,81.64,507.18
2024-03-05,8.94,85.8,438.79,81.66,509.75
2024-03-06,8.81,88.38,445.45,81.76,514.81
2024-03-07,8.94,85.76,439.02,81.8,511.72
2024-03-08,8.97,85.11,437.39,81.73,511.28
2024-03-11,8.85,87.58,443.66,81.65,516.78
2024-03-12,8.92,86.16,440.25,81.61,515.97
2024-03-13,8.95,85.71,439.14,81.54,514.95
2024-03-14,9.06,83.64,433.92,81.49,509.83
2024-03-15,8.98,85.22,437.48,81.5,512.86
2024-03-18,8.96,85.62,438.57,81.57,515.71
2024-03-19,8.74,87.6,443.77,81.7,520.48
2024-03-20,8.7,88.36,445.87,81.7,522.2
2024-03-21,8.7,88.51,446.38,81.76,521.21
2024-03-22,8.73,87.89,444.76,81.72,519.77
2024-03-25,8.77,87.32,443.32,81.74,518.81
2024-03-26,8.75,87.9,444.83,81.83,523.17
2024-03-27,8.76,87.48,444.01,81.78,523.07
2024-03-28,8.75,87.89,444.95,81.34,522.16
2024-04-01,8.82,86.33,441.11,81.38,518.84
2024-04-02,8.81,86.67,442.1,81.44,519.41
2024-04-03,8.96,83.97,435.34,81.52,513.07
2024-04-04,8.84,85.97,440.47,81.39,518.43
2024-04-05,8.84,86.02,440.6,81.31,518.72
2024-04-08,8.82,86.62,442.23,81.39,519.32
2024-04-09,44.47,85.04,438.37,81.06,514.12
2024-04-10,43.77,87.79,445.37,81.16,518.0
2024-04-11,44.5,84.95,438.27,81.21,510.85
2024-04-12,45.24,82.12,431.06,81.18,504.45
2024-04-15,45.24,82.12,431.1,81.13,503.53
2024-04-16,45.81,80.11,425.84,81.19,500.55
2024-04-17,46.1,79.13,423.41,81.15,499.52
2024-04-18,47.06,75.88,414.65,81.17,495.16
2024-04-19,46.61,77.37,418.82,81.21,499.72
2024-04-22,45.92,79.69,425.07,81.28,505.65
2024-04-23,45.79,80.21,426.51,81.25,505.41
2024-04-24,46.05,79.36,424.45,81.19,503.49
2024-04-25,45.33,81.83,431.0,81.21,508.26
2024-04-26,45.16,82.46,432.75,81.25,510.06
2024-04-29,46.02,79.32,424.59,81.15,501.98
2024-04-30,46.37,78.15,421.52,81.05,500.35
2024-05-01,45.81,80.12,426.9,81.17,505.03
2024-05-02,44.92,83.32,435.48,81.3,511.29
2024-05-03,44.42,85.18,440.25,81.29,516.57
2024-05-06,44.43,85.14,440.32,81.3,517.14
2024-05-07,44.46,85.05,440.06,81.28,517.19
2024-05-08,44.4,85.36,441.02,81.35,520.17
2024-05-09,44.31,85.77,442.06,81.28,520.84
2024-05-10,44.23,86.15,443.08,81.3,520.91
2024-05-13,43.94,87.22,445.93,81.38,523.3
2024-05-14,43.29,89.9,452.9,81.53,529.78
2024-05-15,43.39,89.53,451.98,81.47,528.69
2024-05-16,43.43,89.44,451.76,81.42,529.45
2024-05-17,43.14,90.66,454.91,81.4,530.06
2024-05-20,43.07,90.97,455.8,81.44,531.36
2024-05-21,43.08,90.94,455.71,81.38,529.83
2024-05-22,43.31,90.06,453.66,81.34,525.96
2024-05-23,42.92,91.76,457.95,81.37,529.44
2024-05-24,42.77,92.41,459.68,81.3,529.81
2024-05-28,43.07,91.11,456.44,81.27,526.1
2024-05-29,43.54,89.12,451.55,81.36,522.61
2024-05-30,43.56,89.12,450.71,81.47,527.37
2024-05-31,43.45,89.69,453.13,81.3,527.8
2024-06-03,43.33,90.14,454.37,81.38,528.39
2024-06-04,42.47,93.78,463.53,81.46,534.67
2024-06-05,42.49,93.7,463.37,81.47,534.66
2024-06-06,42.56,93.48,462.96,81.26,534.01
2024-06-07,42.42,94.22,464.83,81.27,535.66
2024-06-10,42.12,95.47,468.02,81.36,536.95
2024-06-11,41.59,97.98,474.15,81.47,541.36
2024-06-12,41.37,98.99,476.72,81.6,542.45
2024-06-13,41.2,99.97,479.19,81.61,542.78
2024-06-14,40.69,102.4,485.06,81.53,547.1
2024-06-17,40.7,102.43,485.21,81.64,548.49
2024-06-18,41.04,100.8,481.47,81.61,547.0
2024-06-20,41.18,100.2,480.18,81.64,544.51
2024-06-21,41.66,97.95,473.96,81.65,542.74
2024-06-24,41.17,100.18,479.38,81.66,544.83
2024-06-25,40.35,100.48,480.37,81.58,545.51
2024-06-26,40.26,100.94,481.61,81.64,546.37
2024-06-27,40.5,99.81,479.11,81.65,544.22
2024-06-28,40.28,101.03,481.92,81.31,545.34
2024-07-01,39.87,103.12,486.98,81.38,549.01
2024-07-02,39.56,104.79,491.04,81.5,551.46
2024-07-03,39.16,106.92,496.16,81.65,554.64
2024-07-05,39.09,107.45,497.34,81.64,555.28
2024-07-08,39.07,107.56,497.77,81.62,555.82
2024-07-09,38.66,109.83,502.96,81.65,561.32
2024-07-10,39.53,104.94,491.93,81.84,556.48
2024-07-11,39.33,106.13,494.82,81.96,559.99
2024-07-12,39.23,106.72,496.15,81.96,561.53
