Date,BSV,SQQQ,TECL,TQQQ,UVXY
2016-11-22,79.64,13.24,47.85,126.8,10.79
2016-11-23,79.64,13.23,48.48,127.03,10.62
2016-11-25,79.67,13.2,48.47,127.07,10.79
2016-11-28,79.68,13.2,48.78,127.05,10.75
2016-11-29,79.69,13.05,49.13,128.42,10.28
2016-11-30,79.48,13.59,47.12,123.22,10.55
2016-12-01,79.51,14.27,44.49,117.25,11.55
2016-12-02,79.51,13.96,45.86,119.65,10.63
2016-12-05,79.62,13.75,46.18,121.32,9.53
2016-12-06,79.61,13.85,46.16,120.56,9.15
2016-12-07,79.65,13.22,49.0,126.0,9.3
2016-12-08,79.6,13.03,49.62,127.96,9.49
2016-12-09,79.52,13.03,49.8,127.72,9.13
2016-12-12,79.54,12.9,50.47,128.9,9.21
2016-12-13,79.6,12.5,51.81,132.94,9.53
2016-12-14,79.26,12.57,51.48,132.07,9.08
2016-12-15,79.29,12.49,52.15,133.1,8.85
2016-12-16,79.3,12.66,51.54,131.45,8.66
2016-12-19,79.3,12.45,52.44,133.54,8.07
2016-12-20,79.38,12.39,52.44,134.15,7.81
2016-12-21,79.33,12.42,52.18,133.69,7.65
2016-12-22,79.3,12.6,51.59,131.93,7.98
2016-12-23,79.23,12.45,52.12,133.53,7.83
2016-12-27,79.25,12.25,53.35,135.75,7.54
2016-12-28,79.33,12.62,51.2,131.64,8.2
2016-12-29,79.42,12.61,51.52,131.81,8.21
2016-12-30,79.35,12.78,50.75,129.75,8.02
2017-01-03,79.46,12.66,51.43,130.91,7.3
2017-01-04,79.53,12.51,51.95,132.42,6.84
2017-01-05,79.53,12.24,52.15,135.24,6.54
2017-01-06,79.57,11.93,53.28,138.69,6.56
2017-01-09,79.57,11.85,53.18,139.64,6.34
2017-01-10,79.56,11.75,53.06,140.6,6.41
2017-01-11,79.64,47.19,53.43,70.09,31.06
2017-01-12,79.6,46.82,53.71,70.68,30.23
2017-01-13,79.72,46.84,53.45,70.65,31.48
2017-01-17,79.67,46.67,53.77,70.9,30.01
2017-01-18,79.5,46.4,53.86,71.25,29.79
2017-01-19,79.51,46.06,54.18,71.74,30.15
2017-01-20,79.68,46.46,54.6,71.1,28.5
2017-01-23,79.69,45.97,54.71,71.87,27.24
2017-01-24,79.58,44.45,56.87,74.29,24.6
2017-01-25,79.56,43.75,57.46,75.49,24.29
2017-01-26,79.63,43.55,57.59,75.79,24.23
2017-01-27,79.68,44.01,56.78,74.97,24.83
2017-01-30,79.7,45.02,55.48,73.24,25.6
2017-01-31,79.51,43.9,56.86,75.16,23.97
2017-02-01,79.64,44.16,55.99,74.66,24.51
2017-02-02,79.66,43.85,57.0,75.19,23.47
2017-02-03,79.7,43.93,57.1,75.13,24.01
2017-02-06,79.73,43.26,57.78,76.18,23.37
2017-02-07,79.81,43.2,58.1,76.28,23.97
2017-02-08,79.79,42.67,58.71,77.2,23.4
2017-02-09,79.69,42.08,59.45,78.33,22.16
2017-02-10,79.66,41.57,59.77,79.23,21.15
2017-02-13,79.67,41.19,60.29,79.94,20.5
2017-02-14,79.51,40.87,60.85,80.59,18.73
2017-02-15,79.56,40.01,61.62,82.28,19.9
2017-02-16,79.71,40.3,61.58,81.67,21.11
2017-02-17,79.67,39.39,63.23,83.62,19.66
2017-02-21,79.75,39.15,63.14,84.1,21.05
2017-02-22,79.78,38.83,64.05,84.71,20.96
2017-02-23,79.85,39.93,62.48,82.26,23.61
2017-02-24,79.88,39.41,64.01,83.38,21.42
2017-02-27,79.84,39.07,63.88,84.17,21.46
2017-02-28,79.5,38.69,64.0,84.95,20.33
2017-03-01,79.46,38.12,65.71,86.16,21.38
2017-03-02,79.46,38.81,64.3,84.64,20.8
2017-03-03,79.48,38.89,64.01,84.36,20.06
2017-03-06,79.45,38.99,64.63,84.16,19.41
2017-03-07,79.33,38.91,64.74,84.48,19.02
2017-03-08,79.32,38.76,64.64,84.71,19.46
2017-03-09,79.32,38.14,65.57,86.0,19.1
2017-03-10,79.32,38.21,65.67,85.81,18.78
2017-03-13,79.28,38.22,65.54,85.8,18.3
2017-03-14,79.3,38.03,65.76,86.34,18.36
2017-03-15,79.47,37.34,67.68,87.85,17.2
2017-03-16,79.49,37.53,67.72,87.4,16.48
2017-03-17,79.52,37.7,67.34,86.99,16.27
2017-03-20,79.56,37.16,68.03,88.22,15.72
2017-03-21,79.7,39.26,64.54,83.37,17.87
2017-03-22,79.69,38.64,65.52,84.69,18.07
2017-03-23,79.66,38.43,65.94,85.12,18.37
2017-03-24,79.71,39.39,63.71,83.01,19.66
2017-03-27,79.75,38.43,65.22,85.22,17.16
2017-03-28,79.66,37.59,66.52,86.91,15.5
2017-03-29,79.66,37.17,66.83,87.95,15.53
2017-03-30,79.73,37.12,66.94,88.06,15.64
2017-03-31,79.69,36.96,67.22,88.47,16.17
2017-04-03,79.74,37.45,66.09,87.25,16.76
2017-04-04,79.7,36.81,67.04,88.85,15.55
2017-04-05,79.72,37.27,66.68,87.71,16.56
2017-04-06,79.73,37.4,65.93,87.34,16.77
2017-04-07,79.64,37.3,66.07,87.68,17.63
2017-04-10,79.74,37.49,65.36,87.14,19.7
2017-04-11,79.82,37.86,64.57,86.28,20.5
2017-04-12,79.91,38.46,63.91,84.9,20.77
2017-04-13,79.95,38.46,63.84,84.94,20.7
2017-04-17,79.97,38.2,64.51,85.43,19.74
2017-04-18,80.03,37.49,65.54,86.9,18.35
2017-04-19,79.98,37.36,65.39,87.37,19.3
2017-04-20,80.01,36.78,66.64,88.66,19.09
2017-04-21,79.89,35.69,68.36,91.25,15.88
2017-04-24,79.84,35.24,69.44,92.45,14.45
2017-04-25,79.82,34.78,69.83,93.66,14.29
2017-04-26,79.87,34.68,70.18,93.86,14.18
2017-04-27,79.9,33.94,71.33,95.94,14.23
2017-04-28,79.81,33.83,71.21,96.21,13.9
2017-05-01,79.79,33.12,72.9,98.21,13.06
2017-05-02,79.83,33.29,72.03,97.71,13.48
2017-05-03,79.68,33.38,72.3,97.39,13.27
2017-05-04,79.7,33.11,72.71,98.14,12.97
2017-05-05,79.72,32.96,73.3,98.65,12.74
2017-05-08,79.67,32.64,74.4,99.58,12.11
2017-05-09,79.71,32.4,74.54,100.29,12.54
2017-05-10,79.65,32.65,74.68,99.54,12.82
2017-05-11,79.81,32.4,74.86,100.23,12.58
2017-05-12,79.86,32.23,75.8,100.85,12.16
2017-05-15,79.84,31.72,77.09,102.41,11.61
2017-05-16,79.98,32.3,75.65,100.51,13.08
2017-05-17,80.0,33.99,70.9,95.02,15.62
2017-05-18,79.99,32.73,73.89,98.7,14.1
2017-05-19,79.95,32.46,74.16,99.46,12.2
2017-05-22,79.99,31.57,76.48,102.19,11.63
2017-05-23,79.91,31.47,76.67,102.45,11.64
2017-05-24,79.97,30.95,77.72,104.18,11.09
2017-05-25,79.97,30.5,78.62,105.66,11.43
2017-05-26,79.98,30.42,78.1,105.9,11.22
2017-05-30,80.03,30.0,80.07,107.56,10.68
2017-05-31,79.87,30.14,79.42,106.87,10.7
2017-06-01,79.97,29.66,80.14,108.62,10.55
2017-06-02,79.93,28.96,81.66,111.05,10.61
2017-06-05,80.0,29.07,81.7,110.68,10.82
2017-06-06,79.96,29.09,82.16,110.7,10.84
2017-06-07,79.95,28.77,82.77,111.79,10.81
2017-06-08,79.85,28.79,83.25,111.74,10.16
2017-06-09,79.85,31.85,74.15,100.31,10.92
2017-06-12,79.85,31.01,76.92,103.04,10.42
2017-06-13,80.01,30.42,77.6,104.99,10.13
2017-06-14,79.92,32.16,73.16,99.25,10.86
2017-06-15,79.91,31.68,74.6,100.8,10.13
2017-06-16,79.91,31.12,76.67,102.57,9.74
2017-06-19,79.87,30.54,77.5,104.37,9.69
2017-06-20,79.9,30.96,76.42,102.88,9.66
2017-06-21,79.93,30.12,77.6,105.69,9.78
2017-06-22,79.93,30.38,76.81,104.73,9.59
2017-06-23,79.97,29.42,79.18,108.08,9.18
2017-06-26,79.92,30.7,76.01,103.56,9.11
2017-06-27,79.92,31.65,74.04,100.13,9.29
2017-06-28,79.86,31.02,74.98,102.06,9.11
2017-06-29,79.91,31.93,72.67,98.86,9.52
2017-06-30,79.73,31.75,73.16,99.4,9.4
2017-07-03,79.65,32.92,70.75,95.81,9.85
2017-07-05,79.65,32.98,70.67,95.45,10.34
2017-07-06,79.69,32.79,71.16,96.07,10.53
2017-07-07,79.71,31.98,72.85,98.35,10.17
2017-07-10,79.69,31.58,74.41,99.59,9.77
2017-07-11,79.87,30.36,76.8,103.38,9.3
2017-07-12,79.84,29.96,78.0,104.85,9.08
2017-07-13,79.9,29.51,79.21,106.37,8.89
2017-07-14,79.9,29.09,80.63,107.95,32.96
2017-07-17,79.93,29.19,80.19,107.43,33.18
2017-07-18,79.94,28.31,81.74,110.75,31.06
2017-07-19,79.95,27.85,83.41,112.75,30.45
2017-07-20,79.99,28.26,82.07,110.84,30.7
2017-07-21,79.98,27.99,82.67,112.03,29.66
2017-07-24,79.88,27.85,82.92,112.47,28.62
2017-07-25,79.89,27.6,84.0,113.47,28.63
2017-07-26,79.95,26.99,85.38,116.0,28.6
2017-07-27,79.97,28.56,81.55,109.65,30.83
2017-07-28,80.0,27.9,83.11,112.29,29.33
2017-07-31,79.88,28.22,82.34,111.03,28.97
2017-08-01,79.92,27.79,84.82,112.69,28.67
2017-08-02,79.91,27.98,83.5,111.88,29.38
2017-08-03,79.93,28.26,83.2,110.84,29.66
2017-08-04,79.93,28.1,83.62,111.37,29.63
2017-08-07,79.93,27.88,84.35,112.19,29.11
2017-08-08,79.97,28.57,82.78,109.51,32.35
2017-08-09,79.96,28.47,83.15,110.0,33.99
2017-08-10,80.03,29.66,79.51,105.14,41.3
2017-08-11,80.02,28.43,83.31,109.42,36.37
2017-08-14,79.96,27.79,85.29,111.9,30.04
2017-08-15,79.93,27.75,85.69,112.1,31.21
2017-08-16,80.01,28.12,84.66,110.54,32.4
2017-08-17,80.05,29.45,80.99,105.17,38.84
2017-08-18,80.06,29.57,80.61,104.83,38.36
2017-08-21,80.04,29.21,81.69,106.06,33.72
2017-08-22,80.05,28.8,82.66,107.31,33.01
2017-08-23,80.06,28.45,84.25,108.7,30.64
2017-08-24,80.06,28.57,84.06,108.08,31.53
2017-08-25,80.1,28.83,83.71,107.2,30.11
2017-08-28,80.23,29.59,82.02,104.36,34.89
2017-08-29,80.16,28.43,84.79,108.71,31.03
2017-08-30,80.17,27.25,87.1,113.25,30.35
2017-08-31,80.09,26.5,88.66,116.35,28.53
2017-09-01,80.1,26.97,87.02,114.32,30.95
2017-09-05,80.17,27.19,86.33,113.27,30.8
2017-09-06,80.19,27.03,86.22,113.93,30.64
2017-09-07,80.23,27.13,86.02,113.54,31.18
2017-09-08,80.15,27.06,86.24,113.67,29.52
2017-09-11,80.07,26.53,88.56,115.8,27.5
2017-09-12,80.05,26.71,88.09,115.0,26.77
2017-09-13,79.95,26.75,87.45,114.87,25.51
2017-09-14,80.01,26.96,87.0,114.07,25.34
2017-09-15,79.92,26.57,88.53,115.69,23.98
2017-09-18,79.94,26.63,88.86,115.37,22.52
2017-09-19,79.94,26.68,89.48,115.26,22.74
2017-09-20,79.86,26.94,88.42,114.02,22.44
2017-09-21,79.86,27.66,86.08,111.05,23.35
2017-09-22,79.89,27.8,86.21,110.48,22.97
2017-09-25,79.9,27.89,85.39,109.94,22.6
2017-09-26,79.84,27.68,85.99,110.85,21.9
2017-09-27,79.85,27.55,87.34,111.26,22.21
2017-09-28,79.92,27.22,88.14,112.55,21.36
2017-09-29,79.73,26.68,90.23,114.87,20.35
2017-10-02,79.69,26.64,90.0,115.0,19.4
2017-10-03,79.74,26.72,89.96,114.62,19.72
2017-10-04,79.76,26.22,91.19,116.76,19.43
2017-10-05,79.68,25.97,92.0,117.8,18.57
2017-10-06,79.71,25.51,93.97,119.9,18.26
2017-10-09,79.76,25.44,95.39,120.18,18.51
2017-10-10,79.75,25.68,94.05,119.15,18.23
2017-10-11,79.75,25.53,94.94,119.83,17.6
2017-10-12,79.78,25.25,95.7,121.07,16.94
2017-10-13,79.74,25.09,96.67,121.94,16.38
2017-10-16,79.7,25.06,96.91,122.13,16.21
2017-10-17,79.66,24.84,97.81,123.05,16.01
2017-10-18,79.75,25.44,96.07,120.14,17.1
2017-10-19,79.67,25.0,98.54,122.29,15.3
2017-10-20,79.65,24.95,99.39,122.52,15.05
2017-10-23,79.63,25.46,97.58,120.06,15.66
2017-10-24,79.63,25.62,97.5,119.3,16.93
2017-10-25,79.65,25.79,98.01,118.48,17.13
2017-10-26,79.61,24.74,102.33,123.13,16.68
2017-10-27,79.7,23.83,105.71,127.32,16.06
2017-10-30,79.7,23.35,107.71,129.75,15.59
2017-10-31,79.54,23.04,109.04,131.58,14.99
2017-11-01,79.55,23.43,107.46,129.37,15.46
2017-11-02,79.55,23.2,109.77,130.49,14.97
2017-11-03,79.55,22.86,110.31,132.49,14.98
2017-11-06,79.56,22.64,111.32,133.73,14.75
2017-11-07,79.54,22.57,111.1,134.16,15.15
2017-11-08,79.49,22.81,110.3,132.66,16.12
2017-11-09,79.47,22.79,109.87,132.81,15.7
2017-11-10,79.44,22.88,108.96,132.25,16.68
2017-11-13,79.4,22.8,109.0,132.8,16.7
2017-11-14,79.44,23.1,107.79,131.1,17.38
2017-11-15,79.42,22.76,109.04,132.91,16.49
2017-11-16,79.44,22.23,111.1,135.9,16.2
2017-11-17,79.41,22.45,109.77,134.44,15.25
2017-11-20,79.39,22.24,112.06,135.77,14.1
2017-11-21,79.41,21.77,114.32,138.61,13.33
2017-11-22,79.43,21.68,113.88,139.2,13.15
2017-11-24,79.44,21.55,114.93,140.05,13.27
2017-11-27,79.48,21.4,115.77,140.99,12.91
2017-11-28,79.41,21.45,115.86,140.68,12.87
2017-11-29,79.41,22.22,110.09,135.46,12.93
2017-11-30,79.25,22.34,109.28,134.5,13.7
2017-12-01,79.23,21.79,111.65,137.92,12.92
2017-12-04,79.18,23.02,103.81,130.37,13.7
2017-12-05,79.25,23.21,103.02,129.34,14.2
2017-12-06,79.28,22.65,106.53,132.6,13.8
2017-12-07,79.27,21.92,110.65,136.79,12.49
2017-12-08,79.26,22.1,109.88,135.81,12.0
2017-12-11,79.2,21.65,112.54,138.55,11.15
2017-12-12,79.23,21.43,113.37,139.76,11.12
2017-12-13,79.27,21.48,113.36,139.69,11.11
2017-12-14,79.21,21.38,113.1,140.24,10.95
2017-12-15,79.22,20.5,118.51,146.1,10.09
2017-12-18,79.17,20.48,118.35,146.08,10.04
2017-12-19,79.13,20.52,118.26,145.86,9.82
2017-12-20,79.13,20.73,116.95,144.39,10.02
2017-12-21,79.14,20.9,115.42,143.2,9.94
2017-12-22,78.97,21.19,113.2,141.03,10.27
2017-12-26,79.0,21.2,113.2,140.95,10.0
2017-12-27,79.05,21.0,114.46,142.26,10.08
2017-12-28,79.06,21.07,114.3,141.9,9.75
2017-12-29,79.09,21.21,113.7,140.9,10.05
2018-01-02,79.06,20.34,117.08,146.47,9.22
2018-01-03,79.0,19.6,120.63,151.87,8.87
2018-01-04,79.0,19.43,123.2,153.1,8.96
2018-01-05,79.0,19.12,125.24,155.53,8.95
2018-01-08,79.0,18.79,127.44,158.3,8.68
2018-01-09,78.93,19.14,123.4,155.29,9.16
2018-01-10,79.0,18.92,124.86,157.15,8.61
2018-01-11,78.92,18.69,125.48,159.05,8.62
2018-01-12,78.96,17.87,130.1,166.08,8.8
2018-01-16,78.9,18.16,128.17,163.74,9.54
2018-01-17,78.85,17.88,131.64,165.96,9.67
2018-01-18,78.85,17.64,133.49,168.21,9.35
2018-01-19,78.81,17.64,132.99,167.99,9.47
2018-01-22,78.83,16.91,138.46,175.21,9.13
2018-01-23,78.84,16.56,140.0,179.01,9.34
2018-01-24,78.81,16.63,138.38,178.07,9.64
2018-01-25,78.79,16.71,137.23,177.12,9.85
2018-01-26,78.74,16.33,140.25,180.95,10.38
2018-01-29,78.78,16.92,134.02,174.58,12.15
2018-01-30,78.75,16.58,135.87,178.05,11.53
2018-01-31,78.57,17.03,135.0,173.12,11.68
2018-02-01,78.45,17.27,132.85,170.79,11.48
2018-02-02,78.54,18.61,120.9,157.75,15.19
2018-02-05,78.72,21.11,104.81,136.82,29.16
2018-02-06,78.61,18.82,117.86,153.09,18.77
2018-02-07,78.53,19.18,115.82,149.93,18.96
2018-02-08,78.54,20.92,104.5,135.2,23.81
2018-02-09,78.53,20.07,110.55,140.58,21.73
2018-02-12,78.54,19.95,110.75,141.0,22.47
2018-02-13,78.45,19.65,111.82,143.41,21.02
2018-02-14,78.35,17.75,123.33,158.0,15.32
2018-02-15,78.4,17.37,125.93,160.9,16.69
2018-02-16,78.38,17.65,124.11,158.41,17.29
2018-02-20,78.36,17.12,128.12,163.48,17.1
2018-02-21,78.39,17.26,125.71,161.9,16.98
2018-02-22,78.4,17.13,127.25,163.47,16.63
2018-02-23,78.49,16.23,133.91,171.81,14.02
2018-02-26,78.48,15.81,138.61,176.08,14.03
2018-02-27,78.36,16.12,136.53,172.45,15.33
2018-02-28,78.27,16.68,132.0,166.57,17.09
2018-03-01,78.35,18.14,120.31,152.41,20.26
2018-03-02,78.38,17.29,126.26,160.15,18.2
2018-03-05,78.31,16.25,134.4,170.3,16.34
2018-03-06,78.35,16.65,130.21,166.09,17.74
2018-03-07,78.31,16.02,136.54,173.0,16.09
2018-03-08,78.3,15.58,139.76,177.5,15.15
2018-03-09,78.27,14.86,145.9,185.65,14.04
2018-03-12,78.38,14.58,147.99,189.31,14.13
2018-03-13,78.31,15.11,142.89,182.2,14.61
2018-03-14,78.35,15.33,140.72,179.64,15.14
2018-03-15,78.31,15.35,141.59,179.5,14.56
2018-03-16,78.27,15.99,136.55,172.49,14.8
2018-03-19,78.24,16.54,130.91,166.04,16.18
2018-03-20,78.18,16.49,130.6,165.93,15.66
2018-03-21,78.3,17.25,124.41,158.4,17.04
2018-03-22,78.3,17.86,119.0,152.2,18.17
2018-03-23,78.34,18.04,116.3,149.18,18.14
2018-03-26,78.33,16.7,124.58,159.89,17.98
2018-03-27,78.47,19.01,109.4,138.67,19.74
2018-03-28,78.42,19.06,110.66,138.44,19.95
2018-03-29,78.3,18.7,112.55,140.39,19.37
2018-04-02,78.32,19.37,108.97,134.76,20.43
2018-04-03,78.34,20.38,103.35,127.7,22.1
2018-04-04,78.28,17.79,117.08,146.18,18.92
2018-04-05,78.34,18.63,112.0,139.42,19.14
2018-04-06,78.35,18.87,109.65,136.94,19.45
2018-04-09,78.35,18.09,114.03,142.68,19.07
2018-04-10,78.35,18.04,115.29,142.71,19.98
2018-04-11,78.3,17.71,117.5,145.5,18.94
2018-04-12,78.23,17.15,121.41,150.01,17.6
2018-04-13,78.18,17.33,120.5,148.45,16.69
2018-04-16,78.23,16.77,123.89,153.12,15.5
2018-04-17,78.23,16.15,127.54,158.6,14.94
2018-04-18,78.15,16.33,124.27,156.99,15.12
2018-04-19,78.14,16.65,121.48,153.8,14.87
2018-04-20,78.07,17.06,118.5,149.56,15.29
2018-04-23,78.04,17.2,117.8,148.38,14.79
2018-04-24,78.05,18.47,110.35,137.68,16.58
2018-04-25,78.08,17.8,113.68,142.9,16.1
2018-04-26,78.12,16.59,119.39,152.35,15.19
2018-04-27,78.12,17.2,115.96,147.26,14.8
2018-04-30,78.01,17.79,112.12,142.06,15.28
2018-05-01,77.97,16.99,119.0,148.79,14.64
2018-05-02,78.05,17.63,115.17,143.26,15.01
2018-05-03,78.1,17.61,116.11,143.76,15.31
2018-05-04,78.02,16.17,125.78,155.86,14.2
2018-05-07,78.0,16.11,126.08,156.32,14.33
2018-05-08,77.95,15.97,128.28,157.8,13.92
2018-05-09,78.0,15.38,133.77,163.5,13.12
2018-05-10,77.97,15.13,136.49,166.3,12.36
2018-05-11,77.96,15.0,138.16,167.55,11.83
2018-05-14,77.9,15.38,133.62,163.32,12.12
2018-05-15,77.87,15.48,133.25,162.2,12.38
2018-05-16,77.91,15.39,132.85,163.2,11.91
2018-05-17,77.93,15.59,131.36,161.19,11.71
2018-05-18,77.92,15.29,134.2,164.19,11.1
2018-05-21,77.94,15.18,135.83,165.08,11.04
2018-05-22,77.96,15.81,130.0,158.64,11.88
2018-05-23,78.14,15.08,136.18,55.45,11.15
2018-05-24,78.17,15.09,135.55,55.42,11.25
2018-05-25,78.3,15.27,133.44,54.81,11.97
2018-05-29,78.41,15.08,134.86,55.37,12.7
2018-05-30,78.32,14.93,135.91,55.95,12.38
2018-05-31,78.09,14.74,138.27,56.66,11.72
2018-06-01,78.07,14.14,144.28,58.95,11.32
2018-06-04,78.09,13.78,147.3,60.47,10.99
2018-06-05,78.06,13.71,148.85,60.8,10.65
2018-06-06,78.02,13.51,150.51,61.7,10.1
2018-06-07,78.06,14.05,143.65,59.24,10.72
2018-06-08,78.04,13.89,146.68,59.96,10.33
2018-06-11,78.04,13.67,147.75,60.9,9.96
2018-06-12,78.02,13.46,149.02,61.84,9.84
2018-06-13,78.04,13.33,148.48,62.4,9.78
2018-06-14,78.09,13.27,148.0,62.64,9.99
2018-06-15,78.07,13.52,145.03,61.5,10.28
2018-06-18,78.1,13.79,142.75,60.19,10.63
2018-06-19,78.15,13.17,146.95,62.92,10.07
2018-06-20,78.09,12.99,148.52,63.81,10.11
2018-06-21,78.12,13.29,144.47,62.31,10.46
2018-06-22,78.13,13.89,138.45,59.62,11.03
2018-06-25,78.15,14.29,134.5,57.74,12.08
2018-06-26,78.23,14.09,135.95,58.49,11.91
2018-06-27,78.29,14.91,129.0,55.22,13.29
2018-06-28,78.21,14.25,135.35,57.7,12.17
2018-06-29,78.1,14.77,129.87,55.63,13.19
2018-07-02,78.09,13.93,138.5,59.08,11.97
2018-07-03,78.1,14.28,134.98,57.48,12.05
2018-07-05,78.14,13.95,137.93,58.79,11.84
2018-07-06,78.12,13.17,144.98,62.13,10.5
2018-07-09,78.11,12.98,146.41,63.01,9.97
2018-07-10,78.09,13.3,143.48,61.47,10.5
2018-07-11,78.1,13.01,146.55,62.82,9.99
2018-07-12,78.12,12.52,151.75,65.1,9.88
2018-07-13,78.15,12.49,151.96,65.37,9.5
2018-07-16,78.12,12.96,147.12,62.84,9.71
2018-07-17,78.12,12.36,153.22,66.0,9.19
2018-07-18,78.12,12.57,151.82,64.9,9.47
2018-07-19,78.19,12.51,152.12,65.16,9.66
2018-07-20,78.17,12.73,151.27,64.03,9.54
2018-07-23,78.06,12.13,158.14,67.13,9.06
2018-07-24,78.09,12.35,156.01,66.04,9.38
2018-07-25,78.11,12.32,154.4,66.0,9.17
2018-07-26,78.09,12.16,154.71,66.8,9.07
2018-07-27,78.05,12.89,146.37,62.93,9.45
2018-07-30,78.1,13.3,140.81,60.91,9.57
2018-07-31,77.95,13.05,143.53,62.03,9.35
2018-08-01,78.0,13.27,140.79,60.89,9.93
2018-08-02,78.06,12.4,150.25,65.09,9.19
2018-08-03,78.1,12.39,150.89,65.26,8.94
2018-08-06,78.1,12.04,155.0,67.07,8.37
2018-08-07,78.05,12.06,155.12,66.99,8.27
2018-08-08,78.08,12.0,157.22,67.3,8.08
2018-08-09,78.13,12.23,153.57,65.95,8.8
2018-08-10,78.16,12.22,153.63,66.09,9.01
2018-08-13,78.17,12.17,154.02,66.3,9.34
2018-08-14,78.22,12.37,152.2,65.25,9.6
2018-08-15,78.23,12.26,154.5,65.74,9.22
2018-08-16,78.25,12.52,151.72,64.39,9.12
2018-08-17,78.29,12.33,154.59,65.4,8.35
2018-08-20,78.31,12.35,153.77,65.29,8.29
2018-08-21,78.35,12.4,152.57,65.0,8.62
2018-08-22,78.33,12.23,154.44,65.9,8.35
2018-08-23,78.28,12.12,156.84,66.5,8.22
2018-08-24,78.3,11.7,163.0,68.79,8.14
2018-08-27,78.26,11.45,166.35,70.34,8.22
2018-08-28,78.23,11.43,166.0,70.41,8.34
2018-08-29,78.25,11.16,168.81,72.08,8.36
2018-08-30,78.3,11.19,167.58,71.82,8.73
2018-08-31,78.21,11.22,167.09,71.72,8.51
2018-09-04,78.15,11.33,166.43,71.0,8.61
2018-09-05,78.18,11.68,159.99,68.7,8.59
2018-09-06,78.13,12.28,154.2,65.38,9.24
2018-09-07,78.11,11.95,157.5,67.1,8.93
2018-09-10,78.06,12.2,155.19,65.82,8.97
2018-09-11,78.05,11.82,159.88,67.87,8.38
2018-09-12,78.06,11.66,161.96,68.71,7.99
2018-09-13,78.01,11.47,165.0,69.83,7.84
2018-09-14,78.01,11.68,163.04,68.62,7.65
2018-09-17,78.05,12.08,157.28,66.2,39.47
2018-09-18,77.97,11.8,160.36,67.74,38.04
2018-09-19,77.92,11.6,162.42,68.85,36.82
2018-09-20,77.96,11.35,166.69,70.26,36.7
2018-09-21,77.96,11.91,160.68,67.11,37.11
2018-09-24,77.93,11.57,164.72,69.03,36.06
2018-09-25,77.93,11.42,164.83,69.46,36.64
2018-09-26,78.0,11.26,164.57,70.38,37.15
2018-09-27,78.02,11.23,164.59,70.66,37.49
2018-09-28,77.87,10.94,169.8,72.5,35.3
2018-10-01,77.88,11.12,169.34,71.45,36.26
2018-10-02,77.86,11.0,171.55,72.01,35.47
2018-10-03,77.73,11.24,169.31,70.5,36.74
2018-10-04,77.72,11.76,161.89,67.22,38.34
2018-10-05,77.74,12.33,154.0,63.88,41.9
2018-10-08,77.72,12.41,150.5,63.64,42.4
2018-10-09,77.71,12.52,149.38,62.99,43.05
2018-10-10,77.81,14.11,129.64,55.02,51.3
2018-10-11,77.83,13.32,135.5,57.75,50.99
2018-10-12,77.83,13.4,135.43,57.46,54.27
2018-10-15,77.83,13.31,135.19,57.67,50.82
2018-10-16,77.84,12.36,142.46,61.72,47.76
2018-10-17,77.77,12.69,138.04,60.06,49.53
2018-10-18,77.84,13.11,134.0,57.83,52.73
2018-10-19,77.82,13.22,133.65,57.42,52.18
2018-10-22,77.85,13.98,126.94,54.14,60.16
2018-10-23,77.92,13.44,132.23,56.43,55.84
2018-10-24,77.96,14.55,120.61,51.22,62.08
2018-10-25,78.01,15.08,116.9,48.5,67.12
2018-10-26,78.01,14.09,124.55,52.0,62.8
2018-10-29,78.02,15.77,112.48,46.24,67.62
2018-10-30,77.94,14.17,122.31,51.25,61.22
2018-10-31,77.82,13.76,126.27,52.63,60.48
2018-11-01,77.81,13.42,125.97,53.98,55.85
2018-11-02,77.77,13.87,121.99,52.08,58.16
2018-11-05,77.78,14.04,121.3,51.41,57.15
2018-11-06,77.74,13.23,128.45,54.51,51.26
2018-11-07,77.72,12.62,133.27,56.9,48.5
2018-11-08,77.67,13.02,130.53,54.92,49.12
2018-11-09,77.8,13.6,123.78,52.5,50.2
2018-11-12,77.72,14.33,114.81,49.47,56.27
2018-11-13,77.77,14.07,117.94,50.37,55.14
2018-11-14,77.92,14.95,111.07,47.43,60.67
2018-11-15,78.0,14.48,114.1,48.74,59.58
2018-11-16,77.96,14.45,116.0,49.0,54.18
2018-11-19,78.03,16.64,95.74,41.61,64.3
2018-11-20,77.98,15.8,101.82,44.01,61.7
2018-11-21,78.03,16.48,96.3,42.3,63.41
2018-11-23,77.95,15.73,101.0,44.2,60.19
2018-11-26,78.01,15.54,100.9,44.62,57.87
2018-11-27,77.99,14.81,106.47,46.83,54.15
2018-11-28,78.12,13.88,114.08,49.58,54.28
2018-11-29,78.08,13.79,111.92,49.85,55.04
2018-11-30,77.91,12.64,123.99,54.15,46.58
2018-12-03,77.96,13.06,120.41,52.53,48.5
2018-12-04,78.03,15.15,100.74,44.41,64.14
2018-12-06,78.05,14.22,107.33,47.6,59.22
2018-12-07,78.11,15.5,96.2,43.16,65.59
2018-12-10,78.12,14.2,106.57,46.99,61.58
2018-12-11,78.09,14.16,107.07,47.2,61.73
2018-12-12,78.15,14.15,105.9,47.3,62.24
