Date,BSV,SQQQ,TECL,TQQQ,UVXY
2018-12-13,78.23,14.9,101.0,44.89,64.44
2018-12-14,78.27,15.63,95.87,42.47,66.89
2018-12-17,78.37,16.11,93.21,41.08,68.88
2018-12-18,78.43,16.27,92.62,40.7,71.26
2018-12-19,78.46,17.55,86.16,37.47,73.64
2018-12-20,78.39,17.92,82.93,36.65,76.64
2018-12-21,78.35,20.34,72.77,32.0,83.79
2018-12-24,78.38,20.57,70.6,31.28,87.42
2018-12-26,78.36,18.0,78.06,34.62,88.78
2018-12-27,78.42,16.75,85.03,36.99,86.78
2018-12-28,78.49,16.58,84.81,37.37,83.08
2018-12-31,78.65,17.79,80.0,34.75,86.0
2019-01-02,78.62,17.24,78.36,36.0,80.4
2019-01-03,78.68,17.22,76.29,35.58,78.15
2019-01-04,78.66,15.67,81.9,38.5,72.49
2019-01-07,78.5,14.84,86.37,40.72,69.14
2019-01-08,78.49,14.67,87.08,41.11,67.92
2019-01-09,78.6,14.82,87.51,40.64,68.07
2019-01-10,78.63,14.6,88.91,41.24,66.68
2019-01-11,78.66,14.9,87.42,40.44,64.7
2019-01-14,78.68,14.71,88.04,40.92,61.98
2019-01-15,78.63,13.96,91.78,42.98,57.45
2019-01-16,78.63,14.17,90.45,42.3,60.56
2019-01-17,78.57,13.42,95.69,44.68,56.48
2019-01-18,78.62,13.61,95.4,44.0,57.79
2019-01-22,78.63,13.89,93.5,42.91,62.7
2019-01-23,78.73,13.95,94.46,42.82,63.8
2019-01-24,78.73,13.47,97.92,44.28,58.33
2019-01-25,78.71,13.83,95.32,43.01,60.1
2019-01-28,78.74,13.79,96.02,43.19,59.33
2019-01-29,78.78,13.71,97.43,43.3,58.86
2019-01-30,78.99,12.91,99.9,45.78,56.17
2019-01-31,78.85,12.72,100.96,46.37,52.55
2019-02-01,78.74,12.68,103.0,46.47,51.66
2019-02-04,78.74,12.19,108.79,48.37,48.96
2019-02-05,78.84,11.91,110.92,49.49,48.41
2019-02-06,78.87,12.35,108.56,47.67,50.78
2019-02-07,78.9,12.85,103.82,45.73,52.75
2019-02-08,78.86,12.3,109.64,47.8,49.06
2019-02-11,78.86,12.2,110.59,48.13,47.52
2019-02-12,78.81,11.78,114.48,49.86,47.31
2019-02-13,78.92,12.05,112.37,48.7,49.38
2019-02-14,78.87,11.63,116.13,50.48,47.55
2019-02-15,78.95,11.83,115.35,49.56,47.72
2019-02-19,78.93,11.64,116.98,50.45,46.06
2019-02-20,78.88,11.77,116.1,49.87,44.12
2019-02-21,78.92,11.72,118.78,50.06,43.53
2019-02-22,78.94,11.28,124.37,52.0,40.56
2019-02-25,78.99,11.51,122.11,50.96,44.18
2019-02-26,79.02,11.54,122.73,50.8,44.5
2019-02-27,78.98,11.52,122.15,50.91,43.95
2019-02-28,78.8,11.26,125.05,52.11,42.15
2019-03-01,78.76,11.08,126.62,53.15,40.08
2019-03-04,78.82,11.25,123.18,52.17,42.07
2019-03-05,78.86,11.21,122.04,52.33,42.66
2019-03-06,78.97,11.52,119.13,50.93,45.34
2019-03-07,79.04,12.27,112.53,47.66,49.37
2019-03-08,79.05,11.78,118.27,49.73,46.19
2019-03-11,79.04,11.1,125.4,52.63,41.74
2019-03-12,79.09,10.82,128.2,53.87,40.23
2019-03-13,79.11,10.73,129.8,54.33,39.99
2019-03-14,79.16,10.68,130.71,54.63,38.68
2019-03-15,79.12,10.52,135.08,55.37,38.31
2019-03-18,79.11,10.31,137.4,56.54,37.08
2019-03-19,79.15,10.31,136.08,56.37,38.45
2019-03-20,79.31,10.29,135.7,56.47,39.8
2019-03-21,79.38,9.84,143.07,58.89,39.42
2019-03-22,79.49,10.49,134.0,55.0,44.72
2019-03-25,79.55,10.18,136.81,56.69,42.26
2019-03-26,79.65,10.23,136.22,56.39,41.12
2019-03-27,79.63,10.41,134.33,55.47,41.73
2019-03-28,79.54,10.18,138.02,56.65,39.72
2019-03-29,79.35,9.88,142.57,58.36,38.36
2019-04-01,79.36,9.75,144.71,59.09,38.05
2019-04-02,79.3,9.5,148.47,60.54,36.79
2019-04-03,79.32,9.51,149.38,60.58,37.85
2019-04-04,79.31,9.43,148.88,61.06,36.94
2019-04-05,79.35,9.43,148.35,61.07,36.61
2019-04-08,79.34,9.4,149.2,61.23,36.97
2019-04-09,79.4,9.38,149.23,61.44,37.57
2019-04-10,79.37,9.23,153.0,62.41,35.78
2019-04-11,79.29,9.2,153.77,62.47,34.28
2019-04-12,79.25,9.22,154.71,62.47,32.19
2019-04-15,79.24,9.11,155.98,63.14,32.04
2019-04-16,79.21,8.95,159.25,64.33,31.14
2019-04-17,79.28,8.99,160.0,64.05,32.25
2019-04-18,79.28,9.11,158.17,63.14,32.05
2019-04-22,79.3,8.86,162.4,64.99,30.82
2019-04-23,79.42,8.56,167.24,67.11,30.75
2019-04-24,79.42,8.48,169.53,67.74,32.37
2019-04-25,79.5,8.61,163.88,66.82,32.32
2019-04-26,79.48,8.54,165.0,67.26,31.4
2019-04-29,79.47,8.7,164.5,66.03,31.71
2019-04-30,79.41,8.52,170.28,67.35,31.33
2019-05-01,79.33,8.8,164.0,65.31,33.14
2019-05-02,79.26,8.69,164.19,66.11,32.37
2019-05-03,79.37,9.01,154.0,63.38,36.0
2019-05-06,79.42,8.92,156.63,64.18,36.89
2019-05-07,79.43,9.22,150.19,61.89,41.82
2019-05-08,79.48,9.51,145.75,59.93,44.73
2019-05-09,79.46,9.47,146.0,60.26,41.62
2019-05-10,79.59,10.03,136.84,56.5,43.14
2019-05-13,79.57,10.14,134.82,55.62,41.98
2019-05-14,79.69,10.18,135.88,55.43,42.54
2019-05-15,79.62,9.55,143.9,59.0,37.76
2019-05-16,79.67,9.55,142.99,58.89,37.94
2019-05-17,79.61,9.96,136.74,56.4,38.02
2019-05-20,79.55,9.79,140.5,57.27,35.56
2019-05-21,79.56,9.91,138.46,56.58,34.75
2019-05-22,79.64,10.21,133.25,54.8,35.99
2019-05-23,79.75,40.6,133.9,55.02,35.76
2019-05-24,79.78,41.05,132.74,54.52,35.8
2019-05-28,79.91,42.67,127.67,52.46,39.04
2019-05-29,79.85,42.6,129.23,52.52,37.63
2019-05-30,80.01,43.92,125.52,50.87,40.58
2019-05-31,80.1,44.83,124.42,49.83,39.94
2019-06-03,80.03,45.85,121.71,48.42,38.88
2019-06-04,80.26,42.2,133.99,52.3,36.8
2019-06-05,80.19,42.33,134.89,52.18,35.81
2019-06-06,80.29,40.88,140.94,54.0,34.9
2019-06-07,80.17,38.32,149.61,57.4,34.71
2019-06-10,80.09,36.59,155.74,60.06,34.12
2019-06-11,80.13,37.96,148.97,57.93,35.5
2019-06-12,80.22,37.79,150.12,58.13,34.28
2019-06-13,80.23,38.23,145.64,57.48,34.88
2019-06-14,80.24,37.85,146.18,58.06,33.94
2019-06-17,80.37,36.13,150.68,60.73,32.64
2019-06-18,80.24,35.62,155.28,61.55,32.66
2019-06-19,80.59,33.94,162.83,64.52,30.58
2019-06-20,80.46,34.6,161.1,63.35,31.93
2019-06-21,80.52,34.43,161.02,63.68,32.21
2019-06-24,80.58,34.45,160.53,63.18,32.26
2019-06-25,80.52,35.39,156.52,61.29,32.5
2019-06-26,80.5,35.29,158.37,61.49,32.71
2019-06-27,80.55,35.0,159.5,62.0,31.77
2019-06-28,80.39,33.13,168.86,65.29,28.91
2019-07-01,80.39,33.78,164.93,64.2,29.0
2019-07-02,80.45,33.11,168.01,65.41,27.34
2019-07-03,80.31,33.27,166.88,65.06,27.9
2019-07-05,80.28,33.44,165.64,64.77,28.14
2019-07-08,80.23,33.99,162.89,63.68,29.44
2019-07-09,80.25,32.42,169.92,66.77,27.77
2019-07-10,80.27,31.88,172.43,67.81,26.56
2019-07-11,80.24,32.01,174.61,67.58,26.18
2019-07-12,80.28,31.34,178.19,68.96,25.64
2019-07-15,80.25,31.39,178.25,68.89,25.46
2019-07-16,80.27,31.77,174.41,68.08,25.41
2019-07-17,80.35,32.71,171.28,66.08,26.71
2019-07-18,80.42,31.46,180.0,68.67,25.6
2019-07-19,80.42,32.61,175.17,66.24,26.66
2019-07-22,80.41,31.55,182.73,68.4,25.27
2019-07-23,80.45,31.82,181.42,67.83,24.95
2019-07-24,80.44,31.11,185.82,69.34,23.9
2019-07-25,80.39,31.13,184.86,69.29,24.04
2019-07-26,80.39,30.78,185.7,69.96,23.78
2019-07-29,80.4,31.74,181.34,67.83,24.82
2019-07-30,80.44,31.2,185.06,68.99,24.88
2019-07-31,80.29,32.59,174.03,65.96,27.09
2019-08-01,80.53,33.99,166.94,63.21,30.24
2019-08-02,80.75,36.99,148.94,57.82,33.96
2019-08-05,80.78,37.38,147.9,56.71,34.89
2019-08-06,80.95,38.01,143.74,55.6,37.25
2019-08-07,80.75,35.75,155.56,59.3,32.79
2019-08-08,80.82,34.4,159.99,61.27,31.57
2019-08-09,80.86,35.5,154.16,59.28,33.3
2019-08-12,80.83,36.16,150.42,58.16,36.72
2019-08-13,80.83,35.35,153.27,59.18,35.25
2019-08-14,80.91,36.55,148.29,56.88,37.17
2019-08-15,80.99,35.9,151.74,57.85,36.12
2019-08-16,80.96,33.59,162.12,61.59,31.9
2019-08-19,81.03,33.7,161.1,61.43,30.64
2019-08-20,80.98,33.31,164.13,62.06,29.48
2019-08-21,80.95,33.16,165.9,62.36,28.83
2019-08-22,80.97,34.36,161.07,60.1,31.28
2019-08-23,81.1,35.62,153.02,57.47,32.88
2019-08-26,81.07,34.46,156.74,59.26,33.0
2019-08-27,81.17,35.79,150.32,57.1,36.1
2019-08-28,81.16,33.76,159.37,60.45,32.22
2019-08-29,81.11,32.96,164.26,61.87,30.72
2019-08-30,81.01,34.41,156.93,59.27,33.48
2019-09-03,81.09,33.7,160.22,60.39,32.02
2019-09-04,81.03,32.14,169.29,63.23,29.75
2019-09-05,80.96,31.26,174.31,64.87,28.57
2019-09-06,80.86,31.2,174.97,65.01,27.06
2019-09-09,80.79,32.21,166.01,62.93,28.03
2019-09-10,80.62,31.82,168.2,63.71,27.28
2019-09-11,80.66,30.51,174.26,66.41,25.9
2019-09-12,80.48,30.82,173.14,65.75,25.3
2019-09-13,80.42,31.68,166.0,63.94,25.83
2019-09-16,80.49,31.47,169.06,64.36,25.82
2019-09-17,80.61,31.22,170.25,64.89,25.13
2019-09-18,80.59,30.92,172.34,65.55,23.78
2019-09-19,80.59,30.8,173.69,65.81,23.24
2019-09-20,80.71,31.99,165.43,63.25,25.47
2019-09-23,80.72,31.43,170.46,64.33,24.08
2019-09-24,80.79,33.07,161.78,60.76,26.83
2019-09-25,80.73,32.0,167.93,62.72,25.81
2019-09-26,80.74,32.1,169.19,62.51,25.67
2019-09-27,80.73,33.07,163.61,60.6,26.84
2019-09-30,80.59,32.16,169.02,62.35,25.13
2019-10-01,80.86,33.99,158.94,58.81,28.91
2019-10-02,80.97,35.06,152.57,57.0,30.38
2019-10-03,81.08,33.39,161.58,59.72,28.42
2019-10-04,81.08,32.71,164.89,60.86,27.1
2019-10-07,81.09,33.33,161.22,59.64,28.32
2019-10-08,81.1,33.29,160.28,59.57,28.71
2019-10-09,81.01,33.15,161.5,59.85,28.46
2019-10-10,80.78,31.33,171.52,63.2,25.68
2019-10-11,80.8,31.35,171.54,63.23,24.77
2019-10-14,80.83,30.91,173.84,64.08,22.73
2019-10-15,80.78,30.33,175.44,65.25,22.4
2019-10-16,80.77,29.69,176.06,66.52,21.6
2019-10-17,80.82,30.15,172.19,65.63,21.99
2019-10-18,80.79,30.42,170.83,65.0,21.42
2019-10-21,80.8,29.73,174.0,66.44,20.74
2019-10-22,80.86,31.0,164.84,63.72,21.63
2019-10-23,80.82,29.97,171.36,65.82,20.71
2019-10-24,80.83,30.18,173.41,65.29,20.77
2019-10-25,80.68,28.6,184.27,68.88,19.39
2019-10-28,80.71,28.32,186.2,69.57,20.18
2019-10-29,80.73,28.67,183.14,68.64,19.82
2019-10-30,80.86,28.19,185.91,69.74,19.4
2019-10-31,80.77,28.04,186.98,70.21,18.63
2019-11-01,80.69,27.06,195.62,72.59,17.8
2019-11-04,80.63,27.0,195.7,72.77,18.41
2019-11-05,80.63,27.17,193.57,72.35,18.76
2019-11-06,80.56,26.84,197.05,73.18,18.15
2019-11-07,80.47,27.16,196.27,72.37,18.55
2019-11-08,80.54,27.05,197.25,72.62,18.43
2019-11-11,80.5,26.72,201.99,73.52,17.54
2019-11-12,80.59,26.84,201.04,73.17,17.72
2019-11-13,80.7,26.85,202.55,73.2,17.66
2019-11-14,80.68,26.15,208.0,75.12,16.81
2019-11-15,80.74,26.14,208.95,75.1,16.11
2019-11-18,80.71,25.7,213.15,76.42,15.91
2019-11-19,80.8,26.07,210.15,75.35,16.42
2019-11-20,80.76,26.43,206.75,74.29,16.4
2019-11-21,80.76,26.34,206.81,74.56,16.23
2019-11-22,80.7,26.14,206.7,75.12,15.34
2019-11-25,80.79,25.51,212.98,76.91,14.69
2019-11-26,80.76,25.23,215.0,77.78,14.37
2019-11-27,80.71,25.07,214.78,78.21,14.62
2019-11-29,80.54,25.21,215.01,77.76,14.79
2019-12-02,80.7,27.08,194.98,72.2,17.82
2019-12-03,80.73,26.19,204.31,74.69,16.6
2019-12-04,80.63,25.95,204.49,75.42,15.86
2019-12-05,80.55,25.51,209.38,76.73,15.0
2019-12-06,80.6,25.38,210.35,77.09,15.19
2019-12-09,80.58,25.55,208.95,76.45,16.17
2019-12-10,80.56,25.5,210.19,76.71,16.05
2019-12-11,80.65,25.33,210.99,77.13,15.66
2019-12-12,80.58,24.73,219.04,78.96,14.52
2019-12-13,80.6,23.99,228.93,81.44,12.83
2019-12-16,80.61,23.64,230.96,82.57,12.8
2019-12-17,80.58,23.63,228.38,82.6,12.63
2019-12-18,80.58,23.61,228.52,82.67,12.98
2019-12-19,80.57,22.87,236.23,85.22,12.51
2019-12-20,80.45,22.68,239.2,86.02,12.77
2019-12-23,80.39,22.58,239.53,85.95,12.8
2019-12-24,80.5,22.5,239.99,86.23,12.51
2019-12-26,80.54,21.79,247.1,89.02,12.56
2019-12-27,80.55,22.12,243.82,87.73,13.2
2019-12-30,80.62,22.73,236.61,85.3,13.96
2019-12-31,80.65,21.84,248.5,88.71,12.36
2020-01-02,80.7,22.12,245.04,87.25,13.56
2020-01-03,80.79,22.4,239.92,86.26,13.64
2020-01-06,80.75,21.43,249.83,90.12,12.91
2020-01-07,80.76,21.48,248.66,89.96,12.56
2020-01-08,80.65,20.49,263.0,94.22,11.87
2020-01-09,80.71,20.23,268.05,95.41,11.62
2020-01-10,80.7,20.35,266.25,94.77,11.4
2020-01-13,80.71,19.95,274.04,96.58,11.16
2020-01-14,80.77,20.12,269.35,95.79,11.0102
2020-01-15,80.76,19.84,274.56,97.1,10.72
2020-01-16,80.74,19.32,284.13,99.74,10.57
2020-01-17,80.82,19.44,283.5,99.0,10.82
2020-01-21,80.88,19.0,291.52,101.24,10.45
2020-01-22,80.95,19.19,289.13,100.37,11.09
2020-01-23,80.95,18.71,299.5,102.9,10.55
2020-01-24,81.09,20.78,268.0,92.16,13.23
2020-01-27,81.11,20.23,274.92,94.69,13.05
2020-01-28,81.1,19.37,289.99,98.64,12.03
2020-01-29,81.19,20.0,284.14,95.54,13.13
2020-01-30,81.27,19.18,287.76,99.68,12.54
2020-01-31,81.14,20.06,270.0,95.12,13.58
2020-02-03,81.06,18.63,292.67,102.0,12.43
2020-02-04,80.98,17.44,316.3,108.54,11.63
2020-02-05,80.98,17.79,309.76,106.61,11.37
2020-02-06,81.04,17.69,309.75,106.98,11.81
2020-02-07,81.14,17.87,300.45,106.05,11.87
2020-02-10,81.07,16.77,325.71,112.72,11.11
2020-02-11,81.04,16.75,321.16,112.87,11.09
2020-02-12,81.06,16.91,317.35,111.79,11.1
2020-02-13,81.09,16.55,324.44,114.28,10.7338
2020-02-14,81.13,16.71,318.59,112.98,10.95
2020-02-18,81.09,16.17,329.16,116.8,10.66
2020-02-19,81.12,16.09,332.02,117.29,10.79
2020-02-20,81.23,16.69,318.44,113.01,11.8
2020-02-21,81.45,19.33,256.81,95.91,15.1
2020-02-24,81.48,18.93,271.19,97.93,14.95
2020-02-25,81.5,20.64,241.19,89.5,17.16
2020-02-26,81.72,22.28,216.33,82.32,19.8
2020-02-27,81.89,26.23,178.21,68.01,25.47
2020-02-28,82.0,22.7,218.58,79.12,22.16
2020-03-02,81.93,19.93,247.72,88.46,21.7
2020-03-03,82.36,20.82,229.68,83.59,23.68
2020-03-04,82.51,20.82,223.0,82.1,26.4
2020-03-05,82.6,23.2,198.29,72.73,36.67
2020-03-06,82.79,26.75,157.93,61.5,51.94
2020-03-09,82.45,23.76,181.35,67.92,38.7
2020-03-10,82.15,24.05,175.0,65.76,45.54
2020-03-11,81.53,30.07,128.47,49.53,61.13
2020-03-12,81.19,27.05,138.78,52.23,54.98
2020-03-13,80.43,30.09,103.12,40.48,79.18
2020-03-16,80.72,28.59,100.21,39.38,85.29
2020-03-17,80.01,29.5,89.57,36.18,104.0
2020-03-18,78.1,27.41,94.68,38.69,121.15
2020-03-19,79.03,24.63,105.01,43.15,88.32
2020-03-20,80.15,29.35,85.68,35.93,83.3
2020-03-23,80.9,25.0,98.11,41.23,50.64
2020-03-24,81.37,22.45,111.47,44.25,63.01
2020-03-25,81.52,22.56,111.18,43.8,65.0
2020-03-26,81.75,20.9,115.15,45.6,66.64
2020-03-27,81.79,20.8,113.51,45.54,66.49
2020-03-30,82.27,19.1,122.34,48.88,63.9
2020-03-31,81.76,21.21,105.0,43.63,64.58
2020-04-01,82.14,22.34,98.51,41.18,64.7
2020-04-02,82.11,20.84,105.05,44.0,59.66
2020-04-03,82.1,19.06,114.33,47.2,50.685
2020-04-06,82.1,15.38,142.0,56.0,48.36
2020-04-07,82.16,16.4,129.16,52.72,52.06
2020-04-08,82.25,15.39,139.43,56.04,50.5
2020-04-09,82.37,15.95,132.66,54.05,49.03
2020-04-13,82.75,14.29,144.85,60.18,43.68
2020-04-14,82.63,13.9,142.6,60.84,46.3
2020-04-15,82.86,13.25,147.52,63.77,47.68
2020-04-16,82.87,12.42,154.9,67.75,44.84
2020-04-17,82.81,12.92,147.17,65.04,48.2
2020-04-20,82.6,13.41,139.01,62.645,56.71
2020-04-21,82.59,13.53,136.74,61.01,54.46
2020-04-22,82.66,13.0,143.01,63.24,52.23
2020-04-23,82.65,13.15,140.69,62.64,51.6
2020-04-24,82.59,12.2,151.68,67.17,46.63
2020-04-27,82.56,12.02,156.72,68.23,40.93
2020-04-28,82.65,12.15,153.8,66.97,40.45
2020-04-29,82.79,11.48,164.85,70.42,41.39
2020-04-30,82.6,12.34,150.37,65.32,47.25
2020-05-01,82.64,12.81,145.46,62.49,50.0
2020-05-04,82.66,11.79,158.92,67.68,43.43
2020-05-05,82.61,11.49,164.25,69.57,42.01
2020-05-06,82.6,11.11,170.25,71.88,41.75
2020-05-07,82.64,10.83,176.27,73.7,39.4
2020-05-08,82.67,10.84,175.12,73.48,38.3
2020-05-11,82.72,10.27,184.15,77.5,31.75
2020-05-12,82.75,10.92,171.4,72.59,38.94
2020-05-13,82.75,11.62,158.4,67.99,47.48
2020-05-14,82.73,11.5,159.59,68.67,43.61
2020-05-15,82.84,10.37,180.0,76.0,35.25
2020-05-18,82.7,10.18,183.3,77.39,35.65
2020-05-19,82.81,9.91,188.07,79.26,35.32
2020-05-20,82.86,9.67,192.26,81.2,34.52
2020-05-21,82.85,10.04,183.6,78.02,36.21
2020-05-22,82.83,9.4,198.0,83.15,32.8
2020-05-26,82.88,10.01,186.23,78.25,33.27
2020-05-27,82.89,9.95,186.3,78.55,33.98
2020-05-28,82.98,9.78,189.57,80.0,35.74
2020-05-29,82.9,9.51,192.0,82.04,34.75
2020-06-01,82.92,9.27,196.24,84.24,33.53
2020-06-02,82.91,9.04,203.48,86.2,31.45
2020-06-03,82.88,9.04,202.36,86.22,30.61
2020-06-04,82.83,9.04,205.39,86.1,27.17
2020-06-05,82.77,8.66,215.14,89.63,27.42
2020-06-08,82.85,8.54,215.75,90.97,29.68
2020-06-09,82.87,8.08,227.11,96.0,30.91
2020-06-10,82.97,8.34,218.14,92.5,35.34
2020-06-11,82.89,8.53,210.23,88.29,39.91
2020-06-12,82.88,9.31,189.38,81.01,45.8
2020-06-15,83.14,8.03,220.89,93.43,35.02
2020-06-16,83.02,7.99,222.36,94.15,37.08
2020-06-17,83.02,8.1,217.9,92.88,38.5
2020-06-18,82.98,7.76,229.89,96.89,35.2
2020-06-19,83.03,8.01,218.58,93.91,37.87
2020-06-22,83.01,7.56,236.35,99.32,32.33
2020-06-23,83.04,7.6,231.61,98.8,35.53
2020-06-24,83.04,7.96,219.49,93.9,38.03
2020-06-25,83.08,7.79,225.92,96.03,35.07
2020-06-26,83.14,8.32,214.24,89.21,37.27
2020-06-29,83.09,8.04,220.57,92.32,35.83
2020-06-30,83.0,7.55,233.0,97.86,31.91
2020-07-01,83.07,7.06,240.11,104.3,29.33
2020-07-02,83.08,6.87,246.04,107.36,28.9
2020-07-06,83.08,6.65,248.89,110.56,30.75
2020-07-07,83.07,6.64,248.4,110.44,31.15
2020-07-08,83.07,6.34,260.0,115.39,30.8
2020-07-09,83.1,6.33,255.58,115.61,31.76
2020-07-10,83.06,5.99,262.64,122.12,29.65
2020-07-13,83.06,6.76,234.47,107.52,34.52
2020-07-14,83.08,6.31,254.84,115.09,30.1
2020-07-15,83.11,6.6,245.16,110.07,31.2
2020-07-16,83.12,6.47,247.63,112.15,29.025
2020-07-17,83.16,6.44,249.29,112.83,27.36
2020-07-20,83.15,5.84,271.9,123.67,24.97
2020-07-21,83.15,6.1,258.87,118.24,26.55
2020-07-22,83.18,6.09,260.46,118.29,25.52
2020-07-23,83.17,6.84,231.68,104.21,28.35
2020-07-24,83.17,6.58,239.21,108.66,26.67
2020-07-27,83.17,6.42,244.07,111.08,26.05
2020-07-28,83.17,6.48,240.45,109.7,25.22
2020-07-29,83.25,6.53,240.7,108.88,26.72
2020-07-30,83.27,5.93,263.77,119.39,24.87
2020-07-31,83.17,5.79,280.89,122.24,24.7
2020-08-03,83.21,5.73,288.26,123.51,24.72
2020-08-04,83.2,5.61,294.91,126.11,23.2
2020-08-05,83.23,5.61,295.0,126.1,23.12
2020-08-06,83.19,5.41,304.57,130.56,23.06
2020-08-07,83.19,5.53,296.45,127.27,21.9
2020-08-10,83.16,5.7,288.74,123.56,20.62
2020-08-11,83.1,5.8,282.92,121.13,21.57
2020-08-12,83.08,5.45,296.2,128.19,21.22
2020-08-13,83.1,5.42,295.69,128.72,21.3
2020-08-14,83.06,5.37,299.7,129.94,20.28
2020-08-17,83.08,26.08,302.81,133.36,19.64
2020-08-18,83.13,25.65,305.69,135.66,19.36
2020-08-19,83.14,26.39,299.24,131.75,21.29
2020-08-20,83.15,25.03,316.55,138.59,20.33
2020-08-21,83.13,23.675,340.48,146.26,19.09
2020-08-24,83.09,24.27,332.79,142.92,19.95
2020-08-25,83.08,23.2,350.52,149.33,19.46
2020-08-26,83.15,21.77,365.21,158.58,19.99
2020-08-27,83.11,21.94,366.6,157.29,21.62
2020-08-28,83.12,21.75,375.99,158.67,21.93
2020-08-31,83.07,20.76,383.89,165.92,22.67
2020-09-01,83.09,19.55,414.2,175.56,23.16
2020-09-02,83.13,20.54,388.76,166.58,24.51
2020-09-03,83.07,23.05,331.72,145.09,27.91
2020-09-04,83.0,26.35,285.8,125.02,28.21
2020-09-08,83.05,25.26,299.31,129.21,23.355
2020-09-09,83.03,23.76,319.47,136.59,22.12
2020-09-10,83.04,25.5,293.84,126.95,21.86
2020-09-11,83.08,25.39,292.04,126.98,20.41
2020-09-14,83.06,24.11,310.55,133.35,19.93
2020-09-15,83.09,23.9,309.3,134.53,19.98
2020-09-16,83.09,27.2,270.0,117.24,21.03
2020-09-17,83.08,26.03,284.67,122.93,19.19
2020-09-18,83.08,28.68,252.68,111.21,20.58
2020-09-21,83.02,26.37,285.0,121.04,20.28
2020-09-22,83.04,25.74,288.9,123.83,20.44
2020-09-23,82.99,28.77,254.0,109.58,22.19
2020-09-24,83.01,27.41,266.98,115.1,21.54
2020-09-25,83.02,24.21,300.0,129.27,20.5
2020-09-28,83.06,24.22,300.4,129.48,20.71
2020-09-29,83.05,24.3,298.63,128.58,19.6
2020-09-30,82.92,22.85,318.15,136.59,19.65
2020-10-01,82.96,24.27,292.76,127.93,21.65
2020-10-02,82.93,24.06,297.75,128.42,20.72
2020-10-05,82.91,23.23,308.23,132.44,19.77
2020-10-06,82.87,23.54,305.29,130.35,19.86
2020-10-07,82.9,22.43,319.93,136.47,19.13
2020-10-08,82.87,22.24,322.01,137.5,17.44
2020-10-09,82.9,20.53,347.44,148.27,16.4
2020-10-12,82.96,19.26,362.83,157.0,16.68
2020-10-13,82.98,19.46,355.32,155.71,16.48
2020-10-14,82.97,21.11,328.37,142.97,17.51
2020-10-15,82.97,20.14,347.12,149.93,16.62
2020-10-16,82.96,20.41,344.63,148.12,16.69
2020-10-19,82.91,21.64,323.46,139.03,17.76
2020-10-20,82.9,21.66,321.0,139.08,17.77
2020-10-21,82.92,21.56,322.2,139.86,17.23
2020-10-22,82.9,21.61,318.57,139.33,16.61
2020-10-23,82.92,22.16,305.99,135.73,17.32
2020-10-26,82.93,22.39,300.0,134.22,18.97
2020-10-27,82.96,23.16,282.87,129.49,21.23
2020-10-28,82.92,24.27,265.23,122.02,22.48
2020-10-29,82.87,23.89,263.31,123.5,21.2
2020-10-30,82.8,24.42,262.2,119.76,20.13
2020-11-02,82.74,24.41,264.07,120.06,19.97
2020-11-03,82.78,21.38,297.43,135.58,18.0
2020-11-04,82.86,19.08,329.03,149.83,15.89
2020-11-05,82.83,19.01,329.28,149.87,16.02
2020-11-06,82.71,18.26,356.53,155.8,13.14
2020-11-09,82.68,20.68,318.26,137.07,13.62
2020-11-10,82.67,20.48,319.1,138.07,13.16
2020-11-11,82.75,19.45,331.115,144.89,13.3
2020-11-12,82.81,19.57,329.73,144.05,13.65
2020-11-13,82.82,19.46,330.9,144.74,12.57
2020-11-16,82.83,18.9,335.18,148.78,12.95
2020-11-17,82.81,19.23,333.48,146.36,12.06
2020-11-18,82.79,19.68,321.53,142.83,12.74
2020-11-19,82.84,19.13,331.59,147.12,12.57
2020-11-20,82.84,19.22,324.41,145.9,12.3
2020-11-23,82.84,19.23,324.19,145.95,11.94
2020-11-24,82.89,18.46,336.5,151.82,12.04
2020-11-25,82.92,17.94,342.33,156.04,11.19
2020-11-27,82.93,17.75,341.83,157.69,11.54
2020-11-30,82.82,17.27,357.97,161.82,10.99
2020-12-01,82.78,17.22,357.95,162.2,11.32
2020-12-02,82.79,16.88,361.86,165.38,11.0
2020-12-03,82.8,16.85,361.64,165.7,11.14
2020-12-04,82.8,16.61,370.66,167.86,11.22
2020-12-07,82.82,16.45,372.6,169.6,11.28
2020-12-08,82.81,16.22,377.08,171.84,10.38
2020-12-09,82.8,17.68,346.31,157.08,11.26
2020-12-10,82.85,17.4,348.84,159.59,11.7
2020-12-11,82.86,16.99,357.09,163.36,11.33
2020-12-14,82.89,16.44,368.57,168.62,11.91
2020-12-15,82.89,16.23,376.27,170.77,11.44
2020-12-16,82.94,15.76,390.0,175.68,10.93
2020-12-17,82.9,15.61,393.15,177.59,10.81
2020-12-18,82.92,16.33,372.67,169.54,12.64
2020-12-21,82.91,15.81,395.0,175.32,12.08
2020-12-22,82.83,15.8,400.12,175.05,11.59
2020-12-23,82.86,15.99,390.58,173.0,11.02
2020-12-24,82.86,15.42,407.24,179.16,10.55
2020-12-28,82.85,15.15,417.16,182.43,10.48
2020-12-29,82.89,15.15,408.7,182.44,11.2
2020-12-30,82.88,15.32,404.36,180.27,10.66
2020-12-31,82.9,15.0,411.44,184.15,10.64
