Date,ALTY,BIL,BND,BOXX,BSV,BTAL,CLSE,CTA,FTLS,FXE,KMLM,NVDA,NVDX,PSQ,QAI,QLD,QQQ,ROM,SGOV,SH,SHV,SOXL,SPUU,SPXL,SPXS,SPY,SQQQ,SSO,SVIX,SVXY,TBF,TECL,TLT,TMF,TMV,TQQQ,UDN,UPRO,USDU,UST,UUP,VBF,VIXM,VIXY,VTI,VXX,XLK,XLP
2025-02-19,12.06,91.62,72.43,111.02,77.51,18.03,23.38,29.91,67.8,96.55,27.24,140.0074,13.82,35.71,32.31,118.78,538.77,74.43,100.54,40.97,110.31,32.0,159.53,187.48,5.59,611.51,26.56,99.74,26.98,52.3,24.38,98.37,88.45,41.04,38.31,89.98,17.12,98.62,27.39,41.08,29.13,15.46,14.71,40.53,302.53,41.31,241.95,80.56
2025-02-20,12.08,91.65,72.54,111.04,77.53,18.13,23.15,29.92,67.57,96.86,27.22,140.0174,13.8,35.76,32.16,118.51,538.07,74.02,100.57,41.09,110.36,31.89,158.74,185.99,5.65,610.24,26.64,99.25,26.82,52.25,24.3,97.58,88.88,41.58,37.82,89.64,17.14,97.87,27.3,41.4,29.09,15.55,14.67,40.77,301.74,41.49,241.48,81.23
2025-02-21,11.98,91.67,72.71,111.05,77.64,18.66,22.71,29.62,66.83,96.67,27.01,136.538,13.13,36.47,31.92,113.85,527.82,70.49,100.59,41.65,110.37,29.11,154.45,178.39,5.86,601.98,28.19,96.53,25.43,50.79,24.23,90.39,89.34,42.1,37.22,84.46,17.08,93.81,27.35,41.65,29.09,15.51,15.0,42.83,296.96,43.85,235.78,81.85
2025-02-24,11.93,91.68,73.2,111.04,77.89,18.98,22.49,29.22,66.51,97.04,26.93,129.959,11.8,37.09,31.89,110.11,519.13,67.5,100.6,42.0,110.38,26.65,151.93,174.08,6.02,597.2,29.62,94.97,24.69,50.07,23.74,85.07,90.95,44.49,35.24,80.28,17.16,91.54,27.35,42.45,29.03,15.55,15.15,44.11,294.4,45.0,231.02,82.69
2025-02-25,12.08,91.69,73.31,111.06,77.91,19.11,22.54,29.15,66.28,96.9,26.98,129.969,11.79,37.34,31.94,108.57,515.44,67.37,100.61,42.09,110.41,26.0,151.19,172.96,6.06,596.02,30.23,94.59,24.92,50.3,23.6,84.85,91.44,45.15,34.68,78.58,17.17,90.96,27.37,42.46,29.07,15.58,14.98,43.68,293.9,44.57,230.75,83.36
2025-02-26,12.04,91.7,73.3,111.07,77.93,19.0,22.84,29.06,66.55,96.37,27.17,134.9782,12.69,37.16,31.82,109.65,518.1,68.2,100.63,42.03,110.42,26.77,151.7,173.7,6.03,596.82,29.76,94.85,25.44,50.79,23.66,86.23,91.3,44.97,34.83,79.74,17.1,91.36,27.51,42.56,29.22,15.58,14.93,42.7,294.34,43.48,232.26,81.64
2025-02-27,12.03,91.72,73.52,111.11,78.04,19.59,22.39,28.88,65.52,96.18,27.14,118.0009,9.62,38.51,31.63,101.97,499.94,62.01,100.65,42.87,110.45,21.8,145.88,163.76,6.38,585.57,33.07,91.2,23.66,48.94,23.5,74.82,91.86,45.73,34.28,71.41,17.04,86.08,27.56,42.98,29.3,15.58,15.43,46.07,288.63,47.13,221.59,82.69
2025-02-28,12.05,91.45,73.25,111.14,77.89,19.5,22.67,28.69,66.46,96.65,27.18,123.4901,10.56,37.65,31.91,106.63,511.31,64.76,100.36,42.1,110.12,23.71,151.18,172.53,6.04,596.11,30.85,94.57,24.56,50.1,23.62,80.0,91.41,45.5,34.41,76.32,17.07,90.78,27.5,43.32,29.16,15.54,14.97,43.99,293.91,44.51,226.69,82.68
2025-03-03,11.85,91.46,73.61,111.17,78.08,20.18,22.37,29.04,65.13,97.16,27.25,110.6321,8.33,38.95,31.59,99.45,494.18,59.33,100.37,43.29,110.12,20.24,142.82,158.445,6.57,579.62,34.16,89.27,21.46,46.55,23.26,69.75,92.44,46.97,33.28,68.62,17.23,83.31,27.42,43.8,29.01,15.66,15.99,50.625,285.2,51.57,217.05,83.36
2025-03-04,11.86,91.46,73.3,111.17,78.06,19.99,22.03,29.09,64.87,99.2,27.34,117.561,9.41,38.81,31.49,100.28,495.98,60.62,100.38,43.52,110.13,21.25,141.35,155.81,6.67,576.63,33.7,88.34,21.84,47.13,23.54,71.83,91.58,45.63,34.26,69.56,17.44,82.0,27.11,43.24,28.58,15.55,15.81,49.36,284.08,50.23,219.18,81.94
2025-03-05,11.8,91.48,73.12,111.19,77.88,20.19,21.92,29.26,64.74,99.92,27.35,113.5117,8.76,39.01,31.53,99.14,493.71,59.42,100.39,43.63,110.16,19.71,140.61,154.63,6.71,575.47,34.13,87.95,21.36,46.46,23.87,69.74,90.47,44.02,35.48,68.4,17.56,81.39,27.06,42.72,28.41,15.43,16.0,50.35,283.53,51.47,217.02,82.13
2025-03-06,11.82,91.5,73.33,111.21,78.05,20.21,21.53,28.96,64.36,100.26,27.02,111.232,8.39,39.52,31.57,96.49,487.16,58.2,100.43,43.98,110.2,19.5,138.35,150.82,6.87,570.87,35.5,86.51,20.47,45.55,23.64,67.63,91.14,44.93,34.73,65.58,17.65,79.34,26.99,43.04,28.31,15.38,16.31,52.45,281.22,53.39,215.17,82.06
2025-03-07,11.75,91.51,73.32,111.22,78.0,20.77,21.31,29.22,64.42,100.17,27.25,109.8823,8.16,39.82,31.5,95.03,483.46,57.71,100.44,44.25,110.21,19.31,136.63,148.09,6.98,567.55,36.24,85.47,20.0,45.08,23.65,66.56,91.1,44.82,34.8,63.95,17.6,77.89,26.96,42.9,28.36,15.31,16.14,53.11,279.43,53.94,214.23,82.99
2025-03-10,11.63,91.52,73.29,111.21,78.07,21.1,21.11,29.24,64.19,100.89,27.39,106.9727,7.71,40.72,31.17,90.48,472.29,54.42,100.44,44.87,110.22,18.03,132.62,141.35,7.28,559.46,38.64,82.92,18.85,43.82,23.69,61.02,90.98,44.66,34.96,59.35,17.66,74.35,26.98,43.05,28.26,15.28,16.66,56.06,275.0,57.32,208.61,82.51
2025-03-11,11.62,91.54,72.96,111.25,77.88,20.36,21.51,29.21,64.11,100.58,27.45,114.1121,8.76,40.13,31.39,93.09,478.99,56.37,100.46,44.65,110.24,18.49,133.89,143.45,7.16,562.22,37.0,83.74,19.65,44.82,23.94,64.23,90.03,43.23,36.15,61.92,17.62,75.44,27.04,42.45,28.35,15.21,16.08,53.55,276.66,54.71,212.12,80.68
2025-03-12,11.72,91.54,72.82,111.26,77.86,20.1,21.38,29.02,63.9,100.02,27.33,117.0219,9.19,40.38,31.18,91.99,476.23,55.88,100.47,44.98,110.24,18.41,132.18,140.64,7.32,558.5,37.72,82.64,19.78,44.95,24.13,63.37,89.6,42.59,36.64,60.78,17.52,73.93,27.08,42.44,28.43,15.27,16.07,53.26,274.93,54.16,211.07,79.8
2025-03-13,11.67,91.58,73.02,111.28,77.95,20.48,21.29,29.34,63.57,100.55,27.35,118.6018,9.44,40.62,31.25,90.92,473.77,55.53,100.51,45.18,110.29,19.06,130.92,138.58,7.41,556.1,38.22,81.86,19.67,44.8,23.93,62.6,90.01,43.18,36.14,59.73,17.59,72.92,27.03,42.57,28.37,15.28,16.01,53.4,273.6,54.53,210.38,79.15
2025-03-14,11.75,91.6,73.13,111.33,77.89,20.19,21.51,29.28,64.04,100.67,27.24,122.7315,10.09,40.11,31.4,93.11,479.52,57.27,100.52,44.64,110.28,19.51,134.05,143.35,7.15,562.72,36.74,83.78,20.77,46.26,23.8,65.23,90.8,44.28,35.18,61.85,17.64,75.43,26.96,43.18,28.33,15.23,15.61,49.82,276.73,50.78,213.6,79.65
2025-03-17,11.89,91.6,72.98,111.31,77.86,20.21,21.53,29.37,64.2,100.82,27.23,117.9918,9.33,40.11,31.51,93.07,479.32,57.26,100.53,44.48,110.29,20.19,135.04,144.93,7.07,564.78,36.78,84.4,21.46,47.02,23.99,65.51,90.13,43.32,36.03,61.74,17.67,76.22,26.95,42.38,28.32,15.16,15.5,48.22,278.2,49.03,213.9,80.61
2025-03-18,11.84,91.61,73.07,111.34,77.86,20.41,21.445,29.64,64.11,100.64,27.38,117.2619,9.17,40.35,31.47,92.02,476.82,57.09,100.54,44.65,110.3,19.89,134.02,143.31,7.14,562.85,37.35,83.78,21.0,46.4,23.8,64.98,90.69,44.07,35.38,60.7,17.63,75.39,27.02,42.57,28.36,15.25,15.71,49.42,277.0,50.38,213.36,79.57
2025-03-19,11.74,91.62,73.65,111.34,78.18,20.11,21.61,30.02,64.1,99.95,27.42,116.5419,9.05,40.33,31.53,91.96,476.75,56.6,100.56,44.6,110.33,19.61,134.21,143.55,7.11,563.31,37.35,83.88,21.04,46.55,23.45,64.04,92.2,46.31,33.69,60.61,17.53,75.5,27.12,43.59,28.48,15.26,15.54,49.09,277.7,50.01,212.47,79.63
2025-03-20,11.84,91.66,73.49,111.35,78.16,20.15,21.6,30.0,64.01,99.99,27.37,116.9319,9.09,40.6,31.42,90.85,473.92,55.74,100.59,44.82,110.37,18.82,133.05,141.61,7.22,559.43,38.06,83.14,21.36,46.89,23.65,62.63,91.34,44.99,34.69,59.5,17.57,74.52,27.11,43.35,28.48,15.25,15.51,48.28,276.41,49.24,210.96,79.3
2025-03-21,11.9,91.67,73.19,111.4,78.06,19.73,21.93,29.64,64.52,99.96,27.44,119.8717,9.55,39.4,31.81,96.43,487.72,59.18,100.6,43.92,110.37,20.48,138.55,150.46,6.78,570.78,34.74,86.61,22.57,48.24,23.95,68.58,90.22,43.34,36.03,65.07,17.53,79.2,27.14,42.73,28.5,15.23,15.02,45.68,282.25,46.71,217.14,79.06
2025-03-24,11.9,91.67,73.0,111.39,78.01,19.45,22.04,29.35,64.71,99.93,27.36,120.5416,9.66,39.11,31.71,97.83,491.4,59.53,100.61,43.59,110.38,20.8,140.32,153.47,6.55,575.26,33.98,87.94,23.32,49.09,24.15,68.73,89.56,42.1,36.39,66.48,17.55,81.01,27.12,42.43,28.49,15.3,14.72,44.01,284.52,44.94,217.49,79.26
2025-03-25,11.9,91.69,73.02,111.4,78.0,19.57,22.1,29.38,64.59,99.49,27.38,118.7218,9.36,38.71,31.7,98.15,492.59,59.55,100.63,43.29,110.39,20.28,140.2,153.38,6.55,575.19,33.24,87.74,23.28,49.02,24.0,68.85,89.39,41.86,36.59,66.73,17.5,80.71,27.2,42.22,28.6,15.33,14.82,44.13,284.49,45.0,217.68,78.85
2025-03-26,11.74,91.69,72.88,111.4,78.0,20.09,21.73,29.08,64.1,99.53,27.3,111.3423,8.19,39.49,31.55,94.18,482.34,56.32,100.64,43.9,110.41,18.1,136.35,146.93,6.82,567.17,35.31,85.27,22.13,47.87,24.12,63.46,88.85,41.02,37.3,62.555,17.52,77.33,27.02,42.06,28.6,15.32,15.27,46.43,279.46,47.68,212.02,80.11
2025-03-27,11.74,91.72,73.16,111.46,78.1,20.59,21.53,29.38,64.07,99.9,27.36,111.4823,8.21,39.74,31.59,93.1,479.66,55.45,100.66,44.07,110.44,17.33,135.42,145.44,6.9,565.48,35.96,84.71,21.96,47.56,23.88,62.0,89.88,42.45,36.05,61.55,17.54,76.59,27.19,42.44,28.54,15.33,15.32,47.0,278.31,48.06,210.41,80.92
2025-03-28,11.7,91.73,73.5,111.47,78.3,21.03,21.21,29.62,63.21,99.99,27.42,105.1227,7.28,41.24,31.35,86.18,461.92,51.39,100.67,45.32,110.46,15.07,127.91,133.42,7.49,549.88,40.11,80.0,19.25,44.47,23.58,55.25,91.23,44.36,34.44,54.77,17.56,70.22,27.2,43.19,28.51,15.4,16.31,53.33,270.42,54.35,202.78,80.53
2025-03-31,11.76,91.43,73.36,111.51,78.06,20.77,21.62,29.64,63.8,99.72,27.23,108.5125,7.76,40.8,31.3,88.23,467.25,52.95,100.35,44.71,110.1,15.7,131.54,138.99,7.2,557.48,38.79,82.28,19.97,45.44,23.41,57.71,91.23,44.84,34.1,56.7,17.5,73.2,27.27,43.0,28.57,15.44,15.94,51.07,273.9,52.17,205.66,81.86
2025-04-01,11.75,91.43,73.61,111.5,78.18,20.83,21.61,29.84,63.63,99.88,27.11,107.2826,7.57,40.9,31.27,87.73,466.34,52.5,100.36,44.91,110.1,15.25,130.35,137.14,7.29,555.0,38.99,81.53,19.49,44.87,23.13,57.07,92.34,46.47,32.86,56.23,17.59,72.24,27.45,43.32,28.49,15.53,16.13,52.42,272.85,53.65,205.02,81.83
2025-04-02,11.58,91.45,73.84,111.49,78.38,20.92,21.29,29.4,63.03,102.25,27.0,103.5028,7.01,41.72,31.09,83.99,456.28,49.85,100.37,45.69,110.12,13.82,125.48,129.43,7.64,545.07,41.24,78.5,18.19,42.88,23.13,52.5,92.5,46.72,32.67,52.47,18.0,68.1,26.8,44.6,27.85,15.52,16.71,56.44,268.01,57.51,199.49,81.61
2025-04-03,11.4,91.48,74.2,111.5,78.65,21.9,20.7,29.38,62.12,101.76,26.93,98.9031,6.38,43.41,30.5,77.08,438.12,44.29,100.4,47.51,110.18,10.07,115.64,113.89,8.55,523.86,46.14,72.26,14.0,38.3,22.9,43.9,93.64,48.3,31.51,46.09,17.9,59.97,26.68,45.04,28.04,15.47,18.53,68.45,256.97,69.93,189.14,81.6
2025-04-04,10.76,91.49,73.59,111.52,78.47,21.84,19.77,28.65,59.43,101.21,26.87,87.4539,4.91,46.38,29.78,66.71,407.8,37.73,100.41,50.71,110.2,7.87,100.35,91.44,10.28,489.23,55.83,62.74,11.8,34.95,23.27,34.12,91.85,45.6,33.45,36.67,17.75,48.23,26.8,44.3,28.25,15.19,19.71,80.13,240.15,81.89,174.93,76.6
2025-04-07,11.09,91.49,72.85,111.53,78.02,20.55,20.83,28.05,61.49,101.06,26.83,103.8028,6.95,43.2,30.29,76.89,438.42,44.8,100.42,47.46,110.19,10.42,114.24,111.11,8.42,522.0,45.0,71.45,13.95,38.3,23.96,44.08,89.27,41.82,36.2,45.42,17.72,58.53,27.22,42.33,28.26,15.0,17.5,66.21,256.5,67.63,190.29,78.71
2025-04-08,10.7,91.5,71.49,111.58,78.04,21.15,20.38,27.9,59.84,102.31,26.87,98.8831,6.3,45.63,29.57,69.12,415.66,40.07,100.43,50.29,110.2,8.48,102.16,94.08,10.06,493.5,53.23,63.91,10.6,33.53,24.44,37.33,87.23,38.89,38.75,38.81,17.9,49.54,26.97,42.25,27.98,14.93,19.25,85.35,241.85,87.64,180.1,75.95
2025-04-09,11.15,91.51,72.42,111.61,77.98,20.48,21.115,27.81,62.04,102.65,26.81,109.3624,7.53,41.17,30.44,81.31,453.64,47.42,100.45,46.2,110.22,10.85,117.87,115.28,7.5,532.06,36.6,73.63,11.98,36.33,24.48,46.72,87.74,39.56,38.13,48.67,17.97,60.74,26.15,41.84,27.88,15.0,17.81,70.34,261.11,71.95,196.93,79.3
2025-04-10,10.97,91.55,71.81,111.62,77.86,20.75,21.04,27.67,61.56,105.28,26.52,108.4925,7.37,41.96,30.02,78.12,445.45,45.39,100.48,46.98,110.25,9.36,113.7,109.14,7.9,523.12,38.44,71.08,10.16,33.645,24.86,43.95,85.84,37.0,40.57,45.75,18.4,57.47,26.36,41.37,27.31,14.7,18.8,80.0,256.71,81.64,193.4,79.65
2025-04-11,11.21,91.56,72.33,111.69,77.84,20.68,21.38,27.69,62.87,104.49,26.5,114.1021,8.16,40.15,30.59,85.09,464.53,50.78,100.49,45.15,110.25,11.15,122.94,122.54,6.97,544.0,33.78,76.84,11.59,36.09,24.54,51.91,87.42,38.99,38.47,51.92,18.27,64.53,26.34,41.92,27.48,14.8,18.07,68.84,266.43,70.52,204.5,80.69
2025-04-14,11.17,91.57,72.42,111.69,78.05,21.0,21.22,27.85,62.71,104.57,26.37,110.9623,7.68,40.71,30.51,82.92,458.54,48.74,100.51,45.53,110.26,10.57,120.95,119.63,7.16,539.61,35.23,75.6,11.96,36.59,24.5,48.9,87.15,38.63,38.82,49.95,18.29,63.0,26.27,42.32,27.42,14.88,18.42,67.16,264.25,68.5,200.47,81.84
2025-04-15,11.22,91.58,72.66,111.73,78.16,20.97,21.18,28.04,62.23,104.99,26.33,104.5427,6.76,41.57,30.49,79.43,448.89,46.3,100.53,46.24,110.28,9.2,117.35,114.26,7.49,531.74,37.45,73.37,11.58,35.98,24.34,45.24,87.8,39.47,37.99,46.82,18.36,60.19,26.31,42.13,27.34,14.87,18.45,69.22,260.77,70.66,195.5,81.37
2025-04-16,11.22,91.63,72.79,111.77,78.25,21.0,21.21,28.19,61.99,105.0,26.22,104.4427,6.76,41.74,30.49,78.73,447.19,46.17,100.57,46.62,110.33,9.54,115.44,111.37,7.66,527.5,37.85,72.19,11.36,35.6,24.32,44.99,88.05,39.77,37.72,46.16,18.39,58.67,26.12,42.74,27.33,14.95,18.68,70.2,259.13,71.67,195.3,80.4
2025-04-17,11.23,91.63,72.49,111.79,78.26,20.93,20.95,28.17,61.64,106.4,26.32,98.7631,6.01,42.62,30.55,75.55,438.34,43.61,100.58,47.21,110.35,8.67,112.6,107.27,7.96,521.11,40.23,70.38,11.19,35.46,24.72,41.24,86.6,37.84,39.63,43.35,18.58,56.5,25.88,42.04,27.02,14.96,18.85,70.86,256.23,72.25,189.81,81.94
2025-04-21,11.2,91.64,72.49,111.77,78.25,20.94,20.86,28.15,61.6,106.04,26.29,98.7731,6.01,42.52,30.68,75.73,438.96,43.8,100.59,47.26,110.36,8.96,112.06,106.48,7.96,520.1,39.89,70.07,11.02,35.23,24.66,41.52,86.8,38.04,39.3,43.48,18.54,56.08,26.1,42.22,27.09,14.87,19.09,71.56,255.62,73.08,190.38,81.4
2025-04-22,11.39,91.66,73.04,111.79,78.31,20.6,21.34,28.18,62.69,105.18,26.14,104.5127,6.71,40.68,31.13,82.47,458.27,48.2,100.6,45.45,110.37,10.58,120.88,118.98,7.07,540.39,34.73,75.53,11.96,36.61,24.08,47.78,88.86,40.72,36.47,49.27,18.4,62.64,26.21,42.83,27.28,15.02,18.41,65.98,265.93,67.61,199.84,82.38
2025-04-23,11.34,91.66,72.8,111.8,78.26,20.66,21.14,28.2,62.5,105.03,26.22,103.4728,6.57,40.86,30.88,81.84,456.48,48.34,100.62,45.79,110.37,11.05,119.25,116.65,7.22,536.76,35.28,74.53,11.85,36.53,24.36,47.95,88.03,39.58,37.74,48.72,18.36,61.44,26.42,42.5,27.32,15.15,18.45,66.43,263.9,67.8,199.99,81.29
2025-04-24,11.44,91.69,73.09,111.83,78.35,20.24,21.4,28.34,62.83,104.68,26.11,106.8426,7.0,39.94,31.02,85.57,467.23,50.67,100.65,44.98,110.41,11.63,123.63,123.01,6.84,546.69,32.81,77.27,12.19,37.13,24.12,51.27,88.91,40.75,36.64,52.04,18.3,64.8,26.45,42.62,27.42,15.28,18.13,64.42,268.86,65.8,204.81,81.22
2025-04-25,11.44,91.7,73.1,111.89,78.42,19.97,21.62,28.19,63.27,104.87,26.18,109.6824,7.38,39.45,31.16,87.74,472.9,52.16,100.66,44.6,110.43,12.16,125.73,126.12,6.67,551.34,31.63,78.58,12.81,38.0,24.18,53.81,88.66,40.39,36.97,54.01,18.36,66.4,26.25,43.04,27.38,15.34,17.69,61.24,271.02,62.32,208.24,80.91
2025-04-28,11.53,91.71,73.29,111.86,78.55,20.01,21.55,28.17,62.86,105.39,26.35,107.6625,7.09,39.68,31.12,86.62,470.19,51.7,100.66,44.8,110.44,11.8,124.58,124.42,6.76,548.93,32.16,77.86,12.45,37.5,24.01,52.95,89.32,41.27,36.16,53.02,18.45,65.54,26.26,43.22,27.25,15.39,17.81,62.93,270.13,64.29,207.13,80.23
2025-04-29,11.46,91.72,73.44,111.88,78.68,20.33,21.53,28.2,62.95,104.95,26.32,104.4627,6.66,39.92,31.04,85.52,467.01,50.67,100.67,44.92,110.45,11.0,123.89,123.4,6.8,547.58,32.79,77.43,12.27,37.21,23.87,51.35,89.77,41.94,35.58,51.93,18.4,65.0,26.0,43.19,27.37,15.4,18.07,63.87,269.11,65.22,205.03,81.69
2025-04-30,11.45,91.43,73.34,111.9,78.61,20.11,21.96,28.0,63.91,104.45,26.26,113.0721,7.81,38.59,31.25,91.53,483.45,55.34,100.37,43.88,110.11,12.53,129.75,132.27,6.35,560.37,29.56,81.08,12.75,37.94,23.94,58.64,89.24,41.62,35.85,57.62,18.32,69.63,26.31,43.76,27.49,15.35,17.84,61.37,275.28,62.8,214.56,81.29
2025-05-01,11.44,91.45,72.77,111.93,78.25,19.83,21.99,27.57,64.06,104.7,26.25,114.1721,7.93,38.37,31.5,92.73,486.38,55.94,100.39,43.58,110.13,12.9,131.68,135.22,6.21,564.65,29.09,82.34,12.85,38.1,24.33,59.49,87.72,39.43,37.82,58.68,18.33,71.23,26.3,43.53,27.44,15.4,17.71,60.8,277.52,62.17,215.44,81.58
2025-05-02,11.34,91.47,72.63,111.97,78.17,19.79,22.21,27.31,64.07,104.86,26.44,112.9022,7.76,38.54,31.34,91.91,484.42,55.51,100.41,43.76,110.12,12.95,130.71,133.49,6.28,562.48,29.39,81.65,12.85,38.18,24.47,58.75,87.36,38.92,38.29,57.83,18.4,70.34,26.3,42.68,27.39,15.49,17.56,60.77,276.65,62.0,214.75,81.56
2025-05-05,11.34,91.47,72.56,111.97,78.17,19.91,22.035,27.52,63.76,104.68,26.45,111.4723,7.57,38.94,31.46,90.0,479.39,54.21,100.42,44.13,110.14,12.36,128.52,130.2,6.43,557.89,30.34,80.32,12.48,37.61,24.65,56.67,86.8,38.19,39.07,55.98,18.4,68.56,25.91,42.46,27.37,15.47,17.7,62.51,274.57,64.05,212.26,81.33
2025-05-06,11.41,91.48,72.83,112.0,78.25,19.81,22.16,27.7,63.82,104.88,26.46,113.0422,7.79,38.73,31.36,90.94,482.09,54.87,100.43,43.95,110.15,12.57,129.5,131.74,6.37,560.12,29.83,80.94,12.48,37.67,24.37,57.87,87.92,39.67,37.58,56.96,18.4,69.39,26.0,42.89,27.39,15.3,17.78,62.48,275.76,63.73,213.67,81.43
2025-05-07,11.43,91.49,72.89,112.0,78.25,19.81,22.39,27.55,64.15,104.31,26.37,118.2418,8.54,38.23,31.5,93.36,488.51,56.96,100.44,43.57,110.17,13.83,131.87,135.34,6.19,565.3,28.67,82.42,12.93,38.22,24.37,61.33,88.02,39.76,37.51,59.22,18.31,71.27,26.47,42.9397,27.52,15.39,17.54,60.39,278.1,61.78,217.95,81.57
2025-05-08,11.39,91.53,72.63,112.04,78.16,19.64,22.11,27.62,63.91,103.93,26.29,117.3418,8.37,38.13,31.59,93.96,490.25,57.51,100.47,43.52,110.21,14.25,132.37,136.03,6.16,566.41,28.39,82.73,13.22,38.7,24.6,62.07,86.99,38.38,38.76,59.88,18.23,71.69,26.56,42.57,27.65,15.39,17.28,58.83,279.06,60.17,218.84,81.18
2025-05-09,11.5,91.53,72.33,112.06,77.9,19.08,22.43,27.5,64.9,102.62,25.96,121.9615,9.0,36.81,31.89,100.33,507.06,61.48,100.48,42.35,110.2,16.89,139.29,146.77,5.66,581.53,25.46,87.08,14.22,40.32,24.81,68.73,86.39,37.52,39.65,65.86,18.02,77.31,26.34,41.8,27.98,15.42,16.745,54.03,286.85,55.44,226.83,80.97
2025-05-12,11.5,91.55,72.39,112.06,77.96,18.87,22.15,27.7,64.55,102.83,26.07,124.9713,9.43,36.65,31.69,101.18,509.01,62.53,100.49,42.22,110.22,17.3,140.18,148.14,5.6,583.39,25.15,87.65,15.22,41.63,24.79,70.23,86.13,37.21,40.0,66.63,18.02,78.05,26.68,41.93,27.94,15.4,15.97,50.18,287.61,51.36,228.52,80.76
2025-05-13,11.49,91.55,72.24,112.09,77.9,18.62,22.5,27.87,64.8,103.51,26.02,133.1907,10.7,36.12,31.95,104.15,516.69,65.49,100.5,41.9,110.23,19.0,142.45,151.5,5.49,587.83,24.0,88.94,15.06,41.45,24.92,74.93,85.75,36.74,40.54,69.64,18.19,79.8,26.44,41.65,27.73,15.34,16.08,50.66,289.72,51.91,233.71,79.83
2025-05-14,11.41,91.56,72.25,112.1,77.92,18.72,22.34,27.35,64.75,103.4,26.1,134.2807,10.83,36.14,31.72,104.02,516.51,64.9,100.52,42.07,110.23,18.32,141.18,149.66,5.54,585.59,24.05,88.26,14.64,40.84,24.96,74.19,85.63,36.54,40.78,69.48,18.16,78.85,26.42,41.41,27.78,15.32,16.21,52.27,288.37,53.5,232.86,79.53
2025-05-15,11.49,91.6,72.62,112.13,78.12,18.9,22.63,27.39,65.18,103.3,26.0,136.2105,11.13,35.87,31.95,105.72,520.52,66.34,100.55,41.69,110.27,18.6,143.92,153.94,5.4,591.2,23.5,89.92,15.12,41.57,24.66,76.33,86.87,38.09,39.06,70.98,18.14,81.05,26.45,42.92,27.81,15.31,15.96,50.44,291.08,51.61,235.21,81.22
2025-05-16,11.44,91.6,72.07,112.12,77.94,19.19,22.48,27.6,64.94,103.89,26.2,132.3808,10.5,36.32,31.91,103.05,514.33,64.37,100.57,41.93,110.28,17.15,142.3,151.31,5.49,588.14,24.39,88.94,14.39,40.6,25.25,72.59,84.9,35.57,41.78,68.43,18.23,79.72,26.46,41.09,27.65,15.35,16.48,53.0,289.46,53.88,231.42,81.85
2025-05-19,11.53,91.61,72.3,112.13,78.03,19.06,22.73,27.64,65.47,103.71,26.14,134.2807,10.83,35.99,32.01,105.13,519.48,65.22,100.58,41.59,110.3,17.6,144.74,155.2,5.36,593.12,23.68,90.44,14.9,41.35,25.1,74.24,85.44,36.2,41.1,70.6,18.25,81.76,26.39,41.7783,27.71,15.37,16.29,51.2,291.99,52.28,233.09,82.27
2025-05-20,11.46,91.63,72.09,112.17,78.0,19.24,22.65,27.6,65.26,104.57,26.27,133.0508,10.62,36.21,31.88,103.83,516.27,64.07,100.59,41.92,110.32,17.56,142.48,151.54,5.48,588.5,24.14,89.0,14.67,40.97,25.33,72.7,84.69,35.26,42.21,69.26,18.37,79.84,26.31,41.55,27.48,15.27,16.5,52.06,289.54,53.14,231.48,82.2
2025-05-21,11.36,91.64,71.83,112.19,78.0,19.39,22.63,27.54,65.1,104.31,26.49,132.2208,10.5,36.4,31.79,102.73,513.62,62.76,100.6,42.34,110.32,16.99,139.59,146.95,5.64,582.65,24.5,87.21,13.89,39.9,25.72,70.51,83.53,33.79,43.96,68.17,18.33,77.42,26.0,41.2336,27.54,15.21,17.0,54.64,286.38,56.02,229.39,81.57
2025-05-22,11.27,91.68,72.27,112.19,78.14,19.58,22.41,27.5,64.47,104.55,26.4,129.991,10.09,36.96,31.62,99.71,505.81,60.84,100.64,42.87,110.37,15.21,136.3,141.64,5.85,575.81,25.65,85.16,13.13,38.72,25.3,66.77,84.8,35.3,42.15,65.06,18.38,74.61,25.88,41.49,27.44,15.26,17.45,57.69,283.04,59.0,225.35,81.26
2025-05-23,11.48,91.69,72.37,112.26,78.14,19.24,22.79,27.45,65.63,104.94,26.52,134.1407,10.76,36.25,32.14,103.67,516.15,63.45,100.66,42.12,110.39,16.73,141.1,149.3,5.55,586.14,24.13,88.19,13.96,40.01,25.25,71.25,85.33,35.96,41.3,69.04,18.45,78.64,26.15,42.26,27.4,15.42,16.92,53.86,288.46,55.13,230.34,81.9
2025-05-27,11.53,91.7,72.41,112.25,78.13,19.18,22.86,27.26,65.38,104.27,26.36,136.0206,11.05,35.81,31.96,106.02,522.08,64.5,100.67,41.74,110.4,17.4,143.7,153.33,5.39,591.52,23.29,89.78,14.45,40.82,25.12,73.54,85.39,36.0,41.19,71.34,18.35,80.77,26.38,42.12,27.58,15.33,16.59,51.62,291.1,52.87,232.48,82.27
