Date,BIL,BTAL,LABU,SHV,SOXL,SOXS,TECL,TECS,TMF,UVXY
2021-08-05,91.47,17.08,59.7,110.49,46.63,6.45,63.68,4.39,28.42,25.79
2021-08-06,91.47,17.05,59.75,110.48,46.15,6.53,63.07,4.44,28.09,25.4
2021-08-09,91.46,17.04,58.41,110.48,44.45,6.75,61.69,4.54,27.71,24.75
2021-08-10,91.46,17.0,57.28,110.47,44.17,6.81,61.71,4.52,27.63,23.74
2021-08-11,91.46,16.945,58.67,110.47,42.62,7.04,62.78,4.44,27.55,22.95
2021-08-12,91.47,17.04,55.98,110.47,43.48,6.9,63.85,4.37,28.79,23.02
2021-08-13,91.45,17.21,51.87,110.47,43.01,6.98,64.69,4.32,28.99,23.14
2021-08-16,91.45,17.38,54.4,110.48,40.46,7.38,63.02,4.43,29.0,24.22
2021-08-17,91.45,17.39,51.56,110.47,38.66,7.72,60.44,4.6,29.29,26.7
2021-08-18,91.47,17.6,47.91,110.47,39.63,7.53,62.23,4.47,29.93,28.03
2021-08-19,91.47,17.57,52.0,110.48,40.43,7.36,64.63,4.3,29.98,24.9
2021-08-20,91.45,17.34,59.09,110.47,43.69,6.78,67.09,4.13,29.89,23.6
2021-08-23,91.45,17.16,59.16,110.47,43.73,6.75,66.89,4.14,29.24,23.5
2021-08-24,91.45,17.02,61.05,110.48,44.78,6.61,66.73,4.15,28.47,22.7
2021-08-25,91.46,17.14,60.22,110.47,44.68,6.6,65.48,4.24,28.77,24.14
2021-08-26,91.46,16.91,64.98,110.47,47.3,6.22,67.31,4.1,29.25,22.31
2021-08-27,91.46,17.09,64.53,110.47,47.74,6.16,69.5,3.97,29.51,21.96
2021-08-30,91.45,17.09,66.3,110.47,46.55,6.3,68.47,4.04,28.96,21.81
2021-08-31,91.45,17.1127,69.68,110.47,45.96,6.4,68.47,4.03,29.05,21.09
2021-09-01,91.47,17.13,71.87,110.48,46.3,6.35,68.35,4.05,29.43,20.93
2021-09-02,91.45,17.22,68.0,110.47,47.24,6.21,69.15,3.99,28.67,21.24
2021-09-03,91.45,17.14,67.07,110.47,46.77,6.28,69.17,4.0,27.92,21.87
2021-09-07,91.45,17.31,65.32,110.48,44.95,6.51,68.31,4.04,28.49,21.88
2021-09-08,91.45,17.17,66.1,110.48,45.55,6.44,67.47,4.1,29.5,22.61
2021-09-09,91.46,17.24,64.44,110.47,46.59,6.28,65.54,4.22,28.74,23.86
2021-09-10,91.46,17.19,63.55,110.47,47.87,6.12,65.56,4.2,29.29,22.57
2021-09-13,91.45,17.1949,60.79,110.47,47.87,6.09,65.34,4.21,30.29,23.1
2021-09-14,91.45,17.17,62.5,110.47,48.59,6.02,66.98,4.1,29.99,21.7
2021-09-15,91.46,17.08,63.23,110.48,49.07,5.97,67.16,4.1,29.6,21.38
2021-09-16,91.45,17.09,66.17,110.47,46.75,6.24,64.07,4.29,29.14,23.48
2021-09-17,91.46,17.19,59.78,110.47,43.3,6.71,60.52,4.53,30.24,27.31
2021-09-20,91.45,17.21,62.03,110.47,43.6,6.64,60.52,4.52,30.16,25.86
2021-09-21,91.45,17.07,62.35,110.47,46.26,6.23,63.09,4.33,30.65,23.68
2021-09-22,91.46,17.0,65.93,110.47,48.1,5.98,65.59,4.15,28.59,21.48
2021-09-23,91.45,16.83,61.88,110.46,47.95,6.01,65.75,4.15,27.77,20.49
2021-09-24,91.45,16.72,63.97,110.46,47.69,6.03,63.81,4.28,27.47,20.74
2021-09-27,91.45,16.87,58.28,110.46,42.23,6.74,58.12,4.65,26.15,23.93
2021-09-28,91.46,16.99,55.05,110.46,40.12,7.08,57.88,4.67,26.33,24.53
2021-09-29,91.46,17.08,55.3,110.47,40.04,7.08,56.64,4.77,26.28,24.55
2021-09-30,91.46,16.89,55.65,110.46,40.07,7.08,59.12,4.55,26.91,23.21
2021-10-01,91.44,16.96,51.9,110.45,37.02,7.62,54.99,4.88,26.72,24.17
2021-10-04,91.45,16.98,52.36,110.46,38.65,7.27,57.35,4.68,25.99,22.99
2021-10-05,91.45,16.9675,50.7,110.46,39.06,7.2,58.52,4.58,26.37,22.44
2021-10-06,91.45,16.88,52.7,110.47,40.39,6.93,60.13,4.45,25.57,21.25
2021-10-07,91.45,16.83,52.07,110.47,39.33,7.12,59.49,4.49,25.01,20.59
2021-10-08,91.45,16.84,52.93,110.46,38.38,7.29,58.47,4.57,24.84,21.01
2021-10-11,91.45,16.81,53.68,110.47,37.05,7.54,57.59,4.64,26.09,20.37
2021-10-12,91.45,16.79,54.25,110.47,37.65,7.41,58.6,4.56,26.88,19.79
2021-10-13,91.44,16.75,56.8,110.47,41.05,6.75,62.53,4.25,27.17,18.16
2021-10-14,91.45,16.66,54.09,110.45,41.84,6.6,64.08,4.14,26.72,18.17
2021-10-15,91.44,16.63,50.93,110.45,42.86,6.44,65.69,4.03,27.03,17.58
2021-10-18,91.44,16.7076,52.31,110.45,44.43,6.22,67.57,3.93,25.99,17.37
2021-10-19,91.44,16.71,51.69,110.46,44.2,6.26,67.04,3.96,25.42,17.11
2021-10-20,91.44,16.7801,52.63,110.45,45.59,6.05,67.8,3.9,25.36,16.34
2021-10-21,91.44,16.76,52.86,110.46,44.05,6.26,67.1,3.95,26.12,16.78
2021-10-22,91.45,16.77,53.16,110.45,45.06,6.13,67.82,39.01,26.02,16.06
2021-10-25,91.43,16.71,52.6,110.46,44.96,6.12,68.37,38.69,26.69,16.49
2021-10-26,91.43,16.71,50.27,110.455,44.09,6.26,68.09,38.86,28.14,17.07
2021-10-27,91.45,16.75,55.0,110.46,47.0,5.81,70.09,37.64,27.82,16.3
2021-10-28,91.45,16.79,53.4,110.44,47.65,5.75,71.06,37.13,28.14,16.44
2021-10-29,91.45,16.64,59.36,110.44,49.96,5.48,71.03,37.22,27.49,16.13
2021-11-01,91.43,16.54,61.76,110.45,51.82,5.28,72.72,36.33,27.84,15.5
2021-11-02,91.43,16.49,65.93,110.44,53.67,5.08,73.99,35.67,27.01,14.63
2021-11-03,91.44,16.55,64.49,110.46,59.08,4.58,77.4,33.99,27.82,14.94
2021-11-04,91.44,16.23,61.7,110.45,60.91,4.42,78.46,33.57,29.06,15.75
2021-11-05,91.45,16.2,60.49,110.44,63.54,4.23,79.83,32.98,28.95,15.77
2021-11-08,91.43,16.4,58.14,110.44,63.4,4.23,78.89,33.39,30.03,16.19
2021-11-09,91.43,16.46,54.66,110.44,57.95,4.6,74.86,35.07,28.41,16.62
2021-11-10,91.44,16.455,54.82,110.44,61.64,4.31,76.06,34.48,28.3,16.12
2021-11-11,91.44,16.54,55.01,110.45,63.35,4.19,78.76,33.25,27.9,15.24
2021-11-12,91.44,16.48,51.59,110.44,63.2,4.18,78.52,33.33,26.86,14.95
2021-11-15,91.43,16.49,52.51,110.44,66.15,4.01,80.96,32.31,26.65,15.02
2021-11-16,91.43,16.5,50.43,110.45,64.52,4.09,80.21,32.62,27.3,15.39
2021-11-17,91.44,16.5576,49.7,110.46,67.98,3.89,82.53,31.62,27.52,15.63
2021-11-18,91.44,16.66,49.31,110.45,68.61,3.84,84.48,30.9,28.47,15.93
2021-11-19,91.44,16.72,46.08,110.44,65.43,4.02,81.66,31.93,27.46,16.31
2021-11-22,91.43,16.78,46.12,110.45,64.74,4.05,81.09,32.18,26.29,15.76
2021-11-23,91.44,16.67,46.99,110.43,66.88,3.93,82.78,31.46,27.49,15.41
2021-11-24,91.43,16.9436,43.05,110.43,61.37,4.25,76.63,33.9,29.41,21.18
2021-11-26,91.44,16.92,41.17,110.44,68.41,3.73,82.26,31.24,28.89,16.84
2021-11-29,91.43,17.11,42.49,110.39,64.67,3.94,80.22,32.09,30.22,20.52
2021-11-30,91.44,17.27,38.16,110.42,63.16,4.03,76.87,33.34,30.75,22.76
2021-12-01,91.44,17.28,40.5,110.43,63.25,4.03,79.01,32.45,30.89,20.8
2021-12-02,91.43,17.5055,34.97,110.42,62.93,4.06,75.02,34.1,31.99,23.5
2021-12-03,91.43,17.385,35.0,110.42,62.6,4.07,77.28,33.04,30.66,20.73
2021-12-06,91.43,17.1244,40.31,110.41,71.99,3.46,85.26,29.6,29.91,17.28
2021-12-07,91.44,16.94,41.92,110.4,70.69,3.52,86.42,29.21,28.34,15.79
2021-12-08,91.43,17.06,36.69,110.42,65.9,3.76,83.34,30.15,28.87,16.42
2021-12-09,91.44,17.19,34.8,110.41,67.6,3.66,88.45,28.28,28.6,14.92
2021-12-10,91.44,17.4841,35.78,110.42,62.34,3.95,84.34,29.64,29.87,15.74
2021-12-13,91.44,17.57,33.74,110.42,61.52,3.99,80.22,31.03,29.67,16.17
2021-12-14,91.44,17.695,38.08,110.41,68.12,3.56,86.56,28.58,28.83,14.48
2021-12-15,91.43,17.97,34.92,110.43,59.23,4.05,79.25,30.98,28.85,15.35
2021-12-16,91.44,17.9,39.96,110.42,58.96,4.04,77.58,31.65,29.75,16.1
2021-12-17,91.43,18.102,40.06,110.41,57.55,4.13,74.87,32.71,29.18,16.95
2021-12-20,91.42,17.65,40.76,110.42,63.5,3.72,80.46,30.25,28.82,15.75
2021-12-21,91.42,17.59,40.67,110.42,65.38,3.62,83.72,29.08,29.22,14.37
2021-12-22,91.42,17.54,42.52,110.42,67.41,3.48,85.05,28.6,28.48,14.15
2021-12-23,91.43,17.6,39.23,110.42,72.99,3.2,90.5,26.72,28.62,13.61
2021-12-27,91.42,17.65,37.26,110.41,70.52,3.3,89.08,27.13,28.33,13.11
2021-12-28,91.42,17.82,36.83,110.42,71.0,3.3,89.28,27.08,27.35,12.64
2021-12-29,91.43,17.78,37.32,110.42,68.36,3.42,87.55,27.6,28.08,12.6
2021-12-30,91.43,17.78,36.0,110.42,68.01,3.42,86.23,28.02,28.14,12.43
2021-12-31,91.42,17.6,39.31,110.4,72.1,3.22,88.68,27.2,26.02,11.81
2022-01-03,91.43,17.65,35.22,110.4,71.07,3.26,85.87,28.04,25.68,11.77
2022-01-04,91.43,18.0,29.42,110.38,64.01,3.58,77.97,30.71,25.3,13.18
2022-01-05,91.43,18.09,29.41,110.39,65.54,3.49,76.74,31.12,25.44,13.25
2022-01-06,91.43,18.18,27.38,110.4,59.74,3.8,74.49,32.05,24.93,12.665
2022-01-07,91.42,18.23,27.6,110.4,60.0,3.78,74.64,31.94,25.08,12.35
2022-01-10,91.41,18.0198,28.23,110.38,63.29,3.57,77.37,30.82,25.54,11.67
2022-01-11,91.42,18.0,25.5,110.39,64.58,3.5,78.36,30.36,25.27,11.51
2022-01-12,91.43,18.17,23.59,110.39,60.2,3.74,72.4,32.71,25.98,12.55
2022-01-13,91.43,18.3374,25.3,110.37,64.48,3.48,74.12,31.89,24.8,12.28
2022-01-14,91.41,18.62,20.76,110.32,55.98,3.93,68.79,34.23,23.68,13.68
2022-01-18,91.43,18.71,20.09,110.36,50.82,4.29,65.94,35.66,24.25,14.2
2022-01-19,91.43,18.7,19.08,110.37,45.99,4.71,63.3,37.03,24.67,15.11
2022-01-20,91.42,18.98,17.88,110.37,43.71,4.95,59.57,39.21,25.59,17.2
2022-01-21,91.43,18.94,19.17,110.35,45.45,4.73,60.5,38.69,24.92,17.68
2022-01-24,91.41,18.9,18.65,110.35,40.19,5.3,56.32,41.28,24.75,17.95
2022-01-25,91.42,18.78,17.69,110.35,42.12,5.02,57.25,40.67,23.92,18.43
2022-01-26,91.43,18.91,15.18,110.33,36.36,5.72,56.15,41.33,25.19,18.65
2022-01-27,91.41,18.93,16.85,110.33,38.41,5.4,63.39,35.96,25.23,16.95
2022-01-28,91.43,18.71,19.51,110.33,44.58,4.51,68.33,33.22,24.82,15.22
2022-01-31,91.42,18.39,20.49,110.34,45.91,4.37,68.75,32.96,24.57,13.57
2022-02-01,91.43,18.55,18.39,110.34,49.34,4.05,70.4,32.19,24.84,13.11
2022-02-02,91.43,18.69,17.06,110.35,42.63,4.59,64.23,35.02,24.3,15.47
2022-02-03,91.41,18.53,17.71,110.31,43.46,4.5,65.0,34.51,23.17,14.64
2022-02-04,91.41,18.48,19.24,110.31,43.41,4.5,63.65,35.25,23.28,14.03
2022-02-07,91.42,18.27,19.01,110.31,46.6,4.2,66.06,33.9,22.74,13.09
2022-02-08,91.41,18.04,21.61,110.31,51.02,3.78,70.4,31.63,22.92,12.34
2022-02-09,91.41,18.03,19.75,110.24,46.42,4.13,64.91,34.19,21.79,14.06
2022-02-10,91.41,18.31,19.1,110.27,39.54,4.73,59.0,37.23,22.77,16.66
2022-02-11,91.4,18.33,18.14,110.24,39.59,4.73,58.98,37.26,21.94,16.93
2022-02-14,91.42,18.1,20.33,110.25,46.01,3.93,63.53,34.32,21.19,14.89
2022-02-15,91.42,18.04,19.7,110.26,46.1,3.94,63.28,34.57,21.55,14.03
2022-02-16,91.41,18.3,17.26,110.29,40.87,4.38,57.63,37.5,22.01,16.42
2022-02-17,91.42,18.39,16.52,110.3,39.63,4.5,55.86,38.63,22.69,17.005
2022-02-18,91.42,18.57,16.12,110.28,38.61,4.61,54.33,39.73,22.85,16.82
2022-02-22,91.41,18.54,14.19,110.29,35.91,4.95,50.27,42.77,21.93,18.28
2022-02-23,91.41,18.24,16.1,110.29,39.94,4.4,55.3,38.42,21.99,17.44
2022-02-24,91.41,18.01,16.5,110.3,41.78,4.19,57.65,36.82,22.04,16.37
2022-02-25,91.41,17.87,16.59,110.29,41.01,4.27,57.33,37.03,23.46,17.54
2022-02-28,91.41,17.99,16.16,110.32,36.58,4.71,53.89,39.22,24.28,20.34
2022-03-01,91.41,18.02,16.26,110.3,40.12,4.25,57.37,36.65,21.81,18.44
2022-03-02,91.42,18.38,14.8,110.32,37.55,4.52,55.25,38.01,22.49,18.64
2022-03-03,91.42,18.76,13.44,110.3,34.77,4.85,52.39,39.94,23.61,19.85
2022-03-04,91.42,19.24,13.34,110.31,29.58,5.59,46.69,44.33,23.13,22.4
2022-03-07,91.42,19.14,13.58,110.3,31.16,5.28,45.99,44.94,22.37,22.01
2022-03-08,91.42,18.7,15.62,110.3,34.93,4.63,51.47,39.66,21.68,20.75
2022-03-09,91.42,18.77,15.3,110.29,32.75,4.91,48.68,41.75,20.81,19.37
2022-03-10,91.41,19.0,13.66,110.28,30.69,5.22,46.12,43.88,20.96,19.92
2022-03-11,91.42,19.4,11.86,110.26,27.91,5.7,43.5,46.37,19.56,20.88
2022-03-14,91.4,19.25,12.37,110.26,31.51,4.96,47.88,41.75,19.4,19.97
2022-03-15,91.42,18.67,14.14,110.27,36.3,4.22,52.63,37.65,20.04,17.05
2022-03-16,91.42,18.34,15.8,110.3,36.95,4.12,53.7,36.78,19.49,16.62
2022-03-17,91.41,18.13,17.13,110.28,39.17,3.86,56.91,34.62,20.22,15.33
2022-03-18,91.41,18.31,15.42,110.25,39.0,3.88,56.66,34.75,18.83,15.09
2022-03-21,91.41,18.17,17.01,110.25,39.59,3.82,59.07,33.26,18.09,14.72
2022-03-22,91.43,18.25,15.86,110.25,36.69,4.1,56.35,34.76,19.29,14.65
2022-03-23,91.43,18.19,16.79,110.24,42.09,3.5,60.74,32.04,18.81,14.14
2022-03-24,91.41,18.435,15.57,110.23,42.01,3.49,60.58,32.15,18.08,13.59
2022-03-25,91.41,18.3,15.63,110.22,42.71,34.27,62.89,30.91,18.5,13.25
2022-03-28,91.41,18.06,17.62,110.23,45.58,31.97,66.74,29.0,18.92,12.33
2022-03-29,91.43,18.2,16.02,110.235,41.35,35.0,64.04,30.2,19.39,12.55
2022-03-30,91.43,18.34,15.67,110.25,38.78,37.44,61.44,31.46,19.57,13.46
2022-03-31,91.43,18.35,17.37,110.21,36.29,39.55,60.71,31.78,19.68,12.75
2022-04-01,91.42,17.99,18.88,110.2,37.96,37.69,64.18,29.95,19.33,11.78
2022-04-04,91.41,18.33,17.2,110.19,32.88,42.86,60.09,31.85,18.04,13.22
2022-04-05,91.42,18.84,17.32,110.18,30.51,45.85,55.55,34.31,17.59,13.64
2022-04-06,91.42,18.96,16.72,110.21,30.51,45.8,56.19,33.85,17.18,13.13
2022-04-07,91.41,19.09,15.66,110.2,28.29,49.08,53.68,35.37,16.55,13.1
2022-04-08,91.42,19.1,14.09,110.19,26.49,52.16,49.65,38.05,15.84,14.16
2022-04-11,91.42,19.14,13.98,110.22,26.24,52.77,49.03,38.47,15.74,14.4
2022-04-12,91.42,18.95,15.53,110.23,28.03,48.95,51.28,36.71,15.85,12.94
2022-04-13,91.41,19.2,14.14,110.21,25.61,53.25,47.59,39.29,14.88,13.34
2022-04-14,91.42,19.21,12.19,110.21,26.98,50.25,48.04,38.98,14.67,13.12
2022-04-18,91.41,18.97,12.61,110.2,28.75,47.02,50.73,36.74,14.37,12.13
2022-04-19,91.43,19.14,12.67,110.21,28.5,47.42,50.6,36.91,15.21,11.7
2022-04-20,91.43,19.52,11.07,110.18,26.21,51.32,48.03,38.76,14.84,13.02
2022-04-21,91.42,19.77,10.51,110.17,24.45,54.68,43.97,42.04,14.58,15.39
2022-04-22,91.43,19.66,11.18,110.18,25.67,51.92,45.95,40.18,15.01,14.85
2022-04-25,91.42,19.86,9.17,110.19,22.43,58.66,40.91,44.6,15.47,17.23
2022-04-26,91.42,19.99,8.91,110.2,21.95,59.72,42.66,42.76,14.89,17.75
2022-04-27,91.44,19.85,8.99,110.19,25.58,49.69,47.76,37.5,14.95,16.36
2022-04-28,91.42,19.9,8.14,110.2,22.24,56.23,41.88,42.13,14.36,18.27
2022-04-29,91.43,19.63,9.14,110.15,24.5,50.41,43.8,40.17,13.61,17.84
2022-05-02,91.42,19.63,9.12,110.13,25.11,49.04,43.94,40.07,13.87,16.31
2022-05-03,91.44,19.5,9.74,110.18,28.02,43.38,48.53,35.84,14.09,14.06
2022-05-04,91.44,19.85,7.99,110.16,23.99,49.47,41.64,41.02,12.94,17.76
2022-05-05,91.44,20.13,6.77,110.19,23.35,50.97,40.54,42.07,12.38,17.38
2022-05-06,91.43,20.63,5.11,110.21,19.72,58.81,35.87,46.9,12.68,19.49
2022-05-09,91.43,20.62,5.88,110.21,21.09,54.38,37.46,44.68,13.06,18.5
2022-05-10,91.43,20.93,4.6,110.19,19.15,59.5,33.88,49.0,13.77,18.3
2022-05-11,91.44,20.83,5.1,110.21,19.41,58.57,32.83,50.54,13.7,17.82
2022-05-12,91.45,20.44,5.93,110.22,22.49,49.34,36.15,45.5,13.09,16.11
2022-05-13,91.44,20.56,5.89,110.22,21.37,51.72,35.12,46.58,13.05,15.09
2022-05-16,91.44,20.48,6.67,110.21,24.58,44.01,38.14,42.62,12.6,14.52
2022-05-17,91.44,20.52,5.69,110.21,20.85,50.58,32.99,48.42,13.38,17.65
2022-05-18,91.46,20.21,6.04,110.225,20.51,51.45,31.85,50.02,13.49,15.98
2022-05-19,91.46,20.24,6.31,110.23,20.36,51.75,32.01,49.73,13.97,16.01
2022-05-20,91.46,20.32,6.23,110.23,20.63,51.04,34.27,46.36,13.28,15.74
2022-05-23,91.45,20.71,5.53,110.27,19.1,54.88,32.69,48.42,14.05,15.75
2022-05-24,91.46,20.72,5.56,110.27,20.19,51.6,33.82,46.7,14.22,15.28
2022-05-25,91.48,20.47,5.77,110.28,22.54,45.59,36.28,43.31,14.01,15.09
2022-05-26,91.46,20.14,6.42,110.27,25.26,40.14,39.94,38.92,14.1,14.21
2022-05-27,91.45,20.25,5.82,110.24,24.86,40.68,39.13,39.74,13.22,13.84
2022-05-31,91.42,20.63,5.49,110.17,23.71,42.66,38.73,40.12,13.18,13.69
2022-06-01,91.44,19.98,5.77,110.175,26.2,38.1,41.49,37.24,13.16,13.26
2022-06-02,91.42,20.26,6.39,110.19,23.93,41.38,38.52,39.91,13.08,13.46
2022-06-03,91.43,20.16,5.86,110.17,23.91,41.32,38.5,39.92,12.4,13.18
2022-06-06,91.42,20.06,6.71,110.17,24.6,40.21,39.94,38.44,12.77,12.69
2022-06-07,91.43,20.06,6.89,110.16,22.91,43.0,38.55,39.71,12.45,12.65
2022-06-08,91.44,20.45,6.09,110.15,21.09,46.47,35.46,42.98,12.56,13.55
2022-06-09,91.42,21.01,5.23,110.1,18.81,51.55,31.38,47.94,12.33,14.79
2022-06-10,91.43,21.55,4.36,110.01,15.55,60.5,27.24,54.28,11.16,17.8
2022-06-13,91.42,21.56,4.37,109.96,15.76,59.28,27.7,53.25,10.75,16.98
2022-06-14,91.43,21.26,4.82,110.01,16.61,56.03,29.44,49.81,11.35,15.55
2022-06-15,91.45,21.74,4.46,110.01,13.57,66.44,25.9,55.85,11.57,16.95
2022-06-16,91.44,21.52,5.21,110.01,13.7,65.63,26.54,54.45,11.73,16.19
2022-06-17,91.46,21.37,5.75,110.02,14.8,60.29,28.54,50.32,11.12,15.78
2022-06-21,91.47,21.38,6.18,110.06,14.29,62.29,28.23,50.98,11.98,14.85
2022-06-22,91.47,20.99,7.34,110.07,14.01,63.59,29.45,48.66,12.3,14.79
2022-06-23,91.45,20.67,7.57,110.06,15.81,55.19,32.62,43.58,11.8,14.39
2022-06-24,91.45,20.83,7.51,110.0,15.8,55.21,31.95,44.34,11.5,13.71
2022-06-27,91.47,21.26,6.72,110.05,14.56,59.66,29.09,48.33,11.62,14.27
2022-06-28,91.48,21.53,6.89,110.07,13.55,63.85,29.25,48.07,12.16,14.37
2022-06-29,91.49,21.78,6.74,110.1,13.1,66.13,28.07,49.98,12.49,14.53
2022-06-30,91.43,21.73,7.37,110.02,11.6,73.44,28.24,49.69,12.87,13.99
2022-07-01,91.43,21.04,8.63,110.03,11.85,71.7,29.3,47.79,13.2,14.01
2022-07-05,91.43,21.21,8.64,110.04,12.09,70.48,30.07,46.55,12.53,13.65
2022-07-06,91.43,20.61,9.4,110.04,13.71,61.01,31.91,43.63,12.2,13.44
2022-07-07,91.42,20.75,9.76,110.02,13.91,60.06,31.99,43.62,11.78,12.99
2022-07-08,91.43,21.18,8.49,110.0,12.91,64.41,30.64,45.37,12.37,13.53
2022-07-11,91.42,21.09,8.82,109.99,12.97,63.91,29.38,47.31,12.58,13.74
2022-07-12,91.42,21.09,9.24,109.97,13.29,62.56,29.15,47.67,13.05,13.39
2022-07-13,91.43,21.26,8.64,110.0,14.07,58.66,29.91,46.39,12.7,13.45
2022-07-14,91.42,21.09,8.94,110.01,15.11,54.38,31.48,43.98,12.95,12.44
2022-07-15,91.42,20.84,8.11,110.0,14.92,55.18,30.59,45.26,12.53,12.94
2022-07-18,91.42,20.64,9.15,110.0,16.95,47.82,33.3,41.17,12.32,12.69
2022-07-19,91.42,20.12,9.56,110.01,18.2,43.88,34.91,39.19,12.4,12.25
2022-07-20,91.45,19.8,9.45,110.04,19.1,41.95,36.37,37.52,13.06,11.83
2022-07-21,91.46,20.3,8.28,110.06,17.65,45.16,34.92,39.08,13.74,11.69
2022-07-22,91.45,20.47,8.34,110.04,17.3,46.04,34.26,39.82,13.3,11.5
2022-07-25,91.45,20.77,8.48,110.06,16.43,48.33,32.53,41.79,13.34,11.91
2022-07-26,91.45,20.34,9.1,110.08,18.73,41.56,36.72,36.44,13.15,11.33
2022-07-27,91.46,20.2,8.8,110.11,19.37,40.04,38.4,34.82,13.42,10.49
2022-07-28,91.47,19.95,8.37,110.12,19.83,39.08,40.1,33.19,13.3,10.32
2022-07-29,91.38,19.91,7.87,109.97,20.01,38.71,39.9,33.39,14.22,10.82
2022-08-01,91.39,19.59,8.3,109.96,19.92,38.89,39.06,34.1,13.37,11.03
2022-08-02,91.38,19.26,9.24,109.99,21.55,35.71,42.14,31.38,13.99,10.21
2022-08-03,91.4,19.14,10.78,110.0,22.07,34.78,42.68,30.96,13.94,10.22
2022-08-04,91.43,18.82,12.72,109.98,20.54,37.38,41.31,32.02,13.58,9.91
2022-08-08,91.42,19.32,11.45,109.98,17.69,42.54,40.05,32.96,13.44,10.03
2022-08-09,91.43,18.67,12.54,110.01,19.91,37.05,43.29,30.29,13.16,9.17
2022-08-10,91.43,18.64,11.39,110.03,19.78,37.36,42.74,30.67,12.25,9.26
2022-08-11,91.45,18.42,12.47,110.04,21.6,33.92,45.33,28.81,12.58,9.11
2022-08-12,91.44,18.48,12.92,110.04,21.78,33.58,46.15,28.27,12.58,8.91
2022-08-15,91.45,18.61,11.91,110.05,21.14,34.62,45.81,28.49,12.73,8.98
2022-08-16,91.45,19.03,10.85,110.05,19.55,37.25,44.86,29.11,12.3,8.94
2022-08-17,91.49,19.1,10.57,110.08,20.89,34.62,45.48,28.67,12.35,8.75
2022-08-18,91.49,19.65,10.0,110.09,19.17,37.49,42.99,30.25,11.78,9.37
2022-08-19,91.5,19.93,9.55,110.09,17.04,41.72,39.41,32.77,11.65,10.28
2022-08-22,91.48,19.71,10.12,110.1,17.33,40.83,39.07,33.09,11.45,10.05
2022-08-23,91.51,19.51,10.77,110.09,17.41,40.75,39.15,33.02,11.21,9.52
2022-08-24,91.52,19.1,10.68,110.11,19.32,36.11,41.09,31.37,11.65,9.09
2022-08-25,91.52,19.58,9.13,110.12,15.98,42.49,35.85,35.4,11.9,10.41
2022-08-26,91.52,19.73,8.78,110.11,15.05,44.99,34.42,36.8,11.62,10.31
2022-08-29,91.53,19.79,8.5,110.13,14.47,46.72,33.3,37.93,11.73,10.57
2022-08-30,91.55,19.78,8.68,110.13,14.04,48.11,32.33,39.06,11.37,10.23
2022-08-31,91.43,20.07,9.24,109.97,13.22,50.9,31.86,39.67,10.75,10.13
2022-09-01,91.44,19.97,8.67,109.97,12.86,52.47,30.61,41.21,10.92,10.28
2022-09-02,91.44,20.02,7.92,109.98,12.42,54.05,29.98,42.07,10.12,10.6
2022-09-06,91.45,19.76,8.91,109.975,12.99,51.42,31.4,40.07,10.59,9.73
2022-09-07,91.47,19.4,9.72,109.98,13.65,48.76,31.72,39.63,10.26,9.5
2022-09-08,91.47,19.135,9.93,109.98,14.65,45.27,33.61,37.28,10.33,9.35
2022-09-09,91.46,18.95,10.16,109.98,14.78,44.78,35.18,35.53,10.07,9.27
2022-09-12,91.48,19.53,8.6,109.92,12.09,53.14,29.59,41.2,10.13,10.52
2022-09-13,91.48,19.46,8.87,109.92,12.46,51.2,29.96,40.67,10.23,10.46
2022-09-14,91.51,19.42,9.23,109.93,11.91,53.69,27.81,43.61,10.22,10.41
2022-09-15,91.51,19.74,8.3,109.945,12.06,52.89,27.36,44.27,9.97,10.4
2022-09-16,91.51,19.68,7.96,109.93,12.26,52.01,28.03,43.23,10.03,9.94
2022-09-19,91.5,19.79,7.9,109.95,11.7,54.39,27.52,43.97,9.7,10.46
2022-09-20,91.52,19.93,7.09,109.95,11.4,55.67,26.21,46.1,10.15,10.92
2022-09-21,91.56,20.4,6.8,109.97,10.51,60.44,25.4,47.55,9.41,10.87
2022-09-22,91.56,20.49,6.42,109.98,10.03,63.0,24.41,49.32,9.5,11.83
2022-09-23,91.54,20.56,6.03,109.98,9.55,65.77,23.87,50.66,8.97,12.48
2022-09-26,91.57,20.35,6.52,109.97,9.81,63.71,23.99,50.17,8.25,12.73
2022-09-27,91.58,20.04,7.52,110.01,10.17,61.25,24.7,48.77,9.07,11.95
2022-09-28,91.6,20.24,6.89,110.04,9.29,67.09,22.78,52.63,8.92,12.49
2022-09-29,91.6,20.33,7.01,110.0,8.86,70.73,21.48,55.58,8.57,12.85
2022-09-30,91.42,20.23,7.17,109.83,9.7,62.71,23.41,50.45,8.98,12.0
2022-10-03,91.45,19.77,7.96,109.86,11.04,54.2,25.74,45.36,8.9,11.31
2022-10-04,91.45,19.78,7.89,109.87,11.42,52.72,26.05,44.92,8.63,11.45
2022-10-05,91.47,19.63,7.89,109.88,11.19,53.72,25.4,46.08,8.51,11.95
2022-10-06,91.47,20.02,6.85,109.89,9.21,63.21,22.19,51.76,8.25,12.71
2022-10-07,91.48,20.38,6.48,109.9,8.28,69.73,21.12,54.35,7.88,13.17
