Date,AAPL,AMD,AMZN,BSV,LABU,MSFT,NVDA,SQQQ,TQQQ,TSLA,TSM,UVXY
2015-05-28,29.1784,2.28,21.4615,80.38,40.97,40.6319,0.5356,23.23,115.18,16.72,24.28,40.49
2015-05-29,29.2366,2.25,21.546,80.21,41.24,40.9527,0.5416,23.02,116.19,16.63,24.14,39.73
2015-06-01,29.1067,2.3,21.5495,80.16,40.85,40.6839,0.531,23.24,115.13,16.5567,23.67,40.96
2015-06-02,29.1426,2.28,21.8295,80.07,42.39,40.6232,0.5252,23.04,116.14,16.5993,23.66,39.54
2015-06-03,28.9723,2.33,21.539,80.1,41.58,40.1983,0.5346,23.53,113.61,16.3947,22.98,42.09
2015-06-04,28.8133,2.33,21.3475,79.97,43.51,40.0076,0.5387,23.69,112.75,16.6093,22.86,40.78
2015-06-05,28.623,2.31,21.175,80.01,43.58,39.6521,0.5264,24.43,109.3,17.086,22.65,42.47
2015-06-08,28.5379,2.29,21.274,79.97,41.52,39.5827,0.529,24.54,108.76,17.0667,22.83,41.45
2015-06-09,28.8648,2.32,21.5385,79.92,42.68,40.4151,0.5196,23.56,113.07,16.7133,23.33,37.89
2015-06-10,28.7999,2.32,21.6485,80.0,43.43,40.2677,0.5252,23.43,113.69,16.7607,23.51,36.22
2015-06-11,28.4819,2.31,21.496,79.97,41.43,39.8602,0.5109,24.0,110.8,16.7127,23.67,37.15
2015-06-12,28.4259,2.32,21.1835,80.0,41.79,39.4353,0.5099,24.34,109.27,16.692,23.26,40.39
2015-06-15,28.5782,2.35,21.363,80.05,42.05,39.7388,0.5162,24.0,110.94,16.8747,23.58,38.79
2015-06-16,28.511,2.47,21.3905,80.1,43.69,39.8602,0.5223,23.77,111.87,17.3607,23.6,38.57
2015-06-17,28.6409,2.52,21.9695,80.15,47.43,40.5105,0.531,22.8,116.6,17.4593,23.76,36.3
2015-06-18,28.3542,2.58,21.746,80.18,48.23,39.9729,0.5293,23.12,114.82,17.5007,23.4,36.95
2015-06-19,28.5804,2.62,21.8145,80.07,52.36,40.0856,0.5271,22.59,117.59,17.3193,23.84,33.64
2015-06-22,28.4505,2.61,22.2995,80.06,52.26,39.8081,0.5135,22.5,117.88,17.8447,23.93,31.84
2015-06-23,28.6924,2.62,22.042,80.07,48.87,39.574,0.5085,22.85,116.07,17.678,23.9,33.05
2015-06-24,28.5558,2.58,22.005,80.03,47.59,39.5827,0.5123,23.0,115.31,17.9193,24.08,33.54
2015-06-25,28.3878,2.47,21.905,79.98,46.66,39.2445,0.5019,23.42,113.17,17.806,23.63,33.15
2015-06-26,27.8906,2.34,21.493,80.2,42.04,38.4728,0.4869,25.07,105.17,17.468,22.38,44.47
2015-06-29,28.0922,2.4,21.7045,80.19,47.71,38.2821,0.4867,24.79,106.37,17.884,22.71,43.9
2015-06-30,28.3542,2.42,21.8695,79.95,45.63,38.5422,0.4937,24.27,108.55,17.9433,22.93,37.82
2015-07-01,28.3184,2.53,21.8855,80.09,44.5,38.4988,0.4942,24.2,108.96,18.668,23.15,42.45
2015-07-02,28.2198,2.47,21.802,80.17,46.21,38.4902,0.4881,24.37,108.04,18.648,22.94,44.81
2015-07-06,28.1504,2.09,21.836,80.18,46.7,38.4121,0.4789,24.2,108.59,17.8587,22.96,40.14
2015-07-07,27.4516,2.01,21.485,80.3,41.77,38.3601,0.4756,25.5,103.15,16.9973,22.23,48.1
2015-07-08,26.8917,1.98,21.7195,80.23,44.09,38.6029,0.4697,25.55,102.85,17.1947,22.22,48.86
2015-07-09,27.6106,1.96,22.1755,80.09,47.17,38.6809,0.478,24.37,107.63,17.2767,22.57,41.21
2015-07-10,28.1437,1.96,22.7785,80.01,50.82,39.4873,0.4811,23.08,113.13,17.4773,22.86,33.18
2015-07-13,28.1325,2.05,23.2785,80.09,54.28,39.5567,0.4814,22.62,115.4,17.71,22.8,32.58
2015-07-14,28.4035,1.96,23.0595,80.16,54.0,39.6781,0.478,22.55,115.95,17.5427,22.56,32.34
2015-07-15,28.782,1.87,23.774,80.14,57.09,40.4585,0.4886,21.61,120.48,17.7787,22.73,28.06
2015-07-16,29.0306,1.79,24.1505,80.09,58.1,40.4238,0.4857,20.66,125.99,18.3107,23.03,27.56
2015-07-17,29.5793,1.8,24.405,80.02,57.91,40.6839,0.4768,20.42,127.4,18.8173,22.9,27.42
2015-07-20,29.2837,1.8,24.4,80.04,55.33,40.996,0.4789,20.48,127.05,17.7847,22.88,26.93
2015-07-21,28.0451,1.79,24.4135,80.01,55.71,39.4873,0.4697,21.12,122.88,17.858,22.21,26.7
2015-07-22,28.0317,1.76,24.109,80.07,54.25,39.9815,0.4756,21.38,121.41,17.8133,22.31,27.27
2015-07-23,27.8839,1.67,26.471,80.11,48.63,39.8341,0.47,22.01,117.96,17.694,21.64,29.12
2015-07-24,27.4964,1.62,26.5705,80.19,46.23,39.3226,0.4673,22.54,114.93,16.8673,21.63,32.17
2015-07-27,27.633,1.77,26.3015,80.17,50.04,39.3139,0.4775,21.95,117.96,17.6547,21.88,27.42
2015-07-28,27.5457,1.96,26.45,80.11,46.87,40.1376,0.4833,21.68,119.28,17.588,22.11,26.45
2015-07-29,27.4068,1.93,26.838,80.12,46.35,40.6492,0.4845,21.41,120.94,17.786,22.7,26.1
2015-07-30,27.1672,1.93,26.8075,80.22,48.14,40.4931,0.4828,21.48,120.57,17.7433,22.11,26.0
2015-07-31,26.5266,2.2,26.7515,80.21,48.04,40.5885,0.491,21.65,119.46,17.3327,21.72,25.25
2015-08-03,25.6756,2.13,26.595,80.03,48.09,41.2215,0.493,21.82,118.69,17.752,21.45,25.49
2015-08-04,25.8458,2.16,26.8505,79.96,48.73,41.2562,0.4981,21.31,121.47,18.0087,21.61,25.05
2015-08-05,25.902,2.11,26.473,80.01,41.26,40.4238,0.4949,22.3,115.64,16.4087,21.28,26.86
2015-08-06,25.9898,2.09,26.131,80.03,38.19,40.5278,0.5561,22.43,115.18,16.1673,21.03,26.39
2015-08-07,26.9347,1.93,26.2,80.02,39.24,41.0394,0.5755,21.65,119.07,16.076,21.62,24.47
2015-08-10,25.533,1.9,26.373,80.15,36.72,40.2417,0.5726,22.45,114.53,15.8247,20.83,26.65
2015-08-11,25.9268,1.9,26.2955,80.15,37.55,40.5278,0.5741,22.24,115.54,15.878,20.75,26.63
2015-08-12,25.9065,1.79,26.483,80.07,35.62,40.5191,0.5692,22.36,115.02,16.1673,20.54,25.94
2015-08-13,26.0888,1.84,26.576,79.99,34.04,40.7532,0.5697,22.23,115.64,16.21,20.38,25.86
2015-08-14,26.3587,1.8,26.761,80.08,38.15,41.0307,0.5661,21.7,118.48,16.9993,20.28,25.23
2015-08-17,26.2102,1.8,26.751,80.04,35.57,41.2577,0.5609,22.0,116.59,17.3813,20.03,25.79
2015-08-18,25.875,1.8,26.646,80.2,34.0,40.6816,0.5587,22.42,114.4,17.0167,19.91,26.77
2015-08-19,25.3441,1.7,25.789,80.19,28.47,39.8524,0.5386,24.33,104.98,16.1453,19.61,31.39
2015-08-20,23.794,1.78,24.7235,80.29,28.54,37.5919,0.5218,27.42,91.92,15.3847,18.88,42.01
2015-08-21,23.2,1.75,23.1685,80.3,24.51,36.3787,0.5033,30.71,81.03,14.5913,18.76,57.27
2015-08-24,23.3395,1.66,23.3185,80.29,24.9,35.3226,0.4929,31.1,79.96,14.6687,18.76,66.28
2015-08-25,24.6781,1.72,25.0385,80.2,28.76,37.2776,0.53,26.38,91.5,14.9893,19.45,54.35
2015-08-26,25.4048,1.78,25.9185,80.2,30.92,38.3163,0.55,24.36,98.65,16.1993,19.94,57.31
2015-08-27,25.4881,1.85,25.9005,80.1,32.9,38.3425,0.5524,24.4,98.57,16.5653,20.0,63.0
2015-08-28,25.3688,1.81,25.6445,80.07,29.97,37.9846,0.5463,25.3,94.91,16.604,19.88,67.6
2015-08-31,24.2349,1.71,24.827,80.11,27.42,36.5009,0.524,27.65,86.3,15.9087,19.41,87.28
2015-09-01,25.2743,1.77,25.5275,80.13,30.8,37.845,0.5398,25.37,93.32,16.5127,19.94,69.1
2015-09-02,24.8311,1.79,25.236,80.13,27.97,37.9672,0.5412,25.73,91.78,16.3713,20.07,68.46
2015-09-03,24.5836,1.82,24.95,80.18,28.48,37.1904,0.5286,26.58,88.71,16.1287,19.67,78.34
2015-09-04,25.2676,1.88,25.877,80.11,31.99,38.3076,0.5512,24.34,96.24,16.5447,20.05,64.31
2015-09-08,24.7816,1.85,25.8445,80.13,29.65,37.5919,0.5403,25.19,92.89,16.594,19.88,67.09
2015-09-09,25.3261,1.84,26.112,80.11,31.98,37.7839,0.5488,24.39,95.86,16.5653,19.7,63.8
2015-09-10,25.695,2.01,26.472,80.18,33.54,37.9497,0.5505,23.94,97.41,16.6827,19.9,60.76
2015-09-11,25.9425,1.82,26.069,80.15,33.29,37.5657,0.5514,24.18,96.54,16.8793,20.04,60.84
2015-09-14,26.1607,1.86,26.1185,79.96,34.25,38.3861,0.5575,23.29,99.91,16.9047,20.39,48.92
2015-09-15,26.19,1.89,26.3695,80.01,33.21,38.6654,0.5614,22.94,101.58,17.4833,20.67,42.86
2015-09-16,25.6298,1.89,26.9435,80.22,36.44,38.6218,0.5665,22.86,101.86,17.4713,20.65,42.4
2015-09-17,25.524,1.87,27.013,80.33,36.21,37.9497,0.566,23.82,97.55,17.3747,20.59,52.84
2015-09-18,25.92,1.81,27.4195,80.2,30.29,38.4996,0.5719,23.64,98.38,17.6133,20.53,46.19
2015-09-21,25.5128,1.73,26.92,80.28,28.3,38.3163,0.5563,24.67,94.04,17.396,19.95,50.84
2015-09-22,25.7198,1.7,26.8035,80.28,27.99,38.2901,0.559,24.69,94.19,17.404,20.01,48.72
2015-09-23,25.8728,1.72,26.6875,80.27,27.23,38.325,0.5697,24.86,93.1,17.5413,19.99,51.18
2015-09-24,25.8075,1.71,26.2125,80.23,21.64,38.3512,0.5738,25.54,90.84,17.1273,20.05,53.78
2015-09-25,25.2968,1.66,25.203,80.29,16.72,37.7839,0.5663,27.77,83.01,16.562,19.63,61.46
2015-09-28,24.5364,1.67,24.8035,80.36,14.73,37.9148,0.5762,28.1,81.78,16.4433,19.89,61.55
2015-09-29,24.8154,1.72,25.5945,80.39,16.25,38.6305,0.5991,26.27,87.19,16.56,20.75,55.86
2015-09-30,24.6534,1.74,26.036,80.3,16.53,38.936,0.5874,25.9,88.41,15.992,20.86,54.71
2015-10-01,24.8334,1.83,26.627,80.49,18.92,39.7739,0.6027,24.48,93.0,16.5047,20.76,49.05
2015-10-02,24.9233,1.8,27.184,80.4,19.38,40.6991,0.6178,23.43,97.24,16.41,21.4,43.52
2015-10-05,25.0426,1.83,26.874,80.42,16.85,40.8038,0.6258,23.72,95.85,16.0973,21.23,44.44
2015-10-06,24.9233,1.86,27.097,80.37,17.74,40.8474,0.6324,23.36,97.39,15.464,21.93,42.23
2015-10-07,24.6354,1.93,26.658,80.38,17.09,41.4148,0.636,23.07,98.58,15.1147,22.25,38.21
2015-10-08,25.2248,1.96,26.99,80.36,18.01,41.118,0.6336,22.74,99.78,14.7127,21.93,38.16
2015-10-09,25.1078,1.87,27.5095,80.42,17.44,41.022,0.6404,22.6,100.62,14.372,22.09,33.46
2015-10-12,25.1506,1.92,27.445,80.45,15.2,40.926,0.6416,23.04,98.65,14.6167,21.95,36.7
2015-10-13,24.7951,1.95,27.2415,80.59,15.72,40.7427,0.6649,23.1,98.23,14.4587,22.34,38.25
2015-10-14,25.1663,1.97,28.122,80.51,19.02,41.0307,0.6666,21.99,103.03,14.754,21.95,32.81
2015-10-15,24.9818,1.94,28.538,80.47,18.81,41.4671,0.6771,21.67,104.31,15.134,22.16,31.95
2015-10-16,25.1371,2.01,28.6575,80.51,19.28,41.5631,0.6759,21.32,106.18,15.2067,22.23,27.53
2015-10-19,25.596,2.02,28.044,80.36,17.32,41.6941,0.6749,21.66,104.42,14.202,22.31,29.44
2015-10-20,25.5938,2.1,27.7885,80.42,17.22,41.1965,0.6661,22.02,102.74,14.006,22.22,33.53
2015-10-21,25.9853,2.14,28.1955,80.48,17.05,41.921,0.6902,20.71,108.83,14.1147,22.51,27.33
2015-10-22,26.7907,2.21,29.9515,80.4,18.38,46.1454,0.6948,18.98,117.88,13.9393,22.47,27.7
2015-10-23,25.9358,2.15,30.4305,80.39,18.48,47.3499,0.6917,18.93,118.23,14.3507,22.16,29.52
2015-10-26,25.7715,2.15,30.5505,80.43,19.64,46.8611,0.6912,18.78,119.0,14.0233,22.2,28.33
2015-10-27,26.8334,2.18,30.855,80.31,21.22,47.1142,0.6968,18.36,121.76,14.1973,22.08,26.74
2015-10-28,27.1169,2.13,31.3275,80.2,19.61,46.5731,0.6727,18.45,121.31,14.1087,21.82,27.36
2015-10-29,26.8852,2.12,31.295,80.24,19.25,45.9446,0.6895,18.65,119.65,13.7953,21.96,28.2
2015-10-30,27.2632,2.19,31.4175,80.05,22.79,46.4683,0.6975,18.05,123.73,14.2527,22.1,25.27
2015-11-02,27.5759,2.28,31.2655,80.04,23.4,47.2626,0.6926,17.85,124.91,13.89,22.77,26.45
2015-11-03,27.4476,2.2,32.0475,79.9,23.81,47.4808,0.6812,17.83,124.96,15.442,23.55,28.1
2015-11-04,27.3211,2.2,32.7825,79.93,22.55,47.4633,0.6734,18.0,123.86,15.4513,22.98,26.9
2015-11-05,27.3527,2.15,32.9685,79.78,22.53,47.9346,0.7668,17.95,124.27,15.4907,22.82,25.76
2015-11-06,27.242,2.11,32.7745,79.77,23.17,47.2713,0.7634,18.51,120.27,15.022,22.96,28.42
2015-11-09,26.3834,2.02,32.984,79.87,22.86,46.704,0.7488,18.68,119.42,14.4333,22.51,26.84
2015-11-10,26.2343,2.07,33.6625,79.85,21.73,46.8262,0.7415,18.73,118.89,14.6053,22.58,27.96
2015-11-11,26.1462,2.0,33.28,79.82,20.26,46.5382,0.7388,19.3,115.44,14.196,22.24,32.93
2015-11-12,25.3825,1.99,32.1175,79.92,20.7,46.1192,0.7242,20.41,108.65,13.8127,21.89,37.48
2015-11-13,25.7982,1.99,32.3905,79.96,19.94,46.9309,0.7388,19.56,113.18,14.2873,22.35,29.91
2015-11-16,25.6875,1.98,32.165,79.96,20.41,46.5443,0.7388,19.52,113.57,14.2667,22.52,33.16
2015-11-17,26.5009,2.12,33.177,79.92,22.27,47.3175,0.757,18.35,120.08,14.738,22.52,28.9
2015-11-18,26.8376,2.14,33.0635,79.92,20.95,47.3966,0.7592,18.36,120.26,14.7867,22.67,30.92
2015-11-19,26.9551,2.22,33.4225,79.92,21.21,47.6163,0.7658,17.97,122.65,14.6673,22.83,28.9
2015-11-20,26.6049,2.22,33.9495,79.91,22.18,47.6163,0.7543,18.12,121.66,14.5167,22.57,27.28
2015-11-23,26.8602,2.34,33.5575,79.97,22.52,47.669,0.7604,18.15,121.28,14.55,22.5,27.61
2015-11-24,26.6681,2.38,33.767,79.95,23.84,47.177,0.7594,18.13,121.55,15.3093,22.56,26.72
2015-11-25,26.6184,2.33,33.663,79.95,24.61,47.3878,0.7658,18.05,121.99,15.4407,22.45,27.15
2015-11-27,26.7291,2.36,33.24,79.92,23.7,47.7569,0.7738,18.17,121.22,15.3507,22.76,26.88
2015-11-30,26.5122,2.34,33.953,79.95,23.64,48.5213,0.7989,17.63,124.82,15.8127,23.28,24.63
2015-12-01,26.2727,2.27,33.8005,79.88,23.16,48.5126,0.7928,17.95,122.55,15.466,23.19,26.4
2015-12-02,26.0287,2.23,33.3125,79.8,20.56,47.6251,0.7911,18.87,116.3,15.514,22.93,30.24
2015-12-03,26.8941,2.28,33.632,79.8,21.67,49.1276,0.8233,17.55,124.29,15.3587,23.31,24.82
2015-12-04,26.7246,2.36,33.4915,79.86,19.2,49.0398,0.8077,17.78,122.77,15.4087,23.24,26.02
2015-12-07,26.7133,2.39,33.8665,79.82,20.36,49.0222,0.8187,17.75,122.78,15.1147,23.08,27.53
2015-12-08,26.1236,2.35,33.2395,79.83,18.9,48.3105,0.798,18.57,117.06,14.968,22.73,29.8
2015-12-09,26.2479,2.45,33.116,79.79,19.63,48.5653,0.8046,18.32,118.72,15.138,22.65,30.47
2015-12-10,25.5723,2.36,32.0075,79.96,17.47,47.5021,0.7926,19.57,110.58,14.468,22.18,39.76
2015-12-11,25.4141,2.34,32.8955,79.82,16.91,48.4511,0.7946,19.15,113.06,14.572,22.22,33.89
2015-12-14,24.9645,2.36,32.932,79.7,18.29,48.5038,0.8043,18.81,114.98,14.7393,22.82,31.12
2015-12-15,25.1566,2.54,33.7885,79.59,20.66,49.3209,0.8092,17.98,120.06,15.634,23.16,26.92
2015-12-16,24.6233,2.56,33.5325,79.61,19.97,48.9431,0.797,18.55,115.06,15.5593,22.96,29.21
2015-12-17,23.9568,2.45,33.207,79.71,20.24,47.5636,0.7841,19.8,108.74,15.364,22.93,33.98
2015-12-18,24.2505,2.53,33.2255,79.74,21.02,48.1787,0.8026,19.16,111.97,15.504,22.95,30.71
2015-12-21,24.2279,2.77,33.1575,79.73,20.72,48.6356,0.8033,18.82,114.09,15.33,23.06,27.62
2015-12-22,24.5397,2.83,33.185,79.54,21.62,49.0486,0.8065,18.39,116.7,15.3133,23.08,26.28
2015-12-23,24.4087,2.92,33.1395,79.6,21.75,48.9168,0.8092,18.37,116.49,15.3713,23.15,27.17
2015-12-24,24.1353,3.0,33.76,79.59,20.9,49.1628,0.8085,18.41,116.43,15.2633,23.01,26.6
2015-12-28,24.5691,3.0,34.6985,79.5,22.29,49.69,0.8216,17.58,121.74,15.8127,23.08,25.71
2015-12-29,24.2483,2.98,34.4535,79.52,21.62,49.4791,0.8146,18.04,118.63,15.8727,22.88,27.19
2015-12-30,23.7828,2.87,33.7945,79.57,21.16,48.7498,0.8041,18.65,114.23,16.0007,22.75,28.4
2015-12-31,23.8032,2.77,31.8495,79.62,19.02,48.1523,0.7897,19.82,107.25,14.894,22.09,32.04
2016-01-04,23.2067,2.75,31.6895,79.59,18.47,48.372,0.8024,20.02,106.29,14.8953,21.95,30.11
2016-01-05,22.7525,2.51,31.6325,79.68,16.19,47.4933,0.7692,20.58,103.44,14.6027,21.34,31.95
2016-01-06,21.7923,2.28,30.397,79.8,14.26,45.8413,0.7387,22.5,93.6,14.3767,21.1,38.81
2016-01-07,21.9075,2.14,30.3525,79.89,13.32,45.9819,0.7228,23.02,91.39,14.0667,20.81,42.9
2016-01-08,22.2622,2.34,30.887,79.88,11.08,45.9556,0.7241,22.86,92.19,13.8567,20.93,39.84
2016-01-11,22.5853,2.39,30.8945,79.89,12.06,46.3773,0.7363,21.99,95.3,13.998,20.75,36.11
2016-01-12,22.0046,2.25,29.0905,79.98,9.55,45.3756,0.7138,24.32,85.33,13.354,20.48,43.52
2016-01-13,22.4859,2.21,29.65,79.95,10.64,46.6673,0.6994,22.75,90.85,13.7453,21.82,40.07
2016-01-14,21.9459,2.03,28.509,80.05,9.65,44.8045,0.6614,24.87,82.5,13.666,21.1,48.16
2016-01-15,21.8397,1.95,28.724,79.98,8.46,44.4266,0.6667,24.76,82.85,13.648,21.66,48.31
2016-01-19,21.8691,1.8,28.5885,80.07,9.55,44.6287,0.6704,24.96,82.1,13.2467,21.09,50.71
2016-01-20,21.7584,2.09,28.751,80.09,8.91,44.3563,0.6782,24.86,82.4,13.3313,21.33,50.27
2016-01-21,22.9152,2.02,29.819,79.96,9.68,45.9468,0.694,22.72,89.5,13.5033,21.93,41.8
2016-01-22,22.4678,2.12,29.8265,79.97,9.21,45.5074,0.6933,23.73,85.47,13.092,21.79,45.96
2016-01-25,22.5921,2.07,30.0625,80.04,8.93,45.8413,0.7001,23.1,87.91,12.904,21.59,41.53
2016-01-26,21.1077,2.13,29.1675,80.03,7.75,45.0066,0.6919,24.83,81.37,12.538,21.68,45.01
2016-01-27,21.259,2.08,31.7675,80.11,6.89,45.7447,0.6843,23.81,84.58,12.6467,21.63,41.98
2016-01-28,21.9934,2.2,29.35,80.2,7.15,48.4071,0.7145,22.28,90.09,12.7467,22.36,38.52
2016-01-29,21.7877,2.14,28.7405,80.02,7.39,48.0732,0.7148,22.13,90.6,13.1293,22.46,37.45
2016-02-01,21.3472,1.99,27.605,80.22,6.59,46.5706,0.6845,23.5,84.85,12.1853,22.57,42.5
2016-02-02,21.7697,2.07,26.5535,80.27,6.7,45.8326,0.6879,23.87,83.65,11.5653,22.92,41.56
2016-02-03,21.9446,2.09,26.813,80.32,7.09,45.692,0.6882,23.88,83.5,11.6887,23.23,42.34
2016-02-04,21.3585,1.98,25.1065,80.28,6.29,44.0752,0.6448,26.36,74.91,10.84,22.75,45.62
2016-02-05,21.5834,1.93,24.405,80.4,5.23,43.4161,0.6152,27.58,71.49,9.866,22.81,50.03
2016-02-08,21.5788,1.9,24.1035,80.4,5.29,43.3019,0.6218,27.86,70.66,9.8833,22.56,50.88
2016-02-09,21.4153,1.84,24.524,80.45,5.34,43.6797,0.6204,27.52,71.5,9.578,22.3,51.64
2016-02-10,21.2858,1.86,25.191,80.47,5.19,43.6622,0.6172,27.57,71.33,10.0313,22.0,57.92
2016-02-11,21.3517,1.83,25.354,80.33,5.68,44.3739,0.6277,26.39,74.37,10.0693,22.24,53.3
2016-02-12,21.9537,1.83,26.055,80.3,6.35,45.2147,0.6584,24.68,79.32,10.3447,23.34,48.31
2016-02-16,22.2899,1.9,26.705,80.26,7.15,46.3917,0.6748,22.95,84.8,11.2453,23.64,44.58
2016-02-17,21.8674,1.91,26.25,80.36,6.37,46.1882,0.7328,23.71,81.92,11.118,23.8,44.28
2016-02-18,21.8174,1.91,26.745,80.29,6.74,45.8607,0.7426,23.48,82.77,11.1053,23.78,42.01
2016-02-19,22.0082,2.01,27.975,80.3,6.95,46.5953,0.7689,22.36,86.68,11.8493,23.96,37.17
2016-02-22,21.5107,1.97,27.647,80.35,6.05,45.2943,0.7709,23.44,82.36,11.814,23.4,40.94
2016-02-23,21.831,2.02,27.702,80.36,6.19,45.4536,0.7763,22.78,84.81,11.9333,23.42,40.42
2016-02-24,21.9809,2.03,27.7575,80.44,6.06,46.1085,0.778,22.14,87.15,12.4953,23.69,37.63
2016-02-25,22.015,2.07,27.7615,80.31,6.38,45.4005,0.7728,22.21,86.95,12.6893,23.77,38.65
2016-02-26,21.965,2.14,27.626,80.36,5.88,45.0288,0.7678,22.82,84.65,12.7953,23.55,39.69
2016-02-29,22.8374,2.18,28.952,80.13,6.67,46.5333,0.8019,20.61,92.75,12.4233,24.58,32.96
2016-03-01,22.8873,2.32,29.0105,80.11,7.5,46.8608,0.8065,20.59,92.85,12.556,24.62,31.69
2016-03-02,23.0577,2.46,28.8745,80.16,7.24,46.3298,0.7994,20.71,92.33,13.0493,24.56,29.57
2016-03-03,23.4007,2.37,28.757,80.1,7.37,46.0466,0.797,20.69,92.49,13.4027,24.65,30.26
2016-03-04,23.1418,2.47,28.14,80.04,8.13,45.1616,0.7918,21.06,90.77,13.686,24.7,30.41
2016-03-07,22.9509,2.3,28.013,80.12,6.84,45.7103,0.7774,21.58,88.37,13.5067,24.65,32.63
2016-03-08,22.9714,2.26,27.9735,80.08,6.65,46.7634,0.7769,21.18,90.06,13.9147,24.74,31.8
2016-03-09,22.9828,2.26,27.9465,80.0,6.3,46.0643,0.7757,21.25,89.72,13.6787,24.74,30.66
2016-03-10,23.2304,2.52,28.4805,79.98,6.92,46.967,0.7889,20.16,94.37,13.8333,25.35,27.58
2016-03-11,23.2894,2.72,28.6685,80.01,7.16,47.0555,0.7908,20.05,94.92,14.3433,25.22,26.7
2016-03-14,23.7574,2.49,28.851,80.05,5.94,47.4272,0.7869,20.06,94.86,14.556,24.88,27.41
2016-03-15,24.0732,2.63,28.7135,80.26,5.73,48.0998,0.8104,19.52,97.28,14.7953,25.78,25.46
2016-03-16,24.0346,2.8,27.972,80.36,5.78,48.3741,0.8036,19.58,97.0,15.092,25.77,23.91
2016-03-17,24.0618,2.93,27.604,80.38,6.2,47.3387,0.8278,19.45,97.56,15.516,26.04,23.5
2016-03-18,24.0595,2.8,27.699,80.29,6.67,47.6661,0.8303,19.25,98.72,15.888,25.93,22.18
2016-03-21,24.2435,2.79,28.024,80.21,7.32,47.852,0.8288,19.08,99.6,15.616,25.81,21.54
2016-03-22,24.1095,2.68,28.4815,80.22,6.18,47.7635,0.843,19.54,97.23,14.8387,25.68,23.56
2016-03-23,24.005,2.79,29.1475,80.22,25.08,47.9759,0.8442,19.51,97.2,15.1833,25.73,23.3
2016-03-24,23.896,2.78,28.9935,80.27,24.11,47.3829,0.8528,19.61,96.85,15.3507,25.63,22.72
2016-03-28,24.4616,2.86,29.693,80.5,25.75,48.4184,0.8665,18.67,101.48,15.342,25.97,20.1
2016-03-29,24.8887,2.86,29.9345,80.53,25.13,48.7193,0.8756,18.39,103.0,15.126,26.46,19.08
2016-03-30,24.7592,2.85,29.682,80.63,27.42,48.8786,0.8724,18.49,102.4,15.318,26.2,19.33
2016-03-31,24.9864,2.83,29.925,80.5,29.97,49.1795,0.8851,17.87,105.81,15.8393,26.12,18.18
2016-04-01,25.2431,2.83,29.6595,80.51,30.96,49.0556,0.8765,18.1,104.5,16.466,25.85,19.15
2016-04-04,24.9455,2.76,29.307,80.66,30.85,48.2856,0.8753,18.59,101.69,17.0313,25.51,21.35
2016-04-05,25.2067,2.8,30.104,80.6,37.5,48.7812,0.8765,17.69,106.56,17.6947,25.62,18.64
2016-04-06,24.657,2.64,29.5715,80.71,35.95,48.1971,0.8675,18.47,101.96,17.1467,25.37,22.02
2016-04-07,24.6843,2.74,29.73,80.7,34.09,48.1617,0.8731,18.51,101.72,16.6713,25.28,20.92
2016-04-08,24.766,2.76,29.7965,80.66,31.52,48.0644,0.8785,18.7,100.63,16.6613,25.51,21.53
2016-04-11,25.0886,2.81,30.1585,80.57,32.41,48.3653,0.8775,18.22,102.98,16.5213,25.57,20.06
2016-04-12,25.4521,2.8,30.741,80.53,34.74,48.9848,0.8995,17.53,107.0,16.9687,26.17,18.05
2016-04-13,25.4657,2.72,31.0375,80.51,35.35,48.9936,0.902,17.53,107.07,16.7907,25.3,17.93
2016-04-14,24.9546,2.7,31.2945,80.61,35.21,49.2503,0.9091,17.66,106.25,16.9673,25.46,17.44
2016-04-15,24.4162,2.76,31.7675,80.59,36.74,49.9671,0.9052,17.38,107.82,16.9253,25.5,15.24
2016-04-18,24.2867,2.62,31.395,80.56,34.73,49.9052,0.889,17.71,105.96,16.4913,25.17,15.61
2016-04-19,24.3367,2.7,31.6495,80.44,34.77,49.1972,0.8924,17.65,106.22,16.6647,25.12,15.78
2016-04-20,24.0732,2.62,31.55,80.45,36.65,49.3653,0.8915,17.65,106.25,16.5527,25.16,16.34
2016-04-21,24.0073,3.99,31.025,80.46,37.61,45.8253,0.888,18.44,101.44,16.9167,25.07,15.48
2016-04-22,23.871,3.45,31.31,80.45,37.1,46.1174,0.8924,18.45,101.36,16.788,25.01,15.89
2016-04-25,23.7052,3.66,30.844,80.34,34.17,45.5244,0.8932,18.65,99.97,16.916,25.01,15.22
2016-04-26,22.2217,3.73,30.3285,80.48,33.0,45.0819,0.9135,19.15,97.57,16.7647,25.26,14.32
2016-04-27,21.5425,3.61,30.1,80.53,32.5,44.1615,0.8863,19.83,94.11,16.514,24.16,15.97
2016-04-28,21.2949,3.55,32.9795,80.61,30.36,44.135,0.8699,20.15,92.61,16.0507,23.59,17.04
2016-04-29,21.2722,3.74,34.1925,80.48,32.2,44.7899,0.8814,19.6,95.06,16.12,23.69,15.05
2016-05-02,21.622,3.6,33.566,80.58,28.36,44.0553,0.8709,20.14,92.53,15.488,23.32,16.36
2016-05-03,21.3971,3.6,33.545,80.64,24.98,44.135,0.8511,20.52,90.7,14.8373,23.42,16.79
