Date,PSQ,QLD,QQQ,SHY,SPY
2013-04-08,24.11,60.31,68.4,84.46,156.48
2013-04-09,23.94,61.16,68.92,84.45,157.17
2013-04-10,23.61,62.82,69.85,84.46,158.69
2013-04-11,23.61,62.82,69.82,84.46,158.71
2013-04-12,23.67,62.48,69.65,84.47,158.02
2013-04-15,23.9,61.25,68.95,84.47,156.32
2013-04-16,23.94,61.06,68.87,84.47,156.31
2013-04-17,24.12,60.03,68.29,84.47,155.33
2013-04-18,24.47,58.27,67.3,84.47,154.44
2013-04-19,24.09,60.06,68.33,84.46,155.78
2013-04-22,23.8,61.52,69.18,84.48,156.96
2013-04-23,23.75,61.7,69.28,84.48,157.82
2013-04-24,23.64,62.26,69.6,84.47,158.25
2013-04-25,23.63,62.28,69.62,84.49,158.34
2013-04-26,23.58,62.62,69.79,84.5,158.65
2013-04-29,23.39,63.53,70.3,84.51,159.29
2013-04-30,23.25,64.33,70.74,84.5,159.32
2013-05-01,23.32,63.9,70.51,84.5,158.67
2013-05-02,22.85,66.54,71.97,84.49,161.13
2013-05-03,22.75,67.06,72.25,84.48,161.46
2013-05-06,22.67,67.58,72.52,84.48,162.09
2013-05-07,22.73,67.16,72.32,84.48,162.42
2013-05-08,22.65,67.65,72.57,84.48,163.29
2013-05-09,22.59,67.99,72.76,84.48,163.03
2013-05-10,22.54,68.34,72.93,84.46,163.23
2013-05-13,22.47,68.72,73.16,84.45,163.72
2013-05-14,22.39,69.15,73.38,84.45,165.01
2013-05-15,22.27,69.85,73.73,84.46,165.79
2013-05-16,22.23,70.21,73.97,84.47,165.97
2013-05-17,22.17,70.51,74.16,84.48,166.81
2013-05-20,22.15,70.62,74.15,84.45,167.09
2013-05-21,22.1,71.0,74.36,84.47,167.34
2013-05-22,22.52,68.23,72.97,84.45,164.2
2013-05-23,22.52,68.29,72.96,84.45,164.48
2013-05-24,22.11,70.84,74.27,84.46,167.09
2013-05-28,22.32,69.5,73.6,84.37,165.41
2013-05-29,22.33,69.47,73.57,84.39,165.38
2013-05-30,22.3,69.62,73.66,84.39,165.36
2013-05-31,22.4,68.94,73.26,84.36,163.88
2013-06-03,22.34,69.32,73.53,84.38,164.43
2013-06-04,22.57,67.96,72.76,84.37,163.1
2013-06-05,22.75,66.78,72.15,84.37,161.19
2013-06-06,22.57,67.85,72.7,84.37,163.83
2013-06-07,22.31,69.33,73.53,84.34,165.3
2013-06-10,22.58,67.7,72.69,84.32,163.27
2013-06-11,22.44,68.53,73.11,84.33,164.23
2013-06-12,22.86,66.0,71.75,84.33,161.65
2013-06-13,22.55,67.86,72.76,84.39,164.03
2013-06-14,22.52,68.02,72.85,84.44,164.3
2013-06-17,22.42,68.43,73.08,84.4,164.56
2013-06-18,22.27,69.4,73.6,84.42,165.61
2013-06-19,22.78,66.3,71.92,84.3,161.87
2013-06-20,23.06,64.53,70.78,84.28,159.62
2013-06-21,23.39,62.81,69.85,84.15,157.41
2013-06-24,23.19,63.8,70.4,84.24,158.52
2013-06-25,23.04,64.61,70.84,84.24,159.93
2013-06-26,22.93,65.34,71.24,84.29,161.15
2013-06-27,23.02,64.77,70.95,84.25,160.65
2013-06-28,22.76,66.26,71.75,84.27,161.28
2013-07-01,22.77,66.12,71.68,84.3,161.09
2013-07-02,22.84,65.74,71.48,84.31,160.51
2013-07-03,22.54,67.55,72.44,84.2,162.53
2013-07-05,22.37,68.44,72.96,84.23,163.92
2013-07-08,22.35,68.52,72.99,84.3,165.0
2013-07-09,22.35,68.58,73.02,84.26,165.03
2013-07-10,21.96,71.0,74.3,84.3,167.11
2013-07-11,21.75,72.37,75.03,84.31,167.43
2013-07-12,21.64,73.07,75.38,84.31,167.96
2013-07-15,21.6,73.35,75.53,84.35,168.25
2013-07-16,21.57,73.5,75.6,84.39,168.16
2013-07-17,21.6,73.41,75.55,84.37,168.29
2013-07-18,21.83,71.77,74.72,84.38,168.48
2013-07-19,21.77,72.07,74.91,84.36,169.39
2013-07-22,21.75,72.24,74.95,84.39,169.79
2013-07-23,21.74,72.28,74.99,84.34,169.8
2013-07-24,21.77,72.05,74.85,84.32,168.17
2013-07-25,21.83,71.7,74.67,84.38,168.24
2013-07-26,21.67,72.71,75.22,84.38,168.7
2013-07-29,21.59,73.26,75.5,84.38,169.15
2013-07-30,21.51,73.81,75.78,84.36,168.94
2013-07-31,21.35,74.77,76.29,84.37,170.0
2013-08-01,21.28,75.34,76.55,84.34,170.3
2013-08-02,21.19,75.97,76.9,84.41,170.61
2013-08-05,21.18,76.0,76.93,84.4,170.34
2013-08-06,21.35,74.87,76.34,84.41,169.23
2013-08-07,21.2,75.89,76.84,84.37,170.0
2013-08-08,21.25,75.58,76.67,84.39,169.56
2013-08-09,21.37,74.55,76.2,84.4,168.47
2013-08-12,21.23,75.65,76.77,84.38,169.4
2013-08-13,21.14,76.28,77.07,84.36,169.56
2013-08-14,21.43,74.13,75.95,84.33,167.43
2013-08-15,21.57,73.16,75.52,84.32,166.04
2013-08-16,21.58,73.21,75.49,84.31,165.64
2013-08-19,21.57,73.18,75.49,84.33,165.03
2013-08-20,21.58,73.04,75.44,84.32,165.15
2013-08-21,21.5,73.64,75.75,84.28,164.95
2013-08-22,21.21,75.49,76.7,84.2,166.55
2013-08-23,21.2,75.52,76.73,84.28,166.77
2013-08-26,21.46,73.73,75.8,84.3,164.33
2013-08-27,21.66,72.29,75.05,84.3,163.31
2013-08-28,21.57,72.94,75.41,84.252,163.53
2013-08-29,21.4,74.12,76.04,84.25,164.46
2013-08-30,21.37,74.25,76.09,84.23,165.23
2013-09-03,21.35,74.32,76.16,84.21,164.46
2013-09-04,21.17,75.57,76.76,84.11,165.85
2013-09-05,21.08,76.21,77.1,84.17,166.48
2013-09-06,21.05,76.5,77.26,84.19,166.45
2013-09-09,20.75,78.52,78.28,84.16,168.64
2013-09-10,20.91,77.39,77.69,84.18,168.66
2013-09-11,20.82,78.05,78.08,84.19,169.35
2013-09-12,20.81,78.2,78.09,84.19,169.13
2013-09-13,20.66,79.33,78.72,84.29,171.16
2013-09-16,20.83,77.98,78.02,84.29,170.47
2013-09-17,20.71,78.93,78.49,84.29,170.97
2013-09-18,20.43,81.06,79.56,84.42,173.53
2013-09-19,20.38,81.4,79.45,84.38,172.3
2013-09-20,20.4,81.11,79.32,84.36,170.5
2013-09-23,20.51,80.37,79.0,84.39,169.92
2013-09-24,20.53,80.14,78.89,84.39,169.61
2013-09-25,20.53,80.14,78.88,84.42,169.32
2013-09-26,20.56,79.89,78.71,84.43,168.85
2013-09-27,20.69,78.86,78.25,84.45,167.46
2013-09-30,20.53,80.12,78.89,84.43,168.15
2013-10-01,20.46,80.66,79.14,84.42,168.34
2013-10-02,20.35,81.55,79.55,84.43,168.77
2013-10-03,20.56,79.8,78.72,84.44,167.74
2013-10-04,20.56,79.82,78.7,84.44,167.43
2013-10-07,20.54,79.81,78.74,84.37,167.45
2013-10-08,20.91,77.11,77.4,84.36,165.82
2013-10-09,20.78,77.88,77.81,84.37,167.32
2013-10-10,20.62,79.13,78.41,84.41,168.9
2013-10-11,20.54,79.74,78.75,84.37,169.24
2013-10-14,20.28,81.74,79.73,84.37,170.52
2013-10-15,20.25,82.0,79.85,84.36,170.72
2013-10-16,20.2,82.3,80.02,84.44,171.38
2013-10-17,19.81,85.54,81.58,84.44,173.85
2013-10-18,19.61,87.1,82.34,84.44,174.47
2013-10-21,19.53,87.8,82.65,84.47,174.94
2013-10-22,19.69,86.53,82.05,84.5,174.8
2013-10-23,19.7,86.4,82.0,84.46,174.89
2013-10-24,19.44,88.67,83.08,84.47,175.51
2013-10-25,19.48,88.3,82.91,84.48,175.9
2013-10-28,19.41,88.87,83.2,84.5,176.64
2013-10-29,19.37,89.21,83.35,84.5,177.37
2013-10-30,19.51,88.01,82.77,84.51,176.18
2013-10-31,19.45,88.58,83.07,84.47,176.05
2013-11-01,19.43,88.65,83.06,84.48,176.71
2013-11-04,19.54,87.59,82.61,84.48,176.16
2013-11-05,19.37,89.22,83.37,84.5,177.06
2013-11-06,19.45,88.42,83.01,84.52,177.52
2013-11-07,19.74,85.72,81.74,84.46,174.85
2013-11-08,19.57,87.12,82.42,84.47,177.14
2013-11-11,19.63,86.65,82.16,84.45,176.94
2013-11-12,19.67,86.28,82.0,84.47,176.11
2013-11-13,19.36,89.07,83.32,84.49,178.53
2013-11-14,19.23,90.14,83.82,84.52,179.54
2013-11-15,19.21,90.38,83.94,84.52,180.39
2013-11-18,19.41,88.61,83.09,84.53,179.34
2013-11-19,19.4,88.65,83.12,84.54,179.41
2013-11-20,19.43,88.38,83.05,84.55,178.98
2013-11-21,19.26,89.83,83.68,84.55,179.96
2013-11-22,19.12,91.14,84.29,84.53,181.14
2013-11-25,19.14,90.96,84.21,84.53,180.75
2013-11-26,19.01,92.21,84.8,84.56,180.88
2013-11-27,18.84,93.81,85.56,84.52,181.34
2013-11-29,18.77,94.46,85.82,84.51,181.13
2013-12-02,18.86,93.5,85.4,84.53,179.95
2013-12-03,18.94,92.74,85.05,84.5,179.21
2013-12-04,18.83,93.91,85.56,84.5,179.42
2013-12-05,18.7,95.01,86.1,84.48,180.73
2013-12-06,18.66,95.5,86.35,84.5,181.48
2013-12-09,18.69,95.21,86.21,84.49,180.96
2013-12-10,18.67,95.43,86.28,84.5,180.81
2013-12-11,18.9,93.05,85.21,84.46,178.64
2013-12-12,18.86,93.32,85.36,84.45,178.47
2013-12-13,18.88,93.17,85.27,84.46,178.92
2013-12-16,18.88,93.32,85.34,84.47,179.37
2013-12-17,18.9,93.11,85.25,84.47,178.94
2013-12-18,18.71,94.72,86.0,84.43,181.2
2013-12-19,18.71,94.85,85.79,84.42,180.67
2013-12-20,18.39,97.95,87.21,84.42,182.41
2013-12-23,18.36,98.51,87.43,84.39,182.57
2013-12-24,18.33,98.9,87.61,84.34,183.37
2013-12-26,18.27,99.41,87.85,84.37,184.16
2013-12-27,18.35,98.3,87.39,84.39,183.92
2013-12-30,18.32,98.65,87.55,84.4,184.12
2013-12-31,18.32,98.68,87.56,84.39,183.91
2014-01-02,18.38,98.1,87.27,84.41,183.24
2014-01-03,18.5,96.7,86.66,84.38,183.52
2014-01-06,18.48,96.82,86.72,84.4,183.12
2014-01-07,18.41,97.69,87.14,84.37,183.46
2014-01-08,18.3,98.81,87.63,84.33,184.1
2014-01-09,18.39,97.99,87.23,84.38,183.96
2014-01-10,18.4,97.75,87.17,84.45,183.69
2014-01-13,18.57,95.82,86.3,84.44,182.27
2014-01-14,18.2,99.59,88.03,84.38,184.1
2014-01-15,18.15,100.25,88.3,84.41,184.3
2014-01-16,18.18,99.87,88.11,84.41,184.1
2014-01-17,18.11,100.59,88.44,84.42,184.72
2014-01-21,18.04,101.3,88.78,84.38,184.51
2014-01-22,18.1,100.68,88.51,84.36,183.35
2014-01-23,18.19,99.67,88.05,84.46,181.57
2014-01-24,18.46,96.75,86.74,84.44,179.05
2014-01-27,18.73,93.79,85.5,84.47,178.25
2014-01-28,18.81,92.98,85.11,84.5,177.62
2014-01-29,18.62,94.98,85.97,84.48,178.88
2014-01-30,18.7,93.98,85.54,84.54,177.02
2014-01-31,18.59,95.2,86.11,84.5,177.94
2014-02-03,18.86,92.08,84.72,84.53,174.94
2014-02-04,18.89,91.86,84.63,84.54,174.78
2014-02-05,18.82,92.53,84.94,84.52,175.61
2014-02-06,18.54,95.47,86.25,84.52,178.28
2014-02-07,18.32,97.59,87.27,84.54,179.71
2014-02-10,18.16,99.14,87.99,84.5,180.23
2014-02-11,17.94,101.48,88.98,84.48,182.26
2014-02-12,18.09,99.96,88.32,84.5,180.87
2014-02-13,17.83,102.86,89.6,84.52,182.9
2014-02-14,17.76,103.67,89.96,84.54,184.2
2014-02-18,17.73,103.92,90.08,84.57,183.78
2014-02-19,17.81,103.08,89.69,84.47,183.3
2014-02-20,17.68,104.53,90.34,84.51,184.42
2014-02-21,17.7,104.01,90.14,84.53,184.3
2014-02-24,17.62,104.98,90.54,84.54,185.03
2014-02-25,17.62,105.02,90.55,84.53,185.1
2014-02-26,17.69,104.31,89.88,84.57,184.58
2014-02-27,17.58,105.57,90.42,84.55,185.78
2014-02-28,17.77,103.35,89.49,84.56,184.65
2014-03-03,17.53,106.06,90.65,84.55,186.81
2014-03-04,17.47,106.83,90.96,84.5,187.75
2014-03-05,17.42,107.5,91.27,84.5,188.22
2014-03-06,17.4,107.53,91.32,84.45,188.96
2014-03-07,17.55,105.68,90.48,84.43,187.99
2014-03-10,17.49,106.47,90.83,84.46,188.48
2014-03-11,17.69,104.1,89.81,84.48,186.32
2014-03-12,17.48,106.64,90.9,84.43,187.88
2014-03-13,17.84,102.12,88.99,84.53,184.8
2014-03-14,17.8,102.69,89.24,84.49,185.62
2014-03-17,17.74,103.44,89.56,84.5,186.74
2014-03-18,17.54,105.77,90.56,84.51,187.71
2014-03-19,17.69,103.9,89.76,84.38,186.25
2014-03-20,17.48,106.25,90.6,84.37,187.69
2014-03-21,17.74,103.33,89.32,84.34,186.84
2014-03-24,17.86,101.85,88.68,84.34,186.4
2014-03-25,17.79,102.47,88.95,84.37,187.0
2014-03-26,18.15,98.59,87.25,84.39,184.77
2014-03-27,18.17,98.33,87.16,84.39,185.14
2014-03-28,18.04,99.56,87.73,84.39,186.66
2014-03-31,17.97,100.4,88.08,84.42,187.65
2014-04-01,17.67,103.7,89.58,84.38,188.5
2014-04-02,17.68,103.74,89.53,84.34,189.13
2014-04-03,17.71,103.07,89.32,84.4,189.64
2014-04-04,18.44,95.09,85.83,84.45,185.9
2014-04-07,18.46,94.79,85.65,84.46,184.18
2014-04-08,18.24,97.0,86.66,84.45,185.61
2014-04-09,17.98,99.66,87.88,84.52,187.07
2014-04-10,18.71,91.9,84.33,84.56,182.16
2014-04-11,18.6,92.82,84.86,84.53,182.92
2014-04-14,18.56,93.31,85.08,84.51,183.33
2014-04-15,18.4,94.94,85.79,84.49,185.49
2014-04-16,18.38,95.08,85.85,84.49,185.87
2014-04-17,18.25,96.24,86.4,84.47,186.45
2014-04-21,18.09,97.83,87.14,84.47,187.24
2014-04-22,18.03,98.72,87.53,84.49,187.8
2014-04-23,17.86,100.21,88.19,84.45,188.39
2014-04-24,18.12,97.66,87.07,84.48,187.2
2014-04-25,18.2,96.61,86.6,84.48,187.08
2014-04-28,18.17,96.88,86.73,84.46,187.48
2014-04-29,18.18,96.91,86.76,84.5,187.46
2014-04-30,18.0,98.61,87.53,84.49,188.25
2014-05-01,17.91,99.62,87.95,84.46,188.33
2014-05-02,18.12,97.42,86.97,84.49,187.16
2014-05-05,17.94,99.36,87.81,84.48,188.03
2014-05-06,18.12,97.46,86.99,84.48,187.41
2014-05-07,18.27,95.75,86.25,84.5,187.71
2014-05-08,18.23,96.11,86.43,84.51,187.71
2014-05-09,18.05,98.15,87.32,84.52,188.77
2014-05-12,17.84,100.36,88.31,84.54,190.0
2014-05-13,17.9,99.71,88.02,84.57,189.82
2014-05-14,17.94,99.21,87.81,84.58,188.68
2014-05-15,18.04,97.96,87.24,84.59,187.5
2014-05-16,18.0,98.37,87.45,84.62,187.7
2014-05-19,17.83,100.22,88.28,84.61,188.67
2014-05-20,17.86,99.98,88.13,84.63,188.1
2014-05-21,17.69,101.77,88.94,84.61,189.2
2014-05-22,17.63,102.59,89.32,84.64,189.76
2014-05-23,17.43,104.85,90.28,84.63,191.06
2014-05-27,17.29,106.38,90.97,84.64,191.55
2014-05-28,17.29,106.65,91.04,84.65,191.85
2014-05-29,17.22,107.21,91.32,84.63,192.21
2014-05-30,17.21,107.5,91.42,84.58,192.98
2014-06-02,17.31,106.19,90.92,84.57,192.43
2014-06-03,17.29,106.34,90.95,84.57,192.48
2014-06-04,17.17,107.86,91.6,84.56,193.43
2014-06-05,16.98,110.32,92.63,84.59,194.88
2014-06-06,16.93,110.76,92.84,84.52,195.36
2014-06-09,16.97,110.32,92.67,84.63,195.36
2014-06-10,16.98,110.12,92.59,84.51,194.87
2014-06-11,16.96,110.41,92.69,84.5,194.68
2014-06-12,17.01,109.81,92.45,84.45,193.89
2014-06-13,17.05,109.16,92.16,84.47,193.88
2014-06-16,17.02,109.58,92.33,84.43,194.0
2014-06-17,16.99,110.01,92.54,84.44,194.83
2014-06-18,16.89,111.36,93.11,84.49,196.46
2014-06-19,16.91,111.02,92.7,84.48,196.0
2014-06-20,16.91,111.1,92.76,84.5,196.0
2014-06-23,16.89,111.12,92.78,84.47,195.52
2014-06-24,16.96,110.3,92.49,84.54,194.28
2014-06-25,16.79,112.4,93.35,84.54,195.6
2014-06-26,16.82,111.96,93.22,84.56,195.01
2014-06-27,16.72,113.16,93.73,84.54,195.71
2014-06-30,16.63,114.35,94.24,84.54,196.21
2014-07-01,16.49,116.28,95.0,84.46,197.03
2014-07-02,16.43,117.32,95.41,84.44,197.81
2014-07-03,16.4,117.67,95.59,84.41,197.84
2014-07-07,16.44,116.86,95.23,84.43,197.12
2014-07-08,16.57,115.07,94.51,84.41,196.75
2014-07-09,16.71,113.24,93.74,84.5,195.24
2014-07-10,16.5,115.95,94.9,84.54,196.24
2014-07-11,16.36,117.94,95.7,84.51,197.63
2014-07-14,16.32,118.68,95.99,84.5,197.73
2014-07-15,16.27,119.14,96.2,84.48,198.13
2014-07-16,16.37,117.72,95.63,84.5,197.32
2014-07-17,16.45,116.5,95.11,84.5,196.38
2014-07-18,16.31,118.35,95.92,84.49,197.08
2014-07-21,16.23,119.66,96.45,84.49,198.04
2014-07-22,16.15,120.96,96.95,84.52,198.51
2014-07-23,16.06,122.04,97.4,84.48,198.82
2014-07-24,16.18,120.17,96.62,84.47,198.11
2014-07-25,16.16,120.53,96.84,84.47,197.78
2014-07-28,16.14,120.95,96.98,84.46,198.21
2014-07-29,16.1,121.38,97.14,84.43,197.66
2014-07-30,16.26,119.04,96.18,84.42,195.63
2014-07-31,16.5,115.64,94.82,84.5,192.58
2014-08-01,16.48,115.81,94.87,84.53,192.91
2014-08-04,16.46,115.86,94.96,84.53,193.11
2014-08-05,16.64,113.52,94.0,84.56,191.08
2014-08-06,16.46,115.8,94.96,84.55,192.96
2014-08-07,16.56,114.42,94.37,84.6,191.43
2014-08-08,16.42,116.59,95.27,84.59,193.99
2014-08-11,16.4,116.82,95.36,84.58,193.63
2014-08-12,16.3,118.0,95.81,84.59,194.3
2014-08-13,16.19,119.75,96.56,84.61,195.19
2014-08-14,16.04,122.03,97.49,84.59,196.49
2014-08-15,15.96,123.02,97.91,84.6,196.81
2014-08-18,15.87,124.31,98.38,84.62,197.85
2014-08-19,15.85,124.88,98.62,84.6,198.15
2014-08-20,15.81,125.32,98.75,84.55,199.06
2014-08-21,15.78,125.71,98.94,84.54,199.32
2014-08-22,15.69,127.16,99.55,84.5,200.15
2014-08-25,15.69,127.27,99.55,84.53,200.35
2014-08-26,15.69,127.22,99.53,84.54,200.45
2014-08-27,15.74,126.34,99.18,84.54,199.59
2014-08-28,15.67,127.46,99.63,84.56,200.44
2014-08-29,15.62,128.45,100.02,84.55,200.99
2014-09-02,15.56,129.2,100.34,84.5,201.35
2014-09-03,15.65,127.66,99.71,84.51,200.86
2014-09-04,15.69,127.25,99.54,84.56,200.19
2014-09-05,15.63,128.08,99.92,84.54,200.94
2014-09-08,15.61,128.47,100.09,84.46,200.42
2014-09-09,15.72,126.77,99.38,84.44,199.46
2014-09-10,15.67,127.42,99.64,84.47,199.28
2014-09-11,15.64,128.08,99.87,84.45,200.12
2014-09-12,15.68,127.2,99.59,84.47,199.17
2014-09-15,15.91,123.56,98.15,84.5,198.64
2014-09-16,15.7,126.64,99.36,84.49,200.8
2014-09-17,15.64,127.84,99.84,84.41,201.36
2014-09-18,15.48,130.01,100.46,84.44,201.55
2014-09-19,15.61,128.13,99.74,84.47,200.36
2014-09-22,15.78,125.42,98.65,84.5,198.41
2014-09-23,15.75,125.87,98.88,84.51,198.06
2014-09-24,15.64,127.56,99.52,84.5,199.05
2014-09-25,15.88,123.73,98.06,84.51,196.7
2014-09-26,15.9,123.12,97.8,84.52,196.2
2014-09-29,15.71,125.99,98.94,84.51,197.7
2014-09-30,15.77,125.0,98.51,84.53,196.75
2014-10-01,16.0,121.61,97.17,84.57,194.18
2014-10-02,15.89,122.93,97.78,84.5,195.71
2014-10-03,15.79,124.67,98.48,84.54,197.36
2014-10-06,15.93,122.25,97.5,84.57,195.29
2014-10-07,16.08,120.12,96.62,84.61,193.36
2014-10-08,15.79,124.3,98.32,84.7,196.36
2014-10-09,16.12,119.1,96.28,84.71,192.71
2014-10-10,16.47,114.12,94.27,84.79,190.44
2014-10-13,16.57,112.41,93.54,84.82,188.46
2014-10-14,16.94,107.59,91.57,85.01,185.19
2014-10-15,17.15,104.92,90.42,84.95,183.02
2014-10-16,16.66,111.0,93.0,84.85,188.48
2014-10-17,16.66,110.9,92.99,84.84,188.09
2014-10-20,16.22,117.11,95.56,84.84,191.7
2014-10-21,15.96,120.95,97.17,84.84,194.44
2014-10-22,15.91,121.34,97.34,84.81,194.64
2014-10-23,15.79,123.04,98.03,84.8,195.23
2014-10-24,15.73,124.05,98.43,84.84,195.75
2014-10-27,15.61,125.82,99.15,84.82,196.84
2014-10-28,15.5,127.63,99.85,84.8,198.59
2014-10-29,15.58,126.46,99.36,84.71,197.59
2014-10-30,15.21,132.4,101.68,84.68,201.78
2014-10-31,15.22,131.92,101.58,84.68,201.96
2014-11-03,15.26,131.59,101.38,84.59,201.22
2014-11-04,15.17,133.24,102.03,84.64,202.55
2014-11-05,61.05,131.5,101.36,84.62,202.41
2014-11-06,60.73,132.82,101.88,84.65,203.16
2014-11-07,60.88,132.25,101.66,84.67,203.4
2014-11-10,60.68,133.19,101.98,84.57,204.07
2014-11-11,60.71,132.8,101.88,84.63,203.35
2014-11-12,60.28,134.91,102.66,84.63,204.14
2014-11-13,60.12,135.43,102.87,84.63,204.13
2014-11-14,60.07,135.73,102.97,84.68,203.85
2014-11-17,60.03,135.76,103.0,84.69,204.46
2014-11-18,59.72,137.26,103.56,84.63,205.3
2014-11-19,60.16,135.2,102.79,84.7,204.25
2014-11-20,59.09,140.01,104.62,84.7,207.6
2014-11-21,59.36,138.81,104.17,84.66,207.19
2014-11-24,58.96,140.61,104.86,84.71,207.51
2014-11-25,58.97,140.86,104.91,84.73,207.27
2014-11-26,58.44,143.26,105.82,84.75,207.5
2014-11-28,58.46,142.98,105.74,84.8,206.38
2014-12-01,58.91,140.77,104.93,84.71,205.8
2014-12-02,58.66,142.01,105.39,84.66,207.28
2014-12-03,58.66,141.88,105.32,84.66,207.55
2014-12-04,58.54,142.48,105.53,84.53,207.88
2014-12-05,58.76,141.38,105.11,84.51,207.55
2014-12-08,59.76,136.66,103.42,84.58,204.37
2014-12-09,58.94,140.41,104.77,84.55,205.94
2014-12-10,59.61,137.18,103.61,84.6,203.89
2014-12-11,60.06,135.07,102.82,84.63,202.65
2014-12-12,59.85,136.13,103.23,84.62,202.0
2014-12-15,61.17,130.19,100.97,84.69,198.55
2014-12-16,61.69,127.86,100.07,84.63,198.48
2014-12-17,59.71,136.15,103.31,84.5,204.78
2014-12-18,59.11,138.92,103.99,84.52,206.46
2014-12-19,59.0,139.4,104.16,84.5,206.71
2014-12-22,58.5,141.55,104.97,84.45,208.2
2014-12-23,58.88,139.83,104.35,84.44,208.03
2014-12-24,58.71,140.57,104.57,84.37,208.29
2014-12-26,58.55,141.45,104.98,84.44,208.25
2014-12-29,58.64,140.73,104.73,84.5,208.21
2014-12-30,58.76,140.12,104.51,84.44,207.96
2014-12-31,59.2,138.1,103.75,84.47,206.4
2015-01-02,59.93,134.78,102.5,84.48,204.2
2015-01-05,60.45,132.4,101.58,84.56,202.13
2015-01-06,60.94,130.22,100.74,84.58,201.46
2015-01-07,60.02,134.07,102.25,84.63,204.0
2015-01-08,59.19,137.61,103.61,84.68,206.39
2015-01-09,59.63,135.61,102.82,84.72,204.42
2015-01-12,59.85,134.73,102.54,84.74,204.15
2015-01-13,61.04,129.41,100.48,84.85,199.67
2015-01-14,60.47,131.86,101.39,84.86,201.64
2015-01-15,61.63,126.81,99.52,84.91,198.75
2015-01-16,60.41,131.83,101.44,84.87,202.43
2015-01-20,60.48,131.51,101.33,84.83,201.51
2015-01-21,59.76,134.7,102.57,84.86,204.02
2015-01-22,58.88,138.59,104.05,84.81,205.8
2015-01-23,58.85,138.89,104.17,84.8,204.73
2015-01-26,59.74,134.48,102.51,84.86,203.0
2015-01-27,59.37,135.91,103.09,84.83,204.16
2015-01-28,60.72,130.02,100.83,84.88,200.34
2015-01-29,60.15,132.53,101.8,84.95,200.56
2015-01-30,60.37,131.27,101.33,84.91,200.07
2015-02-02,59.82,133.94,102.33,84.89,202.94
2015-02-03,59.67,134.35,102.54,84.81,203.91
2015-02-04,59.32,135.96,103.13,84.84,204.83
2015-02-05,58.89,138.12,103.92,84.69,206.57
2015-02-06,59.55,134.89,102.72,84.64,204.77
2015-02-09,59.14,136.62,103.38,84.62,205.89
2015-02-10,58.52,139.53,104.51,84.61,206.6
2015-02-11,57.97,142.1,105.45,84.64,207.91
2015-02-12,57.54,144.42,106.29,84.67,209.08
2015-02-13,57.22,145.98,106.91,84.63,209.38
2015-02-17,57.2,145.94,106.9,84.6,209.63
2015-02-18,57.06,146.51,107.09,84.69,209.43
2015-02-19,56.76,147.95,107.6,84.68,209.43
2015-02-20,56.44,149.93,108.4,84.66,210.97
2015-02-23,56.4,150.03,108.41,84.66,211.11
2015-02-24,56.37,150.17,108.44,84.71,211.64
2015-02-25,56.33,150.13,108.44,84.71,211.55
2015-02-26,56.15,151.27,108.86,84.7,211.25
2015-02-27,56.28,150.57,108.61,84.66,210.79
2015-03-02,56.0,151.8,109.06,84.62,211.46
2015-03-03,56.3,150.34,108.53,84.62,210.42
2015-03-04,56.2,150.92,108.73,84.63,210.59
2015-03-05,56.33,150.29,108.52,84.53,209.38
2015-03-06,56.76,147.81,107.64,84.53,207.76
2015-03-09,57.12,145.97,106.95,84.6,206.7
2015-03-10,57.67,143.03,105.87,84.58,205.29
2015-03-11,58.13,140.69,105.03,84.67,205.24
2015-03-12,57.74,142.55,105.67,84.61,206.76
2015-03-13,57.74,142.54,105.76,84.66,206.68
2015-03-16,57.37,144.35,106.41,84.66,207.65
2015-03-17,57.22,144.8,106.57,84.63,207.35
2015-03-18,56.45,148.83,108.04,84.75,210.04
2015-03-19,56.0,151.31,108.74,84.78,209.66
2015-03-20,56.09,150.72,108.5,84.8,210.43
2015-03-23,56.17,150.22,108.3,84.79,209.87
2015-03-24,56.31,149.6,108.11,84.83,209.01
2015-03-25,58.11,139.97,104.59,84.78,204.96
2015-03-26,57.86,141.19,105.1,84.8,205.16
2015-03-27,57.27,144.16,106.18,84.83,206.96
2015-03-30,57.12,144.87,106.4,84.83,207.26
2015-03-31,57.55,142.52,105.6,84.85,206.42
2015-04-01,57.8,141.36,105.17,84.88,205.58
2015-04-02,58.2,139.57,104.5,84.95,205.39
2015-04-06,57.42,143.43,105.91,84.88,207.86
2015-04-07,57.42,143.17,105.9,84.88,207.53
2015-04-08,57.01,145.19,106.64,84.86,207.82
2015-04-09,56.64,147.05,107.27,84.86,209.21
2015-04-10,56.37,148.54,107.81,84.83,209.84
2015-04-13,56.55,147.28,107.4,84.94,208.86
2015-04-14,56.52,147.52,107.47,84.9298,210.07
2015-04-15,56.49,147.74,107.59,84.91,210.04
2015-04-16,56.94,145.31,106.68,84.93,208.98
2015-04-17,57.0,144.94,106.54,84.92,209.09
2015-04-20,56.1,149.44,108.22,84.88,210.65
2015-04-21,56.07,149.81,108.34,84.88,210.04
2015-04-22,56.1,149.68,108.3,84.86,210.17
2015-04-23,55.12,155.0,110.19,84.92,211.7
2015-04-24,54.73,157.1,110.96,84.92,212.34
