Date,GLD,IEF,TMF,TQQQ,UUP
2016-08-15,128.47,111.85,112.98,123.64,24.49
2016-08-16,128.51,112.02,114.95,124.22,24.51
2016-08-17,129.12,112.22,115.47,124.34,24.33
2016-08-18,127.97,111.85,113.57,124.17,24.42
2016-08-19,127.78,112.12,116.56,124.29,24.45
2016-08-22,127.78,112.1,116.89,125.03,24.43
2016-08-23,126.32,112.06,116.11,122.62,24.5
2016-08-24,126.23,111.88,28.63,122.04,24.5
2016-08-25,126.05,111.46,28.11,122.63,24.68
2016-08-26,126.3,111.92,29.3,122.97,24.7
2016-08-29,125.03,111.9,29.0,121.86,24.83
2016-08-30,124.78,111.77,29.09,121.54,24.82
2016-08-31,125.29,111.76,29.17,122.08,24.73
2016-09-01,126.57,111.49,28.47,123.51,24.79
2016-09-02,128.71,112.02,29.1,125.8,24.5
2016-09-06,128.27,112.08,29.05,126.03,24.54
2016-09-07,127.59,111.53,27.96,123.87,24.57
2016-09-08,126.71,111.02,26.54,114.48,24.64
2016-09-09,126.58,111.1,26.57,120.35,24.6
2016-09-12,125.75,110.69,25.64,117.51,24.7
2016-09-13,126.18,110.95,25.8,119.02,24.64
2016-09-14,125.37,110.96,25.45,124.54,24.63
2016-09-15,125.06,111.08,26.06,124.4,24.83
2016-09-16,125.32,110.91,25.81,122.77,24.77
2016-09-19,125.44,111.06,26.09,123.45,24.81
2016-09-20,127.27,111.27,26.71,127.04,24.7
2016-09-21,127.57,111.57,27.29,130.01,24.67
2016-09-22,127.65,111.62,27.25,127.67,24.68
2016-09-23,127.55,111.95,27.73,124.5,24.63
2016-09-26,126.62,112.14,28.4,128.03,24.65
2016-09-27,126.22,112.08,28.24,128.73,24.67
2016-09-28,126.07,112.18,28.4,126.0,24.69
2016-09-29,125.64,111.88,27.7,128.59,24.68
2016-09-30,125.32,111.49,27.36,128.3,24.73
2016-10-03,120.97,110.96,26.39,127.57,24.84
2016-10-04,120.78,110.72,26.07,128.9,24.87
2016-10-05,119.66,110.48,25.63,128.7,25.0
2016-10-06,119.74,110.66,25.66,127.86,24.96
2016-10-07,120.16,110.34,25.21,130.15,25.06
2016-10-10,119.55,110.31,25.01,124.77,25.25
2016-10-11,119.74,110.31,25.09,124.51,25.32
2016-10-12,120.03,110.56,25.36,123.05,25.23
2016-10-13,119.36,110.2,24.33,123.33,25.36
2016-10-14,119.68,110.45,24.74,122.48,25.3
2016-10-17,120.42,110.64,25.02,125.62,25.32
2016-10-18,121.11,110.68,25.1,125.67,25.33
2016-10-19,120.74,110.62,25.15,125.14,25.41
2016-10-20,120.83,110.73,25.28,126.5,25.5
2016-10-21,120.56,110.58,24.93,131.11,25.53
2016-10-24,121.47,110.57,25.06,129.8,25.52
2016-10-25,120.79,110.37,24.6,127.31,25.51
2016-10-26,121.01,109.95,23.79,125.53,25.56
2016-10-27,121.58,109.97,23.65,123.36,25.41
2016-10-28,121.94,110.08,24.01,122.66,25.42
2016-10-31,122.73,109.93,24.08,120.14,25.29
2016-11-01,123.64,110.25,24.42,117.01,25.2
2016-11-02,124.3,110.18,23.82,113.64,25.13
2016-11-03,124.39,110.53,24.46,112.35,25.06
2016-11-04,122.15,110.06,23.84,120.4,25.27
2016-11-07,121.64,109.67,23.5,122.76,25.34
2016-11-08,121.56,108.0,20.58,124.48,25.5
2016-11-09,119.75,107.36,19.66,118.56,25.55
2016-11-10,117.1,107.14,19.32,118.46,25.59
2016-11-11,116.11,106.49,18.97,114.46,25.84
2016-11-14,117.12,106.49,19.22,119.76,25.88
2016-11-15,116.77,106.6,19.75,121.71,25.95
2016-11-16,116.17,106.12,18.87,124.53,26.1
2016-11-17,115.15,105.65,18.71,123.13,26.19
2016-11-18,115.58,105.75,18.85,126.83,26.09
2016-11-21,115.54,105.86,18.83,127.97,26.13
2016-11-22,113.25,105.48,18.61,126.43,26.29
2016-11-23,112.61,105.38,18.67,127.65,26.24
2016-11-25,113.8,105.86,19.1,126.94,26.17
2016-11-28,113.27,105.97,19.3,128.16,26.11
2016-11-29,111.75,105.25,18.27,124.01,26.25
2016-11-30,111.54,104.71,17.83,117.2,26.11
2016-12-01,112.14,105.17,18.2,117.67,26.05
2016-12-02,111.54,105.14,18.15,120.39,25.88
2016-12-05,111.43,105.19,18.12,121.26,25.98
2016-12-06,111.83,105.53,18.54,125.76,25.9
2016-12-07,111.57,105.13,17.91,126.53,26.13
2016-12-08,110.4,104.59,17.26,129.49,26.24
2016-12-09,110.82,104.61,17.31,127.69,26.09
2016-12-12,110.45,104.68,17.52,132.68,26.12
2016-12-13,108.83,103.78,16.94,131.71,26.37
2016-12-14,107.34,103.5,17.17,132.51,26.66
2016-12-15,108.05,103.63,17.06,130.9,26.57
2016-12-16,108.59,104.13,17.61,132.5,26.65
2016-12-19,107.79,103.94,17.35,134.1,26.7
2016-12-20,107.85,104.08,17.56,133.63,26.62
2016-12-21,107.59,103.83,17.49,132.47,26.65
2016-12-22,107.93,103.96,17.57,132.88,26.63
2016-12-23,108.56,103.8,17.42,134.82,26.62
2016-12-27,108.86,104.19,17.77,131.7,26.69
2016-12-28,110.29,104.51,17.98,131.06,26.54
2016-12-29,109.61,104.81,18.09,127.23,26.46
2016-12-30,110.47,104.79,18.27,130.31,26.7
2017-01-03,110.86,104.91,18.5,132.53,26.5
2017-01-04,112.58,105.57,19.36,134.88,26.22
2017-01-05,111.75,105.11,18.79,138.3,26.41
2017-01-06,112.67,105.49,19.28,139.7,26.34
2017-01-09,113.15,105.45,19.22,140.5,26.35
2017-01-10,113.5,105.54,19.42,141.58,26.29
2017-01-11,113.91,105.63,19.28,70.43,26.19
2017-01-12,114.21,105.39,19.02,71.24,26.16
2017-01-13,115.85,105.93,19.62,70.57,25.92
2017-01-17,114.87,105.16,18.86,71.05,26.16
2017-01-18,114.77,104.78,18.48,70.86,26.12
2017-01-19,115.05,104.83,18.39,71.32,26.03
2017-01-20,115.79,105.38,18.93,71.48,25.89
2017-01-23,115.27,104.96,18.52,72.97,25.9
2017-01-24,114.32,104.46,17.78,75.1,25.81
2017-01-25,113.26,104.58,18.0,75.41,25.98
2017-01-26,113.49,104.72,18.16,75.77,25.99
2017-01-27,113.97,104.7,18.02,74.05,25.94
2017-01-30,115.55,105.07,18.36,73.64,25.73
2017-01-31,115.2,104.71,18.08,75.04,25.75
2017-02-01,115.84,104.74,18.04,74.85,25.79
2017-02-02,116.13,104.81,18.03,75.5,25.78
2017-02-03,117.7,105.3,18.36,75.78,25.8
2017-02-06,117.46,105.5,18.73,76.56,25.93
2017-02-07,118.19,105.93,19.49,76.99,25.9
2017-02-08,117.29,105.31,18.83,77.79,26.0
2017-02-09,117.6,105.23,18.8,78.56,26.03
2017-02-10,116.8,105.06,18.6,79.94,26.09
2017-02-13,116.93,104.69,18.18,80.69,26.15
2017-02-14,117.45,104.49,17.91,82.08,26.1
2017-02-15,118.08,104.9,18.24,82.01,25.95
2017-02-16,117.68,105.19,18.55,83.04,26.08
2017-02-17,117.75,105.14,18.45,84.36,26.2
2017-02-21,117.91,105.31,18.54,84.37,26.14
2017-02-22,118.94,105.58,18.71,83.46,26.08
2017-02-23,119.7,106.08,19.33,83.91,26.13
2017-02-24,119.12,105.69,18.97,84.16,26.13
2017-02-27,119.23,105.65,19.17,83.5,26.11
2017-02-28,119.06,104.75,18.23,86.2,26.29
2017-03-01,117.58,104.49,18.04,84.84,26.4
2017-03-02,117.51,104.57,18.17,85.28,26.17
2017-03-03,116.72,104.56,17.93,84.69,26.26
2017-03-06,115.78,104.4,17.75,84.27,26.29
2017-03-07,115.06,104.06,17.46,84.7,26.38
2017-03-08,114.47,103.76,17.04,84.96,26.33
2017-03-09,114.72,103.97,17.21,85.89,26.15
2017-03-10,114.74,103.71,16.87,86.39,26.19
2017-03-13,114.12,103.84,17.14,85.75,26.28
2017-03-14,116.25,104.74,17.74,87.25,25.97
2017-03-15,116.73,104.46,17.48,87.2,25.88
2017-03-16,116.99,104.73,17.8,86.99,25.89
2017-03-17,117.57,104.98,18.06,87.25,25.9
2017-03-20,118.54,105.33,18.5,83.36,25.74
2017-03-21,118.83,105.53,18.71,85.0,25.72
2017-03-22,118.67,105.41,18.62,84.32,25.75
2017-03-23,118.86,105.48,18.82,84.78,25.74
2017-03-24,119.53,105.74,19.08,85.23,25.6
2017-03-27,119.04,105.4,18.69,86.83,25.74
2017-03-28,119.33,105.7,19.03,87.98,25.79
2017-03-29,118.47,105.4,18.58,88.42,25.96
2017-03-30,118.72,105.59,18.72,88.21,25.95
2017-03-31,119.35,105.97,19.29,88.02,25.95
2017-04-03,119.62,105.82,18.97,88.42,25.98
2017-04-04,119.62,106.0,19.12,87.41,25.97
2017-04-05,119.18,105.95,19.07,87.48,26.03
2017-04-06,119.46,105.62,18.81,87.38,26.15
2017-04-07,119.46,105.79,19.08,87.48,26.1
2017-04-10,121.19,106.3,19.64,86.38,26.02
2017-04-11,122.02,106.61,19.94,85.24,25.89
2017-04-12,122.6,106.9,20.15,84.23,25.98
2017-04-13,122.24,106.76,19.96,86.23,25.91
2017-04-17,122.82,107.4,20.75,85.98,25.69
2017-04-18,121.73,107.11,20.38,86.28,25.78
2017-04-19,121.96,106.86,20.16,88.37,25.79
2017-04-20,122.31,106.92,20.14,88.33,25.81
2017-04-21,121.48,106.68,19.86,91.54,25.57
2017-04-24,120.25,106.13,19.15,93.57,25.5
2017-04-25,120.84,106.4,19.45,93.16,25.56
2017-04-26,120.39,106.49,19.44,94.79,25.6
2017-04-27,120.77,106.59,19.55,95.33,25.57
2017-04-28,119.67,106.19,19.04,97.73,25.59
2017-05-01,119.65,106.43,19.35,98.31,25.55
2017-05-02,117.98,106.22,19.39,97.34,25.65
2017-05-03,116.79,105.97,19.11,97.44,25.49
2017-05-04,117.01,106.0,19.13,98.5,25.45
2017-05-05,116.75,105.72,18.84,99.09,25.59
2017-05-08,116.05,105.61,18.82,100.18,25.72
2017-05-09,116.04,105.57,18.76,100.34,25.73
2017-05-10,116.5,105.66,18.75,100.1,25.74
2017-05-11,116.83,106.19,19.16,100.75,25.61
2017-05-12,117.14,106.11,19.03,101.69,25.54
2017-05-15,117.65,106.27,19.22,102.97,25.35
2017-05-16,119.79,107.12,20.05,95.18,25.18
2017-05-17,118.81,107.07,20.12,97.59,25.27
2017-05-18,119.4,107.03,20.27,98.77,25.09
2017-05-19,119.9,106.93,20.12,101.33,25.05
2017-05-22,119.14,106.64,19.68,101.58,25.16
2017-05-23,119.61,106.89,20.01,102.98,25.08
2017-05-24,119.48,106.92,20.04,105.69,25.11
2017-05-25,120.54,106.98,20.14,106.14,25.17
2017-05-26,120.14,107.24,20.42,106.36,25.14
2017-05-30,120.62,107.3,20.56,106.23,25.08
2017-05-31,120.72,107.1,20.6,107.5,25.11
2017-06-01,121.61,107.59,21.31,111.17,24.99
2017-06-02,121.73,107.4,20.9,111.08,25.01
2017-06-05,123.1,107.74,21.2,109.82,24.95
2017-06-06,122.45,107.51,20.95,111.02,24.98
2017-06-07,121.65,107.35,20.79,111.32,25.07
2017-06-08,120.54,107.25,20.69,103.27,25.15
2017-06-09,120.36,107.23,20.65,101.4,25.11
2017-06-12,120.48,107.26,20.7,103.77,25.08
2017-06-13,119.82,107.84,21.6,102.38,25.06
2017-06-14,119.32,107.64,21.55,101.0,25.21
2017-06-15,119.34,107.72,21.62,99.79,25.12
2017-06-16,118.43,107.42,21.53,104.62,25.23
2017-06-19,118.18,107.69,22.1,102.25,25.27
2017-06-20,118.52,107.69,22.26,105.22,25.22
2017-06-21,118.92,107.79,22.37,105.1,25.23
2017-06-22,119.43,107.8,22.36,106.28,25.15
2017-06-23,118.36,107.91,22.61,104.87,25.19
2017-06-26,118.81,107.35,21.86,99.1,24.91
2017-06-27,118.9,107.26,21.63,103.26,24.83
2017-06-28,118.32,106.89,21.13,98.0,24.71
2017-06-29,118.02,106.62,20.95,97.66,24.75
2017-06-30,116.09,106.09,20.75,95.0,24.9
2017-07-03,116.52,106.13,20.78,97.71,24.91
2017-07-05,116.47,105.95,20.27,95.13,24.8
2017-07-06,115.28,105.8,19.92,97.98,24.84
2017-07-07,115.47,105.92,19.96,100.03,24.85
2017-07-10,115.62,106.06,20.07,100.85,24.76
2017-07-11,116.03,106.38,20.5,104.44,24.76
2017-07-12,115.82,106.24,20.08,105.13,24.77
2017-07-13,116.77,106.41,20.18,107.6,24.62
2017-07-14,117.29,106.54,20.31,107.66,24.62
2017-07-17,118.11,106.94,20.85,109.8,24.49
2017-07-18,118.08,106.92,20.9,111.81,24.55
2017-07-19,118.24,106.95,21.05,112.23,24.4
2017-07-20,119.26,107.17,21.32,112.06,24.32
2017-07-21,119.31,107.06,21.09,113.52,24.33
2017-07-24,118.92,106.48,20.28,112.76,24.37
2017-07-25,119.88,106.81,20.37,113.77,24.23
2017-07-26,119.79,106.64,20.02,111.74,24.32
2017-07-27,120.69,106.83,20.39,111.38,24.17
2017-07-28,120.75,106.84,20.44,109.93,24.07
2017-07-31,120.65,106.95,20.86,110.65,24.11
2017-08-01,120.4,106.85,20.9,111.46,24.08
2017-08-02,120.59,107.22,21.57,110.3,24.02
2017-08-03,119.65,106.93,21.01,110.73,24.23
2017-08-04,119.51,106.99,21.07,112.69,24.22
2017-08-07,119.86,106.9,20.88,112.27,24.26
2017-08-08,121.31,107.03,21.2,111.83,24.24
2017-08-09,122.21,107.43,21.74,104.57,24.2
2017-08-10,122.79,107.55,21.73,106.96,24.11
2017-08-11,121.92,107.29,21.46,111.12,24.21
2017-08-14,120.98,106.97,21.16,111.32,24.32
2017-08-15,121.87,107.17,21.4,111.9,24.24
2017-08-16,122.49,107.55,21.85,105.02,24.29
2017-08-17,122.3,107.57,21.84,104.65,24.21
2017-08-18,122.76,107.64,22.02,104.46,24.14
2017-08-21,122.21,107.43,21.75,109.11,24.24
2017-08-22,122.67,107.8,22.19,107.89,24.14
2017-08-23,122.29,107.63,21.91,106.99,24.19
2017-08-24,122.74,107.81,22.16,106.27,23.99
2017-08-25,124.69,107.91,22.14,107.2,23.92
2017-08-28,124.42,108.16,22.36,108.52,23.95
2017-08-29,124.36,108.07,22.34,112.28,24.1
2017-08-30,125.82,108.24,22.51,115.47,24.03
2017-08-31,126.06,107.76,22.03,115.39,24.08
2017-09-01,127.46,108.51,23.03,112.3,23.95
2017-09-05,126.81,108.25,22.63,113.27,23.93
2017-09-06,128.13,108.72,23.33,113.97,23.76
2017-09-07,127.97,108.64,23.18,111.16,23.7
2017-09-08,126.19,108.02,22.35,114.7,23.86
2017-09-11,126.56,107.76,21.99,115.67,23.85
2017-09-12,125.61,107.54,21.74,116.15,23.99
2017-09-13,126.16,107.56,21.99,114.19,23.92
2017-09-14,125.53,107.69,22.01,115.11,23.84
2017-09-15,124.36,107.27,21.65,114.83,23.9
2017-09-18,124.62,107.15,21.45,115.32,23.83
2017-09-19,123.62,106.94,21.52,114.36,24.02
2017-09-20,122.68,106.8,21.46,112.16,23.95
2017-09-21,123.24,106.99,21.64,111.88,23.93
2017-09-22,124.53,107.31,22.01,108.37,24.07
2017-09-25,123.14,107.22,21.95,109.11,24.15
2017-09-26,121.98,106.67,20.97,112.07,24.27
2017-09-27,122.21,106.65,20.73,111.88,24.2
2017-09-28,121.58,106.52,20.87,114.25,24.18
2017-09-29,120.77,106.24,20.75,114.57,24.32
2017-10-02,120.83,106.39,20.77,115.29,24.31
2017-10-03,121.17,106.36,20.82,115.59,24.28
2017-10-04,120.52,106.25,20.58,118.92,24.41
2017-10-05,121.09,106.12,20.4,119.35,24.37
2017-10-06,122.08,106.24,20.58,119.05,24.33
2017-10-09,122.4,106.28,20.7,119.3,24.2
2017-10-10,122.79,106.4,20.83,120.34,24.13
2017-10-11,122.89,106.5,21.07,119.69,24.18
2017-10-12,123.82,106.86,21.54,121.03,24.18
2017-10-13,122.97,106.68,21.5,122.28,24.24
2017-10-16,122.13,106.64,21.58,122.71,24.3
2017-10-17,121.67,106.37,21.15,122.24,24.27
2017-10-18,122.39,106.48,21.22,120.89,24.21
2017-10-19,121.61,106.04,20.59,121.77,24.35
2017-10-20,121.8,106.14,20.66,119.5,24.38
2017-10-23,121.33,105.82,20.3,120.11,24.42
2017-10-24,121.35,105.65,20.01,118.65,24.36
2017-10-25,120.33,105.51,19.8,117.55,24.62
2017-10-26,120.9,105.85,20.18,127.68,24.68
2017-10-27,121.13,106.23,20.76,128.59,24.56
2017-10-30,120.67,106.16,20.76,129.95,24.58
2017-10-31,121.11,106.06,21.05,129.78,24.63
2017-11-01,121.19,106.2,21.32,129.12,24.63
2017-11-02,120.62,106.37,21.51,132.72,24.69
2017-11-03,121.65,106.5,21.73,134.07,24.63
2017-11-06,121.21,106.54,21.97,134.29,24.67
2017-11-07,121.63,106.41,21.85,135.97,24.66
2017-11-08,122.13,106.37,21.67,133.79,24.56
2017-11-09,121.13,105.83,20.72,133.75,24.54
2017-11-10,121.31,105.78,20.81,134.15,24.56
2017-11-13,121.56,105.93,21.2,132.8,24.39
2017-11-14,121.41,106.31,21.94,130.85,24.38
2017-11-15,121.4,106.04,21.36,135.75,24.41
2017-11-16,122.86,106.18,21.79,134.23,24.34
2017-11-17,121.31,106.01,21.8,133.9,24.46
2017-11-20,121.51,106.03,21.97,138.12,24.43
2017-11-21,122.63,106.37,22.21,138.67,24.24
2017-11-22,122.32,106.28,22.02,140.23,24.13
2017-11-24,122.83,106.35,21.92,140.0,24.16
2017-11-27,122.81,106.37,21.98,141.03,24.26
2017-11-28,122.04,106.03,21.37,133.78,24.25
2017-11-29,121.1,105.7,21.12,137.1,24.19
2017-11-30,121.59,105.93,21.98,135.27,24.17
2017-12-01,121.18,105.88,22.04,130.6,24.25
2017-12-04,120.32,105.96,22.33,130.79,24.29
2017-12-05,120.07,106.18,22.57,132.52,24.35
2017-12-06,118.49,105.99,22.09,133.83,24.4
2017-12-07,118.48,105.91,22.04,135.6,24.44
2017-12-08,118.01,105.84,21.92,138.71,24.44
2017-12-11,118.15,105.75,21.87,138.19,24.48
2017-12-12,119.17,106.18,22.34,138.88,24.31
2017-12-13,118.93,106.14,22.64,138.68,24.33
2017-12-14,119.18,106.12,22.87,143.19,24.43
2017-12-15,119.73,105.88,22.25,146.87,24.37
2017-12-18,119.82,105.4,21.37,144.48,24.3
2017-12-19,120.14,105.09,20.61,143.88,24.27
2017-12-20,120.31,105.0,20.97,143.81,24.26
2017-12-21,120.94,105.04,21.07,143.33,24.27
2017-12-22,121.77,105.08,21.24,141.01,24.25
2017-12-26,122.23,105.53,22.05,141.01,24.2
2017-12-27,122.85,105.4,22.02,141.39,24.13
2017-12-28,123.65,105.57,22.11,138.72,24.03
2017-12-29,125.15,105.22,21.38,145.84,23.93
2018-01-02,124.82,105.33,21.64,150.11,24.02
2018-01-03,125.46,105.28,21.67,150.99,23.94
2018-01-04,125.33,105.15,21.5,155.55,23.96
2018-01-05,125.31,105.1,21.44,157.28,24.07
2018-01-08,124.73,104.6,20.55,157.4,24.12
2018-01-09,125.03,104.57,20.51,156.28,24.06
2018-01-10,125.44,104.64,20.76,159.41,23.96
2018-01-11,126.96,104.57,20.85,162.79,23.71
2018-01-12,127.17,104.62,21.07,161.53,23.58
2018-01-16,126.14,104.39,21.05,166.62,23.64
2018-01-17,125.86,104.06,20.46,166.78,23.61
2018-01-18,126.42,103.79,20.12,168.38,23.65
2018-01-19,126.65,103.75,20.12,173.64,23.57
2018-01-22,127.28,104.05,20.41,178.04,23.51
2018-01-23,128.83,103.85,20.1,174.43,23.28
2018-01-24,127.97,104.08,20.6,174.21,23.31
2018-01-25,128.07,103.77,20.31,181.99,23.26
2018-01-26,127.35,103.51,19.94,179.58,23.32
2018-01-29,126.8,103.27,19.57,174.99,23.28
2018-01-30,127.65,103.3,19.95,177.15,23.25
2018-01-31,128.07,102.6,19.04,172.72,23.13
2018-02-01,126.39,102.22,18.51,162.17,23.27
2018-02-02,126.71,103.06,19.06,143.45,23.37
2018-02-05,125.38,102.61,18.68,154.51,23.42
2018-02-06,124.79,102.31,18.14,148.4,23.6
2018-02-07,124.98,102.4,18.1,130.01,23.6
2018-02-08,124.77,102.22,17.72,136.13,23.62
2018-02-09,125.37,102.19,17.99,143.75,23.54
2018-02-12,126.08,102.36,18.17,145.5,23.41
2018-02-13,128.23,101.74,17.61,154.02,23.23
2018-02-14,128.38,101.77,17.79,162.07,23.13
2018-02-15,127.96,102.01,18.05,160.26,23.29
2018-02-16,126.24,101.9,17.8,161.06,23.44
2018-02-20,125.66,101.6,17.18,159.61,23.53
2018-02-21,126.3,101.74,17.31,159.64,23.45
2018-02-22,126.14,102.13,17.77,169.15,23.5
2018-02-23,126.45,102.25,17.79,175.94,23.47
2018-02-26,125.13,101.93,17.72,169.64,23.62
2018-02-27,125.0,102.17,18.04,166.23,23.69
2018-02-28,124.72,102.45,18.42,158.23,23.61
2018-03-01,125.39,102.07,17.93,162.58,23.51
2018-03-02,125.18,101.94,17.84,167.68,23.51
2018-03-05,126.53,101.93,17.86,169.8,23.45
2018-03-06,125.72,101.93,17.81,171.07,23.43
2018-03-07,125.42,102.14,18.1,173.62,23.58
2018-03-08,125.54,101.92,17.75,183.73,23.55
2018-03-09,125.54,102.16,18.06,186.48,23.52
2018-03-12,125.78,102.33,18.34,179.71,23.46
2018-03-13,125.7,102.53,18.81,179.1,23.47
2018-03-14,124.9,102.49,18.81,178.3,23.56
2018-03-15,124.6,102.37,18.58,177.12,23.62
2018-03-16,124.87,102.27,18.44,166.0,23.52
2018-03-19,124.31,102.07,18.17,167.22,23.66
2018-03-20,126.48,102.14,18.2,164.8,23.47
2018-03-21,125.98,102.56,18.76,152.76,23.5
2018-03-22,127.61,102.7,18.7,140.42,23.42
2018-03-23,128.28,102.42,18.5,156.22,23.31
2018-03-26,127.49,103.0,19.08,141.24,23.42
2018-03-27,125.73,102.98,19.21,136.37,23.63
2018-03-28,125.79,103.19,19.53,143.92,23.61
2018-03-29,127.26,103.12,19.63,131.14,23.6
2018-04-02,126.3,102.79,19.16,135.54,23.64
2018-04-03,126.45,102.73,19.04,141.95,23.63
2018-04-04,125.8,102.47,18.63,144.18,23.72
2018-04-05,126.39,102.92,19.23,133.42,23.63
2018-04-06,126.82,102.94,19.31,136.09,23.57
2018-04-09,127.12,102.76,19.22,145.08,23.51
2018-04-10,128.11,102.86,19.4,142.64,23.49
2018-04-11,126.62,102.49,19.0,147.64,23.54
2018-04-12,127.45,102.58,19.13,145.45,23.54
2018-04-13,127.63,102.53,19.12,148.66,23.46
2018-04-16,127.75,102.59,19.28,158.17,23.46
2018-04-17,127.85,102.19,18.79,159.27,23.51
2018-04-18,127.6,101.91,18.38,154.94,23.58
2018-04-19,126.63,101.57,17.95,147.51,23.72
2018-04-20,125.62,101.47,17.97,146.35,23.87
2018-04-23,126.23,101.35,17.69,137.02,23.84
2018-04-24,125.41,101.13,17.37,137.56,23.94
2018-04-25,124.97,101.42,17.73,146.09,24.05
2018-04-26,125.5,101.59,18.1,146.43,24.03
2018-04-27,124.59,101.7,18.22,143.31,24.13
2018-04-30,123.71,101.35,18.0,147.97,24.29
2018-05-01,123.65,101.37,17.93,145.39,24.4
2018-05-02,124.28,101.63,18.18,145.4,24.3
2018-05-03,124.54,101.64,18.28,153.58,24.33
2018-05-04,124.57,101.59,18.19,157.23,24.38
2018-05-07,124.59,101.42,18.11,156.71,24.47
2018-05-08,124.33,101.19,17.82,161.96,24.47
2018-05-09,125.18,101.4,18.22,167.0,24.36
2018-05-10,125.0,101.41,18.36,166.5,24.32
2018-05-11,124.49,101.19,18.08,167.24,24.35
2018-05-14,122.48,100.63,17.44,161.83,24.5
2018-05-15,122.29,100.42,17.26,164.81,24.56
2018-05-16,122.36,100.36,16.97,162.95,24.59
2018-05-17,122.41,100.75,17.41,160.34,24.64
2018-05-18,122.48,100.82,17.44,163.14,24.62
2018-05-21,122.41,100.78,17.36,162.29,24.61
2018-05-22,122.54,101.24,17.74,166.37,24.71
2018-05-23,123.59,101.5,18.12,55.41,24.68
2018-05-24,123.21,101.9,18.51,55.55,24.8
2018-05-25,123.19,103.0,19.68,54.84,24.97
2018-05-29,123.37,102.56,19.28,56.01,24.78
2018-05-30,123.1,102.51,19.18,55.89,24.76
2018-05-31,122.49,101.93,18.89,58.49,24.8
2018-06-01,122.37,101.57,18.47,59.99,24.78
2018-06-04,122.85,101.83,18.62,60.61,24.75
2018-06-05,122.92,101.42,18.17,61.61,24.68
2018-06-06,122.86,101.85,18.7,60.18,24.63
2018-06-07,123.01,101.71,18.5,60.14,24.64
2018-06-08,123.23,101.61,18.41,60.61,24.66
2018-06-11,122.82,101.55,18.39,61.57,24.71
2018-06-12,123.19,101.43,18.37,61.5,24.67
2018-06-13,123.38,101.75,18.82,63.37,24.99
2018-06-14,121.34,101.83,18.85,62.74,24.97
2018-06-15,121.11,101.88,18.83,62.6,24.97
2018-06-18,120.8,102.15,19.05,62.04,25.04
2018-06-19,120.26,101.82,18.57,63.34,25.06
2018-06-20,120.05,102.09,18.81,61.7,24.99
2018-06-21,120.34,102.11,18.84,61.08,24.9
2018-06-22,119.89,102.25,18.94,57.18,24.86
2018-06-25,119.26,102.3,19.01,57.81,24.99
2018-06-26,118.58,102.69,19.55,55.49,25.14
2018-06-27,118.22,102.59,19.57,56.85,25.14
2018-06-28,118.65,102.51,19.36,57.11,24.94
2018-06-29,117.46,102.25,19.33,58.39,25.06
2018-07-02,118.65,102.51,19.6,56.38,24.98
2018-07-03,119.05,102.52,19.8,58.45,24.9
2018-07-05,118.86,102.61,19.98,61.08,24.82
2018-07-06,119.15,102.35,19.6,62.78,24.83
2018-07-09,118.93,102.27,19.61,62.93,24.84
2018-07-10,117.64,102.48,19.81,62.01,25.01
2018-07-11,118.13,102.44,19.82,65.07,25.03
2018-07-12,117.61,102.61,19.95,65.26,25.0
2018-07-13,117.55,102.44,19.69,64.82,24.96
2018-07-16,116.28,102.38,19.56,66.02,25.07
2018-07-17,116.31,102.3,19.34,65.6,25.1
2018-07-18,115.81,102.58,19.69,64.63,25.15
2018-07-19,116.56,102.22,18.99,64.54,24.95
2018-07-20,116.0,101.72,18.29,65.1,24.99
2018-07-23,116.04,101.79,18.48,65.93,25.0
2018-07-24,116.68,101.72,18.37,68.68,24.88
2018-07-25,115.77,101.61,18.28,65.68,25.05
2018-07-26,115.83,101.77,18.35,62.94,25.02
2018-07-27,115.65,101.64,18.16,60.23,24.93
2018-07-30,115.99,101.78,18.45,61.43,24.98
2018-07-31,115.14,101.34,18.01,62.27,25.01
2018-08-01,114.52,101.46,18.08,64.75,25.15
2018-08-02,114.92,101.72,18.32,65.33,25.17
2018-08-03,114.33,101.77,18.37,66.53,25.21
2018-08-06,114.59,101.56,18.09,67.18,25.18
2018-08-07,114.91,101.65,18.14,67.36,25.15
2018-08-08,114.74,101.93,18.57,67.3,25.3
2018-08-09,114.69,102.37,18.97,65.73,25.48
2018-08-10,112.96,102.34,18.89,65.54,25.49
2018-08-13,113.07,102.24,18.74,66.75,25.59
2018-08-14,111.19,102.49,19.05,64.32,25.59
2018-08-15,111.1,102.46,19.05,64.91,25.57
2018-08-16,112.13,102.5,19.12,64.9,25.44
2018-08-17,112.69,102.82,19.49,64.77,25.38
2018-08-20,113.02,102.68,19.31,65.44,25.23
2018-08-21,113.27,102.87,19.52,66.2,25.16
2018-08-22,112.2,102.86,19.61,65.87,25.32
2018-08-23,114.16,102.89,19.73,67.7,25.2
2018-08-24,114.59,102.66,19.36,69.74,25.1
2018-08-27,113.68,102.43,19.02,70.05,25.1
2018-08-28,114.2,102.4,19.09,72.5,25.06
2018-08-29,113.64,102.59,19.21,72.09,25.08
2018-08-30,113.51,102.61,19.07,72.3,25.19
2018-08-31,112.93,102.17,18.74,71.44,25.3
