Date,AGG,BIL,BTAL,CURE,DBC,DGRO,EEM,EFA,EPI,ERX,EUO,EWZ,GLD,MVV,PUI,QLD,SCHD,SHY,SOXL,SOXS,SPXL,SPXS,SPXU,SQQQ,SVXY,TECL,TECS,TMF,TMV,TNA,TQQQ,UCO,UGL,UPRO,USD,USDU,UUP,UVXY,VIXM,VIXY,YCS
2014-06-12,108.75,45.75,19.31,83.88,26.42,24.73,43.45,69.74,22.41,120.0,17.46,49.44,122.55,68.62,22.06,109.81,38.02,84.45,108.66,21.15,72.96,27.16,49.69,45.57,79.01,108.28,16.22,58.44,51.14,75.06,70.91,39.42,45.93,110.3,72.9,24.89,21.52,33.95,16.61,21.41,65.95
2014-06-13,108.87,45.75,19.41,84.17,26.44,24.8,43.48,69.61,22.23,123.85,17.43,49.6,122.88,68.67,22.48,109.16,38.17,84.47,108.97,21.03,72.89,27.14,49.71,45.98,79.58,108.66,16.22,59.55,50.16,74.75,70.26,39.53,45.78,110.18,74.47,24.77,21.5,33.52,16.4,21.29,65.69
2014-06-16,108.73,45.76,19.35,84.34,26.59,24.9,43.32,69.77,22.26,124.99,17.38,48.73,122.22,69.88,22.62,110.01,38.39,84.44,113.47,20.1,74.04,26.74,48.98,45.43,83.09,109.58,15.98,58.75,50.76,77.51,71.13,39.62,45.1,111.79,75.22,24.83,21.5,30.71,16.18,20.36,66.04
2014-06-18,109.0,45.76,19.31,86.45,26.75,25.11,43.73,70.73,22.28,127.12,17.24,49.81,124.35,70.95,22.95,111.36,38.67,84.49,112.99,20.42,75.85,26.08,47.78,44.63,87.83,111.84,15.67,59.96,49.86,80.06,72.39,39.26,46.62,114.57,74.83,24.73,21.41,27.19,15.72,19.22,65.62
2014-06-19,108.73,45.77,19.2,87.04,26.87,25.22,43.5,70.56,22.09,131.04,17.36,49.43,126.32,70.84,22.92,111.02,38.85,84.48,112.33,20.2,76.33,25.89,47.35,44.84,87.15,110.69,15.94,57.43,51.82,79.48,72.04,39.87,48.25,115.5,75.6,24.7,21.47,27.66,15.81,19.36,65.98
2014-06-20,108.99,45.76,18.84,88.59,26.93,25.14,43.54,70.23,22.14,135.9,17.32,49.65,126.65,71.11,22.88,111.1,38.6,84.5,113.56,20.25,76.4,25.91,47.44,44.79,85.96,109.78,16.02,59.26,50.3,80.67,72.05,39.97,48.5,115.36,75.48,24.67,21.43,28.27,15.95,19.66,65.6
2014-06-23,109.01,45.77,19.26,88.45,26.8,25.09,43.6,70.21,22.38,134.71,17.26,49.39,127.17,70.71,23.04,111.12,38.5,84.47,111.22,20.45,75.85,26.09,47.75,44.71,86.68,110.29,15.9,59.25,50.17,79.18,72.19,39.62,48.83,114.59,74.39,24.65,21.41,27.72,15.88,19.34,65.74
2014-06-24,109.2,45.76,19.27,88.68,26.77,24.91,43.13,67.9,22.39,126.08,17.19,48.78,126.79,69.53,22.93,110.3,38.2,84.54,108.5,20.98,74.43,26.59,48.66,45.15,83.1,108.15,16.21,60.74,48.89,75.85,71.5,39.69,48.61,112.32,74.73,24.65,21.39,30.15,15.98,20.25,65.45
2014-06-25,109.45,45.77,19.13,91.19,26.8,25.05,43.25,68.06,22.2,129.0,17.24,48.13,126.88,70.11,23.13,111.96,38.23,84.56,108.31,20.83,75.14,26.29,48.14,44.11,85.64,109.85,15.89,61.8,48.16,77.78,73.21,39.62,48.56,113.52,74.67,24.57,21.38,28.2,15.66,19.61,65.03
2014-06-27,109.47,45.76,19.2,90.87,26.68,25.08,43.37,68.16,22.53,129.5,17.13,48.0,126.53,71.16,23.19,113.16,38.39,84.54,109.75,20.64,76.05,25.99,47.58,43.36,87.58,112.0,15.58,61.5,48.33,80.06,74.36,39.31,48.24,114.81,75.15,24.61,21.33,27.09,15.5,19.19,64.94
2014-06-30,109.11,45.76,19.25,90.01,26.5,25.08,43.55,68.68,22.66,131.11,17.08,47.94,127.99,72.35,23.28,114.35,38.33,84.54,113.9,19.84,76.6,25.78,47.22,42.64,89.12,112.4,15.34,60.23,49.25,82.09,75.57,39.46,49.49,115.66,75.85,24.56,21.28,26.16,15.33,18.86,65.18
2014-07-01,108.93,45.76,19.07,93.74,26.45,25.2,43.82,68.95,23.19,129.8,17.17,47.69,127.76,72.89,23.08,116.28,38.49,84.46,118.73,19.44,77.56,25.43,46.59,41.58,90.73,116.09,15.09,58.85,50.4,83.7,77.4,38.79,49.22,117.1,77.97,24.52,21.33,25.11,15.13,18.5,65.43
2014-07-02,108.54,45.76,19.2,96.52,26.43,25.23,43.78,69.03,23.09,131.16,17.24,46.97,126.81,72.58,22.73,117.32,38.65,84.44,118.9,18.88,78.39,25.17,46.07,41.1,93.09,116.76,14.99,56.94,52.0,83.8,78.38,38.27,48.49,118.45,78.75,24.7,21.4,23.92,14.91,18.04,66.01
2014-07-03,108.68,45.76,19.09,95.56,26.31,25.28,44.07,68.7,23.5,131.05,17.3,48.0,126.52,72.75,22.75,117.67,38.65,84.41,121.02,18.47,78.43,25.15,46.05,40.84,91.87,117.64,14.87,58.2,50.79,83.48,78.83,38.12,48.51,118.51,78.78,24.72,21.41,24.44,14.95,18.26,65.66
2014-07-07,108.84,45.77,19.48,93.62,26.23,25.19,44.11,68.28,22.51,127.66,17.29,48.2,127.29,71.41,22.74,116.86,38.61,84.43,117.81,19.34,77.63,25.39,46.54,41.26,89.97,117.0,14.96,59.82,49.44,79.48,77.95,38.09,48.84,117.23,78.51,24.63,21.4,25.37,15.22,18.6,65.27
2014-07-08,108.88,45.77,19.44,92.26,26.04,25.18,43.95,67.89,22.31,127.95,17.27,48.01,127.54,70.81,22.87,115.07,38.56,84.41,117.63,19.63,77.18,25.53,46.81,42.19,90.71,115.1,15.19,60.36,48.88,77.75,76.12,37.28,49.01,116.46,77.02,24.6,21.38,25.14,15.13,18.51,65.43
2014-07-09,109.18,45.76,19.58,89.68,25.97,25.05,43.52,66.97,22.01,127.18,17.27,48.16,129.15,68.65,22.79,113.24,38.33,84.5,113.54,20.08,75.38,26.15,47.89,43.17,86.19,111.91,15.59,61.84,47.75,72.65,74.29,36.81,50.22,113.82,76.09,24.63,21.37,27.56,15.28,19.41,64.67
2014-07-10,109.16,45.76,19.52,93.07,25.91,25.02,43.74,67.34,21.71,125.58,17.29,48.43,128.41,69.75,22.87,115.95,38.57,84.54,117.64,19.3,76.55,25.73,47.17,41.68,88.22,116.38,15.03,61.47,48.04,74.78,77.02,36.69,49.94,115.66,78.28,24.57,21.38,26.47,15.08,19.03,64.85
2014-07-11,109.11,45.76,19.5,94.35,25.71,25.13,44.15,68.11,21.7,124.85,17.23,49.27,125.52,70.6,22.75,117.94,38.71,84.51,119.43,18.59,78.14,25.18,46.15,40.6,90.94,119.0,14.68,61.5,48.04,77.15,78.95,35.68,47.42,118.0,79.2,24.64,21.39,24.82,14.84,18.42,65.22
2014-07-14,108.99,45.75,19.63,94.48,25.69,25.2,44.27,68.03,22.04,125.63,17.27,49.78,125.86,70.08,22.54,118.68,38.75,84.5,119.92,18.92,78.25,25.13,46.08,40.21,92.01,120.38,14.52,60.61,48.68,75.44,79.75,35.23,47.74,118.26,79.31,24.63,21.38,24.11,14.71,18.15,65.28
2014-07-15,109.01,45.75,19.64,93.06,25.72,25.29,44.43,68.28,22.37,126.39,17.46,50.03,124.99,70.32,22.52,119.14,38.8,84.48,120.63,18.65,78.75,25.0,45.84,39.96,92.16,121.8,14.35,60.96,48.42,74.48,80.24,35.69,47.06,118.86,80.99,24.72,21.49,23.85,14.64,18.08,65.32
2014-07-16,109.22,45.75,19.05,89.31,25.72,25.22,43.97,67.85,22.37,130.3,17.47,49.18,125.55,69.02,22.55,117.72,38.9,84.5,119.07,19.2,77.85,25.3,46.35,40.68,90.53,121.91,14.37,62.91,46.87,71.45,78.78,37.2,47.46,117.51,83.31,24.82,21.48,24.79,14.79,18.42,65.04
2014-07-17,109.28,45.76,19.61,87.82,25.67,25.05,44.1,67.5,22.24,125.26,17.54,50.14,125.78,68.31,22.54,116.5,38.7,84.5,114.0,19.72,76.55,25.66,47.03,41.23,86.67,119.03,14.61,64.06,46.0,69.9,77.58,37.09,47.79,115.77,80.56,24.61,21.51,26.68,14.88,19.16,64.95
2014-07-18,109.35,45.75,19.63,91.07,25.56,25.22,43.94,67.46,22.3,125.17,17.49,50.45,126.53,69.11,22.54,118.35,38.77,84.49,116.95,19.02,77.39,25.36,46.47,40.2,88.4,121.65,14.34,64.25,45.84,71.31,79.33,37.15,48.29,116.96,82.44,24.71,21.48,25.49,14.82,18.76,64.86
2014-07-21,109.5,45.75,19.5,94.01,25.57,25.18,44.82,68.2,22.75,129.88,17.62,51.06,125.72,70.15,22.55,120.96,38.95,84.52,118.95,18.89,79.04,24.81,45.45,38.9,89.28,124.9,13.87,65.0,45.25,74.21,81.92,37.58,47.59,119.45,83.94,24.71,21.53,24.77,14.76,18.49,64.99
2014-07-23,109.36,45.75,19.61,94.0,25.55,25.12,44.76,68.12,22.41,130.64,17.7,51.18,124.5,69.28,22.5,120.17,38.81,84.47,106.9,20.88,78.57,24.96,45.74,39.25,87.0,124.0,14.0,64.66,45.44,71.82,81.22,36.51,46.66,118.75,79.75,24.74,21.61,26.02,14.99,18.99,65.52
2014-07-25,109.37,45.75,19.65,94.04,25.65,25.08,44.85,67.96,22.32,128.25,17.7,51.15,125.46,69.14,22.52,120.53,38.73,84.47,102.8,21.35,78.16,25.09,45.98,39.01,86.27,124.66,14.0,65.13,45.09,71.82,81.66,36.5,47.49,118.07,76.93,24.81,21.62,26.4,15.09,19.14,65.49
2014-07-28,108.9,45.76,19.7,93.96,25.43,24.78,44.05,67.03,22.04,122.18,17.84,48.8,123.85,67.34,22.08,119.04,38.1,84.42,101.47,21.94,75.69,25.88,47.46,39.79,82.4,121.22,14.24,61.72,47.4,69.63,80.0,35.31,46.13,114.31,77.74,24.95,21.73,28.88,15.17,20.01,66.9
2014-07-31,108.89,45.76,19.7,89.87,25.22,24.38,43.96,66.3,21.74,115.11,17.75,48.47,124.54,65.29,21.84,115.64,37.49,84.5,97.0,22.41,72.07,27.13,49.69,41.47,77.13,116.83,14.84,62.23,47.0,66.8,76.58,33.87,46.63,108.82,75.24,24.92,21.7,32.1,15.44,21.18,66.61
2014-08-01,109.2,45.75,19.66,90.4,25.22,24.4,44.25,66.4,22.0,113.57,17.75,49.12,124.36,65.65,21.87,115.81,37.6,84.53,99.87,22.0,72.45,26.94,49.44,41.36,74.55,116.52,14.91,63.81,45.87,66.86,76.68,34.0,46.52,109.4,75.63,24.92,21.69,34.01,15.84,21.84,66.46
2014-08-04,109.47,45.76,19.65,84.17,25.36,24.31,43.51,64.84,21.59,110.76,17.83,47.66,126.08,65.22,21.84,114.42,37.29,84.6,95.25,23.11,70.71,27.51,50.52,41.97,69.92,112.39,15.34,66.23,44.08,66.97,75.44,34.06,47.93,106.82,73.35,24.95,21.72,37.82,16.58,23.11,65.58
2014-08-08,109.4,45.76,19.5,88.7,25.31,24.61,43.93,65.56,21.78,116.9,17.82,48.45,125.84,67.0,22.01,116.59,37.82,84.59,98.89,22.07,73.54,26.43,48.51,40.82,74.14,115.66,14.98,65.68,44.47,69.76,77.5,34.05,47.7,111.05,75.0,24.92,21.71,33.3,16.2,21.7,65.84
2014-08-11,109.44,45.75,19.56,88.75,25.17,24.62,44.67,65.88,21.95,114.8,17.82,49.23,126.35,66.98,21.95,118.0,37.82,84.59,100.93,21.68,73.92,26.29,48.25,40.08,78.03,116.7,14.68,64.39,45.3,69.9,78.91,33.73,47.99,111.67,75.82,24.98,21.72,29.86,15.75,20.57,66.16
2014-08-13,109.65,45.76,19.48,90.86,25.02,24.76,44.58,66.1,22.2,114.44,17.82,48.29,126.28,67.77,22.16,119.75,38.0,84.61,103.0,21.16,74.87,25.96,47.62,39.18,81.36,119.33,14.43,66.17,44.12,70.92,80.66,33.33,48.08,113.1,78.27,24.93,21.72,27.09,15.32,19.63,66.19
2014-08-14,109.7,45.76,19.51,95.0,24.85,24.9,44.73,66.51,22.26,112.98,17.82,49.06,124.52,68.9,22.33,122.03,38.25,84.59,105.57,20.55,76.39,25.4,46.63,38.07,84.63,120.8,14.2,67.4,43.2,72.68,82.92,32.09,46.71,115.37,79.36,24.87,21.71,25.0,15.12,18.88,66.6
2014-08-15,109.76,45.75,19.39,96.62,24.8,25.06,44.96,66.6,22.72,116.47,17.99,50.04,125.0,69.95,22.5,124.31,38.47,84.62,108.35,20.1,77.88,24.88,45.69,36.96,87.14,124.49,13.86,68.0,42.72,74.0,85.33,31.68,46.93,117.75,80.48,25.0,21.8,23.51,14.74,18.32,66.59
2014-08-19,109.61,45.75,19.2,100.32,24.88,25.36,44.85,66.81,22.7,117.99,18.34,50.77,122.92,71.72,22.62,127.16,38.75,84.5,117.03,18.72,80.75,24.01,44.1,35.71,87.39,129.67,13.39,68.7,42.3,75.5,88.32,31.41,45.5,121.95,84.5,25.09,22.0,23.27,14.7,18.26,68.26
2014-08-25,109.73,45.75,19.17,102.3,24.97,25.41,45.43,67.19,22.78,122.29,18.37,52.27,123.6,72.0,22.61,127.22,38.86,84.54,113.41,19.18,81.0,23.93,43.89,35.73,86.29,127.75,13.34,69.03,42.0,77.41,88.36,31.8,46.03,122.39,82.76,25.12,21.99,23.94,14.98,18.48,68.07
2014-08-27,109.55,45.75,19.15,103.47,24.87,25.44,45.03,66.88,23.1,122.74,18.53,53.03,121.97,72.54,23.04,128.45,38.96,84.55,118.59,18.44,81.71,23.7,43.5,35.18,85.06,129.05,13.25,68.73,42.06,77.53,89.66,32.03,44.75,123.34,85.33,25.21,22.11,24.55,15.06,18.73,69.16
2014-09-02,109.44,45.75,19.2,104.7,24.81,25.38,45.71,67.22,23.36,120.29,18.8,53.47,122.48,72.5,22.91,127.66,38.92,84.51,117.91,18.41,81.42,23.77,43.63,35.46,86.01,127.43,13.35,67.54,42.78,77.07,88.77,32.16,45.17,123.04,85.03,25.26,22.19,23.99,14.95,18.52,69.42
2014-09-04,109.17,45.75,19.28,104.0,24.39,25.46,45.03,66.21,23.31,111.56,19.22,50.99,120.58,72.3,22.93,128.47,38.9,84.46,121.88,17.92,80.98,23.9,43.87,35.11,86.34,129.2,13.2,65.56,43.96,76.28,89.7,31.0,43.71,122.24,86.93,25.54,22.48,23.86,14.88,18.43,71.23
2014-09-09,108.98,45.75,19.28,103.6,24.2,25.36,44.33,66.1,23.11,109.5,19.16,49.96,120.13,71.32,22.59,126.77,38.78,84.44,118.6,18.41,79.62,24.27,44.51,35.84,84.35,127.18,13.53,64.6,44.51,73.98,87.84,30.4,43.38,120.49,85.38,25.56,22.45,24.88,15.0,18.86,71.85
2014-09-10,108.74,45.76,19.2,105.55,24.07,25.53,44.19,65.93,22.6,111.0,18.99,50.12,118.95,71.04,22.67,126.64,39.09,84.49,116.79,18.43,81.32,23.74,43.61,35.78,85.58,128.21,13.29,62.18,46.18,72.48,87.65,31.84,42.45,122.88,84.56,25.57,22.37,23.82,14.88,18.47,72.51
2014-09-17,108.5,45.76,19.1,106.95,23.92,25.56,43.89,66.06,23.0,109.22,19.19,48.66,117.41,71.34,22.47,127.84,39.21,84.41,120.99,17.73,82.02,23.51,43.24,35.26,86.64,130.31,13.04,61.62,46.58,73.93,88.92,31.72,41.32,123.89,85.93,25.7,22.47,23.27,14.85,18.3,74.49
2014-09-18,108.59,45.75,19.16,109.56,23.72,25.68,43.92,66.29,22.97,107.6,19.26,48.59,117.51,71.88,22.41,130.01,39.4,84.44,125.25,17.16,83.31,23.12,42.48,34.36,88.12,133.11,12.85,62.39,46.08,75.2,91.29,30.53,41.41,125.97,87.0,25.63,22.5,22.41,14.81,17.96,74.43
2014-09-19,108.77,45.75,19.32,107.51,23.56,25.61,43.11,65.9,22.89,105.95,19.3,46.38,116.69,70.01,22.28,128.13,39.09,84.47,118.7,18.25,81.88,23.56,43.27,35.13,86.18,130.29,13.06,63.99,44.76,70.48,89.26,30.35,40.85,123.67,85.12,25.79,22.55,23.44,15.03,18.36,74.89
2014-09-22,108.91,45.75,19.29,104.36,23.48,25.42,42.69,65.25,22.4,101.69,19.19,46.44,117.99,67.88,22.15,125.42,38.85,84.5,113.57,18.85,79.52,24.23,44.53,36.23,81.94,127.45,13.3,64.45,44.41,67.61,86.34,30.15,41.7,120.14,82.2,25.78,22.49,25.73,15.25,19.26,74.29
2014-09-23,108.98,45.75,19.32,110.02,23.54,25.28,42.5,65.12,21.9,101.28,19.71,46.09,116.3,67.46,21.9,127.56,38.92,84.5,118.4,18.16,80.2,23.97,44.06,35.26,82.57,128.44,13.25,65.18,43.92,67.75,88.55,31.52,40.54,121.13,83.63,25.9,22.72,25.02,15.37,19.02,75.12
2014-09-25,109.06,45.75,19.41,106.0,23.5,24.97,42.26,64.72,21.99,97.04,19.7,45.41,117.02,66.4,21.82,123.73,38.54,84.51,113.88,18.74,77.32,24.82,45.61,36.8,78.0,122.34,13.84,66.3,43.1,65.65,84.66,31.23,41.14,116.74,82.3,25.97,22.74,27.7,15.58,20.09,75.01
2014-09-26,109.16,45.76,19.39,104.06,23.47,25.04,41.4,64.08,21.92,97.03,19.76,43.57,117.27,65.74,21.95,123.12,38.49,84.52,112.49,19.15,76.73,24.96,45.93,37.03,75.63,121.92,13.86,68.05,42.0,64.28,83.88,31.35,41.39,115.89,81.62,26.04,22.77,29.21,15.82,20.65,75.19
2014-09-29,109.19,45.75,19.46,105.5,23.57,25.12,41.44,64.0,21.86,99.1,20.06,43.32,116.57,66.94,22.08,125.99,38.7,84.51,117.53,18.21,78.53,24.41,44.87,35.75,75.64,125.32,13.33,67.39,42.37,66.25,86.9,32.14,40.72,118.56,84.55,26.14,22.91,29.15,15.94,20.64,75.81
2014-09-30,109.2,45.76,19.5,103.25,23.25,24.98,41.34,63.75,21.95,96.0,20.05,42.75,116.61,65.39,22.04,125.0,38.47,84.53,113.15,18.91,77.3,24.8,45.59,36.24,75.07,124.84,13.6,68.28,41.84,63.33,85.83,30.64,40.75,116.72,82.69,26.28,22.89,29.63,16.1,20.77,75.75
2014-10-01,109.56,45.75,19.74,100.23,22.93,24.65,40.85,63.01,21.64,88.75,19.82,42.22,116.86,63.73,21.88,121.61,38.0,84.57,104.9,20.03,74.31,25.75,47.34,37.71,72.82,120.29,14.04,69.8,40.69,60.75,82.24,29.19,40.97,112.32,79.55,26.15,22.77,31.3,16.29,21.38,74.06
2014-10-02,109.31,45.76,19.46,102.19,22.9,24.81,41.08,62.56,21.7,89.99,20.3,42.22,115.17,65.1,21.92,122.93,38.23,84.5,106.74,19.85,76.09,25.14,46.22,36.97,76.42,122.54,13.72,68.43,41.56,64.0,83.76,29.9,39.84,114.83,78.11,26.1,23.02,28.25,15.9,20.3,75.54
2014-10-03,109.4,45.74,19.6,108.0,22.9,25.07,42.14,63.03,21.99,89.56,20.22,47.32,115.16,65.66,22.2,124.67,38.5,84.54,106.47,20.08,77.98,24.48,45.05,36.25,80.11,124.14,13.52,69.47,40.92,64.42,85.46,29.19,39.74,117.73,79.04,26.15,23.02,25.35,15.34,19.29,75.35
2014-10-06,109.61,45.75,19.69,102.43,23.02,24.92,41.77,62.66,21.85,87.19,19.89,46.91,116.31,64.07,22.2,122.25,38.25,84.57,101.65,21.11,75.5,25.29,46.51,37.28,75.12,121.77,13.81,70.71,40.2,61.0,83.01,29.17,40.58,114.12,76.6,25.98,22.8,28.75,16.01,20.55,73.6
2014-10-07,109.9,45.75,19.75,100.34,22.92,24.61,41.52,62.09,21.69,84.31,19.84,47.55,117.03,62.82,22.05,120.12,37.89,84.61,97.19,21.69,73.28,26.02,47.83,38.26,71.21,117.7,14.24,72.69,39.04,58.7,80.83,27.98,41.05,110.66,75.0,25.93,22.79,31.59,16.35,21.5,73.48
2014-10-08,110.07,45.74,19.96,106.99,22.86,25.04,41.88,62.35,22.18,85.57,19.71,47.45,117.87,64.13,22.1,124.3,38.4,84.7,103.0,20.45,76.59,24.8,45.6,36.2,76.35,123.75,13.5,72.44,39.2,62.25,85.0,27.23,41.6,115.72,77.63,25.84,22.69,26.61,15.65,19.94,73.24
2014-10-09,109.96,45.74,19.99,99.04,22.6,24.64,40.95,61.01,21.82,77.11,19.89,46.15,117.7,61.38,22.08,119.1,37.7,84.71,87.26,23.75,72.34,26.15,48.12,38.52,69.9,116.01,14.41,72.87,38.84,57.07,79.66,26.38,41.62,109.29,71.25,26.01,22.84,30.97,16.21,21.58,73.17
2014-10-10,110.15,45.75,20.29,98.5,22.51,24.42,41.22,61.06,22.07,74.1,19.74,46.63,118.14,59.36,21.9,114.12,37.46,84.79,75.61,26.47,69.92,27.09,49.77,40.88,63.46,108.67,15.3,73.92,38.29,55.47,74.7,26.25,41.79,105.36,64.19,25.61,22.74,36.18,16.72,23.45,72.38
2014-10-13,110.5,45.74,20.52,92.6,22.51,24.15,41.06,60.74,21.98,69.23,19.86,46.82,118.58,58.73,21.89,112.41,37.05,84.82,74.2,26.76,67.5,27.93,51.3,41.78,57.03,106.41,15.51,76.16,37.15,56.17,72.84,25.96,42.22,102.0,62.42,25.95,22.8,42.68,17.45,25.64,72.07
2014-10-14,111.38,45.74,20.54,83.63,22.14,23.93,40.6,60.05,21.86,62.89,19.44,45.62,119.21,57.23,21.73,107.59,36.51,85.01,70.44,28.09,64.0,29.36,54.01,44.48,52.3,101.45,16.28,82.11,34.16,54.5,68.47,23.89,42.55,96.78,61.99,25.63,22.61,49.33,17.89,27.7,70.52
2014-10-15,110.51,45.75,20.18,89.89,22.27,24.11,40.74,60.48,21.52,73.8,19.44,44.15,119.06,61.43,21.97,111.0,37.0,84.85,81.04,24.0,67.37,27.9,51.28,42.49,56.96,105.58,15.66,75.7,37.18,62.51,71.59,24.99,42.47,101.93,66.2,25.85,22.6,39.51,17.08,24.96,71.36
2014-10-17,110.69,45.75,20.01,90.61,22.14,24.1,40.69,60.59,21.82,71.62,19.52,43.68,119.68,60.58,22.26,110.9,37.07,84.84,80.16,24.5,67.12,27.98,51.5,42.46,55.2,102.99,15.98,76.91,36.62,58.96,71.53,24.6,43.0,101.44,65.68,25.83,22.65,42.42,17.45,25.85,71.72
2014-10-20,110.53,45.75,19.93,95.68,22.23,24.52,40.74,61.33,22.2,76.0,19.58,41.31,120.28,63.09,22.59,117.11,37.53,84.84,87.58,22.48,71.0,26.43,48.63,39.04,61.99,110.9,14.84,75.25,37.51,62.81,77.53,25.1,43.38,107.25,69.35,25.87,22.64,32.74,16.77,22.81,71.6
2014-10-21,110.47,45.74,19.96,101.69,22.38,24.75,40.97,61.72,22.28,81.1,19.8,41.88,119.69,65.36,22.73,120.95,37.99,84.84,95.38,20.48,73.95,25.3,46.54,37.07,64.61,115.26,14.32,74.37,37.83,65.27,81.4,25.2,42.99,111.74,73.64,25.93,22.78,29.64,16.47,21.76,72.25
2014-10-22,110.36,45.74,19.99,102.37,22.17,24.91,40.84,61.83,22.33,79.04,19.86,40.48,118.71,65.08,22.81,121.34,38.0,84.81,92.87,20.8,74.16,25.19,46.3,36.8,62.96,115.0,14.26,73.73,38.19,63.94,81.8,24.34,42.17,112.09,72.38,26.11,22.83,30.63,16.45,22.19,73.23
2014-10-23,110.28,45.74,19.98,108.5,21.93,25.95,40.36,61.69,22.2,75.45,19.75,38.45,118.18,65.52,22.93,124.05,38.18,84.84,95.01,20.13,75.46,24.75,45.53,35.51,62.15,119.27,13.79,73.33,38.41,64.56,84.49,23.47,41.78,113.95,74.6,26.16,22.76,31.17,16.59,22.45,73.13
2014-10-27,110.21,45.75,19.85,111.0,22.2,25.25,41.19,62.53,22.33,75.43,19.55,40.8,118.48,66.56,22.95,125.82,38.48,84.82,98.76,19.56,76.74,24.32,44.74,34.76,65.25,120.89,13.62,72.5,38.8,66.41,86.3,23.99,42.12,115.89,75.57,26.21,22.67,28.47,15.93,21.38,73.07
2014-10-28,110.03,45.75,19.77,110.9,22.49,25.42,41.91,63.0,22.6,81.93,19.57,42.07,117.65,68.54,23.19,127.63,38.7,84.8,101.4,18.85,78.69,23.7,43.56,33.99,68.35,123.18,13.35,71.7,39.23,71.52,88.15,24.85,41.43,118.84,77.51,25.86,22.68,25.61,15.53,20.37,73.46
2014-10-29,110.05,45.74,19.79,109.67,22.38,25.29,41.67,62.15,22.59,78.5,20.0,42.43,115.8,67.75,23.12,126.46,38.61,84.71,101.62,19.1,77.48,24.04,44.21,34.48,65.93,122.31,13.38,74.17,37.95,69.88,86.83,24.4,40.09,117.05,76.8,25.99,22.9,27.37,15.61,21.07,74.62
2014-10-30,109.93,45.74,19.63,120.94,22.11,25.84,42.16,63.7,23.14,79.78,20.33,42.24,111.82,70.2,23.37,132.4,39.25,84.68,106.75,17.83,82.55,22.49,41.4,32.14,69.22,129.52,12.51,72.25,38.85,76.03,92.88,23.41,37.47,124.67,78.48,26.35,23.15,24.82,15.52,20.07,78.77
2014-10-31,109.83,45.75,19.7,119.92,22.25,25.85,42.01,63.54,23.3,84.25,20.33,42.36,112.41,70.43,23.52,131.92,39.36,84.68,112.39,17.0,82.7,22.5,41.35,32.24,68.72,131.0,12.49,72.05,39.05,76.0,92.67,23.87,37.79,124.86,81.0,26.43,23.18,25.05,15.6,20.2,81.15
2014-11-03,109.7,45.74,19.83,119.19,21.87,25.72,41.85,62.94,23.27,77.01,20.3,42.16,112.12,69.89,23.34,131.59,39.2,84.59,111.54,17.08,81.85,22.71,41.8,32.4,67.14,130.89,12.35,73.01,38.51,74.42,92.11,22.12,37.68,123.59,81.4,26.42,23.19,26.34,15.83,20.65,80.87
2014-11-04,109.65,45.75,19.84,122.72,21.69,25.86,41.52,63.18,23.19,77.71,20.39,42.05,109.92,70.71,23.53,133.24,39.63,84.64,114.0,16.72,83.41,22.28,40.99,31.81,69.42,135.0,12.14,72.04,39.01,75.88,93.96,22.13,36.24,126.0,82.9,26.59,23.28,24.64,15.61,20.0,82.41
2014-11-05,109.52,45.75,19.86,120.0,21.75,25.88,41.33,63.02,23.21,77.81,20.57,41.07,109.92,70.24,23.69,131.5,39.59,84.62,113.12,16.7,83.32,22.34,41.07,32.42,69.42,133.0,12.31,71.57,39.29,74.58,92.04,22.27,36.14,125.77,83.31,26.78,23.31,24.6,62.59,19.99,82.42
2014-11-06,109.61,45.75,19.86,121.78,21.92,25.94,41.08,62.61,23.19,82.57,20.75,40.71,110.77,71.01,23.53,132.82,39.7,84.65,111.97,17.01,84.16,22.07,40.6,31.95,70.83,132.26,12.31,71.71,39.13,75.32,93.5,22.71,36.79,127.16,83.37,26.84,23.36,23.54,61.79,19.58,83.53
2014-11-07,109.9,45.75,20.0,117.53,22.11,25.95,41.67,63.1,23.17,87.0,20.4,41.52,112.24,71.39,23.66,132.25,39.79,84.67,109.67,17.42,84.43,21.99,40.44,32.16,71.99,133.8,12.12,73.15,38.33,75.88,92.84,23.33,37.72,127.66,81.84,26.53,23.24,22.75,61.06,19.22,81.9
2014-11-10,109.74,45.74,19.84,121.45,21.87,26.01,41.32,62.8,23.19,81.5,20.43,40.93,112.05,71.13,23.34,132.8,39.73,84.63,108.7,17.45,84.36,21.98,40.45,31.94,72.71,134.26,12.24,72.54,38.63,75.87,93.44,21.95,37.66,127.45,81.03,26.6,23.27,22.18,59.96,19.02,82.99
2014-11-12,109.75,45.75,19.89,122.5,21.7,26.13,41.4,63.04,23.12,80.1,20.42,40.6,111.89,72.08,23.3,134.91,39.94,84.63,110.83,17.0,85.43,21.71,40.0,31.21,73.25,138.1,11.89,71.56,39.1,78.33,95.64,21.49,37.42,129.09,82.51,26.73,23.3,21.86,60.18,18.87,83.47
