Date,BITF,BITO,COIN,MARA,MSTR,RIOT,UVXY
2023-05-11,0.98,15.29,57.34,8.92,271.0,10.61,3.48
2023-05-12,1.09,15.86,60.77,9.54,282.5,11.08,3.35
2023-05-15,1.06,15.57,57.88,9.25,273.44,10.85,3.49
2023-05-16,1.15,15.85,61.04,10.09,290.57,11.53,3.32
2023-05-17,1.15,15.46,60.26,9.38,287.58,11.07,3.12
2023-05-18,1.13,15.53,56.78,9.175,288.28,11.08,3.23
2023-05-19,1.15,15.53,61.07,9.67,294.12,12.2,3.24
2023-05-22,1.14,15.72,59.1,9.32,289.33,11.28,3.32
2023-05-23,1.12,15.15,58.36,9.43,284.43,11.27,3.53
2023-05-24,1.07,15.24,56.87,9.11,280.99,11.07,3.4
2023-05-25,1.1,15.44,56.92,8.93,285.1,10.92,3.19
2023-05-26,1.2,16.12,61.17,9.42,299.27,12.03,3.07
2023-05-30,1.2,15.52,62.2,9.79,301.63,12.0,3.05
2023-05-31,1.21,15.02,63.57,9.99,299.94,12.41,2.79
2023-06-01,1.21,15.29,64.55,10.03,302.13,11.71,2.61
2023-06-02,1.12,14.32,58.71,9.19,276.36,10.68,2.53
2023-06-05,1.17,15.2,51.61,10.08,298.82,10.9,2.31
2023-06-06,1.12,14.84,53.26,9.55,290.81,10.43,2.33
2023-06-07,1.13,14.89,54.9,9.57,290.93,10.55,2.24
2023-06-08,1.09,14.78,53.28,9.38,282.33,10.33,2.25
2023-06-09,1.17,14.46,50.56,9.33,277.7,10.24,2.28
2023-06-12,1.18,14.48,52.4,9.68,283.82,10.26,2.26
2023-06-13,1.18,14.48,53.9,9.69,282.88,10.15,2.17
2023-06-14,1.15,14.24,54.25,9.36,277.92,9.97,2.25
2023-06-15,1.17,14.78,55.59,9.98,293.39,10.4,2.12
2023-06-16,1.34,15.79,57.09,11.72,313.4,11.25,2.14
2023-06-20,1.4,16.92,58.1,12.21,331.31,11.68,2.065
2023-06-21,1.45,16.98,57.49,11.83,327.23,11.24,1.98
2023-06-22,1.52,17.41,61.47,12.71,329.11,11.6,20.35
2023-06-23,1.38,16.97,61.94,11.79,305.74,10.77,20.25
2023-06-26,1.48,17.21,69.89,13.38,324.88,11.65,19.5
2023-06-27,1.44,16.89,70.75,13.16,325.61,11.54,18.4
2023-06-28,1.41,17.19,72.43,13.82,340.255,11.66,19.04
2023-06-29,1.47,16.98,71.55,13.86,342.42,11.82,18.49
2023-06-30,1.63,16.725,79.93,15.32,377.885,13.35,18.31
2023-07-03,1.65,16.33,78.35,15.56,378.11,13.59,18.8
2023-07-05,1.64,16.24,78.1,15.32,376.55,13.54,20.26
2023-07-06,1.71,16.19,78.72,15.67,380.74,15.48,19.66
2023-07-07,1.87,16.56,81.21,16.92,407.71,16.86,19.38
2023-07-10,1.82,16.4,89.15,17.39,412.3,17.51,19.16
2023-07-11,1.84,16.21,85.95,16.86,413.49,17.65,17.52
2023-07-12,2.09,17.04,107.0,19.3,461.83,20.29,17.67
2023-07-13,1.97,16.13,105.31,18.07,458.86,19.12,17.35
2023-07-14,1.84,15.97,105.55,17.26,449.88,18.48,17.27
2023-07-17,1.8,15.87,104.59,16.81,445.795,18.28,16.93
2023-07-18,1.85,16.04,110.15,17.59,453.1,18.93,17.43
2023-07-19,1.72,15.88,101.26,17.06,440.83,18.47,17.43
2023-07-20,1.74,15.95,100.82,16.88,436.65,18.38,17.08
2023-07-21,1.7,15.52,98.85,16.42,430.935,17.43,16.64
2023-07-24,1.69,15.57,97.68,16.18,436.82,17.95,16.62
2023-07-25,1.79,15.67,99.75,16.82,443.46,18.45,15.97
2023-07-26,1.71,15.47,92.69,15.97,426.15,17.6,17.15
2023-07-27,1.79,15.6,94.76,16.7,434.61,18.38,16.15
2023-07-28,1.87,15.48,98.61,17.37,437.88,18.52,15.92
2023-07-31,1.78,15.16,94.15,16.83,434.98,18.23,16.21
2023-08-01,1.72,15.08,90.43,16.48,407.33,17.97,18.46
2023-08-02,1.64,15.16,90.75,16.56,389.91,17.81,18.38
2023-08-03,1.56,15.0,87.31,15.83,376.97,17.11,19.27
2023-08-04,1.53,15.09,85.96,15.07,370.82,16.32,17.82
2023-08-07,1.62,15.53,88.04,15.72,389.48,17.095,18.28
2023-08-08,1.53,15.21,84.34,15.51,377.84,16.34,18.07
2023-08-09,1.55,15.22,83.39,14.55,378.01,15.0,18.15
2023-08-10,1.58,15.21,81.01,14.88,384.31,15.23,17.08
2023-08-11,1.52,15.16,80.81,14.99,388.83,14.66,16.6
2023-08-14,1.46,15.07,79.18,13.93,376.15,13.7,18.04
2023-08-15,1.41,15.03,79.0,13.5,369.67,13.1,18.55
2023-08-16,1.33,14.38,75.56,12.25,346.79,11.71,19.83
2023-08-17,1.34,13.44,73.19,11.28,328.62,11.07,19.11
2023-08-18,1.27,13.45,75.28,11.05,335.25,10.73,18.33
2023-08-21,1.28,13.29,74.9,10.95,329.51,10.55,18.42
2023-08-22,1.39,13.7,77.78,11.75,346.4,11.12,17.52
2023-08-23,1.25,13.4,73.66,10.55,336.56,10.36,18.61
2023-08-24,1.26,13.35,74.26,10.55,336.05,10.37,17.4
2023-08-25,1.26,13.36,73.71,10.62,344.37,10.49,16.34
2023-08-28,1.46,14.33,84.7,13.68,381.52,12.3,15.72
2023-08-29,1.44,13.95,83.83,13.47,371.68,12.05,14.93
2023-08-30,1.36,13.44,79.6,12.57,357.53,11.35,14.49
2023-08-31,1.31,13.17,77.99,12.0,351.48,11.04,14.19
2023-09-01,1.26,13.18,77.5,12.0,349.25,10.98,14.29
2023-09-05,1.26,13.18,78.04,12.06,350.7,11.24,14.77
2023-09-06,1.24,13.3,81.79,12.36,353.07,11.38,14.72
2023-09-07,1.22,13.33,82.09,10.91,356.28,10.95,14.24
2023-09-08,1.1,12.82,80.62,10.07,342.68,10.14,13.77
2023-09-11,1.15,13.38,81.32,10.16,347.76,10.54,13.87
2023-09-12,1.1,13.43,79.86,9.89,341.84,10.28,13.49
2023-09-13,1.16,13.7,83.45,10.0,346.4,10.97,12.87
2023-09-14,1.17,13.57,82.15,9.8,340.78,10.77,13.62
2023-09-15,1.15,13.77,81.61,9.79,340.62,10.93,13.475
2023-09-18,1.13,13.99,78.13,9.56,339.26,10.44,13.36
2023-09-19,1.12,13.83,76.67,9.29,333.47,10.02,14.11
2023-09-20,1.09,13.67,74.42,9.16,326.06,9.58,15.79
2023-09-21,1.06,13.62,70.96,8.67,322.81,9.24,15.82
2023-09-22,1.06,13.52,71.75,8.56,327.6,9.26,15.84
2023-09-25,1.02,13.47,70.52,8.25,317.3,9.06,18.04
2023-09-26,1.04,13.47,71.52,8.01,315.63,9.02,16.92
2023-09-27,1.09,13.96,75.16,8.57,328.92,9.43,15.72
2023-09-28,1.07,13.81,75.08,8.5,328.28,9.33,16.21
2023-09-29,1.09,14.27,75.31,8.53,329.49,9.88,16.26
2023-10-02,0.9676,13.88,72.48,7.3,311.33,8.78,18.53
2023-10-03,0.9927,14.09,73.47,7.54,320.4,9.065,17.12
2023-10-04,1.01,14.0,74.62,7.42,323.42,9.01,16.8
2023-10-05,1.07,14.29,78.46,8.08,340.63,9.92,16.46
2023-10-06,1.06,14.07,79.1,8.36,340.45,10.17,16.11
2023-10-09,1.05,13.94,79.62,8.46,340.46,10.16,15.32
2023-10-10,1.02,13.61,77.35,7.9,334.61,9.405,14.92
2023-10-11,0.9663,13.58,75.19,7.78,323.6,9.2,15.4
2023-10-12,0.9467,13.62,73.43,7.71,318.22,9.15,18.11
2023-10-13,1.06,14.52,75.21,8.1,325.8,9.42,15.53
2023-10-16,1.05,14.54,77.46,8.45,335.41,9.67,16.11
2023-10-17,0.9928,14.38,73.93,7.74,329.14,8.84,17.725
2023-10-18,0.9989,14.69,73.1,7.71,342.35,8.82,19.04
2023-10-19,1.02,15.09,74.66,7.76,348.04,8.87,19.22
2023-10-20,1.13,16.01,77.21,8.75,377.49,9.67,18.25
2023-10-23,1.21,17.18,82.07,9.76,424.87,10.67,17.01
2023-10-24,1.19,17.74,77.79,9.47,433.22,10.56,18.63
2023-10-25,1.11,17.28,74.61,8.99,413.45,9.79,18.89
2023-10-26,1.1,17.11,70.78,8.86,406.76,9.54,19.81
2023-10-27,1.08,17.53,73.6,8.85,420.22,9.61,17.61
2023-10-30,1.05,17.59,77.12,8.81,423.39,9.78,15.98
2023-10-31,1.1,17.53,77.81,8.92,426.67,10.21,14.88
2023-11-01,1.18,17.69,84.6,9.86,453.63,11.3,14.12
2023-11-02,1.17,17.43,85.8,9.41,453.95,11.39,13.64
2023-11-03,1.16,17.71,86.37,9.24,459.63,11.01,12.96
2023-11-06,1.17,18.14,89.07,9.18,473.55,11.07,12.85
2023-11-07,1.12,18.01,88.32,8.55,474.5,10.28,12.47
2023-11-08,1.2,18.45,92.86,9.23,494.07,10.21,13.23
2023-11-09,1.2,18.85,92.92,9.61,509.18,10.36,12.39
2023-11-10,1.12,18.54,92.64,9.18,504.88,9.79,12.2
2023-11-13,1.15,17.74,92.09,9.17,480.0,9.73,12.06
2023-11-14,1.3,19.0,98.15,10.24,505.95,10.68,11.65
2023-11-15,1.21,18.11,96.92,9.76,489.08,10.16,11.4
2023-11-16,1.18,18.38,99.05,10.0,486.22,10.48,11.15
2023-11-17,1.17,18.95,106.1,10.64,508.53,11.32,11.0
2023-11-20,1.14,18.57,105.49,10.31,493.04,11.17,10.67
2023-11-21,1.16,18.99,109.25,10.92,507.88,11.6,10.8
2023-11-22,1.07,19.11,115.54,11.41,520.24,12.02,10.09
2023-11-24,1.06,18.4,119.77,11.28,495.38,11.82,10.2
2023-11-27,1.34,19.24,128.27,12.38,505.87,12.86,10.0
2023-11-28,1.5,18.83,127.82,12.4,507.1,13.0,10.23
2023-11-29,1.43,18.87,124.72,11.97,498.3,12.55,10.0
2023-11-30,1.66,19.27,133.76,13.7,527.68,13.77,9.91
2023-12-01,1.75,20.75,141.09,14.86,563.22,15.0,9.98
2023-12-04,1.95,21.78,140.2,15.28,577.5,15.14,9.85
2023-12-05,1.97,21.73,134.63,15.54,568.885,14.76,9.93
2023-12-06,2.14,21.48,136.19,15.51,571.09,14.88,9.94
2023-12-07,2.59,22.09,146.62,16.78,599.39,15.83,9.51
2023-12-08,2.27,20.2,138.02,14.65,555.8,14.02,9.16
2023-12-11,2.49,20.39,139.62,14.89,558.32,14.065,8.79
2023-12-12,2.95,21.26,150.46,16.76,586.0,15.24,8.62
2023-12-13,2.89,21.24,153.63,17.82,582.37,15.75,8.57
2023-12-14,2.97,20.89,147.9,18.29,570.41,15.63,8.98
2023-12-15,2.92,20.75,153.43,19.88,571.9,16.4,9.01
2023-12-18,2.78,20.87,161.16,21.97,571.3,16.68,9.22
2023-12-19,2.72,21.37,161.86,22.1,573.47,16.45,10.03
2023-12-20,2.89,21.48,168.03,24.78,581.95,16.75,9.72
2023-12-21,2.99,21.44,175.48,26.71,619.24,17.78,9.35
2023-12-22,3.24,20.65,172.05,26.96,603.89,17.35,8.98
2023-12-26,3.51,21.31,185.24,31.07,670.71,18.62,8.44
2023-12-27,3.32,20.82,186.36,28.11,667.88,17.6,8.41
2023-12-28,2.91,20.49,173.92,23.49,631.62,15.47,8.44
2023-12-29,2.84,21.89,156.88,22.93,685.15,15.41,8.43
2024-01-02,2.81,20.8,152.24,23.435,631.06,15.04,8.87
2024-01-03,2.93,21.52,155.6,26.27,655.81,15.86,8.85
2024-01-04,2.72,21.41,153.98,24.12,631.08,14.83,8.42
2024-01-05,2.97,22.85,159.42,25.98,598.01,16.01,8.14
2024-01-08,2.92,22.72,151.99,25.73,577.29,15.74,7.84
2024-01-09,3.0,22.36,151.29,25.63,565.67,15.55,7.74
2024-01-10,2.6,22.33,141.16,22.4,536.18,13.09,7.65
2024-01-11,2.44,21.06,130.78,18.98,485.53,11.73,7.85
2024-01-12,2.31,20.91,133.88,17.78,482.14,11.29,8.25
2024-01-16,2.27,20.68,133.86,17.26,499.0,10.87,8.69
2024-01-17,2.08,19.72,124.34,16.07,486.6,10.33,8.25
2024-01-18,2.09,20.09,124.75,16.13,481.0,10.29,7.96
2024-01-19,2.09,19.39,128.21,16.61,470.19,10.6,7.58
2024-01-22,2.02,18.92,124.19,16.11,450.19,10.38,7.23
2024-01-23,2.02,19.11,121.34,15.65,450.99,10.07,7.52
2024-01-24,2.07,19.22,121.01,16.27,457.78,10.63,7.65
2024-01-25,2.33,20.3,125.2,17.85,494.5,11.35,7.56
2024-01-26,2.4,20.84,132.82,18.52,513.81,11.55,7.655
2024-01-29,2.31,21.02,130.82,18.11,519.51,11.34,7.48
2024-01-30,2.33,20.52,128.2,17.73,501.21,10.9,8.03
2024-01-31,2.31,20.39,128.95,18.6,503.48,11.3,7.94
2024-02-01,2.24,20.35,129.22,18.2,500.1,11.21,7.9
2024-02-02,2.13,20.05,117.3,16.64,490.6,10.34,7.46
2024-02-05,2.23,20.42,119.79,17.06,498.0,10.81,7.18
2024-02-06,2.28,20.95,122.07,17.54,508.01,11.32,7.14
2024-02-07,2.52,21.58,132.55,21.58,587.81,13.05,7.06
2024-02-08,2.72,22.54,141.99,23.89,646.32,14.55,7.16
2024-02-09,3.07,23.82,147.31,27.28,717.52,15.92,7.38
2024-02-12,3.01,23.43,140.39,25.72,686.02,15.44,8.19
2024-02-13,3.49,24.56,160.38,29.41,769.88,17.62,7.53
2024-02-14,3.48,24.56,165.67,27.02,718.0,16.53,7.43
2024-02-15,3.61,24.61,180.31,26.94,699.56,16.45,7.41
2024-02-16,3.46,24.66,173.3,24.51,704.98,16.04,7.75
2024-02-20,3.15,24.1,162.41,22.9,672.8,15.1,7.66
2024-02-21,3.19,24.6,170.91,24.56,713.15,15.73,7.46
2024-02-22,3.02,24.15,165.98,23.99,687.44,14.85,7.04
2024-02-23,3.6,25.8,193.94,29.19,796.48,17.37,6.91
2024-02-26,3.54,26.93,199.22,30.31,871.8,16.8,6.74
2024-02-27,3.16,28.45,200.8,31.03,962.95,15.65,6.89
2024-02-28,2.85,29.23,203.56,25.9,1022.84,14.12,6.76
2024-02-29,2.93,29.0,205.77,27.0,1079.39,14.44,6.77
2024-03-01,2.63,31.14,229.15,25.71,1334.01,13.48,6.77
2024-03-04,2.49,28.46,216.77,22.255,1051.01,12.25,7.17
2024-03-05,2.64,30.83,238.55,22.62,1246.21,12.12,7.19
2024-03-06,2.51,31.11,242.62,21.8,1300.02,11.97,7.16
2024-03-07,2.67,31.8,256.62,23.48,1425.59,12.35,7.42
2024-03-08,2.39,33.17,254.17,20.64,1484.23,11.78,7.3
2024-03-11,2.34,32.79,256.14,20.19,1593.35,11.62,6.77
2024-03-12,2.36,33.65,251.73,19.7,1766.15,11.73,6.73
2024-03-13,2.21,31.77,233.67,18.23,1676.85,10.93,6.96
2024-03-14,2.26,31.68,242.36,19.32,1782.36,11.6,7.19
2024-03-15,2.23,30.62,239.62,19.41,1502.76,11.43,6.94
2024-03-18,2.24,29.42,230.12,19.32,1417.5,11.09,6.68
2024-03-19,2.49,30.11,256.88,22.43,1546.52,12.4,6.42
2024-03-20,2.4,29.8,262.0,21.78,1599.29,11.98,6.37
2024-03-21,2.31,29.16,255.51,20.87,1523.0,11.4,6.39
2024-03-22,2.29,32.48,279.71,20.95,1856.0,12.44,6.33
2024-03-25,2.18,31.71,266.81,20.38,1876.99,12.05,6.28
2024-03-26,2.16,31.26,256.7,22.07,1919.16,12.24,6.13
2024-03-27,2.23,32.3,265.12,22.58,1704.56,12.24,6.32
2024-03-28,2.265,30.64,252.11,21.63,1636.74,11.47,6.36
2024-04-01,2.18,28.91,245.84,19.73,1578.83,10.61,6.61
2024-04-02,2.215,28.89,251.58,19.425,1606.11,10.29,6.59
2024-04-03,2.165,30.03,249.61,18.47,1615.42,10.19,7.01
2024-04-04,2.08,29.51,240.9,18.43,1439.0,10.2,7.22
2024-04-05,2.03,31.49,256.99,17.95,1512.99,10.05,6.8
2024-04-08,1.965,30.22,242.95,17.98,1441.02,10.0,6.72
2024-04-09,1.93,30.7,250.99,17.38,1566.0,9.87,6.89
2024-04-10,1.91,30.9,263.01,17.6,1551.81,9.75,33.58
2024-04-11,1.81,29.28,245.75,16.11,1479.58,9.1,37.85
2024-04-12,1.73,27.68,223.41,15.15,1335.88,8.57,41.1
2024-04-15,1.71,27.46,218.83,14.6,1254.03,8.06,39.19
2024-04-16,1.785,26.64,213.78,14.63,1188.05,7.97,38.49
2024-04-17,1.92,28.1,211.01,16.5,1174.11,9.13,40.52
2024-04-19,2.05,29.03,225.86,17.55,1324.01,11.24,35.77
2024-04-22,2.11,29.01,236.43,19.44,1338.64,11.85,33.71
2024-04-23,2.06,27.85,224.37,19.09,1265.67,11.88,33.29
2024-04-24,2.005,28.22,223.61,19.01,1240.41,12.11,34.33
2024-04-25,1.96,27.7,236.32,19.43,1282.38,11.93,32.69
2024-04-26,1.89,27.41,218.16,18.03,1292.97,11.08,31.94
2024-04-29,1.79,25.61,203.93,16.06,1065.03,10.11,33.27
2024-04-30,1.78,23.06,210.09,16.07,1028.27,9.82,33.5
2024-05-01,1.8,24.13,228.85,17.07,1129.42,10.3,31.88
2024-05-02,1.82,25.22,223.25,17.52,1223.01,10.42,30.25
2024-05-03,1.92,25.66,226.93,20.67,1268.81,10.77,29.09
2024-05-06,1.83,25.61,214.34,20.21,1257.45,10.17,28.85
2024-05-07,1.8,25.22,211.2,20.09,1233.12,10.35,28.46
2024-05-08,1.85,25.36,210.45,19.65,1263.64,10.28,28.24
2024-05-09,1.73,24.64,200.92,17.16,1180.48,9.2,27.68
2024-05-10,1.59,25.68,199.51,17.26,1245.96,9.5,28.13
2024-05-13,1.61,24.98,203.05,18.07,1297.63,9.78,27.41
2024-05-14,1.85,26.84,219.91,20.2,1503.47,10.38,25.77
2024-05-15,1.76,26.49,199.17,19.65,1439.98,10.0,25.76
2024-05-16,1.75,27.22,207.6,19.45,1584.5,10.06,25.35
2024-05-17,1.835,28.47,225.19,22.32,1727.24,10.96,25.32
2024-05-20,1.87,28.11,225.78,21.35,1655.42,10.61,24.69
2024-05-21,2.04,28.27,231.51,21.24,1647.0,10.79,25.44
2024-05-22,1.96,27.2,218.86,20.08,1544.07,9.97,26.0
2024-05-23,2.02,28.07,237.65,21.21,1684.84,10.37,24.98
2024-05-24,2.21,27.71,245.0,20.73,1675.35,10.34,25.61
2024-05-28,2.18,27.23,236.65,20.24,1618.7,10.0,27.05
2024-05-29,2.25,27.87,234.76,20.04,1541.0,10.05,27.04
2024-05-30,2.24,27.28,225.92,19.52,1524.49,9.74,25.8
2024-05-31,2.33,26.16,231.39,19.58,1627.41,9.65,25.56
2024-06-03,2.41,26.67,244.2,20.52,1638.77,9.67,25.66
2024-06-04,2.51,26.97,251.4,21.07,1694.69,9.65,24.96
2024-06-05,2.45,26.64,257.08,20.8,1656.63,10.16,24.72
2024-06-06,2.4,26.16,244.16,19.27,1596.2,9.72,24.35
2024-06-07,2.3,26.23,249.81,19.46,1599.92,9.895,24.29
2024-06-10,2.27,25.43,244.2,19.83,1555.49,9.99,24.3
2024-06-11,2.43,25.49,254.96,20.31,1603.67,10.64,23.59
2024-06-12,2.81,25.13,247.64,20.0,1483.88,10.98,23.59
2024-06-13,2.87,24.69,244.5,19.47,1495.54,10.53,24.63
2024-06-14,3.14,25.16,245.1,20.02,1507.26,10.91,24.41
2024-06-17,3.15,24.22,235.95,20.28,1469.43,10.66,24.27
2024-06-18,3.12,24.48,235.03,20.66,1465.4,10.42,25.45
2024-06-20,2.94,24.2,225.86,19.21,1483.76,9.55,24.69
2024-06-21,2.68,22.27,212.31,18.69,1372.15,9.21,24.58
2024-06-24,2.78,23.32,221.71,19.25,1495.74,9.2,23.76
2024-06-25,2.65,22.93,214.58,19.37,1457.73,9.03,23.39
2024-06-26,2.59,23.09,224.0,19.66,1525.4,9.12,23.08
2024-06-27,2.57,22.51,222.23,19.85,1377.48,9.14,23.54
2024-06-28,2.68,22.15,233.37,22.56,1365.97,9.95,22.34
2024-07-01,2.525,21.69,227.51,22.12,1320.19,9.72,21.79
2024-07-02,2.51,21.16,224.94,20.98,1302.09,9.57,22.05
2024-07-03,2.67,19.76,223.68,20.17,1281.72,9.64,22.04
2024-07-05,2.665,19.77,220.56,19.5,1290.58,9.4,21.57
2024-07-08,2.48,20.28,219.97,19.03,1301.77,9.14,21.57
2024-07-09,2.44,20.09,219.56,18.89,1305.72,9.16,21.49
2024-07-10,2.45,20.09,214.63,19.02,1358.56,9.31,21.59
2024-07-11,2.53,20.22,218.02,20.77,1396.76,9.805,20.98
2024-07-12,2.77,22.21,242.85,24.58,1611.28,11.48,21.56
2024-07-15,2.97,22.85,251.49,26.72,1664.3,12.7,21.79
2024-07-16,2.96,22.62,249.1,25.55,1590.0,12.42,22.88
2024-07-17,2.67,22.22,233.24,23.65,1555.16,10.95,23.9
2024-07-18,2.79,23.54,257.79,24.73,1778.5,12.03,25.41
2024-07-19,2.88,23.88,265.15,23.95,1800.09,12.24,23.48
2024-07-22,2.7,22.92,257.63,21.65,1721.77,11.59,23.14
2024-07-23,2.61,22.96,245.06,20.67,1672.69,11.32,27.83
2024-07-24,2.58,22.57,231.52,20.28,1606.47,10.73,28.12
2024-07-25,2.69,23.76,242.93,21.57,1752.71,11.2,25.85
2024-07-26,2.55,23.43,234.2,20.45,1684.85,10.63,25.29
2024-07-29,2.52,22.95,224.46,19.73,1604.07,10.37,26.37
2024-07-30,2.59,22.69,224.36,19.67,1614.44,10.19,25.22
2024-07-31,2.46,20.61,212.64,18.14,1511.81,9.32,28.79
2024-08-01,2.18,20.35,204.44,17.19,1447.99,8.57,39.02
2024-08-02,2.0,17.41,189.47,16.95,1309.0,8.31,63.44
2024-08-05,2.05,18.5,194.17,17.25,1369.21,8.41,44.24
2024-08-06,1.885,17.8,178.91,15.84,1246.85,7.64,42.55
2024-08-07,2.3,19.4,192.32,17.39,135.99,8.29,37.75
2024-08-08,2.27,19.8,196.29,17.03,135.37,8.06,30.24
2024-08-09,2.22,19.2,191.74,15.11,131.46,7.61,30.0
2024-08-12,2.28,19.8,197.94,15.49,135.38,7.84,26.65
2024-08-13,2.23,19.14,195.96,15.14,130.37,7.65,23.86
2024-08-14,2.3,18.56,197.12,15.46,131.93,7.68,22.42
2024-08-15,2.39,19.45,205.31,16.24,133.04,7.99,22.44
2024-08-16,2.39,19.2,204.46,16.44,135.35,8.05,21.7
2024-08-19,2.36,19.35,197.25,16.42,133.69,8.04,23.11
2024-08-20,2.38,20.03,206.23,17.63,141.42,8.35,23.5
2024-08-21,2.26,19.6,198.43,16.86,133.81,8.05,25.1
2024-08-22,2.44,20.69,211.4,18.69,150.01,8.5,22.87
2024-08-23,2.38,20.58,204.0,18.56,146.9,8.36,22.82
2024-08-26,2.26,20.17,198.3,17.75,140.01,7.9,22.11
2024-08-27,2.16,19.1,190.2,17.13,132.09,7.64,23.96
2024-08-28,2.17,19.21,188.28,16.99,132.56,7.68,22.77
2024-08-29,2.16,19.0,183.36,16.7,132.42,7.53,21.83
2024-08-30,1.96,17.59,169.13,15.26,122.32,6.78,28.3
2024-09-03,1.935,17.62,163.22,14.88,124.85,6.85,29.29
2024-09-04,1.91,16.97,159.7,13.84,119.57,6.69,27.24
2024-09-05,1.79,16.19,147.35,13.37,114.3,6.38,30.36
2024-09-06,1.94,17.34,155.05,14.62,124.82,6.81,27.31
2024-09-09,2.01,17.59,158.46,15.94,129.64,7.24,26.67
2024-09-10,1.99,17.47,157.15,15.79,129.28,7.09,24.91
2024-09-11,2.04,17.7,162.89,15.8,130.77,7.03,24.59
2024-09-12,2.04,18.12,163.05,16.12,141.47,7.2,24.45
2024-09-13,1.98,17.55,161.5,15.87,134.53,6.96,24.83
2024-09-16,2.04,18.18,162.45,15.87,131.27,7.1,25.58
2024-09-17,1.96,18.19,162.64,15.34,132.67,7.17,25.27
2024-09-18,2.03,19.17,168.24,15.45,144.66,7.22,23.66
2024-09-19,2.0,19.04,170.09,15.54,144.78,7.19,23.52
2024-09-20,2.05,19.18,170.22,16.07,149.97,7.33,23.62
2024-09-23,2.21,19.5,171.68,16.41,153.88,7.53,23.64
2024-09-24,2.13,19.13,167.08,16.14,151.94,7.44,24.09
2024-09-25,2.2,19.61,179.93,17.52,165.98,7.77,24.11
2024-09-26,2.25,19.88,191.23,17.29,176.22,7.84,25.8
2024-09-27,2.11,19.19,178.17,16.22,168.6,7.42,24.93
2024-09-30,1.98,17.59,165.01,15.07,162.69,7.08,27.8
2024-10-01,1.98,17.14,164.47,15.21,164.64,7.25,27.26
2024-10-02,1.97,17.38,163.1,15.47,163.41,7.43,29.08
2024-10-03,2.02,17.77,170.91,16.31,176.51,7.85,27.46
2024-10-04,1.89,18.03,168.92,15.99,186.09,8.16,31.04
2024-10-07,1.84,17.72,167.69,15.83,192.2,8.16,29.25
2024-10-08,1.78,17.35,166.97,15.44,188.91,7.82,28.12
2024-10-09,1.75,16.99,164.27,15.23,183.34,7.74,28.62
2024-10-10,1.85,17.98,176.38,16.08,212.59,8.41,28.19
2024-10-11,1.91,18.77,196.35,16.98,201.67,8.74,26.69
2024-10-14,1.85,19.08,196.34,16.92,194.31,8.77,28.0
2024-10-15,1.93,19.27,210.48,18.08,194.09,9.08,27.52
2024-10-16,1.87,19.01,204.2,18.01,193.42,9.2,26.92
2024-10-17,2.06,19.52,220.21,18.88,215.86,9.86,25.97
2024-10-18,2.15,19.27,213.72,18.71,219.05,9.74,26.02
2024-10-21,2.1,19.19,210.72,18.97,219.7,9.92,25.87
2024-10-22,1.97,18.87,198.93,18.07,213.95,9.77,27.82
2024-10-23,1.99,19.4,209.16,18.22,235.89,10.19,27.11
2024-10-24,1.9,18.96,205.04,17.06,234.34,9.64,29.06
2024-10-25,2.14,19.79,216.1,18.94,255.34,10.56,26.98
2024-10-28,2.25,20.64,219.66,18.94,258.24,10.87,26.82
2024-10-29,2.14,20.46,211.74,18.28,247.31,10.48,27.73
2024-10-30,1.925,19.88,179.25,16.77,244.5,9.24,30.94
2024-10-31,1.86,18.68,182.88,16.11,229.71,9.44,30.13
2024-11-01,1.73,18.12,186.27,15.5,222.99,8.98,28.19
2024-11-04,1.81,18.73,193.96,16.24,227.8,9.71,25.99
2024-11-05,2.13,20.54,254.31,19.32,257.81,12.25,22.11
2024-11-06,2.25,20.67,255.58,19.31,270.81,12.39,21.13
2024-11-07,2.24,20.7,270.74,19.25,270.42,12.81,20.94
2024-11-08,2.64,23.51,324.24,25.01,340.0,14.97,20.85
2024-11-11,2.69,24.19,319.13,25.23,356.59,14.45,20.73
2024-11-12,2.265,24.19,284.72,21.7,328.38,12.67,20.02
2024-11-13,2.11,23.58,278.84,20.79,327.67,11.865,19.99
2024-11-14,2.25,24.66,305.85,21.07,340.65,12.37,22.1
2024-11-15,2.16,24.67,325.41,18.105,384.79,12.16,20.88
2024-11-18,2.23,24.95,324.57,19.86,430.54,12.27,21.97
2024-11-19,2.17,25.42,320.01,22.63,473.83,12.15,23.07
2024-11-20,2.05,26.43,295.23,24.18,397.28,11.76,22.77
2024-11-21,2.11,26.69,304.64,26.03,421.88,12.31,21.48
2024-11-22,2.05,25.48,312.22,26.42,403.45,12.06,20.31
2024-11-25,1.97,24.4,293.29,24.97,353.69,11.17,19.98
2024-11-26,2.15,25.99,310.98,26.92,388.84,12.37,19.85
2024-11-27,2.15,26.14,296.2,27.42,387.47,12.65,19.3
2024-11-29,2.04,24.7,302.4,25.63,380.3,12.1,19.07
2024-12-02,1.99,24.67,309.35,25.13,373.43,12.14,18.83
2024-12-03,2.14,25.55,330.94,25.96,406.0,12.95,19.05
2024-12-04,2.08,25.49,320.57,24.79,386.4,12.32,19.16
2024-12-05,2.29,26.12,343.62,26.43,395.01,12.95,18.65
