Date,BIL,BTAL,COKE,COST,EDC,EDZ,EUM,FTLS,IAU,KMLM,LLY,MO,NVO,PGR,PSQ,QLD,QQQ,TLT,TQQQ,UUP,UVXY,VIXY
2022-01-28,91.42,19.07,577.92,469.734,68.89,9.97,12.93,49.42,34.16,27.865,235.2166,37.7193,98.23,104.4998,12.13,69.71,353.19,142.19,57.0,25.97,17.19,18.97
2022-01-31,91.41,18.6,576.65,482.1457,73.71,9.2,12.62,49.43,34.31,27.9101,238.8715,38.382,101.36,104.8776,11.72,74.14,364.5,142.25,62.45,25.8,14.82,17.17
2022-02-01,91.42,18.46,567.99,487.9792,75.11,9.05,12.53,50.47,34.29,27.97,237.2278,38.0808,106.32,104.432,11.55,76.37,369.8,141.97,65.27,25.7,13.42,16.09
2022-02-02,91.42,18.7,558.0,493.2798,71.0,9.54,12.78,50.49,34.27,28.27,239.3065,38.3293,104.16,106.2824,11.92,71.69,358.56,140.46,59.24,25.61,14.36,16.86
2022-02-03,91.42,18.65,571.3,495.4121,70.41,9.66,12.8,50.26,34.23,28.6787,234.6848,37.8247,101.64,106.079,12.04,69.85,354.13,139.85,56.92,25.6,15.21,17.57
2022-02-04,91.42,18.37,569.89,498.4623,71.03,9.57,12.78,50.4,34.52,28.5,234.3851,37.8624,100.77,105.924,11.9,71.58,358.7,138.9,59.18,25.59,14.17,16.77
2022-02-07,91.42,18.4,560.8,493.2893,71.01,9.54,12.75,49.96,34.64,28.48,233.8919,38.141,101.27,106.108,12.06,69.78,353.9,138.22,56.76,25.59,13.85,16.54
2022-02-08,91.41,18.27,578.0,504.8689,75.19,8.99,12.5,50.7,34.76,28.2699,233.2731,38.0733,104.3,105.6043,11.71,73.63,363.81,138.7,61.61,25.56,12.52,15.48
2022-02-09,91.41,18.07,573.94,498.0512,74.91,8.98,12.51,49.99,34.73,28.5812,231.9582,38.1034,104.6,104.461,11.86,71.88,359.45,137.66,59.35,25.68,13.28,16.1
2022-02-10,91.41,18.1,560.0,495.6894,75.51,8.95,12.48,50.48,34.78,28.4401,231.3103,37.8172,101.74,102.9884,11.9,71.46,358.47,136.87,58.76,25.66,14.01,16.74
2022-02-11,91.41,18.39,576.3,486.6916,71.15,9.49,12.73,49.58,35.39,28.97,227.198,37.9302,97.58,102.0777,12.3,66.68,346.44,137.16,52.87,25.78,16.97,19.06
2022-02-14,91.41,18.3,590.2,490.8511,73.37,9.2,12.62,50.45,35.26,28.6641,229.7709,37.9001,100.67,103.3856,12.05,69.16,352.93,135.59,55.87,25.73,15.15,17.7
2022-02-15,91.42,18.25,573.9,489.0821,74.88,8.96,12.51,50.01,35.32,28.73,235.5286,37.9076,101.57,102.3877,12.01,69.5,353.89,135.95,56.2,25.68,15.21,17.75
2022-02-16,91.42,18.23,564.67,487.3132,75.83,8.88,12.47,50.46,35.98,28.7,238.4414,37.8775,103.35,102.5427,12.05,69.03,352.71,136.46,55.68,25.65,15.18,17.75
2022-02-17,91.42,18.42,562.9,492.3332,73.35,9.15,12.59,50.26,36.05,28.66,231.1011,38.6681,101.88,101.8645,12.27,66.5,346.4,137.52,52.61,25.67,16.675,18.92
2022-02-18,91.41,18.31,568.62,487.6574,68.6,9.69,12.87,49.73,36.19,29.25,232.2565,38.9242,99.81,103.4922,12.56,63.51,338.44,137.7,49.03,25.71,17.35,19.45
2022-02-22,91.41,18.29,560.6,480.9067,69.67,9.62,12.8,49.48,36.14,29.099,233.5576,38.7736,99.15,103.3275,12.44,64.56,341.41,137.67,50.25,25.69,16.15,18.53
2022-02-23,91.42,18.79,439.05,462.0984,56.84,11.57,13.66,48.5,37.19,29.2,228.3437,38.1937,95.2,100.2078,13.32,56.19,318.67,139.12,40.68,26.04,21.32,22.36
2022-02-24,91.42,18.06,447.0,486.2996,63.1,10.5,13.22,49.48,35.92,29.08,236.752,37.7193,100.8,99.4424,12.41,64.42,341.35,136.83,50.0,25.93,17.18,19.38
2022-02-25,91.42,18.18,481.98,491.769,61.02,10.79,13.32,49.83,36.42,29.12,238.9851,38.3142,102.31,100.4984,12.38,64.85,342.4,138.44,50.39,25.93,18.23,20.16
2022-02-28,91.42,17.85,491.77,496.703,62.23,10.64,13.27,49.77,36.47,29.525,240.3638,38.6004,103.95,101.9517,12.26,66.1,345.65,140.36,51.86,26.0,18.22,20.12
2022-03-01,91.42,17.86,485.99,501.0442,60.81,10.88,13.37,49.7,36.68,30.1556,242.6164,38.7811,102.68,100.0431,12.36,65.09,343.01,139.84,50.7,26.12,20.0,21.48
2022-03-02,91.42,17.97,492.85,511.0746,59.99,10.95,13.39,50.28,36.65,30.89,247.4225,39.7751,106.14,102.0583,12.11,67.65,349.83,137.56,53.76,26.13,18.13,20.18
2022-03-03,91.41,18.34,464.07,496.7412,54.99,11.97,13.79,49.61,37.1,32.18,248.7624,39.1802,101.77,100.7794,12.45,63.79,340.0,140.36,49.25,26.45,20.2,21.655
2022-03-04,91.4,18.82,452.61,500.5181,52.0,12.64,14.03,49.91,37.56,32.73,252.3062,39.76,102.73,102.8527,12.56,62.85,337.37,139.12,48.04,26.43,19.99,21.45
2022-03-07,91.42,19.27,439.74,503.1668,49.48,13.2,14.26,49.28,38.35,32.59,252.3742,39.8353,102.03,103.1143,13.03,57.87,323.83,137.54,42.37,26.5,22.18,23.06
2022-03-08,91.42,18.77,461.26,504.5055,51.36,12.54,14.06,49.16,37.9,32.39,255.6462,38.8187,102.82,101.1766,12.73,60.68,331.69,137.07,45.41,26.25,20.34,21.8
2022-03-09,91.42,18.69,465.21,500.1931,51.16,12.65,14.07,49.3,38.06,30.8587,255.1996,38.3218,103.46,100.605,12.77,60.22,330.75,134.83,44.87,26.31,21.18,22.39
2022-03-10,91.42,18.58,474.05,513.1112,51.2,12.5,14.05,50.01,37.43,30.27,257.3649,38.4648,101.47,101.2541,12.62,61.53,334.3,134.36,46.37,26.39,18.49,20.47
2022-03-11,91.41,18.95,450.45,504.649,45.49,14.0,14.6,49.83,37.29,31.43,261.1708,38.141,102.08,103.5406,13.06,57.43,323.26,132.68,41.88,26.46,19.83,21.41
2022-03-14,91.42,19.4,456.49,506.7813,42.15,15.12,14.99,49.73,36.48,30.78,262.0253,38.6606,102.88,103.3178,13.15,56.64,321.05,132.82,40.88,26.4,20.57,21.9
2022-03-15,91.41,19.1,490.54,520.6748,50.0,12.4,14.07,50.69,36.49,32.5,269.7733,38.5251,105.29,104.0541,12.66,60.63,332.36,131.83,45.28,26.37,18.83,20.61
2022-03-16,91.41,18.82,489.44,519.5463,52.79,11.27,13.68,50.18,36.89,30.81,268.9577,38.6154,107.86,102.9109,12.42,62.86,338.47,132.88,47.61,26.27,17.06,19.31
2022-03-17,91.42,18.45,495.16,528.7354,52.23,11.41,13.73,50.03,36.65,31.11,277.5311,39.1275,108.76,107.6195,12.27,64.45,342.33,132.6,49.54,26.36,17.0,19.3
2022-03-18,91.41,18.16,507.04,535.601,53.49,11.09,13.62,50.83,36.53,31.95,279.3952,39.0447,110.1,108.2976,11.98,67.44,350.24,131.27,52.95,26.27,15.34,18.07
2022-03-21,91.42,18.32,499.75,532.5602,55.37,10.68,13.44,51.19,36.59,31.93,281.2498,40.1064,109.86,109.3537,11.97,67.59,350.55,128.97,53.14,26.32,14.7,17.58
2022-03-22,91.41,18.15,490.79,532.5506,54.49,10.84,13.52,50.87,36.71,32.31,276.1524,40.257,109.61,109.9059,11.86,68.9,353.83,129.42,54.52,26.41,15.3,18.04
2022-03-23,91.42,18.3,485.11,531.1737,55.17,10.76,13.48,50.91,37.13,32.99,277.968,40.2142,108.14,110.7197,11.85,68.78,353.75,129.67,54.45,26.43,14.63,17.47
2022-03-24,91.43,18.19,478.39,535.2949,54.47,10.9,13.54,50.72,37.02,32.85,280.1137,40.4057,107.72,110.6422,11.66,71.0,359.59,129.52,57.06,26.39,14.0,17.03
2022-03-25,91.42,18.43,485.0,532.3497,54.74,10.84,13.53,51.49,36.73,33.0,282.8615,40.1682,106.66,113.355,11.66,70.89,359.3,129.39,56.93,26.56,13.77,16.83
2022-03-28,91.42,18.3,488.29,543.1165,57.93,10.17,13.23,51.38,36.05,31.24,283.5411,39.6857,111.0,113.4228,11.34,74.72,369.0,130.56,61.45,26.25,12.71,15.99
2022-03-29,91.41,18.18,495.24,545.9373,57.58,10.23,13.24,51.2738,36.62,31.69,282.1332,39.6091,111.7,112.7737,11.34,74.85,369.46,130.07,61.83,26.17,12.47,15.76
2022-03-30,91.43,18.11,489.0,553.3477,56.72,10.4,13.31,50.78,36.85,32.25,280.9585,39.8235,112.87,113.3744,11.4,74.0,367.21,132.03,60.67,26.28,12.64,15.9
2022-03-31,91.42,18.35,502.0,552.0856,58.02,10.1,13.22,51.0,36.57,31.67,277.832,40.2601,111.56,110.5841,11.55,72.2,362.75,130.0,58.44,26.37,13.13,16.35
2022-04-01,91.41,18.41,517.61,548.7962,59.73,9.8,13.08,50.82,36.72,31.93,284.2402,40.3827,112.87,111.4173,11.55,72.19,362.71,131.94,58.39,26.43,12.6,15.87
2022-04-04,91.41,17.94,505.95,547.5054,59.9,9.75,13.06,51.0,36.85,31.97,283.2402,40.1912,114.4,110.6616,11.39,74.16,367.71,130.75,60.84,26.45,12.0,15.38
2022-04-05,91.42,18.62,491.27,548.8824,56.05,10.41,13.35,50.68,36.62,32.75,287.4832,40.9189,115.14,110.778,11.78,69.27,355.47,126.42,54.74,26.56,13.89,17.0
2022-04-06,91.41,18.84,498.93,566.3424,54.11,10.76,13.5,50.72,36.63,32.69,296.1341,41.1487,118.68,113.4543,11.88,67.93,352.13,126.12,53.17,26.6,13.82,16.92
2022-04-07,91.41,19.05,495.36,579.8151,54.13,10.72,13.48,51.39,36.78,32.99,299.047,41.1717,120.0,115.9756,11.88,67.99,352.31,125.45,53.23,26.75,13.35,16.54
2022-04-08,91.42,19.07,482.45,572.5578,52.46,11.1,13.64,51.11,37.32,33.5,303.9889,41.7308,120.68,114.9962,12.13,65.06,344.76,123.91,49.81,26.72,13.54,16.67
2022-04-11,91.41,19.16,487.3,560.9878,53.0,10.95,13.59,51.16,37.49,33.61,297.6682,41.5776,116.83,113.8228,12.09,65.39,345.7,124.05,50.11,26.71,13.68,16.84
2022-04-12,91.41,19.0,489.31,556.9526,52.15,11.14,13.66,50.79,37.59,34.13,298.3478,42.0142,118.18,111.5247,12.3,63.15,339.71,123.04,47.59,26.86,14.48,17.46
2022-04-13,91.41,18.92,497.7,565.8547,52.46,11.03,13.61,51.03,37.55,34.05,294.9204,41.9223,119.07,108.8774,12.05,65.6,346.39,122.83,50.43,26.8,12.64,15.97
2022-04-14,91.41,19.17,495.0,559.7351,50.48,11.44,13.78,51.03,37.89,35.1,292.3183,42.0602,117.22,106.2689,12.38,62.17,337.41,120.87,46.52,26.88,13.56,16.76
2022-04-18,91.41,19.3,480.1,557.794,49.1,11.75,13.9,51.09,37.31,35.25,289.7357,42.1062,114.11,106.2398,12.36,62.43,338.0,119.17,46.77,26.99,13.07,16.36
2022-04-19,91.41,18.9,491.46,572.902,50.12,11.55,13.81,51.81,37.0,34.33,288.3861,42.3896,115.18,108.2568,12.02,65.82,347.26,120.27,50.6,26.84,11.83,15.3
2022-04-20,91.43,19.09,499.5,580.6757,48.89,11.75,13.9,51.83,37.03,34.69,284.4053,42.4892,114.49,110.1477,12.08,65.06,345.17,120.82,49.68,26.77,11.39,14.94
2022-04-21,91.41,19.72,491.25,564.4873,46.47,12.39,14.15,50.82,36.82,34.44,280.8905,43.2781,112.98,109.1586,12.48,60.98,334.19,120.07,45.0,26.98,13.07,16.37
2022-04-22,91.41,19.94,478.38,545.3252,42.72,13.43,14.56,50.05,36.08,34.0,270.6472,42.2747,111.07,104.9113,12.89,57.11,323.68,121.39,40.83,27.18,15.74,18.57
2022-04-25,91.42,19.58,485.41,540.487,43.14,13.3,14.49,50.06,36.25,34.16,277.8611,42.3819,111.69,106.1913,12.73,58.46,327.37,122.44,42.21,27.25,15.27,18.2
2022-04-26,91.42,19.98,476.76,531.8239,41.84,13.59,14.63,49.74,35.94,34.32,274.8707,42.0526,110.97,105.5319,13.11,54.75,317.28,122.19,38.2,27.55,17.23,19.89
2022-04-27,91.42,19.7,463.82,531.9994,43.7,13.07,14.42,50.52,35.84,34.97,287.386,41.3632,108.0,104.4265,12.92,56.36,321.94,120.4,39.84,27.72,16.4,19.16
2022-04-28,91.43,19.79,460.49,537.2288,46.65,12.14,14.08,50.31,36.28,35.13,287.1919,42.8568,114.48,106.3368,12.85,56.94,323.61,119.27,40.37,27.6,16.74,19.45
2022-04-29,91.44,19.99,443.77,509.7415,44.19,12.83,14.33,49.61,35.38,35.67,282.7644,42.9641,113.73,104.8822,13.26,53.06,312.89,117.9,36.25,27.68,18.38,20.75
2022-05-02,91.44,19.63,450.32,507.6057,45.43,12.53,14.23,49.88,35.43,35.4,280.24,42.4662,113.22,107.1998,13.01,54.98,318.49,119.08,38.19,27.58,17.49,20.02
2022-05-03,91.44,19.4,498.51,518.6868,44.13,12.86,14.33,50.66,36.18,35.98,284.8907,43.2398,112.84,111.4956,12.73,57.21,325.16,116.35,40.44,27.6,14.57,17.83
2022-05-05,91.43,19.99,467.1,492.6649,40.69,13.82,14.72,50.24,35.73,36.6,281.7352,42.6577,110.73,108.6059,13.29,52.22,311.22,114.13,35.09,27.63,18.14,20.76
2022-05-06,91.45,20.25,479.25,475.1381,37.99,14.77,15.04,50.01,35.51,36.07,284.9781,43.2781,108.11,106.1816,13.61,49.72,303.57,112.83,32.59,27.74,18.57,21.08
2022-05-09,91.44,20.6,498.0,488.1635,38.15,14.49,14.95,50.12,35.39,35.0,283.512,41.2406,107.45,106.8313,13.53,49.93,304.63,115.92,32.73,27.7,18.02,20.74
2022-05-10,91.43,20.68,503.28,482.6278,37.75,14.63,15.01,49.95,35.14,35.21,275.4242,39.8235,104.81,104.5041,13.81,47.94,298.48,114.76,30.86,27.71,18.62,21.15
2022-05-11,91.44,20.99,498.25,466.2215,35.25,15.77,15.4,49.73,35.05,35.35,275.094,39.9844,104.44,104.7368,14.32,44.42,287.48,118.02,27.45,27.92,18.75,21.24
2022-05-12,91.43,20.75,519.22,472.2745,36.67,15.04,15.17,49.86,34.28,36.01,285.0812,40.1835,106.0,106.2398,13.91,47.04,295.75,116.97,29.9,28.07,16.78,19.78
2022-05-13,91.44,20.48,526.01,475.1764,37.81,14.58,14.99,49.93,34.32,36.4,284.5745,40.758,103.39,105.2022,13.7,48.39,300.16,116.21,31.11,27.93,15.97,19.07
2022-05-16,91.43,20.57,538.25,468.4914,41.15,13.28,14.57,50.76,34.72,36.52,292.261,41.3785,106.9,106.618,13.49,49.77,304.48,114.73,32.45,27.67,14.42,17.87
2022-05-17,91.44,20.59,514.2,440.5634,40.13,13.68,14.7,50.71,34.45,36.6,292.261,41.4857,104.63,107.7234,13.62,48.76,301.47,114.73,31.43,27.69,15.0,18.35
2022-05-18,91.45,20.64,480.25,412.1855,38.33,14.21,14.9,49.28,34.95,34.84,286.0066,40.2984,103.2,107.4325,14.19,44.73,289.31,118.65,27.53,27.56,18.15,20.92
2022-05-19,91.45,20.16,495.59,410.6817,41.14,13.21,14.55,49.79,34.97,35.32,283.2302,39.3563,106.44,107.4131,13.98,45.96,293.05,117.1,28.67,27.53,15.22,18.62
2022-05-20,91.45,20.36,515.54,402.2536,40.99,13.26,14.55,49.87,35.26,35.75,292.8455,39.4942,107.97,109.0519,14.16,44.92,290.0,117.68,27.69,27.35,15.57,18.95
2022-05-23,91.46,20.58,537.04,406.8508,39.28,13.82,14.75,49.87,35.33,35.67,295.8753,40.038,108.45,109.5174,14.23,44.36,288.18,117.94,27.13,27.26,16.13,19.45
2022-05-24,91.45,20.72,556.45,417.8936,38.7,14.02,14.84,50.3,35.21,35.35,299.0804,40.6508,106.42,111.0204,14.34,43.6,285.68,119.61,26.44,27.33,16.16,19.43
2022-05-25,91.45,20.77,582.0,430.124,39.42,13.74,14.73,50.61,35.08,35.62,297.356,41.2789,105.99,112.8143,14.09,45.09,290.28,119.03,27.79,27.26,15.08,18.49
2022-05-26,91.47,20.29,566.85,437.4987,42.22,12.75,14.37,50.77,35.34,35.38,304.5847,41.8381,105.7,113.4737,13.52,48.86,302.53,119.29,31.33,27.18,14.55,18.04
2022-05-27,91.47,20.05,559.76,450.8688,46.04,11.66,13.95,51.13,35.2,35.85,308.462,41.593,111.5,115.7622,13.23,50.95,309.12,117.2,33.33,27.24,14.61,18.17
2022-05-31,91.44,20.2,562.8,449.5472,45.53,11.82,14.02,50.9,35.07,35.51,305.3543,41.5393,110.79,115.4422,13.16,51.41,310.66,117.02,33.75,27.24,13.57,17.27
2022-06-01,91.43,20.55,580.0,441.4254,44.29,12.15,14.14,50.92,35.38,35.66,302.5583,41.4934,111.41,115.7622,13.42,49.53,304.86,116.65,31.95,27.29,13.77,17.44
2022-06-02,91.43,20.22,601.2,464.5359,44.82,12.0,14.09,50.78,35.35,35.73,294.3653,41.4015,112.23,114.9089,13.21,50.86,309.06,115.07,33.09,27.25,13.62,17.34
2022-06-03,91.43,20.14,614.5,460.1974,45.89,11.62,13.95,50.75,35.22,36.93,307.0007,41.3478,112.67,116.6252,13.14,51.39,310.78,115.15,33.65,27.29,13.06,16.85
2022-06-06,91.43,20.3,628.92,440.4773,43.62,12.25,14.2,50.52,35.08,37.39,296.1481,40.804,114.22,115.6846,13.45,49.1,303.76,114.61,31.37,27.45,13.7,17.37
2022-06-07,91.44,19.97,632.05,451.8458,45.41,11.8,14.02,50.75,35.23,37.46,304.3704,39.8695,115.44,117.1974,13.2,50.81,309.04,114.67,33.08,27.36,12.89,16.72
2022-06-08,91.44,20.24,634.19,447.5934,44.39,12.11,14.13,50.26,35.13,37.46,303.5617,37.9316,114.92,115.8301,13.34,49.75,305.92,113.85,32.06,27.42,13.0,16.8
2022-06-09,91.44,20.57,581.68,445.3522,41.98,12.67,14.37,49.44,34.82,37.98,291.5109,36.8362,111.01,110.3513,13.9,45.78,293.61,114.35,28.24,27.78,14.38,17.98
2022-06-10,91.43,21.23,568.78,430.986,37.74,14.03,14.88,49.15,34.89,38.89,282.9379,36.7213,108.92,108.3343,14.57,41.47,279.66,111.5,24.28,28.0,16.59,19.65
2022-06-13,91.42,21.64,552.76,433.1409,37.64,13.9,14.85,48.67,34.57,40.46,281.7104,36.2332,106.81,110.5647,14.64,40.79,277.64,110.53,23.64,28.04,17.55,20.63
2022-06-14,91.42,21.38,576.26,439.1269,38.55,13.6,14.72,49.3,34.72,38.7,284.0777,36.4362,105.95,109.6241,14.53,41.32,279.52,110.09,24.07,28.1,16.38,19.66
2022-06-15,91.43,21.55,541.3,431.2829,36.12,14.43,15.03,47.75,34.76,38.01,282.7139,35.0774,104.24,107.6556,14.75,40.12,275.57,108.41,22.99,27.88,16.72,19.96
2022-06-16,91.44,21.82,539.46,431.9916,37.0,13.99,14.88,47.75,35.08,38.05,282.5287,35.749,105.77,106.8992,14.91,39.07,272.32,112.01,22.08,27.91,16.87,20.12
2022-06-17,91.45,21.29,507.93,431.5127,37.93,13.64,14.76,47.83,34.85,37.05,284.8375,35.6163,108.07,107.5683,14.5,41.15,278.8,110.11,23.83,27.84,15.3,18.84
2022-06-21,91.46,21.67,505.3,439.9792,35.82,14.45,15.03,47.75,34.96,36.92,289.2994,35.3586,107.37,107.995,14.51,41.01,278.52,112.74,23.65,27.85,16.15,19.53
2022-06-22,91.47,21.35,510.58,446.6643,36.29,14.21,14.98,48.2,34.92,36.5,301.516,32.2819,107.03,109.0907,14.29,42.45,283.18,113.92,24.97,27.85,14.66,18.32
2022-06-23,91.47,20.98,528.8,459.7184,37.52,13.68,14.78,48.54,34.68,35.5,311.3067,33.7968,111.75,108.0046,14.05,43.8,287.9,113.46,26.11,27.82,14.4,18.09
2022-06-24,91.46,20.67,555.01,465.2829,39.77,12.99,14.53,48.11,34.75,35.95,315.866,34.0232,112.68,112.4265,13.65,46.29,296.02,111.24,28.35,27.74,14.22,17.95
2022-06-27,91.46,20.85,560.15,463.0705,40.0,12.84,14.49,48.96,34.64,36.28,318.0969,34.1404,109.25,113.6871,13.79,45.36,292.98,111.26,27.48,27.86,13.48,17.32
2022-06-28,91.45,21.26,547.52,451.0508,38.4,13.5,14.73,48.03,34.75,36.83,309.9525,32.4459,109.02,112.5428,14.26,42.34,283.43,112.38,24.77,27.96,14.4,18.15
2022-06-29,91.48,21.69,542.5,448.5127,36.3,14.1,14.95,48.28,34.53,36.15,313.8201,32.3209,109.57,109.6337,14.4,41.55,280.8,114.86,24.01,28.07,14.81,18.47
2022-06-30,91.43,21.82,558.24,460.8485,36.0,14.25,14.98,48.2,34.05,35.12,315.525,32.4537,109.73,112.8628,14.48,40.98,278.88,115.93,23.59,28.14,14.76,18.43
2022-07-01,91.43,21.89,578.6,465.0435,34.42,14.87,15.21,48.45,34.06,35.59,314.1221,32.6255,108.51,113.9295,14.51,40.82,278.31,116.93,23.42,28.45,14.75,18.45
2022-07-05,91.43,21.07,584.02,467.6295,34.97,14.65,15.11,48.46,33.48,34.15,319.5387,33.0315,109.51,113.5513,14.04,43.5,287.35,117.41,25.77,28.56,14.04,17.81
2022-07-06,91.44,21.1,584.16,471.2688,36.6,14.01,14.9,48.88,33.09,33.93,318.808,32.3834,109.69,117.2975,13.93,44.2,289.65,115.09,26.42,28.58,13.51,17.37
2022-07-07,91.43,20.65,578.5,476.3066,36.74,13.92,14.84,48.52,33.08,34.8,318.1261,32.2428,107.73,117.3072,13.82,44.88,292.0,113.5,26.97,28.6,13.47,17.35
2022-07-08,91.42,20.73,584.73,479.946,34.68,14.64,15.15,48.73,32.99,35.9,322.0814,32.6098,109.05,116.3561,13.79,45.15,292.92,113.8,27.18,28.86,13.33,17.2
2022-07-11,91.43,21.22,567.22,476.0096,33.83,15.0,15.26,48.82,32.86,35.76,321.4871,32.8207,109.66,115.832,13.9,44.33,290.24,115.51,26.41,28.89,13.56,17.43
2022-07-12,91.42,21.32,564.99,463.8558,32.38,15.66,15.5,47.51,32.62,34.5,313.7032,32.8675,107.63,113.1145,14.37,41.39,280.53,113.76,23.85,28.95,14.26,18.04
2022-07-13,91.41,21.29,537.99,475.1285,32.55,15.6,15.46,47.58,32.41,35.14,309.3485,32.4068,107.98,111.4453,14.26,42.1,283.13,115.13,24.48,29.14,14.04,17.85
2022-07-14,91.43,21.09,525.13,495.0783,32.76,15.46,15.44,47.74,32.4,35.0,323.4063,32.9847,112.87,111.8043,13.92,44.15,289.8,115.82,26.27,28.93,13.09,16.96
2022-07-15,91.42,20.75,513.0,499.8096,34.73,14.55,15.12,48.63,32.64,35.69,321.604,33.055,114.45,112.7749,13.67,45.63,294.72,115.25,27.63,28.68,12.32,16.36
2022-07-18,91.43,20.89,497.38,500.3365,35.08,14.4,15.06,48.3,32.5,35.1,315.7295,33.3126,114.99,107.9805,13.75,45.15,293.1,114.95,27.2,28.48,12.57,16.6
2022-07-19,91.43,20.66,510.99,499.2351,35.16,14.4,15.05,49.32,32.55,35.08,318.6522,33.5,114.34,109.1742,13.48,46.84,298.7,115.5,28.68,28.49,12.55,16.56
2022-07-20,91.43,20.12,499.89,501.8976,35.4,14.32,15.03,48.29,32.25,35.4,313.1576,32.8363,113.82,107.6893,13.28,48.33,303.53,115.22,30.04,28.64,12.22,16.27
2022-07-21,91.45,19.78,505.0,508.2857,36.1,13.99,14.93,48.44,32.71,34.77,318.5158,33.5001,114.68,108.291,13.14,49.28,306.39,118.33,30.91,28.52,11.79,15.9
2022-07-22,91.45,20.29,501.84,508.9658,35.36,14.3,15.02,48.87,32.73,34.0,320.2693,33.7812,115.52,108.4754,13.33,47.8,302.02,116.71,29.53,28.39,11.69,15.78
2022-07-25,91.45,20.6,499.45,493.2395,35.53,14.16,14.99,48.99,32.65,35.1,322.4516,34.2185,115.96,109.3198,13.49,46.72,298.41,118.88,28.44,28.58,11.69,15.81
2022-07-26,91.45,20.76,501.7,491.4198,35.52,14.14,14.99,49.13,32.62,34.98,320.4935,34.3434,114.86,109.378,13.46,46.82,299.07,118.01,28.65,28.6,11.5,15.65
2022-07-27,91.46,20.44,506.89,499.1566,36.76,13.65,14.8,49.25,33.27,34.17,321.7209,34.359,114.75,110.6203,13.11,49.15,306.59,118.07,30.7,28.44,11.13,15.3
2022-07-28,91.46,20.01,503.87,510.4008,35.64,14.04,14.94,49.95,33.39,34.34,322.5197,34.1326,117.13,111.0473,12.9,50.67,311.47,117.69,32.16,28.46,10.42,14.66
2022-07-29,91.37,20.02,514.12,519.4382,35.43,14.13,14.97,50.15,33.61,32.64,319.0613,34.1326,116.94,111.125,12.81,51.42,313.68,118.27,32.79,28.19,10.6,14.81
2022-08-01,91.38,19.9,529.43,521.9424,34.6,14.46,15.1,50.07,33.76,33.2,318.7496,34.4371,116.66,109.5624,12.85,51.16,312.84,120.16,32.48,28.25,11.05,15.26
2022-08-02,91.4,19.56,517.35,522.873,35.18,14.21,15.01,50.2,33.57,33.7,312.3588,34.359,113.89,110.3097,12.72,52.2,316.02,117.16,33.56,28.41,10.69,14.93
2022-08-03,91.41,19.37,500.55,524.7916,36.61,13.7,14.84,50.05,33.74,33.45,302.1979,34.4684,105.825,111.455,12.45,54.43,322.89,118.96,35.69,28.43,10.33,14.58
2022-08-04,91.42,19.22,498.1,515.428,35.96,13.92,14.92,49.73,33.62,33.64,294.677,34.4918,104.14,113.0563,12.58,53.14,319.18,117.07,34.42,28.54,10.58,14.82
2022-08-05,91.41,18.96,499.02,521.7601,36.83,13.56,14.8,50.25,33.83,33.24,292.8942,34.6558,102.64,115.0944,12.44,54.34,322.68,117.67,35.59,28.43,9.89,14.16
2022-08-08,91.41,19.03,493.54,521.5681,36.95,13.54,14.79,49.66,34.12,33.6,297.2197,34.687,104.72,115.7641,12.6,53.0,318.7,117.73,34.21,28.35,10.12,14.41
2022-08-09,91.42,18.92,504.41,522.374,37.19,13.49,14.75,51.12,34.12,33.25,296.6449,34.7104,106.69,117.1616,12.37,54.95,324.64,117.74,36.15,28.12,9.5,13.8
2022-08-10,91.44,18.49,508.07,521.1844,38.67,12.89,14.55,51.07,34.06,33.5,293.2644,35.0853,109.44,117.7536,12.22,56.15,328.42,116.87,37.37,28.03,9.12,13.44
2022-08-11,91.44,18.72,502.13,514.4108,38.24,13.07,14.59,50.77,34.07,33.65,296.0691,35.2961,107.44,117.2781,12.32,55.44,326.24,115.1,36.67,28.23,9.17,13.5
2022-08-12,91.44,18.47,499.88,514.622,38.43,12.99,14.56,50.9,33.84,33.63,302.2168,35.257,106.7,117.3654,12.19,56.5,329.52,116.36,37.67,28.34,9.3,13.64
2022-08-15,91.46,18.43,507.0,528.7252,38.47,12.92,14.55,51.11,33.69,34.1401,306.8301,35.3586,105.9,118.0545,12.1,57.38,332.0,115.25,38.56,28.54,8.94,13.27
2022-08-16,91.46,18.7,514.84,527.6699,38.27,13.07,14.61,51.08,33.67,34.56,302.9987,35.6319,105.52,118.8795,12.21,56.34,329.02,115.05,37.47,28.54,9.14,13.48
2022-08-17,91.48,19.0,525.6,536.3621,37.85,13.18,14.65,50.83,33.56,35.05,309.5863,35.5616,104.15,123.373,12.24,56.09,328.47,114.96,37.24,28.58,8.95,13.27
2022-08-18,91.48,19.38,532.9,535.9687,36.57,13.61,14.8,50.97,33.36,35.63,310.3291,35.5616,104.36,124.3144,12.32,55.35,326.22,113.25,36.45,28.91,9.02,13.35
2022-08-19,91.48,20.03,516.1,530.5481,35.23,14.15,15.0,50.32,32.95,36.3,314.9913,35.421,108.27,123.4312,12.62,52.68,318.27,112.77,33.87,29.01,9.97,14.3
