Date,AGG,BIL,COST,CURE,DBC,DIA,EEM,EFA,EPI,ERX,EUO,EWZ,GLD,MVV,PSQ,PUI,QLD,QQQ,SH,SHY,SMH,SOXL,SOXS,SPXL,SPXS,SPXU,SPY,SQQQ,TECL,TECS,TMF,TMV,TNA,TQQQ,UCO,UDOW,UGL,UNH,UPRO,USD,USDU,UUP,UVXY,VIXY,XLP,YCS
2013-12-18,106.68,45.79,94.1557,65.93,25.46,161.88,40.55,64.7,16.6,84.08,17.31,44.06,114.82,119.81,18.74,20.25,94.47,85.9,25.8,84.45,41.74,62.4,41.54,59.74,35.56,16.16,181.5,15.57,83.65,23.05,44.3,72.1,70.21,114.63,32.12,105.42,40.34,60.4815,90.14,50.33,25.2,21.68,18.23,29.72,42.68,69.45
2013-12-19,106.86,45.78,94.5867,66.98,25.68,162.08,40.44,65.08,17.1,84.75,17.25,43.41,115.94,122.5,18.55,20.27,96.37,86.47,25.65,84.42,42.05,63.99,40.5,60.72,34.96,15.87,181.58,15.12,85.43,22.4,46.23,68.87,73.43,118.08,32.41,106.48,41.13,61.2836,91.64,51.0,25.12,21.66,18.49,29.91,42.55,69.22
2013-12-20,106.81,45.78,94.7143,67.84,25.66,162.62,40.78,65.74,17.2,84.92,17.21,44.1,115.57,124.39,18.36,20.35,98.41,87.41,25.52,84.41,41.78,65.58,39.46,61.63,34.45,15.63,182.54,14.63,88.86,21.54,45.58,69.95,76.09,121.9,32.28,107.48,40.84,62.119,93.03,51.84,25.14,21.62,17.15,28.87,42.51,69.27
2013-12-23,106.39,45.78,94.6665,68.89,25.78,164.46,40.67,66.23,17.11,88.28,17.22,43.98,116.74,125.68,18.28,20.5,99.15,87.74,25.34,84.35,42.04,66.97,38.71,63.04,33.65,15.29,183.84,14.47,90.59,21.17,43.9,72.35,77.04,123.32,32.84,110.93,41.63,62.5368,95.14,52.53,25.18,21.64,15.88,27.77,42.74,70.14
2013-12-26,106.43,45.79,94.5867,68.61,25.85,164.47,41.3,66.57,17.27,89.46,17.11,44.69,117.12,125.86,18.32,20.58,98.64,87.52,25.33,84.38,42.05,66.79,38.67,63.02,33.65,15.28,183.84,14.57,90.14,21.27,43.51,73.03,76.92,122.36,33.21,110.95,41.92,62.4031,95.08,52.24,25.17,21.59,16.3,28.14,42.84,70.73
2013-12-27,106.53,45.78,94.7782,68.9,25.7,164.59,41.48,66.85,17.29,87.42,16.93,44.37,115.4,126.08,18.35,20.55,98.34,87.39,25.33,84.4,42.24,67.3,38.39,62.96,33.67,15.29,183.82,14.62,89.66,21.4,44.4,71.55,76.78,121.72,32.63,111.28,40.66,62.4783,94.99,53.03,25.15,21.49,16.8,28.55,42.95,70.6
2013-12-30,106.43,45.77,94.9777,69.11,25.65,165.47,41.77,67.06,17.44,89.88,17.06,44.68,116.17,126.97,18.25,20.64,99.6,87.96,25.23,84.39,42.44,69.02,37.52,63.8,33.22,15.07,184.67,14.35,91.3,20.95,43.6,72.76,77.43,124.11,32.22,112.86,41.26,62.9128,96.33,53.34,25.11,21.52,16.78,28.54,42.98,70.91
2013-12-31,106.5,45.77,94.0121,67.95,25.29,164.11,40.19,65.93,16.72,86.14,17.3,43.19,118.0,124.11,18.37,20.33,98.07,87.27,25.45,84.42,41.94,65.92,39.14,62.04,34.13,15.5,182.92,14.69,88.5,21.54,44.04,72.06,74.87,121.21,30.24,110.25,42.58,62.3028,93.56,52.22,25.27,21.65,17.48,29.13,42.45,70.15
2014-01-02,106.54,45.78,93.5972,68.37,25.13,164.39,40.12,65.98,16.88,85.37,17.5,43.43,119.29,125.41,18.51,20.32,96.68,86.64,25.48,84.38,41.86,65.68,39.35,61.87,34.17,15.54,182.88,14.99,87.41,21.88,44.06,71.99,75.87,118.57,29.42,110.78,43.52,62.7457,93.4,52.35,25.23,21.74,17.23,28.94,42.37,70.17
2014-01-03,106.68,45.77,92.8869,67.61,25.16,163.89,39.74,65.9,16.78,85.48,17.36,42.92,119.5,123.75,18.57,20.3,95.89,86.32,25.54,84.4,41.56,64.44,40.05,61.4,34.45,15.65,182.36,15.16,87.01,21.97,44.48,71.2,74.16,117.31,29.1,109.71,43.47,62.0271,92.78,51.45,25.19,21.68,16.78,28.57,42.21,69.37
2014-01-06,106.73,45.78,92.456,69.6,25.14,164.96,39.89,66.26,16.73,87.49,17.41,42.95,118.82,125.58,18.4,20.48,97.62,87.09,25.39,84.4,41.75,65.94,39.24,62.53,33.83,15.36,183.43,14.75,89.21,21.4,44.81,70.62,75.9,120.35,29.16,111.78,43.07,63.9237,94.39,52.42,25.24,21.73,16.05,27.9,42.44,69.84
2014-01-07,106.41,45.78,91.0116,71.56,24.9,164.41,39.78,66.25,16.78,85.71,17.5,42.51,118.12,126.26,18.37,20.47,98.14,87.31,25.37,84.32,42.18,68.85,37.34,62.56,33.81,15.34,183.52,14.63,89.33,21.39,44.53,71.08,76.24,121.25,28.43,110.57,42.58,63.1801,94.49,53.58,25.31,21.78,16.08,27.96,42.12,70.05
2014-01-08,106.56,45.77,94.5707,72.99,24.7,164.19,39.57,66.2,16.77,84.96,17.43,41.98,118.46,126.38,18.43,20.43,97.44,87.01,25.36,84.33,41.75,67.35,38.21,62.67,33.72,15.33,183.64,14.8,87.58,21.8,45.23,69.91,76.25,119.97,28.32,110.28,42.68,63.5644,94.56,52.71,25.28,21.76,16.16,28.03,42.34,70.18
2014-01-09,107.1,45.78,94.044,73.99,24.86,164.18,40.27,66.82,17.06,85.22,17.27,42.69,120.26,128.24,18.36,20.65,98.07,87.3,25.31,84.43,41.98,68.21,37.73,63.13,33.48,15.21,184.14,14.64,88.0,21.66,46.85,67.51,77.46,121.2,28.5,110.17,44.12,62.4115,95.37,53.37,25.17,21.67,15.4,27.36,42.4,69.18
2014-01-10,107.2,45.78,91.5862,72.17,24.85,162.24,39.79,66.23,16.99,80.12,17.24,42.25,121.02,124.54,18.64,20.37,95.1,85.98,25.62,84.45,41.59,65.78,39.05,60.63,34.78,15.8,181.66,15.29,85.07,22.34,47.59,66.46,74.49,115.81,27.83,106.6,44.67,61.7765,91.66,52.06,25.07,21.62,16.49,28.32,42.16,67.61
2014-01-13,107.04,45.78,92.7513,75.17,24.85,163.45,40.22,66.76,17.15,83.13,17.22,42.66,119.89,127.72,18.28,20.44,98.81,87.65,25.34,84.41,42.68,70.3,36.38,62.63,33.64,15.3,183.72,14.42,89.53,21.25,46.91,67.32,76.98,121.99,28.25,108.64,43.82,61.8433,94.52,55.2,25.21,21.66,15.17,27.18,42.38,69.28
2014-01-14,106.95,45.78,92.7593,74.67,24.92,164.59,40.21,67.04,17.27,82.48,17.42,42.66,119.66,129.05,18.14,20.61,100.38,88.37,25.2,84.39,42.98,72.2,35.5,63.65,33.09,15.04,184.69,14.07,92.81,20.44,46.83,67.45,78.85,125.3,29.47,110.9,43.73,62.5284,96.09,55.77,25.31,21.76,15.33,27.3,42.39,69.8
2014-01-15,107.2,45.78,92.2167,75.2,24.88,163.98,39.99,67.01,17.23,82.86,17.4,42.38,119.79,128.73,18.13,20.63,100.48,88.38,25.24,84.4,42.79,70.88,36.02,63.39,33.22,15.1,184.39,14.04,92.8,20.45,47.65,66.23,79.14,125.59,29.23,109.75,43.82,60.7906,95.69,55.23,25.31,21.74,15.45,27.47,42.4,69.42
2014-01-16,107.25,45.78,92.7992,75.05,24.91,164.02,39.79,66.81,17.06,82.44,17.63,42.21,120.93,127.8,18.22,20.65,99.31,87.85,25.36,84.42,42.31,69.66,36.63,62.55,33.65,15.31,183.65,14.29,91.19,20.79,48.26,65.31,78.25,123.33,29.28,110.17,44.63,60.5901,94.45,54.16,25.38,21.83,15.51,27.49,42.07,69.35
2014-01-17,107.3,45.78,91.7139,75.9,24.97,163.73,39.73,67.13,17.01,84.25,17.55,41.76,119.7,128.79,18.09,20.71,100.81,88.55,25.28,84.41,42.5,71.03,35.93,63.15,33.37,15.15,184.18,13.98,92.35,20.54,48.37,65.14,79.73,126.09,29.86,109.57,43.67,61.1248,95.28,53.91,25.35,21.78,15.14,27.15,42.23,69.48
2014-01-21,107.07,45.78,90.7722,76.43,25.09,163.49,40.26,67.13,17.21,85.54,17.56,42.25,119.19,130.08,18.04,20.89,101.4,88.81,25.26,84.37,42.96,73.36,34.75,63.26,33.27,15.13,184.3,13.85,92.14,20.55,48.07,65.58,80.81,127.19,30.86,109.0,43.36,61.3253,95.49,54.77,25.37,21.81,14.67,26.74,42.23,69.66
2014-01-22,107.35,45.78,90.0142,74.9,25.07,161.71,39.26,66.68,17.02,82.67,17.18,41.19,121.79,127.98,18.11,20.78,100.67,88.47,25.45,84.45,42.37,70.96,35.89,61.71,34.09,15.48,182.79,14.0,91.36,20.72,50.12,62.89,79.15,125.83,31.15,105.48,45.19,61.1582,93.2,53.8,25.26,21.59,15.46,27.44,41.86,67.89
2014-01-23,107.58,45.78,89.4795,69.59,25.08,158.48,38.24,64.85,16.4,77.44,17.25,39.97,122.29,60.68,18.46,20.46,96.57,86.71,26.02,84.46,41.61,65.98,38.4,57.71,36.28,65.98,178.83,59.4,86.29,21.86,50.99,61.6,73.3,59.14,30.89,99.25,45.6,59.8214,87.1,51.46,25.21,21.62,72.84,29.92,41.48,66.63
2014-01-24,107.35,45.78,90.2376,67.77,24.91,158.02,38.09,64.55,16.05,76.53,17.23,39.99,120.96,59.58,18.64,20.58,94.84,85.9,26.14,84.46,41.24,64.56,39.13,56.88,36.82,66.97,178.01,61.01,83.89,22.49,49.96,62.91,70.03,57.42,30.23,98.43,44.68,59.8632,85.85,50.88,25.21,21.62,74.63,30.35,41.31,67.11
2014-01-27,107.53,45.78,91.275,70.5,25.03,158.94,38.33,65.11,16.17,78.35,17.24,40.05,120.95,60.57,18.65,20.55,94.7,85.84,25.98,84.47,41.43,65.52,38.71,57.92,36.14,65.7,179.1,61.15,82.47,22.91,50.4,62.39,72.21,57.4,31.12,100.01,44.57,59.9133,87.39,51.05,25.26,21.63,68.36,29.14,41.63,67.45
2014-01-28,107.85,45.78,89.5593,68.7,25.01,157.1,37.79,64.38,15.91,77.04,17.29,39.21,122.47,59.35,18.85,20.55,92.69,84.93,26.24,84.51,41.16,64.59,39.12,56.19,37.24,67.67,177.28,63.13,80.31,23.47,51.56,60.84,69.11,55.59,31.16,96.6,45.72,59.5373,84.75,50.8,25.27,21.63,77.79,31.11,40.9,66.58
2014-01-29,107.84,45.78,89.9583,72.17,24.91,158.17,38.1,64.71,16.17,77.83,17.55,39.64,119.76,61.15,18.5,20.75,95.95,86.49,25.92,84.51,41.54,67.1,37.64,58.03,35.96,65.4,179.23,59.7,83.44,22.54,51.21,61.34,72.01,58.52,31.55,98.35,43.66,60.824,87.62,52.09,25.36,21.77,74.58,30.54,40.96,67.28
2014-01-30,107.93,45.77,89.663,70.27,24.88,156.69,38.19,63.61,16.17,74.82,17.7,39.24,120.09,60.53,18.55,20.77,95.54,86.27,26.1,84.54,41.17,66.06,38.22,56.93,36.64,66.64,178.18,60.1,83.92,22.4,52.09,60.23,70.56,58.11,31.25,95.73,43.94,60.3896,85.99,51.15,25.36,21.83,87.82,33.12,40.76,66.6
2014-01-31,108.23,45.77,87.9234,66.33,24.88,153.39,37.09,62.31,15.74,70.95,17.6,38.03,121.32,55.98,18.98,20.32,91.27,84.29,26.69,84.58,40.35,61.78,40.72,53.11,39.08,71.1,174.15,64.24,78.14,23.95,54.03,58.0,64.02,54.26,30.79,89.7,44.84,59.1029,80.17,48.61,25.3,21.76,100.25,35.48,39.88,64.9
2014-02-03,107.97,45.78,88.49,68.24,25.07,154.08,37.86,63.03,16.2,72.9,17.62,39.16,120.99,57.86,18.83,20.21,92.48,84.91,26.51,84.55,40.31,61.99,40.52,54.22,38.29,69.63,175.36,62.64,79.46,23.52,52.46,59.64,65.42,55.31,31.17,90.74,44.61,58.9107,81.79,48.86,25.28,21.78,95.63,34.67,40.09,65.77
2014-02-04,107.7,45.77,88.1867,67.08,25.12,154.17,37.72,63.16,16.08,70.89,17.58,39.08,121.29,56.94,18.89,20.34,92.0,84.69,26.54,84.53,40.3,62.24,40.33,53.95,38.47,69.97,175.17,63.32,79.38,23.52,50.96,61.37,63.79,54.81,31.07,90.83,44.8,59.1697,81.51,49.05,25.22,21.75,103.3,36.08,40.12,65.42
2014-02-05,107.65,45.78,91.1792,68.09,25.22,156.14,38.51,64.28,16.4,74.12,17.44,40.36,121.24,58.64,18.65,20.38,94.26,85.77,26.2,84.52,40.9,65.17,38.47,56.09,36.96,67.23,177.48,60.84,82.1,22.74,50.32,62.11,65.4,56.91,31.44,94.36,44.79,59.2115,84.66,50.19,25.18,21.72,82.41,32.41,40.55,66.41
2014-02-06,107.82,45.78,91.0037,71.73,25.51,157.78,38.74,65.12,16.47,76.34,17.31,40.64,122.17,59.74,18.31,20.5,97.69,87.31,25.84,84.55,41.45,68.5,36.51,58.26,35.49,64.55,179.74,57.59,85.55,21.78,50.33,62.05,67.55,59.93,32.84,97.3,45.49,59.6209,88.0,51.9,25.19,21.65,72.48,30.4,40.95,66.54
2014-02-07,107.93,45.77,90.8521,73.61,25.37,157.75,38.29,64.9,16.24,75.3,17.28,39.99,122.92,60.12,18.19,20.61,98.78,87.81,25.8,84.54,41.68,69.37,35.92,58.51,35.32,64.32,180.01,56.59,86.32,21.56,50.74,61.49,68.11,61.07,32.77,97.4,46.02,58.2674,88.4,51.82,25.18,21.63,72.4,30.45,41.09,66.48
2014-02-10,107.72,45.77,91.7618,76.4,25.5,159.76,39.13,65.94,16.52,78.2,17.32,40.75,124.36,61.24,18.0,20.83,101.02,88.79,25.53,84.51,42.21,72.05,34.59,60.44,34.15,62.15,181.98,54.67,89.29,20.81,49.92,62.52,69.95,63.12,32.8,100.95,47.14,59.0026,91.25,53.52,25.18,21.63,66.9,29.3,41.57,67.02
2014-02-11,107.54,45.77,91.8658,76.28,25.55,159.71,39.14,66.04,16.5,77.61,17.44,40.02,124.43,61.93,17.95,20.83,101.42,88.97,25.49,84.47,42.51,74.08,33.68,60.62,34.05,62.03,182.16,54.35,90.14,20.62,49.18,63.45,70.69,63.42,33.05,100.95,47.23,58.6851,91.5,54.31,25.17,21.65,64.08,28.67,41.39,66.9
2014-02-12,107.77,45.78,92.6659,78.03,25.69,160.29,39.18,66.24,16.29,78.5,17.21,40.52,125.49,62.82,17.81,21.07,102.9,89.63,25.38,84.53,42.91,76.74,32.49,61.5,33.58,61.08,183.0,53.1,92.56,20.07,50.02,62.42,73.44,65.05,33.19,102.05,48.02,59.4956,92.89,55.44,25.05,21.53,63.0,28.43,41.6,66.5
2014-02-13,107.77,45.78,92.898,78.88,25.78,161.59,39.66,66.49,16.49,81.69,17.16,40.64,127.15,63.38,17.79,21.12,103.36,89.81,25.23,84.52,43.2,78.01,31.9,62.48,33.01,60.15,184.01,52.82,92.79,20.03,49.97,62.33,73.77,65.24,33.31,104.45,49.19,61.4256,94.3,55.84,25.01,21.49,61.05,27.99,41.84,65.92
2014-02-14,107.84,45.77,92.3058,80.92,26.15,161.41,39.29,67.06,16.44,82.86,17.01,39.53,127.4,64.05,17.7,21.23,104.37,90.25,25.19,84.56,43.29,78.73,31.66,62.71,32.88,59.85,184.26,52.03,93.07,19.94,50.32,61.91,76.06,66.26,34.51,104.06,49.43,61.6846,94.72,56.3,24.99,21.45,59.45,27.61,41.6,66.67
2014-02-18,107.76,45.78,91.9458,79.57,26.22,160.52,39.02,66.61,16.41,83.21,17.07,39.78,126.29,63.25,17.82,21.19,102.95,89.64,25.36,84.53,43.16,78.46,31.69,61.5,33.53,61.08,183.05,53.11,91.83,20.22,49.79,62.6,73.68,64.81,34.92,102.39,48.57,61.4506,92.77,55.82,25.04,21.51,67.4,29.45,41.51,66.48
2014-02-19,107.7,45.78,92.0658,81.83,26.27,161.36,39.16,66.84,16.56,84.84,17.1,40.22,127.6,64.15,17.72,21.35,103.79,90.05,25.21,84.53,43.44,80.31,31.07,62.5,32.95,60.02,184.1,52.34,93.1,19.89,49.4,63.0,75.96,65.75,34.99,104.0,49.61,61.3922,94.31,57.0,25.07,21.54,62.65,28.4,41.69,66.56
2014-02-20,107.8,45.77,90.5695,81.28,26.2,160.81,39.43,66.97,16.7,82.78,17.05,40.76,127.58,64.29,17.77,21.33,103.47,89.93,25.24,84.54,43.24,79.09,31.42,62.36,33.05,60.18,183.96,52.64,92.0,20.15,50.1,62.08,76.65,65.41,34.63,103.79,49.57,61.6679,94.1,56.05,25.06,21.52,63.99,28.72,41.6,66.94
2014-02-21,107.7,45.78,91.1697,82.88,26.31,161.66,39.45,67.55,16.78,86.41,17.07,40.75,128.99,64.8,17.66,21.33,104.74,90.43,25.12,84.52,43.5,80.0,31.08,63.23,32.6,59.36,184.91,51.64,93.0,19.9,49.76,62.56,78.61,66.58,34.91,105.4,50.57,63.506,95.58,57.18,25.02,21.51,62.81,28.44,41.75,66.81
2014-02-24,107.99,45.77,92.3859,82.23,26.19,161.54,38.98,67.39,16.66,86.5,17.04,40.4,129.21,64.81,17.69,21.22,104.42,90.31,25.12,84.54,43.27,78.96,31.5,63.24,32.55,59.26,184.84,51.89,92.13,20.13,51.09,60.91,78.69,66.32,34.5,105.14,50.86,62.9295,95.52,56.56,25.01,21.48,63.02,28.52,41.91,66.36
2014-02-25,108.22,45.77,92.7219,82.56,26.12,161.84,39.01,67.16,16.68,84.88,17.19,40.37,128.11,65.31,17.7,21.13,104.25,90.23,25.12,84.57,43.61,80.3,30.89,63.29,32.52,59.28,184.85,52.02,92.21,20.07,51.89,59.94,80.1,66.1,34.79,105.59,49.89,63.5477,95.53,57.53,25.09,21.56,64.5,28.85,41.87,66.64
2014-02-26,108.33,45.77,92.994,83.73,26.04,162.55,39.75,67.38,16.92,85.0,17.12,41.63,128.2,65.84,17.59,21.16,105.63,90.44,24.98,84.57,43.62,80.43,30.86,64.31,32.05,58.28,185.87,51.01,94.35,19.63,52.73,59.04,81.48,67.4,34.7,107.1,50.05,63.5143,97.11,57.15,25.04,21.52,64.2,28.76,42.06,66.3
2014-02-27,108.27,45.78,93.4581,83.79,26.13,163.02,39.48,67.45,16.9,86.26,16.9,41.0,127.62,66.06,17.59,21.36,105.41,90.34,24.9,84.56,43.68,80.1,30.93,64.8,31.76,57.84,186.3,51.16,93.95,19.69,52.95,58.72,80.37,67.06,34.87,108.3,49.5,64.5587,97.73,57.18,24.97,21.38,66.3,29.26,42.35,65.86
2014-02-28,108.35,45.78,92.6179,81.91,26.49,161.49,38.78,66.08,16.63,84.66,17.06,39.95,130.29,65.35,17.73,21.18,103.8,89.68,25.09,84.57,43.38,78.69,31.49,63.36,32.43,59.13,184.98,52.37,91.99,20.21,53.91,57.66,79.27,65.64,36.32,105.01,51.64,64.4166,95.7,56.31,25.02,21.46,73.56,30.87,42.12,65.4
2014-03-03,107.95,45.77,93.3381,86.7,26.39,163.63,39.44,67.39,17.12,87.28,17.05,40.57,128.68,67.4,17.49,21.34,106.53,90.83,24.72,84.52,43.95,82.9,29.84,66.19,30.98,56.46,187.58,50.2,95.61,19.28,51.55,60.11,85.1,68.23,35.41,109.32,50.34,65.2772,99.76,58.1,25.02,21.48,63.96,28.88,42.69,66.52
2014-03-04,108.01,45.78,93.1941,86.09,26.17,163.35,39.47,67.33,17.39,85.02,17.07,40.83,128.89,67.06,17.44,21.25,107.04,91.06,24.71,84.53,44.05,83.29,29.71,66.13,31.0,56.53,187.61,49.85,96.03,19.22,51.76,59.87,85.03,68.79,33.94,108.6,50.51,65.1602,99.83,58.05,25.0,21.47,63.63,28.83,42.55,66.54
2014-03-05,107.77,45.78,90.6255,84.52,26.41,164.09,40.02,68.03,17.8,86.81,16.74,41.28,130.17,67.29,17.47,21.19,106.79,90.98,24.66,84.5,44.46,85.03,29.06,66.72,30.72,56.04,188.21,50.04,96.06,19.18,50.27,61.55,85.0,68.53,34.61,110.12,51.52,64.8678,100.75,58.46,24.91,21.35,63.02,28.68,42.54,67.49
2014-03-06,107.47,45.78,90.8176,84.0,26.29,164.34,39.52,67.66,17.77,87.49,16.71,40.32,129.09,67.46,17.56,21.1,105.77,90.54,24.64,84.45,44.46,84.79,29.16,66.73,30.7,55.93,188.26,50.74,95.43,19.33,49.36,62.7,84.75,67.55,34.95,110.65,50.69,64.6673,100.74,58.8,24.94,21.37,65.72,29.32,42.66,67.85
2014-03-07,107.47,45.77,91.6897,84.88,26.07,163.99,39.25,67.24,17.99,87.8,16.72,39.63,129.13,66.76,17.55,21.08,105.91,90.61,24.66,84.45,44.43,84.29,29.33,66.66,30.72,56.0,188.21,50.61,95.13,19.41,49.54,62.48,83.96,67.69,34.02,110.04,50.74,65.0683,100.66,58.67,24.97,21.38,65.16,29.16,42.7,67.74
2014-03-10,107.46,45.77,91.7858,84.26,26.08,163.42,38.81,66.75,17.84,84.81,16.73,39.38,129.86,66.02,17.61,21.02,105.05,90.22,24.77,84.46,44.15,82.91,29.8,65.68,31.2,56.92,187.23,51.25,94.1,19.55,49.85,62.0,81.35,66.85,33.16,108.67,51.24,64.9848,99.16,58.35,25.0,21.38,66.84,29.53,42.68,67.34
2014-03-11,107.7,45.77,92.1858,84.31,26.01,163.23,38.89,66.5,17.91,84.82,16.62,39.68,131.76,66.08,17.54,21.12,105.78,90.55,24.78,84.48,44.62,84.87,29.03,65.72,31.19,56.87,187.28,50.64,94.8,19.47,50.9,60.7,82.19,67.6,32.27,108.4,52.8,65.0687,99.23,58.71,24.99,21.32,66.78,29.52,42.77,67.05
2014-03-12,107.98,45.77,91.5457,80.84,25.89,161.05,38.19,65.26,17.62,82.12,16.74,39.22,132.21,64.66,17.8,21.37,102.85,89.29,25.04,84.52,43.96,80.75,30.49,63.6,32.2,58.7,185.18,52.81,90.8,20.23,52.97,58.24,79.21,64.73,32.26,103.97,53.11,64.5739,95.93,56.92,24.91,21.33,72.25,30.79,42.56,65.59
2014-03-13,107.93,45.77,90.7776,79.61,26.03,160.65,38.4,65.12,17.71,82.5,16.63,39.11,133.1,65.17,17.92,21.48,101.37,88.65,25.11,84.53,43.65,79.47,30.94,62.91,32.49,59.24,184.66,53.92,89.23,20.61,53.04,58.19,80.18,63.4,32.66,103.27,53.8,63.4754,95.05,56.8,24.88,21.28,76.25,31.6,42.58,65.14
2014-03-14,107.87,45.77,90.7856,81.51,25.74,162.37,38.87,65.94,17.91,83.79,16.59,39.41,131.64,66.03,17.75,21.63,103.22,89.45,24.88,84.48,44.14,82.32,29.78,64.66,31.64,57.61,186.33,52.45,92.23,19.85,51.85,59.43,81.39,65.09,31.94,106.46,52.74,64.3643,97.55,58.16,24.83,21.26,69.23,30.13,42.83,65.73
2014-03-17,108.0,45.77,91.0976,84.57,25.87,163.28,39.41,66.35,18.14,85.88,16.58,40.37,130.62,67.28,17.53,21.69,105.69,90.53,24.71,84.5,44.66,85.83,28.54,66.05,30.89,56.34,187.66,50.54,95.76,19.1,52.44,58.82,84.81,67.43,32.75,108.23,51.84,65.4041,99.72,59.4,24.86,21.27,63.8,28.96,42.92,65.31
2014-03-18,107.52,45.77,90.2975,83.87,25.86,162.19,38.57,65.54,17.73,83.88,16.81,40.53,128.09,66.33,17.64,21.41,104.59,90.06,24.83,84.36,44.59,85.71,28.61,64.97,31.42,57.29,186.66,51.38,94.54,19.34,51.19,60.12,83.28,66.32,32.96,106.11,49.83,67.0475,98.23,59.46,25.06,21.43,66.16,29.53,42.59,66.72
2014-03-19,107.44,45.77,90.5455,83.65,25.74,163.3,38.74,65.29,17.87,84.88,16.94,41.48,127.86,66.82,17.59,21.34,105.1,90.29,24.7,84.37,45.34,90.46,26.98,66.11,30.87,56.29,187.75,50.95,97.0,18.87,50.91,60.4,83.46,66.84,32.7,108.25,49.63,68.364,99.78,61.6,25.12,21.5,65.26,29.33,42.74,66.58
2014-03-20,107.59,45.77,91.0816,79.11,25.76,162.63,38.98,65.16,17.83,85.59,16.88,41.67,128.43,66.48,17.8,21.45,102.54,89.0,24.78,84.38,44.9,87.98,27.74,65.32,31.21,56.94,186.19,52.81,95.68,19.11,52.51,58.49,82.31,64.39,33.23,107.48,50.16,68.2047,98.67,60.46,24.99,21.47,66.12,29.52,42.5,66.22
2014-03-21,107.75,45.78,90.7136,76.47,25.75,162.44,39.36,65.33,18.14,85.03,16.79,42.16,126.18,65.54,17.95,21.36,100.82,88.22,24.89,84.34,44.75,86.99,28.06,64.5,31.6,57.67,185.4,54.13,95.17,19.25,53.72,57.25,79.54,62.77,33.14,107.08,48.32,68.1544,97.39,60.16,24.99,21.41,66.55,29.61,42.46,66.25
2014-03-24,107.64,45.78,91.1616,78.32,25.92,163.39,39.81,66.04,18.34,87.16,16.82,42.68,126.41,65.82,17.89,21.44,101.41,88.51,24.78,84.36,45.2,88.77,27.47,65.46,31.13,56.8,186.31,53.64,96.92,18.87,53.13,57.8,79.5,63.35,33.07,109.06,48.49,68.0034,98.83,60.91,24.93,21.42,64.85,29.23,42.77,66.37
2014-03-25,107.98,45.77,90.0094,78.32,25.9,162.33,39.9,66.02,18.4,86.15,16.87,42.52,125.41,64.12,18.12,21.34,98.8,87.37,24.95,84.4,44.75,85.82,28.36,63.99,31.82,58.04,184.97,55.72,93.67,19.5,54.31,56.55,74.95,60.94,33.68,106.77,47.71,68.3724,96.62,60.14,24.91,21.42,67.08,29.73,42.67,65.99
2014-03-26,108.06,45.78,89.6414,77.96,26.13,162.28,40.42,66.36,18.57,88.22,17.01,44.49,124.59,63.83,18.23,21.32,97.7,86.89,25.01,84.41,44.5,83.84,28.99,63.68,31.99,58.34,184.58,56.67,92.29,19.8,55.1,55.69,74.28,59.86,34.45,106.66,47.11,67.9364,96.05,58.17,24.94,21.48,65.44,29.38,42.64,66.23
2014-03-27,107.9,45.77,89.3453,77.29,26.14,162.85,40.74,66.86,18.84,91.47,16.98,44.87,124.56,64.47,18.19,21.43,98.11,87.05,24.88,84.4,44.83,85.78,28.37,64.52,31.55,57.57,185.5,56.28,93.27,19.57,54.15,56.57,74.19,60.25,34.62,107.67,47.06,68.4395,97.45,59.49,24.96,21.48,63.96,29.03,42.75,67.03
2014-03-28,107.95,45.77,89.3613,80.17,26.13,164.28,40.99,67.17,18.96,91.43,16.93,45.02,123.61,66.37,18.06,21.72,99.45,87.68,24.67,84.43,45.61,89.91,26.98,66.12,30.77,56.11,187.04,55.11,95.46,19.07,53.87,56.91,78.1,61.45,34.56,110.55,46.34,68.7497,99.88,61.2,24.96,21.46,59.93,28.13,43.06,67.62
2014-03-31,107.54,45.77,89.5053,81.76,25.8,164.95,41.49,67.63,19.16,93.09,16.87,45.15,123.39,67.6,17.73,21.65,102.92,89.21,24.5,84.39,46.27,94.06,25.74,67.45,30.16,55.03,188.27,52.21,98.88,18.4,52.4,58.46,81.29,64.78,33.15,111.95,46.21,68.6239,101.83,62.6,24.97,21.46,55.97,27.18,42.99,68.21
2014-04-01,107.36,45.77,89.2573,82.85,25.74,165.37,41.57,67.76,19.3,94.16,16.97,46.24,124.32,68.01,17.69,21.65,103.47,89.44,24.42,84.35,46.08,93.52,25.85,68.08,29.87,54.46,188.86,51.78,99.21,18.37,51.53,59.41,82.27,65.29,33.1,112.83,46.89,68.4311,102.88,62.56,25.01,21.5,56.73,27.36,43.04,68.4
2014-04-02,107.44,45.78,89.3773,82.1,25.95,165.34,41.41,67.57,19.0,95.97,17.08,45.68,123.92,67.42,17.84,21.7,101.85,88.73,24.46,84.36,46.18,94.08,25.71,67.8,29.99,54.7,188.6,53.01,97.74,18.6,52.2,58.68,79.77,63.75,33.76,112.56,46.58,68.9677,102.38,62.99,25.01,21.56,56.56,27.31,43.09,68.48
