Date,AGG,BIL,CURE,DBC,EEM,EFA,EPI,ERX,EUO,EWZ,GLD,IYK,MVV,PUI,QLD,SHY,SOXL,SOXS,SPXL,SPXS,SPXU,SQQQ,TECL,TECS,TMF,TMV,TQQQ,UCO,UGE,UPRO,USD,UUP,UVXY,VIXY,YCS
2012-06-29,111.5,45.81,45.71,26.52,39.49,49.91,17.41,41.13,21.78,53.24,155.68,72.52,65.54,17.22,54.52,84.38,28.57,38.1,77.27,20.89,46.54,45.25,50.25,10.14,80.08,53.5,51.78,28.86,86.17,77.23,35.54,22.8,8.72,30.62,43.46
2012-07-05,111.8,45.81,45.0,26.37,38.64,49.33,17.03,39.25,22.04,51.77,154.04,72.07,63.55,17.15,53.0,84.42,25.56,42.5,74.85,21.56,48.05,47.17,47.65,10.68,84.4,50.67,49.57,28.02,87.13,74.81,33.29,22.88,8.4,30.05,43.15
2012-07-09,112.08,45.82,46.14,26.7,38.49,49.34,17.19,40.46,22.3,51.31,154.14,72.62,63.16,17.33,51.89,84.46,22.55,47.52,75.29,21.3,47.53,48.45,45.98,11.01,86.34,49.5,48.02,28.93,88.88,75.4,31.26,22.93,7.52,28.4,42.81
2012-07-13,112.17,45.81,46.44,27.03,38.41,49.34,17.09,40.91,22.17,51.04,154.21,72.2,62.53,17.26,51.63,84.5,21.8,49.06,74.86,21.43,47.88,48.85,45.73,11.06,87.65,48.78,47.66,29.71,89.0,74.77,30.7,22.86,7.27,28.02,42.32
2012-07-16,112.13,45.82,48.31,27.06,38.91,49.48,17.04,42.3,22.14,51.57,153.47,72.58,63.24,17.3,52.12,84.48,21.5,49.86,76.36,20.97,46.83,48.07,46.18,10.97,85.65,49.87,48.38,30.16,89.11,76.38,30.76,22.84,6.74,27.01,42.6
2012-07-17,112.35,45.81,47.5,27.3,38.81,49.87,17.03,43.42,22.16,51.92,153.05,72.88,64.1,17.4,53.56,84.5,23.68,44.69,78.04,20.52,45.82,46.08,48.59,10.37,85.56,49.79,50.36,30.73,89.58,78.12,32.82,22.82,6.88,27.3,42.28
2012-07-18,112.26,45.82,48.51,27.63,39.18,50.34,17.14,43.92,22.18,52.68,153.38,73.08,64.22,17.3,54.72,84.52,25.19,41.76,78.73,20.38,45.43,44.58,49.89,10.11,85.08,50.16,52.0,32.43,90.32,78.65,33.35,22.81,6.57,26.65,42.06
2012-07-19,112.42,45.81,46.59,27.63,38.59,49.17,16.88,44.17,22.62,51.76,153.67,72.51,62.9,17.24,53.33,84.54,23.93,43.92,76.51,20.9,46.66,46.26,48.27,10.45,88.05,48.43,50.05,31.67,89.01,76.58,32.19,22.98,7.27,28.09,41.92
2012-07-20,112.52,45.81,44.8,27.05,37.56,48.14,16.37,42.87,22.71,50.35,153.03,71.81,61.28,16.97,52.07,84.54,23.22,45.15,74.24,21.54,48.07,48.0,46.89,10.73,89.56,47.53,48.15,29.45,86.38,74.18,31.44,23.01,8.18,29.88,41.84
2012-07-23,112.66,45.82,43.48,26.88,37.42,47.62,16.37,40.93,22.94,50.09,153.52,71.3,59.56,16.77,51.18,84.53,23.0,45.69,72.38,22.09,49.29,49.12,45.31,11.08,91.64,46.43,47.05,29.69,84.89,72.36,30.87,23.1,8.87,31.15,41.61
2012-07-24,112.63,45.82,45.38,27.14,38.45,49.32,16.47,44.45,22.13,51.59,156.77,72.47,61.55,17.11,51.87,84.53,25.92,40.25,75.79,21.03,46.9,48.24,46.8,10.65,89.87,47.31,47.55,30.09,87.84,75.85,32.94,22.75,7.35,28.48,41.65
2012-07-26,112.29,45.83,48.55,27.42,39.54,50.39,16.61,46.85,22.07,53.56,157.61,73.48,64.08,17.4,54.37,84.48,27.72,37.22,80.09,19.78,44.18,44.63,49.96,9.98,84.98,49.91,51.42,30.56,90.7,80.17,34.37,22.74,6.9,27.64,41.96
2012-07-27,112.59,45.81,48.14,27.25,39.12,50.0,16.63,45.5,22.07,52.45,156.54,73.26,62.91,17.42,54.15,84.53,27.63,37.36,78.76,20.22,45.16,44.9,50.63,9.85,87.24,48.56,51.14,28.85,90.62,78.83,33.99,22.71,7.57,28.98,41.54
2012-07-31,112.26,45.82,45.11,27.06,38.73,49.31,16.49,44.1,22.5,51.98,154.13,72.15,61.07,17.22,53.46,84.49,27.32,38.01,76.56,20.7,46.17,45.68,49.25,10.09,87.39,48.46,50.13,28.71,88.56,76.57,34.08,22.91,6.95,27.75,41.62
2012-08-02,112.16,45.83,47.55,27.68,40.18,51.35,17.02,47.45,21.71,54.21,156.3,73.67,64.05,17.43,56.32,84.48,29.51,34.82,81.53,19.37,43.32,42.11,52.98,9.37,83.27,50.69,54.15,31.86,91.42,81.51,35.71,22.6,5.73,25.22,41.6
2012-08-06,111.86,45.82,47.16,27.89,40.29,51.82,17.29,49.47,21.71,54.25,156.32,73.76,65.29,17.28,57.27,84.45,31.29,32.78,82.69,19.09,42.66,41.07,54.04,9.16,80.08,52.62,55.49,32.76,91.77,82.74,36.99,22.6,6.03,25.94,42.06
2012-08-07,111.72,45.81,47.36,27.97,40.37,51.75,17.24,49.73,21.84,55.01,156.45,73.99,65.48,17.28,57.16,84.4,31.71,32.45,82.95,18.99,42.41,41.12,54.22,9.15,78.86,53.41,55.4,32.69,92.02,83.1,37.05,22.64,5.53,24.84,41.89
2012-08-08,111.69,45.81,47.59,28.2,40.54,51.78,17.14,50.7,22.06,55.0,156.99,73.81,65.68,17.35,57.51,84.41,32.29,31.84,83.2,18.95,42.31,40.78,54.79,9.06,78.62,53.53,55.87,32.85,91.6,83.35,37.51,22.72,5.48,24.78,42.02
2012-08-09,111.86,45.81,47.35,27.83,40.35,51.62,17.05,50.42,21.9,55.09,155.99,73.79,65.53,17.37,57.89,84.43,32.08,31.97,83.47,18.88,42.2,40.34,55.55,8.91,79.3,53.04,56.4,32.32,91.33,83.51,37.5,22.65,4.99,23.69,41.78
2012-08-13,111.1,45.81,47.99,28.21,40.67,52.22,17.12,51.55,21.85,55.5,156.56,74.71,67.37,17.52,59.6,84.38,33.38,30.59,85.69,18.43,41.08,38.56,57.56,8.61,70.98,58.98,58.96,33.93,93.88,85.71,38.1,22.64,5.33,24.47,42.79
2012-08-16,111.19,45.81,47.43,28.38,40.45,52.24,17.12,50.92,21.88,55.38,157.26,74.65,67.48,17.44,60.32,84.4,31.85,31.85,86.03,18.29,40.9,37.86,58.7,8.42,72.43,57.77,60.0,34.5,93.66,86.14,37.1,22.65,5.03,23.77,42.88
2012-08-20,111.82,45.81,46.87,28.79,40.41,52.48,17.34,50.88,21.26,55.04,160.54,74.16,67.49,17.24,60.31,84.44,31.25,32.53,85.26,18.47,41.24,37.88,57.87,8.53,77.0,54.18,59.95,35.22,92.15,85.34,36.27,22.39,5.39,24.6,41.92
2012-08-22,111.82,45.81,48.12,28.52,40.05,52.1,17.16,50.17,21.28,54.25,161.96,74.11,66.94,17.19,60.04,84.44,31.12,32.59,84.74,18.54,41.45,38.08,57.39,8.59,77.88,53.6,59.66,34.23,92.19,84.88,35.27,22.42,5.14,24.11,42.09
2012-08-24,112.13,45.81,48.99,28.8,39.07,51.34,16.54,47.95,21.1,51.76,164.48,74.16,68.78,17.31,59.72,84.48,29.74,34.01,83.64,18.78,41.9,38.28,56.93,8.63,83.0,49.99,59.12,33.92,92.04,83.66,34.25,22.33,5.23,24.3,41.81
2012-09-04,111.87,45.82,51.03,28.65,39.78,52.46,16.74,50.32,20.86,53.78,164.9,75.32,71.17,17.57,62.18,84.44,32.18,30.9,88.59,17.64,39.44,35.9,60.52,8.07,77.76,53.25,62.74,33.44,94.49,88.72,36.11,22.25,3.95,21.24,42.3
2012-09-06,111.89,45.81,50.72,28.97,40.64,53.26,17.11,52.98,20.28,55.28,168.44,75.11,71.9,17.56,62.01,84.45,31.58,31.6,89.74,17.4,38.91,36.02,60.28,8.11,76.7,54.02,62.47,34.55,94.87,89.9,34.93,22.01,34.87,20.03,41.61
2012-09-07,111.82,45.81,50.56,29.07,40.65,53.44,17.16,53.97,20.13,54.84,167.9,74.84,71.42,17.55,60.27,84.45,30.44,32.55,88.87,17.57,39.3,37.54,58.87,8.27,75.73,54.65,59.91,35.03,94.5,89.02,33.62,21.91,38.04,20.96,41.01
2012-09-11,111.37,45.81,51.04,29.73,42.37,55.15,18.18,60.11,19.32,57.06,171.8,75.51,75.06,17.67,63.37,84.45,32.69,30.27,95.19,16.36,36.54,34.75,63.06,7.73,66.34,61.92,64.45,36.49,95.46,95.35,34.85,21.64,32.83,19.54,41.71
2012-09-14,111.55,45.81,52.21,28.91,41.91,54.86,18.23,58.55,19.36,56.48,170.4,75.46,73.63,17.62,63.41,84.44,31.79,31.12,94.24,16.49,36.89,34.72,63.19,7.71,68.69,59.68,64.57,34.31,95.48,94.5,34.07,21.67,32.15,19.39,42.07
2012-09-17,111.95,45.82,54.63,28.63,41.76,54.52,18.83,56.28,19.71,55.85,171.96,75.83,72.13,17.88,63.65,84.44,29.98,32.81,93.91,16.56,37.0,34.5,63.38,7.66,71.95,56.85,64.97,31.93,98.02,94.1,32.9,21.75,29.25,18.52,41.42
2012-09-21,112.03,45.81,54.87,28.33,41.74,54.35,18.74,55.37,19.91,55.95,171.08,75.81,71.78,17.87,62.84,84.45,28.63,34.43,93.53,16.65,37.18,35.16,62.19,7.81,73.54,55.63,63.83,31.21,96.2,93.69,31.9,21.8,28.48,18.28,41.11
2012-09-24,112.25,45.81,54.71,28.36,41.11,54.0,18.56,53.68,19.96,54.76,170.73,74.62,69.56,17.86,61.11,84.43,26.44,36.88,90.64,17.12,38.25,36.53,59.58,8.14,75.75,53.92,61.21,30.58,95.85,91.01,30.55,21.84,33.0,19.68,41.04
2012-09-25,112.2,45.81,54.74,28.72,41.74,53.44,19.32,54.34,20.04,54.56,172.35,74.98,68.87,17.74,60.55,84.48,26.73,36.33,90.92,17.05,38.12,36.91,58.86,8.21,77.43,52.68,60.38,31.43,94.95,90.98,30.38,21.87,31.5,19.38,41.3
2012-10-01,111.91,45.81,55.95,28.67,41.27,53.04,18.98,54.05,20.05,54.27,170.99,75.11,68.67,17.77,58.48,84.43,25.12,38.53,90.57,17.05,38.2,38.88,55.49,8.69,72.85,55.71,56.85,31.1,96.2,90.76,28.93,21.95,30.84,19.19,41.49
2012-10-09,112.38,45.82,56.51,28.41,41.51,53.69,18.93,52.12,19.8,54.6,168.35,75.1,68.84,17.69,58.21,84.43,24.86,38.76,90.21,17.11,38.26,39.0,54.85,8.77,75.88,53.33,56.76,30.87,95.51,90.53,28.8,21.84,27.8,18.25,41.96
2012-10-15,111.85,45.82,58.88,28.44,42.29,55.09,18.89,56.64,19.27,55.18,169.54,75.89,71.45,17.96,59.86,84.37,26.28,36.31,94.21,16.35,36.59,37.41,56.21,8.54,70.82,57.1,59.05,31.02,98.1,94.45,29.75,21.64,25.81,17.6,42.28
2012-10-17,111.97,45.82,54.12,27.45,41.08,53.38,18.39,48.37,19.76,53.24,164.86,73.59,67.69,17.58,54.67,84.39,22.51,42.0,84.46,18.16,40.63,42.5,49.12,9.69,71.78,55.98,51.63,26.69,92.23,84.68,27.94,21.91,32.94,20.05,43.18
2012-10-24,111.73,45.82,55.1,27.52,41.53,53.7,18.58,49.69,19.81,53.79,166.02,73.9,67.86,17.69,54.74,84.36,23.42,40.42,85.22,18.0,40.25,42.39,48.6,9.77,70.64,56.81,51.63,26.96,92.5,85.39,28.34,21.93,31.17,19.49,43.75
2012-10-25,112.15,45.82,53.19,27.56,41.11,53.57,18.1,49.56,19.76,53.32,166.86,74.27,68.24,17.67,54.37,84.42,23.72,40.25,84.62,18.08,40.49,42.79,48.41,9.83,75.04,53.46,51.16,26.93,93.58,85.02,28.5,21.89,32.07,19.74,43.17
2012-10-31,111.83,45.82,54.0,27.14,41.53,53.66,18.51,47.89,20.14,54.08,162.6,74.38,69.42,17.59,54.59,84.39,24.68,37.77,85.2,17.92,40.15,42.35,48.81,9.72,73.54,54.46,51.38,26.23,93.67,85.41,29.35,22.07,28.25,18.65,43.83
2012-11-02,112.06,45.81,53.72,27.37,41.8,53.56,18.39,49.15,20.28,54.42,163.23,74.49,70.21,17.34,55.4,84.39,25.91,35.88,85.81,17.78,39.81,41.43,49.47,9.56,74.77,53.48,52.64,26.68,93.4,86.04,30.11,22.12,29.16,18.97,43.66
2012-11-05,112.0,45.82,51.24,27.34,41.46,53.26,18.32,47.18,20.36,54.1,166.49,74.13,68.4,17.07,53.0,84.43,24.89,36.97,81.74,18.59,41.53,44.07,46.3,10.14,76.57,51.97,49.16,25.9,92.75,82.05,28.72,22.13,31.33,19.77,43.29
2012-11-07,112.15,45.82,49.95,27.38,40.89,52.8,18.31,44.78,20.44,53.18,167.98,73.06,66.63,17.04,51.44,84.44,24.0,38.48,78.67,19.26,43.24,46.19,44.26,10.55,80.0,49.66,46.86,26.06,90.68,79.01,28.12,22.13,31.69,19.9,42.67
2012-11-08,112.08,45.82,49.85,27.6,41.0,52.8,18.17,44.74,20.52,52.77,167.82,72.99,66.84,16.92,51.83,84.43,24.17,38.02,78.9,19.22,43.04,45.6,45.05,10.39,80.13,49.5,47.37,26.76,91.0,79.15,28.19,22.18,31.61,19.85,42.75
2012-11-09,112.28,45.82,48.27,27.5,40.14,51.96,17.84,42.77,20.45,51.25,167.14,71.87,64.15,16.52,49.83,84.46,22.51,40.71,75.56,20.13,44.97,48.2,42.82,10.94,81.63,48.65,44.75,26.79,88.48,75.51,26.66,22.2,29.4,19.27,43.58
2012-11-14,112.17,45.82,47.51,27.39,40.26,52.1,17.87,42.92,20.33,51.24,166.08,72.07,63.66,16.4,49.46,84.46,21.59,42.3,74.84,20.22,45.29,48.72,42.05,11.1,81.33,48.82,44.35,26.33,86.84,75.12,26.31,22.2,30.07,19.42,44.6
2012-11-15,112.21,45.82,48.84,27.51,40.41,52.09,17.75,43.38,20.44,51.01,165.88,72.71,64.56,16.54,49.88,84.47,21.62,42.34,75.79,19.96,44.65,48.17,42.3,11.05,81.03,48.91,44.85,27.04,89.3,76.15,26.32,22.24,27.34,18.54,44.69
2012-11-16,112.29,45.82,50.0,28.03,41.1,53.19,17.96,46.49,20.2,51.88,167.9,74.19,67.13,16.66,52.28,84.45,22.89,39.85,80.53,18.73,41.89,44.6,45.58,10.13,79.67,49.84,48.08,28.28,92.63,80.66,27.08,22.14,22.68,16.93,44.83
2012-11-19,112.08,45.82,50.4,27.84,41.02,53.3,17.73,46.0,20.18,51.92,167.39,74.42,67.67,16.68,52.31,84.43,22.7,40.24,80.78,18.65,41.8,44.59,45.04,10.29,77.28,51.27,48.09,27.02,92.93,81.03,26.45,22.13,21.76,16.62,45.12
2012-11-20,111.96,45.81,52.81,28.06,41.63,54.53,17.83,48.57,19.66,52.16,169.63,75.74,69.66,16.67,54.13,84.41,23.98,37.85,84.15,17.85,39.93,42.27,47.8,9.65,76.81,51.54,50.65,27.67,97.04,84.6,27.36,21.93,20.19,16.02,45.91
2012-11-23,112.0,45.82,52.15,28.02,41.63,54.42,17.84,47.26,19.71,52.05,169.43,75.41,69.47,16.78,54.66,84.41,24.38,37.39,83.98,17.88,40.06,41.67,48.38,9.53,77.83,50.85,51.3,27.44,96.79,84.16,27.7,21.94,19.84,15.88,45.5
2012-11-26,112.15,45.82,51.47,27.98,41.28,54.13,17.93,46.06,19.82,51.39,168.71,75.36,69.14,16.9,54.23,84.42,24.09,37.64,82.7,18.18,40.7,42.14,47.73,9.67,78.75,50.22,50.72,27.05,97.31,82.98,27.57,22.0,20.64,16.22,45.64
2012-11-27,112.17,45.81,52.08,27.89,41.51,54.53,17.97,47.43,19.79,51.52,166.55,76.08,70.19,16.87,55.16,84.42,24.93,36.44,84.6,17.76,39.81,41.1,48.52,9.5,78.52,50.35,52.08,26.75,97.13,84.82,28.19,21.97,19.44,15.72,45.46
2012-11-28,112.31,45.81,53.71,28.08,41.83,55.0,18.59,47.66,19.68,51.88,167.23,76.48,71.15,16.99,55.81,84.44,25.14,35.99,85.77,17.5,39.19,40.34,49.32,9.35,78.54,50.36,52.98,27.37,98.26,86.12,28.01,21.94,18.89,15.53,45.56
2012-11-29,112.25,45.81,54.13,28.1,41.8,55.09,18.81,47.48,19.61,51.59,166.05,76.46,71.01,17.16,55.68,84.45,25.04,36.14,85.53,17.55,39.3,40.47,49.08,9.4,78.03,50.79,52.79,28.05,98.59,85.85,28.02,21.92,19.57,15.81,45.91
2012-11-30,111.68,45.81,55.55,27.55,43.05,55.55,19.22,48.25,19.77,53.53,165.8,76.18,72.32,17.25,54.47,84.44,26.51,33.99,86.32,17.36,38.87,41.69,47.7,9.66,78.7,50.2,51.08,26.1,98.49,86.7,29.38,21.96,19.87,15.97,45.84
2012-12-10,111.64,45.81,57.12,27.51,43.25,55.87,19.13,49.13,19.58,53.99,165.65,76.47,72.97,17.35,55.9,84.45,28.11,32.05,87.89,17.04,38.14,40.08,49.67,9.25,76.91,51.26,53.05,26.22,99.85,88.38,30.69,21.88,18.54,15.44,46.02
2012-12-11,111.33,45.81,56.93,27.63,43.38,56.05,19.08,49.62,19.4,54.03,165.79,76.44,72.84,17.37,55.6,84.44,27.78,32.32,88.16,16.98,38.03,40.38,49.29,9.31,74.32,53.04,52.69,26.71,98.75,88.58,30.56,21.84,19.43,15.83,46.73
2012-12-12,111.15,45.81,55.4,27.38,43.19,55.88,18.8,48.39,19.37,53.67,164.39,76.15,71.86,17.35,54.75,84.43,27.0,33.22,86.6,17.28,38.69,41.27,48.26,9.51,74.3,52.99,51.5,26.39,97.9,87.04,29.9,21.86,20.23,16.12,47.24
2012-12-13,111.01,45.81,56.0,27.7,43.51,56.51,19.27,50.56,18.88,55.07,161.69,75.41,74.51,17.58,56.33,84.4,28.21,31.66,89.44,16.66,37.28,39.43,49.92,9.14,71.09,55.17,53.62,28.16,99.09,90.07,31.29,21.67,19.64,15.92,48.1
2012-12-19,111.01,45.81,55.61,27.56,43.76,56.88,19.3,51.7,18.86,55.56,159.71,75.76,75.72,17.67,56.29,84.4,28.2,31.75,90.98,16.37,36.74,39.4,50.22,9.1,71.05,55.07,53.66,28.23,97.97,91.43,31.24,21.65,20.56,16.29,48.08
2012-12-20,111.04,45.81,53.14,27.71,43.29,56.36,19.09,48.33,18.91,55.18,160.8,74.54,72.76,17.24,53.93,84.4,26.42,33.83,86.48,17.19,38.54,41.91,47.65,9.59,73.74,53.05,50.33,28.93,95.09,86.87,30.11,21.76,25.07,18.03,49.45
2012-12-26,111.11,45.82,53.16,27.71,43.56,56.61,18.99,48.03,18.87,55.44,161.16,74.79,72.72,17.09,53.73,84.41,26.0,34.3,86.22,17.24,38.63,42.12,47.46,9.6,74.4,52.48,50.05,28.98,94.47,86.66,29.87,21.76,25.09,18.05,50.01
2012-12-27,111.28,45.82,51.5,27.63,43.7,56.01,19.15,45.58,18.94,55.26,160.54,74.14,71.64,17.11,52.68,84.43,25.55,34.98,83.23,17.85,40.0,43.34,45.92,9.94,75.77,51.59,48.6,28.78,94.57,83.67,29.27,21.78,27.54,18.91,50.0
2012-12-28,111.09,45.81,52.92,27.78,44.35,56.82,19.37,48.54,19.01,56.06,162.01,74.99,74.05,17.31,54.81,84.4,26.89,32.84,87.42,16.86,37.86,40.55,48.73,9.36,71.81,54.24,51.77,29.34,94.1,87.86,30.25,21.81,20.79,17.05,50.77
2012-12-31,110.95,45.81,55.35,27.88,45.2,57.77,19.98,51.85,19.05,56.96,163.17,76.95,77.86,17.72,58.33,84.41,30.31,29.12,94.33,15.6,34.89,36.69,53.1,8.44,69.0,56.38,56.6,30.09,99.74,94.81,32.66,21.81,16.05,15.01,51.34
2013-01-02,110.79,45.82,57.23,27.53,45.0,57.47,19.79,53.52,19.33,57.17,160.47,77.21,79.29,17.77,57.39,84.4,29.67,29.31,95.42,15.47,34.66,37.61,51.46,8.74,66.79,58.07,55.21,30.15,102.0,95.45,32.22,21.99,15.33,14.77,52.37
2013-01-04,110.77,45.8,57.77,27.65,44.27,56.9,19.64,51.69,19.34,56.07,160.56,76.73,78.4,17.54,57.34,84.43,28.4,30.78,93.45,15.75,35.29,37.75,50.65,8.86,68.26,56.78,54.97,30.3,100.93,93.71,31.48,21.95,14.95,14.59,51.08
2013-01-08,110.75,45.8,59.5,27.61,44.44,57.19,19.73,51.49,19.4,56.44,160.49,76.97,79.38,17.61,57.57,84.44,29.24,29.93,94.08,15.63,34.96,37.41,50.84,8.82,68.14,56.92,55.53,30.19,101.93,94.6,32.04,22.02,14.99,14.62,51.91
2013-01-09,110.74,45.8,60.83,27.71,44.82,57.92,19.82,52.88,18.83,56.98,161.98,77.47,79.7,17.7,58.31,84.44,30.41,28.68,96.29,15.28,34.19,36.73,51.65,8.7,67.53,57.43,56.51,30.7,102.7,96.6,32.92,21.8,14.28,14.27,52.54
2013-01-10,110.85,45.8,60.85,27.59,44.46,58.04,19.65,53.15,18.59,56.41,161.06,77.72,79.48,17.72,58.5,84.44,30.95,28.19,96.37,15.25,34.14,36.58,51.95,8.64,69.43,55.86,56.72,30.51,102.95,96.81,33.16,21.74,14.14,14.19,53.6
2013-01-11,110.98,45.8,60.78,27.65,44.47,58.02,20.0,53.85,18.65,56.5,162.54,78.49,80.52,17.67,57.4,84.45,30.23,28.74,96.12,15.27,34.2,37.59,49.83,8.99,69.59,55.61,55.16,30.4,104.12,96.6,32.74,21.77,13.66,13.95,53.17
2013-01-15,111.04,45.8,60.49,27.68,44.43,57.74,19.83,54.43,18.73,56.33,162.65,78.24,80.16,17.59,57.84,84.44,31.21,27.72,96.16,15.27,34.18,37.14,50.52,8.87,70.18,55.13,55.78,30.84,105.0,96.59,33.42,21.79,13.09,13.65,52.57
2013-01-16,110.8,45.81,62.19,27.8,44.66,58.21,20.22,55.5,18.49,56.85,163.35,78.94,81.53,17.73,58.37,84.42,33.19,26.12,98.01,14.98,33.55,36.59,51.06,8.77,68.16,56.73,56.64,31.61,105.25,98.36,35.01,21.75,13.24,13.72,54.31
2013-01-17,110.93,45.8,62.65,27.98,44.78,58.15,20.5,57.08,18.63,56.84,163.09,78.93,81.84,17.78,58.16,84.44,32.66,26.46,98.7,14.87,33.33,36.86,50.81,8.8,69.56,55.53,56.32,31.78,106.36,99.22,33.45,21.85,11.54,12.88,54.56
2013-01-18,110.84,45.81,64.23,28.07,44.31,58.4,19.9,58.8,18.47,56.72,161.42,79.19,84.03,17.94,57.41,84.45,32.54,26.6,100.81,14.56,32.56,37.47,50.1,8.88,69.02,56.03,55.18,31.73,107.12,101.24,33.08,21.83,10.39,12.19,54.73
2013-01-24,110.41,45.8,65.07,28.0,43.85,58.74,19.97,60.0,18.24,56.61,160.29,79.68,85.36,17.9,58.23,84.38,33.98,25.45,102.15,14.36,32.16,36.72,50.67,8.79,65.51,58.91,56.4,32.06,108.18,102.58,33.92,21.79,11.15,12.65,55.32
2013-01-28,110.34,45.8,67.22,28.16,44.34,59.14,20.12,63.14,18.14,57.23,160.99,79.96,85.33,18.02,58.01,84.39,33.35,25.87,103.41,14.19,31.76,36.64,51.02,8.75,64.44,59.83,56.4,32.72,109.24,103.78,33.7,21.73,10.46,12.25,55.26
2013-01-29,110.29,45.8,66.35,28.48,44.13,59.2,20.22,61.84,17.96,56.57,162.19,79.56,84.15,17.98,58.06,84.41,33.52,25.85,102.21,14.33,32.11,36.8,50.59,8.82,64.02,60.13,56.09,33.1,108.82,102.67,33.83,21.64,11.75,13.05,55.72
2013-01-30,110.39,45.81,66.03,28.47,44.22,58.98,20.2,61.39,17.9,56.77,161.2,79.58,84.86,17.97,57.72,84.42,33.22,26.04,101.36,14.44,32.32,37.1,50.67,8.77,64.93,59.39,55.73,32.71,108.41,101.83,33.47,21.62,11.83,13.05,56.16
2013-01-31,110.25,45.8,64.99,28.48,43.92,58.38,19.85,61.43,18.09,56.29,162.0,79.31,84.7,18.03,57.0,84.42,33.47,25.69,101.04,14.47,32.4,37.67,50.33,8.8,64.76,59.26,54.63,31.81,107.68,101.44,33.87,21.71,12.09,13.23,57.16
2013-02-04,110.21,45.81,67.05,28.55,43.92,58.64,19.88,63.06,18.06,56.11,162.39,80.39,86.6,18.05,58.33,84.44,35.24,24.22,104.28,14.01,31.36,36.36,52.06,8.5,64.54,59.24,56.5,32.29,110.32,104.7,34.66,21.77,11.02,12.63,58.61
2013-02-06,110.25,45.81,66.43,28.44,43.53,58.16,19.57,62.66,18.39,55.98,161.84,80.56,86.34,18.08,58.45,84.44,34.78,24.65,103.9,14.04,31.49,36.28,52.08,8.49,64.08,59.75,56.64,31.62,111.27,104.39,34.07,21.89,10.95,12.59,58.73
2013-02-07,110.28,45.81,67.75,28.55,43.85,58.53,19.43,64.32,18.48,55.94,161.57,80.75,87.43,18.11,59.64,84.45,36.13,23.71,105.47,13.83,31.0,35.14,53.39,8.26,64.88,58.99,58.36,31.59,111.39,106.05,35.05,21.9,10.54,12.33,57.61
2013-02-08,110.17,45.81,67.59,28.45,43.83,58.47,19.33,63.32,18.38,55.83,159.73,80.7,87.06,18.06,59.65,84.43,36.29,23.52,105.45,13.83,31.0,35.15,53.56,8.25,64.72,59.05,58.34,32.34,111.09,105.9,35.16,21.92,10.12,12.12,59.04
2013-02-11,110.15,45.81,67.3,28.5,43.95,58.76,19.49,63.88,18.24,55.9,159.89,80.75,87.8,18.09,59.11,84.41,36.52,23.38,106.02,13.76,30.85,35.55,53.13,8.32,64.28,59.52,57.66,32.66,111.41,106.42,35.38,21.87,9.97,12.0,58.59
2013-02-12,110.04,45.8,66.94,28.51,44.18,58.9,19.41,64.49,18.26,56.41,159.05,80.77,88.43,18.11,59.58,84.4,36.81,23.13,106.25,13.73,30.75,35.15,53.04,8.33,62.8,60.94,58.31,32.48,111.23,106.79,35.47,21.88,10.03,12.08,58.54
2013-02-13,110.24,45.81,67.37,28.47,44.16,58.58,19.15,66.01,18.5,56.15,158.32,80.94,88.76,17.9,59.51,84.41,37.86,22.51,106.58,13.68,30.64,35.21,52.74,8.37,64.39,59.41,58.21,32.64,112.5,107.08,36.11,21.94,9.74,11.88,57.6
2013-02-14,110.12,45.8,69.2,28.24,44.08,59.11,19.41,66.15,18.39,56.32,155.35,82.08,89.67,18.06,60.05,84.4,38.47,22.1,108.53,13.44,30.08,34.72,53.58,8.24,62.94,60.68,58.97,31.99,114.17,109.02,36.26,21.97,8.76,11.27,58.64
2013-02-19,110.24,45.81,67.89,27.91,43.69,58.54,19.25,61.91,18.71,55.11,151.41,81.51,86.51,18.12,58.2,84.41,35.89,23.57,104.42,13.94,31.25,36.27,51.37,8.56,63.39,60.13,56.28,30.56,114.51,104.87,34.6,22.13,10.28,12.27,58.57
2013-02-20,110.25,45.8,67.0,27.6,43.09,57.66,18.73,60.57,18.98,54.25,152.62,81.3,85.01,17.84,56.95,84.43,33.93,24.81,102.45,14.16,31.8,37.51,50.16,8.76,64.49,59.15,54.45,29.26,112.74,103.04,33.12,22.22,10.64,12.48,58.02
2013-02-21,110.73,45.8,65.39,27.47,42.7,57.09,18.74,57.59,19.33,54.2,154.34,80.64,83.04,17.84,56.63,84.46,33.99,24.59,99.58,14.54,32.59,37.74,49.75,8.81,68.46,55.43,53.96,28.9,114.77,100.06,33.38,22.32,12.64,13.73,55.66
2013-02-25,110.7,45.8,66.06,27.42,42.94,57.55,18.71,59.24,19.31,54.66,156.22,81.0,84.07,17.84,57.04,84.47,34.81,24.0,101.52,14.25,31.93,37.3,50.62,8.65,67.34,56.43,54.59,29.07,111.85,102.1,34.0,22.34,11.96,13.42,56.52
2013-02-26,110.83,45.81,68.05,27.13,43.21,58.18,18.28,62.08,19.34,55.13,152.96,81.81,86.06,18.01,58.1,84.46,37.33,22.42,104.4,13.81,30.94,36.32,51.6,8.48,67.13,56.63,56.06,28.62,114.75,105.06,34.85,22.37,10.88,12.86,57.37
