Date,AGG,BIL,BTAL,CURE,DBC,DGRO,EEM,EFA,EPI,ERX,EUO,EWZ,GLD,MVV,PUI,QLD,SCHD,SHY,SOXL,SOXS,SPXL,SPXS,SPXU,SQQQ,SVXY,TECL,TECS,TMF,TMV,TNA,TQQQ,UCO,UGL,UPRO,USD,USDU,UUP,UVXY,VIXM,VIXY,YCS
2016-07-27,112.72,45.71,21.95,36.02,14.16,28.05,36.02,57.36,21.36,28.49,24.44,32.22,127.7,82.64,27.37,81.24,42.55,85.14,38.13,19.76,97.28,12.54,23.63,15.02,63.55,44.19,21.34,117.73,15.95,73.91,117.24,8.44,45.77,73.69,106.72,26.5,25.01,27.2,48.61,35.05,65.9
2016-07-28,113.03,45.72,21.88,36.31,14.28,28.08,36.23,58.02,21.38,29.39,23.97,33.24,128.98,83.31,27.5,81.55,42.62,85.22,37.55,19.99,97.81,12.46,23.52,14.92,65.78,44.5,21.17,120.68,15.56,74.35,118.01,8.58,46.74,73.97,106.18,26.2,24.67,25.32,47.72,33.81,61.74
2016-07-29,112.55,45.71,22.07,36.92,14.03,28.04,36.12,57.66,21.31,26.47,24.01,32.54,129.22,82.75,27.49,82.4,42.49,85.13,37.75,19.92,97.41,12.51,23.59,14.69,66.82,44.79,21.03,116.64,16.05,74.51,119.86,7.99,46.87,73.79,105.1,26.23,24.74,24.44,47.5,33.24,62.06
2016-08-01,112.22,45.72,22.17,36.47,14.01,27.88,35.88,57.37,21.24,27.15,23.79,32.21,130.27,80.77,27.35,81.15,42.22,85.13,35.94,20.85,95.6,12.73,24.0,15.02,64.28,43.77,21.5,113.02,16.57,71.39,117.16,7.84,47.67,72.37,103.4,26.1,24.57,26.3,48.48,34.54,60.2
2016-08-02,112.34,45.71,22.0,36.27,14.24,27.93,36.0,57.17,21.18,28.71,24.11,33.06,129.65,81.88,27.14,81.72,42.24,85.16,36.19,20.77,96.44,12.62,23.82,14.86,65.88,44.2,21.27,113.31,16.53,73.23,118.27,8.42,47.16,73.01,102.66,26.17,24.71,25.04,47.98,33.68,60.61
2016-08-03,112.55,45.71,21.92,36.07,14.3,27.96,36.2,57.5,21.16,28.57,24.17,33.76,129.87,81.87,27.11,82.17,42.31,85.19,37.13,20.2,96.72,12.58,23.73,14.75,67.68,44.88,20.97,115.69,16.16,73.33,119.33,8.67,47.32,73.28,102.66,26.18,24.75,23.67,47.64,32.74,60.54
2016-08-04,112.17,45.71,21.67,36.3,14.36,28.12,36.62,57.76,21.54,29.37,24.37,34.13,127.55,83.51,26.7,83.73,42.55,85.07,38.55,19.38,99.13,12.28,23.18,14.31,70.02,46.2,20.34,112.15,16.67,76.57,122.78,8.74,45.66,75.07,108.6,26.25,24.88,22.02,47.13,31.61,61.29
2016-08-05,112.24,45.71,21.63,35.46,14.44,28.09,36.88,57.88,21.56,30.49,24.39,34.12,127.44,83.52,26.54,83.57,42.55,85.05,38.39,19.49,98.95,12.3,23.18,14.36,71.52,46.26,20.33,112.46,16.58,76.43,122.39,9.11,45.58,74.92,107.67,26.26,24.9,21.06,46.68,30.93,62.06
2016-08-08,112.53,45.71,21.7,35.67,14.4,28.08,37.11,58.34,21.58,30.0,24.24,34.46,127.96,83.53,26.54,83.95,42.57,85.07,39.38,18.99,99.1,12.28,23.14,14.25,72.82,46.5,20.2,115.89,16.1,76.66,123.2,9.08,45.9,75.0,108.96,26.19,24.85,20.32,46.05,30.39,61.39
2016-08-09,112.66,45.71,21.88,35.37,14.23,28.03,37.14,58.54,21.25,29.1,23.96,34.12,128.56,82.99,26.53,83.52,42.56,85.13,38.47,19.4,98.39,12.38,23.31,14.36,71.02,46.09,20.37,117.24,15.9,75.09,122.25,8.57,46.35,74.46,106.62,26.09,24.72,21.3,46.5,31.13,60.64
2016-08-10,112.36,45.71,21.7,35.86,14.45,28.18,37.62,58.96,21.51,30.33,24.12,34.89,127.67,83.34,26.5,84.22,42.79,85.04,39.02,19.17,99.76,12.19,23.01,14.19,71.49,46.62,20.15,114.27,16.32,76.15,123.83,9.31,45.64,75.53,107.76,26.09,24.79,21.1,46.58,30.96,61.38
2016-08-11,112.63,45.71,21.8,35.63,14.56,28.16,37.51,58.81,21.55,30.83,24.07,34.46,127.4,83.09,26.56,84.33,42.76,85.11,39.52,18.9,99.44,12.24,23.06,14.15,72.1,46.41,20.23,117.09,15.9,76.3,124.06,9.82,45.51,75.31,108.2,26.07,24.75,20.69,46.62,30.67,60.58
2016-08-12,112.42,45.71,21.48,35.8,14.8,28.24,37.87,59.05,21.61,31.51,23.93,34.84,127.84,84.4,26.15,85.05,42.88,85.08,41.16,18.11,100.41,12.11,22.83,13.98,73.21,47.0,19.97,113.75,16.34,78.52,125.62,10.29,45.8,76.01,111.39,26.0,24.71,20.05,46.6,30.2,60.58
2016-08-15,112.36,45.71,21.46,34.85,14.92,28.09,37.7,58.95,21.4,31.7,23.55,34.59,128.47,82.98,25.88,84.12,42.63,85.05,40.28,18.49,98.81,12.31,23.19,14.19,70.75,46.09,20.35,112.98,16.48,76.7,123.64,10.59,46.24,74.76,109.72,25.84,24.49,21.41,47.28,31.24,59.44
2016-08-16,112.57,45.71,21.51,35.04,14.98,28.15,37.46,58.93,21.4,32.0,23.52,34.52,128.51,82.38,26.07,84.36,42.7,85.07,40.26,18.48,99.26,12.25,23.07,14.13,72.56,46.03,20.38,114.95,16.18,76.07,124.22,10.76,46.34,75.16,109.83,25.86,24.51,20.28,46.89,30.42,59.4
2016-08-17,112.73,45.72,21.43,35.1,15.17,28.22,37.83,59.23,21.62,33.86,23.18,34.34,129.12,83.52,26.42,84.45,42.83,85.11,41.15,18.1,100.0,12.15,22.91,14.12,73.78,45.97,20.4,115.47,16.11,77.64,124.34,11.3,46.7,75.73,110.65,25.72,24.33,19.6,47.13,29.9,59.05
2016-08-18,112.48,45.71,21.42,35.03,15.12,28.19,37.62,58.8,21.59,33.16,23.36,34.49,127.97,83.65,26.13,84.38,42.68,85.04,42.22,17.62,99.5,12.21,23.01,14.13,73.47,46.1,20.33,113.57,16.35,77.58,124.17,11.33,45.92,75.34,113.74,25.82,24.42,19.76,47.2,30.02,59.31
2016-08-19,112.65,45.71,21.54,35.16,14.98,28.17,37.1,58.85,21.26,32.17,23.37,33.65,127.78,83.69,26.17,84.48,42.63,85.06,42.27,17.59,99.46,12.21,23.03,14.11,73.15,46.04,20.32,116.56,15.93,78.1,124.29,10.65,45.62,75.32,112.58,25.91,24.45,19.93,47.4,30.15,59.48
2016-08-22,112.68,45.71,21.35,35.28,15.04,28.22,36.95,59.1,21.29,32.67,23.45,33.46,127.78,84.52,26.08,84.77,42.73,85.06,42.95,17.3,99.99,12.14,22.89,14.02,73.35,46.54,20.1,116.89,15.9,79.77,125.03,10.89,45.67,75.75,115.23,25.92,24.43,19.81,47.41,30.07,59.39
2016-08-23,112.64,45.72,21.53,33.66,14.86,28.11,37.05,58.96,21.53,32.26,23.63,33.57,126.32,83.27,26.02,83.66,42.62,85.05,41.84,17.75,98.59,12.31,23.23,14.31,71.76,45.87,20.42,116.11,16.0,77.79,122.62,10.37,44.71,74.68,111.93,25.98,24.5,20.66,47.65,30.69,59.67
2016-08-24,112.52,45.71,21.55,32.84,14.92,28.09,37.08,58.71,21.36,32.05,23.55,33.35,126.23,83.9,26.1,83.38,42.6,85.02,42.35,17.57,98.26,12.35,23.34,14.36,71.64,46.07,20.32,28.63,16.19,78.35,122.04,10.6,44.57,74.37,112.91,25.94,24.5,20.7,47.42,30.74,59.81
2016-08-25,112.34,45.71,21.43,33.12,14.87,28.05,36.76,58.38,21.23,31.72,23.91,32.98,126.05,83.29,25.58,83.64,42.48,84.95,42.94,17.3,97.71,12.42,23.44,14.3,71.43,46.14,20.33,28.11,16.45,77.79,122.63,10.61,44.5,73.99,113.32,26.16,24.68,20.83,47.69,30.84,61.28
2016-08-26,112.65,45.72,21.35,33.36,14.81,28.2,37.05,58.55,21.52,32.31,23.94,33.96,126.3,84.57,25.75,83.88,42.72,84.99,43.38,17.11,99.14,12.24,23.07,14.24,72.91,46.62,20.09,29.3,15.79,79.07,122.97,10.42,44.61,75.08,115.58,26.16,24.7,19.99,47.41,30.21,61.37
2016-08-29,112.59,45.72,21.35,32.9,14.67,28.15,36.94,58.47,21.63,31.93,24.12,33.8,125.03,84.49,25.5,83.33,42.56,85.0,43.0,17.2,98.63,12.3,23.19,14.37,73.42,46.21,20.27,29.0,15.96,79.46,121.86,10.19,43.79,74.68,114.61,26.34,24.83,19.66,47.37,29.97,62.7
2016-08-30,112.57,45.72,21.38,32.67,14.39,28.04,36.53,58.35,21.68,30.49,24.06,33.52,124.78,83.88,25.55,83.11,42.48,84.99,43.03,17.24,97.85,12.41,23.38,14.42,73.06,46.08,20.33,29.09,15.9,78.14,121.54,9.47,43.64,74.05,115.44,26.35,24.82,19.87,47.38,30.13,63.21
2016-08-31,112.46,45.72,21.45,32.51,14.23,28.09,36.81,58.75,21.78,30.27,23.88,33.63,125.29,83.73,25.43,83.54,42.56,84.96,44.15,16.82,97.84,12.39,23.4,14.32,73.41,46.41,20.17,29.17,15.86,78.25,122.08,8.92,43.93,74.11,116.0,26.23,24.73,19.68,47.42,29.99,62.95
2016-09-01,112.31,45.73,21.44,32.5,14.39,28.21,37.41,59.43,22.06,31.15,24.07,34.4,126.57,85.47,25.82,84.07,42.74,84.97,43.88,16.91,99.11,12.22,23.09,14.18,76.07,46.99,19.92,28.47,16.23,80.51,123.51,9.21,44.73,75.06,115.47,26.24,24.79,18.26,47.16,28.89,63.92
2016-09-02,112.55,45.73,21.47,32.89,14.49,28.21,38.2,59.83,22.36,32.63,23.67,34.98,128.71,85.01,26.12,85.13,42.86,85.04,43.55,17.02,100.05,12.12,22.86,13.91,78.06,47.7,19.64,29.1,15.88,80.8,125.8,9.51,46.42,75.78,116.46,25.94,24.5,17.29,46.53,28.13,61.43
2016-09-06,112.61,45.72,21.39,32.86,14.62,28.14,38.09,59.86,22.3,33.2,23.7,34.96,128.27,85.6,26.23,85.27,42.79,85.03,42.59,17.41,100.03,12.11,22.84,13.89,79.1,47.99,19.49,29.05,15.91,82.29,126.03,9.73,46.04,75.76,114.18,25.98,24.54,16.82,46.31,27.76,61.09
2016-09-07,112.22,45.72,21.24,32.96,14.88,28.09,38.01,59.69,22.21,35.05,23.65,35.1,127.59,84.96,26.29,84.24,42.7,84.97,42.4,17.5,99.29,12.2,23.03,14.13,78.83,46.9,19.93,27.96,16.52,81.84,123.87,10.56,45.55,75.19,114.66,26.05,24.57,16.94,46.51,27.85,61.99
2016-09-08,111.73,45.73,21.29,30.99,14.65,27.44,36.69,58.53,21.68,32.0,23.79,33.07,126.71,79.95,25.47,79.97,41.64,84.98,37.73,19.42,92.1,13.07,24.67,15.19,66.22,43.48,21.36,26.54,17.34,74.19,114.48,9.84,44.93,69.83,106.61,26.18,24.64,22.46,48.86,32.34,62.21
2016-09-09,111.8,45.71,21.2,32.37,14.65,27.8,36.96,59.01,21.87,32.91,23.74,33.74,126.58,81.95,25.68,82.8,42.23,84.98,39.99,18.21,96.12,12.51,23.6,14.38,70.71,45.71,20.24,26.57,17.31,77.19,120.35,9.92,44.83,72.74,111.25,26.11,24.6,19.4,47.9,30.14,61.16
2016-09-12,111.51,45.72,21.36,31.05,14.46,27.39,36.03,57.82,21.38,30.11,23.84,32.09,125.75,78.89,25.34,81.38,41.65,84.95,38.83,18.74,91.94,13.07,24.65,14.76,61.55,44.62,20.74,25.64,17.88,72.81,117.51,9.42,44.15,69.59,108.51,26.33,24.7,24.63,49.65,34.15,62.13
2016-09-13,111.65,45.72,21.34,30.97,14.35,27.3,36.14,57.74,21.65,29.04,23.69,31.97,126.18,78.35,25.35,82.2,41.55,85.01,39.94,18.19,91.77,13.06,24.66,14.54,62.06,45.34,20.43,25.8,17.81,72.78,119.02,8.93,44.54,69.49,110.45,26.26,24.64,24.51,49.5,34.0,61.85
2016-09-14,111.72,45.72,21.2,31.95,14.42,27.55,36.76,58.24,21.83,30.06,23.71,32.92,125.37,80.04,25.53,84.74,41.98,85.06,42.7,16.96,94.55,12.69,23.92,13.88,64.25,47.59,19.42,25.45,18.03,75.49,124.54,9.01,43.93,71.6,116.0,26.28,24.63,22.62,48.96,32.72,61.53
2016-09-15,111.8,45.72,21.18,32.07,14.44,27.44,36.51,57.49,21.62,29.32,24.1,32.67,125.06,79.28,25.55,84.63,41.86,85.01,42.72,16.93,93.39,12.82,24.23,13.91,65.1,46.98,19.64,26.06,17.61,75.06,124.4,8.74,43.67,70.79,117.92,26.49,24.83,22.07,48.71,32.32,61.77
2016-09-16,111.71,45.72,21.06,31.67,14.43,27.48,36.8,57.79,21.74,29.28,23.97,32.78,125.32,80.42,25.86,83.87,41.61,84.99,42.93,16.87,93.47,12.83,24.17,14.06,66.77,46.62,19.81,25.81,17.8,76.54,122.77,8.73,43.86,70.77,117.3,26.41,24.77,20.94,48.05,31.48,61.16
2016-09-19,111.75,45.72,21.23,32.0,14.48,27.5,36.82,58.14,21.69,28.61,24.05,33.09,125.44,79.64,25.95,84.18,41.59,84.99,42.39,17.09,93.51,12.81,24.19,13.99,67.21,46.58,19.75,26.09,17.59,75.68,123.45,8.84,43.93,70.86,115.12,26.44,24.81,20.61,47.86,31.26,61.05
2016-09-20,112.03,45.72,21.27,32.97,14.66,27.75,37.85,59.16,22.07,30.54,23.95,34.03,127.27,81.67,26.47,85.81,42.01,84.99,44.05,16.37,96.58,12.39,23.36,13.58,72.3,48.12,19.12,26.71,17.14,78.78,127.04,9.44,45.27,73.2,116.84,26.23,24.7,17.36,46.94,28.8,59.54
2016-09-21,112.26,45.73,21.22,33.67,14.74,27.89,38.12,59.76,22.2,30.72,23.87,34.28,127.57,83.65,26.79,87.21,42.21,85.0,44.56,16.17,98.4,12.15,22.95,13.26,74.75,49.0,18.82,27.29,16.79,82.25,130.01,9.66,45.45,74.52,118.49,26.21,24.67,16.24,46.23,27.9,59.9
2016-09-22,112.23,45.73,21.35,33.38,14.57,27.76,37.63,59.26,21.92,29.46,23.76,33.87,127.65,82.25,26.72,86.07,41.99,85.02,43.14,16.73,96.79,12.35,23.29,13.51,74.18,47.83,19.22,27.25,16.81,80.53,127.67,9.07,45.53,73.36,117.01,26.28,24.68,16.48,46.12,28.09,60.22
2016-09-23,112.37,45.73,21.53,32.2,14.67,27.31,37.08,58.71,21.67,29.06,23.65,33.41,127.55,81.37,26.67,84.65,41.65,85.07,41.8,17.2,94.5,12.64,23.89,13.85,70.13,46.87,19.64,27.73,16.5,78.19,124.5,9.45,45.39,71.55,113.71,26.3,24.63,18.27,46.93,29.63,59.28
2016-09-26,112.51,45.72,21.41,32.86,14.53,27.48,37.61,58.99,21.84,28.52,23.81,33.93,126.62,81.53,26.4,86.29,41.97,85.08,44.05,16.3,96.22,12.41,23.43,13.44,73.9,48.4,18.98,28.4,16.13,79.1,128.03,8.99,44.74,72.9,117.15,26.18,24.65,16.37,45.89,28.06,59.41
2016-09-27,112.54,45.72,21.18,32.72,14.87,27.62,37.95,59.41,22.11,32.14,23.84,34.53,126.22,83.0,26.39,86.62,42.2,85.08,44.34,16.2,97.66,12.21,23.06,13.36,74.74,48.72,18.86,28.24,16.19,80.81,128.73,9.84,44.36,73.95,118.06,26.18,24.67,16.03,45.54,27.76,59.77
2016-09-28,112.54,45.72,21.22,31.0,14.96,27.36,37.29,58.67,21.14,32.05,23.83,33.58,126.07,81.15,26.03,85.31,41.97,85.11,45.97,15.58,94.91,12.55,23.69,13.65,70.07,47.9,19.19,28.4,16.13,77.33,126.0,10.25,44.5,71.95,120.27,26.24,24.69,17.99,46.3,29.49,60.23
2016-09-29,112.42,45.73,21.03,31.89,15.01,27.62,37.45,59.13,21.62,33.31,23.76,33.73,125.64,82.59,25.9,86.54,42.31,85.04,48.11,14.88,97.18,12.28,23.14,13.37,73.19,48.52,18.9,27.7,16.51,79.84,128.59,10.38,44.01,73.64,124.22,26.21,24.68,16.63,45.68,28.32,60.64
2016-09-30,112.09,45.72,20.97,31.75,15.14,27.49,37.71,58.97,22.07,33.22,23.87,34.66,125.32,81.3,25.53,86.33,42.16,84.97,47.11,15.16,96.26,12.37,23.34,13.4,73.58,48.08,19.06,27.36,16.7,79.04,128.3,10.69,43.8,72.94,121.67,26.3,24.73,16.45,45.38,28.15,60.89
2016-10-03,111.71,45.73,20.91,31.63,15.1,27.38,37.29,58.96,21.98,32.25,23.91,34.04,120.97,80.52,24.85,86.1,41.83,84.93,46.75,15.29,94.99,12.55,23.68,13.47,73.73,47.62,19.29,26.39,17.29,77.94,127.57,10.66,40.76,71.93,120.86,26.41,24.84,16.36,44.98,28.1,62.4
2016-10-04,111.56,45.73,20.59,31.95,15.19,27.51,37.83,59.2,22.11,33.69,23.9,34.92,120.78,81.31,24.82,86.67,42.01,84.88,47.84,14.93,96.09,12.39,23.38,13.32,74.32,48.11,19.07,26.07,17.51,79.31,128.9,11.15,40.7,72.88,123.52,26.43,24.87,16.11,45.27,27.85,63.28
2016-10-05,111.56,45.73,20.68,31.6,15.22,27.53,37.86,58.88,21.99,33.82,24.12,35.14,119.66,81.57,24.78,86.61,42.04,84.87,48.67,14.66,96.36,12.34,23.3,13.35,75.0,48.44,18.93,25.63,17.82,79.02,128.7,11.5,39.89,73.0,124.09,26.56,25.0,15.82,44.92,27.62,63.87
2016-10-06,111.58,45.73,20.78,31.65,15.18,27.45,37.69,58.58,21.96,33.29,23.93,35.46,119.74,80.39,24.68,86.22,41.96,84.9,48.39,14.74,95.37,12.49,23.55,13.43,74.87,48.05,19.1,25.66,17.77,77.07,127.86,11.11,39.98,72.21,124.52,26.47,24.96,15.88,45.22,27.67,62.48
2016-10-07,111.53,45.73,20.78,32.03,15.35,27.49,38.1,58.75,22.05,34.78,24.2,35.87,120.16,81.74,24.85,87.25,42.02,84.85,47.67,14.96,96.75,12.29,23.2,13.17,76.45,49.02,18.7,25.21,18.09,79.78,130.15,11.77,40.24,73.3,123.0,26.47,25.06,15.18,44.74,27.06,63.32
2016-10-10,111.36,45.72,20.92,29.67,15.26,27.19,37.22,57.92,21.79,33.6,24.54,35.58,119.55,79.12,24.49,84.74,41.6,84.84,44.69,15.9,93.22,12.74,24.07,13.73,72.2,47.45,19.3,25.01,18.22,75.44,124.77,11.61,39.79,70.63,117.69,26.65,25.25,16.84,45.57,28.54,63.06
2016-10-11,111.4,45.73,21.13,29.23,15.15,27.23,37.15,57.79,21.77,33.19,24.72,35.45,119.74,79.73,24.76,84.68,41.63,84.83,44.19,16.08,93.54,12.71,23.97,13.77,72.12,47.6,19.24,25.09,18.16,75.32,124.51,11.33,39.97,70.89,116.88,26.73,25.32,16.9,45.59,28.59,64.06
2016-10-12,111.56,45.72,21.33,29.22,15.25,27.13,36.82,57.57,21.52,32.6,24.56,35.83,120.03,79.08,25.09,84.07,41.5,84.87,42.59,16.66,92.62,12.82,24.21,13.91,69.98,46.76,19.59,25.36,17.96,73.41,123.05,11.43,40.19,70.17,114.09,26.61,25.23,17.94,46.07,29.47,63.27
2016-10-13,111.37,45.72,21.31,28.66,15.26,27.15,36.88,57.67,21.59,32.14,24.91,36.05,119.36,78.99,24.94,84.2,41.56,84.86,43.63,16.24,92.66,12.81,24.19,13.89,70.66,47.29,19.33,24.33,18.69,72.51,123.33,11.35,39.71,70.24,117.48,26.76,25.36,17.56,45.96,29.16,64.04
2016-10-14,111.56,45.72,21.36,28.45,15.28,27.07,36.84,57.5,21.48,31.6,24.76,36.47,119.68,78.86,25.03,83.77,41.45,84.92,42.89,16.52,91.74,12.95,24.42,14.0,70.96,46.96,19.5,24.74,18.31,72.31,122.48,11.18,39.89,69.56,116.04,26.64,25.3,17.4,45.84,29.02,63.6
2016-10-17,111.74,45.72,21.35,29.32,15.31,27.19,37.49,58.07,21.92,31.96,24.86,37.36,120.42,79.9,25.23,85.25,41.48,84.94,44.46,15.9,93.33,12.72,24.0,13.61,73.88,47.81,19.13,25.02,18.17,73.45,125.62,11.34,40.41,70.75,119.09,26.61,25.32,15.99,45.13,27.84,63.56
2016-10-18,111.8,45.73,21.19,29.07,15.41,27.22,37.72,58.23,21.99,33.32,24.94,37.27,121.11,80.49,25.23,85.2,41.39,84.95,43.8,16.14,94.1,12.61,23.81,13.64,75.58,47.89,19.08,25.1,18.09,74.38,125.67,11.73,40.83,71.34,114.66,26.58,25.33,15.25,44.87,27.2,63.07
2016-10-19,111.76,45.72,21.15,29.46,15.27,27.19,37.61,58.32,21.93,33.25,25.11,37.78,120.74,79.87,25.17,85.04,41.25,84.91,44.74,15.8,93.6,12.67,23.93,13.67,76.61,47.31,19.33,25.15,18.06,73.75,125.14,11.29,40.63,70.95,116.0,26.69,25.41,14.82,44.8,26.84,63.7
2016-10-20,111.83,45.72,21.1,28.7,15.33,27.22,37.6,58.19,21.9,32.58,25.33,37.77,120.83,79.76,25.07,85.68,41.39,84.92,44.38,15.93,93.72,12.65,23.89,13.53,78.14,47.6,19.16,25.28,17.95,73.57,126.5,11.43,40.66,70.99,116.3,26.75,25.5,14.21,44.5,26.27,63.55
2016-10-21,111.66,45.72,21.14,28.57,15.34,27.35,37.76,58.18,22.01,32.3,25.37,38.08,120.56,80.62,25.13,87.73,41.6,84.9,46.85,15.04,94.83,12.51,23.61,13.04,80.92,49.04,18.6,24.93,18.18,75.03,131.11,11.33,40.51,71.89,119.3,26.75,25.53,13.22,43.68,25.36,64.07
2016-10-24,111.66,45.72,21.28,28.34,15.27,27.29,37.8,58.14,21.9,31.81,25.3,38.19,121.47,79.01,25.21,87.12,41.62,84.89,46.74,15.08,94.03,12.61,23.81,13.17,80.09,48.56,18.77,25.06,18.09,73.34,129.8,11.01,41.24,71.28,118.54,26.74,25.52,13.47,43.61,25.59,64.03
2016-10-25,111.44,45.73,21.3,27.74,15.17,27.32,37.4,57.88,21.74,32.01,25.24,37.84,120.79,78.5,25.25,85.99,41.69,84.87,46.47,15.15,93.41,12.67,23.94,13.41,78.13,47.8,19.08,24.6,18.4,71.25,127.31,10.7,40.62,70.83,118.1,26.76,25.51,14.12,43.91,26.22,64.4
2016-10-26,111.16,45.72,21.15,28.15,15.26,27.27,37.08,57.81,21.5,31.7,25.26,37.77,121.01,77.06,25.12,85.23,41.56,84.87,45.85,15.34,92.64,12.8,24.17,13.6,76.71,47.45,19.19,23.79,19.03,68.74,125.53,10.9,40.82,70.23,119.41,26.87,25.56,14.63,44.37,26.7,65.33
2016-10-27,111.16,45.73,21.25,26.31,15.16,27.21,36.93,57.79,21.64,31.37,24.87,37.39,121.58,76.86,25.19,84.05,41.6,84.9,45.06,15.63,91.77,12.9,24.39,13.85,73.45,47.29,19.27,23.65,19.16,68.2,123.36,10.52,41.5,69.55,117.0,26.76,25.41,15.89,44.94,27.84,64.67
2016-10-28,111.3,45.74,21.36,25.87,14.96,27.22,37.14,57.82,21.72,30.43,24.91,37.76,121.94,77.98,25.67,83.89,41.65,84.95,45.77,15.37,91.68,12.93,24.41,13.91,71.96,47.31,19.26,24.01,18.82,68.88,122.66,9.62,41.33,69.5,118.09,26.8,25.42,16.56,44.86,28.42,64.88
2016-10-31,111.03,45.73,21.36,25.49,15.03,27.02,36.84,57.57,21.63,30.45,24.56,36.47,122.73,76.39,25.23,82.69,41.37,84.92,44.48,15.78,89.8,13.18,24.91,14.21,69.79,46.08,19.73,24.08,18.8,66.37,120.14,9.7,41.94,68.1,114.78,26.71,25.29,17.53,45.19,29.23,63.83
2016-11-01,111.16,45.74,21.53,25.07,14.85,26.91,36.4,57.18,21.24,29.37,24.4,35.83,123.64,74.91,24.81,81.32,41.22,84.94,43.59,16.1,88.11,13.43,25.38,14.55,68.21,45.2,20.14,24.42,18.53,63.9,117.01,9.16,42.53,66.8,113.51,26.65,25.2,18.32,45.46,29.86,63.03
2016-11-02,111.01,45.73,21.54,24.31,14.8,26.85,36.3,57.12,21.18,29.7,24.32,35.51,124.3,74.5,24.8,79.76,41.1,84.95,43.3,16.2,86.93,13.59,25.67,14.98,64.5,44.05,20.66,23.82,18.97,62.94,113.64,8.83,43.05,65.91,117.0,26.55,25.13,20.35,46.52,31.56,62.43
2016-11-03,111.24,45.74,21.4,24.87,14.7,26.78,35.93,56.57,20.81,29.27,24.19,35.36,124.39,74.76,24.96,79.15,40.94,85.0,42.54,16.48,86.56,13.67,25.79,15.15,64.34,43.59,20.86,24.46,18.49,64.1,112.35,8.63,43.04,65.6,111.41,26.49,25.06,20.37,46.63,31.47,62.53
2016-11-04,111.11,45.73,21.15,26.67,14.76,27.34,37.23,57.35,21.43,31.1,24.58,37.27,122.15,77.93,25.17,82.98,41.71,84.95,46.22,15.06,92.23,12.77,24.1,14.05,72.45,46.43,19.5,23.84,18.95,68.7,120.4,8.93,41.51,69.92,118.6,26.58,25.27,15.26,43.77,27.63,64.34
2016-11-07,110.93,45.74,21.19,26.93,14.74,27.43,37.47,57.51,20.94,31.25,24.73,37.54,121.64,78.26,25.52,84.05,41.95,84.88,46.52,14.97,93.52,12.6,23.75,13.8,74.34,47.13,19.23,23.5,19.19,69.25,122.76,8.84,41.14,70.87,118.24,26.6,25.34,14.25,43.28,26.81,65.07
2016-11-08,109.9,45.72,20.56,29.66,14.81,27.84,36.26,57.56,21.04,32.83,25.2,36.31,121.56,81.11,24.85,84.76,42.33,84.77,45.78,15.18,96.57,12.18,23.01,13.59,76.1,46.89,19.31,20.58,21.58,75.7,124.48,9.18,41.07,73.28,117.42,26.95,25.5,13.57,42.71,26.16,65.99
2016-11-09,109.45,45.72,19.96,30.75,14.69,28.07,35.22,57.4,20.75,33.16,25.31,33.45,119.75,81.92,24.32,82.01,42.28,84.74,42.91,16.16,97.14,12.1,22.83,14.26,73.92,44.61,20.22,19.66,22.52,79.2,118.56,8.78,39.83,73.73,113.12,27.19,25.55,14.15,43.71,26.81,67.29
2016-11-10,109.25,45.7,19.86,29.35,14.41,28.07,34.55,57.05,19.98,31.45,25.51,32.5,117.1,83.58,24.41,82.1,42.25,84.73,47.75,14.37,96.59,12.17,22.97,14.22,75.77,45.18,19.96,19.32,22.92,84.94,118.46,8.3,38.04,73.24,120.4,27.24,25.59,13.54,43.36,26.18,67.04
2016-11-11,108.81,45.72,19.77,29.12,14.38,28.12,34.3,56.74,19.91,31.93,26.03,32.38,116.11,86.29,24.4,80.46,42.19,84.6,46.95,14.54,96.74,12.16,22.95,14.66,76.12,43.01,20.93,18.97,23.33,88.39,114.46,8.46,37.47,73.38,118.39,27.43,25.84,13.39,43.58,26.05,69.15
2016-11-14,108.89,45.73,19.55,29.35,14.7,28.26,34.99,56.99,20.06,34.58,26.06,33.47,117.12,87.01,24.79,82.7,42.53,84.63,49.66,13.72,98.95,11.88,22.39,14.06,79.38,44.87,19.99,19.22,23.0,89.13,119.76,9.25,38.06,75.09,122.68,27.38,25.88,12.3,43.31,24.94,70.14
2016-11-15,109.13,45.73,19.57,28.93,14.52,28.19,34.7,56.39,19.77,33.83,26.27,33.07,116.77,87.16,24.55,83.65,42.53,84.62,51.38,13.23,98.57,11.93,22.5,13.8,78.83,46.09,19.46,19.75,22.36,89.21,121.71,9.06,37.84,74.71,122.61,27.51,25.95,12.38,43.43,25.07,70.01
2016-11-16,108.37,45.73,19.5,28.4,14.67,28.22,34.59,56.2,19.72,33.65,26.75,32.59,115.15,88.27,24.7,84.24,42.52,84.56,54.15,12.54,99.26,11.81,22.31,13.66,81.49,46.8,19.16,18.71,23.54,92.09,123.13,9.19,36.79,75.3,127.06,27.78,26.19,11.53,42.95,24.2,72.28
