Date,DIA,PSQ,QLD,QQQ,SMH,SOXL,SPY,SQQQ,TECL,TQQQ,UPRO,UVXY,XLP
2012-06-29,128.35,26.52,53.58,64.36,32.19,28.09,136.46,46.45,49.01,50.4,76.73,8.56,34.96
2012-07-02,129.15,26.3,54.46,64.89,32.56,29.37,137.47,45.37,50.09,51.6,78.33,8.18,35.13
2012-07-03,128.78,26.27,54.52,64.93,32.25,28.57,136.84,45.25,50.25,51.78,77.23,8.72,35.0
2012-07-05,127.57,26.61,53.13,64.09,31.47,26.48,135.59,46.92,48.01,49.74,75.04,8.57,34.96
2012-07-06,127.24,26.64,53.0,64.0,31.11,25.56,135.32,47.17,47.65,49.57,74.81,8.4,34.92
2012-07-09,126.35,26.9,51.98,63.37,30.72,23.77,134.14,48.48,46.15,48.05,72.83,8.84,34.96
2012-07-10,125.91,27.05,51.34,63.02,30.53,23.03,134.16,49.3,45.45,47.39,72.8,8.25,34.91
2012-07-11,125.57,27.32,50.43,62.42,30.02,21.99,133.51,50.75,44.02,46.02,71.86,8.41,34.94
2012-07-12,127.59,26.91,51.89,63.38,30.39,22.55,135.75,48.45,45.98,48.02,75.4,7.52,35.33
2012-07-13,127.12,26.99,51.63,63.2,30.11,21.8,135.39,48.85,45.73,47.66,74.77,7.27,35.15
2012-07-16,127.82,26.84,52.12,63.54,30.06,21.5,136.36,48.07,46.18,48.38,76.38,6.74,35.3
2012-07-17,128.96,26.46,53.56,64.4,31.14,23.68,137.41,46.08,48.59,50.36,78.12,6.88,35.31
2012-07-18,129.32,26.17,54.72,65.11,31.41,25.19,137.74,44.58,49.89,52.0,78.65,6.57,35.25
2012-07-19,128.04,26.51,53.33,64.28,30.86,23.93,136.47,46.26,48.27,50.05,76.58,7.27,35.07
2012-07-20,126.91,26.83,52.07,63.46,30.54,23.22,135.09,48.0,46.89,48.15,74.18,8.18,34.74
2012-07-23,125.86,27.03,51.18,62.95,30.31,23.0,134.03,49.12,45.31,47.05,72.36,8.87,34.63
2012-07-24,126.51,27.24,50.47,62.54,30.94,24.22,133.95,50.12,44.69,46.0,72.3,8.67,34.64
2012-07-25,128.58,26.87,51.87,63.38,31.61,25.92,136.17,48.24,46.8,47.55,75.85,7.35,35.21
2012-07-26,130.48,26.22,54.37,64.94,32.37,27.72,138.8,44.63,49.96,51.42,80.17,6.9,35.62
2012-07-27,130.4,26.25,54.2,64.82,31.98,26.99,138.68,44.86,50.1,51.11,80.01,7.19,35.79
2012-07-30,129.79,26.25,54.15,64.8,32.25,27.63,137.71,44.9,50.63,51.14,78.83,7.57,35.63
2012-07-31,129.45,26.34,53.83,64.61,32.24,27.58,137.59,45.15,50.1,50.64,78.21,7.25,35.45
2012-08-01,128.54,26.41,53.46,64.37,32.0,27.32,136.64,45.68,49.25,50.13,76.57,6.95,35.16
2012-08-02,130.73,25.91,55.43,65.61,32.84,29.0,139.39,43.08,51.95,52.96,81.11,6.01,35.75
2012-08-03,130.9,25.73,56.32,66.11,32.85,29.51,139.62,42.11,52.98,54.15,81.51,5.73,35.73
2012-08-06,131.38,25.52,57.27,66.67,33.38,31.29,140.32,41.07,54.04,55.49,82.74,6.03,35.54
2012-08-07,131.55,25.52,57.16,66.62,33.41,31.71,140.49,41.12,54.22,55.4,83.1,5.53,35.79
2012-08-08,131.57,25.44,57.51,66.82,33.67,32.29,140.63,40.78,54.79,55.87,83.35,5.48,35.64
2012-08-09,131.88,25.42,57.63,66.85,33.87,32.71,140.84,40.62,55.09,56.06,83.76,5.26,35.63
2012-08-10,131.62,25.36,57.89,67.03,33.62,32.08,140.77,40.34,55.55,56.4,83.51,4.99,35.62
2012-08-13,131.66,25.36,57.95,67.05,33.42,31.2,140.79,40.3,55.18,56.52,83.65,5.54,35.76
2012-08-14,131.7,25.28,58.24,67.23,33.5,31.73,140.95,40.0,55.34,56.92,83.87,5.55,35.78
2012-08-15,132.57,24.99,59.6,68.02,33.88,33.38,142.01,38.56,57.56,58.96,85.71,5.33,35.87
2012-08-16,132.42,24.87,60.12,68.32,33.62,32.71,142.22,38.04,58.5,59.77,86.14,5.02,35.9
2012-08-17,132.38,24.84,60.32,68.42,33.52,31.85,142.22,37.86,58.7,60.0,86.14,5.03,35.9
2012-08-20,131.77,24.93,59.86,68.14,33.59,31.92,141.76,38.38,57.53,59.31,85.34,5.3,35.68
2012-08-21,131.47,24.83,60.31,68.4,33.3,31.25,141.82,37.88,57.87,59.95,85.34,5.39,35.57
2012-08-22,130.38,25.03,59.36,67.87,32.95,30.62,140.68,38.72,56.44,58.62,83.35,5.61,35.28
2012-08-23,131.38,24.88,60.04,68.29,33.08,31.12,141.52,38.08,57.39,59.66,84.88,5.14,35.6
2012-08-24,131.06,24.84,60.25,68.4,32.89,30.84,141.54,37.88,57.53,59.95,84.88,5.24,35.65
2012-08-27,130.86,24.84,60.25,68.4,32.83,30.76,141.4,37.85,57.24,59.94,84.62,5.41,35.67
2012-08-28,130.92,24.82,60.24,68.4,32.9,30.82,141.51,37.85,57.67,59.96,84.79,5.46,35.59
2012-08-29,129.92,25.08,59.04,67.7,32.43,29.29,140.49,39.0,55.68,58.13,82.96,5.69,35.45
2012-08-30,130.88,24.9,59.78,68.16,32.97,30.48,141.24,38.3,56.82,59.37,84.06,5.32,35.46
2012-08-31,130.23,24.91,59.72,68.09,32.44,29.74,140.87,38.28,56.93,59.12,83.66,5.23,35.67
2012-09-04,130.37,24.96,59.57,68.02,32.21,29.08,140.94,38.44,56.8,58.85,83.69,4.96,35.58
2012-09-05,132.78,24.42,62.18,69.5,33.26,32.18,143.78,35.9,60.52,62.74,88.72,3.95,36.03
2012-09-06,132.94,24.42,62.01,69.43,32.92,31.58,144.39,36.02,60.28,62.47,89.9,34.87,35.76
2012-09-07,132.48,24.73,60.47,68.55,32.43,29.93,143.51,37.36,58.43,60.15,88.34,38.76,35.72
2012-09-10,133.09,24.79,60.27,68.43,32.58,30.44,143.89,37.54,58.87,59.91,89.02,38.04,35.61
2012-09-11,133.37,24.72,60.65,68.66,32.59,30.63,144.39,37.19,59.64,60.43,89.87,35.91,35.42
2012-09-12,135.39,24.38,62.2,69.58,32.85,31.48,146.7,35.72,62.14,62.74,94.19,30.69,36.05
2012-09-13,135.86,24.16,63.37,70.19,33.3,32.69,147.24,34.75,63.06,64.45,95.35,32.83,35.78
2012-09-14,135.53,24.16,63.41,70.21,32.98,31.79,146.74,34.72,63.19,64.57,94.5,32.15,35.88
2012-09-17,135.61,24.11,63.53,70.27,32.92,31.35,146.62,34.62,63.26,64.69,94.16,30.5,36.08
2012-09-18,135.73,24.08,63.73,70.4,32.64,30.75,146.74,34.41,63.49,65.12,94.31,30.33,36.18
2012-09-19,135.95,24.09,63.63,70.32,32.26,29.95,146.75,34.51,63.19,64.97,94.3,29.71,36.38
2012-09-20,135.46,24.09,63.65,70.18,32.28,29.98,145.89,34.5,63.38,64.97,94.1,29.25,35.96
2012-09-21,135.28,24.24,62.84,69.68,31.84,28.63,145.59,35.16,62.19,63.83,93.69,28.48,36.08
2012-09-24,134.34,24.57,61.11,68.76,31.33,26.44,144.19,36.53,59.58,61.21,91.01,33.0,35.83
2012-09-25,133.9,24.76,60.16,68.2,31.22,25.98,143.29,37.45,58.27,59.6,89.19,35.45,35.8
2012-09-26,134.6,24.42,61.78,69.16,31.89,27.72,144.72,35.91,60.65,62.13,91.81,29.18,35.95
2012-09-27,134.05,24.63,60.83,68.58,31.64,26.96,143.93,36.78,59.2,60.8,90.38,30.98,35.83
2012-09-28,134.78,24.65,60.55,68.47,31.64,26.73,144.24,36.91,58.86,60.38,90.98,31.5,36.07
2012-10-01,134.48,24.6,60.97,68.67,31.78,27.21,144.5,36.61,59.13,60.77,91.38,30.26,36.09
2012-10-02,134.68,24.44,61.66,69.09,31.67,26.76,145.07,35.95,60.08,61.99,92.49,30.07,36.2
2012-10-03,135.52,24.33,62.12,69.35,31.86,27.38,146.27,35.55,60.55,62.64,94.72,28.64,36.39
2012-10-04,135.96,24.48,61.43,68.98,31.97,27.27,146.13,36.11,59.53,61.56,94.46,27.83,36.51
2012-10-05,135.65,24.69,60.39,68.35,31.55,26.36,145.66,37.08,57.82,59.93,93.45,28.45,36.39
2012-10-08,134.59,25.1,58.48,67.26,31.03,25.12,144.25,38.88,55.49,56.85,90.76,30.84,36.05
2012-10-09,133.29,25.23,57.88,66.92,30.6,24.08,143.28,39.45,54.87,56.16,89.14,30.17,35.9
2012-10-10,133.13,25.3,57.43,66.71,30.59,24.23,143.36,39.88,54.3,55.66,89.23,29.28,35.82
2012-10-11,133.13,25.3,57.4,66.68,30.5,23.82,142.84,39.87,54.1,55.65,88.14,29.84,35.85
2012-10-12,134.02,25.11,58.21,67.16,30.85,24.86,144.01,39.0,54.85,56.76,90.53,27.8,36.09
2012-10-15,135.3,24.77,59.9,68.15,31.54,26.46,145.58,37.27,57.07,59.23,93.22,26.47,36.19
2012-10-16,135.43,24.79,59.86,68.1,31.29,26.28,146.16,37.41,56.21,59.05,94.45,25.81,36.34
2012-10-17,135.36,25.05,58.49,67.32,31.22,25.62,145.86,38.66,54.23,57.1,93.77,25.59,36.14
2012-10-18,133.09,25.65,55.67,65.66,30.49,23.39,143.3,41.48,50.5,52.91,88.96,28.89,35.68
2012-10-19,133.1,25.5,56.27,66.02,30.65,23.38,143.41,40.84,51.79,53.74,89.06,28.23,35.71
2012-10-22,130.73,25.76,55.15,65.39,30.84,23.6,141.35,42.02,49.84,52.29,85.28,32.64,35.25
2012-10-23,130.5,25.86,54.67,65.12,30.54,22.51,141.05,42.5,49.12,51.63,84.68,32.94,35.25
2012-10-24,130.78,25.87,54.74,65.16,30.86,23.42,141.43,42.39,48.6,51.63,85.39,31.17,35.47
2012-10-25,130.79,25.76,55.06,65.35,31.07,23.75,141.35,42.0,48.92,52.17,85.22,31.01,35.35
2012-10-26,130.6,25.93,54.37,64.95,31.06,23.72,141.18,42.79,48.41,51.16,85.02,32.07,35.39
2012-10-31,131.98,25.56,55.93,65.9,32.03,26.14,142.91,40.96,50.66,53.33,87.9,27.03,35.41
2012-11-01,130.67,25.83,54.59,65.13,31.38,24.68,141.56,42.35,48.81,51.38,85.41,28.25,35.2
2012-11-02,130.87,25.64,55.4,65.59,31.91,25.91,141.9,41.43,49.47,52.64,86.04,29.16,35.14
2012-11-05,132.05,25.59,55.67,65.75,32.3,26.94,142.93,41.17,50.25,52.96,87.94,27.1,35.39
2012-11-06,129.25,26.21,53.0,64.17,31.5,24.89,139.78,44.07,46.3,49.16,82.05,31.33,34.97
2012-11-07,127.99,26.63,51.44,63.16,31.26,24.0,137.95,46.19,44.26,46.86,79.01,31.69,34.59
2012-11-08,127.92,26.51,51.83,63.43,31.34,24.17,138.16,45.6,45.05,47.37,79.15,31.61,34.6
2012-11-09,128.04,26.52,51.74,63.42,31.38,24.19,138.24,45.59,44.8,47.44,79.45,27.63,34.6
2012-11-12,127.53,26.69,51.09,63.0,31.05,23.67,137.8,46.55,44.02,46.41,78.62,27.71,34.58
2012-11-13,125.81,27.01,49.83,62.25,30.67,22.51,135.98,48.2,42.82,44.75,75.51,29.4,34.2
2012-11-14,125.51,27.12,49.46,62.03,30.47,21.59,135.7,48.72,42.05,44.35,75.12,30.07,34.18
2012-11-15,125.56,26.99,49.88,62.25,30.51,21.62,136.35,48.17,42.3,44.85,76.15,27.34,34.41
2012-11-16,127.63,26.33,52.28,63.78,31.03,22.89,139.15,44.6,45.58,48.08,80.66,22.68,34.98
2012-11-19,127.71,26.32,52.31,63.8,30.77,22.7,139.28,44.59,45.04,48.09,81.03,21.76,35.11
2012-11-20,128.15,26.27,52.56,63.93,30.8,22.81,139.45,44.28,45.65,48.43,81.46,22.06,35.15
2012-11-21,129.89,25.87,54.13,64.88,31.44,23.98,141.33,42.27,47.8,50.65,84.6,20.19,35.67
2012-11-23,129.52,25.75,54.66,65.2,31.52,24.38,141.17,41.67,48.38,51.3,84.16,19.84,35.41
2012-11-26,128.68,25.84,54.23,64.96,31.58,24.09,140.38,42.14,47.73,50.72,82.98,20.64,35.38
2012-11-27,129.64,25.62,55.16,65.52,32.02,24.93,141.48,41.1,48.52,52.08,84.82,19.44,35.72
2012-11-28,130.14,25.47,55.81,65.91,31.96,25.14,142.16,40.34,49.32,52.98,86.12,18.89,35.91
2012-11-29,130.1,25.5,55.68,65.8,32.05,25.04,142.06,40.47,49.08,52.79,85.85,19.57,36.04
2012-11-30,129.58,25.55,55.49,65.72,31.88,24.71,141.47,40.7,48.91,52.53,84.73,20.35,35.91
2012-12-03,129.39,25.59,55.26,65.58,32.03,25.13,141.22,40.92,48.59,52.19,84.31,21.05,35.82
2012-12-04,130.24,25.84,54.1,64.91,32.0,24.97,141.5,42.16,47.14,50.58,84.79,20.32,35.89
2012-12-05,130.74,25.68,54.79,65.28,32.33,25.86,141.91,41.4,48.07,51.51,85.65,20.83,35.93
2012-12-06,131.56,25.85,54.13,64.92,32.42,26.03,142.4,42.09,47.31,50.62,86.45,19.31,36.17
2012-12-07,131.74,25.76,54.47,65.12,32.49,26.51,142.52,41.69,47.7,51.08,86.7,19.87,36.15
2012-12-10,132.52,25.42,55.9,65.97,33.1,28.11,143.42,40.08,49.67,53.05,88.38,18.54,36.16
2012-12-11,132.49,25.5,55.6,65.83,33.01,27.78,143.54,40.38,49.29,52.69,88.58,19.43,36.08
2012-12-12,131.82,25.68,54.75,65.33,32.68,27.0,142.66,41.27,48.26,51.5,87.04,20.23,36.02
2012-12-13,131.46,25.91,53.73,64.69,32.54,26.44,142.12,42.44,46.86,50.04,85.86,20.41,35.97
2012-12-14,132.44,25.57,55.2,65.55,32.68,26.75,143.79,40.74,48.62,51.99,88.89,19.07,36.04
2012-12-17,133.54,25.16,56.83,66.57,33.14,27.99,145.41,38.88,50.65,54.4,92.0,17.58,36.06
2012-12-18,132.62,25.29,56.33,66.24,33.29,28.21,144.27,39.43,49.92,53.62,90.07,19.64,35.67
2012-12-19,133.19,25.29,56.29,66.26,33.3,28.2,145.14,39.4,50.22,53.66,91.43,20.56,35.87
2012-12-20,131.79,25.56,55.18,65.17,32.96,27.27,142.77,40.63,48.94,51.99,89.04,23.26,35.17
2012-12-21,130.97,25.63,54.85,65.07,32.12,27.03,142.33,40.95,48.39,51.55,87.86,22.54,35.06
2012-12-24,130.81,25.83,53.93,64.5,32.0,26.42,141.65,41.91,47.65,50.33,86.87,25.07,34.76
2012-12-26,130.6,25.88,53.73,64.4,31.95,26.0,141.59,42.12,47.46,50.05,86.66,25.09,34.82
2012-12-27,129.07,26.1,52.68,63.78,31.75,25.55,139.87,43.34,45.92,48.6,83.67,27.54,34.45
2012-12-28,130.9,25.57,54.81,65.11,32.33,26.89,142.52,40.55,48.73,51.77,87.86,20.79,34.83
2012-12-31,133.77,24.76,58.33,67.2,33.6,30.31,146.15,36.69,53.1,56.6,94.81,16.05,35.82
2013-01-02,133.63,24.88,57.81,66.87,33.43,29.77,145.73,37.24,52.12,55.78,94.04,15.95,35.71
2013-01-03,134.07,24.95,57.39,66.63,33.25,29.67,146.45,37.61,51.46,55.21,95.45,15.33,35.81
2013-01-04,133.51,24.94,57.5,66.68,33.17,29.37,145.92,37.54,51.33,55.29,94.75,15.28,35.58
2013-01-07,133.12,24.97,57.34,66.56,32.83,28.4,145.53,37.75,50.65,54.97,93.71,14.95,35.47
2013-01-08,133.71,24.9,57.57,66.77,33.12,29.24,145.99,37.41,50.84,55.53,94.6,14.99,35.55
2013-01-09,134.54,24.75,58.31,67.17,33.7,30.41,147.07,36.73,51.65,56.51,96.6,14.28,35.76
2013-01-10,134.8,24.73,58.5,67.26,33.86,30.95,147.07,36.58,51.95,56.72,96.81,14.14,35.92
2013-01-11,134.89,24.82,57.95,66.96,33.73,30.69,146.96,37.05,50.82,55.99,96.38,13.69,36.03
2013-01-14,135.08,24.94,57.4,66.63,33.42,30.23,147.07,37.59,49.83,55.16,96.6,13.66,36.14
2013-01-15,134.89,24.86,57.84,66.9,33.77,31.21,147.05,37.14,50.52,55.78,96.59,13.09,36.09
2013-01-16,135.83,24.72,58.37,67.22,34.59,33.19,147.97,36.59,51.06,56.64,98.36,13.24,36.35
2013-01-17,136.09,24.78,58.16,67.07,34.16,32.66,148.33,36.86,50.81,56.32,99.22,11.54,36.48
2013-01-18,136.75,24.73,58.37,67.18,34.07,32.37,149.1,36.64,51.19,56.55,100.62,10.89,36.49
2013-01-22,137.46,24.59,58.95,67.59,34.22,33.49,149.37,36.02,52.84,57.47,101.08,10.28,36.48
2013-01-23,138.02,24.93,57.41,66.66,33.95,32.54,149.42,37.47,50.1,55.18,101.24,10.39,36.56
2013-01-24,138.62,24.81,57.99,67.0,34.28,33.75,150.25,36.92,50.37,56.0,102.96,10.58,36.76
2013-01-25,138.65,24.74,58.23,67.15,34.35,33.98,150.07,36.72,50.67,56.4,102.58,11.15,36.79
2013-01-28,139.23,24.78,58.01,67.16,34.37,33.35,150.66,36.64,51.02,56.4,103.78,10.46,36.99
2013-01-29,138.74,24.78,58.06,67.02,34.45,33.52,150.08,36.8,50.59,56.09,102.67,11.75,36.92
2013-01-30,138.41,24.85,57.72,66.89,34.28,33.22,149.7,37.1,50.67,55.73,101.83,11.83,36.87
2013-01-31,139.74,24.55,59.07,67.66,34.99,34.99,151.28,35.81,52.5,57.56,104.99,10.67,37.17
2013-02-01,138.57,24.98,57.0,66.48,34.53,33.47,149.53,37.67,50.33,54.63,101.44,12.09,36.82
2013-02-04,139.39,24.61,58.77,67.48,35.05,35.05,151.08,36.03,52.25,57.03,104.49,11.16,37.24
2013-02-05,139.58,24.69,58.33,67.24,34.99,35.24,151.18,36.36,52.06,56.5,104.7,11.02,37.31
2013-02-06,139.29,24.66,58.45,67.3,34.8,34.78,150.96,36.28,52.08,56.64,104.39,10.95,37.51
2013-02-07,139.73,24.41,59.64,67.99,35.28,36.13,151.8,35.14,53.39,58.36,106.05,10.54,37.5
2013-02-08,139.52,24.4,59.65,68.01,35.31,36.29,151.77,35.15,53.56,58.34,105.9,10.12,37.48
2013-02-11,140.05,24.5,59.11,67.73,35.46,36.52,152.0,35.55,53.13,57.66,106.42,9.97,37.44
2013-02-12,139.87,24.4,59.58,67.97,35.45,36.81,152.15,35.15,53.04,58.31,106.79,10.03,37.48
2013-02-13,139.86,24.42,59.51,67.95,35.79,37.86,152.31,35.21,52.74,58.21,107.08,9.74,37.57
2013-02-14,139.45,24.48,59.22,67.75,35.5,37.13,152.17,35.51,52.57,57.71,106.78,9.57,37.61
2013-02-15,139.98,24.31,60.05,68.23,35.95,38.47,153.2,34.72,53.58,58.97,109.02,8.76,37.98
2013-02-19,138.88,24.68,58.2,67.19,35.2,35.89,151.26,36.27,51.37,56.28,104.87,10.28,37.91
2013-02-20,138.51,24.93,56.95,66.47,34.52,33.93,150.4,37.51,50.16,54.45,103.04,10.64,38.02
2013-02-21,139.83,24.69,58.08,67.15,35.12,36.05,151.89,36.39,51.98,56.05,106.05,9.93,38.24
2013-02-22,137.66,25.02,56.63,66.31,34.41,33.99,149.01,37.74,49.75,53.96,100.06,12.64,37.74
2013-02-25,138.78,24.89,57.04,66.56,34.63,34.81,150.02,37.3,50.62,54.59,102.1,11.96,37.85
2013-02-26,140.6,24.65,58.19,67.23,35.16,36.4,151.91,36.13,51.97,56.27,105.84,10.31,38.11
2013-02-27,140.28,24.68,58.1,67.1,35.16,37.33,151.53,36.32,51.6,56.06,105.06,10.88,38.07
2013-02-28,140.74,24.6,58.47,67.38,35.1,36.01,152.11,35.83,51.84,56.64,106.35,11.27,38.21
2013-03-01,141.07,24.52,59.01,67.68,35.06,35.86,152.92,35.36,52.25,57.37,107.99,10.08,38.5
2013-03-04,142.34,24.1,60.79,68.68,35.62,37.9,154.29,33.84,54.49,59.89,110.85,9.4,38.62
2013-03-05,142.84,24.17,60.45,68.5,35.63,38.07,154.5,34.09,54.36,59.51,111.42,9.48,38.55
2013-03-06,143.14,24.1,60.79,68.69,35.65,38.56,154.82,33.82,54.87,60.03,112.04,9.11,38.54
2013-03-07,143.76,24.08,60.86,68.75,35.52,38.65,155.44,33.69,55.05,60.1,113.45,8.84,38.62
2013-03-08,144.36,24.0,61.28,68.97,35.6,38.83,156.03,33.41,55.49,60.72,114.65,8.13,38.66
2013-03-11,144.4,24.09,60.85,68.72,35.65,39.41,155.64,33.82,54.83,60.08,113.84,8.35,38.64
2013-03-12,144.46,24.12,60.68,68.63,35.77,39.76,155.84,33.91,54.69,59.79,114.29,8.27,38.72
2013-03-13,145.33,24.04,61.07,68.87,35.99,40.31,156.73,33.57,55.84,60.4,116.16,7.94,38.83
2013-03-14,144.82,24.12,60.73,68.51,35.41,38.35,155.88,33.84,55.28,59.83,115.62,7.94,38.53
2013-03-15,144.17,24.16,60.41,68.36,34.98,36.8,154.97,34.09,55.25,59.42,113.68,8.77,38.37
2013-03-18,144.29,24.21,60.24,68.24,34.83,36.37,154.61,34.2,55.01,59.18,112.97,8.8,38.69
2013-03-19,144.81,24.04,60.86,68.68,35.15,37.81,155.63,33.57,55.8,60.31,115.29,7.86,39.06
2013-03-20,143.89,24.31,59.57,67.93,34.59,36.01,154.34,34.67,54.04,58.38,112.36,8.28,38.94
2013-03-21,144.94,24.08,60.68,68.59,34.9,37.14,155.6,33.69,55.0,59.99,114.96,8.23,39.3
2013-03-22,144.22,24.16,60.21,68.32,34.87,36.95,155.07,34.03,54.64,59.38,113.82,8.04,39.27
2013-03-25,145.28,24.03,60.91,68.71,35.27,37.97,156.15,33.48,55.62,60.29,116.45,7.59,39.64
2013-03-26,144.94,23.99,61.06,68.83,35.3,38.13,156.16,33.31,55.13,60.61,116.3,7.72,39.58
2013-03-27,145.42,23.92,61.39,68.97,35.58,38.82,156.55,33.1,55.56,60.96,117.13,7.7,39.76
2013-03-28,145.35,24.09,60.51,68.5,34.94,36.63,156.05,33.76,54.35,59.78,116.07,7.74,39.77
2013-04-01,146.27,23.9,61.47,69.04,34.72,35.56,156.82,32.96,55.15,61.13,117.64,7.25,40.16
2013-04-02,145.14,24.12,60.35,68.41,34.06,33.44,155.15,33.78,53.84,59.51,113.99,7.76,39.74
2013-04-03,145.77,24.11,60.4,68.43,34.29,34.72,155.85,33.79,53.85,59.54,115.53,7.52,39.95
2013-04-04,145.31,24.32,59.37,67.85,34.15,34.22,155.18,34.67,52.56,58.08,113.88,7.58,39.68
2013-04-05,145.95,24.18,60.01,68.22,34.47,35.48,156.21,34.12,53.14,58.97,116.0,7.16,40.11
2013-04-08,146.51,24.03,60.77,68.68,34.82,36.45,156.75,33.43,54.28,60.13,117.51,6.95,40.07
2013-04-09,147.78,23.56,63.17,70.02,35.53,38.79,158.73,31.48,57.09,63.65,121.9,6.59,40.39
2013-04-10,148.4,23.57,63.05,69.97,35.48,38.41,159.22,31.54,56.74,63.54,123.06,6.52,40.57
2013-04-11,148.42,23.57,63.0,69.94,35.31,37.84,158.78,31.54,55.91,63.47,122.05,6.29,40.71
2013-04-12,145.74,24.05,60.53,68.55,34.53,35.14,155.17,33.46,53.28,59.61,113.5,7.74,40.06
2013-04-15,147.36,23.71,62.16,69.47,35.19,37.25,157.42,32.06,55.2,62.1,118.48,6.37,40.81
2013-04-16,145.87,24.18,59.72,68.1,34.43,33.58,155.04,33.97,51.83,58.43,113.35,7.88,40.44
2013-04-17,145.18,24.53,58.04,67.14,34.54,32.67,154.14,35.41,50.08,55.94,111.26,8.55,40.37
2013-04-18,145.14,24.19,59.65,68.09,34.9,33.45,155.48,33.95,50.34,58.26,114.12,7.32,41.01
2013-04-19,145.32,23.94,60.8,68.79,35.19,34.47,156.2,32.9,51.39,60.15,115.79,7.04,41.11
2013-04-22,146.88,23.71,61.98,69.44,35.97,36.69,157.79,31.96,53.19,61.82,119.27,6.3,41.43
2013-04-23,146.52,23.69,61.93,69.43,36.3,38.01,157.9,31.99,53.33,61.67,119.5,6.39,40.76
2013-04-24,146.76,23.58,62.64,69.79,36.62,39.12,158.61,31.47,54.04,62.67,120.99,6.48,40.87
2013-04-25,146.88,23.66,62.24,69.57,36.27,38.05,158.26,31.76,53.98,62.14,120.29,6.49,40.9
2013-04-26,147.86,23.43,63.37,70.21,36.68,39.35,159.3,30.89,56.19,63.79,122.65,6.42,41.01
2013-04-29,148.09,23.25,64.31,70.73,37.02,40.52,159.68,30.21,57.89,64.98,123.48,6.31,40.94
2013-04-30,146.7,23.36,63.71,70.39,36.91,39.38,158.32,30.67,56.59,64.36,120.17,6.81,40.9
2013-05-01,147.96,23.07,65.29,71.28,37.38,41.01,159.72,29.49,58.62,66.69,123.49,6.36,41.05
2013-05-02,149.44,22.81,66.84,72.12,37.68,42.2,161.32,28.45,60.25,69.02,127.33,6.09,41.23
2013-05-03,149.43,22.71,67.33,72.4,37.87,43.05,161.78,28.11,61.1,69.91,128.37,5.88,40.93
2013-05-06,150.26,22.73,67.26,72.34,37.9,42.99,162.63,28.18,60.9,69.74,130.31,5.76,41.25
2013-05-07,150.94,22.6,67.92,72.71,38.4,44.68,163.34,27.72,62.33,70.83,132.07,5.84,41.29
2013-05-08,150.85,22.64,67.79,72.65,38.49,45.39,162.93,27.81,61.83,70.58,131.03,6.08,41.0
2013-05-09,151.04,22.51,68.51,73.05,38.77,46.63,163.41,27.32,62.58,71.78,132.27,5.95,41.16
2013-05-10,150.86,22.47,68.74,73.14,38.32,45.23,163.54,27.22,62.06,72.06,132.51,5.87,41.23
2013-05-13,152.13,22.36,69.43,73.52,38.35,45.92,165.28,26.81,62.59,73.12,136.74,5.77,41.72
2013-05-14,152.78,22.31,69.71,73.67,38.67,47.14,166.15,26.66,63.1,73.66,138.77,5.86,42.15
2013-05-15,152.44,22.33,69.58,73.6,38.35,46.24,165.34,26.75,64.11,73.39,136.8,5.97,41.86
2013-05-16,153.17,22.11,70.85,74.3,38.76,47.98,166.97,25.95,66.18,75.46,140.89,5.65,41.94
2013-05-17,153.01,22.16,70.65,74.19,38.65,47.71,166.97,26.12,66.03,75.12,140.85,5.8,41.51
2013-05-20,153.51,22.11,70.78,74.27,38.56,47.61,167.11,26.0,65.53,75.38,141.41,5.9,41.55
2013-05-21,152.84,22.31,69.65,73.65,37.99,45.43,165.92,26.65,63.41,73.56,138.1,6.03,41.48
2013-05-22,152.77,22.36,69.21,73.45,37.95,45.38,165.45,26.85,63.39,72.76,137.04,6.11,41.33
2013-05-23,152.77,22.38,69.2,73.43,37.93,45.37,165.33,26.91,62.99,72.72,136.55,6.09,41.71
2013-05-24,153.88,22.22,70.08,73.9,38.27,46.58,166.3,26.35,63.75,74.22,139.09,5.79,41.77
2013-05-28,152.84,22.33,69.4,73.54,38.37,47.15,165.22,26.75,63.29,73.1,137.27,5.97,40.96
2013-05-29,153.11,22.21,70.12,73.93,38.78,49.32,165.89,26.32,64.39,74.23,137.82,5.95,40.84
2013-05-30,151.12,22.4,68.79,73.17,38.32,47.88,163.24,27.12,62.68,72.17,131.83,6.36,40.04
2013-05-31,152.22,22.37,69.06,73.37,38.59,48.0,164.38,26.87,63.62,72.59,133.98,6.32,40.49
2013-06-03,151.64,22.49,68.39,73.0,38.76,48.64,163.56,27.31,62.83,71.5,132.21,6.48,40.5
2013-06-04,149.31,22.76,66.64,72.03,38.06,46.38,161.18,28.35,61.0,68.76,126.3,7.01,40.0
2013-06-05,150.2,22.68,67.14,72.35,37.95,46.02,162.64,27.97,61.65,69.6,129.89,6.88,40.18
2013-06-06,152.34,22.37,69.04,73.4,38.32,48.22,164.81,26.81,63.12,72.51,134.89,6.25,40.68
2013-06-07,152.21,22.36,69.14,73.42,38.5,48.98,164.8,26.8,63.45,72.54,67.45,61.03,40.68
2013-06-10,151.2,22.58,67.75,72.7,37.81,45.85,163.12,27.58,61.56,70.44,65.44,68.95,40.58
