Date,AMD,DBC,ENPH,NVDA,SOXX,SSO,VIXM,XLE
2015-06-04,2.31,17.32,9.01,0.5329,98.27,66.61,55.49,76.78
2015-06-05,2.31,17.55,9.11,0.537,98.52,66.44,55.23,77.37
2015-06-08,2.35,17.84,8.93,0.5269,96.63,65.69,55.62,77.7
2015-06-09,2.31,18.05,8.9,0.5227,97.11,66.26,54.93,78.11
2015-06-10,2.34,17.85,8.77,0.5196,98.13,67.6,53.68,78.31
2015-06-11,2.31,17.7,9.01,0.5218,97.28,66.99,54.19,77.38
2015-06-12,2.32,17.47,8.97,0.5082,95.8,65.72,54.1,76.4
2015-06-15,2.32,17.51,8.97,0.509,96.39,65.94,54.98,76.91
2015-06-16,2.5,17.66,9.06,0.5266,97.22,67.42,53.4,77.42
2015-06-18,2.53,17.45,9.0,0.531,98.57,68.18,53.85,76.29
2015-06-19,2.61,17.36,9.31,0.5302,98.62,68.48,53.25,76.63
2015-06-22,2.62,17.48,8.89,0.5281,98.86,68.59,52.29,76.73
2015-06-23,2.6,17.66,8.85,0.5128,97.78,68.23,52.31,76.92
2015-06-24,2.62,17.56,8.72,0.5085,97.26,67.87,52.28,76.59
2015-06-25,2.54,17.65,8.48,0.5082,95.88,67.31,52.29,75.76
2015-06-26,2.41,17.64,7.99,0.4961,93.17,65.9,52.98,75.12
2015-06-29,2.43,17.67,7.95,0.4898,92.6,65.39,54.04,75.33
2015-06-30,2.47,17.86,7.7,0.4988,93.23,65.7,53.26,75.29
2015-07-01,2.43,17.8,7.62,0.4935,92.49,65.85,53.07,74.4
2015-07-02,2.46,17.32,7.53,0.4901,91.93,64.37,54.99,73.52
2015-07-06,2.04,17.04,7.45,0.4852,91.25,65.14,56.03,73.37
2015-07-07,2.07,17.03,7.17,0.4763,89.73,64.79,54.5,73.71
2015-07-08,2.04,17.2,6.46,0.4831,90.02,65.16,54.03,73.72
2015-07-09,2.0,17.23,6.17,0.4758,88.55,65.33,54.65,73.5
2015-07-10,1.97,17.24,6.02,0.4828,89.91,66.39,52.47,73.62
2015-07-13,2.03,17.17,6.36,0.4818,90.32,66.83,52.01,73.78
2015-07-14,2.07,17.11,6.65,0.4802,91.02,67.56,51.63,74.16
2015-07-15,1.97,17.07,6.31,0.4809,90.94,68.2,50.92,73.65
2015-07-16,1.87,16.91,6.35,0.4869,90.4,68.47,50.39,73.33
2015-07-17,1.82,16.67,6.58,0.4857,90.59,68.79,50.51,72.43
2015-07-20,1.82,16.63,6.09,0.4758,89.68,68.56,50.13,71.65
2015-07-21,1.8,16.51,6.16,0.4756,87.49,67.55,50.75,71.13
2015-07-22,1.8,16.47,5.79,0.4707,87.92,67.99,50.86,71.0
2015-07-23,1.76,16.2,5.72,0.4789,88.99,67.17,50.98,70.87
2015-07-24,1.67,15.95,5.61,0.4659,86.42,65.01,52.23,68.6
2015-07-27,1.62,15.92,5.8,0.4685,86.75,65.55,51.75,68.61
2015-07-28,1.77,15.93,5.6,0.4765,88.04,66.61,50.52,70.29
2015-07-29,1.94,16.0,5.98,0.4821,87.76,67.03,50.72,71.28
2015-07-30,1.94,16.02,6.0,0.4864,88.68,67.86,50.94,70.3
2015-07-31,1.93,15.55,5.97,0.4867,87.45,67.22,51.05,68.62
2015-08-03,2.18,15.57,5.47,0.4893,86.98,66.75,50.03,68.2
2015-08-04,2.11,15.6,6.0,0.5051,86.75,67.21,49.85,68.22
2015-08-05,2.15,15.43,6.96,0.4969,87.54,67.1,50.23,66.83
2015-08-06,2.1,15.43,6.82,0.5436,85.75,65.77,50.35,67.97
2015-08-07,1.92,15.5,6.41,0.5523,86.96,66.45,49.29,67.17
2015-08-10,1.91,15.57,5.95,0.567,87.44,66.24,50.36,67.79
2015-08-11,1.88,15.62,5.46,0.5634,85.41,65.05,51.55,69.06
2015-08-12,1.9,15.44,5.55,0.5748,86.95,66.12,50.08,70.1
2015-08-13,1.8,15.39,5.48,0.5687,85.94,65.93,50.04,69.64
2015-08-14,1.82,15.37,5.49,0.5687,85.19,66.08,49.83,69.0
2015-08-17,1.79,15.17,5.36,0.5643,86.14,67.06,50.02,69.36
2015-08-18,1.8,15.21,4.99,0.5602,84.83,66.29,50.84,68.89
2015-08-19,1.79,15.16,4.9,0.5524,82.98,64.66,51.62,67.14
2015-08-20,1.68,14.96,4.52,0.5347,79.7,61.68,52.55,65.12
2015-08-21,1.69,14.41,4.01,0.4926,74.23,53.2,60.45,59.63
2015-08-24,1.82,14.68,5.1,0.5254,79.58,57.74,56.4,62.73
2015-08-25,1.69,14.46,4.45,0.5089,77.91,55.63,59.76,60.67
2015-08-26,1.74,14.6,4.5,0.5356,81.23,58.6,56.64,62.72
2015-08-27,1.75,15.0,4.66,0.55,82.47,59.33,60.42,64.07
2015-08-28,1.82,15.15,4.57,0.5497,82.74,59.13,62.23,65.25
2015-08-31,1.77,15.49,4.57,0.5305,80.79,56.09,67.14,64.41
2015-09-01,1.75,15.36,4.44,0.5383,81.44,57.02,67.12,65.0
2015-09-02,1.76,15.33,4.78,0.5478,82.42,57.91,64.73,65.11
2015-09-03,1.76,15.31,4.38,0.532,81.5,55.95,68.54,63.93
2015-09-04,1.85,15.25,4.59,0.5415,83.0,57.73,67.05,64.33
2015-09-08,1.9,15.34,4.67,0.5529,85.56,59.73,64.41,65.13
2015-09-09,1.84,15.13,4.43,0.5371,83.21,56.87,67.52,63.84
2015-09-10,1.88,15.12,4.33,0.5427,82.85,57.33,66.3,63.31
2015-09-11,2.0,15.12,4.46,0.5531,84.08,58.25,65.88,62.93
2015-09-14,1.84,15.05,4.38,0.5517,84.3,58.05,64.42,63.03
2015-09-15,1.87,15.2,4.51,0.5565,85.0,59.35,59.74,64.03
2015-09-16,1.9,15.28,4.6,0.5711,84.96,60.06,58.34,65.37
2015-09-17,1.87,15.12,4.55,0.5587,83.3,58.1,60.3,63.58
2015-09-18,1.87,15.07,4.63,0.5667,83.49,58.54,60.29,63.77
2015-09-21,1.8,14.97,4.38,0.5595,81.35,57.03,62.05,62.53
2015-09-22,1.76,15.19,4.15,0.5568,80.95,57.12,61.06,63.03
2015-09-23,1.68,14.92,3.98,0.5556,79.53,55.96,61.9,61.5
2015-09-24,1.75,15.11,4.04,0.5767,80.79,57.44,60.26,62.94
2015-09-25,1.69,15.0,3.87,0.5738,79.61,55.76,63.95,61.72
2015-09-28,1.67,14.97,3.63,0.5723,78.11,53.7,64.43,60.22
2015-09-29,1.7,15.07,3.55,0.5816,79.8,54.9,63.4079,60.34
2015-09-30,1.77,15.32,3.76,0.5991,81.42,55.89,64.08,61.98
2015-10-01,1.76,14.92,3.66,0.5842,79.42,54.52,63.74,60.56
2015-10-02,1.82,15.31,4.19,0.6066,82.76,58.39,59.85,64.65
2015-10-05,1.8,15.43,4.62,0.6112,83.59,59.56,58.18,66.01
2015-10-06,1.82,15.79,4.82,0.6273,84.75,59.85,58.26,68.1
2015-10-07,1.87,15.57,5.05,0.6297,85.1,59.89,58.11,67.96
2015-10-08,1.92,15.8,5.21,0.6326,85.87,61.38,56.69,69.49
2015-10-09,1.96,15.79,5.16,0.6343,85.1,61.41,57.14,68.95
2015-10-12,1.87,15.39,5.01,0.6353,84.57,60.92,54.83,67.53
2015-10-13,1.92,15.44,4.9,0.6423,84.55,60.67,57.82,67.19
2015-10-14,1.97,15.36,5.04,0.6661,87.83,60.58,57.01,67.61
2015-10-15,2.0,15.45,5.19,0.6688,88.0,62.19,54.93,69.38
2015-10-16,1.91,15.22,4.9,0.6793,87.93,62.03,54.78,68.54
2015-10-19,2.0,15.11,4.37,0.673,88.15,62.23,52.9,67.62
2015-10-20,2.02,15.06,4.01,0.679,89.25,62.7,54.13,67.75
2015-10-21,2.1,15.15,3.99,0.6739,89.67,62.32,53.78,67.56
2015-10-22,2.1,15.02,3.9,0.6963,92.14,64.91,52.05,68.1
2015-10-23,2.21,14.99,3.94,0.6953,91.98,64.95,53.78,68.09
2015-10-26,2.12,14.89,3.96,0.6883,89.85,64.31,54.58,65.7
2015-10-27,2.14,14.93,3.54,0.6956,90.59,64.76,53.44,66.25
2015-10-28,2.15,15.08,3.7,0.6856,89.55,65.61,53.46,67.0
2015-10-29,2.14,15.08,3.67,0.68,89.17,66.06,53.85,67.95
2015-10-30,2.13,15.1,3.61,0.6917,89.78,65.54,53.62,67.62
2015-11-02,2.16,15.22,3.49,0.6934,90.04,66.63,52.52,70.14
2015-11-03,2.27,15.38,2.27,0.6907,90.88,67.49,53.56,71.47
2015-11-04,2.21,15.04,2.4,0.6846,90.65,66.91,53.81,70.41
2015-11-05,2.19,14.91,2.27,0.74,89.89,66.44,52.86,69.53
2015-11-06,2.15,14.9,2.16,0.7592,91.22,66.18,52.61,69.53
2015-11-09,2.09,14.76,2.13,0.7534,89.52,65.05,53.95,68.82
2015-11-10,2.02,14.82,1.93,0.7493,89.18,65.9,53.0,69.25
2015-11-11,2.05,14.44,1.83,0.7398,88.56,64.44,54.76,66.8
2015-11-12,1.99,14.39,1.84,0.7395,87.76,63.03,56.55,66.03
2015-11-13,1.99,14.2,1.88,0.7337,87.05,61.76,58.09,65.89
2015-11-16,2.01,14.25,2.18,0.7408,88.29,64.04,54.37,67.94
2015-11-17,1.99,14.22,1.95,0.7419,88.89,64.05,54.66,67.9
2015-11-18,2.1,14.19,1.87,0.7597,90.06,65.61,54.66,68.03
2015-11-19,2.14,14.25,1.71,0.7648,90.23,66.18,54.76,67.66
2015-11-20,2.22,14.16,1.71,0.7721,89.98,66.1,55.01,66.85
2015-11-23,2.2,14.49,1.69,0.7543,88.87,65.19,54.76,67.72
2015-11-24,2.36,14.4,1.73,0.7589,90.18,66.22,54.63,68.24
2015-11-25,2.34,14.32,1.8,0.7665,90.76,66.33,54.04,68.05
2015-11-30,2.36,14.3,1.67,0.7807,92.2,66.14,53.35,68.04
2015-12-01,2.31,14.19,1.9,0.8002,93.37,66.89,52.37,68.02
2015-12-02,2.25,14.11,2.05,0.7992,93.82,65.76,53.46,66.87
2015-12-03,2.23,14.16,2.11,0.7911,91.93,64.02,53.54,64.5
2015-12-04,2.26,14.0,2.1,0.8231,93.54,65.93,54.03,63.1
2015-12-07,2.34,13.67,2.2,0.7977,91.62,64.18,54.67,60.8
2015-12-08,2.37,13.78,2.09,0.8185,92.07,64.03,55.79,61.88
2015-12-09,2.36,13.68,2.23,0.8004,90.79,63.57,55.27,62.44
2015-12-10,2.41,13.64,2.13,0.7965,90.38,62.27,57.0,61.73
2015-12-11,2.36,13.4,2.13,0.7933,89.56,61.47,59.07,60.1
2015-12-14,2.35,13.48,2.25,0.8036,89.71,63.05,55.81,61.56
2015-12-15,2.39,13.36,2.9,0.806,90.91,64.06,54.28,62.07
2015-12-16,2.52,13.29,3.54,0.8104,91.62,65.34,54.26,61.96
2015-12-17,2.51,13.27,3.25,0.7914,89.24,62.58,55.77,59.94
2015-12-18,2.47,13.2,3.2,0.7926,89.47,61.74,56.16,58.8
2015-12-21,2.55,13.22,3.65,0.805,90.56,62.3,55.1,59.1
2015-12-22,2.76,13.26,3.64,0.8046,90.52,63.52,53.6,60.76
2015-12-23,2.88,13.45,3.66,0.8041,90.73,64.09,54.12,62.21
2015-12-24,2.91,13.25,3.58,0.8007,90.78,63.56,54.57,60.5
2015-12-28,3.04,13.38,3.66,0.8089,91.41,64.59,52.51,61.45
2015-12-29,2.99,13.31,3.54,0.8209,91.82,64.94,53.29,60.04
2015-12-30,2.97,13.22,3.51,0.8133,90.72,63.73,54.14,59.76
2015-12-31,2.77,13.42,3.43,0.7877,87.9,60.79,56.0,60.24
2016-01-04,2.77,13.22,3.63,0.8046,88.97,61.45,54.75,60.26
2016-01-05,2.66,12.96,3.3,0.7892,86.41,59.56,55.33,59.06
2016-01-06,2.43,12.79,3.02,0.7499,83.28,57.68,57.15,57.01
2016-01-07,2.36,12.87,3.1,0.7482,83.11,57.74,56.91,57.17
2016-01-08,2.16,12.73,3.0,0.7236,81.87,56.37,58.87,56.28
2016-01-11,2.4,12.51,2.83,0.737,82.71,56.87,58.25,55.7
2016-01-12,2.4,12.41,2.68,0.7419,82.33,57.23,57.26,55.65
2016-01-13,2.29,12.26,2.49,0.6992,80.09,54.34,61.35,54.25
2016-01-14,2.1,12.13,2.25,0.6714,78.12,52.73,62.5,53.63
2016-01-15,2.08,12.09,2.27,0.675,78.82,54.4,62.98,54.76
2016-01-19,1.81,11.85,2.1,0.654,76.81,51.63,64.03,52.2
2016-01-20,1.82,11.79,2.1,0.6777,79.08,52.3,64.22,51.71
2016-01-21,2.11,12.31,2.55,0.6911,80.97,54.34,61.59,55.3
2016-01-22,2.01,12.28,2.43,0.6938,80.62,54.4,60.98,54.74
2016-01-25,2.14,12.25,2.35,0.6948,80.12,53.47,61.13,54.1
2016-01-26,2.08,12.37,2.31,0.6992,80.2,54.15,60.55,54.72
2016-01-27,2.16,12.72,2.34,0.6975,79.94,54.38,60.52,57.11
2016-01-28,2.09,12.71,2.33,0.6901,80.2,54.4,59.5,56.66
2016-01-29,2.17,12.63,2.44,0.7138,82.38,55.81,58.36,57.24
2016-02-01,2.11,12.31,2.21,0.7075,82.5,55.45,59.34,55.89
2016-02-02,2.04,12.48,2.22,0.6899,81.32,55.14,60.11,56.09
2016-02-03,2.06,12.74,2.35,0.6889,80.84,54.78,60.86,57.39
2016-02-04,2.06,12.58,2.32,0.6836,81.88,54.93,61.26,56.45
2016-02-05,1.97,12.59,2.12,0.635,78.08,51.94,63.75,54.74
2016-02-08,1.89,12.37,2.04,0.6079,76.48,50.54,65.0,54.9
2016-02-09,1.92,12.14,2.0,0.6257,77.56,52.23,63.79,54.04
2016-02-10,1.82,12.19,1.84,0.6045,75.22,49.99,66.42,53.03
2016-02-11,1.89,12.38,1.88,0.627,76.5,51.4,66.21,54.66
2016-02-12,1.86,12.55,2.07,0.6367,78.48,53.64,65.2,56.38
2016-02-16,1.85,12.41,2.12,0.6667,80.7,54.85,63.77,56.5
2016-02-17,1.93,12.7,2.26,0.7302,82.7,56.04,63.64,58.15
2016-02-18,1.93,12.47,2.08,0.7289,81.83,54.86,64.15,56.08
2016-02-19,1.94,12.57,2.14,0.7533,82.87,56.42,61.72,57.9
2016-02-22,2.04,12.58,2.22,0.7628,82.93,56.46,61.74,57.7
2016-02-23,1.98,12.37,1.85,0.7677,81.05,54.51,63.38,55.22
2016-02-24,2.02,12.57,1.95,0.7792,83.4,56.36,61.74,56.65
2016-02-25,2.04,12.78,1.92,0.7816,84.87,58.01,60.38,57.79
2016-02-26,2.06,12.66,1.93,0.7739,84.83,57.14,61.44,57.46
2016-02-29,2.16,12.74,2.45,0.7698,85.09,57.09,60.68,56.98
2016-03-01,2.2,12.73,2.44,0.7975,86.65,58.67,58.78,57.7
2016-03-02,2.32,12.79,2.65,0.8055,87.32,59.28,58.47,59.21
2016-03-03,2.42,12.96,3.3,0.8055,87.99,60.0,57.27,60.74
2016-03-04,2.36,13.19,3.09,0.7926,87.75,59.57,57.95,60.93
2016-03-07,2.44,13.39,3.29,0.7837,88.05,59.58,58.37,61.88
2016-03-08,2.32,13.3,2.95,0.7842,87.06,59.58,59.03,60.5
2016-03-09,2.29,13.33,3.17,0.7815,87.8,60.06,57.97,60.52
2016-03-10,2.29,13.5,2.91,0.7872,88.68,60.7,57.15,61.52
2016-03-11,2.53,13.34,2.88,0.7852,89.24,61.25,56.8,61.56
2016-03-14,2.67,13.25,2.78,0.7867,88.89,60.7,56.76,61.1
2016-03-15,2.5,13.24,2.66,0.781,88.4,60.89,56.84,62.2
2016-03-16,2.77,13.52,2.61,0.8075,89.49,61.93,56.32,63.4
2016-03-17,2.8,13.63,2.77,0.8131,90.55,63.09,54.98,63.8
2016-03-18,2.9,13.57,2.62,0.8205,91.27,63.04,55.24,63.24
2016-03-21,2.73,13.61,2.5,0.8276,91.24,62.84,54.98,62.54
2016-03-22,2.8,13.53,2.45,0.8325,91.26,62.92,54.77,62.47
2016-03-23,2.69,13.24,2.29,0.8354,89.59,61.61,56.85,60.64
2016-03-24,2.81,13.35,2.2,0.8427,90.31,62.63,55.71,61.86
2016-03-28,2.74,13.24,2.11,0.8491,89.7,62.1,55.52,60.82
2016-03-29,2.88,13.45,2.21,0.8697,91.81,64.27,53.22,62.35
2016-03-30,2.84,13.3,2.27,0.8795,92.0,63.99,52.64,61.68
2016-03-31,2.79,13.07,2.35,0.867,90.76,63.06,53.68,60.83
2016-04-01,2.83,13.0,2.48,0.8924,92.19,64.6,51.71,60.98
2016-04-04,2.76,12.86,2.6,0.8687,90.88,63.21,53.93,60.1
2016-04-05,2.75,12.86,2.58,0.8643,90.82,62.99,54.18,60.69
2016-04-06,2.76,12.96,2.55,0.8709,91.27,63.5,53.3,61.02
2016-04-07,2.7,13.18,2.51,0.8746,91.41,63.56,54.59,62.24
2016-04-08,2.76,13.29,2.31,0.8782,91.24,63.58,54.06,62.86
2016-04-11,2.79,13.49,2.31,0.8814,90.91,62.87,55.35,62.3
2016-04-12,2.78,13.68,2.39,0.8814,91.36,64.6,53.6,63.97
2016-04-13,2.77,13.71,2.55,0.8971,91.88,65.28,53.24,64.51
2016-04-14,2.72,13.5,2.68,0.9018,91.78,65.21,53.53,64.05
2016-04-15,2.67,13.41,2.51,0.9074,90.86,64.63,53.29,62.23
2016-04-18,2.78,13.76,2.6,0.9086,91.4,66.34,51.02,64.96
2016-04-19,2.62,13.85,2.53,0.8876,89.86,66.49,52.24,65.53
2016-04-20,2.65,14.26,2.55,0.8927,90.91,66.52,53.0,66.56
2016-04-21,3.19,14.15,2.48,0.8944,90.48,65.59,53.55,66.26
2016-04-22,3.81,14.08,2.58,0.8883,90.26,65.37,53.37,66.79
2016-04-25,3.45,14.11,2.52,0.8978,90.71,65.86,52.88,66.67
2016-04-26,3.55,14.32,2.62,0.891,90.33,65.54,53.53,67.7
2016-04-27,3.69,14.37,2.63,0.9079,91.52,65.53,52.32,68.3
2016-04-28,3.69,14.6,2.61,0.8827,89.34,64.42,54.76,67.71
2016-04-29,3.58,14.52,2.51,0.8782,87.61,64.53,54.66,67.4
2016-05-02,3.7,14.29,2.41,0.8714,87.16,64.23,54.58,66.52
2016-05-03,3.54,14.24,2.25,0.8604,86.36,63.31,55.62,65.88
2016-05-04,3.64,14.34,2.24,0.8582,86.55,63.67,56.04,65.99
2016-05-05,3.65,14.0,2.1,0.8547,85.89,62.77,55.67,65.0
2016-05-06,3.66,13.96,1.98,0.8672,86.54,63.63,54.36,64.9
2016-05-09,3.66,13.92,1.9,0.8692,86.48,64.38,53.12,64.66
2016-05-10,3.61,14.21,1.91,0.8831,86.96,65.08,52.89,65.3
2016-05-11,3.65,14.53,1.91,0.8893,87.28,64.7,53.48,66.24
2016-05-12,3.56,14.41,1.79,0.9595,85.76,64.0,53.56,65.42
2016-05-13,3.67,14.63,1.8,0.9958,85.88,63.26,53.71,65.87
2016-05-16,3.8,14.63,1.8,1.0283,87.08,64.14,53.82,66.08
2016-05-17,3.79,14.65,1.78,1.0283,86.32,62.87,54.42,66.39
2016-05-18,3.83,14.49,1.84,1.0575,87.42,62.64,55.11,65.07
2016-05-19,3.83,14.68,1.86,1.0729,88.83,63.2,54.27,66.0
2016-05-20,3.9,14.49,1.85,1.09,90.75,63.56,54.45,65.7
2016-05-23,4.09,14.53,2.0,1.0904,91.53,63.98,53.21,66.29
2016-05-24,4.24,14.62,1.97,1.1169,93.57,65.48,52.06,66.72
2016-05-25,4.19,14.83,2.08,1.1108,93.66,66.01,51.84,67.64
2016-05-26,4.39,14.71,2.0,1.1218,93.75,66.06,51.75,66.85
2016-05-27,4.67,14.81,2.11,1.1317,94.6,66.67,51.24,67.28
2016-05-31,4.6,14.6,2.06,1.1415,94.7,65.75,51.5,66.14
2016-06-01,4.37,14.79,2.08,1.1552,95.3,66.19,51.47,66.22
2016-06-02,4.16,15.01,2.06,1.1459,96.32,66.48,51.64,66.8
2016-06-03,4.2,15.14,2.01,1.1439,95.83,66.78,51.05,67.14
2016-06-06,4.56,15.19,2.28,1.142,95.96,67.28,50.66,68.21
2016-06-07,4.54,15.5,2.23,1.1375,96.57,67.48,50.93,69.94
2016-06-08,4.41,15.44,2.21,1.1297,95.8,67.25,51.92,68.59
2016-06-09,4.4,15.43,2.09,1.1493,95.55,66.6,53.28,68.11
2016-06-10,4.32,15.35,2.02,1.1353,94.62,65.9,54.73,67.01
2016-06-13,4.4,15.25,2.02,1.1459,94.15,65.0,56.97,66.89
2016-06-14,4.44,15.24,2.0,1.1604,94.91,65.31,55.79,66.88
2016-06-15,4.5,15.15,2.05,1.154,93.61,64.22,56.86,66.24
2016-06-16,4.75,15.14,2.03,1.1687,94.26,65.19,54.51,66.9
2016-06-17,5.39,15.32,2.15,1.1653,94.97,66.18,52.99,67.89
2016-06-20,5.1,15.28,2.13,1.1724,94.75,65.88,52.37,67.36
2016-06-21,5.46,15.36,2.15,1.1628,94.68,66.03,52.55,68.57
2016-06-22,5.17,15.25,2.16,1.1704,95.51,66.68,51.49,68.6
2016-06-23,4.82,14.93,2.08,1.1415,92.82,62.72,53.74,66.32
2016-06-24,4.88,15.0,2.04,1.1132,90.42,61.53,55.9,65.88
2016-06-27,4.95,15.19,1.95,1.1317,89.33,61.46,55.17,65.87
2016-06-28,5.31,15.32,1.99,1.1366,91.3,63.4,53.25,66.88
2016-06-29,5.13,15.36,1.93,1.1471,92.25,64.87,52.7,67.41
2016-06-30,5.09,15.36,1.95,1.1476,92.93,66.22,52.16,68.16
2016-07-01,5.03,15.55,1.93,1.139,92.02,66.0,53.08,67.68
2016-07-05,4.91,14.94,1.9,1.1542,90.51,65.25,53.01,66.9
2016-07-06,5.07,15.25,1.89,1.1776,91.43,66.59,51.78,67.91
2016-07-07,4.84,14.82,1.89,1.2129,93.27,67.27,51.38,67.42
2016-07-08,5.13,14.99,1.98,1.2662,95.69,68.68,50.06,68.09
2016-07-11,5.01,15.04,2.09,1.2912,96.99,69.5,50.1,68.86
2016-07-12,5.14,15.13,2.04,1.2986,97.63,70.1,49.5,69.32
2016-07-13,5.15,15.03,1.97,1.3025,98.31,70.74,48.89,69.43
2016-07-14,5.2,14.97,1.87,1.2922,98.14,70.94,49.24,69.52
2016-07-15,5.19,14.8,1.87,1.3096,99.3,70.44,49.7,68.94
2016-07-18,5.5,14.84,1.9,1.2996,99.37,70.4,49.35,69.09
2016-07-19,5.48,14.61,1.82,1.3182,99.75,70.93,49.18,68.66
2016-07-20,5.43,14.72,1.86,1.328,100.89,71.07,48.99,68.6
2016-07-21,5.73,14.55,1.85,1.3111,99.71,70.7,49.99,68.26
2016-07-22,5.93,14.46,1.85,1.3501,100.75,71.07,49.48,67.89
2016-07-25,6.76,14.37,1.76,1.3788,102.1,70.8,49.73,66.57
2016-07-26,6.93,14.36,1.77,1.4022,105.96,71.23,49.36,67.44
2016-07-27,6.79,14.22,1.82,1.3793,104.57,70.62,49.57,66.6
2016-07-28,6.88,14.14,1.8,1.3842,104.44,70.74,48.5,65.92
2016-07-29,6.89,14.16,1.77,1.4076,104.18,71.22,47.52,66.79
2016-08-01,6.56,14.18,1.81,1.3992,103.89,70.81,47.73,65.65
2016-08-02,6.18,14.04,1.77,1.3739,101.91,70.03,48.61,65.75
2016-08-03,6.39,14.14,1.8,1.386,102.77,70.58,48.0,66.78
2016-08-04,6.56,14.3,1.81,1.4211,104.21,71.21,47.2,66.96
2016-08-05,6.7,14.45,1.88,1.4483,105.25,72.0,46.8,68.0
2016-08-08,6.75,14.49,1.94,1.4491,105.35,71.79,46.25,68.64
2016-08-09,6.35,14.48,1.95,1.4584,105.83,71.91,45.68,68.21
2016-08-10,6.5,14.32,1.82,1.4439,105.35,71.83,46.04,67.62
2016-08-11,6.6,14.49,1.77,1.5195,105.5,71.82,46.83,68.5
2016-08-12,6.79,14.65,1.81,1.5492,106.01,72.25,46.16,69.09
2016-08-15,6.94,14.77,1.78,1.5438,107.06,72.05,47.03,69.13
2016-08-16,6.7,14.91,1.84,1.5367,106.52,71.68,47.46,69.02
2016-08-17,6.74,15.05,1.84,1.4989,106.49,71.88,47.1,69.8
2016-08-18,7.24,15.11,1.88,1.5237,107.33,71.85,47.45,70.75
2016-08-19,7.83,14.99,1.94,1.533,107.98,71.82,47.41,69.8
2016-08-22,7.66,14.89,1.89,1.5503,108.68,72.46,47.12,69.6
2016-08-23,7.67,14.97,1.92,1.5526,108.88,72.17,47.75,69.7
2016-08-24,7.49,14.88,1.83,1.5238,107.5,71.27,47.9,69.7
2016-08-25,7.49,14.91,1.84,1.5171,108.45,71.61,47.28,69.74
2016-08-26,7.72,14.82,1.8,1.5317,109.21,71.3,47.33,69.18
2016-08-29,7.61,14.79,1.86,1.5226,109.21,71.79,47.26,69.98
2016-08-30,7.52,14.55,1.85,1.5186,108.94,71.39,47.46,69.28
2016-08-31,7.18,14.3,1.83,1.5098,109.21,71.22,47.26,68.22
2016-09-01,7.49,14.38,1.83,1.5562,110.16,71.85,47.07,68.98
2016-09-02,7.56,14.37,1.81,1.5432,109.87,72.09,46.83,69.2
2016-09-06,7.05,14.59,1.82,1.5474,109.56,72.13,46.45,70.44
2016-09-07,6.64,14.71,1.82,1.528,108.22,72.01,46.45,71.02
2016-09-08,6.23,14.76,1.81,1.5235,107.53,70.94,47.53,71.16
2016-09-09,5.83,14.52,1.81,1.4443,103.81,67.94,48.95,69.15
2016-09-12,5.92,14.57,1.8,1.4903,105.95,69.43,49.08,69.62
2016-09-13,5.75,14.39,1.86,1.4758,105.27,68.46,49.31,68.3
2016-09-14,6.09,14.39,1.68,1.4879,106.56,68.24,49.52,67.84
2016-09-15,6.22,14.33,1.66,1.5471,110.07,69.19,49.52,67.01
2016-09-16,6.12,14.48,1.47,1.5617,109.64,69.67,48.03,68.0
2016-09-19,6.23,14.37,1.52,1.5838,109.72,69.81,48.04,67.4
2016-09-20,6.2,14.6,1.42,1.5562,109.14,69.64,47.72,67.5
2016-09-21,6.35,14.8,1.5,1.6044,110.89,71.42,46.32,69.21
2016-09-22,6.31,14.74,1.17,1.601,110.3,71.26,46.09,68.22
2016-09-23,6.54,14.65,1.22,1.5791,108.1,70.17,47.29,67.87
2016-09-26,6.45,14.52,1.2,1.5762,107.55,69.53,46.76,66.65
2016-09-27,6.57,14.6,1.21,1.6389,110.06,70.67,45.6,67.24
2016-09-28,6.57,14.9,1.2,1.6396,109.93,71.01,45.77,69.73
2016-09-29,6.7,15.01,1.2,1.6667,112.38,70.49,45.89,70.16
2016-09-30,6.95,15.03,1.19,1.6851,113.26,70.61,45.92,70.82
2016-10-03,7.0,15.17,1.2,1.6859,112.7,70.7,45.29,70.62
2016-10-04,6.97,15.22,1.19,1.694,112.3,70.35,44.88,70.53
2016-10-05,6.72,15.2,1.2,1.6578,112.71,70.27,45.21,71.04
2016-10-06,6.92,15.26,1.22,1.6672,113.6,70.77,45.21,71.03
2016-10-07,6.82,15.3,1.19,1.6527,113.8,70.8,44.88,71.25
2016-10-10,6.8,15.32,1.02,1.6448,112.54,70.47,45.01,71.47
2016-10-11,6.64,15.18,1.1,1.6197,110.12,69.13,45.4,70.62
2016-10-12,6.5,15.13,1.1,1.6145,108.94,68.22,46.49,70.16
2016-10-13,6.92,15.25,1.12,1.6268,109.64,69.48,45.5,70.59
2016-10-14,6.92,15.25,1.16,1.6226,109.47,68.76,45.63,69.81
2016-10-17,6.76,15.35,1.15,1.6359,110.24,69.47,45.09,70.15
2016-10-18,6.7,15.33,1.13,1.6271,109.2,69.35,45.04,70.25
2016-10-19,6.81,15.26,1.14,1.6539,109.5,69.24,44.74,70.31
2016-10-20,6.5,15.25,1.17,1.6598,109.97,68.69,45.07,70.24
2016-10-21,6.57,15.33,1.22,1.6723,110.77,69.95,43.88,70.19
