Date,BSV,QLD,QQQ,TECL,TMF,TQQQ,UPRO,UVXY,VIXM,VIXY
2012-06-29,81.02,53.58,64.36,49.01,80.71,50.4,76.73,8.56,53.72,30.14
2012-07-02,81.04,54.46,64.89,50.09,78.99,51.6,78.33,8.18,52.79,29.55
2012-07-03,81.04,54.52,64.93,50.25,80.08,51.78,77.23,8.72,53.89,30.62
2012-07-05,81.12,53.13,64.09,48.01,82.29,49.74,75.04,8.57,53.43,30.29
2012-07-06,81.15,53.0,64.0,47.65,84.4,49.57,74.81,8.4,52.35,30.05
2012-07-09,81.2,51.98,63.37,46.15,84.94,48.05,72.83,8.84,52.64,30.88
2012-07-10,81.2,51.34,63.02,45.45,85.2,47.39,72.8,8.25,51.65,29.83
2012-07-11,81.22,50.43,62.42,44.02,87.06,46.02,71.86,8.41,52.31,30.14
2012-07-12,81.24,51.89,63.38,45.98,86.34,48.02,75.4,7.52,50.54,28.4
2012-07-13,81.28,51.63,63.2,45.73,87.65,47.66,74.77,7.27,51.17,28.02
2012-07-16,81.26,52.12,63.54,46.18,85.65,48.38,76.38,6.74,49.99,27.01
2012-07-17,81.3,53.56,64.4,48.59,85.56,50.36,78.12,6.88,49.97,27.3
2012-07-18,81.33,54.72,65.11,49.89,85.08,52.0,78.65,6.57,50.08,26.65
2012-07-19,81.41,53.33,64.28,48.27,88.05,50.05,76.58,7.27,51.24,28.09
2012-07-20,81.34,52.07,63.46,46.89,89.56,48.15,74.18,8.18,52.86,29.88
2012-07-23,81.36,51.18,62.95,45.31,91.64,47.05,72.36,8.87,53.21,31.15
2012-07-24,81.41,50.47,62.54,44.69,92.42,46.0,72.3,8.67,52.95,30.79
2012-07-25,81.39,51.87,63.38,46.8,89.87,47.55,75.85,7.35,50.92,28.48
2012-07-26,81.28,54.37,64.94,49.96,84.98,51.42,80.17,6.9,51.1,27.64
2012-07-27,81.39,54.2,64.82,50.1,86.55,51.11,80.01,7.19,51.38,28.16
2012-07-30,81.43,54.15,64.8,50.63,87.24,51.14,78.83,7.57,51.81,28.98
2012-07-31,81.24,53.83,64.61,50.1,85.78,50.64,78.21,7.25,51.11,28.32
2012-08-01,81.24,53.46,64.37,49.25,87.39,50.13,76.57,6.95,51.98,27.75
2012-08-02,81.24,55.43,65.61,51.95,83.19,52.96,81.11,6.01,50.36,25.85
2012-08-03,81.25,56.32,66.11,52.98,83.27,54.15,81.51,5.73,49.86,25.22
2012-08-06,81.21,57.27,66.67,54.04,80.08,55.49,82.74,6.03,50.37,25.94
2012-08-07,81.2,57.16,66.62,54.22,78.86,55.4,83.1,5.53,49.55,24.84
2012-08-08,81.13,57.51,66.82,54.79,78.62,55.87,83.35,5.48,49.4,24.78
2012-08-09,81.22,57.63,66.85,55.09,79.61,56.06,83.76,5.26,49.13,24.31
2012-08-10,81.21,57.89,67.03,55.55,79.3,56.4,83.51,4.99,48.49,23.69
2012-08-13,81.13,57.95,67.05,55.18,76.16,56.52,83.65,5.54,49.85,24.98
2012-08-14,81.1,58.24,67.23,55.34,72.98,56.92,83.87,5.55,50.0,25.01
2012-08-15,81.11,59.6,68.02,57.56,70.98,58.96,85.71,5.33,49.62,24.47
2012-08-16,81.14,60.12,68.32,58.5,72.0,59.77,86.14,5.02,49.4,23.78
2012-08-17,81.09,60.32,68.42,58.7,72.43,60.0,86.14,5.03,49.82,23.77
2012-08-20,81.16,59.86,68.14,57.53,73.41,59.31,85.34,5.3,50.51,24.43
2012-08-21,81.27,60.31,68.4,57.87,77.0,59.95,85.34,5.39,50.36,24.6
2012-08-22,81.32,59.36,67.87,56.44,77.99,58.62,83.35,5.61,51.2,25.13
2012-08-23,81.28,60.04,68.29,57.39,77.88,59.66,84.88,5.14,50.76,24.11
2012-08-24,81.3,60.25,68.4,57.53,79.16,59.95,84.88,5.24,50.66,24.35
2012-08-27,81.31,60.25,68.4,57.24,79.67,59.94,84.62,5.41,50.78,24.75
2012-08-28,81.32,60.24,68.4,57.67,78.73,59.96,84.79,5.46,50.9,24.82
2012-08-29,81.38,59.04,67.7,55.68,79.91,58.13,82.96,5.69,51.26,25.39
2012-08-30,81.51,59.78,68.16,56.82,83.22,59.37,84.06,5.32,50.17,24.56
2012-08-31,81.28,59.72,68.09,56.93,83.0,59.12,83.66,5.23,50.46,24.3
2012-09-04,81.3,59.57,68.02,56.8,81.83,58.85,83.69,4.96,49.39,23.66
2012-09-05,81.26,62.18,69.5,60.52,77.76,62.74,88.72,3.95,47.45,21.24
2012-09-06,81.31,62.01,69.43,60.28,76.7,62.47,89.9,34.87,46.21,20.03
2012-09-07,81.31,60.47,68.55,58.43,77.13,60.15,88.34,38.76,47.11,21.16
2012-09-10,81.33,60.27,68.43,58.87,75.73,59.91,89.02,38.04,45.76,20.96
2012-09-11,81.3,60.65,68.66,59.64,72.94,60.43,89.87,35.91,44.7,20.41
2012-09-12,81.35,62.2,69.58,62.14,72.09,62.74,94.19,30.69,43.02,18.92
2012-09-13,81.29,63.37,70.19,63.06,66.34,64.45,95.35,32.83,42.78,19.54
2012-09-14,81.29,63.41,70.21,63.19,68.69,64.57,94.5,32.15,42.39,19.39
2012-09-17,81.33,63.53,70.27,63.26,69.67,64.69,94.16,30.5,41.89,18.93
2012-09-18,81.36,63.73,70.4,63.49,71.07,65.12,94.31,30.33,41.38,18.86
2012-09-19,81.36,63.63,70.32,63.19,71.6,64.97,94.3,29.71,41.57,18.71
2012-09-20,81.4,63.65,70.18,63.38,71.95,64.97,94.1,29.25,41.54,18.52
2012-09-21,81.39,62.84,69.68,62.19,73.54,63.83,93.69,28.48,41.2,18.28
2012-09-24,81.39,61.11,68.76,59.58,75.75,61.21,91.01,33.0,41.9,19.68
2012-09-25,81.41,60.16,68.2,58.27,78.15,59.6,89.19,35.45,42.68,20.45
2012-09-26,81.47,61.78,69.16,60.65,76.52,62.13,91.81,29.18,41.04,18.63
2012-09-27,81.45,60.83,68.58,59.2,76.67,60.8,90.38,30.98,41.66,19.19
2012-09-28,81.35,60.55,68.47,58.86,77.43,60.38,90.98,31.5,41.74,19.38
2012-10-01,81.43,60.97,68.67,59.13,77.09,60.77,91.38,30.26,41.04,18.98
2012-10-02,81.36,61.66,69.09,60.08,77.11,61.99,92.49,30.07,40.92,18.97
2012-10-03,81.36,62.12,69.35,60.55,74.38,62.64,94.72,28.64,40.18,18.44
2012-10-04,81.38,61.43,68.98,59.53,71.31,61.56,94.46,27.83,39.81,18.2
2012-10-05,81.39,60.39,68.35,57.82,73.33,59.93,93.45,28.45,39.61,18.41
2012-10-08,81.38,58.48,67.26,55.49,72.85,56.85,90.76,30.84,40.12,19.19
2012-10-09,81.39,57.88,66.92,54.87,74.27,56.16,89.14,30.17,40.26,19.03
2012-10-10,81.37,57.43,66.71,54.3,75.88,55.66,89.23,29.28,39.66,18.73
2012-10-11,81.4,57.4,66.68,54.1,76.49,55.65,88.14,29.84,39.01,18.93
2012-10-12,81.42,58.21,67.16,54.85,75.88,56.76,90.53,27.8,38.51,18.25
2012-10-15,81.38,59.9,68.15,57.07,72.79,59.23,93.22,26.47,38.16,17.84
2012-10-16,81.28,59.86,68.1,56.21,70.82,59.05,94.45,25.81,37.74,17.6
2012-10-17,81.28,58.49,67.32,54.23,69.49,57.1,93.77,25.59,37.846,17.54
2012-10-18,81.25,55.67,65.66,50.5,72.16,52.91,88.96,28.89,38.56,18.68
2012-10-19,81.23,56.27,66.02,51.79,70.9,53.74,89.06,28.23,38.71,18.49
2012-10-22,81.29,55.15,65.39,49.84,73.86,52.29,85.28,32.64,39.33,19.86
2012-10-23,81.32,54.67,65.12,49.12,71.78,51.63,84.68,32.94,38.98,20.05
2012-10-24,81.22,54.74,65.16,48.6,70.64,51.63,85.39,31.17,38.36,19.49
2012-10-25,81.29,55.06,65.35,48.92,73.67,52.17,85.22,31.01,38.59,19.42
2012-10-26,81.35,54.37,64.95,48.41,75.04,51.16,85.02,32.07,38.64,19.74
2012-10-31,81.29,55.93,65.9,50.66,73.69,53.33,87.9,27.03,36.89,18.19
2012-11-01,81.29,54.59,65.13,48.81,73.54,51.38,85.41,28.25,37.89,18.65
2012-11-02,81.2,55.4,65.59,49.47,74.77,52.64,86.04,29.16,38.05,18.97
2012-11-05,81.18,55.67,65.75,50.25,72.63,52.96,87.94,27.1,37.34,18.32
2012-11-06,81.27,53.0,64.17,46.3,76.57,49.16,82.05,31.33,38.57,19.77
2012-11-07,81.34,51.44,63.16,44.26,80.0,46.86,79.01,31.69,38.71,19.9
2012-11-08,81.3,51.83,63.43,45.05,80.13,47.37,79.15,31.61,39.12,19.85
2012-11-09,81.32,51.74,63.42,44.8,80.62,47.44,79.45,27.63,38.11,18.62
2012-11-12,81.31,51.09,63.0,44.02,81.44,46.41,78.62,27.71,38.37,18.64
2012-11-13,81.36,49.83,62.25,42.82,81.63,44.75,75.51,29.4,39.07,19.27
2012-11-14,81.37,49.46,62.03,42.05,81.33,44.35,75.12,30.07,38.99,19.42
2012-11-15,81.37,49.88,62.25,42.3,81.03,44.85,76.15,27.34,38.12,18.54
2012-11-16,81.37,52.28,63.78,45.58,79.67,48.08,80.66,22.68,36.72,16.93
2012-11-19,81.34,52.31,63.8,45.04,77.28,48.09,81.03,21.76,36.15,16.62
2012-11-20,81.32,52.56,63.93,45.65,77.13,48.43,81.46,22.06,36.36,16.75
2012-11-21,81.32,54.13,64.88,47.8,76.81,50.65,84.6,20.19,35.51,16.02
2012-11-23,81.31,54.66,65.2,48.38,77.83,51.3,84.16,19.84,35.19,15.88
2012-11-26,81.36,54.23,64.96,47.73,78.75,50.72,82.98,20.64,35.59,16.22
2012-11-27,81.37,55.16,65.52,48.52,78.52,52.08,84.82,19.44,35.14,15.72
2012-11-28,81.38,55.81,65.91,49.32,78.54,52.98,86.12,18.89,34.88,15.53
2012-11-29,81.43,55.68,65.8,49.08,78.03,52.79,85.85,19.57,34.96,15.81
2012-11-30,81.33,55.49,65.72,48.91,78.14,52.53,84.73,20.35,35.11,16.16
2012-12-03,81.35,55.26,65.58,48.59,79.47,52.19,84.31,21.05,35.22,16.43
2012-12-04,81.31,54.1,64.91,47.14,79.36,50.58,84.79,20.32,34.75,16.15
2012-12-05,81.35,54.79,65.28,48.07,79.79,51.51,85.65,20.83,34.78,16.33
2012-12-06,81.3,54.13,64.92,47.31,77.68,50.62,86.45,19.31,34.17,15.73
2012-12-07,81.31,54.47,65.12,47.7,78.7,51.08,86.7,19.87,34.06,15.97
2012-12-10,81.33,55.9,65.97,49.67,76.91,53.05,88.38,18.54,33.59,15.44
2012-12-11,81.3,55.6,65.83,49.29,74.32,52.69,88.58,19.43,34.07,15.83
2012-12-12,81.26,54.75,65.33,48.26,74.3,51.5,87.04,20.23,34.29,16.12
2012-12-13,81.3,53.73,64.69,46.86,75.94,50.04,85.86,20.41,34.57,16.23
2012-12-14,81.22,55.2,65.55,48.62,72.64,51.99,88.89,19.07,33.93,15.66
2012-12-17,81.14,56.83,66.57,50.65,70.45,54.4,92.0,17.58,32.64,15.07
2012-12-18,81.15,56.33,66.24,49.92,71.09,53.62,90.07,19.64,33.84,15.92
2012-12-19,81.16,56.29,66.26,50.22,71.05,53.66,91.43,20.56,33.86,16.29
2012-12-20,81.2,55.18,65.17,48.94,73.32,51.99,89.04,23.26,34.84,17.37
2012-12-21,80.88,54.85,65.07,48.39,72.95,51.55,87.86,22.54,34.5,17.1
2012-12-24,80.93,53.93,64.5,47.65,73.74,50.33,86.87,25.07,35.06,18.03
2012-12-26,80.98,53.73,64.4,47.46,74.4,50.05,86.66,25.09,34.72,18.05
2012-12-27,81.01,52.68,63.78,45.92,75.77,48.6,83.67,27.54,35.4,18.91
2012-12-28,80.99,54.81,65.11,48.73,71.81,51.77,87.86,20.79,34.31,17.05
2012-12-31,80.98,58.33,67.2,53.1,69.0,56.6,94.81,16.05,32.33,15.01
2013-01-02,80.94,57.81,66.87,52.12,66.2,55.78,94.04,15.95,32.32,15.1
2013-01-03,80.96,57.39,66.63,51.46,66.79,55.21,95.45,15.33,31.74,14.77
2013-01-04,80.93,57.5,66.68,51.33,67.01,55.29,94.75,15.28,32.07,14.74
2013-01-07,81.0,57.34,66.56,50.65,68.26,54.97,93.71,14.95,32.28,14.59
2013-01-08,81.0,57.57,66.77,50.84,68.14,55.53,94.6,14.99,32.01,14.62
2013-01-09,80.98,58.31,67.17,51.65,67.53,56.51,96.6,14.28,31.44,14.27
2013-01-10,81.02,58.5,67.26,51.95,69.43,56.72,96.81,14.14,31.25,14.19
2013-01-11,81.01,57.95,66.96,50.82,68.79,55.99,96.38,13.69,30.82,14.02
2013-01-14,81.03,57.4,66.63,49.83,69.59,55.16,96.6,13.66,30.73,13.95
2013-01-15,81.03,57.84,66.9,50.52,70.18,55.78,96.59,13.09,30.6,13.65
2013-01-16,80.96,58.37,67.22,51.06,68.16,56.64,98.36,13.24,30.52,13.72
2013-01-17,80.96,58.16,67.07,50.81,69.56,56.32,99.22,11.54,29.46,12.88
2013-01-18,81.01,58.37,67.18,51.19,70.02,56.55,100.62,10.89,28.56,12.46
2013-01-22,81.04,58.95,67.59,52.84,69.74,57.47,101.08,10.28,27.68,12.14
2013-01-23,81.02,57.41,66.66,50.1,69.02,55.18,101.24,10.39,27.8,12.19
2013-01-24,80.9,57.99,67.0,50.37,66.25,56.0,102.96,10.58,27.61,12.32
2013-01-25,80.86,58.23,67.15,50.67,65.51,56.4,102.58,11.15,27.7,12.65
2013-01-28,80.89,58.01,67.16,51.02,64.44,56.4,103.78,10.46,27.55,12.25
2013-01-29,80.9,58.06,67.02,50.59,64.02,56.09,102.67,11.75,28.16,13.05
2013-01-30,80.97,57.72,66.89,50.67,64.93,55.73,101.83,11.83,28.12,13.05
2013-01-31,80.85,59.07,67.66,52.5,62.48,57.56,104.99,10.67,27.83,12.41
2013-02-01,80.91,57.0,66.48,50.33,64.76,54.63,101.44,12.09,28.65,13.23
2013-02-04,80.91,58.77,67.48,52.25,63.16,57.03,104.49,11.16,28.1,12.71
2013-02-05,80.88,58.33,67.24,52.06,64.54,56.5,104.7,11.02,28.0,12.63
2013-02-06,80.93,58.45,67.3,52.08,64.08,56.64,104.39,10.95,27.93,12.59
2013-02-07,80.92,59.64,67.99,53.39,64.88,58.36,106.05,10.54,27.62,12.33
2013-02-08,80.91,59.65,68.01,53.56,64.72,58.34,105.9,10.12,27.15,12.12
2013-02-11,80.9,59.11,67.73,53.13,64.28,57.66,106.42,9.97,27.04,12.0
2013-02-12,80.86,59.58,67.97,53.04,62.8,58.31,106.79,10.03,27.1,12.08
2013-02-13,80.86,59.51,67.95,52.74,64.39,58.21,107.08,9.74,27.1,11.88
2013-02-14,80.87,59.22,67.75,52.57,63.78,57.71,106.78,9.57,27.12,11.78
2013-02-15,80.84,60.05,68.23,53.58,62.94,58.97,109.02,8.76,26.3,11.27
2013-02-19,80.88,58.2,67.19,51.37,63.39,56.28,104.87,10.28,26.95,12.27
2013-02-20,80.92,56.95,66.47,50.16,64.49,54.45,103.04,10.64,27.26,12.48
2013-02-21,80.94,58.08,67.15,51.98,64.73,56.05,106.05,9.93,26.73,12.08
2013-02-22,80.98,56.63,66.31,49.75,68.46,53.96,100.06,12.64,27.9,13.73
2013-02-25,81.0,57.04,66.56,50.62,67.34,54.59,102.1,11.96,27.47,13.42
2013-02-26,81.01,58.19,67.23,51.97,66.78,56.27,105.84,10.31,26.92,12.48
2013-02-27,81.06,58.1,67.1,51.6,67.13,56.06,105.06,10.88,27.4,12.86
2013-02-28,81.01,58.47,67.38,51.84,68.22,56.64,106.35,11.27,27.64,13.08
2013-03-01,80.99,59.01,67.68,52.25,67.09,57.37,107.99,10.08,27.04,12.38
2013-03-04,81.0,60.79,68.68,54.49,66.5,59.89,110.85,9.4,26.54,11.99
2013-03-05,80.95,60.45,68.5,54.36,64.78,59.51,111.42,9.48,26.61,12.04
2013-03-06,80.9,60.79,68.69,54.87,63.22,60.03,112.04,9.11,26.4,11.79
2013-03-07,80.88,60.86,68.75,55.05,61.29,60.1,113.45,8.84,26.31,11.63
2013-03-08,80.87,61.28,68.97,55.49,61.4,60.72,114.65,8.13,26.29,11.16
2013-03-11,80.91,60.85,68.72,54.83,62.7,60.08,113.84,8.35,26.41,11.32
2013-03-12,80.91,60.68,68.63,54.69,62.48,59.79,114.29,8.27,26.37,11.27
2013-03-13,80.91,61.07,68.87,55.84,61.97,60.4,116.16,7.94,26.44,11.03
2013-03-14,80.94,60.73,68.51,55.28,62.71,59.83,115.62,7.94,26.46,11.05
2013-03-15,80.98,60.41,68.36,55.25,64.22,59.42,113.68,8.77,26.88,11.6
2013-03-18,81.0,60.24,68.24,55.01,65.48,59.18,112.97,8.8,26.85,11.63
2013-03-19,80.99,60.86,68.68,55.8,63.37,60.31,115.29,7.86,26.45,10.99
2013-03-20,80.98,59.57,67.93,54.04,64.97,58.38,112.36,8.28,26.9,11.31
2013-03-21,80.96,60.68,68.59,55.0,65.3,59.99,114.96,8.23,26.75,11.3
2013-03-22,80.99,60.21,68.32,54.64,64.99,59.38,113.82,8.04,26.63,11.15
2013-03-25,80.97,60.91,68.71,55.62,65.27,60.29,116.45,7.59,26.22,10.83
2013-03-26,80.97,61.06,68.83,55.13,66.92,60.61,116.3,7.72,26.31,10.92
2013-03-27,80.99,61.39,68.97,55.56,65.88,60.96,117.13,7.7,26.43,10.9
2013-03-28,80.85,60.51,68.5,54.35,67.38,59.78,116.07,7.74,26.47,10.96
2013-04-01,80.89,61.47,69.04,55.15,66.62,61.13,117.64,7.25,26.39,10.6
2013-04-02,80.91,60.35,68.41,53.84,68.37,59.51,113.99,7.76,26.4,10.98
2013-04-03,81.0,60.4,68.43,53.85,70.86,59.54,115.53,7.52,26.23,10.82
2013-04-04,81.01,59.37,67.85,52.56,75.07,58.08,113.88,7.58,26.38,10.85
2013-04-05,81.0,60.01,68.22,53.14,73.51,58.97,116.0,7.16,25.95,10.54
2013-04-08,81.01,60.77,68.68,54.28,72.91,60.13,117.51,6.95,25.71,10.4
2013-04-09,80.97,63.17,70.02,57.09,69.97,63.65,121.9,6.59,25.22,10.14
2013-04-10,80.99,63.05,69.97,56.74,70.19,63.54,123.06,6.52,25.36,10.09
2013-04-11,81.03,63.0,69.94,55.91,73.36,63.47,122.05,6.29,25.1,9.91
2013-04-12,81.03,60.53,68.55,53.28,75.2,59.61,113.5,7.74,26.09,11.04
2013-04-15,81.04,62.16,69.47,55.2,73.42,62.1,118.48,6.37,24.84,10.21
2013-04-16,81.02,59.72,68.1,51.83,74.86,58.43,113.35,7.88,25.95,11.38
2013-04-17,81.03,58.04,67.14,50.08,75.42,55.94,111.26,8.55,26.22,11.88
2013-04-18,80.99,59.65,68.09,50.34,74.99,58.26,114.12,7.32,26.19,11.03
2013-04-19,81.04,60.8,68.79,51.39,75.21,60.15,115.79,7.04,25.98,10.81
2013-04-22,81.05,61.98,69.44,53.19,74.38,61.82,119.27,6.3,25.01,10.24
2013-04-23,81.05,61.93,69.43,53.33,74.9,61.67,119.5,6.39,24.91,10.3
2013-04-24,81.05,62.64,69.79,54.04,74.06,62.67,120.99,6.48,24.95,10.38
2013-04-25,81.11,62.24,69.57,53.98,75.94,62.14,120.29,6.49,24.94,10.39
2013-04-26,81.1,63.37,70.21,56.19,75.13,63.79,122.65,6.42,24.68,10.33
2013-04-29,81.09,64.31,70.73,57.89,75.28,64.98,123.48,6.31,24.696,10.23
2013-04-30,81.08,63.71,70.39,56.59,77.51,64.36,120.17,6.81,25.14,10.65
2013-05-01,81.09,65.29,71.28,58.62,77.4,66.69,123.49,6.36,24.83,10.31
2013-05-02,80.97,66.84,72.12,60.25,71.79,69.02,127.33,6.09,24.81,10.08
2013-05-03,80.99,67.33,72.4,61.1,71.32,69.91,128.37,5.88,24.38,9.92
2013-05-06,80.96,67.26,72.34,60.9,70.51,69.74,130.31,5.76,24.07,9.82
2013-05-07,80.96,67.92,72.71,62.33,70.62,70.83,132.07,5.84,24.3,9.88
2013-05-08,80.99,67.79,72.65,61.83,70.11,70.58,131.03,6.08,24.53,10.08
2013-05-09,80.87,68.51,73.05,62.58,67.94,71.78,132.27,5.95,24.87,9.96
2013-05-10,80.88,68.74,73.14,62.06,66.45,72.06,132.51,5.87,24.88,9.9
2013-05-13,80.87,69.43,73.52,62.59,64.24,73.12,136.74,5.77,24.72,9.82
2013-05-14,80.89,69.71,73.67,63.1,65.52,73.66,138.77,5.86,24.84,9.9
2013-05-15,80.94,69.58,73.6,64.11,67.57,73.39,136.8,5.97,25.02,9.99
2013-05-16,80.92,70.85,74.3,66.18,65.03,75.46,140.89,5.65,24.82,9.72
2013-05-17,80.87,70.65,74.19,66.03,64.82,75.12,140.85,5.8,25.11,9.86
2013-05-20,80.91,70.78,74.27,65.53,66.28,75.38,141.41,5.9,25.52,9.96
2013-05-21,80.84,69.65,73.65,63.41,63.4,73.56,138.1,6.03,25.41,10.05
2013-05-22,80.8,69.21,73.45,63.39,64.07,72.76,137.04,6.11,25.63,10.13
2013-05-23,80.81,69.2,73.43,62.99,64.43,72.72,136.55,6.09,25.69,10.11
2013-05-24,80.63,70.08,73.9,63.75,59.63,74.22,139.09,5.79,25.45,9.86
2013-05-28,80.63,69.4,73.54,63.29,61.47,73.1,137.27,5.97,25.41,10.0
2013-05-29,80.62,70.12,73.93,64.39,61.14,74.23,137.82,5.95,25.54,10.01
2013-05-30,80.58,68.79,73.17,62.68,60.59,72.17,131.83,6.36,25.66,10.32
2013-05-31,80.54,69.06,73.37,63.62,61.62,72.59,133.98,6.32,26.2,10.31
2013-06-03,80.56,68.39,73.0,62.83,59.61,71.5,132.21,6.48,26.24,10.44
2013-06-04,80.59,66.64,72.03,61.0,62.21,68.76,126.3,7.01,26.62,10.87
2013-06-05,80.55,67.14,72.35,61.65,61.94,69.6,129.89,6.88,26.56,10.76
2013-06-06,80.45,69.04,73.4,63.12,59.04,72.51,134.89,6.25,26.05,10.27
2013-06-07,80.41,69.14,73.42,63.45,57.9,72.54,67.45,61.03,26.0,50.74
2013-06-10,80.4,67.75,72.7,61.56,59.88,70.44,65.44,68.95,26.72,54.0
2013-06-11,80.39,66.15,71.84,60.19,57.39,68.0,63.73,77.05,27.28,57.18
2013-06-12,80.5,67.79,72.72,62.26,59.95,70.44,66.68,69.72,26.82,54.49
2013-06-13,80.57,66.96,72.28,60.93,59.72,69.2,65.43,73.44,27.45,55.98
2013-06-14,80.57,68.23,72.98,62.67,58.71,71.12,66.94,70.47,27.22,54.86
2013-06-17,80.53,69.32,73.56,64.09,58.69,72.8,68.47,68.6,27.11,54.11
2013-06-18,80.29,67.77,72.76,61.87,57.03,70.51,65.71,68.36,27.05,54.05
2013-06-19,80.11,64.46,70.94,57.73,54.15,65.45,60.76,84.53,28.37,60.49
2013-06-20,80.02,63.94,70.34,56.81,51.38,64.39,61.26,78.18,27.86,58.19
2013-06-21,79.82,62.61,69.73,54.58,51.88,62.4,58.96,87.32,29.03,61.56
2013-06-24,79.88,63.48,70.23,56.08,50.61,63.73,60.76,82.25,28.84,59.65
2013-06-25,79.98,64.56,70.87,56.92,51.47,65.47,62.42,78.58,28.83,58.42
2013-06-26,80.1,65.2,71.17,57.67,53.07,66.2,63.61,72.52,28.32,56.21
2013-06-27,80.07,65.26,71.21,56.93,54.17,66.38,62.46,71.52,28.2,55.7
2013-06-28,80.05,66.2,71.73,58.0,54.55,67.81,63.88,66.94,27.71,54.03
2013-07-01,80.01,66.22,71.73,58.28,54.44,67.83,63.63,68.77,28.11,54.75
2013-07-02,80.01,66.84,72.04,59.36,54.06,68.75,63.88,67.33,27.94,54.14
2013-07-03,79.76,67.75,72.56,60.49,48.46,70.27,65.82,60.78,27.37,51.48
2013-07-05,79.92,67.87,72.65,60.28,49.77,70.5,66.93,55.24,26.59,49.06
2013-07-08,79.94,68.7,73.09,60.87,50.01,71.82,68.28,52.7,26.08,48.01
2013-07-09,79.92,69.53,73.51,61.52,48.78,73.0,68.42,51.68,25.81,47.54
2013-07-10,80.19,72.4,75.03,64.62,50.56,77.55,71.31,48.82,25.26,46.24
2013-07-11,80.14,72.93,75.29,64.68,50.36,78.36,71.33,49.88,25.49,46.69
2013-07-12,80.23,73.27,75.48,65.18,51.11,78.97,72.26,47.62,25.06,45.64
2013-07-15,80.26,73.05,75.37,65.43,51.61,78.66,71.38,50.1,25.85,46.87
2013-07-16,80.32,73.43,75.57,65.61,51.93,79.22,71.87,46.78,25.23,45.26
2013-07-17,80.3,73.04,75.37,65.1,50.13,78.64,73.04,45.21,25.2,44.51
2013-07-18,80.36,71.56,74.59,61.86,52.35,76.25,73.52,43.3,25.15,43.6
2013-07-19,80.35,71.91,74.81,62.44,52.58,76.8,73.9,41.37,24.84,42.6
2013-07-22,80.35,70.92,74.26,61.64,51.87,75.09,73.46,40.96,24.68,42.43
2013-07-23,80.24,71.35,74.5,62.8,49.97,75.78,72.65,42.01,24.77,42.95
2013-07-24,80.3,72.2,74.97,62.83,50.01,77.17,73.1,39.92,24.43,41.92
2013-07-25,80.34,72.98,75.37,63.18,50.9,78.45,73.34,39.64,24.25,41.74
2013-07-26,80.3,72.72,75.23,63.06,49.78,78.09,72.63,40.56,24.39,42.25
2013-07-29,80.26,73.46,75.63,63.95,49.53,79.25,72.7,39.11,24.05,41.45
2013-07-30,80.33,73.75,75.77,63.43,50.12,79.75,72.67,37.5,23.7,40.61
2013-07-31,80.13,75.24,76.54,65.47,47.29,82.12,75.29,35.1,23.19,39.28
2013-08-01,80.31,76.12,76.97,66.24,48.88,83.55,75.68,33.31,22.95,38.33
2013-08-02,80.3,76.23,77.02,66.71,47.71,83.73,75.45,32.46,22.62,37.83
2013-08-05,80.27,75.32,76.56,65.72,48.14,82.24,74.16,34.39,23.16,38.94
2013-08-06,80.27,75.04,76.42,65.13,49.22,81.74,73.38,35.15,23.14,39.34
2013-08-07,80.29,75.72,76.8,65.84,49.51,82.86,74.16,33.99,22.9,38.71
2013-08-08,80.3,75.17,76.5,64.69,49.89,81.97,73.52,34.84,23.15,39.29
2013-08-09,80.28,75.45,76.67,66.05,48.85,82.5,73.21,34.55,23.13,39.06
2013-08-12,80.14,76.29,77.12,67.33,46.74,83.85,73.97,33.97,23.36,38.72
2013-08-13,80.17,75.76,76.81,67.29,46.8,82.92,72.78,34.56,23.53,39.08
2013-08-14,80.05,73.24,75.51,63.93,45.03,78.76,69.61,38.07,24.23,41.02
2013-08-15,80.02,73.1,75.46,63.77,44.57,78.48,69.07,36.65,23.85,40.33
2013-08-16,79.96,72.86,75.35,63.24,43.39,78.17,67.73,38.75,24.22,41.43
2013-08-19,80.06,73.51,75.7,63.38,44.37,79.24,68.68,37.66,23.82,40.87
2013-08-20,79.87,73.0,75.42,63.06,42.9,78.45,67.38,39.13,23.77,41.64
2013-08-21,79.86,74.38,76.16,63.85,44.22,80.69,69.15,37.22,23.24,40.64
2013-08-22,79.93,75.44,76.68,65.27,45.65,82.39,69.98,35.75,23.23,39.83
2013-08-23,79.98,75.46,76.71,64.38,46.38,82.46,69.23,38.07,23.76,41.15
2013-08-26,80.02,72.39,75.07,60.95,48.12,77.27,65.73,44.18,24.73,44.48
2013-08-27,80.01,72.99,75.43,61.03,46.98,78.27,66.47,43.92,24.47,44.33
2013-08-28,80.05,73.95,75.96,61.96,48.068,79.89,66.8,45.87,24.97,45.32
2013-08-29,80.04,73.04,75.46,61.15,47.88,78.4,66.01,46.93,25.09,45.81
2013-08-30,79.82,73.79,75.9,61.28,45.93,79.69,67.02,43.43,24.58,44.17
2013-09-03,79.72,75.43,76.71,63.0101,45.5,82.29,68.71,43.09,24.45,43.94
2013-09-04,79.61,75.67,76.84,63.0496,43.7089,82.65,68.91,41.17,24.38,42.95
