Date,BSV,SPXL,SQQQ,TECL,TQQQ,UVXY
2016-11-23,79.63,103.4,13.15,48.6,127.65,10.56
2016-11-25,79.68,101.97,13.23,48.8,126.94,10.74
2016-11-28,79.7,102.48,13.09,48.91,128.16,10.6
2016-11-29,79.61,101.65,13.58,47.12,124.01,10.6
2016-11-30,79.44,100.61,14.25,44.18,117.2,11.43
2016-12-01,79.53,100.72,14.19,44.64,117.67,11.42
2016-12-02,79.52,102.46,13.84,45.93,120.39,9.92
2016-12-05,79.58,103.5,13.77,46.35,121.26,9.23
2016-12-06,79.66,107.55,13.23,48.95,125.76,9.28
2016-12-07,79.6,108.41,13.17,49.48,126.53,9.31
2016-12-08,79.57,110.35,12.88,50.4,129.49,9.13
2016-12-09,79.57,109.95,13.03,50.04,127.69,9.27
2016-12-12,79.51,112.05,12.53,51.82,132.68,9.42
2016-12-13,79.27,109.42,12.61,51.37,131.71,9.35
2016-12-14,79.22,110.72,12.53,51.94,132.51,9.09
2016-12-15,79.24,110.11,12.69,50.96,130.9,8.85
2016-12-16,79.33,110.71,12.54,51.99,132.5,8.23
2016-12-19,79.34,112.0,12.39,52.52,134.1,7.93
2016-12-20,79.37,111.16,12.43,52.24,133.63,7.65
2016-12-21,79.22,110.57,12.55,51.87,132.47,7.9
2016-12-22,79.25,110.87,12.5,51.94,132.88,7.83
2016-12-23,79.23,111.67,12.33,52.62,134.82,7.62
2016-12-27,79.29,109.09,12.61,51.31,131.7,8.14
2016-12-28,79.44,108.9,12.67,51.26,131.06,8.39
2016-12-29,79.45,107.75,13.03,49.94,127.23,8.73
2016-12-30,79.46,110.03,12.71,51.38,130.31,7.5
2017-01-03,79.46,111.98,12.49,51.84,132.53,6.73
2017-01-04,79.58,111.72,12.3,52.12,134.88,6.68
2017-01-05,79.49,112.98,11.96,53.16,138.3,6.5
2017-01-06,79.58,111.91,11.85,53.32,139.7,6.46
2017-01-09,79.55,111.81,11.77,53.21,140.5,6.38
2017-01-10,79.59,112.74,11.69,53.94,141.58,6.11
2017-01-11,79.63,111.93,46.91,53.76,70.43,30.5
2017-01-12,79.6,112.64,46.41,54.02,71.24,30.63
2017-01-13,79.73,111.43,46.85,53.53,70.57,30.43
2017-01-17,79.56,112.15,46.58,53.93,71.05,30.17
2017-01-18,79.49,110.95,46.62,53.57,70.86,30.81
2017-01-19,79.58,112.04,46.31,54.52,71.32,28.43
2017-01-20,79.71,111.24,46.25,54.67,71.48,27.91
2017-01-23,79.65,113.31,45.29,55.82,72.97,25.34
2017-01-24,79.55,116.12,43.91,57.34,75.1,24.1
2017-01-25,79.59,115.85,43.78,57.04,75.41,24.38
2017-01-26,79.62,115.39,43.53,57.62,75.77,23.83
2017-01-27,79.63,113.3,44.54,56.23,74.05,25.2
2017-01-30,79.68,113.15,44.81,55.37,73.64,24.94
2017-01-31,79.55,113.3,43.89,56.4,75.04,24.11
2017-02-01,79.59,113.38,44.03,56.21,74.85,24.45
2017-02-02,79.56,115.72,43.66,57.25,75.5,23.45
2017-02-03,79.7,115.18,43.5,57.35,75.78,23.45
2017-02-06,79.72,115.18,43.02,58.05,76.56,23.8
2017-02-07,79.81,115.56,42.82,58.39,76.99,23.63
2017-02-08,79.72,117.6,42.34,59.01,77.79,22.66
2017-02-09,79.67,118.96,41.93,59.37,78.56,21.9
2017-02-10,79.64,120.85,41.21,60.19,79.94,20.52
2017-02-13,79.57,122.42,40.79,60.84,80.69,18.75
2017-02-14,79.51,124.22,40.09,61.47,82.08,19.92
2017-02-15,79.61,123.99,40.12,61.96,82.01,20.15
2017-02-16,79.69,124.43,39.62,62.39,83.04,20.26
2017-02-17,79.69,126.6,39.02,63.48,84.36,20.67
2017-02-21,79.74,126.41,38.97,63.75,84.37,20.86
2017-02-22,79.79,126.63,39.42,63.61,83.46,21.96
2017-02-23,79.92,127.15,39.2,64.09,83.91,21.43
2017-02-24,79.8,127.62,39.05,63.92,84.16,21.19
2017-02-27,79.73,126.58,39.38,63.11,83.5,22.29
2017-02-28,79.49,131.83,38.11,65.71,86.2,21.34
2017-03-01,79.43,129.49,38.69,64.5,84.84,21.42
2017-03-02,79.48,129.69,38.48,64.67,85.28,20.11
2017-03-03,79.47,128.48,38.72,64.47,84.69,19.39
2017-03-06,79.42,127.39,38.94,64.53,84.27,19.41
2017-03-07,79.35,126.65,38.73,64.69,84.7,19.66
2017-03-08,79.29,126.99,38.64,64.62,84.96,19.48
2017-03-09,79.34,128.22,38.17,65.65,85.89,18.92
2017-03-10,79.3,128.44,37.95,65.95,86.39,18.16
2017-03-13,79.27,126.95,38.26,65.35,85.75,18.81
2017-03-14,79.49,130.13,37.56,66.66,87.25,17.43
2017-03-15,79.44,129.6,37.61,67.08,87.2,16.71
2017-03-16,79.5,128.85,37.72,67.2,86.99,16.3
2017-03-17,79.55,128.31,37.57,67.37,87.25,16.34
2017-03-20,79.65,123.52,39.26,64.59,83.36,17.56
2017-03-21,79.68,124.2,38.5,65.77,85.0,17.72
2017-03-22,79.66,123.84,38.78,65.19,84.32,18.97
2017-03-23,79.63,123.65,38.54,65.27,84.78,18.25
2017-03-24,79.69,123.12,38.36,65.27,85.23,17.49
2017-03-27,79.61,125.73,37.64,66.52,86.83,15.65
2017-03-28,79.69,126.25,37.15,66.95,87.98,15.48
2017-03-29,79.68,127.25,36.96,67.26,88.42,15.63
2017-03-30,79.72,126.35,37.05,66.95,88.21,16.15
2017-03-31,79.74,125.85,37.11,66.75,88.02,16.31
2017-04-03,79.7,126.05,36.94,66.83,88.42,15.9
2017-04-04,79.73,124.72,37.39,66.2,87.41,16.94
2017-04-05,79.73,125.78,37.33,66.06,87.48,16.29
2017-04-06,79.63,125.44,37.39,66.0,87.38,17.48
2017-04-07,79.68,125.59,37.35,65.64,87.48,18.73
2017-04-10,79.79,125.21,37.81,64.89,86.38,20.44
2017-04-11,79.87,123.62,38.3,64.21,85.24,20.61
2017-04-12,79.88,121.21,38.76,63.46,84.23,21.43
2017-04-13,79.9,124.27,37.81,65.09,86.23,19.27
2017-04-17,80.02,123.17,37.96,65.02,85.98,18.95
2017-04-18,80.01,122.51,37.8,64.85,86.28,19.84
2017-04-19,79.93,125.39,36.9,66.53,88.37,18.83
2017-04-20,79.97,124.17,36.89,66.25,88.33,18.94
2017-04-21,79.93,128.16,35.57,68.56,91.54,14.92
2017-04-24,79.81,130.43,34.8,69.67,93.57,14.19
2017-04-25,79.88,130.33,34.93,69.45,93.16,14.47
2017-04-26,79.91,130.64,34.33,70.41,94.79,14.19
2017-04-27,79.94,129.76,34.14,70.76,95.33,14.2
2017-04-28,79.77,32.63,33.27,72.31,97.73,13.1
2017-05-01,79.84,32.7,33.08,72.75,98.31,13.16
2017-05-02,79.73,32.54,33.4,72.3,97.34,13.68
2017-05-03,79.71,32.65,33.35,72.24,97.44,13.01
2017-05-04,79.73,33.04,33.0,73.08,98.5,13.14
2017-05-05,79.7,33.05,32.78,73.98,99.09,12.48
2017-05-08,79.66,32.97,32.44,74.23,100.18,12.4
2017-05-09,79.67,33.11,32.39,75.1,100.34,12.5
2017-05-10,79.7,32.93,32.47,74.85,100.1,12.43
2017-05-11,79.82,32.76,32.24,75.46,100.75,12.41
2017-05-12,79.82,33.22,31.95,76.52,101.69,11.88
2017-05-15,79.83,33.16,31.56,77.65,102.97,11.62
2017-05-16,80.01,31.44,33.95,71.23,95.18,15.84
2017-05-17,79.95,31.76,33.07,72.72,97.59,15.12
2017-05-18,79.95,32.36,32.66,73.83,98.77,12.96
2017-05-19,79.96,32.87,31.83,75.67,101.33,11.78
2017-05-22,79.91,33.08,31.75,75.9,101.58,11.72
2017-05-23,79.97,33.3,31.31,76.75,102.98,11.12
2017-05-24,79.96,33.77,30.52,78.62,105.69,11.32
2017-05-25,79.97,33.8,30.36,78.55,106.14,10.95
2017-05-26,80.01,33.7,30.29,79.43,106.36,10.82
2017-05-30,80.03,33.65,30.34,78.95,106.23,10.97
2017-05-31,79.91,34.43,29.95,79.48,107.5,10.45
2017-06-01,79.95,34.74,28.94,81.67,111.17,10.5
2017-06-02,79.92,34.66,28.96,81.96,111.08,10.59
2017-06-05,79.99,34.36,29.31,81.55,109.82,11.06
2017-06-06,79.93,34.56,28.97,82.16,111.02,10.83
2017-06-07,79.89,34.6,28.87,82.84,111.32,10.35
2017-06-08,79.86,34.45,31.0,76.55,103.27,10.61
2017-06-09,79.87,34.4,31.53,75.18,101.4,10.88
2017-06-12,79.86,34.89,30.79,76.78,103.77,10.16
2017-06-13,79.94,34.78,31.18,75.74,102.38,10.04
2017-06-14,79.91,34.57,31.61,74.69,101.0,10.3
2017-06-15,79.96,34.55,31.99,74.14,99.79,10.09
2017-06-16,79.87,35.4,30.45,77.53,104.62,9.46
2017-06-19,79.92,34.75,31.14,75.79,102.25,10.0
2017-06-20,79.91,34.7,30.25,76.93,105.22,9.82
2017-06-21,79.94,34.62,30.26,77.03,105.1,9.62
2017-06-22,79.97,34.78,29.93,78.34,106.28,9.42
2017-06-23,79.97,34.79,30.33,77.12,104.87,9.02
2017-06-26,79.87,34.01,31.96,73.39,99.1,9.62
2017-06-27,79.94,34.85,30.64,76.07,103.26,9.06
2017-06-28,79.87,33.96,32.2,72.05,98.0,10.0
2017-06-29,79.85,34.13,32.28,71.89,97.66,9.73
2017-06-30,79.68,34.28,33.18,70.31,95.0,9.98
2017-07-03,79.69,34.51,32.26,72.32,97.71,9.95
2017-07-05,79.68,33.61,33.09,70.43,95.13,10.94
2017-07-06,79.69,34.2,32.09,72.73,97.98,10.2
2017-07-07,79.73,34.3,31.43,74.33,100.03,9.71
2017-07-10,79.78,34.25,31.18,74.99,100.85,9.63
2017-07-11,79.85,35.01,30.06,77.77,104.44,9.11
2017-07-12,79.82,35.18,29.87,78.19,105.13,8.89
2017-07-13,79.87,35.62,29.17,80.16,107.6,8.56
2017-07-14,79.88,35.62,29.13,80.35,107.66,32.48
2017-07-17,79.9,35.68,28.56,81.38,109.8,31.64
2017-07-18,79.89,36.26,28.04,82.52,111.81,30.9
2017-07-19,79.91,36.29,27.92,83.2,112.23,30.36
2017-07-20,79.99,36.22,27.95,82.72,112.06,29.77
2017-07-21,79.94,36.17,27.6,83.48,113.52,28.73
2017-07-24,79.83,36.44,27.79,82.97,112.76,29.01
2017-07-25,79.96,36.44,27.54,83.86,113.77,29.1
2017-07-26,79.97,36.34,28.02,82.86,111.74,29.56
2017-07-27,80.01,36.19,28.13,82.52,111.38,30.17
2017-07-28,80.02,36.13,28.51,81.57,109.93,29.75
2017-07-31,79.94,36.35,28.31,82.57,110.65,28.94
2017-08-01,79.92,36.4,28.09,83.44,111.46,29.23
2017-08-02,79.98,36.22,28.4,82.59,110.3,29.99
2017-08-03,79.92,36.39,28.27,83.27,110.73,29.72
2017-08-04,79.92,36.55,27.75,84.63,112.69,29.03
2017-08-07,79.91,36.33,27.89,84.22,112.27,30.7
2017-08-08,79.94,36.28,27.97,84.3,111.83,32.31
2017-08-09,79.99,34.78,29.79,79.3,104.57,40.94
2017-08-10,80.05,34.89,29.12,80.9,106.96,43.09
2017-08-11,80.02,35.91,28.0,84.64,111.12,31.74
2017-08-14,79.94,35.91,27.93,85.26,111.32,31.26
2017-08-15,79.99,36.09,27.8,85.79,111.9,30.86
2017-08-16,80.05,34.4,29.5,80.8,105.02,40.98
2017-08-17,80.04,34.23,29.59,80.5,104.65,39.01
2017-08-18,80.06,34.33,29.68,80.49,104.46,35.85
2017-08-21,80.04,35.34,28.35,83.93,109.11,30.63
2017-08-22,80.11,34.99,28.65,83.51,107.89,31.09
2017-08-23,80.04,34.73,28.91,83.09,106.99,32.73
2017-08-24,80.09,34.94,29.09,82.96,106.27,30.87
2017-08-25,80.12,34.99,28.85,83.69,107.2,30.42
2017-08-28,80.19,35.06,28.47,84.62,108.52,31.14
2017-08-29,80.15,35.6,27.5,86.29,112.28,30.8
2017-08-30,80.18,36.2,26.71,87.91,115.47,29.15
2017-08-31,80.03,36.39,26.71,87.8,115.39,28.95
2017-09-01,80.12,35.6,27.43,85.4,112.3,32.1
2017-09-05,80.12,35.92,27.21,85.58,113.27,30.7
2017-09-06,80.21,35.93,27.02,86.36,113.97,30.42
2017-09-07,80.19,35.76,27.69,84.25,111.16,31.81
2017-09-08,80.1,36.88,26.81,87.74,114.7,28.29
2017-09-11,80.06,37.27,26.57,88.48,115.67,26.8
2017-09-12,80.0,37.34,26.48,87.99,116.15,24.91
2017-09-13,80.0,37.3,26.93,87.13,114.19,25.59
2017-09-14,79.95,37.42,26.68,88.15,115.11,24.71
2017-09-15,79.93,37.64,26.77,88.27,114.83,22.52
2017-09-18,79.9,37.75,26.63,89.73,115.32,22.55
2017-09-19,79.84,37.83,26.87,88.54,114.36,22.6
2017-09-20,79.81,37.51,27.38,87.04,112.16,22.58
2017-09-21,79.83,37.51,27.46,87.26,111.88,22.84
2017-09-22,79.93,37.3,28.31,84.13,108.37,22.89
2017-09-25,79.91,37.35,28.12,84.82,109.11,22.33
2017-09-26,79.86,37.74,27.35,87.38,112.07,22.0
2017-09-27,79.9,37.88,27.41,87.87,111.88,21.4
2017-09-28,79.82,38.23,26.81,89.58,114.25,20.59
2017-09-29,79.7,38.76,26.73,89.89,114.57,19.76
2017-10-02,79.72,39.02,26.57,90.61,115.29,19.61
2017-10-03,79.77,39.13,26.49,90.29,115.59,19.7
2017-10-04,79.74,39.82,25.73,92.85,118.92,18.41
2017-10-05,79.69,39.69,25.63,93.39,119.35,18.43
2017-10-06,79.73,39.52,25.7,94.02,119.05,19.17
2017-10-09,79.77,39.8,25.65,94.24,119.3,18.32
2017-10-10,79.74,39.99,25.42,95.3,120.34,17.56
2017-10-11,79.72,39.8,25.58,94.65,119.69,17.33
2017-10-12,79.78,39.93,25.29,95.92,121.03,16.71
2017-10-13,79.74,40.08,25.03,96.94,122.28,16.14
2017-10-16,79.72,40.16,24.95,96.82,122.71,16.2
2017-10-17,79.68,40.26,25.02,97.58,122.24,16.04
2017-10-18,79.71,40.32,25.31,96.69,120.89,15.83
2017-10-19,79.65,40.88,25.11,98.49,121.77,15.24
2017-10-20,79.68,40.46,25.6,97.29,119.5,16.23
2017-10-23,79.66,40.65,25.46,98.02,120.11,16.59
2017-10-24,79.62,40.07,25.77,96.7,118.65,17.64
2017-10-25,79.6,40.2,26.0,97.66,117.55,17.55
2017-10-26,79.65,41.15,23.75,105.36,127.68,15.62
2017-10-27,79.72,40.73,23.58,106.47,128.59,15.86
2017-10-30,79.69,40.87,23.33,107.73,129.95,15.27
2017-10-31,79.55,41.07,23.36,107.63,129.78,15.44
2017-11-01,79.55,41.1,23.49,107.86,129.12,15.12
2017-11-02,79.53,41.46,22.82,110.32,132.72,15.04
2017-11-03,79.54,41.63,22.59,110.94,134.07,14.75
2017-11-06,79.53,41.6,22.56,111.19,134.29,14.93
2017-11-07,79.48,41.81,22.27,113.01,135.97,14.97
2017-11-08,79.5,41.34,22.64,110.45,133.79,15.37
2017-11-09,79.45,41.26,22.63,110.24,133.75,16.08
2017-11-10,79.41,41.37,22.55,110.16,134.15,16.19
2017-11-13,79.44,41.1,22.79,109.42,132.8,16.43
2017-11-14,79.47,40.46,23.14,106.94,130.85,17.63
2017-11-15,79.43,41.46,22.24,111.26,135.75,16.22
2017-11-16,79.43,41.13,22.51,109.39,134.23,15.72
2017-11-17,79.39,41.28,22.56,110.49,133.9,14.7
2017-11-20,79.37,42.1,21.83,113.86,138.12,13.57
2017-11-21,79.46,42.01,21.75,113.44,138.67,13.31
2017-11-22,79.45,42.25,21.51,115.15,140.23,13.2
2017-11-24,79.47,42.21,21.54,115.19,140.0,13.15
2017-11-27,79.46,43.47,21.38,116.13,141.03,12.81
2017-11-28,79.43,43.39,22.49,108.57,133.78,13.38
2017-11-29,79.36,44.48,21.95,111.32,137.1,13.45
2017-11-30,79.25,44.25,22.22,109.71,135.27,14.18
2017-12-01,79.23,44.09,23.0,104.34,130.6,13.97
2017-12-04,79.22,43.6,22.95,104.41,130.79,13.84
2017-12-05,79.24,43.59,22.66,106.38,132.52,13.81
2017-12-06,79.26,44.01,22.42,108.33,133.83,12.92
2017-12-07,79.27,44.73,22.14,109.94,135.6,12.07
2017-12-08,79.22,45.14,21.61,112.62,138.71,11.26
2017-12-11,79.21,45.39,21.71,112.44,138.19,11.31
2017-12-12,79.32,43.74,21.59,112.68,138.88,11.23
2017-12-13,79.27,43.21,21.64,112.19,138.68,11.12
2017-12-14,79.24,44.27,20.92,116.11,143.19,10.38
2017-12-15,79.22,45.14,20.38,119.1,146.87,10.08
2017-12-18,79.17,44.52,20.72,116.75,144.48,10.16
2017-12-19,79.13,44.42,20.81,116.75,143.88,10.1
2017-12-20,79.11,44.65,20.82,116.03,143.81,9.96
2017-12-21,79.13,44.6,20.89,115.68,143.33,10.06
2017-12-22,79.0,44.44,21.19,113.36,141.01,10.07
2017-12-26,79.09,44.52,21.19,113.75,141.01,10.18
2017-12-27,79.07,44.74,21.14,114.16,141.39,9.84
2017-12-28,79.1,44.33,21.51,112.17,138.72,10.2
2017-12-29,79.05,45.19,20.41,116.34,145.84,9.46
2018-01-02,79.06,45.99,19.81,119.2,150.11,9.06
2018-01-03,79.0,46.57,19.71,121.25,150.99,9.0
2018-01-04,79.01,47.45,19.12,125.13,155.55,9.0
2018-01-05,79.0,47.74,18.9,126.47,157.28,8.76
2018-01-08,78.96,48.07,18.89,125.38,157.4,8.96
2018-01-09,78.98,47.79,19.03,123.99,156.28,8.78
2018-01-10,79.01,48.87,18.64,125.8,159.41,8.68
2018-01-11,78.98,49.82,18.25,127.74,162.79,8.68
2018-01-12,78.96,49.29,18.39,126.27,161.53,9.75
2018-01-16,78.88,50.66,17.81,131.96,166.62,9.34
2018-01-17,78.84,50.46,17.79,132.63,166.78,9.41
2018-01-18,78.8,51.09,17.63,133.14,168.38,9.33
2018-01-19,78.79,52.35,17.07,137.02,173.64,8.92
2018-01-22,78.88,52.7,16.65,139.23,178.04,9.25
2018-01-23,78.86,52.62,16.97,135.99,174.43,9.71
2018-01-24,78.85,52.69,17.0,135.09,174.21,10.05
2018-01-25,78.79,54.48,16.25,141.15,181.99,9.91
2018-01-26,78.76,53.41,16.47,137.52,179.58,11.34
2018-01-29,78.73,51.71,16.85,133.63,174.99,12.04
2018-01-30,78.72,51.84,16.68,136.84,177.15,11.54
2018-01-31,78.53,51.63,17.09,137.02,172.72,10.8
2018-02-01,78.52,48.27,18.1,124.76,162.17,13.73
2018-02-02,78.72,42.34,20.2,109.47,143.45,23.02
2018-02-05,78.62,44.69,18.64,118.79,154.51,15.22
2018-02-06,78.54,43.92,19.34,114.04,148.4,18.61
2018-02-07,78.57,39.04,21.77,101.51,130.01,28.0
2018-02-08,78.57,40.83,20.73,107.03,136.13,23.37
2018-02-09,78.52,42.43,19.58,112.92,143.75,21.34
2018-02-12,78.53,42.81,19.33,113.68,145.5,21.33
2018-02-13,78.39,44.52,18.19,120.02,154.02,16.48
2018-02-14,78.39,46.19,17.27,126.68,162.07,15.8
2018-02-15,78.43,46.2,17.42,125.89,160.26,16.27
2018-02-16,78.37,45.37,17.38,126.66,161.06,17.6
2018-02-20,78.35,44.62,17.52,124.0,159.61,18.05
2018-02-21,78.4,44.84,17.49,124.33,159.64,17.51
2018-02-22,78.45,46.98,16.46,131.95,169.15,14.85
2018-02-23,78.46,48.62,15.82,138.22,175.94,13.6
2018-02-26,78.35,46.78,16.4,134.33,169.64,16.15
2018-02-27,78.37,45.23,16.71,131.17,166.23,17.15
2018-02-28,78.35,43.38,17.51,124.77,158.23,18.84
2018-03-01,78.28,44.06,17.05,128.29,162.58,17.75
2018-03-02,78.3,45.53,16.51,132.09,167.68,16.53
2018-03-05,78.29,45.89,16.29,133.0,169.8,16.73
2018-03-06,78.3,45.86,16.17,135.22,171.07,16.45
2018-03-07,78.36,46.51,15.92,136.86,173.62,15.54
2018-03-08,78.28,48.89,15.02,144.58,183.73,13.68
2018-03-09,78.3,48.72,14.8,145.96,186.48,14.55
2018-03-12,78.33,47.75,15.34,141.08,179.71,14.98
2018-03-13,78.36,47.02,15.37,140.66,179.1,15.43
2018-03-14,78.35,46.85,15.43,140.9,178.3,14.73
2018-03-15,78.3,46.96,15.54,140.25,177.12,14.35
2018-03-16,78.29,45.05,16.52,131.9,166.0,16.41
2018-03-19,78.21,45.27,16.4,131.82,167.22,15.87
2018-03-20,78.25,45.04,16.58,129.4,164.8,15.62
2018-03-21,78.34,41.69,17.8,119.13,152.76,18.7
2018-03-22,78.35,38.93,19.21,109.74,140.42,20.24
2018-03-23,78.3,42.19,17.07,122.28,156.22,17.97
2018-03-26,78.43,39.92,18.73,110.47,141.24,20.08
2018-03-27,78.4,39.64,19.36,108.27,136.37,20.71
2018-03-28,78.44,41.29,18.33,114.4,143.92,18.52
2018-03-29,78.36,38.42,19.86,106.47,131.14,21.19
2018-04-02,78.28,39.93,19.24,109.51,135.54,19.86
2018-04-03,78.28,41.22,18.33,114.01,141.95,19.29
2018-04-04,78.23,42.1,18.05,115.46,144.18,18.28
2018-04-05,78.36,39.34,19.39,107.02,133.42,19.95
2018-04-06,78.37,39.79,19.01,109.29,136.09,19.98
2018-04-09,78.32,41.79,17.79,117.23,145.08,19.2
2018-04-10,78.36,41.07,18.03,115.33,142.64,19.5
2018-04-11,78.28,42.11,17.43,119.44,147.64,18.25
2018-04-12,78.27,41.73,17.66,118.11,145.45,17.27
2018-04-13,78.28,42.73,17.28,120.89,148.66,15.94
2018-04-16,78.26,44.09,16.18,127.64,158.17,14.5
2018-04-17,78.17,44.17,16.09,126.71,159.27,14.58
2018-04-18,78.13,43.45,16.49,122.38,154.94,14.92
2018-04-19,78.07,42.32,17.27,116.92,147.51,15.57
2018-04-20,78.04,42.29,17.44,115.94,146.35,15.31
2018-04-23,78.09,40.64,18.53,109.89,137.02,16.5
2018-04-24,78.09,40.87,18.46,109.9,137.56,16.7
2018-04-25,78.13,42.1,17.34,115.85,146.09,15.5
2018-04-26,78.14,42.2,17.29,115.03,146.43,15.04
2018-04-27,78.14,41.22,17.66,112.76,143.31,15.06
2018-04-30,77.97,41.44,17.09,117.06,147.97,14.74
2018-05-01,78.02,40.56,17.37,116.64,145.39,14.59
2018-05-02,78.04,40.3,17.39,117.57,145.4,15.03
2018-05-03,78.03,41.85,16.41,124.27,153.58,14.32
2018-05-04,78.04,42.25,16.01,126.88,157.23,14.18
2018-05-07,78.0,42.26,16.07,127.38,156.71,14.11
2018-05-08,77.96,43.47,15.52,132.08,161.96,13.24
2018-05-09,78.0,44.72,15.06,137.28,167.0,12.34
2018-05-10,78.01,44.97,15.1,136.71,166.5,12.05
2018-05-11,77.99,45.11,15.02,136.59,167.24,11.46
2018-05-14,77.9,44.21,15.52,132.67,161.83,12.65
2018-05-15,77.85,44.79,15.22,134.49,164.81,11.97
2018-05-16,77.89,44.65,15.41,132.45,162.95,11.54
2018-05-17,77.95,44.31,15.64,130.74,160.34,11.75
2018-05-18,77.96,45.28,15.38,134.03,163.14,11.18
2018-05-21,77.95,44.9,15.45,133.35,162.29,11.38
2018-05-22,78.07,45.28,15.06,136.4,166.37,11.08
2018-05-23,78.12,45.02,15.09,135.85,55.41,10.99
2018-05-24,78.22,44.65,15.05,135.56,55.55,11.19
2018-05-25,78.49,43.15,15.24,132.97,54.84,13.19
2018-05-29,78.36,44.82,14.91,135.9,56.01,12.28
2018-05-30,78.3,43.9,14.95,135.95,55.89,12.5
2018-05-31,78.06,45.27,14.25,143.1,58.49,11.71
2018-06-01,78.01,45.91,13.88,146.37,59.99,10.99
2018-06-04,78.11,46.01,13.76,148.23,60.61,10.8
2018-06-05,78.04,47.17,13.5,150.77,61.61,10.16
2018-06-06,78.14,47.09,13.82,146.69,60.18,10.4
2018-06-07,78.12,47.49,13.83,146.49,60.14,10.3
2018-06-08,78.07,47.7,13.73,147.73,60.61,10.08
2018-06-11,78.06,47.93,13.52,149.22,61.57,10.02
2018-06-12,77.98,47.38,13.54,146.82,61.5,10.21
2018-06-13,78.05,47.75,13.12,149.7,63.37,9.72
2018-06-14,78.08,47.56,13.25,148.28,62.74,9.84
2018-06-15,78.08,47.23,13.28,148.57,62.6,9.65
2018-06-18,78.14,46.69,13.4,145.83,62.04,10.35
2018-06-19,78.08,46.96,13.07,146.94,63.34,10.03
2018-06-20,78.12,46.05,13.42,143.44,61.7,10.99
2018-06-21,78.13,46.25,13.55,141.97,61.08,10.55
2018-06-22,78.16,44.4,14.42,133.19,57.18,12.88
2018-06-25,78.19,44.65,14.27,134.68,57.81,12.09
2018-06-26,78.28,43.52,14.83,129.24,55.49,13.13
2018-06-27,78.26,44.34,14.46,133.78,56.85,12.84
2018-06-28,78.21,44.54,14.39,133.29,57.11,12.33
2018-06-29,78.06,44.67,14.06,137.27,58.39,12.35
2018-07-02,78.13,44.17,14.56,132.23,56.38,12.55
2018-07-03,78.09,45.26,14.02,137.67,58.45,11.86
2018-07-05,78.14,46.37,13.4,142.65,61.08,10.96
2018-07-06,78.13,47.68,13.01,145.87,62.78,10.08
2018-07-09,78.08,48.14,12.99,146.89,62.93,9.81
2018-07-10,78.1,47.17,13.2,144.61,62.01,10.28
2018-07-11,78.14,48.36,12.53,151.83,65.07,9.76
2018-07-12,78.17,48.45,12.49,151.41,65.26,9.6
2018-07-13,78.14,48.35,12.59,150.38,64.82,9.5
2018-07-16,78.13,48.93,12.34,153.52,66.02,9.33
2018-07-17,78.13,49.22,12.42,152.84,65.6,9.2
2018-07-18,78.19,48.64,12.62,151.3,64.63,9.47
2018-07-19,78.18,48.51,12.64,151.07,64.54,9.51
2018-07-20,78.08,48.77,12.52,153.33,65.1,9.45
2018-07-23,78.1,49.41,12.36,156.01,65.93,9.2
2018-07-24,78.08,50.78,11.84,161.6,68.68,9.14
2018-07-25,78.08,50.33,12.36,154.4,65.68,9.18
2018-07-26,78.1,49.33,12.88,146.09,62.94,9.56
2018-07-27,78.13,48.48,13.43,139.5,60.23,9.95
2018-07-30,78.13,49.19,13.18,140.67,61.43,9.57
2018-07-31,78.01,49.03,12.99,144.15,62.27,9.41
2018-08-01,78.06,49.73,12.47,149.82,64.75,9.26
2018-08-02,78.09,50.41,12.36,151.4,65.33,9.06
2018-08-03,78.11,50.96,12.13,153.94,66.53,8.57
2018-08-06,78.04,51.44,12.01,155.51,67.18,8.29
2018-08-07,78.05,51.38,11.99,156.66,67.36,8.09
2018-08-08,78.05,51.16,12.0,156.85,67.3,8.26
2018-08-09,78.15,50.1,12.27,153.16,65.73,8.86
2018-08-10,78.16,49.52,12.31,152.57,65.54,9.64
2018-08-13,78.17,50.45,12.1,155.33,66.75,8.91
2018-08-14,78.22,49.36,12.52,151.23,64.32,9.75
2018-08-15,78.21,50.51,12.43,152.95,64.91,8.98
2018-08-16,78.24,51.0,12.41,153.68,64.9,8.62
2018-08-17,78.32,51.34,12.44,152.87,64.77,8.37
2018-08-20,78.31,51.66,12.31,153.49,65.44,8.64
2018-08-21,78.33,51.61,12.17,154.83,66.2,8.48
2018-08-22,78.3,51.37,12.23,155.7,65.87,8.39
2018-08-23,78.3,52.25,11.89,160.43,67.7,8.31
2018-08-24,78.27,53.48,11.54,164.89,69.74,8.36
2018-08-27,78.24,53.63,11.49,165.41,70.05,8.35
2018-08-28,78.23,54.45,11.08,170.03,72.5,8.34
2018-08-29,78.26,53.75,11.15,168.59,72.09,8.61
2018-08-30,78.29,53.75,11.11,168.99,72.3,8.42
2018-08-31,78.15,53.5,11.26,167.04,71.44,8.47
2018-09-04,78.19,53.09,11.71,160.3,68.6,8.57
2018-09-05,78.22,52.6,12.01,157.05,66.73,8.96
2018-09-06,78.07,52.19,12.13,155.46,66.07,9.2
2018-09-07,78.09,52.49,12.03,156.81,66.65,8.82
