Date,BSV,SPXL,SQQQ,TECL,TQQQ,UVXY
2015-02-12,80.11,92.33,26.3,150.75,106.86,22.6
2015-02-13,80.04,92.73,26.23,150.78,107.15,22.73
2015-02-17,80.16,92.76,26.14,151.28,107.61,22.33
2015-02-18,80.11,92.59,25.74,152.63,109.23,21.35
2015-02-19,80.11,94.21,25.23,155.21,111.33,19.8
2015-02-20,80.15,94.17,25.13,155.75,111.77,19.95
2015-02-23,80.31,94.94,25.07,156.78,112.0,18.27
2015-02-24,80.3,94.68,25.27,154.15,111.1,18.49
2015-02-25,80.19,94.33,24.89,157.32,112.79,18.06
2015-02-26,80.24,93.37,25.2,155.28,111.3,17.85
2015-02-27,80.08,95.13,24.52,159.3,114.3,16.67
2015-03-02,79.98,93.94,24.86,155.89,112.66,17.37
2015-03-03,80.02,92.78,25.13,153.71,111.41,17.32
2015-03-04,80.1,93.02,25.03,153.31,111.9,16.88
2015-03-05,79.91,89.11,25.91,147.72,108.05,18.36
2015-03-06,79.98,90.21,25.67,149.73,109.09,17.84
2015-03-09,80.04,85.83,27.07,140.79,103.05,18.99
2015-03-10,80.06,85.19,27.56,137.78,101.24,19.83
2015-03-11,80.14,88.5,26.99,140.54,103.18,17.49
2015-03-12,80.13,86.8,27.34,138.14,101.85,18.25
2015-03-13,80.11,90.35,26.3,142.97,105.75,17.4
2015-03-16,80.09,89.48,26.16,143.24,106.34,17.22
2015-03-17,80.4,92.7,25.35,148.5,109.4,15.71
2015-03-18,80.25,91.35,25.26,147.79,109.93,15.73
2015-03-19,80.4,93.79,24.71,150.01,112.21,15.25
2015-03-20,80.41,93.28,24.92,150.33,111.27,14.69
2015-03-23,80.41,91.64,25.18,148.81,110.14,14.56
2015-03-24,80.38,87.68,26.93,137.57,102.45,15.83
2015-03-25,80.35,87.04,27.21,137.68,101.61,15.62
2015-03-26,80.41,87.56,26.87,138.18,102.59,15.25
2015-03-27,80.44,90.8,25.92,142.97,106.28,14.31
2015-03-30,80.52,88.44,26.76,139.07,102.99,15.03
2015-03-31,80.46,87.58,27.17,137.89,101.25,15.0
2015-04-01,80.48,88.29,27.11,138.55,101.42,14.41
2015-04-02,80.61,90.16,26.48,141.55,103.86,13.81
2015-04-06,80.55,89.43,26.6,140.71,103.38,13.72
2015-04-07,80.49,90.34,25.97,142.24,105.84,13.19
2015-04-08,80.41,91.6,25.48,143.67,107.81,12.32
2015-04-09,80.41,93.0,25.16,145.04,109.1,11.21
2015-04-10,80.46,91.74,25.36,143.86,108.29,11.81
2015-04-13,80.48,92.25,25.58,142.29,107.36,11.53
2015-04-14,80.55,93.55,25.1,145.92,109.26,11.03
2015-04-15,80.57,93.4,25.19,144.59,108.88,10.6
2015-04-16,80.56,90.19,26.34,138.37,103.79,11.32
2015-04-17,80.52,92.61,25.18,145.53,108.43,10.54
2015-04-20,80.52,92.31,24.85,145.07,109.82,10.53
2015-04-21,80.41,93.72,24.47,149.55,111.6,10.33
2015-04-22,80.48,94.34,24.18,151.64,112.94,10.11
2015-04-23,80.53,95.04,23.21,155.18,117.36,9.92
2015-04-24,80.51,93.8,23.36,156.9,116.61,10.51
2015-04-27,80.45,94.66,23.51,158.29,115.85,9.765
2015-04-28,80.43,93.54,23.94,156.17,113.64,10.26
2015-04-29,80.37,90.76,25.08,149.72,108.3,10.82
2015-04-30,80.21,93.57,24.07,154.86,112.68,9.77
2015-05-01,80.22,94.47,23.95,155.23,113.08,9.81
2015-05-04,80.24,91.15,25.11,148.8,107.72,10.44
2015-05-05,80.17,90.1,25.65,144.92,105.42,10.8
2015-05-06,80.22,91.13,25.21,147.59,107.23,10.63
2015-05-07,80.34,94.69,24.26,153.53,111.16,9.54
2015-05-08,80.22,93.34,24.54,151.23,109.94,10.05
2015-05-11,80.21,92.48,24.88,149.06,108.52,9.97
2015-05-12,80.26,92.57,24.71,151.2,109.08,9.63
2015-05-13,80.34,95.42,23.63,158.18,113.91,9.25
2015-05-14,80.42,95.74,23.59,156.69,113.9,9.07
2015-05-15,80.34,96.64,23.33,158.81,115.3,8.47
2015-05-18,80.2,96.49,23.4,157.36,114.97,8.21
2015-05-19,80.27,96.29,23.34,39.56,115.16,41.34
2015-05-20,80.31,97.15,22.99,39.96,116.97,39.07
2015-05-21,80.27,96.43,23.04,39.93,116.65,39.14
2015-05-22,80.3,93.46,23.85,38.34,112.61,42.07
2015-05-26,80.32,95.96,22.67,40.21,118.03,39.06
2015-05-27,80.36,95.73,22.82,40.14,117.16,39.92
2015-05-28,80.38,93.86,23.23,39.3,115.18,40.49
2015-05-29,80.21,94.41,23.02,39.55,116.19,39.73
2015-06-01,80.16,94.11,23.24,39.31,115.13,40.96
2015-06-02,80.07,94.86,23.04,39.55,116.14,39.54
2015-06-03,80.1,92.68,23.53,38.5,113.61,42.09
2015-06-04,79.97,92.01,23.69,38.11,112.75,40.78
2015-06-05,80.01,90.3,24.43,36.88,109.3,42.47
2015-06-08,79.97,90.17,24.54,36.64,108.76,41.45
2015-06-09,79.92,93.48,23.56,38.19,113.07,37.89
2015-06-10,80.0,94.36,23.43,38.31,113.69,36.22
2015-06-11,79.97,92.23,24.0,37.32,110.8,37.15
2015-06-12,80.0,90.89,24.34,36.65,109.27,40.39
2015-06-15,80.05,92.48,24.0,37.25,110.94,38.79
2015-06-16,80.1,92.92,23.77,37.48,111.87,38.57
2015-06-17,80.15,95.73,22.8,38.32,116.6,36.3
2015-06-18,80.18,94.03,23.12,37.54,114.82,36.95
2015-06-19,80.07,95.96,22.59,38.25,117.59,33.64
2015-06-22,80.06,96.19,22.5,38.44,117.88,31.84
2015-06-23,80.07,94.11,22.85,37.92,116.07,33.05
2015-06-24,80.03,93.22,23.0,37.66,115.31,33.54
2015-06-25,79.98,93.18,23.42,36.73,113.17,33.15
2015-06-26,80.2,87.32,25.07,34.37,105.17,44.47
2015-06-29,80.19,87.97,24.79,34.48,106.37,43.9
2015-06-30,79.95,89.86,24.27,35.17,108.55,37.82
2015-07-01,80.09,89.64,24.2,35.2,108.96,42.45
2015-07-02,80.17,88.91,24.37,34.84,108.04,44.81
2015-07-06,80.18,90.5,24.2,34.97,108.59,40.14
2015-07-07,80.3,86.01,25.5,33.27,103.15,48.1
2015-07-08,80.23,86.43,25.55,32.88,102.85,48.86
2015-07-09,80.09,89.67,24.37,34.43,107.63,41.21
2015-07-10,80.01,92.63,23.08,36.0,113.13,33.18
2015-07-13,80.09,93.85,22.62,36.41,115.4,32.58
2015-07-14,80.16,93.77,22.55,36.43,115.95,32.34
2015-07-15,80.14,95.79,21.61,37.81,120.48,28.06
2015-07-16,80.09,96.23,20.66,39.49,125.99,27.56
2015-07-17,80.02,96.41,20.42,40.06,127.4,27.42
2015-07-20,80.04,95.23,20.48,39.41,127.05,26.93
2015-07-21,80.01,94.65,21.12,37.5,122.88,26.7
2015-07-22,80.07,93.1,21.38,37.19,121.41,27.27
2015-07-23,80.11,90.19,22.01,36.61,117.96,29.12
2015-07-24,80.19,88.61,22.54,35.65,114.93,32.17
2015-07-27,80.17,91.79,21.95,36.57,117.96,27.42
2015-07-28,80.11,93.72,21.68,37.33,119.28,26.45
2015-07-29,80.12,93.78,21.41,37.47,120.94,26.1
2015-07-30,80.22,93.33,21.48,37.15,120.57,26.0
2015-07-31,80.21,92.38,21.65,36.57,119.46,25.25
2015-08-03,80.03,91.78,21.82,35.89,118.69,25.49
2015-08-04,79.96,92.73,21.31,36.83,121.47,25.05
2015-08-05,80.01,90.58,22.3,35.86,115.64,26.86
2015-08-06,80.03,89.95,22.43,35.86,115.18,26.39
2015-08-07,80.02,93.27,21.65,37.58,119.07,24.47
2015-08-10,80.15,90.79,22.45,35.91,114.53,26.65
2015-08-11,80.15,91.12,22.24,36.48,115.54,26.63
2015-08-12,80.07,90.72,22.36,36.12,115.02,25.94
2015-08-13,79.99,91.73,22.23,36.57,115.64,25.86
2015-08-14,80.08,93.19,21.7,37.21,118.48,25.23
2015-08-17,80.04,92.39,22.0,36.68,116.59,25.79
2015-08-18,80.2,90.2,22.42,35.92,114.4,26.77
2015-08-19,80.19,84.51,24.33,33.38,104.98,31.39
2015-08-20,80.29,76.53,27.42,29.61,91.92,42.01
2015-08-21,80.3,67.28,30.71,26.51,81.03,57.27
2015-08-24,80.29,64.79,31.1,25.47,79.96,66.28
2015-08-25,80.2,72.38,26.38,29.22,91.5,54.35
2015-08-26,80.2,77.65,24.36,31.27,98.65,57.31
2015-08-27,80.1,77.66,24.4,31.38,98.57,63.0
2015-08-28,80.07,75.69,25.3,30.65,94.91,67.6
2015-08-31,80.11,68.93,27.65,27.73,86.3,87.28
2015-09-01,80.13,72.81,25.37,29.71,93.32,69.1
2015-09-02,80.13,72.9,25.73,29.71,91.78,68.46
2015-09-03,80.18,69.67,26.58,28.36,88.71,78.34
2015-09-04,80.11,75.01,24.34,30.63,96.24,64.31
2015-09-08,80.13,71.88,25.19,29.53,92.89,67.09
2015-09-09,80.11,73.04,24.39,30.27,95.86,63.8
2015-09-10,80.18,74.03,23.94,30.75,97.41,60.76
2015-09-11,80.15,73.16,24.18,30.54,96.54,60.84
2015-09-14,79.96,76.02,23.29,31.73,99.91,48.92
2015-09-15,80.01,77.97,22.94,32.1,101.58,42.86
2015-09-16,80.22,77.41,22.86,31.42,101.86,42.4
2015-09-17,80.33,73.55,23.82,30.2,97.55,52.84
2015-09-18,80.2,74.7,23.64,31.12,98.38,46.19
2015-09-21,80.28,71.86,24.67,29.65,94.04,50.84
2015-09-22,80.28,71.47,24.69,29.76,94.19,48.72
2015-09-23,80.27,70.8,24.86,29.81,93.1,51.18
2015-09-24,80.23,70.56,25.54,29.67,90.84,53.78
2015-09-25,80.29,65.2,27.77,27.63,83.01,61.46
2015-09-28,80.36,65.38,28.1,27.22,81.78,61.55
2015-09-29,80.39,69.07,26.27,28.82,87.19,55.86
2015-09-30,80.3,69.63,25.9,28.87,88.41,54.71
2015-10-01,80.49,72.62,24.48,30.02,93.0,49.05
2015-10-02,80.4,76.54,23.43,31.8,97.24,43.52
2015-10-05,80.42,75.78,23.72,31.99,95.85,44.44
2015-10-06,80.37,77.65,23.36,32.39,97.39,42.23
2015-10-07,80.38,79.77,23.07,32.94,98.58,38.21
2015-10-08,80.36,79.87,22.74,33.29,99.78,38.16
2015-10-09,80.42,80.18,22.6,33.42,100.62,33.46
2015-10-12,80.45,78.55,23.04,33.18,98.65,36.7
2015-10-13,80.59,77.4,23.1,33.05,98.23,38.25
2015-10-14,80.51,80.92,21.99,34.2,103.03,32.81
2015-10-15,80.47,81.97,21.67,34.49,104.31,31.95
2015-10-16,80.51,82.12,21.32,34.83,106.18,27.53
2015-10-19,80.36,81.81,21.66,34.55,104.42,29.44
2015-10-20,80.42,80.35,22.02,33.75,102.74,33.53
2015-10-21,80.48,84.34,20.71,36.02,108.83,27.33
2015-10-22,80.4,87.17,18.98,38.95,117.88,27.7
2015-10-23,80.39,86.51,18.93,38.66,118.23,29.52
2015-10-26,80.43,86.02,18.78,37.97,119.0,28.33
2015-10-27,80.31,88.96,18.36,39.59,121.76,26.74
2015-10-28,80.2,88.85,18.45,39.31,121.31,27.36
2015-10-29,80.24,87.62,18.65,38.6,119.65,28.2
2015-10-30,80.05,90.7,18.05,39.59,123.73,25.27
2015-11-02,80.04,91.47,17.85,40.18,124.91,26.45
2015-11-03,79.9,90.71,17.83,40.24,124.96,28.1
2015-11-04,79.93,90.36,18.0,40.01,123.86,26.9
2015-11-05,79.78,90.23,17.95,40.34,124.27,25.76
2015-11-06,79.77,87.69,18.51,39.23,120.27,28.42
2015-11-09,79.87,88.25,18.68,38.54,119.42,26.84
2015-11-10,79.85,87.2,18.73,38.42,118.89,27.96
2015-11-11,79.82,83.67,19.3,37.42,115.44,32.93
2015-11-12,79.92,80.89,20.41,35.22,108.65,37.48
2015-11-13,79.96,84.45,19.56,36.81,113.18,29.91
2015-11-16,79.96,84.15,19.52,36.81,113.57,33.16
2015-11-17,79.92,88.23,18.35,38.46,120.08,28.9
2015-11-18,79.92,88.01,18.36,38.92,120.26,30.92
2015-11-19,79.92,89.04,17.97,39.79,122.65,28.9
2015-11-20,79.91,88.64,18.12,39.17,121.66,27.28
2015-11-23,79.97,89.13,18.15,39.18,121.28,27.61
2015-11-24,79.95,88.99,18.13,38.8,121.55,26.72
2015-11-25,79.95,89.2,18.05,39.01,121.99,27.15
2015-11-27,79.92,88.14,18.17,39.15,121.22,26.88
2015-11-30,79.95,90.74,17.63,40.19,124.82,24.63
2015-12-01,79.88,87.86,17.95,39.45,122.55,26.4
2015-12-02,79.8,84.18,18.87,37.95,116.3,30.24
2015-12-03,79.8,89.09,17.55,40.68,124.29,24.82
2015-12-04,79.86,87.38,17.78,40.15,122.77,26.02
2015-12-07,79.82,85.72,17.75,39.8,122.78,27.53
2015-12-08,79.83,83.77,18.57,38.15,117.06,29.8
2015-12-09,79.79,84.34,18.32,38.39,118.72,30.47
2015-12-10,79.96,79.44,19.57,35.99,110.58,39.76
2015-12-11,79.82,80.75,19.15,36.73,113.06,33.89
2015-12-14,79.7,83.24,18.81,37.24,114.98,31.12
2015-12-15,79.59,86.7,17.98,38.82,120.06,26.92
2015-12-16,79.61,82.88,18.55,37.0,115.06,29.21
2015-12-17,79.71,78.4,19.8,34.84,108.74,33.98
2015-12-18,79.74,80.3,19.16,35.9,111.97,30.71
2015-12-21,79.73,82.48,18.82,36.66,114.09,27.62
2015-12-22,79.54,85.49,18.39,37.56,116.7,26.28
2015-12-23,79.6,84.94,18.37,37.48,116.49,27.17
2015-12-24,79.59,84.45,18.41,37.47,116.43,26.6
2015-12-28,79.5,87.21,17.58,38.88,121.74,25.71
2015-12-29,79.52,85.38,18.04,38.0,118.63,27.19
2015-12-30,79.57,82.88,18.65,36.43,114.23,28.4
2015-12-31,79.62,79.25,19.82,34.96,107.25,32.04
2016-01-04,79.59,79.84,20.02,34.58,106.29,30.11
2016-01-05,79.68,76.61,20.58,33.4,103.44,31.95
2016-01-06,79.8,71.14,22.5,30.44,93.6,38.81
2016-01-07,79.89,68.8,23.02,29.71,91.39,42.9
2016-01-08,79.88,68.99,22.86,30.27,92.19,39.84
2016-01-11,79.89,70.6,21.99,31.26,95.3,36.11
2016-01-12,79.98,65.41,24.32,28.88,85.33,43.52
2016-01-13,79.95,68.58,22.75,30.49,90.85,40.07
2016-01-14,80.05,64.18,24.87,27.82,82.5,48.16
2016-01-15,79.98,64.38,24.76,27.94,82.85,48.31
2016-01-19,80.07,62.08,24.96,27.3,82.1,50.71
2016-01-20,80.09,62.89,24.86,27.73,82.4,50.27
2016-01-21,79.96,66.74,22.72,29.99,89.5,41.8
2016-01-22,79.97,63.81,23.73,28.9,85.47,45.96
2016-01-25,80.04,66.32,23.1,29.77,87.91,41.53
2016-01-26,80.03,64.22,24.83,27.92,81.37,45.01
2016-01-27,80.11,65.17,23.81,29.04,84.58,41.98
2016-01-28,80.2,69.89,22.28,31.76,90.09,38.52
2016-01-29,80.02,69.92,22.13,32.15,90.6,37.45
2016-02-01,80.22,66.05,23.5,30.38,84.85,42.5
2016-02-02,80.27,67.17,23.87,30.2,83.65,41.56
2016-02-03,80.32,67.48,23.88,30.37,83.5,42.34
2016-02-04,80.28,63.75,26.36,27.81,74.91,45.62
2016-02-05,80.4,61.05,27.58,26.59,71.49,50.03
2016-02-08,80.4,61.03,27.86,26.18,70.66,50.88
2016-02-09,80.45,60.94,27.52,26.37,71.5,51.64
2016-02-10,80.47,58.72,27.57,26.12,71.33,57.92
2016-02-11,80.33,62.23,26.39,27.2,74.37,53.3
2016-02-12,80.3,65.3,24.68,28.67,79.32,48.31
2016-02-16,80.26,68.52,22.95,30.42,84.8,44.58
2016-02-17,80.36,67.65,23.71,30.05,81.92,44.28
2016-02-18,80.29,67.64,23.48,30.15,82.77,42.01
2016-02-19,80.3,70.49,22.36,31.31,86.68,37.17
2016-02-22,80.35,67.95,23.44,29.85,82.36,40.94
2016-02-23,80.36,68.77,22.78,30.56,84.81,40.42
2016-02-24,80.44,71.23,22.14,31.68,87.15,37.63
2016-02-25,80.31,70.79,22.21,31.42,86.95,38.65
2016-02-26,80.36,69.05,22.82,30.85,84.65,39.69
2016-02-29,80.13,74.02,20.61,33.45,92.75,32.96
2016-03-01,80.11,74.97,20.59,33.77,92.85,31.69
2016-03-02,80.16,75.8,20.71,33.73,92.33,29.57
2016-03-03,80.1,76.5,20.69,33.97,92.49,30.26
2016-03-04,80.04,76.75,21.06,33.4,90.77,30.41
2016-03-07,80.12,74.18,21.58,32.79,88.37,32.63
2016-03-08,80.08,75.34,21.18,33.57,90.06,31.8
2016-03-09,80.0,75.5,21.25,33.54,89.72,30.66
2016-03-10,79.98,79.11,20.16,35.07,94.37,27.58
2016-03-11,80.01,78.82,20.05,35.21,94.92,26.7
2016-03-14,80.05,78.49,20.06,35.56,94.86,27.41
2016-03-15,80.26,79.87,19.52,36.77,97.28,25.46
2016-03-16,80.36,81.31,19.58,37.32,97.0,23.91
2016-03-17,80.38,82.33,19.45,37.39,97.56,23.5
2016-03-18,80.29,82.66,19.25,37.77,98.72,22.18
2016-03-21,80.21,82.51,19.08,37.86,99.6,21.54
2016-03-22,80.22,80.92,19.54,37.2,97.23,23.56
2016-03-23,80.22,80.8,19.51,37.39,97.2,23.3
2016-03-24,80.27,80.88,19.61,37.19,96.85,22.72
2016-03-28,80.5,83.1,18.67,38.86,101.48,20.1
2016-03-29,80.53,84.29,18.39,39.58,103.0,19.08
2016-03-30,80.63,83.67,18.49,39.43,102.4,19.33
2016-03-31,80.5,85.21,17.87,40.25,105.81,18.18
2016-04-01,80.51,84.44,18.1,39.8,104.5,19.15
2016-04-04,80.66,81.94,18.59,38.64,101.69,21.35
2016-04-05,80.6,84.56,17.69,39.66,106.56,18.64
2016-04-06,80.71,81.54,18.47,38.05,101.96,22.02
2016-04-07,80.7,82.24,18.51,38.02,101.72,20.92
2016-04-08,80.66,81.59,18.7,37.8,100.63,21.53
2016-04-11,80.57,83.94,18.22,38.42,102.98,20.06
2016-04-12,80.53,86.41,17.53,39.74,107.0,18.05
2016-04-13,80.51,86.47,17.53,39.65,107.07,17.93
2016-04-14,80.61,86.13,17.66,39.18,106.25,17.44
2016-04-15,80.59,87.95,17.38,39.64,107.82,15.24
2016-04-18,80.56,88.76,17.71,39.01,105.96,15.61
2016-04-19,80.44,88.98,17.65,39.22,106.22,15.78
2016-04-20,80.45,87.57,17.65,38.84,106.25,16.34
2016-04-21,80.46,87.61,18.44,36.93,101.44,15.48
2016-04-22,80.45,87.12,18.45,36.81,101.36,15.89
2016-04-25,80.34,87.6,18.65,36.35,99.97,15.22
2016-04-26,80.48,88.01,19.15,35.8,97.57,14.32
2016-04-27,80.53,85.63,19.83,34.38,94.11,15.97
2016-04-28,80.61,84.24,20.15,33.55,92.61,17.04
2016-04-29,80.48,86.21,19.6,34.19,95.06,15.05
2016-05-02,80.58,84.0,20.14,33.37,92.53,16.36
2016-05-03,80.64,82.58,20.52,33.03,90.7,16.79
2016-05-04,80.66,82.49,20.55,33.02,90.65,16.73
2016-05-05,80.63,83.41,20.22,33.72,91.96,15.24
2016-05-06,80.71,83.55,20.07,33.69,92.77,14.58
2016-05-09,80.69,86.61,19.22,35.04,96.66,13.12
2016-05-10,80.71,84.4,19.74,34.37,94.02,14.01
2016-05-11,80.61,84.32,20.01,34.1,92.7,13.62
2016-05-12,80.64,82.09,20.22,33.7,91.58,14.61
2016-05-13,80.58,84.55,19.48,34.95,95.11,13.29
2016-05-16,80.48,82.23,20.21,33.94,91.46,14.5
2016-05-17,80.33,82.27,19.98,34.28,92.5,14.38
2016-05-18,80.36,81.4,20.3,33.68,91.04,14.54
2016-05-19,80.33,82.81,19.63,34.72,94.08,13.51
2016-05-20,80.35,82.42,19.73,34.59,93.62,13.34
2016-05-23,80.3,85.76,18.52,36.64,99.35,12.2
2016-05-24,80.34,87.39,18.12,37.43,101.49,11.74
2016-05-25,80.38,87.54,17.96,37.69,102.34,11.49
2016-05-26,80.33,88.61,17.67,38.31,103.88,10.85
2016-05-27,80.35,88.24,17.57,38.47,104.5,10.83
2016-05-31,80.28,88.68,17.58,38.16,104.54,10.67
2016-06-01,80.3,89.47,17.47,38.02,105.13,10.1
2016-06-02,80.56,88.73,17.7,37.65,103.69,10.0
2016-06-03,80.56,90.02,17.51,38.02,104.8,9.74
2016-06-06,80.62,90.41,17.63,38.41,104.06,9.78
2016-06-07,80.63,91.27,17.58,38.69,104.52,9.87
2016-06-08,80.67,90.84,17.63,38.74,104.06,10.24
2016-06-09,80.76,88.4,18.21,37.73,100.56,12.11
2016-06-10,80.81,86.29,18.69,36.59,97.98,15.71
2016-06-13,80.75,85.84,18.68,36.72,98.03,15.03
2016-06-14,80.88,85.37,18.84,36.56,97.15,14.71
2016-06-15,80.91,86.25,18.7,36.79,97.85,13.92
2016-06-16,80.81,85.19,19.32,35.92,94.5,13.88
2016-06-17,80.74,86.84,18.99,36.48,96.2,11.93
2016-06-20,80.72,87.45,18.82,37.17,97.16,12.06
2016-06-21,80.71,87.03,18.91,36.78,96.53,12.9
2016-06-22,80.62,90.49,18.14,38.37,100.6,10.38
2016-06-23,80.89,80.73,20.35,33.93,88.28,14.98
2016-06-24,81.02,76.44,21.54,31.93,83.14,14.74
2016-06-27,81.06,80.46,20.17,33.67,88.35,11.39
2016-06-28,80.98,84.61,19.11,35.29,92.94,10.08
2016-06-29,81.06,88.16,18.46,36.45,96.32,9.41
2016-06-30,81.04,88.46,18.17,36.71,97.64,8.85
2016-07-01,81.09,86.77,18.5,35.9,95.91,9.16
2016-07-05,81.06,88.34,18.05,36.54,98.17,8.72
2016-07-06,81.07,88.0,17.88,36.55,99.1,8.39
2016-07-07,81.09,92.03,17.05,38.32,103.68,7.31
2016-07-08,81.05,92.99,16.76,38.96,105.45,7.33
2016-07-11,80.86,95.01,16.5,39.91,107.11,6.99
2016-07-12,80.92,94.98,16.62,39.95,106.36,6.78
2016-07-13,80.9,96.5,16.28,40.78,108.52,6.73
2016-07-14,80.84,96.09,16.38,40.64,107.91,6.7
2016-07-15,80.83,96.92,16.04,41.4,110.06,6.44
2016-07-18,80.91,96.53,16.21,41.22,108.92,6.41
2016-07-19,80.86,97.82,15.65,42.76,112.65,6.08
2016-07-20,80.94,96.63,15.74,42.1,111.98,6.42
2016-07-21,80.9,97.93,15.56,42.81,113.28,6.08
2016-07-22,80.83,97.16,15.54,42.63,113.38,30.19
2016-07-25,80.85,97.23,15.5,42.94,113.76,29.59
2016-07-26,80.97,96.96,15.18,43.89,115.98,28.2
2016-07-27,80.98,97.28,15.02,44.19,117.24,27.2
2016-07-28,81.1,97.81,14.92,44.5,118.01,25.32
2016-07-29,80.94,97.41,14.69,44.79,119.86,24.44
2016-08-01,80.89,95.6,15.02,43.77,117.16,26.3
2016-08-02,80.83,96.44,14.86,44.2,118.27,25.04
2016-08-03,80.95,96.72,14.75,44.88,119.33,23.67
2016-08-04,80.82,99.13,14.31,46.2,122.78,22.02
2016-08-05,80.81,98.95,14.36,46.26,122.39,21.06
2016-08-08,80.88,99.1,14.25,46.5,123.2,20.32
2016-08-09,80.93,98.39,14.36,46.09,122.25,21.3
2016-08-10,80.81,99.76,14.19,46.62,123.83,21.1
2016-08-11,80.91,99.44,14.15,46.41,124.06,20.69
2016-08-12,80.82,100.41,13.98,47.0,125.62,20.05
2016-08-15,80.79,98.81,14.19,46.09,123.64,21.41
2016-08-16,80.84,99.26,14.13,46.03,124.22,20.28
2016-08-17,80.9,100.0,14.12,45.97,124.34,19.6
2016-08-18,80.81,99.5,14.13,46.1,124.17,19.76
2016-08-19,80.83,99.46,14.11,46.04,124.29,19.93
2016-08-22,80.81,99.99,14.02,46.54,125.03,19.81
2016-08-23,80.8,98.59,14.31,45.87,122.62,20.66
2016-08-24,80.8,98.26,14.36,46.07,122.04,20.7
2016-08-25,80.7,97.71,14.3,46.14,122.63,20.83
2016-08-26,80.77,99.14,14.24,46.62,122.97,19.99
2016-08-29,80.79,98.63,14.37,46.21,121.86,19.66
2016-08-30,80.78,97.85,14.42,46.08,121.54,19.87
2016-08-31,80.72,97.84,14.32,46.41,122.08,19.68
2016-09-01,80.72,99.11,14.18,46.99,123.51,18.26
2016-09-02,80.85,100.05,13.91,47.7,125.8,17.29
2016-09-06,80.83,100.03,13.89,47.99,126.03,16.82
2016-09-07,80.7,99.29,14.13,46.9,123.87,16.94
2016-09-08,80.67,92.1,15.19,43.48,114.48,22.46
2016-09-09,80.7,96.12,14.38,45.71,120.35,19.4
2016-09-12,80.61,91.94,14.76,44.62,117.51,24.63
2016-09-13,80.73,91.77,14.54,45.34,119.02,24.51
2016-09-14,80.74,94.55,13.88,47.59,124.54,22.62
2016-09-15,80.72,93.39,13.91,46.98,124.4,22.07
2016-09-16,80.71,93.47,14.06,46.62,122.77,20.94
2016-09-19,80.73,93.51,13.99,46.58,123.45,20.61
2016-09-20,80.75,96.58,13.58,48.12,127.04,17.36
2016-09-21,80.75,98.4,13.26,49.0,130.01,16.24
2016-09-22,80.82,96.79,13.51,47.83,127.67,16.48
2016-09-23,80.87,94.5,13.85,46.87,124.5,18.27
2016-09-26,80.83,96.22,13.44,48.4,128.03,16.37
2016-09-27,80.81,97.66,13.36,48.72,128.73,16.03
2016-09-28,80.83,94.91,13.65,47.9,126.0,17.99
2016-09-29,80.83,97.18,13.37,48.52,128.59,16.63
2016-09-30,80.63,96.26,13.4,48.08,128.3,16.45
2016-10-03,80.59,94.99,13.47,47.62,127.57,16.36
2016-10-04,80.56,96.09,13.32,48.11,128.9,16.11
2016-10-05,80.49,96.36,13.35,48.44,128.7,15.82
2016-10-06,80.55,95.37,13.43,48.05,127.86,15.88
2016-10-07,80.5,96.75,13.17,49.02,130.15,15.18
2016-10-10,80.47,93.22,13.73,47.45,124.77,16.84
2016-10-11,80.49,93.54,13.77,47.6,124.51,16.9
2016-10-12,80.54,92.62,13.91,46.76,123.05,17.94
2016-10-13,80.48,92.66,13.89,47.29,123.33,17.56
2016-10-14,80.6,91.74,14.0,46.96,122.48,17.4
2016-10-17,80.62,93.33,13.61,47.81,125.62,15.99
2016-10-18,80.62,94.1,13.64,47.89,125.67,15.25
2016-10-19,80.6,93.6,13.67,47.31,125.14,14.82
2016-10-20,80.6,93.72,13.53,47.6,126.5,14.21
2016-10-21,80.58,94.83,13.04,49.04,131.11,13.22
2016-10-24,80.54,94.03,13.17,48.56,129.8,13.47
2016-10-25,80.55,93.41,13.41,47.8,127.31,14.12
2016-10-26,80.47,92.64,13.6,47.45,125.53,14.63
2016-10-27,80.51,91.77,13.85,47.29,123.36,15.89
2016-10-28,80.52,91.68,13.91,47.31,122.66,16.56
2016-10-31,80.44,89.8,14.21,46.08,120.14,17.53
2016-11-01,80.48,88.11,14.55,45.2,117.01,18.32
2016-11-02,80.57,86.93,14.98,44.05,113.64,20.35
2016-11-03,80.62,86.56,15.15,43.59,112.35,20.37
2016-11-04,80.54,92.23,14.05,46.43,120.4,15.26
2016-11-07,80.44,93.52,13.8,47.13,122.76,14.25
2016-11-08,80.18,96.57,13.59,46.89,124.48,13.57
2016-11-09,80.09,97.14,14.26,44.61,118.56,14.15
2016-11-10,80.1,96.59,14.22,45.18,118.46,13.54
2016-11-11,79.92,96.74,14.66,43.01,114.46,13.39
2016-11-14,79.91,98.95,14.06,44.87,119.76,12.3
2016-11-15,79.89,98.57,13.8,46.09,121.71,12.38
2016-11-16,79.78,99.94,13.51,47.0,124.53,11.66
2016-11-17,79.69,99.26,13.66,46.8,123.13,11.53
2016-11-18,79.71,101.45,13.24,48.22,126.83,10.49
2016-11-21,79.73,102.12,13.11,48.68,127.97,10.63
2016-11-22,79.62,102.31,13.26,48.04,126.43,10.68
